"hlf0071_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"3","1984","(3b) higher tertiary education","East Germany","","","",""
"4","1984","(0) in school","West Germany","7","","",""
"4","1984","(0) in school","East Germany","","","",""
"4","1984","(1a) inadequately completed","West Germany","34","0.0813541410603667","0.0653006537713852","0.0974076283493483"
"4","1984","(1a) inadequately completed","East Germany","","","",""
"4","1984","(1b) general elementary school","West Germany","161","0.070761625181888","0.0616070344213667","0.0799162159424094"
"4","1984","(1b) general elementary school","East Germany","","","",""
"4","1984","(1c) basic vocational qualification","West Germany","247","0.0647779372775271","0.0573893509173197","0.0721665236377346"
"4","1984","(1c) basic vocational qualification","East Germany","","","",""
"4","1984","(2b) intermediate general qualification","West Germany","36","0.0805256105140469","0.0561067309354801","0.104944490092614"
"4","1984","(2b) intermediate general qualification","East Germany","","","",""
"4","1984","(2a) intermediate vocational","West Germany","87","0.0692553326030275","0.0560033632548279","0.0825073019512269"
"4","1984","(2a) intermediate vocational","East Germany","","","",""
"4","1984","(2c_gen) general maturity certificate","West Germany","16","","",""
"4","1984","(2c_gen) general maturity certificate","East Germany","","","",""
"4","1984","(2c_voc) vocational maturity certificate","West Germany","32","0.0910962574332774","0.0646858632635955","0.117506651602959"
"4","1984","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4","1984","(3a) lower tertiary education","West Germany","21","","",""
"4","1984","(3a) lower tertiary education","East Germany","","","",""
"4","1984","(3b) higher tertiary education","West Germany","26","","",""
"4","1984","(3b) higher tertiary education","East Germany","","","",""
"5","1984","(0) in school","West Germany","1","","",""
"5","1984","(0) in school","East Germany","","","",""
"5","1984","(1a) inadequately completed","West Germany","2","","",""
"5","1984","(1a) inadequately completed","East Germany","","","",""
"5","1984","(1b) general elementary school","West Germany","19","","",""
"5","1984","(1b) general elementary school","East Germany","","","",""
"5","1984","(1c) basic vocational qualification","West Germany","26","","",""
"5","1984","(1c) basic vocational qualification","East Germany","","","",""
"5","1984","(2b) intermediate general qualification","West Germany","3","","",""
"5","1984","(2b) intermediate general qualification","East Germany","","","",""
"5","1984","(2a) intermediate vocational","West Germany","19","","",""
"5","1984","(2a) intermediate vocational","East Germany","","","",""
"5","1984","(2c_gen) general maturity certificate","West Germany","7","","",""
"5","1984","(2c_gen) general maturity certificate","East Germany","","","",""
"5","1984","(2c_voc) vocational maturity certificate","West Germany","4","","",""
"5","1984","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5","1984","(3a) lower tertiary education","West Germany","1","","",""
"5","1984","(3a) lower tertiary education","East Germany","","","",""
"5","1984","(3b) higher tertiary education","West Germany","10","","",""
"5","1984","(3b) higher tertiary education","East Germany","","","",""
"1","1985","(0) in school","West Germany","5","","",""
"1","1985","(0) in school","East Germany","","","",""
"1","1985","(1a) inadequately completed","West Germany","61","0.0686756789965012","0.0522169459694523","0.08513441202355"
"1","1985","(1a) inadequately completed","East Germany","","","",""
"1","1985","(1b) general elementary school","West Germany","119","0.0257158416199903","0.0196456179139169","0.0317860653260637"
"1","1985","(1b) general elementary school","East Germany","","","",""
"1","1985","(1c) basic vocational qualification","West Germany","111","0.0220357872367975","0.017381764333186","0.0266898101404091"
"1","1985","(1c) basic vocational qualification","East Germany","","","",""
"1","1985","(2b) intermediate general qualification","West Germany","12","","",""
"1","1985","(2b) intermediate general qualification","East Germany","","","",""
"1","1985","(2a) intermediate vocational","West Germany","26","","",""
"1","1985","(2a) intermediate vocational","East Germany","","","",""
"1","1985","(2c_gen) general maturity certificate","West Germany","13","","",""
"1","1985","(2c_gen) general maturity certificate","East Germany","","","",""
"1","1985","(2c_voc) vocational maturity certificate","West Germany","24","","",""
"1","1985","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1","1985","(3a) lower tertiary education","West Germany","6","","",""
"1","1985","(3a) lower tertiary education","East Germany","","","",""
"1","1985","(3b) higher tertiary education","West Germany","21","","",""
"1","1985","(3b) higher tertiary education","East Germany","","","",""
"2","1985","(0) in school","West Germany","24","","",""
"2","1985","(0) in school","East Germany","","","",""
"2","1985","(1a) inadequately completed","West Germany","194","0.183891603299174","0.158680066451884","0.209103140146464"
"2","1985","(1a) inadequately completed","East Germany","","","",""
"2","1985","(1b) general elementary school","West Germany","349","0.0924439451264616","0.0813359042418723","0.103551986011051"
"2","1985","(1b) general elementary school","East Germany","","","",""
"2","1985","(1c) basic vocational qualification","West Germany","515","0.114429461903603","0.104337322116623","0.124521601690583"
"2","1985","(1c) basic vocational qualification","East Germany","","","",""
"2","1985","(2b) intermediate general qualification","West Germany","72","0.138680134158947","0.10750082772652","0.169859440591375"
"2","1985","(2b) intermediate general qualification","East Germany","","","",""
"2","1985","(2a) intermediate vocational","West Germany","191","0.129993415820272","0.11198739950107","0.147999432139474"
"2","1985","(2a) intermediate vocational","East Germany","","","",""
"2","1985","(2c_gen) general maturity certificate","West Germany","80","0.198891417837877","0.158598276248439","0.239184559427314"
"2","1985","(2c_gen) general maturity certificate","East Germany","","","",""
"2","1985","(2c_voc) vocational maturity certificate","West Germany","77","0.14918472172283","0.114699265412134","0.183670178033527"
"2","1985","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2","1985","(3a) lower tertiary education","West Germany","35","0.132078971529999","0.0899404595699859","0.174217483490012"
"2","1985","(3a) lower tertiary education","East Germany","","","",""
"2","1985","(3b) higher tertiary education","West Germany","83","0.137487525612468","0.107453279003515","0.167521772221422"
"2","1985","(3b) higher tertiary education","East Germany","","","",""
"3","1985","(0) in school","West Germany","149","0.823282872765011","0.768467107608024","0.878098637921998"
"3","1985","(0) in school","East Germany","","","",""
"3","1985","(1a) inadequately completed","West Germany","631","0.707976848107727","0.678385645369442","0.737568050846012"
"3","1985","(1a) inadequately completed","East Germany","","","",""
"3","1985","(1b) general elementary school","West Germany","1987","0.8002248550718","0.784891462663833","0.815558247479767"
"3","1985","(1b) general elementary school","East Germany","","","",""
"3","1985","(1c) basic vocational qualification","West Germany","2952","0.791104722347089","0.778216766211262","0.803992678482916"
"3","1985","(1c) basic vocational qualification","East Germany","","","",""
"3","1985","(2b) intermediate general qualification","West Germany","357","0.763895800523146","0.725582813824786","0.802208787221506"
"3","1985","(2b) intermediate general qualification","East Germany","","","",""
"3","1985","(2a) intermediate vocational","West Germany","990","0.750230724675374","0.727053436436979","0.773408012913768"
"3","1985","(2a) intermediate vocational","East Germany","","","",""
"3","1985","(2c_gen) general maturity certificate","West Germany","257","0.703106602235015","0.656986711053734","0.749226493416296"
"3","1985","(2c_gen) general maturity certificate","East Germany","","","",""
"3","1985","(2c_voc) vocational maturity certificate","West Germany","283","0.714632056120757","0.670920124087247","0.758343988154266"
"3","1985","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3","1985","(3a) lower tertiary education","West Germany","187","0.756858796175522","0.703468913900651","0.810248678450394"
"3","1985","(3a) lower tertiary education","East Germany","","","",""
"3","1985","(3b) higher tertiary education","West Germany","357","0.720866340688004","0.6817430046181","0.759989676757907"
"3","1985","(3b) higher tertiary education","East Germany","","","",""
"4","1985","(0) in school","West Germany","6","","",""
"4","1985","(0) in school","East Germany","","","",""
"4","1985","(1a) inadequately completed","West Germany","16","","",""
"4","1985","(1a) inadequately completed","East Germany","","","",""
"4","1985","(1b) general elementary school","West Germany","131","0.0683525337709874","0.0586750017414631","0.0780300658005116"
"4","1985","(1b) general elementary school","East Germany","","","",""
"4","1985","(1c) basic vocational qualification","West Germany","226","0.0669381679544643","0.0590150727796945","0.0748612631292341"
"4","1985","(1c) basic vocational qualification","East Germany","","","",""
"4","1985","(2b) intermediate general qualification","West Germany","25","","",""
"4","1985","(2b) intermediate general qualification","East Germany","","","",""
"4","1985","(2a) intermediate vocational","West Germany","120","0.0930858042299024","0.0775289952387556","0.108642613221049"
"4","1985","(2a) intermediate vocational","East Germany","","","",""
"4","1985","(2c_gen) general maturity certificate","West Germany","24","","",""
"4","1985","(2c_gen) general maturity certificate","East Germany","","","",""
"4","1985","(2c_voc) vocational maturity certificate","West Germany","25","","",""
"4","1985","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4","1985","(3a) lower tertiary education","West Germany","19","","",""
"4","1985","(3a) lower tertiary education","East Germany","","","",""
"4","1985","(3b) higher tertiary education","West Germany","38","0.0907802402627182","0.0657230426161283","0.115837437909308"
"4","1985","(3b) higher tertiary education","East Germany","","","",""
"5","1985","(0) in school","West Germany","2","","",""
"5","1985","(0) in school","East Germany","","","",""
"5","1985","(1a) inadequately completed","West Germany","5","","",""
"5","1985","(1a) inadequately completed","East Germany","","","",""
"5","1985","(1b) general elementary school","West Germany","26","","",""
"5","1985","(1b) general elementary school","East Germany","","","",""
"5","1985","(1c) basic vocational qualification","West Germany","18","","",""
"5","1985","(1c) basic vocational qualification","East Germany","","","",""
"5","1985","(2b) intermediate general qualification","West Germany","6","","",""
"5","1985","(2b) intermediate general qualification","East Germany","","","",""
"5","1985","(2a) intermediate vocational","West Germany","13","","",""
"5","1985","(2a) intermediate vocational","East Germany","","","",""
"5","1985","(2c_gen) general maturity certificate","West Germany","3","","",""
"5","1985","(2c_gen) general maturity certificate","East Germany","","","",""
"5","1985","(2c_voc) vocational maturity certificate","West Germany","1","","",""
"5","1985","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5","1985","(3a) lower tertiary education","West Germany","1","","",""
"5","1985","(3a) lower tertiary education","East Germany","","","",""
"5","1985","(3b) higher tertiary education","West Germany","6","","",""
"5","1985","(3b) higher tertiary education","East Germany","","","",""
"1","1986","(0) in school","West Germany","","","",""
"1","1986","(0) in school","East Germany","","","",""
"1","1986","(1a) inadequately completed","West Germany","6","","",""
"1","1986","(1a) inadequately completed","East Germany","","","",""
"1","1986","(1b) general elementary school","West Germany","20","","",""
"1","1986","(1b) general elementary school","East Germany","","","",""
"1","1986","(1c) basic vocational qualification","West Germany","8","","",""
"1","1986","(1c) basic vocational qualification","East Germany","","","",""
"1","1986","(2b) intermediate general qualification","West Germany","1","","",""
"1","1986","(2b) intermediate general qualification","East Germany","","","",""
"1","1986","(2a) intermediate vocational","West Germany","2","","",""
"1","1986","(2a) intermediate vocational","East Germany","","","",""
"1","1986","(2c_gen) general maturity certificate","West Germany","3","","",""
"1","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"1","1986","(2c_voc) vocational maturity certificate","West Germany","4","","",""
"1","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1","1986","(3a) lower tertiary education","West Germany","1","","",""
"1","1986","(3a) lower tertiary education","East Germany","","","",""
"1","1986","(3b) higher tertiary education","West Germany","3","","",""
"1","1986","(3b) higher tertiary education","East Germany","","","",""
"2","1986","(0) in school","West Germany","1","","",""
"2","1986","(0) in school","East Germany","","","",""
"2","1986","(1a) inadequately completed","West Germany","17","","",""
"2","1986","(1a) inadequately completed","East Germany","","","",""
"2","1986","(1b) general elementary school","West Germany","36","0.116860630359075","0.0788222913422998","0.154898969375849"
"2","1986","(1b) general elementary school","East Germany","","","",""
"2","1986","(1c) basic vocational qualification","West Germany","50","0.113007102906158","0.0816256783804857","0.14438852743183"
"2","1986","(1c) basic vocational qualification","East Germany","","","",""
"2","1986","(2b) intermediate general qualification","West Germany","9","","",""
"2","1986","(2b) intermediate general qualification","East Germany","","","",""
"2","1986","(2a) intermediate vocational","West Germany","20","","",""
"2","1986","(2a) intermediate vocational","East Germany","","","",""
"2","1986","(2c_gen) general maturity certificate","West Germany","14","","",""
"2","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"2","1986","(2c_voc) vocational maturity certificate","West Germany","4","","",""
"2","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2","1986","(3a) lower tertiary education","West Germany","4","","",""
"2","1986","(3a) lower tertiary education","East Germany","","","",""
"2","1986","(3b) higher tertiary education","West Germany","24","","",""
"2","1986","(3b) higher tertiary education","East Germany","","","",""
"3","1986","(0) in school","West Germany","8","","",""
"3","1986","(0) in school","East Germany","","","",""
"3","1986","(1a) inadequately completed","West Germany","84","0.82546480301251","0.754852985211513","0.896076620813507"
"3","1986","(1a) inadequately completed","East Germany","","","",""
"3","1986","(1b) general elementary school","West Germany","207","0.759993135442611","0.709423540372966","0.810562730512256"
"3","1986","(1b) general elementary school","East Germany","","","",""
"3","1986","(1c) basic vocational qualification","West Germany","302","0.777274330883026","0.736033062723607","0.818515599042446"
"3","1986","(1c) basic vocational qualification","East Germany","","","",""
"3","1986","(2b) intermediate general qualification","West Germany","40","0.790807396173475","0.67917981171255","0.9024349806344"
"3","1986","(2b) intermediate general qualification","East Germany","","","",""
"3","1986","(2a) intermediate vocational","West Germany","134","0.779598827130853","0.717287619317368","0.841910034944338"
"3","1986","(2a) intermediate vocational","East Germany","","","",""
"3","1986","(2c_gen) general maturity certificate","West Germany","38","0.612575212475496","0.484982024403213","0.740168400547779"
"3","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"3","1986","(2c_voc) vocational maturity certificate","West Germany","47","0.824964724226746","0.727170191709348","0.922759256744143"
"3","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3","1986","(3a) lower tertiary education","West Germany","25","","",""
"3","1986","(3a) lower tertiary education","East Germany","","","",""
"3","1986","(3b) higher tertiary education","West Germany","46","0.535330279212637","0.426038829049811","0.644621729375464"
"3","1986","(3b) higher tertiary education","East Germany","","","",""
"4","1986","(0) in school","West Germany","1","","",""
"4","1986","(0) in school","East Germany","","","",""
"4","1986","(1a) inadequately completed","West Germany","4","","",""
"4","1986","(1a) inadequately completed","East Germany","","","",""
"4","1986","(1b) general elementary school","West Germany","10","","",""
"4","1986","(1b) general elementary school","East Germany","","","",""
"4","1986","(1c) basic vocational qualification","West Germany","30","0.0821367403592479","0.0549211701910824","0.109352310527413"
"4","1986","(1c) basic vocational qualification","East Germany","","","",""
"4","1986","(2b) intermediate general qualification","West Germany","1","","",""
"4","1986","(2b) intermediate general qualification","East Germany","","","",""
"4","1986","(2a) intermediate vocational","West Germany","13","","",""
"4","1986","(2a) intermediate vocational","East Germany","","","",""
"4","1986","(2c_gen) general maturity certificate","West Germany","1","","",""
"4","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"4","1986","(2c_voc) vocational maturity certificate","West Germany","3","","",""
"4","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4","1986","(3a) lower tertiary education","West Germany","4","","",""
"4","1986","(3a) lower tertiary education","East Germany","","","",""
"4","1986","(3b) higher tertiary education","West Germany","7","","",""
"4","1986","(3b) higher tertiary education","East Germany","","","",""
"5","1986","(0) in school","West Germany","","","",""
"5","1986","(0) in school","East Germany","","","",""
"5","1986","(1a) inadequately completed","West Germany","","","",""
"5","1986","(1a) inadequately completed","East Germany","","","",""
"5","1986","(1b) general elementary school","West Germany","1","","",""
"5","1986","(1b) general elementary school","East Germany","","","",""
"5","1986","(1c) basic vocational qualification","West Germany","1","","",""
"5","1986","(1c) basic vocational qualification","East Germany","","","",""
"5","1986","(2b) intermediate general qualification","West Germany","","","",""
"5","1986","(2b) intermediate general qualification","East Germany","","","",""
"5","1986","(2a) intermediate vocational","West Germany","1","","",""
"5","1986","(2a) intermediate vocational","East Germany","","","",""
"5","1986","(2c_gen) general maturity certificate","West Germany","","","",""
"5","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"5","1986","(2c_voc) vocational maturity certificate","West Germany","","","",""
"5","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5","1986","(3a) lower tertiary education","West Germany","","","",""
"5","1986","(3a) lower tertiary education","East Germany","","","",""
"5","1986","(3b) higher tertiary education","West Germany","","","",""
"5","1986","(3b) higher tertiary education","East Germany","","","",""
"1","1987","(0) in school","West Germany","","","",""
"1","1987","(0) in school","East Germany","","","",""
"1","1987","(1a) inadequately completed","West Germany","11","","",""
"1","1987","(1a) inadequately completed","East Germany","","","",""
"1","1987","(1b) general elementary school","West Germany","11","","",""
"1","1987","(1b) general elementary school","East Germany","","","",""
"1","1987","(1c) basic vocational qualification","West Germany","6","","",""
"1","1987","(1c) basic vocational qualification","East Germany","","","",""
"1","1987","(2b) intermediate general qualification","West Germany","3","","",""
"1","1987","(2b) intermediate general qualification","East Germany","","","",""
"1","1987","(2a) intermediate vocational","West Germany","2","","",""
"1","1987","(2a) intermediate vocational","East Germany","","","",""
"1","1987","(2c_gen) general maturity certificate","West Germany","1","","",""
"1","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"1","1987","(2c_voc) vocational maturity certificate","West Germany","3","","",""
"1","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1","1987","(3a) lower tertiary education","West Germany","2","","",""
"1","1987","(3a) lower tertiary education","East Germany","","","",""
"1","1987","(3b) higher tertiary education","West Germany","2","","",""
"1","1987","(3b) higher tertiary education","East Germany","","","",""
"2","1987","(0) in school","West Germany","1","","",""
"2","1987","(0) in school","East Germany","","","",""
"2","1987","(1a) inadequately completed","West Germany","17","","",""
"2","1987","(1a) inadequately completed","East Germany","","","",""
"2","1987","(1b) general elementary school","West Germany","43","0.160330453489145","0.110705438005115","0.209955468973176"
"2","1987","(1b) general elementary school","East Germany","","","",""
"2","1987","(1c) basic vocational qualification","West Germany","40","0.0990948192685689","0.0663066048388607","0.131883033698277"
"2","1987","(1c) basic vocational qualification","East Germany","","","",""
"2","1987","(2b) intermediate general qualification","West Germany","3","","",""
"2","1987","(2b) intermediate general qualification","East Germany","","","",""
"2","1987","(2a) intermediate vocational","West Germany","15","","",""
"2","1987","(2a) intermediate vocational","East Germany","","","",""
"2","1987","(2c_gen) general maturity certificate","West Germany","13","","",""
"2","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"2","1987","(2c_voc) vocational maturity certificate","West Germany","10","","",""
"2","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2","1987","(3a) lower tertiary education","West Germany","7","","",""
"2","1987","(3a) lower tertiary education","East Germany","","","",""
"2","1987","(3b) higher tertiary education","West Germany","11","","",""
"2","1987","(3b) higher tertiary education","East Germany","","","",""
"3","1987","(0) in school","West Germany","11","","",""
"3","1987","(0) in school","East Germany","","","",""
"3","1987","(1a) inadequately completed","West Germany","80","0.721089536819775","0.638034479922851","0.804144593716699"
"3","1987","(1a) inadequately completed","East Germany","","","",""
"3","1987","(1b) general elementary school","West Germany","145","0.723283383247813","0.662775730322848","0.783791036172777"
"3","1987","(1b) general elementary school","East Germany","","","",""
"3","1987","(1c) basic vocational qualification","West Germany","253","0.796089897529667","0.751876572462642","0.840303222596691"
"3","1987","(1c) basic vocational qualification","East Germany","","","",""
"3","1987","(2b) intermediate general qualification","West Germany","25","","",""
"3","1987","(2b) intermediate general qualification","East Germany","","","",""
"3","1987","(2a) intermediate vocational","West Germany","119","0.817036094692231","0.754745774164273","0.87932641522019"
"3","1987","(2a) intermediate vocational","East Germany","","","",""
"3","1987","(2c_gen) general maturity certificate","West Germany","34","0.703168466019953","0.575249552404696","0.831087379635209"
"3","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"3","1987","(2c_voc) vocational maturity certificate","West Germany","43","0.69562419225248","0.579194199597549","0.812054184907412"
"3","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3","1987","(3a) lower tertiary education","West Germany","15","","",""
"3","1987","(3a) lower tertiary education","East Germany","","","",""
"3","1987","(3b) higher tertiary education","West Germany","53","0.735907247977731","0.634778078121152","0.837036417834309"
"3","1987","(3b) higher tertiary education","East Germany","","","",""
"4","1987","(0) in school","West Germany","","","",""
"4","1987","(0) in school","East Germany","","","",""
"4","1987","(1a) inadequately completed","West Germany","4","","",""
"4","1987","(1a) inadequately completed","East Germany","","","",""
"4","1987","(1b) general elementary school","West Germany","9","","",""
"4","1987","(1b) general elementary school","East Germany","","","",""
"4","1987","(1c) basic vocational qualification","West Germany","19","","",""
"4","1987","(1c) basic vocational qualification","East Germany","","","",""
"4","1987","(2b) intermediate general qualification","West Germany","1","","",""
"4","1987","(2b) intermediate general qualification","East Germany","","","",""
"4","1987","(2a) intermediate vocational","West Germany","12","","",""
"4","1987","(2a) intermediate vocational","East Germany","","","",""
"4","1987","(2c_gen) general maturity certificate","West Germany","","","",""
"4","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"4","1987","(2c_voc) vocational maturity certificate","West Germany","3","","",""
"4","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4","1987","(3a) lower tertiary education","West Germany","2","","",""
"4","1987","(3a) lower tertiary education","East Germany","","","",""
"4","1987","(3b) higher tertiary education","West Germany","6","","",""
"4","1987","(3b) higher tertiary education","East Germany","","","",""
"5","1987","(0) in school","West Germany","1","","",""
"5","1987","(0) in school","East Germany","","","",""
"5","1987","(1a) inadequately completed","West Germany","","","",""
"5","1987","(1a) inadequately completed","East Germany","","","",""
"5","1987","(1b) general elementary school","West Germany","2","","",""
"5","1987","(1b) general elementary school","East Germany","","","",""
"5","1987","(1c) basic vocational qualification","West Germany","1","","",""
"5","1987","(1c) basic vocational qualification","East Germany","","","",""
"5","1987","(2b) intermediate general qualification","West Germany","","","",""
"5","1987","(2b) intermediate general qualification","East Germany","","","",""
"5","1987","(2a) intermediate vocational","West Germany","","","",""
"5","1987","(2a) intermediate vocational","East Germany","","","",""
"5","1987","(2c_gen) general maturity certificate","West Germany","1","","",""
"5","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"5","1987","(2c_voc) vocational maturity certificate","West Germany","1","","",""
"5","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5","1987","(3a) lower tertiary education","West Germany","","","",""
"5","1987","(3a) lower tertiary education","East Germany","","","",""
"5","1987","(3b) higher tertiary education","West Germany","1","","",""
"5","1987","(3b) higher tertiary education","East Germany","","","",""
"1","1988","(0) in school","West Germany","","","",""
"1","1988","(0) in school","East Germany","","","",""
"1","1988","(1a) inadequately completed","West Germany","6","","",""
"1","1988","(1a) inadequately completed","East Germany","","","",""
"1","1988","(1b) general elementary school","West Germany","13","","",""
"1","1988","(1b) general elementary school","East Germany","","","",""
"1","1988","(1c) basic vocational qualification","West Germany","8","","",""
"1","1988","(1c) basic vocational qualification","East Germany","","","",""
"1","1988","(2b) intermediate general qualification","West Germany","1","","",""
"1","1988","(2b) intermediate general qualification","East Germany","","","",""
"1","1988","(2a) intermediate vocational","West Germany","4","","",""
"1","1988","(2a) intermediate vocational","East Germany","","","",""
"1","1988","(2c_gen) general maturity certificate","West Germany","1","","",""
"1","1988","(2c_gen) general maturity certificate","East Germany","","","",""
"1","1988","(2c_voc) vocational maturity certificate","West Germany","2","","",""
"1","1988","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1","1988","(3a) lower tertiary education","West Germany","","","",""
"1","1988","(3a) lower tertiary education","East Germany","","","",""
"1","1988","(3b) higher tertiary education","West Germany","1","","",""
"1","1988","(3b) higher tertiary education","East Germany","","","",""
"2","1988","(0) in school","West Germany","3","","",""
"2","1988","(0) in school","East Germany","","","",""
"2","1988","(1a) inadequately completed","West Germany","19","","",""
"2","1988","(1a) inadequately completed","East Germany","","","",""
"2","1988","(1b) general elementary school","West Germany","33","0.155165816038768","0.107322583568537","0.203009048508999"
"2","1988","(1b) general elementary school","East Germany","","","",""
"2","1988","(1c) basic vocational qualification","West Germany","40","0.129034816643041","0.0924185546417265","0.165651078644355"
"2","1988","(1c) basic vocational qualification","East Germany","","","",""
