"hlf0071_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"5","2006","(2a) intermediate vocational","53","0.0145643112629912","0.0113021876478143","0.017826434878168"
"5","2006","(2c_gen) general maturity certificate","8","","",""
"5","2006","(2c_voc) vocational maturity certificate","19","","",""
"5","2006","(3a) lower tertiary education","27","","",""
"5","2006","(3b) higher tertiary education","61","0.016098959422089","0.0114171581755041","0.0207807606686739"
"1","2007","(0) in school","9","","",""
"1","2007","(1a) inadequately completed","6","","",""
"1","2007","(1b) general elementary school","34","0.0297322066627807","0.0218038840424372","0.0376605292831243"
"1","2007","(1c) basic vocational qualification","57","0.0126902068774883","0.00977024493331869","0.015610168821658"
"1","2007","(2b) intermediate general qualification","7","","",""
"1","2007","(2a) intermediate vocational","47","0.011947303351314","0.0088999014917004","0.0149947052109276"
"1","2007","(2c_gen) general maturity certificate","19","","",""
"1","2007","(2c_voc) vocational maturity certificate","24","","",""
"1","2007","(3a) lower tertiary education","9","","",""
"1","2007","(3b) higher tertiary education","29","","",""
"2","2007","(0) in school","111","0.170055259232987","0.140649395316842","0.199461123149133"
"2","2007","(1a) inadequately completed","40","0.159920590158959","0.110926779086776","0.208914401231143"
"2","2007","(1b) general elementary school","203","0.115179040460274","0.100277321664224","0.130080759256324"
"2","2007","(1c) basic vocational qualification","540","0.0959853212566193","0.0883009865984924","0.103669655914746"
"2","2007","(2b) intermediate general qualification","90","0.16237132753401","0.1317170465814","0.19302560848662"
"2","2007","(2a) intermediate vocational","720","0.168008157505342","0.157521684396767","0.178494630613918"
"2","2007","(2c_gen) general maturity certificate","141","0.18329909158101","0.156768389772229","0.209829793389791"
"2","2007","(2c_voc) vocational maturity certificate","265","0.181273727677658","0.162168845114471","0.200378610240845"
"2","2007","(3a) lower tertiary education","204","0.124218980883509","0.108599695692932","0.139838266074085"
"2","2007","(3b) higher tertiary education","390","0.1649512056803","0.150910449136549","0.178991962224052"
"3","2007","(0) in school","460","0.723758037751309","0.68875902083379","0.758757054668828"
"3","2007","(1a) inadequately completed","163","0.757930147164205","0.700675096274042","0.815185198054367"
"3","2007","(1b) general elementary school","1317","0.746485412724276","0.726178959526985","0.766791865921566"
"3","2007","(1c) basic vocational qualification","4315","0.759902305022937","0.748759642066409","0.771044967979464"
"3","2007","(2b) intermediate general qualification","409","0.721109588097902","0.683833689457143","0.758385486738661"
"3","2007","(2a) intermediate vocational","3564","0.702710131120327","0.68989028267444","0.715529979566214"
"3","2007","(2c_gen) general maturity certificate","584","0.717722788528984","0.686858708250381","0.748586868807587"
"3","2007","(2c_voc) vocational maturity certificate","1102","0.710813001907606","0.688328946887681","0.733297056927531"
"3","2007","(3a) lower tertiary education","1239","0.739972149464173","0.719199732589374","0.760744566338973"
"3","2007","(3b) higher tertiary education","1823","0.672345602870355","0.654588949370513","0.690102256370197"
"4","2007","(0) in school","41","0.0659810020014049","0.0465497122060359","0.0854122917967739"
"4","2007","(1a) inadequately completed","6","","",""
"4","2007","(1b) general elementary school","190","0.0982119846462039","0.0843202522669287","0.112103717025479"
"4","2007","(1c) basic vocational qualification","663","0.118813492152013","0.110372705607125","0.127254278696902"
"4","2007","(2b) intermediate general qualification","47","0.0886624172615541","0.065034789549308","0.1122900449738"
"4","2007","(2a) intermediate vocational","495","0.10370524416741","0.0951539762038236","0.112256512130997"
"4","2007","(2c_gen) general maturity certificate","68","0.0746996500096869","0.056672058469869","0.0927272415495047"
"4","2007","(2c_voc) vocational maturity certificate","159","0.0857352409786536","0.0718509645187083","0.0996195174385989"
"4","2007","(3a) lower tertiary education","231","0.116133222630342","0.100961284837558","0.131305160423125"
"4","2007","(3b) higher tertiary education","377","0.129690470710838","0.116980406695503","0.142400534726172"
"5","2007","(0) in school","6","","",""
"5","2007","(1a) inadequately completed","","","",""
"5","2007","(1b) general elementary school","19","","",""
"5","2007","(1c) basic vocational qualification","70","0.0126086746909423","0.00969798778916078","0.0155193615927239"
"5","2007","(2b) intermediate general qualification","3","","",""
"5","2007","(2a) intermediate vocational","57","0.0136291638556063","0.0103770971374612","0.0168812305737514"
"5","2007","(2c_gen) general maturity certificate","5","","",""
"5","2007","(2c_voc) vocational maturity certificate","12","","",""
"5","2007","(3a) lower tertiary education","30","0.0157705595309072","0.00987070727192074","0.0216704117898936"
"5","2007","(3b) higher tertiary education","65","0.0184626356114472","0.0133698299655314","0.023555441257363"
"1","2008","(0) in school","11","","",""
"1","2008","(1a) inadequately completed","6","","",""
"1","2008","(1b) general elementary school","26","","",""
"1","2008","(1c) basic vocational qualification","55","0.0109597367861402","0.0081456023015835","0.0137738712706969"
"1","2008","(2b) intermediate general qualification","7","","",""
"1","2008","(2a) intermediate vocational","48","0.0130332198130165","0.00977301078648482","0.0162934288395481"
"1","2008","(2c_gen) general maturity certificate","10","","",""
"1","2008","(2c_voc) vocational maturity certificate","17","","",""
"1","2008","(3a) lower tertiary education","5","","",""
"1","2008","(3b) higher tertiary education","24","","",""
"2","2008","(0) in school","95","0.143934117149729","0.114704126431726","0.173164107867733"
"2","2008","(1a) inadequately completed","29","","",""
"2","2008","(1b) general elementary school","160","0.101683246468102","0.0869294080185799","0.116437084917624"
"2","2008","(1c) basic vocational qualification","474","0.09322852186591","0.0853696334042811","0.101087410327539"
"2","2008","(2b) intermediate general qualification","88","0.203894849560286","0.168996775890976","0.238792923229596"
"2","2008","(2a) intermediate vocational","654","0.163527114611435","0.152895746920745","0.174158482302125"
"2","2008","(2c_gen) general maturity certificate","140","0.192423580045243","0.164002090715016","0.22084506937547"
"2","2008","(2c_voc) vocational maturity certificate","244","0.170464721431988","0.151082719553177","0.189846723310798"
"2","2008","(3a) lower tertiary education","175","0.124749748020715","0.108796267436888","0.140703228604541"
"2","2008","(3b) higher tertiary education","367","0.18703417407618","0.171905377476301","0.202162970676059"
"3","2008","(0) in school","394","0.71676700113861","0.679247752256498","0.754286250020722"
"3","2008","(1a) inadequately completed","149","0.766115963749268","0.705926726943681","0.826305200554855"
"3","2008","(1b) general elementary school","1233","0.763873736222727","0.74314138731369","0.784606085131764"
"3","2008","(1c) basic vocational qualification","3985","0.753392492822601","0.741741804321202","0.765043181324001"
"3","2008","(2b) intermediate general qualification","369","0.640085183736822","0.59851022178779","0.681660145685853"
"3","2008","(2a) intermediate vocational","3381","0.694323456872365","0.681080642441982","0.707566271302748"
"3","2008","(2c_gen) general maturity certificate","522","0.700650073047273","0.667630911893702","0.733669234200844"
"3","2008","(2c_voc) vocational maturity certificate","1026","0.703089603982383","0.679540088029646","0.726639119935121"
"3","2008","(3a) lower tertiary education","1204","0.724502044365649","0.702932126806849","0.74607196192445"
"3","2008","(3b) higher tertiary education","1740","0.648928082309373","0.630409655642088","0.667446508976658"
"4","2008","(0) in school","51","0.0929224197801621","0.0687469077870736","0.117097931773251"
"4","2008","(1a) inadequately completed","6","","",""
"4","2008","(1b) general elementary school","162","0.0970527251888674","0.0826016342032445","0.11150381617449"
"4","2008","(1c) basic vocational qualification","640","0.122704950391944","0.113836623734764","0.131573277049124"
"4","2008","(2b) intermediate general qualification","43","0.120070595380579","0.091915606641187","0.148225584119971"
"4","2008","(2a) intermediate vocational","492","0.108347154831253","0.0994125577230209","0.117281751939485"
"4","2008","(2c_gen) general maturity certificate","58","0.0750537910669336","0.056057429499712","0.0940501526341551"
"4","2008","(2c_voc) vocational maturity certificate","148","0.101238942226156","0.0856914672197381","0.116786417232573"
"4","2008","(3a) lower tertiary education","236","0.131000726823067","0.114710915783455","0.147290537862678"
"4","2008","(3b) higher tertiary education","374","0.130787643280606","0.1177062483036","0.143869038257613"
"5","2008","(0) in school","3","","",""
"5","2008","(1a) inadequately completed","","","",""
"5","2008","(1b) general elementary school","31","0.020773880114578","0.0138113693850806","0.0277363908440753"
"5","2008","(1c) basic vocational qualification","104","0.0197142981334045","0.0159567479087283","0.0234718483580807"
"5","2008","(2b) intermediate general qualification","5","","",""
"5","2008","(2a) intermediate vocational","74","0.0207690538719305","0.0166696638542161","0.024868443889645"
"5","2008","(2c_gen) general maturity certificate","9","","",""
"5","2008","(2c_voc) vocational maturity certificate","11","","",""
"5","2008","(3a) lower tertiary education","28","","",""
"5","2008","(3b) higher tertiary education","47","0.019515029378428","0.0141482612596925","0.0248817974971636"
"1","2009","(0) in school","13","","",""
"1","2009","(1a) inadequately completed","10","","",""
"1","2009","(1b) general elementary school","35","0.0235672548113608","0.0157020933416643","0.0314324162810572"
"1","2009","(1c) basic vocational qualification","43","0.0114723170608577","0.00847153021419241","0.0144731039075229"
"1","2009","(2b) intermediate general qualification","5","","",""
"1","2009","(2a) intermediate vocational","58","0.0133747944532594","0.00997631254780118","0.0167732763587175"
"1","2009","(2c_gen) general maturity certificate","15","","",""
"1","2009","(2c_voc) vocational maturity certificate","17","","",""
"1","2009","(3a) lower tertiary education","10","","",""
"1","2009","(3b) higher tertiary education","33","0.019162734301586","0.0137440226086357","0.0245814459945364"
"2","2009","(0) in school","108","0.215524168974799","0.179697155574631","0.251351182374968"
"2","2009","(1a) inadequately completed","26","","",""
"2","2009","(1b) general elementary school","138","0.0989530382079044","0.083471280852741","0.114434795563068"
"2","2009","(1c) basic vocational qualification","431","0.0927421470509159","0.0845684394049832","0.100915854696849"
"2","2009","(2b) intermediate general qualification","89","0.194376398078774","0.157975841841711","0.230776954315837"
"2","2009","(2a) intermediate vocational","608","0.163437091388879","0.152497781745056","0.174376401032701"
"2","2009","(2c_gen) general maturity certificate","154","0.230451854322001","0.199165751179253","0.261737957464749"
"2","2009","(2c_voc) vocational maturity certificate","237","0.186776162409045","0.165815025834793","0.207737298983296"
"2","2009","(3a) lower tertiary education","197","0.168836880835004","0.150383139628857","0.18729062204115"
"2","2009","(3b) higher tertiary education","344","0.188901958089676","0.173430767616157","0.204373148563195"
"3","2009","(0) in school","324","0.639536608337631","0.597701960287565","0.681371256387698"
"3","2009","(1a) inadequately completed","128","0.719583520777979","0.652838966453835","0.786328075102124"
"3","2009","(1b) general elementary school","1051","0.74656553483049","0.72401282237589","0.769118247285091"
"3","2009","(1c) basic vocational qualification","3614","0.737420073011633","0.725020595130538","0.749819550892729"
"3","2009","(2b) intermediate general qualification","313","0.693583367921887","0.651177528242222","0.735989207601552"
"3","2009","(2a) intermediate vocational","3178","0.691263599697484","0.677596352075842","0.704930847319125"
"3","2009","(2c_gen) general maturity certificate","454","0.633902644775227","0.598113357575925","0.669691931974529"
"3","2009","(2c_voc) vocational maturity certificate","918","0.685517596412304","0.660545412074433","0.710489780750174"
"3","2009","(3a) lower tertiary education","1114","0.668066984268976","0.644869394490052","0.691264574047899"
"3","2009","(3b) higher tertiary education","1647","0.632804501060932","0.613751987432848","0.651857014689016"
"4","2009","(0) in school","54","0.106976795862312","0.0800460118162209","0.133907579908402"
"4","2009","(1a) inadequately completed","10","","",""
"4","2009","(1b) general elementary school","174","0.111598067598649","0.09527262135715","0.127923513840149"
"4","2009","(1c) basic vocational qualification","659","0.138862799326677","0.129118641886003","0.148606956767352"
"4","2009","(2b) intermediate general qualification","43","0.0778403722122913","0.0531955511637788","0.102485193260804"
"4","2009","(2a) intermediate vocational","498","0.114241786512668","0.104830794871668","0.123652778153667"
"4","2009","(2c_gen) general maturity certificate","61","0.0909611879402923","0.0695981630716603","0.112324212808924"
"4","2009","(2c_voc) vocational maturity certificate","138","0.100858503582662","0.0846620722412338","0.117054934924089"
"4","2009","(3a) lower tertiary education","231","0.136459806982371","0.119549507926076","0.153370106038667"
"4","2009","(3b) higher tertiary education","370","0.13561674963943","0.122084230073887","0.149149269204973"
"5","2009","(0) in school","7","","",""
"5","2009","(1a) inadequately completed","","","",""
"5","2009","(1b) general elementary school","31","0.019316104551595","0.0121800810432164","0.0264521280599735"
"5","2009","(1c) basic vocational qualification","91","0.0195026635499155","0.0156060679801438","0.0233992591196872"
"5","2009","(2b) intermediate general qualification","4","","",""
"5","2009","(2a) intermediate vocational","47","0.0176827279477108","0.0137836149320307","0.0215818409633909"
"5","2009","(2c_gen) general maturity certificate","12","","",""
"5","2009","(2c_voc) vocational maturity certificate","18","","",""
"5","2009","(3a) lower tertiary education","31","0.0185217040634744","0.0118798633790508","0.025163544747898"
"5","2009","(3b) higher tertiary education","65","0.0235140569083763","0.0175249011607637","0.029503212655989"
"1","2010","(0) in school","29","","",""
"1","2010","(1a) inadequately completed","42","0.0376708632972252","0.0179754331217524","0.057366293472698"
"1","2010","(1b) general elementary school","102","0.0207840835519298","0.0144095233210319","0.0271586437828276"
"1","2010","(1c) basic vocational qualification","151","0.0121845867795493","0.00932062396083496","0.0150485495982636"
"1","2010","(2b) intermediate general qualification","26","","",""
"1","2010","(2a) intermediate vocational","166","0.0118663220177389","0.00916528401911372","0.0145673600163641"
"1","2010","(2c_gen) general maturity certificate","44","0.0220248550519722","0.0125617743546434","0.0314879357493009"
"1","2010","(2c_voc) vocational maturity certificate","67","0.0111837698641719","0.00674589632573009","0.0156216434026137"
"1","2010","(3a) lower tertiary education","25","","",""
"1","2010","(3b) higher tertiary education","84","0.0179261477540768","0.0134903280590002","0.0223619674491533"
"2","2010","(0) in school","139","0.214427456882998","0.184216928665779","0.244637985100217"
"2","2010","(1a) inadequately completed","91","0.18877316860756","0.148293014907113","0.229253322308007"
"2","2010","(1b) general elementary school","340","0.106671108508428","0.0928776030449984","0.120464613971858"
"2","2010","(1c) basic vocational qualification","742","0.0885141747458183","0.0810992722331036","0.0959290772585329"
"2","2010","(2b) intermediate general qualification","149","0.224327287793892","0.192527247462722","0.256127328125062"
"2","2010","(2a) intermediate vocational","1137","0.161894486850837","0.152706292837297","0.171082680864377"
"2","2010","(2c_gen) general maturity certificate","253","0.236843934011467","0.209431353590742","0.264256514432192"
"2","2010","(2c_voc) vocational maturity certificate","482","0.19429840138977","0.177601159265854","0.210995643513685"
"2","2010","(3a) lower tertiary education","300","0.159282361066423","0.143019490324914","0.175545231807933"
"2","2010","(3b) higher tertiary education","637","0.165065225199037","0.152654064634737","0.177476385763338"
"3","2010","(0) in school","486","0.636108029777807","0.600693893959221","0.671522165596392"
"3","2010","(1a) inadequately completed","217","0.704205097720744","0.65699381594603","0.751416379495458"
"3","2010","(1b) general elementary school","1287","0.749706974156551","0.730350969990061","0.769062978323041"
"3","2010","(1c) basic vocational qualification","4016","0.743040072424209","0.731633296974767","0.75444684787365"
"3","2010","(2b) intermediate general qualification","426","0.640602224633021","0.604023439722142","0.6771810095439"
"3","2010","(2a) intermediate vocational","4243","0.697875234933466","0.686421507739505","0.709328962127427"
"3","2010","(2c_gen) general maturity certificate","542","0.632024655167359","0.60092980445661","0.663119505878108"
"3","2010","(2c_voc) vocational maturity certificate","1409","0.67942962949469","0.659734585776622","0.699124673212759"
"3","2010","(3a) lower tertiary education","1341","0.660421202987374","0.63937522678927","0.681467179185477"
"3","2010","(3b) higher tertiary education","2220","0.658740123674806","0.642889075058856","0.674591172290756"
"4","2010","(0) in school","52","0.113317111933589","0.0899848477226801","0.136649376144498"
"4","2010","(1a) inadequately completed","8","","",""
"4","2010","(1b) general elementary school","164","0.100276518669773","0.0868550602988255","0.11369797704072"
"4","2010","(1c) basic vocational qualification","627","0.132675709419165","0.123820261409935","0.141531157428395"
"4","2010","(2b) intermediate general qualification","56","0.109985366882165","0.0861339936305453","0.133836740133784"
"4","2010","(2a) intermediate vocational","554","0.11023414556063","0.102422172873881","0.118046118247379"
"4","2010","(2c_gen) general maturity certificate","76","0.0844587477520159","0.0665290328853629","0.102388462618669"
"4","2010","(2c_voc) vocational maturity certificate","182","0.102187123650864","0.0894046760599003","0.114969571241828"
"4","2010","(3a) lower tertiary education","250","0.154844008444206","0.138767048556253","0.17092096833216"
"4","2010","(3b) higher tertiary education","424","0.128456783616441","0.117270616318679","0.139642950914202"
"5","2010","(0) in school","3","","",""
"5","2010","(1a) inadequately completed","1","","",""
"5","2010","(1b) general elementary school","31","0.022561315113318","0.0159258323620912","0.0291967978645448"
"5","2010","(1c) basic vocational qualification","101","0.0235854566312589","0.0196239230857634","0.0275469901767544"
"5","2010","(2b) intermediate general qualification","4","","",""
"5","2010","(2a) intermediate vocational","74","0.0181298106373285","0.0148017713096977","0.0214578499649594"
"5","2010","(2c_gen) general maturity certificate","9","","",""
"5","2010","(2c_voc) vocational maturity certificate","17","","",""
"5","2010","(3a) lower tertiary education","29","","",""
"5","2010","(3b) higher tertiary education","72","0.0298117197556393","0.0241260732860146","0.035497366225264"
"1","2011","(0) in school","35","0.0372166498083694","0.0248083506600184","0.0496249489567204"
"1","2011","(1a) inadequately completed","31","0.0318626878884904","0.0152233557679153","0.0485020200090656"
"1","2011","(1b) general elementary school","83","0.0147364702294559","0.00984488197531384","0.019628058483598"
"1","2011","(1c) basic vocational qualification","118","0.0092300634352137","0.00694059514808293","0.0115195317223445"
"1","2011","(2b) intermediate general qualification","22","","",""
"1","2011","(2a) intermediate vocational","172","0.0159366767431152","0.0130373991883526","0.0188359542978779"
"1","2011","(2c_gen) general maturity certificate","46","0.0146414742018623","0.00765060613068025","0.0216323422730443"
"1","2011","(2c_voc) vocational maturity certificate","62","0.0143890951045963","0.00974224185671478","0.0190359483524778"
"1","2011","(3a) lower tertiary education","35","0.0161479304304428","0.0109340237363235","0.0213618371245621"
"1","2011","(3b) higher tertiary education","96","0.0173297763360654","0.0132740310453945","0.0213855216267364"
"2","2011","(0) in school","176","0.179770002300741","0.154598695226519","0.204941309374964"
"2","2011","(1a) inadequately completed","85","0.169033602791191","0.133527380998093","0.20453982458429"
"2","2011","(1b) general elementary school","360","0.10586844258233","0.0933784860209218","0.118358399143738"
"2","2011","(1c) basic vocational qualification","791","0.0896470611971836","0.0828076485503408","0.0964864738440264"
"2","2011","(2b) intermediate general qualification","171","0.175800232216929","0.149618640714177","0.201981823719681"
"2","2011","(2a) intermediate vocational","1223","0.142941183191251","0.134837855745186","0.151044510637316"
"2","2011","(2c_gen) general maturity certificate","247","0.18589671960419","0.163254594838803","0.208538844369578"
"2","2011","(2c_voc) vocational maturity certificate","526","0.180441671329714","0.165436262919203","0.195447079740226"
"2","2011","(3a) lower tertiary education","323","0.149425854888652","0.134678678269084","0.164173031508219"
"2","2011","(3b) higher tertiary education","723","0.178455428478612","0.1665553248759","0.190355532081324"
"3","2011","(0) in school","610","0.670836726442945","0.640033696820094","0.701639756065796"
"3","2011","(1a) inadequately completed","291","0.731086732531544","0.689080205912484","0.773093259150603"
"3","2011","(1b) general elementary school","1652","0.757039028558007","0.739628805036881","0.774449252079132"
"3","2011","(1c) basic vocational qualification","4813","0.731385601731218","0.720773931961045","0.741997271501391"
"3","2011","(2b) intermediate general qualification","547","0.704053719530881","0.672657351012866","0.735450088048897"
"3","2011","(2a) intermediate vocational","4945","0.701641278752906","0.691048587279668","0.712233970226144"
"3","2011","(2c_gen) general maturity certificate","740","0.687612925819107","0.660638009412628","0.714587842225586"
"3","2011","(2c_voc) vocational maturity certificate","1703","0.683983531250049","0.665842283842696","0.702124778657402"
"3","2011","(3a) lower tertiary education","1547","0.667970240562643","0.648489431898722","0.687451049226563"
"3","2011","(3b) higher tertiary education","2571","0.645977192446315","0.631114602060035","0.660839782832595"
"4","2011","(0) in school","71","0.108483976752354","0.0880982261543401","0.128869727350367"
"4","2011","(1a) inadequately completed","21","","",""
"4","2011","(1b) general elementary school","196","0.0959517518652414","0.0839953855338278","0.107908118196655"
"4","2011","(1c) basic vocational qualification","863","0.147246250025459","0.138762657127814","0.155729842923104"
"4","2011","(2b) intermediate general qualification","61","0.0853729282277456","0.0661529809898575","0.104592875465634"
"4","2011","(2a) intermediate vocational","743","0.125428296024749","0.117760423912337","0.133096168137162"
"4","2011","(2c_gen) general maturity certificate","90","0.0959418260738947","0.078800526603079","0.11308312554471"
"4","2011","(2c_voc) vocational maturity certificate","212","0.110067209618707","0.0978549213114498","0.122279497925964"
"4","2011","(3a) lower tertiary education","305","0.143014377669539","0.12853277803605","0.157495977303028"
"4","2011","(3b) higher tertiary education","518","0.138210247938002","0.127484166716786","0.148936329159219"
"5","2011","(0) in school","2","","",""
"5","2011","(1a) inadequately completed","","","",""
"5","2011","(1b) general elementary school","40","0.0264043067649659","0.0198954657861522","0.0329131477437797"
"5","2011","(1c) basic vocational qualification","117","0.0224910236109261","0.0189411665413208","0.0260408806805315"
"5","2011","(2b) intermediate general qualification","11","","",""
"5","2011","(2a) intermediate vocational","84","0.0140525652879789","0.0113274550501363","0.0167776755258214"
"5","2011","(2c_gen) general maturity certificate","11","","",""
"5","2011","(2c_voc) vocational maturity certificate","20","","",""
"5","2011","(3a) lower tertiary education","35","0.0234415964487239","0.0171829182548247","0.0297002746426232"
"5","2011","(3b) higher tertiary education","69","0.0200273548010055","0.0156733483523825","0.0243813612496285"
"1","2012","(0) in school","27","","",""
"1","2012","(1a) inadequately completed","27","","",""
"1","2012","(1b) general elementary school","79","0.0168399836765364","0.0115209483498136","0.0221590190032592"
"1","2012","(1c) basic vocational qualification","114","0.0148239127096693","0.0118851573220116","0.017762668097327"
"1","2012","(2b) intermediate general qualification","23","","",""
"1","2012","(2a) intermediate vocational","149","0.0158472426500197","0.0129210678574969","0.0187734174425425"
"1","2012","(2c_gen) general maturity certificate","46","0.0324159321582701","0.0219357606737327","0.0428961036428075"
"1","2012","(2c_voc) vocational maturity certificate","59","0.0138003910230655","0.00920615612189757","0.0183946259242334"
"1","2012","(3a) lower tertiary education","27","","",""
"1","2012","(3b) higher tertiary education","89","0.0188091004960955","0.0145580163045333","0.0230601846876576"
"2","2012","(0) in school","173","0.155975768249029","0.132479094944495","0.179472441553563"
"2","2012","(1a) inadequately completed","90","0.211253454718596","0.17216830998528","0.250338599451912"
"2","2012","(1b) general elementary school","330","0.109403167432733","0.0964997288624608","0.122306606003006"
"2","2012","(1c) basic vocational qualification","748","0.0867479401999675","0.0799033098475641","0.0935925705523708"
"2","2012","(2b) intermediate general qualification","145","0.149131567225576","0.124735369930239","0.173527764520913"
"2","2012","(2a) intermediate vocational","1096","0.13260789070687","0.124661231820606","0.140554549593134"
"2","2012","(2c_gen) general maturity certificate","220","0.162910600383946","0.141057886957581","0.184763313810311"
"2","2012","(2c_voc) vocational maturity certificate","469","0.163402604803856","0.148842220781223","0.17796298882649"
"2","2012","(3a) lower tertiary education","302","0.138486738964142","0.124163488561855","0.152809989366429"
"2","2012","(3b) higher tertiary education","640","0.161366479880398","0.149854985438869","0.172877974321928"
"3","2012","(0) in school","642","0.731381605790034","0.702677749612897","0.76008546196717"
"3","2012","(1a) inadequately completed","280","0.665813965122053","0.620647960122075","0.710979970122031"
"3","2012","(1b) general elementary school","1584","0.741573922975044","0.723477392026528","0.759670453923559"
"3","2012","(1c) basic vocational qualification","4673","0.732672947877924","0.721910734066274","0.743435161689574"
"3","2012","(2b) intermediate general qualification","562","0.67739925893664","0.645383693304527","0.709414824568754"
"3","2012","(2a) intermediate vocational","4930","0.710475373143623","0.699848403897905","0.721102342389342"
"3","2012","(2c_gen) general maturity certificate","722","0.703041234256569","0.676002693415512","0.730079775097626"
"3","2012","(2c_voc) vocational maturity certificate","1720","0.700692580134268","0.682657935520711","0.718727224747825"
"3","2012","(3a) lower tertiary education","1560","0.670666151719787","0.651177675423213","0.690154628016361"
"3","2012","(3b) higher tertiary education","2601","0.665223100411434","0.650455826194502","0.679990374628366"
"4","2012","(0) in school","63","0.0748317265493302","0.0577923538381591","0.0918710992605012"
"4","2012","(1a) inadequately completed","16","","",""
"4","2012","(1b) general elementary school","211","0.110097126668464","0.0971578727795242","0.123036380557404"
"4","2012","(1c) basic vocational qualification","832","0.143483900237038","0.1349588993092","0.152008901164877"
"4","2012","(2b) intermediate general qualification","77","0.126663535794798","0.103885160689229","0.149441910900367"
"4","2012","(2a) intermediate vocational","737","0.12709925375148","0.119294735748132","0.134903771754828"
"4","2012","(2c_gen) general maturity certificate","97","0.0907211639154474","0.0737251285802363","0.107717199250659"
"4","2012","(2c_voc) vocational maturity certificate","209","0.111201499302121","0.0988208886573383","0.123582109946904"
"4","2012","(3a) lower tertiary education","316","0.162992878158229","0.147676524081797","0.17830923223466"
"4","2012","(3b) higher tertiary education","511","0.130487249030071","0.119946755350991","0.141027742709152"
"5","2012","(0) in school","11","","",""
"5","2012","(1a) inadequately completed","6","","",""
"5","2012","(1b) general elementary school","44","0.0220857992472228","0.0160106510849892","0.0281609474094563"
"5","2012","(1c) basic vocational qualification","129","0.022271298975401","0.0186828478219963","0.0258597501288057"
"5","2012","(2b) intermediate general qualification","12","","",""
"5","2012","(2a) intermediate vocational","85","0.0139702397480072","0.0112201992136879","0.0167202802823265"
"5","2012","(2c_gen) general maturity certificate","12","","",""
"5","2012","(2c_voc) vocational maturity certificate","20","","",""
"5","2012","(3a) lower tertiary education","29","","",""
"5","2012","(3b) higher tertiary education","82","0.0241140701820011","0.0193137110970026","0.0289144292669996"
"1","2013","(0) in school","36","0.0261743452423002","0.0166833482012089","0.0356653422833915"
"1","2013","(1a) inadequately completed","53","0.050355958199304","0.0339077323756611","0.066804184022947"
"1","2013","(1b) general elementary school","152","0.032525920719919","0.0260427401346688","0.0390091013051693"
"1","2013","(1c) basic vocational qualification","174","0.0140259501897791","0.0111974061835753","0.0168544941959829"
"1","2013","(2b) intermediate general qualification","43","0.032496586562157","0.0215935777631443","0.0433995953611697"
"1","2013","(2a) intermediate vocational","138","0.0134084757359674","0.0106849624227689","0.0161319890491659"
"1","2013","(2c_gen) general maturity certificate","80","0.0258250318078411","0.0181084005705517","0.0335416630451305"
"1","2013","(2c_voc) vocational maturity certificate","99","0.019545452150177","0.0144843942878809","0.0246065100124732"
"1","2013","(3a) lower tertiary education","28","","",""
"1","2013","(3b) higher tertiary education","104","0.0199603988927314","0.0159507148013746","0.0239700829840883"
"2","2013","(0) in school","226","0.152600368578384","0.131222950754703","0.173977786402064"
"2","2013","(1a) inadequately completed","146","0.191046044754155","0.161476534559523","0.220615554948787"
"2","2013","(1b) general elementary school","507","0.11812789859739","0.106331954896151","0.129923842298629"
"2","2013","(1c) basic vocational qualification","761","0.0822507175069061","0.0756423235446012","0.088859111469211"
"2","2013","(2b) intermediate general qualification","167","0.126849846544403","0.106385839460731","0.147313853628076"
"2","2013","(2a) intermediate vocational","1089","0.12208610397168","0.114333810835601","0.129838397107759"
"2","2013","(2c_gen) general maturity certificate","346","0.196559643698048","0.177226039188787","0.215893248207309"
"2","2013","(2c_voc) vocational maturity certificate","539","0.161154911056563","0.147712803543706","0.174597018569421"
"2","2013","(3a) lower tertiary education","289","0.116084266768427","0.10270806054287","0.129460472993983"
"2","2013","(3b) higher tertiary education","847","0.153944825747176","0.143598512379999","0.164291139114353"
"3","2013","(0) in school","739","0.718538815315487","0.691804584615389","0.745273046015585"
"3","2013","(1a) inadequately completed","448","0.684089331767258","0.649122864341844","0.719055799192671"
"3","2013","(1b) general elementary school","1975","0.733943119443708","0.717793135337197","0.750093103550219"
"3","2013","(1c) basic vocational qualification","4779","0.731656181068044","0.720998483986297","0.74231387814979"
"3","2013","(2b) intermediate general qualification","722","0.701575016684498","0.673439435941058","0.729710597427937"
"3","2013","(2a) intermediate vocational","4849","0.725997151601449","0.71543588260144","0.736558420601458"
"3","2013","(2c_gen) general maturity certificate","1051","0.650331809907133","0.627132001807993","0.673531618006273"
"3","2013","(2c_voc) vocational maturity certificate","1975","0.691702907670638","0.674819923077635","0.708585892263641"
"3","2013","(3a) lower tertiary education","1552","0.6854625896235","0.666072988520124","0.704852190726877"
"3","2013","(3b) higher tertiary education","3057","0.655206017119404","0.641579887538216","0.668832146700591"
"4","2013","(0) in school","79","0.0902120031112527","0.0731811821473154","0.10724282407519"
"4","2013","(1a) inadequately completed","28","","",""
"4","2013","(1b) general elementary school","216","0.0991790001416778","0.0882549731651425","0.110103027118213"
