"hlf0071_h","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"A little too small","1984","Couple + C. LE and GT 16","Male","175","0.163757887977754","0.13992318583273","0.187592590122777"
"A little too small","1984","Couple + C. LE and GT 16","Female","143","0.166485262133819","0.140574369272658","0.19239615499498"
"Just right","1984","1-pers.-HH","Male","376","0.706013205540762","0.667623057923618","0.744403353157905"
"Just right","1984","1-pers.-HH","Female","607","0.778780080763896","0.749891179172355","0.807668982355437"
"Just right","1984","(Married) couple without C. ","Male","1069","0.800029529073201","0.778693325323077","0.821365732823325"
"Just right","1984","(Married) couple without C. ","Female","1071","0.802474697709228","0.78122909002439","0.823720305394065"
"Just right","1984","Single parent ","Male","152","0.803737136983777","0.748415938695133","0.859058335272421"
"Just right","1984","Single parent ","Female","285","0.77063421242885","0.728418505586157","0.812849919271543"
"Just right","1984","Couple + C. LE 16 ","Male","1015","0.688089188477339","0.664958724042438","0.711219652912239"
"Just right","1984","Couple + C. LE 16 ","Female","1015","0.68680585503321","0.663634438043128","0.709977272023292"
"Just right","1984","Couple + C. GT 16 ","Male","874","0.843207569575758","0.821572264858779","0.864842874292737"
"Just right","1984","Couple + C. GT 16 ","Female","718","0.821104521915853","0.796175567111318","0.846033476720387"
"Just right","1984","Couple + C. LE and GT 16","Male","663","0.741394770766986","0.713192374650783","0.769597166883189"
"Just right","1984","Couple + C. LE and GT 16","Female","576","0.74399877151831","0.713642741492891","0.774354801543728"
"A little too big","1984","1-pers.-HH","Male","41","0.0906088505312869","0.0664202840738807","0.114797416988693"
"A little too big","1984","1-pers.-HH","Female","82","0.112766273178718","0.0907512000496492","0.134781346307787"
"A little too big","1984","(Married) couple without C. ","Male","96","0.0808403667094189","0.0662994825100627","0.095381250908775"
"A little too big","1984","(Married) couple without C. ","Female","96","0.0807566964342614","0.0662172917086821","0.0952961011598406"
"A little too big","1984","Single parent ","Male","14","","",""
"A little too big","1984","Single parent ","Female","18","","",""
"A little too big","1984","Couple + C. LE 16 ","Male","58","0.0467764016565602","0.0362335627803026","0.0573192405328178"
"A little too big","1984","Couple + C. LE 16 ","Female","58","0.0470276985433937","0.0364511057784329","0.0576042913083544"
"A little too big","1984","Couple + C. GT 16 ","Male","60","0.062383902660794","0.0479931993527934","0.0767746059687947"
"A little too big","1984","Couple + C. GT 16 ","Female","51","0.0649383639545905","0.0489104885499947","0.0809662393591863"
"A little too big","1984","Couple + C. LE and GT 16","Male","23","","",""
"A little too big","1984","Couple + C. LE and GT 16","Female","18","","",""
"Much too big","1984","1-pers.-HH","Male","16","","",""
"Much too big","1984","1-pers.-HH","Female","18","","",""
"Much too big","1984","(Married) couple without C. ","Male","9","","",""
"Much too big","1984","(Married) couple without C. ","Female","9","","",""
"Much too big","1984","Single parent ","Male","3","","",""
"Much too big","1984","Single parent ","Female","3","","",""
"Much too big","1984","Couple + C. LE 16 ","Male","5","","",""
"Much too big","1984","Couple + C. LE 16 ","Female","5","","",""
"Much too big","1984","Couple + C. GT 16 ","Male","7","","",""
"Much too big","1984","Couple + C. GT 16 ","Female","4","","",""
"Much too big","1984","Couple + C. LE and GT 16","Male","5","","",""
"Much too big","1984","Couple + C. LE and GT 16","Female","4","","",""
"Much too small","1985","1-pers.-HH","Male","28","","",""
"Much too small","1985","1-pers.-HH","Female","10","","",""
"Much too small","1985","(Married) couple without C. ","Male","22","","",""
"Much too small","1985","(Married) couple without C. ","Female","21","","",""
"Much too small","1985","Single parent ","Male","6","","",""
"Much too small","1985","Single parent ","Female","12","","",""
"Much too small","1985","Couple + C. LE 16 ","Male","76","0.0452575004470184","0.0340944114172478","0.056420589476789"
"Much too small","1985","Couple + C. LE 16 ","Female","75","0.0444991885290134","0.0334089565816612","0.0555894204763656"
"Much too small","1985","Couple + C. GT 16 ","Male","35","0.0206691558263625","0.0122804872159047","0.0290578244368203"
"Much too small","1985","Couple + C. GT 16 ","Female","30","0.0235847614492379","0.0137251360906615","0.0334443868078142"
"Much too small","1985","Couple + C. LE and GT 16","Male","38","0.0335074227024563","0.0210914400435101","0.0459234053614024"
"Much too small","1985","Couple + C. LE and GT 16","Female","30","0.0392289685386231","0.0246372303318807","0.0538207067453656"
"A little too small","1985","1-pers.-HH","Male","66","0.132326593424368","0.101725330730378","0.162927856118358"
"A little too small","1985","1-pers.-HH","Female","63","0.0686602655070533","0.0499673417869511","0.0873531892271555"
"A little too small","1985","(Married) couple without C. ","Male","109","0.0783134071251771","0.0631880208124947","0.0934387934378595"
"A little too small","1985","(Married) couple without C. ","Female","109","0.0788145126534515","0.0636386754057483","0.0939903499011548"
"A little too small","1985","Single parent ","Male","25","","",""
"A little too small","1985","Single parent ","Female","69","0.166206505299348","0.127536311174283","0.204876699424413"
"A little too small","1985","Couple + C. LE 16 ","Male","310","0.202719272238527","0.181129446798963","0.224309097678091"
"A little too small","1985","Couple + C. LE 16 ","Female","309","0.206273964651293","0.184511575376098","0.228036353926489"
"A little too small","1985","Couple + C. GT 16 ","Male","115","0.090636145409943","0.0737088914613744","0.107563399358512"
"A little too small","1985","Couple + C. GT 16 ","Female","101","0.101723415677064","0.0820833515449732","0.121363479809156"
"A little too small","1985","Couple + C. LE and GT 16","Male","137","0.137164074863561","0.113428725827311","0.160899423899811"
"A little too small","1985","Couple + C. LE and GT 16","Female","126","0.154812065068595","0.127624351802497","0.181999778334692"
"Just right","1985","1-pers.-HH","Male","322","0.682905094770265","0.640879637658558","0.724930551881971"
"Just right","1985","1-pers.-HH","Female","554","0.804666771209738","0.77536009766145","0.833973444758026"
"Just right","1985","(Married) couple without C. ","Male","976","0.818106217864736","0.796388681643455","0.839823754086017"
"Just right","1985","(Married) couple without C. ","Female","976","0.817857594110894","0.796119553330111","0.839595634891678"
"Just right","1985","Single parent ","Male","137","0.764786312400321","0.70399680328303","0.825575821517612"
"Just right","1985","Single parent ","Female","245","0.707585976875793","0.660334890430038","0.754837063321548"
"Just right","1985","Couple + C. LE 16 ","Male","895","0.702407002275967","0.677854161419225","0.726959843132709"
"Just right","1985","Couple + C. LE 16 ","Female","893","0.699860309026739","0.675210335844465","0.724510282209014"
"Just right","1985","Couple + C. GT 16 ","Male","889","0.819658789941156","0.796989861476358","0.842327718405953"
"Just right","1985","Couple + C. GT 16 ","Female","726","0.811107891388333","0.785676295405822","0.836539487370844"
"Just right","1985","Couple + C. LE and GT 16","Male","601","0.780229977719861","0.751660199697949","0.808799755741773"
"Just right","1985","Couple + C. LE and GT 16","Female","496","0.749239690784377","0.716661015502588","0.781818366066166"
"A little too big","1985","1-pers.-HH","Male","45","0.114378556838398","0.085635430392097","0.143121683284699"
"A little too big","1985","1-pers.-HH","Female","61","0.0926535455985499","0.0712202959083689","0.114086795288731"
"A little too big","1985","(Married) couple without C. ","Male","98","0.0867730557828759","0.0709249053372532","0.102621206228499"
"A little too big","1985","(Married) couple without C. ","Female","98","0.0867797046448475","0.0709244624431265","0.102634946846569"
"A little too big","1985","Single parent ","Male","16","","",""
"A little too big","1985","Single parent ","Female","24","","",""
"A little too big","1985","Couple + C. LE 16 ","Male","44","0.0436163602282236","0.032648124940122","0.0545845955163253"
"A little too big","1985","Couple + C. LE 16 ","Female","44","0.0433567767138214","0.0324032859314534","0.0543102674961895"
"A little too big","1985","Couple + C. GT 16 ","Male","60","0.0625436965768345","0.0482667859157982","0.0768206072378709"
"A little too big","1985","Couple + C. GT 16 ","Female","49","0.0582770130385295","0.0430562080185998","0.0734978180584592"
"A little too big","1985","Couple + C. LE and GT 16","Male","30","0.0476842187589834","0.0329817877502689","0.0623866497676979"
"A little too big","1985","Couple + C. LE and GT 16","Female","26","","",""
"Much too big","1985","1-pers.-HH","Male","10","","",""
"Much too big","1985","1-pers.-HH","Female","15","","",""
"Much too big","1985","(Married) couple without C. ","Male","7","","",""
"Much too big","1985","(Married) couple without C. ","Female","7","","",""
"Much too big","1985","Single parent ","Male","3","","",""
"Much too big","1985","Single parent ","Female","6","","",""
"Much too big","1985","Couple + C. LE 16 ","Male","7","","",""
"Much too big","1985","Couple + C. LE 16 ","Female","7","","",""
"Much too big","1985","Couple + C. GT 16 ","Male","6","","",""
"Much too big","1985","Couple + C. GT 16 ","Female","4","","",""
"Much too big","1985","Couple + C. LE and GT 16","Male","1","","",""
"Much too big","1985","Couple + C. LE and GT 16","Female","2","","",""
"Much too small","1986","1-pers.-HH","Male","7","","",""
"Much too small","1986","1-pers.-HH","Female","6","","",""
"Much too small","1986","(Married) couple without C. ","Male","4","","",""
"Much too small","1986","(Married) couple without C. ","Female","4","","",""
"Much too small","1986","Single parent ","Male","1","","",""
"Much too small","1986","Single parent ","Female","4","","",""
"Much too small","1986","Couple + C. LE 16 ","Male","6","","",""
"Much too small","1986","Couple + C. LE 16 ","Female","6","","",""
"Much too small","1986","Couple + C. GT 16 ","Male","6","","",""
"Much too small","1986","Couple + C. GT 16 ","Female","6","","",""
"Much too small","1986","Couple + C. LE and GT 16","Male","","","",""
"Much too small","1986","Couple + C. LE and GT 16","Female","","","",""
"A little too small","1986","1-pers.-HH","Male","26","","",""
"A little too small","1986","1-pers.-HH","Female","26","","",""
"A little too small","1986","(Married) couple without C. ","Male","15","","",""
"A little too small","1986","(Married) couple without C. ","Female","15","","",""
"A little too small","1986","Single parent ","Male","","","",""
"A little too small","1986","Single parent ","Female","6","","",""
"A little too small","1986","Couple + C. LE 16 ","Male","33","0.169429500024826","0.112872351627229","0.225986648422424"
"A little too small","1986","Couple + C. LE 16 ","Female","33","0.155743361282785","0.101234683904711","0.21025203866086"
"A little too small","1986","Couple + C. GT 16 ","Male","8","","",""
"A little too small","1986","Couple + C. GT 16 ","Female","5","","",""
"A little too small","1986","Couple + C. LE and GT 16","Male","4","","",""
"A little too small","1986","Couple + C. LE and GT 16","Female","2","","",""
"Just right","1986","1-pers.-HH","Male","68","0.703333645247703","0.615543399321097","0.79112389117431"
"Just right","1986","1-pers.-HH","Female","61","0.63029000035144","0.536146961841398","0.724433038861483"
"Just right","1986","(Married) couple without C. ","Male","133","0.778226785486398","0.715406329685056","0.841047241287741"
"Just right","1986","(Married) couple without C. ","Female","141","0.765807415829889","0.703418446511392","0.828196385148386"
"Just right","1986","Single parent ","Male","15","","",""
"Just right","1986","Single parent ","Female","37","0.81254475618064","0.703269333800675","0.921820178560606"
"Just right","1986","Couple + C. LE 16 ","Male","121","0.726427055923655","0.659216526500866","0.793637585346443"
"Just right","1986","Couple + C. LE 16 ","Female","122","0.747886306379899","0.682612394831878","0.81316021792792"
"Just right","1986","Couple + C. GT 16 ","Male","53","0.801398208740809","0.707940563289892","0.894855854191726"
"Just right","1986","Couple + C. GT 16 ","Female","43","0.825175075965084","0.724796398052696","0.925553753877473"
"Just right","1986","Couple + C. LE and GT 16","Male","45","0.816656663598471","0.713450999857015","0.919862327339927"
"Just right","1986","Couple + C. LE and GT 16","Female","40","0.93838089654724","0.867330088854044","1.00943170424044"
"A little too big","1986","1-pers.-HH","Male","2","","",""
"A little too big","1986","1-pers.-HH","Female","8","","",""
"A little too big","1986","(Married) couple without C. ","Male","15","","",""
"A little too big","1986","(Married) couple without C. ","Female","16","","",""
"A little too big","1986","Single parent ","Male","","","",""
"A little too big","1986","Single parent ","Female","2","","",""
"A little too big","1986","Couple + C. LE 16 ","Male","9","","",""
"A little too big","1986","Couple + C. LE 16 ","Female","9","","",""
"A little too big","1986","Couple + C. GT 16 ","Male","3","","",""
"A little too big","1986","Couple + C. GT 16 ","Female","1","","",""
"A little too big","1986","Couple + C. LE and GT 16","Male","5","","",""
"A little too big","1986","Couple + C. LE and GT 16","Female","2","","",""
"Much too big","1986","1-pers.-HH","Male","1","","",""
"Much too big","1986","1-pers.-HH","Female","","","",""
"Much too big","1986","(Married) couple without C. ","Male","1","","",""
"Much too big","1986","(Married) couple without C. ","Female","1","","",""
"Much too big","1986","Single parent ","Male","","","",""
"Much too big","1986","Single parent ","Female","","","",""
"Much too big","1986","Couple + C. LE 16 ","Male","","","",""
"Much too big","1986","Couple + C. LE 16 ","Female","","","",""
"Much too big","1986","Couple + C. GT 16 ","Male","","","",""
"Much too big","1986","Couple + C. GT 16 ","Female","","","",""
"Much too big","1986","Couple + C. LE and GT 16","Male","","","",""
"Much too big","1986","Couple + C. LE and GT 16","Female","","","",""
"Much too small","1987","1-pers.-HH","Male","4","","",""
"Much too small","1987","1-pers.-HH","Female","3","","",""
"Much too small","1987","(Married) couple without C. ","Male","3","","",""
"Much too small","1987","(Married) couple without C. ","Female","3","","",""
"Much too small","1987","Single parent ","Male","","","",""
"Much too small","1987","Single parent ","Female","2","","",""
"Much too small","1987","Couple + C. LE 16 ","Male","7","","",""
"Much too small","1987","Couple + C. LE 16 ","Female","6","","",""
"Much too small","1987","Couple + C. GT 16 ","Male","4","","",""
"Much too small","1987","Couple + C. GT 16 ","Female","6","","",""
"Much too small","1987","Couple + C. LE and GT 16","Male","","","",""
"Much too small","1987","Couple + C. LE and GT 16","Female","","","",""
"A little too small","1987","1-pers.-HH","Male","15","","",""
"A little too small","1987","1-pers.-HH","Female","13","","",""
"A little too small","1987","(Married) couple without C. ","Male","17","","",""
"A little too small","1987","(Married) couple without C. ","Female","12","","",""
"A little too small","1987","Single parent ","Male","4","","",""
"A little too small","1987","Single parent ","Female","5","","",""
"A little too small","1987","Couple + C. LE 16 ","Male","29","","",""
"A little too small","1987","Couple + C. LE 16 ","Female","29","","",""
"A little too small","1987","Couple + C. GT 16 ","Male","11","","",""
"A little too small","1987","Couple + C. GT 16 ","Female","7","","",""
"A little too small","1987","Couple + C. LE and GT 16","Male","7","","",""
"A little too small","1987","Couple + C. LE and GT 16","Female","4","","",""
"Just right","1987","1-pers.-HH","Male","69","0.73599014259796","0.646401555607963","0.825578729587957"
"Just right","1987","1-pers.-HH","Female","66","0.726343427624231","0.634234699936312","0.81845215531215"
"Just right","1987","(Married) couple without C. ","Male","107","0.752474302490476","0.681490395107627","0.823458209873325"
"Just right","1987","(Married) couple without C. ","Female","116","0.83825796234136","0.778325187088619","0.898190737594102"
"Just right","1987","Single parent ","Male","16","","",""
"Just right","1987","Single parent ","Female","30","0.766849852717122","0.635813706589319","0.897885998844925"
"Just right","1987","Couple + C. LE 16 ","Male","118","0.767650544684071","0.702005471108254","0.833295618259888"
"Just right","1987","Couple + C. LE 16 ","Female","119","0.76987470439701","0.704450005326629","0.835299403467391"
"Just right","1987","Couple + C. GT 16 ","Male","30","0.728215023191004","0.602360156795368","0.854069889586639"
"Just right","1987","Couple + C. GT 16 ","Female","26","","",""
"Just right","1987","Couple + C. LE and GT 16","Male","35","0.911269182706622","0.825272038685229","0.997266326728016"
"Just right","1987","Couple + C. LE and GT 16","Female","22","","",""
"A little too big","1987","1-pers.-HH","Male","4","","",""
"A little too big","1987","1-pers.-HH","Female","8","","",""
"A little too big","1987","(Married) couple without C. ","Male","15","","",""
"A little too big","1987","(Married) couple without C. ","Female","14","","",""
"A little too big","1987","Single parent ","Male","","","",""
"A little too big","1987","Single parent ","Female","","","",""
"A little too big","1987","Couple + C. LE 16 ","Male","5","","",""
"A little too big","1987","Couple + C. LE 16 ","Female","5","","",""
"A little too big","1987","Couple + C. GT 16 ","Male","3","","",""
"A little too big","1987","Couple + C. GT 16 ","Female","3","","",""
"A little too big","1987","Couple + C. LE and GT 16","Male","","","",""
"A little too big","1987","Couple + C. LE and GT 16","Female","","","",""
"Much too big","1987","1-pers.-HH","Male","1","","",""
"Much too big","1987","1-pers.-HH","Female","","","",""
"Much too big","1987","(Married) couple without C. ","Male","","","",""
"Much too big","1987","(Married) couple without C. ","Female","","","",""
"Much too big","1987","Single parent ","Male","","","",""
"Much too big","1987","Single parent ","Female","3","","",""
"Much too big","1987","Couple + C. LE 16 ","Male","","","",""
"Much too big","1987","Couple + C. LE 16 ","Female","","","",""
"Much too big","1987","Couple + C. GT 16 ","Male","","","",""
"Much too big","1987","Couple + C. GT 16 ","Female","","","",""
"Much too big","1987","Couple + C. LE and GT 16","Male","","","",""
"Much too big","1987","Couple + C. LE and GT 16","Female","","","",""
"Much too small","1988","1-pers.-HH","Male","6","","",""
"Much too small","1988","1-pers.-HH","Female","2","","",""
"Much too small","1988","(Married) couple without C. ","Male","6","","",""
"Much too small","1988","(Married) couple without C. ","Female","6","","",""
"Much too small","1988","Single parent ","Male","","","",""
"Much too small","1988","Single parent ","Female","1","","",""
"Much too small","1988","Couple + C. LE 16 ","Male","4","","",""
"Much too small","1988","Couple + C. LE 16 ","Female","4","","",""
"Much too small","1988","Couple + C. GT 16 ","Male","1","","",""
"Much too small","1988","Couple + C. GT 16 ","Female","1","","",""
"Much too small","1988","Couple + C. LE and GT 16","Male","","","",""
"Much too small","1988","Couple + C. LE and GT 16","Female","","","",""
"A little too small","1988","1-pers.-HH","Male","16","","",""
"A little too small","1988","1-pers.-HH","Female","14","","",""
"A little too small","1988","(Married) couple without C. ","Male","22","","",""
"A little too small","1988","(Married) couple without C. ","Female","25","","",""
"A little too small","1988","Single parent ","Male","6","","",""
"A little too small","1988","Single parent ","Female","12","","",""
"A little too small","1988","Couple + C. LE 16 ","Male","18","","",""
"A little too small","1988","Couple + C. LE 16 ","Female","19","","",""
"A little too small","1988","Couple + C. GT 16 ","Male","7","","",""
"A little too small","1988","Couple + C. GT 16 ","Female","9","","",""
"A little too small","1988","Couple + C. LE and GT 16","Male","6","","",""
"A little too small","1988","Couple + C. LE and GT 16","Female","5","","",""
"Just right","1988","1-pers.-HH","Male","55","0.616699015640242","0.512102879966459","0.721295151314026"
"Just right","1988","1-pers.-HH","Female","55","0.709899982143398","0.608537978014878","0.811261986271917"
"Just right","1988","(Married) couple without C. ","Male","112","0.776726308484719","0.710304239167782","0.843148377801656"
"Just right","1988","(Married) couple without C. ","Female","118","0.759125655112842","0.693073459146073","0.82517785107961"
"Just right","1988","Single parent ","Male","10","","",""
"Just right","1988","Single parent ","Female","24","","",""
"Just right","1988","Couple + C. LE 16 ","Male","116","0.819528158173581","0.756714583379135","0.882341732968027"
"Just right","1988","Couple + C. LE 16 ","Female","115","0.795278603316085","0.729375159127017","0.861182047505154"
"Just right","1988","Couple + C. GT 16 ","Male","32","0.739125427767342","0.607878601643679","0.870372253891006"
"Just right","1988","Couple + C. GT 16 ","Female","24","","",""
"Just right","1988","Couple + C. LE and GT 16","Male","22","","",""
"Just right","1988","Couple + C. LE and GT 16","Female","19","","",""
"A little too big","1988","1-pers.-HH","Male","6","","",""
"A little too big","1988","1-pers.-HH","Female","6","","",""
"A little too big","1988","(Married) couple without C. ","Male","11","","",""
"A little too big","1988","(Married) couple without C. ","Female","12","","",""
"A little too big","1988","Single parent ","Male","","","",""
"A little too big","1988","Single parent ","Female","","","",""
"A little too big","1988","Couple + C. LE 16 ","Male","6","","",""
"A little too big","1988","Couple + C. LE 16 ","Female","6","","",""
"A little too big","1988","Couple + C. GT 16 ","Male","1","","",""
"A little too big","1988","Couple + C. GT 16 ","Female","1","","",""
"A little too big","1988","Couple + C. LE and GT 16","Male","3","","",""
"A little too big","1988","Couple + C. LE and GT 16","Female","3","","",""
"Much too big","1988","1-pers.-HH","Male","","","",""
"Much too big","1988","1-pers.-HH","Female","","","",""
"Much too big","1988","(Married) couple without C. ","Male","","","",""
"Much too big","1988","(Married) couple without C. ","Female","","","",""
"Much too big","1988","Single parent ","Male","","","",""
"Much too big","1988","Single parent ","Female","","","",""
"Much too big","1988","Couple + C. LE 16 ","Male","","","",""
"Much too big","1988","Couple + C. LE 16 ","Female","","","",""
"Much too big","1988","Couple + C. GT 16 ","Male","2","","",""
"Much too big","1988","Couple + C. GT 16 ","Female","1","","",""
"Much too big","1988","Couple + C. LE and GT 16","Male","","","",""
"Much too big","1988","Couple + C. LE and GT 16","Female","","","",""
"Much too small","1989","1-pers.-HH","Male","4","","",""
"Much too small","1989","1-pers.-HH","Female","4","","",""
"Much too small","1989","(Married) couple without C. ","Male","6","","",""
"Much too small","1989","(Married) couple without C. ","Female","7","","",""
"Much too small","1989","Single parent ","Male","","","",""
"Much too small","1989","Single parent ","Female","3","","",""
"Much too small","1989","Couple + C. LE 16 ","Male","7","","",""
"Much too small","1989","Couple + C. LE 16 ","Female","7","","",""
"Much too small","1989","Couple + C. GT 16 ","Male","","","",""
"Much too small","1989","Couple + C. GT 16 ","Female","","","",""
"Much too small","1989","Couple + C. LE and GT 16","Male","","","",""
"Much too small","1989","Couple + C. LE and GT 16","Female","","","",""
"A little too small","1989","1-pers.-HH","Male","15","","",""
"A little too small","1989","1-pers.-HH","Female","15","","",""
"A little too small","1989","(Married) couple without C. ","Male","19","","",""
"A little too small","1989","(Married) couple without C. ","Female","19","","",""
"A little too small","1989","Single parent ","Male","","","",""
"A little too small","1989","Single parent ","Female","5","","",""
"A little too small","1989","Couple + C. LE 16 ","Male","24","","",""
"A little too small","1989","Couple + C. LE 16 ","Female","25","","",""
"A little too small","1989","Couple + C. GT 16 ","Male","7","","",""
"A little too small","1989","Couple + C. GT 16 ","Female","5","","",""
"A little too small","1989","Couple + C. LE and GT 16","Male","8","","",""
"A little too small","1989","Couple + C. LE and GT 16","Female","8","","",""
"Just right","1989","1-pers.-HH","Male","53","0.662012201298718","0.55899989991317","0.765024502684265"
"Just right","1989","1-pers.-HH","Female","49","0.733084414084258","0.630192113727702","0.835976714440815"
"Just right","1989","(Married) couple without C. ","Male","110","0.765551020576796","0.697065199509909","0.834036841643683"
"Just right","1989","(Married) couple without C. ","Female","110","0.748504908081388","0.678604563522099","0.818405252640678"
"Just right","1989","Single parent ","Male","10","","",""
"Just right","1989","Single parent ","Female","15","","",""
"Just right","1989","Couple + C. LE 16 ","Male","102","0.762015902253304","0.691475154410032","0.832556650096576"
"Just right","1989","Couple + C. LE 16 ","Female","104","0.765615570015592","0.696185144014511","0.835045996016673"
"Just right","1989","Couple + C. GT 16 ","Male","45","0.919134073798596","0.847729456921262","0.990538690675929"
"Just right","1989","Couple + C. GT 16 ","Female","30","0.889918218128043","0.790403099073849","0.989433337182237"
"Just right","1989","Couple + C. LE and GT 16","Male","15","","",""
"Just right","1989","Couple + C. LE and GT 16","Female","21","","",""
"A little too big","1989","1-pers.-HH","Male","9","","",""
"A little too big","1989","1-pers.-HH","Female","3","","",""
"A little too big","1989","(Married) couple without C. ","Male","11","","",""
"A little too big","1989","(Married) couple without C. ","Female","10","","",""
"A little too big","1989","Single parent ","Male","1","","",""
"A little too big","1989","Single parent ","Female","2","","",""
"A little too big","1989","Couple + C. LE 16 ","Male","7","","",""
"A little too big","1989","Couple + C. LE 16 ","Female","7","","",""
"A little too big","1989","Couple + C. GT 16 ","Male","4","","",""
"A little too big","1989","Couple + C. GT 16 ","Female","3","","",""
"A little too big","1989","Couple + C. LE and GT 16","Male","","","",""
"A little too big","1989","Couple + C. LE and GT 16","Female","","","",""
"Much too big","1989","1-pers.-HH","Male","","","",""
"Much too big","1989","1-pers.-HH","Female","","","",""
"Much too big","1989","(Married) couple without C. ","Male","1","","",""
"Much too big","1989","(Married) couple without C. ","Female","2","","",""
"Much too big","1989","Single parent ","Male","1","","",""
"Much too big","1989","Single parent ","Female","1","","",""
"Much too big","1989","Couple + C. LE 16 ","Male","","","",""
"Much too big","1989","Couple + C. LE 16 ","Female","","","",""
"Much too big","1989","Couple + C. GT 16 ","Male","","","",""
"Much too big","1989","Couple + C. GT 16 ","Female","","","",""
"Much too big","1989","Couple + C. LE and GT 16","Male","","","",""
"Much too big","1989","Couple + C. LE and GT 16","Female","","","",""
"Much too small","1990","1-pers.-HH","Male","10","","",""
"Much too small","1990","1-pers.-HH","Female","8","","",""
"Much too small","1990","(Married) couple without C. ","Male","21","","",""
"Much too small","1990","(Married) couple without C. ","Female","19","","",""
"Much too small","1990","Single parent ","Male","3","","",""
"Much too small","1990","Single parent ","Female","9","","",""
"Much too small","1990","Couple + C. LE 16 ","Male","96","0.112074192189514","0.0910639870322821","0.133084397346746"
"Much too small","1990","Couple + C. LE 16 ","Female","97","0.110665302355543","0.0899848366546001","0.131345768056486"
"Much too small","1990","Couple + C. GT 16 ","Male","42","0.0838766880997627","0.0590782072703404","0.108675168929185"
"Much too small","1990","Couple + C. GT 16 ","Female","33","0.0783429926280368","0.0527054374067254","0.103980547849348"
"Much too small","1990","Couple + C. LE and GT 16","Male","13","","",""
"Much too small","1990","Couple + C. LE and GT 16","Female","11","","",""
"A little too small","1990","1-pers.-HH","Male","42","0.28066680532407","0.213904082032304","0.347429528615835"
"A little too small","1990","1-pers.-HH","Female","33","0.115566901906104","0.079687317809013","0.151446486003196"
"A little too small","1990","(Married) couple without C. ","Male","91","0.145799794623878","0.11777143142422","0.173828157823536"
"A little too small","1990","(Married) couple without C. ","Female","94","0.15569894043374","0.127113469648267","0.184284411219213"
"A little too small","1990","Single parent ","Male","7","","",""
"A little too small","1990","Single parent ","Female","40","0.24598855402441","0.177968942117138","0.314008165931683"
"A little too small","1990","Couple + C. LE 16 ","Male","278","0.300193324575486","0.2696667059686","0.330719943182373"
"A little too small","1990","Couple + C. LE 16 ","Female","284","0.298110327309254","0.267956329744929","0.328264324873579"
"A little too small","1990","Couple + C. GT 16 ","Male","107","0.198924904866127","0.163213357625646","0.234636452106609"
"A little too small","1990","Couple + C. GT 16 ","Female","102","0.201352705681073","0.163092428430171","0.239612982931975"
"A little too small","1990","Couple + C. LE and GT 16","Male","50","0.29756914258762","0.232216236555526","0.362922048619713"
"A little too small","1990","Couple + C. LE and GT 16","Female","46","0.28268401161093","0.215191449597928","0.350176573623932"
"Just right","1990","1-pers.-HH","Male","108","0.596384712222011","0.523485888313116","0.669283536130907"
"Just right","1990","1-pers.-HH","Female","237","0.774339780790355","0.727426969435676","0.821252592145034"
"Just right","1990","(Married) couple without C. ","Male","461","0.761503412161839","0.727656702460775","0.795350121862904"
