"hlf0071_h","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1","1984","Full Time","(0) in school","","","",""
"1","1984","Full Time","(1a) inadequately completed","51","0.0807559044319123","0.0588451447388585","0.102666664124966"
"1","1984","Full Time","(1b) general elementary school","65","0.0381896735309578","0.0265023350781185","0.0498770119837971"
"1","1984","Full Time","(1c) basic vocational qualification","67","0.0233284295931482","0.0171649795694732","0.0294918796168231"
"1","1984","Full Time","(2b) intermediate general qualification","5","","",""
"1","1984","Full Time","(2a) intermediate vocational","9","","",""
"1","1984","Full Time","(2c_gen) general maturity certificate","4","","",""
"1","1984","Full Time","(2c_voc) vocational maturity certificate","15","","",""
"1","1984","Full Time","(3a) lower tertiary education","2","","",""
"1","1984","Full Time","(3b) higher tertiary education","13","","",""
"1","1984","Part Time","(0) in school","","","",""
"1","1984","Part Time","(1a) inadequately completed","8","","",""
"1","1984","Part Time","(1b) general elementary school","23","","",""
"1","1984","Part Time","(1c) basic vocational qualification","18","","",""
"1","1984","Part Time","(2b) intermediate general qualification","2","","",""
"1","1984","Part Time","(2a) intermediate vocational","5","","",""
"1","1984","Part Time","(2c_gen) general maturity certificate","6","","",""
"1","1984","Part Time","(2c_voc) vocational maturity certificate","2","","",""
"1","1984","Part Time","(3a) lower tertiary education","","","",""
"1","1984","Part Time","(3b) higher tertiary education","6","","",""
"1","1984","Not Working","(0) in school","6","","",""
"1","1984","Not Working","(1a) inadequately completed","41","0.101963854393676","0.0721976905252588","0.131730018262092"
"1","1984","Not Working","(1b) general elementary school","49","0.0179769335210894","0.0113171057362454","0.0246367613059333"
"1","1984","Not Working","(1c) basic vocational qualification","37","0.0183375475311441","0.011164558397162","0.0255105366651263"
"1","1984","Not Working","(2b) intermediate general qualification","7","","",""
"1","1984","Not Working","(2a) intermediate vocational","7","","",""
"1","1984","Not Working","(2c_gen) general maturity certificate","20","","",""
"1","1984","Not Working","(2c_voc) vocational maturity certificate","9","","",""
"1","1984","Not Working","(3a) lower tertiary education","","","",""
"1","1984","Not Working","(3b) higher tertiary education","2","","",""
"2","1984","Full Time","(0) in school","","","",""
"2","1984","Full Time","(1a) inadequately completed","122","0.193783714614499","0.161997464959371","0.225569964269626"
"2","1984","Full Time","(1b) general elementary school","202","0.164924810401513","0.142293811819513","0.187555808983513"
"2","1984","Full Time","(1c) basic vocational qualification","387","0.151197989128178","0.136570052804447","0.165825925451909"
