"hlf0071_h","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Much too small","1997","Not Working","Rural Area","31","0.0122966870307522","0.00683312451063971","0.0177602495508648"
"A little too small","1997","Full Time","Urban Area","741","0.204440216487071","0.19130088177534","0.217579551198801"
"A little too small","1997","Full Time","Rural Area","356","0.183214995289579","0.166049598685584","0.200380391893574"
"A little too small","1997","Part Time","Urban Area","343","0.189750170304355","0.171138452426406","0.208361888182304"
"A little too small","1997","Part Time","Rural Area","156","0.18705152063349","0.160506506626812","0.213596534640169"
"A little too small","1997","Not Working","Urban Area","466","0.12403380593196","0.112524805737312","0.135542806126607"
"A little too small","1997","Not Working","Rural Area","189","0.100365563981402","0.0854687291639303","0.115262398798875"
"Just right","1997","Full Time","Urban Area","2548","0.685825251652758","0.670701965378028","0.700948537927488"
"Just right","1997","Full Time","Rural Area","1413","0.707014993470511","0.686819407147421","0.727210579793601"
"Just right","1997","Part Time","Urban Area","1189","0.695404515954381","0.673558794956513","0.71725023695225"
"Just right","1997","Part Time","Rural Area","593","0.703408051635957","0.672315656960796","0.734500446311118"
"Just right","1997","Not Working","Urban Area","2330","0.752517375947273","0.737449414104871","0.767585337789675"
"Just right","1997","Not Working","Rural Area","1163","0.729790829442148","0.707775872264009","0.751805786620287"
"A little too big","1997","Full Time","Urban Area","222","0.0817318494285326","0.0728063151283237","0.0906573837287414"
"A little too big","1997","Full Time","Rural Area","124","0.0904124441276549","0.0776875019890595","0.10313738626625"
"A little too big","1997","Part Time","Urban Area","104","0.0843616195947223","0.071169324783259","0.0975539144061857"
"A little too big","1997","Part Time","Rural Area","57","0.0913564570373665","0.0717437643960181","0.110969149678715"
"A little too big","1997","Not Working","Urban Area","251","0.0966975595092762","0.0863783070418268","0.107016811976726"
"A little too big","1997","Not Working","Rural Area","169","0.149619622680109","0.131936071051988","0.167303174308229"
"Much too big","1997","Full Time","Urban Area","10","","",""
"Much too big","1997","Full Time","Rural Area","12","","",""
"Much too big","1997","Part Time","Urban Area","1","","",""
"Much too big","1997","Part Time","Rural Area","4","","",""
"Much too big","1997","Not Working","Urban Area","20","","",""
"Much too big","1997","Not Working","Rural Area","11","","",""
"Much too small","1998","Full Time","Urban Area","116","0.0280380882450199","0.022809944419422","0.0332662320706179"
"Much too small","1998","Full Time","Rural Area","43","0.0234325287996062","0.0169346974479608","0.0299303601512516"
"Much too small","1998","Part Time","Urban Area","81","0.0447631056960045","0.0354208030826348","0.0541054083093743"
"Much too small","1998","Part Time","Rural Area","16","","",""
"Much too small","1998","Not Working","Urban Area","102","0.0225651246262411","0.0176492033577519","0.0274810458947303"
"Much too small","1998","Not Working","Rural Area","21","","",""
"A little too small","1998","Full Time","Urban Area","759","0.196019148865252","0.18344667313","0.208591624600504"
"A little too small","1998","Full Time","Rural Area","322","0.145971120055781","0.130804895667601","0.16113734444396"
"A little too small","1998","Part Time","Urban Area","383","0.201153585891763","0.183042945134332","0.219264226649194"
"A little too small","1998","Part Time","Rural Area","151","0.167112625876425","0.143326157965302","0.190899093787548"
"A little too small","1998","Not Working","Urban Area","499","0.118670802007373","0.107965888737766","0.129375715276981"
"A little too small","1998","Not Working","Rural Area","180","0.0834976657081144","0.0706931870346107","0.096302144381618"
"Just right","1998","Full Time","Urban Area","2670","0.690380190801643","0.675737960474367","0.70502242112892"
"Just right","1998","Full Time","Rural Area","1536","0.72399681848149","0.704795409348113","0.743198227614868"
"Just right","1998","Part Time","Urban Area","1283","0.674733827357639","0.653568549557421","0.695899105157857"
"Just right","1998","Part Time","Rural Area","686","0.710038890223473","0.681109243406354","0.738968537040592"
"Just right","1998","Not Working","Urban Area","2510","0.727958099889671","0.713227744453083","0.742688455326259"
"Just right","1998","Not Working","Rural Area","1384","0.763209710854706","0.743532577271776","0.782886844437636"
"A little too big","1998","Full Time","Urban Area","265","0.0799998200153109","0.0714079605427163","0.0885916794879055"
"A little too big","1998","Full Time","Rural Area","170","0.0996093254467138","0.0867454086585471","0.112473242234881"
"A little too big","1998","Part Time","Urban Area","127","0.0739085050085399","0.0620886421349196","0.0857283678821601"
"A little too big","1998","Part Time","Rural Area","86","0.0991215916912181","0.0800692040334451","0.118173979348991"
"A little too big","1998","Not Working","Urban Area","351","0.114340737437322","0.103807158259385","0.124874316615258"
"A little too big","1998","Not Working","Rural Area","194","0.133587103519186","0.117839928043047","0.149334278995324"
"Much too big","1998","Full Time","Urban Area","20","","",""
"Much too big","1998","Full Time","Rural Area","11","","",""
"Much too big","1998","Part Time","Urban Area","8","","",""
"Much too big","1998","Part Time","Rural Area","6","","",""
"Much too big","1998","Not Working","Urban Area","44","0.0164652360393926","0.0122529197534934","0.0206775523252917"
"Much too big","1998","Not Working","Rural Area","14","","",""
"Much too small","1999","Full Time","Urban Area","100","0.0213310971157463","0.0167238489570762","0.0259383452744165"
"Much too small","1999","Full Time","Rural Area","28","","",""
"Much too small","1999","Part Time","Urban Area","68","0.0296500365814718","0.0221273358843797","0.0371727372785639"
"Much too small","1999","Part Time","Rural Area","12","","",""
"Much too small","1999","Not Working","Urban Area","82","0.0155286347759698","0.0112764878456497","0.0197807817062899"
"Much too small","1999","Not Working","Rural Area","9","","",""
"A little too small","1999","Full Time","Urban Area","728","0.194845951225002","0.18221598184276","0.207475920607245"
"A little too small","1999","Full Time","Rural Area","352","0.174007911936236","0.157576538108659","0.190439285763813"
"A little too small","1999","Part Time","Urban Area","380","0.190946802210293","0.173515023519706","0.208378580900879"
"A little too small","1999","Part Time","Rural Area","158","0.168016391511274","0.144655804406825","0.191376978615724"
"A little too small","1999","Not Working","Urban Area","433","0.112784941057863","0.101906163629798","0.123663718485928"
"A little too small","1999","Not Working","Rural Area","171","0.0870343065203858","0.0735750644484828","0.100493548592289"
"Just right","1999","Full Time","Urban Area","2704","0.708894350808776","0.694408860874538","0.723379840743014"
"Just right","1999","Full Time","Rural Area","1498","0.734952132216665","0.715823094680415","0.754081169752915"
"Just right","1999","Part Time","Urban Area","1386","0.706705641672645","0.686514163997505","0.726897119347784"
"Just right","1999","Part Time","Rural Area","725","0.72911461649862","0.701346832008825","0.756882400988416"
"Just right","1999","Not Working","Urban Area","2409","0.754200652255444","0.739393419756148","0.76900788475474"
"Just right","1999","Not Working","Rural Area","1335","0.778120793939149","0.758281329211349","0.797960258666949"
"A little too big","1999","Full Time","Urban Area","238","0.0699914059256373","0.0618559301958802","0.0781268816553943"
"A little too big","1999","Full Time","Rural Area","163","0.0794354671818117","0.0677152467157001","0.0911556876479232"
"A little too big","1999","Part Time","Urban Area","109","0.0655401164354128","0.0545644498790459","0.0765157829917797"
"A little too big","1999","Part Time","Rural Area","84","0.0905806626322996","0.0726477686584177","0.108513556606182"
"A little too big","1999","Not Working","Urban Area","308","0.111742278158487","0.100907542071731","0.122577014245243"
"A little too big","1999","Not Working","Rural Area","154","0.11890369074094","0.103449100418747","0.134358281063134"
"Much too big","1999","Full Time","Urban Area","8","","",""
"Much too big","1999","Full Time","Rural Area","4","","",""
"Much too big","1999","Part Time","Urban Area","10","","",""
"Much too big","1999","Part Time","Rural Area","5","","",""
"Much too big","1999","Not Working","Urban Area","16","","",""
"Much too big","1999","Not Working","Rural Area","16","","",""
"Much too small","2000","Full Time","Urban Area","145","0.0220030578679756","0.0184423646113398","0.0255637511246113"
"Much too small","2000","Full Time","Rural Area","49","0.015770625168473","0.0116618690886731","0.019879381248273"
"Much too small","2000","Part Time","Urban Area","116","0.0325093155708968","0.0265392988009347","0.0384793323408589"
"Much too small","2000","Part Time","Rural Area","21","","",""
"Much too small","2000","Not Working","Urban Area","110","0.015220562508064","0.0121073902463712","0.0183337347697567"
"Much too small","2000","Not Working","Rural Area","23","","",""
"A little too small","2000","Full Time","Urban Area","1142","0.183383613551236","0.173990412859263","0.192776814243209"
"A little too small","2000","Full Time","Rural Area","503","0.145264751201705","0.133644014182939","0.156885488220472"
"A little too small","2000","Part Time","Urban Area","623","0.184099595840676","0.171053119423004","0.197146072258349"
"A little too small","2000","Part Time","Rural Area","230","0.139994501196102","0.123432019601372","0.156556982790831"
"A little too small","2000","Not Working","Urban Area","696","0.109700230287384","0.101753468130188","0.117646992444579"
"A little too small","2000","Not Working","Rural Area","237","0.0651703968768394","0.0564235854475359","0.0739172083061429"
"Just right","2000","Full Time","Urban Area","4754","0.7197688367424","0.708867518262471","0.730670155222328"
"Just right","2000","Full Time","Rural Area","2672","0.745382775436222","0.731015602814754","0.75974994805769"
"Just right","2000","Part Time","Urban Area","2418","0.707309922898813","0.691993508188418","0.722626337609208"
"Just right","2000","Part Time","Rural Area","1283","0.747067460926383","0.726318250831165","0.767816671021601"
"Just right","2000","Not Working","Urban Area","4489","0.75930626529461","0.748435523024225","0.770177007564994"
"Just right","2000","Not Working","Rural Area","2415","0.79217975089731","0.777801232030925","0.806558269763694"
"A little too big","2000","Full Time","Urban Area","452","0.0699774128928961","0.0637851414969533","0.076169684288839"
"A little too big","2000","Full Time","Rural Area","298","0.0907890946243038","0.0813139269459475","0.10026426230266"
"A little too big","2000","Part Time","Urban Area","223","0.0721038713868776","0.0633966975529618","0.0808110452207933"
"A little too big","2000","Part Time","Rural Area","140","0.0874693960719276","0.0739837707553917","0.100955021388463"
"A little too big","2000","Not Working","Urban Area","579","0.103407923584673","0.0956652193137051","0.111150627855641"
"A little too big","2000","Not Working","Rural Area","352","0.120335753819443","0.108806155843314","0.131865351795571"
"Much too big","2000","Full Time","Urban Area","27","","",""
"Much too big","2000","Full Time","Rural Area","10","","",""
"Much too big","2000","Part Time","Urban Area","10","","",""
"Much too big","2000","Part Time","Rural Area","12","","",""
"Much too big","2000","Not Working","Urban Area","67","0.0123650183252695","0.00955496909171608","0.015175067558823"
"Much too big","2000","Not Working","Rural Area","32","0.0138045968301588","0.00966982353042203","0.0179393701298956"
"Much too small","2001","Full Time","Urban Area","158","0.0262560776451909","0.0221802277419635","0.0303319275484184"
"Much too small","2001","Full Time","Rural Area","27","","",""
"Much too small","2001","Part Time","Urban Area","86","0.0303375226385688","0.0244408534714643","0.0362341918056733"
"Much too small","2001","Part Time","Rural Area","20","","",""
"Much too small","2001","Not Working","Urban Area","106","0.0156256449964172","0.0122889026785641","0.0189623873142703"
"Much too small","2001","Not Working","Rural Area","27","","",""
"A little too small","2001","Full Time","Urban Area","1023","0.180881945020107","0.171070076107525","0.19069381393269"
"A little too small","2001","Full Time","Rural Area","426","0.134080040860139","0.122150615154274","0.146009466566005"
"A little too small","2001","Part Time","Urban Area","606","0.185485746987645","0.172122529815823","0.198848964159466"
"A little too small","2001","Part Time","Rural Area","218","0.134337152238853","0.117474244774624","0.151200059703082"
"A little too small","2001","Not Working","Urban Area","577","0.0987610005362581","0.0907343144956966","0.10678768657682"
"A little too small","2001","Not Working","Rural Area","205","0.0612951022729601","0.052391225615539","0.0701989789303811"
"Just right","2001","Full Time","Urban Area","4341","0.720732148027036","0.70929603872166","0.732168257332411"
"Just right","2001","Full Time","Rural Area","2385","0.752512924458209","0.737404059534378","0.76762178938204"
"Just right","2001","Part Time","Urban Area","2333","0.711709472279639","0.696136447663494","0.727282496895784"
"Just right","2001","Part Time","Rural Area","1188","0.754593114686325","0.733313694548793","0.775872534823856"
"Just right","2001","Not Working","Urban Area","4063","0.766964218496939","0.755589978078889","0.778338458914989"
"Just right","2001","Not Working","Rural Area","2212","0.790648910830169","0.775547025887951","0.805750795772387"
"A little too big","2001","Full Time","Urban Area","372","0.0680614385519862","0.0616415855864664","0.074481291517506"
"A little too big","2001","Full Time","Rural Area","277","0.0960614029207322","0.0857446620403563","0.106378143801108"
"A little too big","2001","Part Time","Urban Area","212","0.0686152097813476","0.0599239810619705","0.0773064385007246"
"A little too big","2001","Part Time","Rural Area","131","0.0853222688456915","0.0715080844387756","0.0991364532526074"
"A little too big","2001","Not Working","Urban Area","507","0.106696031939911","0.0983899289289699","0.115002134950853"
"A little too big","2001","Not Working","Rural Area","310","0.125491878312579","0.113195097277745","0.137788659347412"
"Much too big","2001","Full Time","Urban Area","18","","",""
"Much too big","2001","Full Time","Rural Area","19","","",""
"Much too big","2001","Part Time","Urban Area","13","","",""
"Much too big","2001","Part Time","Rural Area","14","","",""
"Much too big","2001","Not Working","Urban Area","54","0.0119531040304743","0.00902927027356276","0.0148769377873858"
"Much too big","2001","Not Working","Rural Area","34","0.012920841472085","0.00872882388079747","0.0171128590633726"
"Much too small","2002","Full Time","Urban Area","163","0.0314397268051213","0.0271628127382628","0.0357166408719798"
"Much too small","2002","Full Time","Rural Area","48","0.0169113241977125","0.0124305670027157","0.0213920813927092"
"Much too small","2002","Part Time","Urban Area","84","0.0317119500378063","0.0259790400606448","0.0374448600149678"
"Much too small","2002","Part Time","Rural Area","35","0.0280079108457873","0.0200659534912769","0.0359498682002977"
"Much too small","2002","Not Working","Urban Area","103","0.0155664850412846","0.0122847633164628","0.0188482067661064"
"Much too small","2002","Not Working","Rural Area","28","","",""
"A little too small","2002","Full Time","Urban Area","1148","0.193823996371654","0.184135719936642","0.203512272806667"
"A little too small","2002","Full Time","Rural Area","429","0.128585560592128","0.116953015793526","0.14021810539073"
"A little too small","2002","Part Time","Urban Area","662","0.187892079549114","0.175112326213689","0.200671832884539"
"A little too small","2002","Part Time","Rural Area","245","0.137763106240893","0.121173518564762","0.154352693917024"
"A little too small","2002","Not Working","Urban Area","607","0.11278477243754","0.104398808224591","0.121170736650488"
"A little too small","2002","Not Working","Rural Area","219","0.0696302076760993","0.0602395451806666","0.0790208701715319"
"Just right","2002","Full Time","Urban Area","4573","0.69826250930242","0.687012527597614","0.709512491007225"
"Just right","2002","Full Time","Rural Area","2362","0.737719401857751","0.722433363610263","0.753005440105239"
"Just right","2002","Part Time","Urban Area","2547","0.695050409764726","0.679988378637773","0.71011244089168"
"Just right","2002","Part Time","Rural Area","1185","0.728422041401958","0.707013127924597","0.74983095487932"
"Just right","2002","Not Working","Urban Area","4002","0.726498673354295","0.714681587011408","0.738315759697182"
"Just right","2002","Not Working","Rural Area","2155","0.761530522893203","0.745807731819333","0.777253313967073"
"A little too big","2002","Full Time","Urban Area","467","0.0705638819111121","0.064287218768109","0.0768405450541152"
"A little too big","2002","Full Time","Rural Area","320","0.107528625501381","0.0967633424971202","0.118293908505641"
"A little too big","2002","Part Time","Urban Area","265","0.077648204277188","0.0688928168402107","0.0864035917141652"
"A little too big","2002","Part Time","Rural Area","177","0.0941073044194431","0.0800531126968959","0.10816149614199"
"A little too big","2002","Not Working","Urban Area","649","0.127619083652344","0.118773547402222","0.136464619902466"
"A little too big","2002","Not Working","Rural Area","371","0.139019215036719","0.126254717264538","0.1517837128089"
"Much too big","2002","Full Time","Urban Area","44","0.00590988560969274","0.00403130328606631","0.00778846793331916"
"Much too big","2002","Full Time","Rural Area","22","","",""
"Much too big","2002","Part Time","Urban Area","31","0.00769735637116547","0.00483809252418429","0.0105566202181466"
"Much too big","2002","Part Time","Rural Area","16","","",""
"Much too big","2002","Not Working","Urban Area","105","0.0175309855145371","0.0140518137194129","0.0210101573096614"
"Much too big","2002","Not Working","Rural Area","49","0.0192379374947348","0.0141700067654579","0.0243058682240116"
"Much too small","2003","Full Time","Urban Area","124","0.0243573613750391","0.0204311435059114","0.0282835792441668"
"Much too small","2003","Full Time","Rural Area","27","","",""
"Much too small","2003","Part Time","Urban Area","76","0.021671890174194","0.0168806609721338","0.0264631193762542"
"Much too small","2003","Part Time","Rural Area","23","","",""
"Much too small","2003","Not Working","Urban Area","101","0.0175480026498671","0.0140595057777558","0.0210364995219783"
"Much too small","2003","Not Working","Rural Area","25","","",""
"A little too small","2003","Full Time","Urban Area","1064","0.198319405640799","0.188164002200808","0.20847480908079"
"A little too small","2003","Full Time","Rural Area","388","0.131139575139194","0.119036389662036","0.143242760616351"
"A little too small","2003","Part Time","Urban Area","630","0.189588474766807","0.176690692054722","0.202486257478893"
"A little too small","2003","Part Time","Rural Area","243","0.164638377919834","0.14639259823447","0.182884157605197"
"A little too small","2003","Not Working","Urban Area","611","0.118181134519048","0.10960419016175","0.126758078876345"
"A little too small","2003","Not Working","Rural Area","214","0.0763707318744184","0.0664640730356626","0.0862773907131742"
"Just right","2003","Full Time","Urban Area","4222","0.691727626354696","0.679966504403774","0.703488748305618"
"Just right","2003","Full Time","Rural Area","2235","0.74941049339161","0.733872350180815","0.764948636602405"
"Just right","2003","Part Time","Urban Area","2532","0.689498787843379","0.67427387942515","0.704723696261607"
"Just right","2003","Part Time","Rural Area","1148","0.712790729567208","0.690529975283346","0.73505148385107"
"Just right","2003","Not Working","Urban Area","3982","0.724675988287961","0.71280839094906","0.736543585626862"
"Just right","2003","Not Working","Rural Area","2132","0.775014612367473","0.759438933325627","0.790590291409319"
"A little too big","2003","Full Time","Urban Area","471","0.0797385178942809","0.0728392407411169","0.086637795047445"
"A little too big","2003","Full Time","Rural Area","320","0.101875954818443","0.0910301495551931","0.112721760081693"
"A little too big","2003","Part Time","Urban Area","279","0.0893564921229894","0.0799702113974098","0.0987427728485691"
"A little too big","2003","Part Time","Rural Area","160","0.0963705081539644","0.0818518359372214","0.110889180370707"
"A little too big","2003","Not Working","Urban Area","651","0.120894501858398","0.112233012114479","0.129555991602317"
"A little too big","2003","Not Working","Rural Area","355","0.12754879219882","0.11510583414604","0.139991750251601"
"Much too big","2003","Full Time","Urban Area","41","0.00585708873518445","0.00391361264796012","0.00780056482240879"
"Much too big","2003","Full Time","Rural Area","18","","",""
"Much too big","2003","Part Time","Urban Area","31","0.00988435509263086","0.00662918702652698","0.0131395231587347"
"Much too big","2003","Part Time","Rural Area","13","","",""
"Much too big","2003","Not Working","Urban Area","97","0.0187003726847261","0.0151012655860827","0.0222994797833695"
"Much too big","2003","Not Working","Rural Area","35","0.0130780266395666","0.00884035398671899","0.0173156992924141"
"Much too small","2004","Full Time","Urban Area","96","0.0192350446011141","0.0156488801654346","0.0228212090367935"
"Much too small","2004","Full Time","Rural Area","31","0.0131934591512199","0.00897989106840512","0.0174070272340347"
"Much too small","2004","Part Time","Urban Area","62","0.0277048862718155","0.0221945825741053","0.0332151899695257"
"Much too small","2004","Part Time","Rural Area","30","0.0132709332957332","0.00768128031098411","0.0188605862804823"
"Much too small","2004","Not Working","Urban Area","86","0.0151520108461486","0.0119043695560505","0.0183996521362467"
"Much too small","2004","Not Working","Rural Area","25","","",""
"A little too small","2004","Full Time","Urban Area","1000","0.192580618411302","0.182284891742351","0.202876345080253"
"A little too small","2004","Full Time","Rural Area","345","0.123912367505968","0.111745304144197","0.13607943086774"
"A little too small","2004","Part Time","Urban Area","583","0.173945533293994","0.161219024543256","0.186672042044732"
"A little too small","2004","Part Time","Rural Area","230","0.141544608907005","0.124517508949276","0.158571708864734"
"A little too small","2004","Not Working","Urban Area","564","0.100874877675618","0.092868245203963","0.108881510147274"
"A little too small","2004","Not Working","Rural Area","192","0.070467025019342","0.0608928296477021","0.0800412203909818"
"Just right","2004","Full Time","Urban Area","4053","0.709386756734426","0.697531789179647","0.721241724289205"
"Just right","2004","Full Time","Rural Area","2094","0.730721510488677","0.71434084865307","0.747102172324284"
"Just right","2004","Part Time","Urban Area","2455","0.707959706485754","0.69269375224138","0.723225660730128"
"Just right","2004","Part Time","Rural Area","1153","0.716237220408493","0.694216003697127","0.738258437119858"
"Just right","2004","Not Working","Urban Area","4044","0.747991079048821","0.736448456788239","0.759533701309402"
"Just right","2004","Not Working","Rural Area","2166","0.784698604862414","0.769322307158608","0.800074902566221"
"A little too big","2004","Full Time","Urban Area","449","0.074037200494962","0.0672008724428478","0.0808735285470762"
"A little too big","2004","Full Time","Rural Area","328","0.123350258191406","0.11120692941409","0.135493586968722"
"A little too big","2004","Part Time","Urban Area","283","0.0832923336542528","0.0740151480647281","0.0925695192437775"
"A little too big","2004","Part Time","Rural Area","186","0.115327445390941","0.099724996587645","0.130929894194238"
"A little too big","2004","Not Working","Urban Area","653","0.121068154536454","0.11239572303901","0.129740586033898"
"A little too big","2004","Not Working","Rural Area","325","0.124940658350246","0.112571288812084","0.137310027888408"
"Much too big","2004","Full Time","Urban Area","37","0.00476037975819573","0.00296322383263785","0.00655753568375361"
"Much too big","2004","Full Time","Rural Area","19","","",""
"Much too big","2004","Part Time","Urban Area","25","","",""
"Much too big","2004","Part Time","Rural Area","11","","",""
"Much too big","2004","Not Working","Urban Area","88","0.0149138778929584","0.0116914685452828","0.0181362872406341"
"Much too big","2004","Not Working","Rural Area","37","0.0129539530678806","0.00872389057940326","0.0171840155563579"
"Much too small","2005","Full Time","Urban Area","80","0.0152153927058305","0.0119505412998057","0.0184802441118554"
"Much too small","2005","Full Time","Rural Area","40","0.0233036446890194","0.0175520110112867","0.0290552783667521"
"Much too small","2005","Part Time","Urban Area","54","0.0208455685651066","0.0159443340253233","0.0257468031048899"
"Much too small","2005","Part Time","Rural Area","16","","",""
"Much too small","2005","Not Working","Urban Area","61","0.0112574611210277","0.00840198464286961","0.0141129375991857"
"Much too small","2005","Not Working","Rural Area","17","","",""
"A little too small","2005","Full Time","Urban Area","923","0.192813455632099","0.182291248734619","0.203335662529578"
"A little too small","2005","Full Time","Rural Area","335","0.131968722288891","0.119065365602935","0.144872078974847"
"A little too small","2005","Part Time","Urban Area","572","0.181870727653122","0.16863751217932","0.195103943126925"
"A little too small","2005","Part Time","Rural Area","199","0.129190098360874","0.112545930558839","0.145834266162908"
"A little too small","2005","Not Working","Urban Area","576","0.11624670832764","0.107571645999266","0.124921770656014"
"A little too small","2005","Not Working","Rural Area","208","0.0830225780551187","0.0725666249524213","0.0934785311578161"
"Just right","2005","Full Time","Urban Area","3945","0.713493527985822","0.701434468192403","0.72555258777924"
"Just right","2005","Full Time","Rural Area","1965","0.73211508577671","0.715231553359238","0.748998618194183"
"Just right","2005","Part Time","Urban Area","2350","0.711850856113915","0.696313533314613","0.727388178913216"
"Just right","2005","Part Time","Rural Area","1154","0.742450068433445","0.72075054794218","0.764149588924709"
"Just right","2005","Not Working","Urban Area","3938","0.748525005658875","0.736782323399361","0.760267687918388"
"Just right","2005","Not Working","Rural Area","2059","0.751928422836842","0.735561653851829","0.768295191821856"
"A little too big","2005","Full Time","Urban Area","414","0.072474050733258","0.065558838503467","0.079389262963049"
"A little too big","2005","Full Time","Rural Area","271","0.0945584051692543","0.0834031425339972","0.105713667804511"
"A little too big","2005","Part Time","Urban Area","264","0.0766737550352151","0.0675457898996041","0.0858017201708261"
"A little too big","2005","Part Time","Rural Area","168","0.102480292188902","0.0874305879147796","0.117529996463024"
"A little too big","2005","Not Working","Urban Area","589","0.111495203054877","0.102976475491448","0.120013930618307"
"A little too big","2005","Not Working","Rural Area","336","0.135009779197239","0.122059640788148","0.147959917606331"
"Much too big","2005","Full Time","Urban Area","38","0.00600357294299132","0.0039431872829757","0.00806395860300695"
"Much too big","2005","Full Time","Rural Area","32","0.0180541420761252","0.0129780240829783","0.023130260069272"
"Much too big","2005","Part Time","Urban Area","24","","",""
"Much too big","2005","Part Time","Rural Area","23","","",""
"Much too big","2005","Not Working","Urban Area","80","0.0124756218375805","0.00947147080272279","0.0154797728724383"
"Much too big","2005","Not Working","Rural Area","55","0.0219643868228928","0.0164101668713031","0.0275186067744825"
"Much too small","2006","Full Time","Urban Area","98","0.0239957967514053","0.0200011444246612","0.0279904490781495"
"Much too small","2006","Full Time","Rural Area","41","0.0190951874217895","0.0140213963459356","0.0241689784976434"
"Much too small","2006","Part Time","Urban Area","63","0.0197587286369833","0.0150431921134657","0.0244742651605008"
"Much too small","2006","Part Time","Rural Area","23","","",""
"Much too small","2006","Not Working","Urban Area","83","0.0193925136706518","0.0158530193020894","0.0229320080392142"
"Much too small","2006","Not Working","Rural Area","26","","",""
"A little too small","2006","Full Time","Urban Area","921","0.183430083075453","0.173327846731757","0.19353231941915"
"A little too small","2006","Full Time","Rural Area","348","0.138604027249481","0.125794103990049","0.151413950508913"
"A little too small","2006","Part Time","Urban Area","571","0.191314260158642","0.177986760303154","0.204641760014129"
"A little too small","2006","Part Time","Rural Area","214","0.122265122324995","0.106595601561433","0.137934643088556"
"A little too small","2006","Not Working","Urban Area","629","0.11971011449972","0.111378007291332","0.128042221708108"
"A little too small","2006","Not Working","Rural Area","219","0.0729606264687114","0.0637368888187355","0.0821843641186872"
"Just right","2006","Full Time","Urban Area","4092","0.702543960691725","0.690611398594887","0.714476522788564"
"Just right","2006","Full Time","Rural Area","2044","0.721372193438573","0.704751501049579","0.737992885827566"
"Just right","2006","Part Time","Urban Area","2403","0.705744978741015","0.690304137331824","0.721185820150205"
"Just right","2006","Part Time","Rural Area","1215","0.725451986968105","0.704105017314302","0.746798956621909"
"Just right","2006","Not Working","Urban Area","4248","0.721758252637518","0.710255981640324","0.733260523634711"
"Just right","2006","Not Working","Rural Area","2329","0.760684232973877","0.745552055080968","0.775816410866787"
"A little too big","2006","Full Time","Urban Area","483","0.0783220161649806","0.0713088021611372","0.085335230168824"
"A little too big","2006","Full Time","Rural Area","318","0.10297966287545","0.0917119943460356","0.114247331404865"
"A little too big","2006","Part Time","Urban Area","285","0.0781319296713022","0.0690383728574592","0.0872254864851452"
"A little too big","2006","Part Time","Rural Area","198","0.121627471117815","0.105993188663257","0.137261753572374"
"A little too big","2006","Not Working","Urban Area","764","0.122113248138143","0.113709419085594","0.130517077190692"
"A little too big","2006","Not Working","Rural Area","421","0.135648165823341","0.12350405235163","0.147792279295051"
"Much too big","2006","Full Time","Urban Area","44","0.0117081433164354","0.008900304467204","0.0145159821656668"
"Much too big","2006","Full Time","Rural Area","44","0.0179489290147066","0.0130269076814774","0.0228709503479359"
"Much too big","2006","Part Time","Urban Area","24","","",""
"Much too big","2006","Part Time","Rural Area","29","","",""
"Much too big","2006","Not Working","Urban Area","107","0.0170258710539677","0.0137053802322374","0.020346361875698"
"Much too big","2006","Not Working","Rural Area","59","0.018595997181955","0.013804764935681","0.023387229428229"
"Much too small","2007","Full Time","Urban Area","71","0.0174602147778366","0.0138971604864536","0.0210232690692196"
"Much too small","2007","Full Time","Rural Area","26","","",""
"Much too small","2007","Part Time","Urban Area","57","0.0240939745222996","0.0187685823474308","0.0294193666971683"
"Much too small","2007","Part Time","Rural Area","18","","",""
"Much too small","2007","Not Working","Urban Area","58","0.0155974818269268","0.0123116442424672","0.0188833194113864"
"Much too small","2007","Not Working","Rural Area","19","","",""
"A little too small","2007","Full Time","Urban Area","914","0.18772056012979","0.177097950359773","0.198343169899807"
"A little too small","2007","Full Time","Rural Area","355","0.134525743768759","0.121609701367745","0.147441786169774"
"A little too small","2007","Part Time","Urban Area","519","0.165274390921673","0.15237503505502","0.178173746788325"
"A little too small","2007","Part Time","Rural Area","196","0.131600662754292","0.114694647244924","0.148506678263659"
"A little too small","2007","Not Working","Urban Area","597","0.119636895050095","0.111031001415019","0.128242788685171"
"A little too small","2007","Not Working","Rural Area","213","0.0708044781778717","0.0614269446326924","0.0801820117230509"
"Just right","2007","Full Time","Urban Area","3699","0.704202796684069","0.691787174703901","0.716618418664236"
"Just right","2007","Full Time","Rural Area","2002","0.747879731632869","0.731442849300498","0.76431661396524"
"Just right","2007","Part Time","Urban Area","2286","0.719935369302964","0.704340948091856","0.735529790514072"
"Just right","2007","Part Time","Rural Area","1132","0.732672521055102","0.710540084071787","0.754804958038417"
"Just right","2007","Not Working","Urban Area","4017","0.732054043111894","0.720309728774036","0.743798357449752"
"Just right","2007","Not Working","Rural Area","2172","0.746926068366955","0.731030823462181","0.762821313271729"
"A little too big","2007","Full Time","Urban Area","470","0.0835572953512852","0.076029506607924","0.0910850840946465"
"A little too big","2007","Full Time","Rural Area","265","0.0941017655598006","0.0830498317166399","0.105153699402961"
"A little too big","2007","Part Time","Urban Area","303","0.0870073966190626","0.0772191458018788","0.0967956474362464"
