"hlf0071_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"A little too small","1992","Couple + C. LE 16 ","middle vocational","520","0.296945517176556","0.275617287325595","0.318273747027516","2"
"A little too small","1992","Couple + C. LE 16 ","vocational + Abi","31","0.276649793580972","0.1902587025395","0.363040884622444","2"
"A little too small","1992","Couple + C. GT 16 ","inadequately","36","0.20450696663532","0.141009779663511","0.26800415360713","2"
"A little too small","1992","Couple + C. GT 16 ","general elemantary","109","0.128544108282683","0.102241325899386","0.154846890665979","2"
"A little too small","1992","Couple + C. GT 16 ","middle vocational","199","0.11852060233465","0.101297864102569","0.135743340566732","2"
"A little too small","1992","Couple + C. GT 16 ","vocational + Abi","13","","","","2"
"A little too small","1992","Couple + C. GT 16 ","higher vocational","23","","","","2"
"A little too small","1992","Couple + C. GT 16 ","higher education","39","0.111226724908955","0.0720956012500514","0.150357848567859","2"
"A little too small","1992","Couple + C. LE and GT 16","in school","20","","","","2"
"A little too small","1992","Couple + C. LE and GT 16","inadequately","27","","","","2"
"A little too small","1992","Couple + C. LE and GT 16","general elemantary","98","0.259600347347048","0.213135900021721","0.306064794672376","2"
"A little too small","1992","Couple + C. LE and GT 16","vocational + Abi","5","","","","2"
"A little too small","1992","Couple + C. LE and GT 16","higher vocational","17","","","","2"
"A little too small","1992","Couple + C. LE and GT 16","higher education","36","0.312318934249846","0.22148653590909","0.403151332590602","2"
"A little too small","1992","1-pers.-HH","higher vocational","9","","","","2"
"A little too small","1992","1-pers.-HH","higher education","25","","","","2"
"A little too small","1992","(Married) couple without C. ","middle vocational","215","0.106453149495443","0.0920114281245734","0.120894870866313","2"
"A little too small","1992","(Married) couple without C. ","higher education","64","0.164487764234573","0.128021099555203","0.200954428913944","2"
"A little too small","1992","Single parent ","in school","6","","","","2"
"A little too small","1992","Single parent ","inadequately","3","","","","2"
"A little too small","1992","Single parent ","general elemantary","16","","","","2"
"A little too small","1992","Single parent ","middle vocational","43","0.132914853414426","0.095001660173553","0.170828046655299","2"
"A little too small","1992","Couple + C. LE 16 ","in school","","","","","2"
"A little too small","1992","Couple + C. LE 16 ","inadequately","29","","","","2"
"A little too small","1992","1-pers.-HH","inadequately","6","","","","2"
"A little too small","1992","1-pers.-HH","general elemantary","28","","","","2"
"A little too small","1992","1-pers.-HH","middle vocational","91","0.135031125196668","0.108898527086997","0.16116372330634","2"
"A little too small","1992","1-pers.-HH","vocational + Abi","10","","","","2"
"A little too small","1992","(Married) couple without C. ","in school","","","","","2"
"A little too small","1992","(Married) couple without C. ","inadequately","7","","","","2"
"A little too small","1992","(Married) couple without C. ","general elemantary","52","0.062733013368489","0.0439907369269211","0.0814752898100569","2"
"A little too small","1992","Single parent ","vocational + Abi","3","","","","2"
"A little too small","1992","Single parent ","higher vocational","5","","","","2"
"A little too small","1992","Single parent ","higher education","17","","","","2"
"A little too small","1992","Couple + C. LE 16 ","general elemantary","115","0.250070605486932","0.20731023186013","0.292830979113733","2"
"A little too small","1992","Couple + C. LE 16 ","higher vocational","53","0.225361781574911","0.170024779494802","0.280698783655021","2"
"A little too small","1992","Couple + C. LE 16 ","higher education","208","0.31886496227682","0.282122025607822","0.355607898945818","2"
"A little too small","1992","Couple + C. GT 16 ","in school","14","","","","2"
"Just right","1992","Couple + C. LE and GT 16","middle vocational","268","0.698675490812604","0.654153662277281","0.743197319347927","3"
"Just right","1992","Couple + C. LE and GT 16","vocational + Abi","12","","","","3"
"Just right","1992","Couple + C. LE 16 ","middle vocational","1084","0.619059652521276","0.596391471534072","0.64172783350848","3"
"Just right","1992","Couple + C. LE 16 ","vocational + Abi","53","0.502975428857269","0.406416643700946","0.599534214013592","3"
"Just right","1992","Couple + C. LE 16 ","higher vocational","143","0.669134101797747","0.606816803130568","0.731451400464925","3"
"Just right","1992","Couple + C. GT 16 ","inadequately","103","0.712420657130847","0.641163361279219","0.783677952982475","3"
"Just right","1992","Couple + C. GT 16 ","general elemantary","453","0.795432528656737","0.763731536060812","0.827133521252661","3"
"Just right","1992","Couple + C. GT 16 ","middle vocational","1013","0.77143632068842","0.749061846231231","0.79381079514561","3"
"Just right","1992","Couple + C. GT 16 ","vocational + Abi","51","0.710488018865223","0.610477381427673","0.810498656302773","3"
"Just right","1992","Couple + C. GT 16 ","higher vocational","88","0.759883744858288","0.684086654672732","0.835680835043845","3"
"Just right","1992","Couple + C. GT 16 ","higher education","182","0.77448259402193","0.72246885010185","0.826496337942009","3"
"Just right","1992","Couple + C. LE and GT 16","in school","38","0.656534381190354","0.539274840563021","0.773793921817687","3"
"Just right","1992","Couple + C. LE and GT 16","inadequately","75","0.679621870380028","0.596479862266329","0.762763878493727","3"
"Just right","1992","Couple + C. LE and GT 16","general elemantary","205","0.651176850137769","0.600665710871383","0.701687989404155","3"
"Just right","1992","Couple + C. LE and GT 16","higher vocational","38","0.653729454614277","0.532326603196734","0.775132306031821","3"
"Just right","1992","Couple + C. LE and GT 16","higher education","60","0.658546842010549","0.56560591634365","0.751487767677448","3"
"Just right","1992","1-pers.-HH","in school","1","","","","3"
"Just right","1992","1-pers.-HH","inadequately","29","","","","3"
"Just right","1992","1-pers.-HH","general elemantary","277","0.816686414226584","0.77632320118376","0.857049627269408","3"
"Just right","1992","1-pers.-HH","middle vocational","489","0.753790172935225","0.720848675783765","0.786731670086685","3"
"Just right","1992","1-pers.-HH","vocational + Abi","31","0.659997677157561","0.525986933283533","0.794008421031589","3"
"Just right","1992","1-pers.-HH","higher vocational","49","0.771027759337843","0.670418694135519","0.871636824540168","3"
"Just right","1992","1-pers.-HH","higher education","102","0.736163942662324","0.664431035013377","0.807896850311271","3"
"Just right","1992","(Married) couple without C. ","in school","1","","","","3"
"Just right","1992","(Married) couple without C. ","inadequately","62","0.789241080066291","0.696316618267848","0.882165541864734","3"
"Just right","1992","(Married) couple without C. ","general elemantary","530","0.852542373914673","0.825137096005084","0.879947651824263","3"
"Just right","1992","(Married) couple without C. ","middle vocational","1325","0.761169288384147","0.741204406049536","0.781134170718758","3"
"Just right","1992","(Married) couple without C. ","vocational + Abi","67","0.623656095025634","0.527244947318156","0.720067242733113","3"
"Just right","1992","(Married) couple without C. ","higher vocational","179","0.786604868349132","0.733884957497113","0.839324779201151","3"
"Just right","1992","(Married) couple without C. ","higher education","274","0.672696353646042","0.62653933000952","0.718853377282564","3"
"Just right","1992","Single parent ","in school","10","","","","3"
"Just right","1992","Single parent ","inadequately","20","","","","3"
"Just right","1992","Single parent ","general elemantary","119","0.793631450316706","0.730327697668114","0.856935202965298","3"
"Just right","1992","Single parent ","middle vocational","227","0.767366496957091","0.720180810230426","0.814552183683756","3"
"Just right","1992","Single parent ","vocational + Abi","7","","","","3"
"Just right","1992","Single parent ","higher vocational","12","","","","3"
"Just right","1992","Single parent ","higher education","39","0.576022121026751","0.461071824318866","0.690972417734637","3"
"Just right","1992","Couple + C. LE 16 ","in school","","","","","3"
"Just right","1992","Couple + C. LE 16 ","inadequately","62","0.454399622672434","0.362594866536061","0.546204378808807","3"
"Just right","1992","Couple + C. LE 16 ","general elemantary","230","0.606012030102637","0.557763722588549","0.654260337616725","3"
"Just right","1992","Couple + C. LE 16 ","higher education","344","0.576432572182453","0.537475223905975","0.615389920458931","3"
"Just right","1992","Couple + C. GT 16 ","in school","75","0.834398892808442","0.758441044293202","0.910356741323683","3"
"Much too big","1992","1-pers.-HH","in school","","","","","5"
"Much too big","1992","1-pers.-HH","inadequately","","","","","5"
"Much too big","1992","1-pers.-HH","general elemantary","3","","","","5"
"Much too big","1992","1-pers.-HH","vocational + Abi","1","","","","5"
"Much too big","1992","1-pers.-HH","higher vocational","3","","","","5"
"Much too big","1992","1-pers.-HH","higher education","1","","","","5"
"Much too big","1992","(Married) couple without C. ","in school","","","","","5"
"Much too big","1992","(Married) couple without C. ","inadequately","","","","","5"
"Much too big","1992","(Married) couple without C. ","general elemantary","6","","","","5"
"Much too big","1992","(Married) couple without C. ","middle vocational","8","","","","5"
"Much too big","1992","(Married) couple without C. ","vocational + Abi","2","","","","5"
"Much too big","1992","(Married) couple without C. ","higher education","","","","","5"
"Much too big","1992","Single parent ","inadequately","","","","","5"
"Much too big","1992","Single parent ","general elemantary","3","","","","5"
"Much too big","1992","Single parent ","middle vocational","5","","","","5"
"Much too big","1992","Single parent ","vocational + Abi","","","","","5"
"Much too big","1992","Single parent ","higher education","","","","","5"
"Much too big","1992","Couple + C. LE 16 ","in school","","","","","5"
"Much too big","1992","Couple + C. LE 16 ","inadequately","","","","","5"
"Much too big","1992","Couple + C. LE 16 ","general elemantary","","","","","5"
"Much too big","1992","Couple + C. LE 16 ","middle vocational","1","","","","5"
"Much too big","1992","Couple + C. LE 16 ","vocational + Abi","","","","","5"
"Much too big","1992","Couple + C. LE 16 ","higher vocational","1","","","","5"
"Much too big","1992","Couple + C. LE 16 ","higher education","1","","","","5"
"Much too big","1992","Couple + C. GT 16 ","in school","","","","","5"
"Much too big","1992","Couple + C. GT 16 ","inadequately","","","","","5"
"Much too big","1992","Couple + C. GT 16 ","general elemantary","1","","","","5"
"Much too big","1992","Couple + C. GT 16 ","middle vocational","6","","","","5"
"Much too big","1992","Couple + C. GT 16 ","vocational + Abi","1","","","","5"
"Much too big","1992","Couple + C. GT 16 ","higher vocational","","","","","5"
"Much too big","1992","Couple + C. GT 16 ","higher education","1","","","","5"
"Much too big","1992","Couple + C. LE and GT 16","in school","","","","","5"
"Much too big","1992","Couple + C. LE and GT 16","inadequately","","","","","5"
"Much too big","1992","Couple + C. LE and GT 16","middle vocational","2","","","","5"
"Much too big","1992","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Much too big","1992","Couple + C. LE and GT 16","higher vocational","2","","","","5"
"Much too big","1992","Couple + C. LE and GT 16","higher education","","","","","5"
"Much too big","1992","1-pers.-HH","middle vocational","4","","","","5"
"Much too big","1992","Single parent ","in school","","","","","5"
"Much too big","1992","Single parent ","higher vocational","","","","","5"
"Much too big","1992","(Married) couple without C. ","higher vocational","2","","","","5"
"Much too big","1992","Couple + C. LE and GT 16","general elemantary","2","","","","5"
"Much too small","1992","1-pers.-HH","in school","","","","","1"
"Much too small","1992","1-pers.-HH","inadequately","1","","","","1"
"Much too small","1992","1-pers.-HH","general elemantary","10","","","","1"
"Much too small","1992","1-pers.-HH","middle vocational","9","","","","1"
"Much too small","1992","1-pers.-HH","vocational + Abi","3","","","","1"
"Much too small","1992","1-pers.-HH","higher vocational","","","","","1"
"Much too small","1992","1-pers.-HH","higher education","4","","","","1"
"Much too small","1992","(Married) couple without C. ","in school","","","","","1"
"Much too small","1992","(Married) couple without C. ","inadequately","4","","","","1"
"Much too small","1992","(Married) couple without C. ","general elemantary","13","","","","1"
"Much too small","1992","(Married) couple without C. ","middle vocational","40","0.0206650104710961","0.0140036261496177","0.0273263947925745","1"
"Much too small","1992","(Married) couple without C. ","vocational + Abi","5","","","","1"
"Much too small","1992","(Married) couple without C. ","higher vocational","4","","","","1"
"Much too small","1992","(Married) couple without C. ","higher education","7","","","","1"
"Much too small","1992","Single parent ","in school","","","","","1"
"Much too small","1992","Single parent ","inadequately","3","","","","1"
"Much too small","1992","Single parent ","general elemantary","7","","","","1"
"Much too small","1992","Single parent ","middle vocational","9","","","","1"
"Much too small","1992","Single parent ","vocational + Abi","2","","","","1"
"Much too small","1992","Single parent ","higher vocational","","","","","1"
"Much too small","1992","Single parent ","higher education","4","","","","1"
"Much too small","1992","Couple + C. LE 16 ","in school","","","","","1"
"Much too small","1992","Couple + C. LE 16 ","inadequately","18","","","","1"
"Much too small","1992","Couple + C. LE 16 ","general elemantary","39","0.112315090961946","0.0811370764336469","0.143493105490246","1"
"Much too small","1992","Couple + C. LE 16 ","middle vocational","104","0.0495989614656117","0.0394642432646991","0.0597336796665244","1"
"Much too small","1992","Couple + C. LE 16 ","vocational + Abi","10","","","","1"
"Much too small","1992","Couple + C. LE 16 ","higher vocational","15","","","","1"
"Much too small","1992","Couple + C. LE 16 ","higher education","36","0.0546915195968704","0.0367648082478748","0.072618230945866","1"
"Much too small","1992","Couple + C. GT 16 ","in school","1","","","","1"
"Much too small","1992","Couple + C. GT 16 ","inadequately","14","","","","1"
"Much too small","1992","Couple + C. GT 16 ","general elemantary","29","","","","1"
"Much too small","1992","Couple + C. GT 16 ","middle vocational","35","0.0162022220112872","0.00947494361131765","0.0229295004112567","1"
"Much too small","1992","Couple + C. GT 16 ","vocational + Abi","6","","","","1"
"Much too small","1992","Couple + C. GT 16 ","higher vocational","2","","","","1"
"Much too small","1992","Couple + C. GT 16 ","higher education","3","","","","1"
"Much too small","1992","Couple + C. LE and GT 16","in school","5","","","","1"
"Much too small","1992","Couple + C. LE and GT 16","inadequately","19","","","","1"
"Much too small","1992","Couple + C. LE and GT 16","general elemantary","35","0.0765472958979104","0.0483694821995343","0.104725109596286","1"
"Much too small","1992","Couple + C. LE and GT 16","middle vocational","22","","","","1"
"Much too small","1992","Couple + C. LE and GT 16","vocational + Abi","2","","","","1"
"Much too small","1992","Couple + C. LE and GT 16","higher vocational","2","","","","1"
"Much too small","1992","Couple + C. LE and GT 16","higher education","4","","","","1"
"A little too big","1993","Couple + C. LE and GT 16","middle vocational","14","","","","4"
"A little too big","1993","Couple + C. LE and GT 16","vocational + Abi","1","","","","4"
"A little too big","1993","Couple + C. LE and GT 16","higher vocational","2","","","","4"
"A little too big","1993","1-pers.-HH","in school","","","","","4"
"A little too big","1993","1-pers.-HH","inadequately","1","","","","4"
"A little too big","1993","1-pers.-HH","general elemantary","43","0.102656662869421","0.0714770806606457","0.133836245078196","4"
"A little too big","1993","1-pers.-HH","middle vocational","64","0.0871351649308434","0.066227310350942","0.108043019510745","4"
"A little too big","1993","1-pers.-HH","vocational + Abi","6","","","","4"
"A little too big","1993","1-pers.-HH","higher vocational","11","","","","4"
"A little too big","1993","1-pers.-HH","higher education","20","","","","4"
"A little too big","1993","(Married) couple without C. ","in school","","","","","4"
"A little too big","1993","(Married) couple without C. ","inadequately","2","","","","4"
"A little too big","1993","(Married) couple without C. ","general elemantary","45","0.0751959438045025","0.0543032494820092","0.0960886381269958","4"
"A little too big","1993","(Married) couple without C. ","middle vocational","177","0.104640761060958","0.0905782945400226","0.118703227581894","4"
"A little too big","1993","(Married) couple without C. ","vocational + Abi","8","","","","4"
"A little too big","1993","(Married) couple without C. ","higher vocational","32","0.138085495755601","0.092498300106415","0.183672691404788","4"
"A little too big","1993","(Married) couple without C. ","higher education","62","0.186995479431566","0.148880376359602","0.225110582503529","4"
"A little too big","1993","Single parent ","in school","","","","","4"
"A little too big","1993","Single parent ","inadequately","1","","","","4"
"A little too big","1993","Single parent ","general elemantary","12","","","","4"
"A little too big","1993","Single parent ","middle vocational","22","","","","4"
"A little too big","1993","Single parent ","vocational + Abi","","","","","4"
"A little too big","1993","Single parent ","higher vocational","1","","","","4"
"A little too big","1993","Single parent ","higher education","7","","","","4"
"A little too big","1993","Couple + C. LE 16 ","in school","","","","","4"
"A little too big","1993","Couple + C. LE 16 ","inadequately","2","","","","4"
"A little too big","1993","Couple + C. LE 16 ","general elemantary","10","","","","4"
"A little too big","1993","Couple + C. LE 16 ","middle vocational","51","0.0356049259264663","0.026720233433628","0.0444896184193046","4"
"A little too big","1993","Couple + C. LE 16 ","vocational + Abi","6","","","","4"
"A little too big","1993","Couple + C. LE 16 ","higher vocational","6","","","","4"
"A little too big","1993","Couple + C. LE 16 ","higher education","25","","","","4"
"A little too big","1993","Couple + C. GT 16 ","in school","7","","","","4"
"A little too big","1993","Couple + C. GT 16 ","inadequately","2","","","","4"
"A little too big","1993","Couple + C. GT 16 ","general elemantary","22","","","","4"
"A little too big","1993","Couple + C. GT 16 ","middle vocational","91","0.0710915732303086","0.0571169846980886","0.0850661617625287","4"
"A little too big","1993","Couple + C. GT 16 ","vocational + Abi","9","","","","4"
"A little too big","1993","Couple + C. GT 16 ","higher vocational","10","","","","4"
"A little too big","1993","Couple + C. GT 16 ","higher education","21","","","","4"
"A little too big","1993","Couple + C. LE and GT 16","in school","1","","","","4"
"A little too big","1993","Couple + C. LE and GT 16","inadequately","1","","","","4"
"A little too big","1993","Couple + C. LE and GT 16","general elemantary","4","","","","4"
"A little too big","1993","Couple + C. LE and GT 16","higher education","3","","","","4"
"A little too small","1993","1-pers.-HH","in school","","","","","2"
"A little too small","1993","Couple + C. LE and GT 16","middle vocational","97","0.215564885829991","0.17590599284295","0.255223778817031","2"
"A little too small","1993","(Married) couple without C. ","middle vocational","230","0.114512036988522","0.099882543227194","0.129141530749851","2"
"A little too small","1993","(Married) couple without C. ","vocational + Abi","16","","","","2"
"A little too small","1993","Couple + C. LE 16 ","middle vocational","490","0.284203520472215","0.26257786041931","0.305829180525119","2"
"A little too small","1993","Couple + C. LE 16 ","vocational + Abi","34","0.275057848665881","0.188399241952181","0.361716455379581","2"
"A little too small","1993","Couple + C. GT 16 ","inadequately","30","0.173901725968835","0.115354953763295","0.232448498174374","2"
"A little too small","1993","Couple + C. GT 16 ","general elemantary","88","0.135328849965615","0.107344654550774","0.163313045380455","2"
"A little too small","1993","Couple + C. GT 16 ","middle vocational","200","0.127296064432158","0.109170794995486","0.145421333868829","2"
"A little too small","1993","Couple + C. GT 16 ","vocational + Abi","17","","","","2"
"A little too small","1993","Couple + C. GT 16 ","higher vocational","19","","","","2"
"A little too small","1993","Couple + C. GT 16 ","higher education","25","","","","2"
"A little too small","1993","Couple + C. LE and GT 16","in school","30","0.331085657983866","0.229842779843349","0.432328536124383","2"
"A little too small","1993","Couple + C. LE and GT 16","inadequately","25","","","","2"
"A little too small","1993","Couple + C. LE and GT 16","general elemantary","89","0.26672258076449","0.218862302733099","0.314582858795882","2"
"A little too small","1993","Couple + C. LE and GT 16","vocational + Abi","5","","","","2"
"A little too small","1993","Couple + C. LE and GT 16","higher vocational","15","","","","2"
"A little too small","1993","Couple + C. LE and GT 16","higher education","32","0.224622153103566","0.149001896376774","0.300242409830358","2"
"A little too small","1993","1-pers.-HH","inadequately","3","","","","2"
"A little too small","1993","1-pers.-HH","general elemantary","29","","","","2"
"A little too small","1993","1-pers.-HH","middle vocational","99","0.131049764798999","0.10603334946689","0.156066180131108","2"
"A little too small","1993","1-pers.-HH","vocational + Abi","10","","","","2"
"A little too small","1993","1-pers.-HH","higher vocational","9","","","","2"
"A little too small","1993","1-pers.-HH","higher education","27","","","","2"
"A little too small","1993","(Married) couple without C. ","in school","","","","","2"
"A little too small","1993","(Married) couple without C. ","inadequately","12","","","","2"
"A little too small","1993","(Married) couple without C. ","general elemantary","54","0.0671107118605203","0.0472870739777491","0.0869343497432916","2"
"A little too small","1993","(Married) couple without C. ","higher vocational","27","","","","2"
"A little too small","1993","(Married) couple without C. ","higher education","67","0.166975472704779","0.130517686007119","0.203433259402439","2"
"A little too small","1993","Single parent ","in school","3","","","","2"
"A little too small","1993","Single parent ","inadequately","2","","","","2"
"A little too small","1993","Single parent ","general elemantary","20","","","","2"
"A little too small","1993","Single parent ","middle vocational","42","0.140445430079272","0.100387389455643","0.1805034707029","2"
"A little too small","1993","Single parent ","vocational + Abi","2","","","","2"
"A little too small","1993","Single parent ","higher vocational","2","","","","2"
"A little too small","1993","Single parent ","higher education","19","","","","2"
"A little too small","1993","Couple + C. LE 16 ","in school","","","","","2"
"A little too small","1993","Couple + C. LE 16 ","inadequately","32","0.358601243941829","0.263160860296844","0.454041627586815","2"
"A little too small","1993","Couple + C. LE 16 ","general elemantary","122","0.301256575026417","0.255953559157588","0.346559590895247","2"
"A little too small","1993","Couple + C. LE 16 ","higher vocational","52","0.224877886423565","0.169328832968592","0.280426939878538","2"
"A little too small","1993","Couple + C. LE 16 ","higher education","192","0.34379866650556","0.304494616052111","0.38310271695901","2"
"A little too small","1993","Couple + C. GT 16 ","in school","11","","","","2"
"Just right","1993","Couple + C. LE and GT 16","middle vocational","278","0.715748079032265","0.672246515673354","0.759249642391175","3"
"Just right","1993","Couple + C. LE and GT 16","vocational + Abi","10","","","","3"
"Just right","1993","1-pers.-HH","in school","","","","","3"
"Just right","1993","1-pers.-HH","inadequately","36","0.909558724658216","0.821766738655933","0.997350710660498","3"
"Just right","1993","1-pers.-HH","general elemantary","278","0.783509773355571","0.741200189299558","0.825819357411585","3"
"Just right","1993","1-pers.-HH","middle vocational","517","0.752196185907988","0.720190358430583","0.784202013385393","3"
"Just right","1993","1-pers.-HH","vocational + Abi","28","","","","3"
"Just right","1993","1-pers.-HH","higher vocational","49","0.729042338504135","0.627086111903718","0.830998565104551","3"
"Just right","1993","1-pers.-HH","higher education","104","0.657233447676774","0.583458556832048","0.731008338521501","3"
"Just right","1993","(Married) couple without C. ","in school","","","","","3"
"Just right","1993","(Married) couple without C. ","inadequately","58","0.761649858325725","0.665858422076981","0.857441294574468","3"
"Just right","1993","(Married) couple without C. ","vocational + Abi","75","0.757945618698916","0.676018262776081","0.839872974621751","3"
"Just right","1993","(Married) couple without C. ","higher vocational","154","0.688816015303791","0.627637774091352","0.74999425651623","3"
"Just right","1993","(Married) couple without C. ","higher education","266","0.620069465921774","0.572622621206951","0.667516310636598","3"
"Just right","1993","Couple + C. LE 16 ","middle vocational","1041","0.632895990462852","0.609784891235851","0.656007089689854","3"
"Just right","1993","Couple + C. LE 16 ","vocational + Abi","56","0.597013609439506","0.501824928076686","0.692202290802327","3"
"Just right","1993","Couple + C. LE 16 ","higher vocational","143","0.654119995683483","0.590833701666485","0.717406289700481","3"
"Just right","1993","Couple + C. GT 16 ","inadequately","119","0.768289340478913","0.703115912652091","0.833462768305735","3"
"Just right","1993","Couple + C. GT 16 ","general elemantary","443","0.817271588188632","0.785657665621014","0.848885510756249","3"
"Just right","1993","Couple + C. GT 16 ","middle vocational","983","0.790886965291883","0.768771744642891","0.813002185940876","3"
"Just right","1993","Couple + C. GT 16 ","vocational + Abi","41","0.656824411071883","0.546390678038981","0.767258144104785","3"
"Just right","1993","Couple + C. GT 16 ","higher vocational","77","0.75148656453095","0.669983908841157","0.832989220220743","3"
"Just right","1993","Couple + C. GT 16 ","higher education","184","0.796566160913405","0.74509823301216","0.848034088814649","3"
"Just right","1993","Couple + C. LE and GT 16","in school","46","0.581297687340509","0.47516210130391","0.687433273377108","3"
"Just right","1993","Couple + C. LE and GT 16","inadequately","71","0.65311701264333","0.565357163523977","0.740876861762684","3"
"Just right","1993","Couple + C. LE and GT 16","general elemantary","197","0.644193301656931","0.592381781898125","0.696004821415736","3"
"Just right","1993","Couple + C. LE and GT 16","higher vocational","43","0.718269683226946","0.606296814190443","0.830242552263448","3"
"Just right","1993","Couple + C. LE and GT 16","higher education","72","0.64860322403549","0.56209774847679","0.73510869959419","3"
"Just right","1993","(Married) couple without C. ","general elemantary","493","0.840968298626865","0.81199459289421","0.86994200435952","3"
"Just right","1993","(Married) couple without C. ","middle vocational","1365","0.763223869679831","0.743693640999993","0.782754098359669","3"
"Just right","1993","Single parent ","in school","14","","","","3"
"Just right","1993","Single parent ","inadequately","22","","","","3"
"Just right","1993","Single parent ","general elemantary","107","0.746789502822234","0.676493702626754","0.817085303017714","3"
"Just right","1993","Single parent ","middle vocational","214","0.750449715481088","0.700556786170258","0.800342644791918","3"
"Just right","1993","Single parent ","vocational + Abi","6","","","","3"
"Just right","1993","Single parent ","higher vocational","11","","","","3"
"Just right","1993","Single parent ","higher education","36","0.587809894107903","0.468147237558427","0.707472550657379","3"
"Just right","1993","Couple + C. LE 16 ","in school","","","","","3"
"Just right","1993","Couple + C. LE 16 ","inadequately","49","0.473580288058693","0.374217194535449","0.572943381581938","3"
"Just right","1993","Couple + C. LE 16 ","general elemantary","227","0.588585782800606","0.539996049911171","0.637175515690041","3"
"Just right","1993","Couple + C. LE 16 ","higher education","311","0.548374403337291","0.507193627725299","0.589555178949283","3"
"Just right","1993","Couple + C. GT 16 ","in school","51","0.768331012231488","0.670195306787819","0.866466717675157","3"
"Much too big","1993","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Much too big","1993","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Much too big","1993","Couple + C. LE and GT 16","middle vocational","","","","","5"
"Much too big","1993","Couple + C. LE and GT 16","higher education","","","","","5"
"Much too big","1993","1-pers.-HH","in school","","","","","5"
"Much too big","1993","1-pers.-HH","inadequately","","","","","5"
"Much too big","1993","1-pers.-HH","general elemantary","3","","","","5"
"Much too big","1993","1-pers.-HH","middle vocational","8","","","","5"
"Much too big","1993","1-pers.-HH","vocational + Abi","1","","","","5"
"Much too big","1993","1-pers.-HH","higher vocational","3","","","","5"
"Much too big","1993","1-pers.-HH","higher education","3","","","","5"
"Much too big","1993","(Married) couple without C. ","in school","","","","","5"
"Much too big","1993","(Married) couple without C. ","inadequately","","","","","5"
"Much too big","1993","(Married) couple without C. ","general elemantary","5","","","","5"
"Much too big","1993","(Married) couple without C. ","middle vocational","13","","","","5"
"Much too big","1993","(Married) couple without C. ","vocational + Abi","","","","","5"
"Much too big","1993","(Married) couple without C. ","higher education","","","","","5"
"Much too big","1993","Single parent ","in school","","","","","5"
"Much too big","1993","Single parent ","inadequately","","","","","5"
"Much too big","1993","Single parent ","general elemantary","2","","","","5"
"Much too big","1993","Single parent ","middle vocational","2","","","","5"
"Much too big","1993","Single parent ","vocational + Abi","1","","","","5"
"Much too big","1993","Single parent ","higher vocational","","","","","5"
"Much too big","1993","Single parent ","higher education","3","","","","5"
"Much too big","1993","Couple + C. LE 16 ","in school","","","","","5"
"Much too big","1993","Couple + C. LE 16 ","inadequately","","","","","5"
"Much too big","1993","Couple + C. LE 16 ","general elemantary","","","","","5"
"Much too big","1993","Couple + C. LE 16 ","middle vocational","3","","","","5"
"Much too big","1993","Couple + C. LE 16 ","vocational + Abi","1","","","","5"
"Much too big","1993","Couple + C. LE 16 ","higher vocational","2","","","","5"
"Much too big","1993","Couple + C. LE 16 ","higher education","","","","","5"
"Much too big","1993","Couple + C. GT 16 ","in school","","","","","5"
"Much too big","1993","Couple + C. GT 16 ","inadequately","","","","","5"
"Much too big","1993","Couple + C. GT 16 ","general elemantary","1","","","","5"
"Much too big","1993","Couple + C. GT 16 ","middle vocational","3","","","","5"
"Much too big","1993","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"Much too big","1993","Couple + C. GT 16 ","higher vocational","","","","","5"
"Much too big","1993","Couple + C. GT 16 ","higher education","","","","","5"
"Much too big","1993","Couple + C. LE and GT 16","in school","","","","","5"
"Much too big","1993","Couple + C. LE and GT 16","inadequately","","","","","5"
"Much too big","1993","Couple + C. LE and GT 16","general elemantary","","","","","5"
"Much too big","1993","(Married) couple without C. ","higher vocational","2","","","","5"
"Much too small","1993","(Married) couple without C. ","vocational + Abi","6","","","","1"
"Much too small","1993","1-pers.-HH","in school","","","","","1"
"Much too small","1993","1-pers.-HH","inadequately","1","","","","1"
"Much too small","1993","1-pers.-HH","general elemantary","11","","","","1"
"Much too small","1993","1-pers.-HH","middle vocational","11","","","","1"
"Much too small","1993","1-pers.-HH","vocational + Abi","2","","","","1"
"Much too small","1993","1-pers.-HH","higher vocational","1","","","","1"
"Much too small","1993","1-pers.-HH","higher education","5","","","","1"
"Much too small","1993","(Married) couple without C. ","in school","","","","","1"
"Much too small","1993","(Married) couple without C. ","inadequately","4","","","","1"
"Much too small","1993","(Married) couple without C. ","general elemantary","15","","","","1"
"Much too small","1993","(Married) couple without C. ","middle vocational","35","0.0127361767892139","0.00758450071135798","0.0178878528670699","1"
"Much too small","1993","(Married) couple without C. ","higher vocational","5","","","","1"
"Much too small","1993","(Married) couple without C. ","higher education","7","","","","1"
"Much too small","1993","Single parent ","in school","","","","","1"
"Much too small","1993","Single parent ","inadequately","5","","","","1"
"Much too small","1993","Single parent ","general elemantary","6","","","","1"
