"hlf0071_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1","1984","16-34 y.","1-pers.-HH","22","","",""
"1","1984","16-34 y.","(Married) couple without C. ","22","","",""
"1","1984","16-34 y.","Single parent ","13","","",""
"1","1984","16-34 y.","Couple + C. LE 16 ","124","0.0689390540156569","0.0561605112029052","0.0817175968284086"
"1","1984","16-34 y.","Couple + C. GT 16 ","14","","",""
"1","1984","16-34 y.","Couple + C. LE and GT 16","46","0.0579671293486334","0.0407420072315061","0.0751922514657607"
"1","1984","35-65 y.","1-pers.-HH","25","","",""
"1","1984","35-65 y.","(Married) couple without C. ","11","","",""
"1","1984","35-65 y.","Single parent ","9","","",""
"1","1984","35-65 y.","Couple + C. LE 16 ","79","0.0323539566206577","0.0235933222584905","0.041114590982825"
"1","1984","35-65 y.","Couple + C. GT 16 ","16","","",""
"1","1984","35-65 y.","Couple + C. LE and GT 16","67","0.0538328440803919","0.039934887036678","0.0677308011241059"
"1","1984","66 and older","1-pers.-HH","1","","",""
"1","1984","66 and older","(Married) couple without C. ","","","",""
"1","1984","66 and older","Single parent ","","","",""
"1","1984","66 and older","Couple + C. LE 16 ","","","",""
"1","1984","66 and older","Couple + C. GT 16 ","","","",""
"1","1984","66 and older","Couple + C. LE and GT 16","","","",""
"2","1984","16-34 y.","1-pers.-HH","77","0.218881280047167","0.175868575844597","0.261893984249738"
"2","1984","16-34 y.","(Married) couple without C. ","147","0.224349978255387","0.192131792752217","0.256568163758557"
"2","1984","16-34 y.","Single parent ","45","0.147361427711308","0.106352204715242","0.188370650707375"
"2","1984","16-34 y.","Couple + C. LE 16 ","401","0.238506298737065","0.217011038790381","0.26000155868375"
"2","1984","16-34 y.","Couple + C. GT 16 ","104","0.0947135321626954","0.0743588859822261","0.115068178343165"
"2","1984","16-34 y.","Couple + C. LE and GT 16","134","0.174467851758386","0.146493303243137","0.202442400273635"
"2","1984","35-65 y.","1-pers.-HH","53","0.0930057700983084","0.0679214874840204","0.118090052712596"
"2","1984","35-65 y.","(Married) couple without C. ","141","0.0901745981694923","0.0755768744154085","0.104772321923576"
"2","1984","35-65 y.","Single parent ","36","0.121446141695628","0.0820437863115558","0.160848497079699"
"2","1984","35-65 y.","Couple + C. LE 16 ","320","0.187148867539032","0.167837514560013","0.206460220518051"
"2","1984","35-65 y.","Couple + C. GT 16 ","142","0.0855134755770842","0.0693511033330559","0.101675847821112"
"2","1984","35-65 y.","Couple + C. LE and GT 16","184","0.158276626264341","0.135799724152394","0.180753528376287"
"2","1984","66 and older","1-pers.-HH","16","","",""
"2","1984","66 and older","(Married) couple without C. ","28","","",""
"2","1984","66 and older","Single parent ","1","","",""
"2","1984","66 and older","Couple + C. LE 16 ","","","",""
"2","1984","66 and older","Couple + C. GT 16 ","3","","",""
"2","1984","66 and older","Couple + C. LE and GT 16","","","",""
"3","1984","16-34 y.","1-pers.-HH","232","0.661572976130064","0.612351423331939","0.710794528928189"
"3","1984","16-34 y.","(Married) couple without C. ","447","0.695934214636299","0.660406029046808","0.73146240022579"
"3","1984","16-34 y.","Single parent ","211","0.76545902635656","0.716438555459282","0.814479497253839"
"3","1984","16-34 y.","Couple + C. LE 16 ","938","0.654672021091618","0.630689911062385","0.678654131120851"
"3","1984","16-34 y.","Couple + C. GT 16 ","630","0.829828849834613","0.803707130520498","0.855950569148728"
"3","1984","16-34 y.","Couple + C. LE and GT 16","509","0.736608465243166","0.704140307794337","0.769076622691995"
"3","1984","35-65 y.","1-pers.-HH","371","0.721260514479572","0.682535659306624","0.759985369652519"
"3","1984","35-65 y.","(Married) couple without C. ","1198","0.808124487481584","0.788056079851354","0.828192895111814"
"3","1984","35-65 y.","Single parent ","202","0.789586673038425","0.740418660462617","0.838754685614232"
"3","1984","35-65 y.","Couple + C. LE 16 ","1090","0.717469886477545","0.695177949652546","0.739761823302544"
"3","1984","35-65 y.","Couple + C. GT 16 ","921","0.833803717746385","0.812288698608415","0.855318736884355"
"3","1984","35-65 y.","Couple + C. LE and GT 16","730","0.746865125099831","0.720089448738435","0.773640801461226"
"3","1984","66 and older","1-pers.-HH","380","0.821588346434669","0.786752381462188","0.85642431140715"
"3","1984","66 and older","(Married) couple without C. ","495","0.862177702999139","0.834026627934867","0.890328778063412"
"3","1984","66 and older","Single parent ","24","","",""
"3","1984","66 and older","Couple + C. LE 16 ","2","","",""
"3","1984","66 and older","Couple + C. GT 16 ","41","0.861947560965012","0.764361017194459","0.959534104735566"
"3","1984","66 and older","Couple + C. LE and GT 16","","","",""
"4","1984","16-34 y.","1-pers.-HH","17","","",""
"4","1984","16-34 y.","(Married) couple without C. ","24","","",""
"4","1984","16-34 y.","Single parent ","16","","",""
"4","1984","16-34 y.","Couple + C. LE 16 ","42","0.032833663996165","0.0238455229701683","0.0418218050221618"
"4","1984","16-34 y.","Couple + C. GT 16 ","42","0.0600738926348758","0.0435560140281587","0.0765917712415928"
"4","1984","16-34 y.","Couple + C. LE and GT 16","15","","",""
"4","1984","35-65 y.","1-pers.-HH","49","0.117752797165259","0.0899156171604884","0.14558997717003"
"4","1984","35-65 y.","(Married) couple without C. ","120","0.0930307441696626","0.0782269330830149","0.10783455525631"
"4","1984","35-65 y.","Single parent ","14","","",""
"4","1984","35-65 y.","Couple + C. LE 16 ","73","0.0587070152639684","0.0470678722585351","0.0703461582694016"
"4","1984","35-65 y.","Couple + C. GT 16 ","65","0.064890453440258","0.0506533768733432","0.0791275300071728"
"4","1984","35-65 y.","Couple + C. LE and GT 16","26","","",""
"4","1984","66 and older","1-pers.-HH","57","0.123848586350258","0.0938760006505737","0.153821172049942"
"4","1984","66 and older","(Married) couple without C. ","48","0.0822051971114963","0.059773647116329","0.104636747106664"
"4","1984","66 and older","Single parent ","2","","",""
"4","1984","66 and older","Couple + C. LE 16 ","1","","",""
"4","1984","66 and older","Couple + C. GT 16 ","4","","",""
"4","1984","66 and older","Couple + C. LE and GT 16","","","",""
"5","1984","16-34 y.","1-pers.-HH","7","","",""
"5","1984","16-34 y.","(Married) couple without C. ","4","","",""
"5","1984","16-34 y.","Single parent ","2","","",""
"5","1984","16-34 y.","Couple + C. LE 16 ","5","","",""
"5","1984","16-34 y.","Couple + C. GT 16 ","5","","",""
"5","1984","16-34 y.","Couple + C. LE and GT 16","3","","",""
"5","1984","35-65 y.","1-pers.-HH","17","","",""
"5","1984","35-65 y.","(Married) couple without C. ","9","","",""
"5","1984","35-65 y.","Single parent ","3","","",""
"5","1984","35-65 y.","Couple + C. LE 16 ","5","","",""
"5","1984","35-65 y.","Couple + C. GT 16 ","6","","",""
"5","1984","35-65 y.","Couple + C. LE and GT 16","6","","",""
"5","1984","66 and older","1-pers.-HH","10","","",""
"5","1984","66 and older","(Married) couple without C. ","5","","",""
"5","1984","66 and older","Single parent ","1","","",""
"5","1984","66 and older","Couple + C. LE 16 ","","","",""
"5","1984","66 and older","Couple + C. GT 16 ","","","",""
"5","1984","66 and older","Couple + C. LE and GT 16","","","",""
"1","1985","16-34 y.","1-pers.-HH","16","","",""
"1","1985","16-34 y.","(Married) couple without C. ","27","","",""
"1","1985","16-34 y.","Single parent ","11","","",""
"1","1985","16-34 y.","Couple + C. LE 16 ","81","0.0475577218856956","0.0356686235669479","0.0594468202044433"
"1","1985","16-34 y.","Couple + C. GT 16 ","30","0.0258367403694771","0.0150501965334982","0.0366232842054561"
"1","1985","16-34 y.","Couple + C. LE and GT 16","31","0.0446644594373645","0.0284699763304281","0.0608589425443009"
"1","1985","35-65 y.","1-pers.-HH","20","","",""
"1","1985","35-65 y.","(Married) couple without C. ","16","","",""
"1","1985","35-65 y.","Single parent ","6","","",""
"1","1985","35-65 y.","Couple + C. LE 16 ","70","0.0427677880905441","0.0322698706845061","0.0532657054965821"
"1","1985","35-65 y.","Couple + C. GT 16 ","34","0.01884733789593","0.0109396007125938","0.0267550750792661"
"1","1985","35-65 y.","Couple + C. LE and GT 16","37","0.02949666113416","0.0182018387851478","0.0407914834831722"
"1","1985","66 and older","1-pers.-HH","2","","",""
"1","1985","66 and older","(Married) couple without C. ","","","",""
"1","1985","66 and older","Single parent ","1","","",""
"1","1985","66 and older","Couple + C. LE 16 ","","","",""
"1","1985","66 and older","Couple + C. GT 16 ","1","","",""
"1","1985","66 and older","Couple + C. LE and GT 16","","","",""
"2","1985","16-34 y.","1-pers.-HH","70","0.205709556808677","0.161897754680698","0.249521358936657"
"2","1985","16-34 y.","(Married) couple without C. ","108","0.182796051065502","0.151582794897309","0.214009307233695"
"2","1985","16-34 y.","Single parent ","55","0.177599812751812","0.132674765237624","0.222524860266001"
"2","1985","16-34 y.","Couple + C. LE 16 ","305","0.222961129773544","0.199709413501066","0.246212846046023"
"2","1985","16-34 y.","Couple + C. GT 16 ","93","0.0988742349278525","0.0785795716163653","0.11916889823934"
"2","1985","16-34 y.","Couple + C. LE and GT 16","113","0.14668606770899","0.118949230742362","0.174422904675619"
"2","1985","35-65 y.","1-pers.-HH","45","0.0879800435026622","0.0616909919168293","0.114269095088495"
"2","1985","35-65 y.","(Married) couple without C. ","92","0.0612465892866391","0.048398553057407","0.0740946255158712"
"2","1985","35-65 y.","Single parent ","38","0.127101183028699","0.0846948551508846","0.169507510906513"
"2","1985","35-65 y.","Couple + C. LE 16 ","314","0.189619950202345","0.16928128305168","0.20995861735301"
"2","1985","35-65 y.","Couple + C. GT 16 ","115","0.0910644225496861","0.0743342721268587","0.107794572972514"
"2","1985","35-65 y.","Couple + C. LE and GT 16","150","0.14412855090328","0.120682282207771","0.167574819598788"
"2","1985","66 and older","1-pers.-HH","14","","",""
"2","1985","66 and older","(Married) couple without C. ","18","","",""
"2","1985","66 and older","Single parent ","1","","",""
"2","1985","66 and older","Couple + C. LE 16 ","","","",""
"2","1985","66 and older","Couple + C. GT 16 ","8","","",""
"2","1985","66 and older","Couple + C. LE and GT 16","","","",""
"3","1985","16-34 y.","1-pers.-HH","219","0.687424331210015","0.637182640097057","0.737666022322973"
"3","1985","16-34 y.","(Married) couple without C. ","416","0.715028583288454","0.678573944792112","0.751483221784795"
"3","1985","16-34 y.","Single parent ","190","0.705316862223888","0.651725416972824","0.758908307474951"
"3","1985","16-34 y.","Couple + C. LE 16 ","806","0.687920487965177","0.662037118256884","0.713803857673471"
"3","1985","16-34 y.","Couple + C. GT 16 ","663","0.81233531322589","0.78578885878068","0.838881767671101"
"3","1985","16-34 y.","Couple + C. LE and GT 16","458","0.75938125540711","0.725869070237262","0.792893440576957"
"3","1985","35-65 y.","1-pers.-HH","321","0.709830482484679","0.667710917393573","0.751950047575786"
"3","1985","35-65 y.","(Married) couple without C. ","1104","0.826840085711705","0.806565383831414","0.847114787591996"
"3","1985","35-65 y.","Single parent ","172","0.754784890678312","0.700012823752104","0.80955695760452"
"3","1985","35-65 y.","Couple + C. LE 16 ","980","0.711443002572292","0.687934662439942","0.734951342704642"
"3","1985","35-65 y.","Couple + C. GT 16 ","916","0.821018683249787","0.798727183169358","0.843310183330215"
"3","1985","35-65 y.","Couple + C. LE and GT 16","639","0.771206687730078","0.743165170090208","0.799248205369948"
"3","1985","66 and older","1-pers.-HH","336","0.840735585054052","0.804920581804914","0.876550588303189"
"3","1985","66 and older","(Married) couple without C. ","432","0.878519681540106","0.849769806500393","0.907269556579818"
"3","1985","66 and older","Single parent ","20","","",""
"3","1985","66 and older","Couple + C. LE 16 ","2","","",""
"3","1985","66 and older","Couple + C. GT 16 ","36","0.76995867155703","0.650899155470192","0.889018187643867"
"3","1985","66 and older","Couple + C. LE and GT 16","","","",""
"4","1985","16-34 y.","1-pers.-HH","16","","",""
"4","1985","16-34 y.","(Married) couple without C. ","38","0.0674298202266703","0.0471783197464475","0.0876813207068931"
"4","1985","16-34 y.","Single parent ","20","","",""
"4","1985","16-34 y.","Couple + C. LE 16 ","34","0.0354759472564306","0.0251425626039581","0.045809331908903"
"4","1985","16-34 y.","Couple + C. GT 16 ","41","0.0572296561869274","0.0414367846070934","0.0730225277667615"
"4","1985","16-34 y.","Couple + C. LE and GT 16","22","","",""
"4","1985","35-65 y.","1-pers.-HH","51","0.142555030502947","0.110107992031376","0.175002068974518"
"4","1985","35-65 y.","(Married) couple without C. ","118","0.099718936040318","0.0836643944289633","0.115773477651673"
"4","1985","35-65 y.","Single parent ","16","","",""
"4","1985","35-65 y.","Couple + C. LE 16 ","54","0.0502174659139759","0.0388862741178151","0.0615486577101368"
"4","1985","35-65 y.","Couple + C. GT 16 ","65","0.0625926871335376","0.0485067776867833","0.0766785965802919"
"4","1985","35-65 y.","Couple + C. LE and GT 16","34","0.0525232421770955","0.0376311915485792","0.0674152928056117"
"4","1985","66 and older","1-pers.-HH","39","0.097586970251764","0.0685417615902238","0.126632178913304"
"4","1985","66 and older","(Married) couple without C. ","40","0.0760606913562821","0.052730993767573","0.0993903889449912"
"4","1985","66 and older","Single parent ","4","","",""
"4","1985","66 and older","Couple + C. LE 16 ","","","",""
"4","1985","66 and older","Couple + C. GT 16 ","3","","",""
"4","1985","66 and older","Couple + C. LE and GT 16","","","",""
"5","1985","16-34 y.","1-pers.-HH","6","","",""
"5","1985","16-34 y.","(Married) couple without C. ","","","",""
"5","1985","16-34 y.","Single parent ","2","","",""
"5","1985","16-34 y.","Couple + C. LE 16 ","5","","",""
"5","1985","16-34 y.","Couple + C. GT 16 ","4","","",""
"5","1985","16-34 y.","Couple + C. LE and GT 16","1","","",""
"5","1985","35-65 y.","1-pers.-HH","9","","",""
"5","1985","35-65 y.","(Married) couple without C. ","8","","",""
"5","1985","35-65 y.","Single parent ","5","","",""
"5","1985","35-65 y.","Couple + C. LE 16 ","9","","",""
"5","1985","35-65 y.","Couple + C. GT 16 ","6","","",""
"5","1985","35-65 y.","Couple + C. LE and GT 16","2","","",""
"5","1985","66 and older","1-pers.-HH","10","","",""
"5","1985","66 and older","(Married) couple without C. ","6","","",""
"5","1985","66 and older","Single parent ","2","","",""
"5","1985","66 and older","Couple + C. LE 16 ","","","",""
"5","1985","66 and older","Couple + C. GT 16 ","","","",""
"5","1985","66 and older","Couple + C. LE and GT 16","","","",""
"1","1986","16-34 y.","1-pers.-HH","10","","",""
"1","1986","16-34 y.","(Married) couple without C. ","5","","",""
"1","1986","16-34 y.","Single parent ","3","","",""
"1","1986","16-34 y.","Couple + C. LE 16 ","8","","",""
"1","1986","16-34 y.","Couple + C. GT 16 ","5","","",""
"1","1986","16-34 y.","Couple + C. LE and GT 16","","","",""
"1","1986","35-65 y.","1-pers.-HH","3","","",""
"1","1986","35-65 y.","(Married) couple without C. ","3","","",""
"1","1986","35-65 y.","Single parent ","2","","",""
"1","1986","35-65 y.","Couple + C. LE 16 ","4","","",""
"1","1986","35-65 y.","Couple + C. GT 16 ","6","","",""
"1","1986","35-65 y.","Couple + C. LE and GT 16","","","",""
"1","1986","66 and older","1-pers.-HH","","","",""
"1","1986","66 and older","(Married) couple without C. ","","","",""
"1","1986","66 and older","Single parent ","","","",""
"1","1986","66 and older","Couple + C. LE 16 ","","","",""
"1","1986","66 and older","Couple + C. GT 16 ","1","","",""
"1","1986","66 and older","Couple + C. LE and GT 16","","","",""
"2","1986","16-34 y.","1-pers.-HH","39","0.326490872160214","0.243619830026924","0.409361914293503"
"2","1986","16-34 y.","(Married) couple without C. ","27","","",""
"2","1986","16-34 y.","Single parent ","5","","",""
"2","1986","16-34 y.","Couple + C. LE 16 ","46","0.172347498189733","0.123748131888897","0.220946864490569"
"2","1986","16-34 y.","Couple + C. GT 16 ","6","","",""
"2","1986","16-34 y.","Couple + C. LE and GT 16","2","","",""
"2","1986","35-65 y.","1-pers.-HH","11","","",""
"2","1986","35-65 y.","(Married) couple without C. ","3","","",""
"2","1986","35-65 y.","Single parent ","1","","",""
"2","1986","35-65 y.","Couple + C. LE 16 ","20","","",""
"2","1986","35-65 y.","Couple + C. GT 16 ","7","","",""
"2","1986","35-65 y.","Couple + C. LE and GT 16","4","","",""
"2","1986","66 and older","1-pers.-HH","2","","",""
"2","1986","66 and older","(Married) couple without C. ","","","",""
"2","1986","66 and older","Single parent ","","","",""
"2","1986","66 and older","Couple + C. LE 16 ","","","",""
"2","1986","66 and older","Couple + C. GT 16 ","","","",""
"2","1986","66 and older","Couple + C. LE and GT 16","","","",""
"3","1986","16-34 y.","1-pers.-HH","67","0.533660704011847","0.445499166799519","0.621822241224175"
"3","1986","16-34 y.","(Married) couple without C. ","204","0.780508741665006","0.729707362738821","0.831310120591191"
"3","1986","16-34 y.","Single parent ","29","","",""
"3","1986","16-34 y.","Couple + C. LE 16 ","169","0.748163380026804","0.692308417717798","0.804018342335811"
"3","1986","16-34 y.","Couple + C. GT 16 ","42","0.79116208960686","0.683737389432829","0.89858678978089"
"3","1986","16-34 y.","Couple + C. LE and GT 16","33","0.82380068612564","0.702665733487892","0.944935638763387"
"3","1986","35-65 y.","1-pers.-HH","49","0.810846450936382","0.717071413348268","0.904621488524497"
"3","1986","35-65 y.","(Married) couple without C. ","61","0.725228204624477","0.626791296544041","0.823665112704913"
"3","1986","35-65 y.","Single parent ","23","","",""
"3","1986","35-65 y.","Couple + C. LE 16 ","74","0.710206244198898","0.624246927003039","0.796165561394758"
"3","1986","35-65 y.","Couple + C. GT 16 ","54","0.833192458509102","0.745228644503077","0.921156272515126"
"3","1986","35-65 y.","Couple + C. LE and GT 16","52","0.902828140006785","0.827882690764169","0.9777735892494"
"3","1986","66 and older","1-pers.-HH","13","","",""
"3","1986","66 and older","(Married) couple without C. ","9","","",""
"3","1986","66 and older","Single parent ","","","",""
"3","1986","66 and older","Couple + C. LE 16 ","","","",""
"3","1986","66 and older","Couple + C. GT 16 ","","","",""
"3","1986","66 and older","Couple + C. LE and GT 16","","","",""
"4","1986","16-34 y.","1-pers.-HH","6","","",""
"4","1986","16-34 y.","(Married) couple without C. ","19","","",""
"4","1986","16-34 y.","Single parent ","1","","",""
"4","1986","16-34 y.","Couple + C. LE 16 ","9","","",""
"4","1986","16-34 y.","Couple + C. GT 16 ","2","","",""
"4","1986","16-34 y.","Couple + C. LE and GT 16","3","","",""
"4","1986","35-65 y.","1-pers.-HH","4","","",""
"4","1986","35-65 y.","(Married) couple without C. ","10","","",""
"4","1986","35-65 y.","Single parent ","1","","",""
"4","1986","35-65 y.","Couple + C. LE 16 ","9","","",""
"4","1986","35-65 y.","Couple + C. GT 16 ","2","","",""
"4","1986","35-65 y.","Couple + C. LE and GT 16","4","","",""
"4","1986","66 and older","1-pers.-HH","","","",""
"4","1986","66 and older","(Married) couple without C. ","2","","",""
"4","1986","66 and older","Single parent ","","","",""
"4","1986","66 and older","Couple + C. LE 16 ","","","",""
"4","1986","66 and older","Couple + C. GT 16 ","","","",""
"4","1986","66 and older","Couple + C. LE and GT 16","","","",""
"5","1986","16-34 y.","1-pers.-HH","1","","",""
"5","1986","16-34 y.","(Married) couple without C. ","","","",""
"5","1986","16-34 y.","Single parent ","","","",""
"5","1986","16-34 y.","Couple + C. LE 16 ","","","",""
"5","1986","16-34 y.","Couple + C. GT 16 ","","","",""
"5","1986","16-34 y.","Couple + C. LE and GT 16","","","",""
"5","1986","35-65 y.","1-pers.-HH","","","",""
"5","1986","35-65 y.","(Married) couple without C. ","2","","",""
"5","1986","35-65 y.","Single parent ","","","",""
"5","1986","35-65 y.","Couple + C. LE 16 ","","","",""
"5","1986","35-65 y.","Couple + C. GT 16 ","","","",""
"5","1986","35-65 y.","Couple + C. LE and GT 16","","","",""
"5","1986","66 and older","1-pers.-HH","","","",""
"5","1986","66 and older","(Married) couple without C. ","","","",""
"5","1986","66 and older","Single parent ","","","",""
"5","1986","66 and older","Couple + C. LE 16 ","","","",""
"5","1986","66 and older","Couple + C. GT 16 ","","","",""
"5","1986","66 and older","Couple + C. LE and GT 16","","","",""
"1","1987","16-34 y.","1-pers.-HH","6","","",""
"1","1987","16-34 y.","(Married) couple without C. ","6","","",""
"1","1987","16-34 y.","Single parent ","","","",""
"1","1987","16-34 y.","Couple + C. LE 16 ","9","","",""
"1","1987","16-34 y.","Couple + C. GT 16 ","5","","",""
"1","1987","16-34 y.","Couple + C. LE and GT 16","","","",""
"1","1987","35-65 y.","1-pers.-HH","1","","",""
"1","1987","35-65 y.","(Married) couple without C. ","","","",""
"1","1987","35-65 y.","Single parent ","2","","",""
"1","1987","35-65 y.","Couple + C. LE 16 ","4","","",""
"1","1987","35-65 y.","Couple + C. GT 16 ","4","","",""
"1","1987","35-65 y.","Couple + C. LE and GT 16","","","",""
"1","1987","66 and older","1-pers.-HH","","","",""
"1","1987","66 and older","(Married) couple without C. ","","","",""
"1","1987","66 and older","Single parent ","","","",""
"1","1987","66 and older","Couple + C. LE 16 ","","","",""
"1","1987","66 and older","Couple + C. GT 16 ","1","","",""
"1","1987","66 and older","Couple + C. LE and GT 16","","","",""
"2","1987","16-34 y.","1-pers.-HH","19","","",""
"2","1987","16-34 y.","(Married) couple without C. ","18","","",""
"2","1987","16-34 y.","Single parent ","5","","",""
"2","1987","16-34 y.","Couple + C. LE 16 ","40","0.14989941569772","0.101033472274822","0.198765359120619"
"2","1987","16-34 y.","Couple + C. GT 16 ","8","","",""
"2","1987","16-34 y.","Couple + C. LE and GT 16","5","","",""
"2","1987","35-65 y.","1-pers.-HH","8","","",""
"2","1987","35-65 y.","(Married) couple without C. ","11","","",""
"2","1987","35-65 y.","Single parent ","4","","",""
"2","1987","35-65 y.","Couple + C. LE 16 ","18","","",""
"2","1987","35-65 y.","Couple + C. GT 16 ","10","","",""
"2","1987","35-65 y.","Couple + C. LE and GT 16","6","","",""
"2","1987","66 and older","1-pers.-HH","1","","",""
"2","1987","66 and older","(Married) couple without C. ","","","",""
"2","1987","66 and older","Single parent ","","","",""
"2","1987","66 and older","Couple + C. LE 16 ","","","",""
"2","1987","66 and older","Couple + C. GT 16 ","","","",""
"2","1987","66 and older","Couple + C. LE and GT 16","","","",""
"3","1987","16-34 y.","1-pers.-HH","87","0.75097710806279","0.672281212522237","0.829673003603342"
"3","1987","16-34 y.","(Married) couple without C. ","154","0.787507836255846","0.7300922654533","0.844923407058391"
"3","1987","16-34 y.","Single parent ","28","","",""
"3","1987","16-34 y.","Couple + C. LE 16 ","154","0.821328880284782","0.768889580121824","0.873768180447739"
"3","1987","16-34 y.","Couple + C. GT 16 ","24","","",""
"3","1987","16-34 y.","Couple + C. LE and GT 16","25","","",""
"3","1987","35-65 y.","1-pers.-HH","37","0.716044139904447","0.592290404026699","0.839797875782195"
"3","1987","35-65 y.","(Married) couple without C. ","59","0.808294809875041","0.722035708779985","0.894553910970096"
"3","1987","35-65 y.","Single parent ","17","","",""
"3","1987","35-65 y.","Couple + C. LE 16 ","83","0.660684317445688","0.573385605774717","0.747983029116659"
"3","1987","35-65 y.","Couple + C. GT 16 ","32","0.710800058078817","0.585128813283403","0.83647130287423"
"3","1987","35-65 y.","Couple + C. LE and GT 16","31","0.920686838121006","0.833615377828413","1.0077582984136"
"3","1987","66 and older","1-pers.-HH","11","","",""
"3","1987","66 and older","(Married) couple without C. ","10","","",""
"3","1987","66 and older","Single parent ","1","","",""
"3","1987","66 and older","Couple + C. LE 16 ","","","",""
"3","1987","66 and older","Couple + C. GT 16 ","","","",""
"3","1987","66 and older","Couple + C. LE and GT 16","1","","",""
"4","1987","16-34 y.","1-pers.-HH","4","","",""
"4","1987","16-34 y.","(Married) couple without C. ","17","","",""
"4","1987","16-34 y.","Single parent ","","","",""
"4","1987","16-34 y.","Couple + C. LE 16 ","2","","",""
"4","1987","16-34 y.","Couple + C. GT 16 ","2","","",""
"4","1987","16-34 y.","Couple + C. LE and GT 16","","","",""
"4","1987","35-65 y.","1-pers.-HH","4","","",""
"4","1987","35-65 y.","(Married) couple without C. ","10","","",""
"4","1987","35-65 y.","Single parent ","","","",""
"4","1987","35-65 y.","Couple + C. LE 16 ","8","","",""
"4","1987","35-65 y.","Couple + C. GT 16 ","4","","",""
"4","1987","35-65 y.","Couple + C. LE and GT 16","","","",""
"4","1987","66 and older","1-pers.-HH","4","","",""
"4","1987","66 and older","(Married) couple without C. ","2","","",""
"4","1987","66 and older","Single parent ","","","",""
"4","1987","66 and older","Couple + C. LE 16 ","","","",""
"4","1987","66 and older","Couple + C. GT 16 ","","","",""
"4","1987","66 and older","Couple + C. LE and GT 16","","","",""
"5","1987","16-34 y.","1-pers.-HH","","","",""
"5","1987","16-34 y.","(Married) couple without C. ","","","",""
"5","1987","16-34 y.","Single parent ","2","","",""
