"hlf0071_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Much too small","1984","Schleswig-Holstein","Full Time","6","","",""
"Much too small","1984","Schleswig-Holstein","Part Time","2","","",""
"Much too small","1984","Schleswig-Holstein","Not Working","6","","",""
"Much too small","1984","Hamburg","Full Time","9","","",""
"Much too small","1984","Hamburg","Part Time","1","","",""
"Much too small","1984","Hamburg","Not Working","3","","",""
"Much too small","1984","Lower Saxony","Full Time","15","","",""
"Much too small","1984","Lower Saxony","Part Time","6","","",""
"Much too small","1984","Lower Saxony","Not Working","13","","",""
"Much too small","1984","Bremen","Full Time","2","","",""
"Much too small","1984","Bremen","Part Time","1","","",""
"Much too small","1984","Bremen","Not Working","4","","",""
"Much too small","1984","North Rhine-Westphalia","Full Time","63","0.0271385091113462","0.0187779969300401","0.0354990212926523"
"Much too small","1984","North Rhine-Westphalia","Part Time","18","","",""
"Much too small","1984","North Rhine-Westphalia","Not Working","63","0.0280867054981684","0.0192005641903177","0.0369728468060192"
"Much too small","1984","Hesse","Full Time","27","","",""
"Much too small","1984","Hesse","Part Time","9","","",""
"Much too small","1984","Hesse","Not Working","24","","",""
"Much too small","1984","Rhineland-Palatinate,Saarland","Full Time","15","","",""
"Much too small","1984","Rhineland-Palatinate,Saarland","Part Time","6","","",""
"Much too small","1984","Rhineland-Palatinate,Saarland","Not Working","13","","",""
"Much too small","1984","Baden-Württemberg","Full Time","49","0.0287584153569022","0.0191779424768948","0.0383388882369097"
"Much too small","1984","Baden-Württemberg","Part Time","12","","",""
"Much too small","1984","Baden-Württemberg","Not Working","28","","",""
"Much too small","1984","Bavaria","Full Time","37","0.0222844600017794","0.0131902463880613","0.0313786736154975"
"Much too small","1984","Bavaria","Part Time","13","","",""
"Much too small","1984","Bavaria","Not Working","23","","",""
"Much too small","1984","Berlin","Full Time","10","","",""
"Much too small","1984","Berlin","Part Time","2","","",""
"Much too small","1984","Berlin","Not Working","3","","",""
"Much too small","1984","Brandenburg","Full Time","","","",""
"Much too small","1984","Brandenburg","Part Time","","","",""
"Much too small","1984","Brandenburg","Not Working","","","",""
"Much too small","1984","Mecklenburg-Western Pomerania","Full Time","","","",""
"Much too small","1984","Mecklenburg-Western Pomerania","Part Time","","","",""
"Much too small","1984","Mecklenburg-Western Pomerania","Not Working","","","",""
"Much too small","1984","Saxony","Full Time","","","",""
"Much too small","1984","Saxony","Part Time","","","",""
"Much too small","1984","Saxony","Not Working","","","",""
"Much too small","1984","Saxony-Anhalt","Full Time","","","",""
"Much too small","1984","Saxony-Anhalt","Part Time","","","",""
"Much too small","1984","Saxony-Anhalt","Not Working","","","",""
"Much too small","1984","Thuringia","Full Time","","","",""
"Much too small","1984","Thuringia","Part Time","","","",""
"Much too small","1984","Thuringia","Not Working","","","",""
"A little too small","1984","Schleswig-Holstein","Full Time","29","","",""
"A little too small","1984","Schleswig-Holstein","Part Time","11","","",""
"A little too small","1984","Schleswig-Holstein","Not Working","18","","",""
"A little too small","1984","Hamburg","Full Time","24","","",""
"A little too small","1984","Hamburg","Part Time","16","","",""
"A little too small","1984","Hamburg","Not Working","24","","",""
"A little too small","1984","Lower Saxony","Full Time","74","0.124876737561218","0.095900734749903","0.153852740372534"
"A little too small","1984","Lower Saxony","Part Time","22","","",""
"A little too small","1984","Lower Saxony","Not Working","71","0.105252601980715","0.0793213434095211","0.131183860551909"
"A little too small","1984","Bremen","Full Time","6","","",""
"A little too small","1984","Bremen","Part Time","4","","",""
"A little too small","1984","Bremen","Not Working","9","","",""
"A little too small","1984","North Rhine-Westphalia","Full Time","255","0.160476315000675","0.14159047383085","0.1793621561705"
"A little too small","1984","North Rhine-Westphalia","Part Time","108","0.18795576525719","0.153329047189419","0.222582483324961"
"A little too small","1984","North Rhine-Westphalia","Not Working","179","0.100185211389354","0.0840368884405967","0.116333534338111"
"A little too small","1984","Hesse","Full Time","103","0.123774518086096","0.0972685112370001","0.150280524935191"
"A little too small","1984","Hesse","Part Time","26","","",""
"A little too small","1984","Hesse","Not Working","64","0.0879920388767474","0.0620480734345502","0.113936004318945"
"A little too small","1984","Rhineland-Palatinate,Saarland","Full Time","55","0.125782556417189","0.0923093467044776","0.159255766129899"
"A little too small","1984","Rhineland-Palatinate,Saarland","Part Time","17","","",""
"A little too small","1984","Rhineland-Palatinate,Saarland","Not Working","26","","",""
"A little too small","1984","Baden-Württemberg","Full Time","220","0.163790950236423","0.142575941333771","0.185005959139076"
"A little too small","1984","Baden-Württemberg","Part Time","56","0.104599650966922","0.0719736767811049","0.137225625152739"
"A little too small","1984","Baden-Württemberg","Not Working","99","0.081926688465693","0.0624157308838705","0.101437646047516"
"A little too small","1984","Bavaria","Full Time","195","0.181915367490986","0.158147421817154","0.205683313164818"
"A little too small","1984","Bavaria","Part Time","66","0.178486483668762","0.13887593207376","0.218097035263763"
"A little too small","1984","Bavaria","Not Working","101","0.116002322338299","0.092883098434789","0.139121546241808"
"A little too small","1984","Berlin","Full Time","63","0.249854643205799","0.191439790170001","0.308269496241596"
"A little too small","1984","Berlin","Part Time","24","","",""
"A little too small","1984","Berlin","Not Working","28","","",""
"A little too small","1984","Brandenburg","Full Time","","","",""
"A little too small","1984","Brandenburg","Part Time","","","",""
"A little too small","1984","Brandenburg","Not Working","","","",""
"A little too small","1984","Mecklenburg-Western Pomerania","Full Time","","","",""
"A little too small","1984","Mecklenburg-Western Pomerania","Part Time","","","",""
"A little too small","1984","Mecklenburg-Western Pomerania","Not Working","","","",""
"A little too small","1984","Saxony","Full Time","","","",""
"A little too small","1984","Saxony","Part Time","","","",""
"A little too small","1984","Saxony","Not Working","","","",""
"A little too small","1984","Saxony-Anhalt","Full Time","","","",""
"A little too small","1984","Saxony-Anhalt","Part Time","","","",""
"A little too small","1984","Saxony-Anhalt","Not Working","","","",""
"A little too small","1984","Thuringia","Full Time","","","",""
"A little too small","1984","Thuringia","Part Time","","","",""
"A little too small","1984","Thuringia","Not Working","","","",""
"Just right","1984","Schleswig-Holstein","Full Time","114","0.652237302537835","0.581472421420238","0.723002183655431"
"Just right","1984","Schleswig-Holstein","Part Time","46","0.712758973968504","0.601028305274832","0.824489642662176"
"Just right","1984","Schleswig-Holstein","Not Working","107","0.699796543542982","0.626447204933333","0.773145882152632"
"Just right","1984","Hamburg","Full Time","110","0.747255159409014","0.677239877158121","0.817270441659907"
"Just right","1984","Hamburg","Part Time","23","","",""
"Just right","1984","Hamburg","Not Working","89","0.745944678750816","0.668378416570709","0.823510940930923"
"Just right","1984","Lower Saxony","Full Time","370","0.758730483575674","0.72122816814962","0.796232799001728"
"Just right","1984","Lower Saxony","Part Time","155","0.808168177545852","0.753324484044858","0.863011871046847"
"Just right","1984","Lower Saxony","Not Working","411","0.78446005229513","0.74971393702918","0.819206167561079"
"Just right","1984","Bremen","Full Time","27","","",""
"Just right","1984","Bremen","Part Time","17","","",""
"Just right","1984","Bremen","Not Working","54","0.790679260441913","0.696050049103556","0.885308471780269"
"Just right","1984","North Rhine-Westphalia","Full Time","1050","0.738842057650335","0.716240321097725","0.761443794202945"
"Just right","1984","North Rhine-Westphalia","Part Time","331","0.720080355226097","0.680287891221299","0.759872819230895"
"Just right","1984","North Rhine-Westphalia","Not Working","1002","0.790167489329142","0.768267443656074","0.812067535002209"
"Just right","1984","Hesse","Full Time","432","0.789864879219491","0.757074497821562","0.82265526061742"
"Just right","1984","Hesse","Part Time","157","0.853456848257078","0.803946771112647","0.902966925401508"
"Just right","1984","Hesse","Not Working","341","0.801972683747969","0.765475639771361","0.838469727724577"
"Just right","1984","Rhineland-Palatinate,Saarland","Full Time","272","0.744230063595878","0.700189205879573","0.788270921312184"
"Just right","1984","Rhineland-Palatinate,Saarland","Part Time","76","0.709054372729302","0.625310207794078","0.792798537664526"
"Just right","1984","Rhineland-Palatinate,Saarland","Not Working","285","0.800563573612699","0.759515048846676","0.841612098378722"
"Just right","1984","Baden-Württemberg","Full Time","862","0.764371070083347","0.740043022214408","0.788699117952287"
"Just right","1984","Baden-Württemberg","Part Time","255","0.801672711942069","0.759163845111494","0.844181578772644"
"Just right","1984","Baden-Württemberg","Not Working","587","0.811308793168301","0.783473479113346","0.839144107223256"
"Just right","1984","Bavaria","Full Time","726","0.735210094571901","0.708026037225359","0.762394151918443"
"Just right","1984","Bavaria","Part Time","259","0.715747983830704","0.669089275672745","0.762406691988663"
"Just right","1984","Bavaria","Not Working","565","0.791178263528897","0.76183290823109","0.820523618826704"
"Just right","1984","Berlin","Full Time","125","0.639372668160563","0.574581886974273","0.704163449346854"
"Just right","1984","Berlin","Part Time","41","0.64686779652736","0.533269959483515","0.760465633571205"
"Just right","1984","Berlin","Not Working","92","0.7817829227284","0.711321958423912","0.852243887032887"
"Just right","1984","Brandenburg","Full Time","","","",""
"Just right","1984","Brandenburg","Part Time","","","",""
"Just right","1984","Brandenburg","Not Working","","","",""
"Just right","1984","Mecklenburg-Western Pomerania","Full Time","","","",""
"Just right","1984","Mecklenburg-Western Pomerania","Part Time","","","",""
"Just right","1984","Mecklenburg-Western Pomerania","Not Working","","","",""
"Just right","1984","Saxony","Full Time","","","",""
"Just right","1984","Saxony","Part Time","","","",""
"Just right","1984","Saxony","Not Working","","","",""
"Just right","1984","Saxony-Anhalt","Full Time","","","",""
"Just right","1984","Saxony-Anhalt","Part Time","","","",""
"Just right","1984","Saxony-Anhalt","Not Working","","","",""
"Just right","1984","Thuringia","Full Time","","","",""
"Just right","1984","Thuringia","Part Time","","","",""
"Just right","1984","Thuringia","Not Working","","","",""
"A little too big","1984","Schleswig-Holstein","Full Time","21","","",""
"A little too big","1984","Schleswig-Holstein","Part Time","3","","",""
"A little too big","1984","Schleswig-Holstein","Not Working","18","","",""
"A little too big","1984","Hamburg","Full Time","5","","",""
"A little too big","1984","Hamburg","Part Time","2","","",""
"A little too big","1984","Hamburg","Not Working","5","","",""
"A little too big","1984","Lower Saxony","Full Time","36","0.0770316035628162","0.0536598674864784","0.100403339639154"
"A little too big","1984","Lower Saxony","Part Time","13","","",""
"A little too big","1984","Lower Saxony","Not Working","34","0.0694465099769244","0.0479655919929889","0.09092742796086"
"A little too big","1984","Bremen","Full Time","3","","",""
"A little too big","1984","Bremen","Part Time","1","","",""
"A little too big","1984","Bremen","Not Working","4","","",""
"A little too big","1984","North Rhine-Westphalia","Full Time","71","0.0613971260678357","0.0490453518055871","0.0737489003300843"
"A little too big","1984","North Rhine-Westphalia","Part Time","24","","",""
"A little too big","1984","North Rhine-Westphalia","Not Working","81","0.0780309343370863","0.063605110251976","0.0924567584221966"
"A little too big","1984","Hesse","Full Time","28","","",""
"A little too big","1984","Hesse","Part Time","4","","",""
"A little too big","1984","Hesse","Not Working","26","","",""
"A little too big","1984","Rhineland-Palatinate,Saarland","Full Time","31","0.0981508270025375","0.0681183361668981","0.128183317838177"
"A little too big","1984","Rhineland-Palatinate,Saarland","Part Time","13","","",""
"A little too big","1984","Rhineland-Palatinate,Saarland","Not Working","35","0.103278159933283","0.072015169429747","0.134541150436819"
"A little too big","1984","Baden-Württemberg","Full Time","32","0.0358039627205139","0.025152995338131","0.0464549301028968"
"A little too big","1984","Baden-Württemberg","Part Time","14","","",""
"A little too big","1984","Baden-Württemberg","Not Working","43","0.0844263813734556","0.0646469899094089","0.104205772837502"
"A little too big","1984","Bavaria","Full Time","46","0.050906450480833","0.0373639533013554","0.0644489476603106"
"A little too big","1984","Bavaria","Part Time","20","","",""
"A little too big","1984","Bavaria","Not Working","40","0.0597464013374288","0.0426347183774697","0.0768580842973878"
"A little too big","1984","Berlin","Full Time","9","","",""
"A little too big","1984","Berlin","Part Time","1","","",""
"A little too big","1984","Berlin","Not Working","7","","",""
"A little too big","1984","Brandenburg","Full Time","","","",""
"A little too big","1984","Brandenburg","Part Time","","","",""
"A little too big","1984","Brandenburg","Not Working","","","",""
"A little too big","1984","Mecklenburg-Western Pomerania","Full Time","","","",""
"A little too big","1984","Mecklenburg-Western Pomerania","Part Time","","","",""
"A little too big","1984","Mecklenburg-Western Pomerania","Not Working","","","",""
"A little too big","1984","Saxony","Full Time","","","",""
"A little too big","1984","Saxony","Part Time","","","",""
"A little too big","1984","Saxony","Not Working","","","",""
"A little too big","1984","Saxony-Anhalt","Full Time","","","",""
"A little too big","1984","Saxony-Anhalt","Part Time","","","",""
"A little too big","1984","Saxony-Anhalt","Not Working","","","",""
"A little too big","1984","Thuringia","Full Time","","","",""
"A little too big","1984","Thuringia","Part Time","","","",""
"A little too big","1984","Thuringia","Not Working","","","",""
"Much too big","1984","Schleswig-Holstein","Full Time","4","","",""
"Much too big","1984","Schleswig-Holstein","Part Time","1","","",""
"Much too big","1984","Schleswig-Holstein","Not Working","1","","",""
"Much too big","1984","Hamburg","Full Time","","","",""
"Much too big","1984","Hamburg","Part Time","","","",""
"Much too big","1984","Hamburg","Not Working","","","",""
"Much too big","1984","Lower Saxony","Full Time","5","","",""
"Much too big","1984","Lower Saxony","Part Time","2","","",""
"Much too big","1984","Lower Saxony","Not Working","9","","",""
"Much too big","1984","Bremen","Full Time","","","",""
"Much too big","1984","Bremen","Part Time","","","",""
"Much too big","1984","Bremen","Not Working","","","",""
"Much too big","1984","North Rhine-Westphalia","Full Time","12","","",""
"Much too big","1984","North Rhine-Westphalia","Part Time","8","","",""
"Much too big","1984","North Rhine-Westphalia","Not Working","3","","",""
"Much too big","1984","Hesse","Full Time","3","","",""
"Much too big","1984","Hesse","Part Time","","","",""
"Much too big","1984","Hesse","Not Working","3","","",""
"Much too big","1984","Rhineland-Palatinate,Saarland","Full Time","4","","",""
"Much too big","1984","Rhineland-Palatinate,Saarland","Part Time","1","","",""
"Much too big","1984","Rhineland-Palatinate,Saarland","Not Working","5","","",""
"Much too big","1984","Baden-Württemberg","Full Time","6","","",""
"Much too big","1984","Baden-Württemberg","Part Time","1","","",""
"Much too big","1984","Baden-Württemberg","Not Working","2","","",""
"Much too big","1984","Bavaria","Full Time","8","","",""
"Much too big","1984","Bavaria","Part Time","1","","",""
"Much too big","1984","Bavaria","Not Working","8","","",""
"Much too big","1984","Berlin","Full Time","4","","",""
"Much too big","1984","Berlin","Part Time","","","",""
"Much too big","1984","Berlin","Not Working","2","","",""
"Much too big","1984","Brandenburg","Full Time","","","",""
"Much too big","1984","Brandenburg","Part Time","","","",""
"Much too big","1984","Brandenburg","Not Working","","","",""
"Much too big","1984","Mecklenburg-Western Pomerania","Full Time","","","",""
"Much too big","1984","Mecklenburg-Western Pomerania","Part Time","","","",""
"Much too big","1984","Mecklenburg-Western Pomerania","Not Working","","","",""
"Much too big","1984","Saxony","Full Time","","","",""
"Much too big","1984","Saxony","Part Time","","","",""
"Much too big","1984","Saxony","Not Working","","","",""
"Much too big","1984","Saxony-Anhalt","Full Time","","","",""
"Much too big","1984","Saxony-Anhalt","Part Time","","","",""
"Much too big","1984","Saxony-Anhalt","Not Working","","","",""
"Much too big","1984","Thuringia","Full Time","","","",""
"Much too big","1984","Thuringia","Part Time","","","",""
"Much too big","1984","Thuringia","Not Working","","","",""
"Much too small","1985","Schleswig-Holstein","Full Time","3","","",""
"Much too small","1985","Schleswig-Holstein","Part Time","4","","",""
"Much too small","1985","Schleswig-Holstein","Not Working","2","","",""
"Much too small","1985","Hamburg","Full Time","7","","",""
"Much too small","1985","Hamburg","Part Time","4","","",""
"Much too small","1985","Hamburg","Not Working","4","","",""
"Much too small","1985","Lower Saxony","Full Time","9","","",""
"Much too small","1985","Lower Saxony","Part Time","5","","",""
"Much too small","1985","Lower Saxony","Not Working","12","","",""
"Much too small","1985","Bremen","Full Time","","","",""
"Much too small","1985","Bremen","Part Time","","","",""
"Much too small","1985","Bremen","Not Working","","","",""
"Much too small","1985","North Rhine-Westphalia","Full Time","52","0.0321415092555268","0.0225017392584811","0.0417812792525724"
"Much too small","1985","North Rhine-Westphalia","Part Time","18","","",""
"Much too small","1985","North Rhine-Westphalia","Not Working","44","0.0221162161076708","0.0137955805068848","0.0304368517084568"
"Much too small","1985","Hesse","Full Time","25","","",""
"Much too small","1985","Hesse","Part Time","15","","",""
"Much too small","1985","Hesse","Not Working","22","","",""
"Much too small","1985","Rhineland-Palatinate,Saarland","Full Time","27","","",""
"Much too small","1985","Rhineland-Palatinate,Saarland","Part Time","8","","",""
"Much too small","1985","Rhineland-Palatinate,Saarland","Not Working","10","","",""
"Much too small","1985","Baden-Württemberg","Full Time","33","0.0279421565006098","0.0178724591349698","0.0380118538662498"
"Much too small","1985","Baden-Württemberg","Part Time","11","","",""
"Much too small","1985","Baden-Württemberg","Not Working","20","","",""
"Much too small","1985","Bavaria","Full Time","22","","",""
"Much too small","1985","Bavaria","Part Time","13","","",""
"Much too small","1985","Bavaria","Not Working","13","","",""
"Much too small","1985","Berlin","Full Time","12","","",""
"Much too small","1985","Berlin","Part Time","6","","",""
"Much too small","1985","Berlin","Not Working","7","","",""
"Much too small","1985","Brandenburg","Full Time","","","",""
"Much too small","1985","Brandenburg","Part Time","","","",""
"Much too small","1985","Brandenburg","Not Working","","","",""
"Much too small","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"Much too small","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"Much too small","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"Much too small","1985","Saxony","Full Time","","","",""
"Much too small","1985","Saxony","Part Time","","","",""
"Much too small","1985","Saxony","Not Working","","","",""
"Much too small","1985","Saxony-Anhalt","Full Time","","","",""
"Much too small","1985","Saxony-Anhalt","Part Time","","","",""
"Much too small","1985","Saxony-Anhalt","Not Working","","","",""
"Much too small","1985","Thuringia","Full Time","","","",""
"Much too small","1985","Thuringia","Part Time","","","",""
"Much too small","1985","Thuringia","Not Working","","","",""
"A little too small","1985","Schleswig-Holstein","Full Time","15","","",""
"A little too small","1985","Schleswig-Holstein","Part Time","11","","",""
"A little too small","1985","Schleswig-Holstein","Not Working","15","","",""
"A little too small","1985","Hamburg","Full Time","37","0.247483071780951","0.172722262807936","0.322243880753966"
"A little too small","1985","Hamburg","Part Time","12","","",""
"A little too small","1985","Hamburg","Not Working","18","","",""
"A little too small","1985","Lower Saxony","Full Time","40","0.0882029510286094","0.0615837206215225","0.114822181435696"
"A little too small","1985","Lower Saxony","Part Time","18","","",""
"A little too small","1985","Lower Saxony","Not Working","36","0.0573971230058629","0.0366535306997893","0.0781407153119366"
"A little too small","1985","Bremen","Full Time","8","","",""
