"hlf0071_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"A little too small","1985","Bremen","Part Time","6","","",""
"A little too small","1985","Bremen","Not Working","10","","",""
"A little too small","1985","North Rhine-Westphalia","Full Time","218","0.157920497167606","0.137989757974746","0.177851236360466"
"A little too small","1985","North Rhine-Westphalia","Part Time","79","0.149493379235753","0.117291036621098","0.181695721850407"
"A little too small","1985","North Rhine-Westphalia","Not Working","171","0.100623037863027","0.0836023518668803","0.117643723859174"
"A little too small","1985","Hesse","Full Time","100","0.153966034253601","0.12294524947901","0.184986819028192"
"A little too small","1985","Hesse","Part Time","48","0.211297166445715","0.153250828276653","0.269343504614777"
"A little too small","1985","Hesse","Not Working","65","0.101406753217817","0.0726398626326775","0.130173643802956"
"A little too small","1985","Rhineland-Palatinate,Saarland","Full Time","41","0.103706412636629","0.0709114606367713","0.136501364636487"
"A little too small","1985","Rhineland-Palatinate,Saarland","Part Time","7","","",""
"A little too small","1985","Rhineland-Palatinate,Saarland","Not Working","33","0.0747687552647921","0.0466036805276227","0.102933830001961"
"A little too small","1985","Baden-Württemberg","Full Time","156","0.111982008663977","0.0927145066672173","0.131249510660736"
"A little too small","1985","Baden-Württemberg","Part Time","49","0.146047224118519","0.10839823484414","0.183696213392898"
"A little too small","1985","Baden-Württemberg","Not Working","78","0.0802575167245466","0.0598067673398819","0.100708266109211"
"A little too small","1985","Bavaria","Full Time","158","0.153949448887747","0.130091072862032","0.177807824913461"
"A little too small","1985","Bavaria","Part Time","57","0.156340779379082","0.118928560131677","0.193752998626488"
"A little too small","1985","Bavaria","Not Working","93","0.107585663659153","0.0839641440987525","0.131207183219553"
"A little too small","1985","Berlin","Full Time","37","0.232815064214339","0.168133317536956","0.297496810891721"
"A little too small","1985","Berlin","Part Time","19","","",""
"A little too small","1985","Berlin","Not Working","12","","",""
"A little too small","1985","Brandenburg","Full Time","","","",""
"A little too small","1985","Brandenburg","Part Time","","","",""
"A little too small","1985","Brandenburg","Not Working","","","",""
"A little too small","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"A little too small","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"A little too small","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"A little too small","1985","Saxony","Full Time","","","",""
"A little too small","1985","Saxony","Part Time","","","",""
"A little too small","1985","Saxony","Not Working","","","",""
"A little too small","1985","Saxony-Anhalt","Full Time","","","",""
"A little too small","1985","Saxony-Anhalt","Part Time","","","",""
"A little too small","1985","Saxony-Anhalt","Not Working","","","",""
"A little too small","1985","Thuringia","Full Time","","","",""
"A little too small","1985","Thuringia","Part Time","","","",""
"A little too small","1985","Thuringia","Not Working","","","",""
"Just right","1985","Schleswig-Holstein","Full Time","117","0.765741232002084","0.698410204684545","0.833072259319624"
"Just right","1985","Schleswig-Holstein","Part Time","37","0.558812209581872","0.436203166732648","0.681421252431097"
"Just right","1985","Schleswig-Holstein","Not Working","108","0.805612782646129","0.739347686389128","0.87187787890313"
"Just right","1985","Hamburg","Full Time","78","0.654472183767205","0.572090586063164","0.736853781471246"
"Just right","1985","Hamburg","Part Time","24","","",""
"Just right","1985","Hamburg","Not Working","81","0.773844340870201","0.694946203849723","0.85274247789068"
"Just right","1985","Lower Saxony","Full Time","350","0.801226955149822","0.763767507666899","0.838686402632745"
"Just right","1985","Lower Saxony","Part Time","143","0.798831419925973","0.740591597590386","0.857071242261561"
"Just right","1985","Lower Saxony","Not Working","386","0.806832461481279","0.771625116155528","0.842039806807029"
"Just right","1985","Bremen","Full Time","18","","",""
"Just right","1985","Bremen","Part Time","14","","",""
"Just right","1985","Bremen","Not Working","49","0.808827414452244","0.713233080624037","0.904421748280451"
"Just right","1985","North Rhine-Westphalia","Full Time","945","0.742453006590447","0.718553423008196","0.766352590172697"
"Just right","1985","North Rhine-Westphalia","Part Time","339","0.751481932370622","0.712453968595663","0.79050989614558"
"Just right","1985","North Rhine-Westphalia","Not Working","927","0.811931931515997","0.789822640767633","0.834041222264361"
"Just right","1985","Hesse","Full Time","372","0.754413070470359","0.717417166292339","0.79140897464838"
"Just right","1985","Hesse","Part Time","118","0.678583732117355","0.612177790458713","0.744989673775998"
"Just right","1985","Hesse","Not Working","312","0.795881309615167","0.757471385697889","0.834291233532445"
"Just right","1985","Rhineland-Palatinate,Saarland","Full Time","243","0.760779341604983","0.714890431246211","0.806668251963754"
"Just right","1985","Rhineland-Palatinate,Saarland","Part Time","81","0.790405983073691","0.712180911092952","0.86863105505443"
"Just right","1985","Rhineland-Palatinate,Saarland","Not Working","264","0.813672702771705","0.771977239564551","0.855368165978859"
"Just right","1985","Baden-Württemberg","Full Time","795","0.794345797092444","0.769650514547141","0.819041079637746"
"Just right","1985","Baden-Württemberg","Part Time","261","0.774487164001162","0.72993359632725","0.819040731675074"
"Just right","1985","Baden-Württemberg","Not Working","533","0.810357045881542","0.780849043741599","0.839865048021486"
"Just right","1985","Bavaria","Full Time","635","0.746886405483016","0.71814297054914","0.775629840416891"
"Just right","1985","Bavaria","Part Time","264","0.729478147518637","0.683716555447079","0.775239739590196"
"Just right","1985","Bavaria","Not Working","501","0.783803791541046","0.752422191870063","0.815185391212028"
"Just right","1985","Berlin","Full Time","108","0.683108534817411","0.611900943743587","0.754316125891235"
"Just right","1985","Berlin","Part Time","49","0.683761830096162","0.580566424964105","0.786957235228219"
"Just right","1985","Berlin","Not Working","96","0.845207422565203","0.781285143273726","0.90912970185668"
"Just right","1985","Brandenburg","Full Time","","","",""
"Just right","1985","Brandenburg","Part Time","","","",""
"Just right","1985","Brandenburg","Not Working","","","",""
"Just right","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"Just right","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"Just right","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"Just right","1985","Saxony","Full Time","","","",""
"Just right","1985","Saxony","Part Time","","","",""
"Just right","1985","Saxony","Not Working","","","",""
"Just right","1985","Saxony-Anhalt","Full Time","","","",""
"Just right","1985","Saxony-Anhalt","Part Time","","","",""
"Just right","1985","Saxony-Anhalt","Not Working","","","",""
"Just right","1985","Thuringia","Full Time","","","",""
"Just right","1985","Thuringia","Part Time","","","",""
"Just right","1985","Thuringia","Not Working","","","",""
"A little too big","1985","Schleswig-Holstein","Full Time","16","","",""
"A little too big","1985","Schleswig-Holstein","Part Time","10","","",""
"A little too big","1985","Schleswig-Holstein","Not Working","12","","",""
"A little too big","1985","Hamburg","Full Time","6","","",""
"A little too big","1985","Hamburg","Part Time","2","","",""
"A little too big","1985","Hamburg","Not Working","5","","",""
"A little too big","1985","Lower Saxony","Full Time","31","0.0805560602628532","0.0550104323133526","0.106101688212354"
"A little too big","1985","Lower Saxony","Part Time","14","","",""
"A little too big","1985","Lower Saxony","Not Working","47","0.110460159281446","0.082505123000848","0.138415195562045"
"A little too big","1985","Bremen","Full Time","2","","",""
"A little too big","1985","Bremen","Part Time","3","","",""
"A little too big","1985","Bremen","Not Working","6","","",""
"A little too big","1985","North Rhine-Westphalia","Full Time","64","0.0617078435214832","0.0485565995518056","0.0748590874911609"
"A little too big","1985","North Rhine-Westphalia","Part Time","31","0.0712347922260938","0.0480054620259093","0.0944641224262783"
"A little too big","1985","North Rhine-Westphalia","Not Working","45","0.0489544530799729","0.0367461802111633","0.0611627259487825"
"A little too big","1985","Hesse","Full Time","21","","",""
"A little too big","1985","Hesse","Part Time","9","","",""
"A little too big","1985","Hesse","Not Working","21","","",""
"A little too big","1985","Rhineland-Palatinate,Saarland","Full Time","17","","",""
"A little too big","1985","Rhineland-Palatinate,Saarland","Part Time","4","","",""
"A little too big","1985","Rhineland-Palatinate,Saarland","Not Working","25","","",""
"A little too big","1985","Baden-Württemberg","Full Time","41","0.0591918780985715","0.044773314659829","0.0736104415373139"
"A little too big","1985","Baden-Württemberg","Part Time","15","","",""
"A little too big","1985","Baden-Württemberg","Not Working","42","0.0818315503568346","0.0611989096083783","0.102464191105291"
"A little too big","1985","Bavaria","Full Time","60","0.0737101931776316","0.0564362745011286","0.0909841118541345"
"A little too big","1985","Bavaria","Part Time","26","","",""
"A little too big","1985","Bavaria","Not Working","48","0.0780033227652572","0.0575591947952893","0.098447450735225"
"A little too big","1985","Berlin","Full Time","4","","",""
"A little too big","1985","Berlin","Part Time","3","","",""
"A little too big","1985","Berlin","Not Working","6","","",""
"A little too big","1985","Brandenburg","Full Time","","","",""
"A little too big","1985","Brandenburg","Part Time","","","",""
"A little too big","1985","Brandenburg","Not Working","","","",""
"A little too big","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"A little too big","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"A little too big","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"A little too big","1985","Saxony","Full Time","","","",""
"A little too big","1985","Saxony","Part Time","","","",""
"A little too big","1985","Saxony","Not Working","","","",""
"A little too big","1985","Saxony-Anhalt","Full Time","","","",""
"A little too big","1985","Saxony-Anhalt","Part Time","","","",""
"A little too big","1985","Saxony-Anhalt","Not Working","","","",""
"A little too big","1985","Thuringia","Full Time","","","",""
"A little too big","1985","Thuringia","Part Time","","","",""
"A little too big","1985","Thuringia","Not Working","","","",""
"Much too big","1985","Schleswig-Holstein","Full Time","1","","",""
"Much too big","1985","Schleswig-Holstein","Part Time","1","","",""
