"hlf0071_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"A little too big","1985","1-pers.-HH","Rural Area","27","","","","4"
"A little too big","1985","(Married) couple without C. ","Urban Area","140","0.0783264760623632","0.0663269857449612","0.0903259663797651","4"
"A little too big","1985","1-pers.-HH","Urban Area","79","0.0884848341504024","0.0708385641200714","0.106131104180733","4"
"A little too big","1985","(Married) couple without C. ","Rural Area","56","0.115176805664872","0.0871107966299228","0.143242814699821","4"
"A little too big","1985","Couple + C. LE and GT 16","Rural Area","26","","","","4"
"A little too big","1985","Single parent ","Urban Area","22","","","","4"
"A little too big","1985","Couple + C. LE 16 ","Urban Area","68","0.0424030071732333","0.0338273487914227","0.0509786655550438","4"
"A little too big","1985","Single parent ","Rural Area","18","","","","4"
"A little too big","1985","Couple + C. LE 16 ","Rural Area","20","","","","4"
"A little too big","1985","Couple + C. GT 16 ","Urban Area","78","0.0530413442135316","0.0421713886525519","0.0639112997745114","4"
"A little too big","1985","Couple + C. GT 16 ","Rural Area","31","0.0871063698038722","0.0588281897573947","0.11538454985035","4"
"A little too big","1985","Couple + C. LE and GT 16","Urban Area","30","0.0362600683464494","0.0254885816922939","0.0470315550006049","4"
"A little too small","1985","1-pers.-HH","Rural Area","9","","","","2"
"A little too small","1985","(Married) couple without C. ","Urban Area","193","0.0878966320304875","0.0752513623297734","0.100541901731202","2"
"A little too small","1985","(Married) couple without C. ","Rural Area","25","","","","2"
"A little too small","1985","1-pers.-HH","Urban Area","120","0.0996330558733304","0.0810229841414589","0.118243127605202","2"
"A little too small","1985","Single parent ","Urban Area","78","0.149492896659316","0.115711666727163","0.18327412659147","2"
"A little too small","1985","Single parent ","Rural Area","16","","","","2"
"A little too small","1985","Couple + C. LE 16 ","Urban Area","515","0.210889310218938","0.193528339554326","0.228250280883551","2"
"A little too small","1985","Couple + C. LE 16 ","Rural Area","104","0.183529967016756","0.150850322297399","0.216209611736113","2"
"A little too small","1985","Couple + C. GT 16 ","Urban Area","200","0.110292416040296","0.0950991385413929","0.125485693539198","2"
"A little too small","1985","Couple + C. GT 16 ","Rural Area","16","","","","2"
"A little too small","1985","Couple + C. LE and GT 16","Urban Area","208","0.148693334102938","0.128192563862973","0.169194104342903","2"
"A little too small","1985","Couple + C. LE and GT 16","Rural Area","55","0.137105838189445","0.0999952480636397","0.174216428315251","2"
"Just right","1985","(Married) couple without C. ","Urban Area","1542","0.815196919264901","0.797862638847098","0.832531199682705","3"
"Just right","1985","(Married) couple without C. ","Rural Area","410","0.827348791715033","0.794121187700503","0.860576395729564","3"
"Just right","1985","1-pers.-HH","Urban Area","739","0.762344802715634","0.735897223248503","0.788792382182765","3"
"Just right","1985","1-pers.-HH","Rural Area","137","0.777553708756255","0.716628172733696","0.838479244778815","3"
"Just right","1985","Single parent ","Urban Area","304","0.741112905559542","0.69961524679191","0.782610564327174","3"
"Just right","1985","Couple + C. LE 16 ","Urban Area","1395","0.692603323411091","0.672966572724005","0.712240074098176","3"
"Just right","1985","Single parent ","Rural Area","78","0.68493117106882","0.600027717555128","0.769834624582512","3"
"Just right","1985","Couple + C. LE 16 ","Rural Area","393","0.729052414044991","0.691531299742915","0.766573528347066","3"
"Just right","1985","Couple + C. GT 16 ","Urban Area","1294","0.811348049736088","0.792372723707136","0.83032337576504","3"
"Just right","1985","Couple + C. GT 16 ","Rural Area","321","0.831399956826687","0.793855117584743","0.868944796068631","3"
"Just right","1985","Couple + C. LE and GT 16","Urban Area","856","0.773018761696911","0.748882422007368","0.797155101386454","3"
"Just right","1985","Couple + C. LE and GT 16","Rural Area","241","0.749545689153771","0.702798615214773","0.79629276309277","3"
"Much too big","1985","Couple + C. LE 16 ","Urban Area","8","","","","5"
"Much too big","1985","Single parent ","Urban Area","8","","","","5"
"Much too big","1985","Single parent ","Rural Area","1","","","","5"
"Much too big","1985","1-pers.-HH","Urban Area","21","","","","5"
"Much too big","1985","(Married) couple without C. ","Urban Area","10","","","","5"
"Much too big","1985","Couple + C. LE 16 ","Rural Area","6","","","","5"
"Much too big","1985","1-pers.-HH","Rural Area","4","","","","5"
"Much too big","1985","(Married) couple without C. ","Rural Area","4","","","","5"
"Much too big","1985","Couple + C. GT 16 ","Urban Area","7","","","","5"
"Much too big","1985","Couple + C. GT 16 ","Rural Area","3","","","","5"
"Much too big","1985","Couple + C. LE and GT 16","Urban Area","3","","","","5"
"Much too big","1985","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Much too small","1985","1-pers.-HH","Urban Area","36","0.0261403761334025","0.0162265648618482","0.0360541874049569","1"
"Much too small","1985","1-pers.-HH","Rural Area","2","","","","1"
"Much too small","1985","(Married) couple without C. ","Urban Area","41","0.0126075632189631","0.00762468325765199","0.0175904431802741","1"
"Much too small","1985","(Married) couple without C. ","Rural Area","2","","","","1"
"Much too small","1985","Single parent ","Urban Area","16","","","","1"
"Much too small","1985","Single parent ","Rural Area","2","","","","1"
"Much too small","1985","Couple + C. LE 16 ","Urban Area","135","0.0509224771099638","0.0415666247110567","0.0602783295088709","1"
"Much too small","1985","Couple + C. LE 16 ","Rural Area","16","","","","1"
"Much too small","1985","Couple + C. GT 16 ","Urban Area","54","0.0204363662487996","0.0135740115164046","0.0272987209811946","1"
"Much too small","1985","Couple + C. GT 16 ","Rural Area","11","","","","1"
"Much too small","1985","Couple + C. LE and GT 16","Urban Area","60","0.0386313077585719","0.0275268820192939","0.04973573349785","1"
"Much too small","1985","Couple + C. LE and GT 16","Rural Area","8","","","","1"
"A little too big","1986","1-pers.-HH","Rural Area","2","","","","4"
"A little too big","1986","1-pers.-HH","Urban Area","8","","","","4"
"A little too big","1986","(Married) couple without C. ","Urban Area","29","","","","4"
"A little too big","1986","(Married) couple without C. ","Rural Area","2","","","","4"
"A little too big","1986","Couple + C. LE and GT 16","Rural Area","4","","","","4"
"A little too big","1986","Single parent ","Urban Area","1","","","","4"
"A little too big","1986","Couple + C. LE 16 ","Urban Area","12","","","","4"
"A little too big","1986","Single parent ","Rural Area","1","","","","4"
"A little too big","1986","Couple + C. LE 16 ","Rural Area","6","","","","4"
"A little too big","1986","Couple + C. GT 16 ","Urban Area","4","","","","4"
"A little too big","1986","Couple + C. LE and GT 16","Urban Area","3","","","","4"
"A little too big","1986","Couple + C. GT 16 ","Rural Area","","","","","4"
"A little too small","1986","(Married) couple without C. ","Urban Area","26","","","","2"
"A little too small","1986","1-pers.-HH","Rural Area","1","","","","2"
"A little too small","1986","1-pers.-HH","Urban Area","51","0.267510251617775","0.202662851949171","0.332357651286379","2"
"A little too small","1986","Single parent ","Urban Area","4","","","","2"
"A little too small","1986","Single parent ","Rural Area","2","","","","2"
"A little too small","1986","(Married) couple without C. ","Rural Area","4","","","","2"
"A little too small","1986","Couple + C. LE 16 ","Urban Area","56","0.175802328261675","0.130730952729447","0.220873703793904","2"
"A little too small","1986","Couple + C. LE 16 ","Rural Area","10","","","","2"
"A little too small","1986","Couple + C. GT 16 ","Urban Area","13","","","","2"
"A little too small","1986","Couple + C. GT 16 ","Rural Area","","","","","2"
"A little too small","1986","Couple + C. LE and GT 16","Urban Area","6","","","","2"
"A little too small","1986","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Just right","1986","(Married) couple without C. ","Urban Area","227","0.731307959224334","0.680289581708356","0.782326336740312","3"
"Just right","1986","1-pers.-HH","Urban Area","108","0.635178034972304","0.564658441450271","0.705697628494337","3"
"Just right","1986","1-pers.-HH","Rural Area","21","","","","3"
"Just right","1986","(Married) couple without C. ","Rural Area","47","0.943666363446844","0.882732336880014","1.00460039001367","3"
"Just right","1986","Single parent ","Urban Area","44","0.904204030974592","0.82421079677775","0.984197265171435","3"
"Just right","1986","Single parent ","Rural Area","8","","","","3"
"Just right","1986","Couple + C. LE 16 ","Urban Area","196","0.74407368443477","0.69240370907968","0.795743659789861","3"
"Just right","1986","Couple + C. LE 16 ","Rural Area","47","0.71325723495192","0.603315967368203","0.823198502535638","3"
"Just right","1986","Couple + C. GT 16 ","Urban Area","79","0.885526164402373","0.822490132106046","0.9485621966987","3"
"Just right","1986","Couple + C. GT 16 ","Rural Area","17","","","","3"
"Just right","1986","Couple + C. LE and GT 16","Urban Area","65","0.91873979186519","0.856485763436049","0.980993820294331","3"
"Just right","1986","Couple + C. LE and GT 16","Rural Area","20","","","","3"
"Much too big","1986","Couple + C. LE 16 ","Urban Area","","","","","5"
"Much too big","1986","Single parent ","Rural Area","","","","","5"
"Much too big","1986","Single parent ","Urban Area","","","","","5"
"Much too big","1986","1-pers.-HH","Urban Area","1","","","","5"
"Much too big","1986","(Married) couple without C. ","Urban Area","2","","","","5"
