"hlf0071_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Much too big","1986","1-pers.-HH","Rural Area","","","","","5"
"Much too big","1986","Couple + C. LE 16 ","Rural Area","","","","","5"
"Much too big","1986","(Married) couple without C. ","Rural Area","","","","","5"
"Much too big","1986","Couple + C. GT 16 ","Urban Area","","","","","5"
"Much too big","1986","Couple + C. GT 16 ","Rural Area","","","","","5"
"Much too big","1986","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Much too big","1986","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Much too small","1986","1-pers.-HH","Urban Area","11","","","","1"
"Much too small","1986","1-pers.-HH","Rural Area","2","","","","1"
"Much too small","1986","(Married) couple without C. ","Urban Area","6","","","","1"
"Much too small","1986","(Married) couple without C. ","Rural Area","2","","","","1"
"Much too small","1986","Single parent ","Urban Area","3","","","","1"
"Much too small","1986","Single parent ","Rural Area","2","","","","1"
"Much too small","1986","Couple + C. LE 16 ","Urban Area","10","","","","1"
"Much too small","1986","Couple + C. LE 16 ","Rural Area","2","","","","1"
"Much too small","1986","Couple + C. GT 16 ","Urban Area","2","","","","1"
"Much too small","1986","Couple + C. GT 16 ","Rural Area","10","","","","1"
"Much too small","1986","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Much too small","1986","Couple + C. LE and GT 16","Rural Area","","","","","1"
"A little too big","1987","(Married) couple without C. ","Rural Area","7","","","","4"
"A little too big","1987","1-pers.-HH","Rural Area","1","","","","4"
"A little too big","1987","(Married) couple without C. ","Urban Area","22","","","","4"
"A little too big","1987","1-pers.-HH","Urban Area","11","","","","4"
"A little too big","1987","Single parent ","Urban Area","","","","","4"
"A little too big","1987","Couple + C. LE 16 ","Urban Area","10","","","","4"
"A little too big","1987","Single parent ","Rural Area","","","","","4"
"A little too big","1987","Couple + C. LE 16 ","Rural Area","","","","","4"
"A little too big","1987","Couple + C. GT 16 ","Urban Area","3","","","","4"
"A little too big","1987","Couple + C. LE and GT 16","Urban Area","","","","","4"
"A little too big","1987","Couple + C. LE and GT 16","Rural Area","","","","","4"
"A little too big","1987","Couple + C. GT 16 ","Rural Area","3","","","","4"
"A little too small","1987","1-pers.-HH","Urban Area","26","","","","2"
"A little too small","1987","1-pers.-HH","Rural Area","2","","","","2"
"A little too small","1987","(Married) couple without C. ","Urban Area","20","","","","2"
"A little too small","1987","Single parent ","Urban Area","4","","","","2"
"A little too small","1987","(Married) couple without C. ","Rural Area","9","","","","2"
"A little too small","1987","Single parent ","Rural Area","5","","","","2"
"A little too small","1987","Couple + C. LE 16 ","Urban Area","44","0.131077134373825","0.0889041223739079","0.173250146373742","2"
"A little too small","1987","Couple + C. LE 16 ","Rural Area","14","","","","2"
"A little too small","1987","Couple + C. GT 16 ","Urban Area","18","","","","2"
"A little too small","1987","Couple + C. GT 16 ","Rural Area","","","","","2"
"A little too small","1987","Couple + C. LE and GT 16","Urban Area","11","","","","2"
"A little too small","1987","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Just right","1987","(Married) couple without C. ","Urban Area","176","0.826213767690313","0.77636831994225","0.876059215438376","3"
"Just right","1987","1-pers.-HH","Urban Area","116","0.716693297166141","0.646872758359954","0.786513835972327","3"
"Just right","1987","1-pers.-HH","Rural Area","19","","","","3"
"Just right","1987","(Married) couple without C. ","Rural Area","47","0.675199321400552","0.561353819719946","0.789044823081157","3"
"Just right","1987","Single parent ","Urban Area","37","0.830193247818449","0.721691620620925","0.938694875015972","3"
"Just right","1987","Single parent ","Rural Area","9","","","","3"
"Just right","1987","Couple + C. LE 16 ","Urban Area","181","0.762842991716054","0.709691421463463","0.815994561968645","3"
"Just right","1987","Couple + C. LE 16 ","Rural Area","56","0.786482367601229","0.691827443714443","0.881137291488015","3"
"Just right","1987","Couple + C. GT 16 ","Urban Area","53","0.784992875713999","0.693821171557324","0.876164579870674","3"
"Just right","1987","Couple + C. GT 16 ","Rural Area","3","","","","3"
"Just right","1987","Couple + C. LE and GT 16","Urban Area","51","0.914836684648771","0.845358204137967","0.984315165159575","3"
"Just right","1987","Couple + C. LE and GT 16","Rural Area","6","","","","3"
"Much too big","1987","Single parent ","Rural Area","","","","","5"
"Much too big","1987","Single parent ","Urban Area","3","","","","5"
"Much too big","1987","Couple + C. LE 16 ","Urban Area","","","","","5"
"Much too big","1987","Couple + C. LE 16 ","Rural Area","","","","","5"
"Much too big","1987","1-pers.-HH","Urban Area","1","","","","5"
"Much too big","1987","(Married) couple without C. ","Urban Area","","","","","5"
"Much too big","1987","(Married) couple without C. ","Rural Area","","","","","5"
"Much too big","1987","1-pers.-HH","Rural Area","","","","","5"
"Much too big","1987","Couple + C. GT 16 ","Urban Area","","","","","5"
"Much too big","1987","Couple + C. GT 16 ","Rural Area","","","","","5"
"Much too big","1987","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Much too big","1987","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Much too small","1987","1-pers.-HH","Urban Area","6","","","","1"
"Much too small","1987","1-pers.-HH","Rural Area","1","","","","1"
"Much too small","1987","(Married) couple without C. ","Urban Area","4","","","","1"
"Much too small","1987","(Married) couple without C. ","Rural Area","2","","","","1"
"Much too small","1987","Single parent ","Urban Area","2","","","","1"
"Much too small","1987","Single parent ","Rural Area","","","","","1"
"Much too small","1987","Couple + C. LE 16 ","Urban Area","11","","","","1"
"Much too small","1987","Couple + C. LE 16 ","Rural Area","2","","","","1"
"Much too small","1987","Couple + C. GT 16 ","Urban Area","4","","","","1"
"Much too small","1987","Couple + C. GT 16 ","Rural Area","6","","","","1"
"Much too small","1987","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Much too small","1987","Couple + C. LE and GT 16","Rural Area","","","","","1"
"A little too big","1988","1-pers.-HH","Urban Area","9","","","","4"
"A little too big","1988","(Married) couple without C. ","Rural Area","5","","","","4"
"A little too big","1988","1-pers.-HH","Rural Area","3","","","","4"
"A little too big","1988","(Married) couple without C. ","Urban Area","18","","","","4"
"A little too big","1988","Single parent ","Urban Area","","","","","4"
"A little too big","1988","Single parent ","Rural Area","","","","","4"
"A little too big","1988","Couple + C. LE 16 ","Urban Area","8","","","","4"
"A little too big","1988","Couple + C. LE 16 ","Rural Area","4","","","","4"
"A little too big","1988","Couple + C. GT 16 ","Urban Area","2","","","","4"
"A little too big","1988","Couple + C. LE and GT 16","Urban Area","3","","","","4"
"A little too big","1988","Couple + C. LE and GT 16","Rural Area","3","","","","4"
"A little too big","1988","Couple + C. GT 16 ","Rural Area","","","","","4"
"A little too small","1988","(Married) couple without C. ","Urban Area","39","0.156833778887745","0.112968334767722","0.200699223007768","2"
"A little too small","1988","1-pers.-HH","Urban Area","28","","","","2"
"A little too small","1988","1-pers.-HH","Rural Area","2","","","","2"
"A little too small","1988","(Married) couple without C. ","Rural Area","8","","","","2"
"A little too small","1988","Single parent ","Urban Area","18","","","","2"
"A little too small","1988","Single parent ","Rural Area","","","","","2"
"A little too small","1988","Couple + C. LE 16 ","Urban Area","31","0.135471789871956","0.092531280007546","0.178412299736365","2"
"A little too small","1988","Couple + C. LE 16 ","Rural Area","6","","","","2"
"A little too small","1988","Couple + C. GT 16 ","Urban Area","16","","","","2"
"A little too small","1988","Couple + C. GT 16 ","Rural Area","","","","","2"
"A little too small","1988","Couple + C. LE and GT 16","Urban Area","11","","","","2"
"A little too small","1988","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Just right","1988","1-pers.-HH","Rural Area","20","","","","3"
"Just right","1988","(Married) couple without C. ","Urban Area","195","0.780176226255804","0.730221128485131","0.830131324026476","3"
"Just right","1988","1-pers.-HH","Urban Area","90","0.639206616224792","0.55789630843154","0.720516924018043","3"
"Just right","1988","(Married) couple without C. ","Rural Area","35","0.699674704949097","0.569995148857322","0.829354261040871","3"
"Just right","1988","Single parent ","Urban Area","20","","","","3"
"Just right","1988","Single parent ","Rural Area","14","","","","3"
"Just right","1988","Couple + C. LE 16 ","Urban Area","197","0.804611569307351","0.754861265556046","0.854361873058656","3"
"Just right","1988","Couple + C. LE 16 ","Rural Area","34","0.821308873024808","0.70811406582623","0.934503680223387","3"
"Just right","1988","Couple + C. GT 16 ","Urban Area","51","0.716234040435815","0.61137001046335","0.82109807040828","3"
"Just right","1988","Couple + C. GT 16 ","Rural Area","5","","","","3"
"Just right","1988","Couple + C. LE and GT 16","Urban Area","25","","","","3"
"Just right","1988","Couple + C. LE and GT 16","Rural Area","16","","","","3"
"Much too big","1988","Single parent ","Rural Area","","","","","5"
"Much too big","1988","Couple + C. LE 16 ","Urban Area","","","","","5"
"Much too big","1988","Couple + C. LE 16 ","Rural Area","","","","","5"
"Much too big","1988","1-pers.-HH","Urban Area","","","","","5"
"Much too big","1988","Single parent ","Urban Area","","","","","5"
"Much too big","1988","1-pers.-HH","Rural Area","","","","","5"
"Much too big","1988","(Married) couple without C. ","Urban Area","","","","","5"
"Much too big","1988","(Married) couple without C. ","Rural Area","","","","","5"
"Much too big","1988","Couple + C. GT 16 ","Urban Area","","","","","5"
"Much too big","1988","Couple + C. GT 16 ","Rural Area","3","","","","5"
"Much too big","1988","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Much too big","1988","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Much too small","1988","1-pers.-HH","Urban Area","7","","","","1"
"Much too small","1988","1-pers.-HH","Rural Area","1","","","","1"
"Much too small","1988","(Married) couple without C. ","Urban Area","12","","","","1"
"Much too small","1988","(Married) couple without C. ","Rural Area","","","","","1"
"Much too small","1988","Single parent ","Urban Area","1","","","","1"
"Much too small","1988","Single parent ","Rural Area","","","","","1"
"Much too small","1988","Couple + C. LE 16 ","Urban Area","8","","","","1"
"Much too small","1988","Couple + C. LE 16 ","Rural Area","","","","","1"
"Much too small","1988","Couple + C. GT 16 ","Urban Area","2","","","","1"
"Much too small","1988","Couple + C. GT 16 ","Rural Area","","","","","1"
"Much too small","1988","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Much too small","1988","Couple + C. LE and GT 16","Rural Area","","","","","1"
"A little too big","1989","1-pers.-HH","Urban Area","10","","","","4"
"A little too big","1989","(Married) couple without C. ","Rural Area","4","","","","4"
"A little too big","1989","1-pers.-HH","Rural Area","2","","","","4"
"A little too big","1989","(Married) couple without C. ","Urban Area","17","","","","4"
"A little too big","1989","Single parent ","Urban Area","3","","","","4"
"A little too big","1989","Single parent ","Rural Area","","","","","4"
"A little too big","1989","Couple + C. LE 16 ","Urban Area","8","","","","4"
"A little too big","1989","Couple + C. LE 16 ","Rural Area","6","","","","4"
"A little too big","1989","Couple + C. GT 16 ","Urban Area","3","","","","4"
"A little too big","1989","Couple + C. LE and GT 16","Urban Area","","","","","4"
"A little too big","1989","Couple + C. GT 16 ","Rural Area","4","","","","4"
"A little too big","1989","Couple + C. LE and GT 16","Rural Area","","","","","4"
"A little too small","1989","1-pers.-HH","Urban Area","25","","","","2"
"A little too small","1989","1-pers.-HH","Rural Area","5","","","","2"
"A little too small","1989","(Married) couple without C. ","Urban Area","29","","","","2"
"A little too small","1989","(Married) couple without C. ","Rural Area","9","","","","2"
"A little too small","1989","Single parent ","Urban Area","3","","","","2"
"A little too small","1989","Single parent ","Rural Area","2","","","","2"
"A little too small","1989","Couple + C. LE 16 ","Urban Area","41","0.150341404687419","0.104645667360147","0.19603714201469","2"
"A little too small","1989","Couple + C. LE 16 ","Rural Area","8","","","","2"
"A little too small","1989","Couple + C. GT 16 ","Urban Area","12","","","","2"
"A little too small","1989","Couple + C. GT 16 ","Rural Area","","","","","2"
"A little too small","1989","Couple + C. LE and GT 16","Urban Area","16","","","","2"
"A little too small","1989","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Just right","1989","1-pers.-HH","Rural Area","19","","","","3"
"Just right","1989","(Married) couple without C. ","Urban Area","176","0.745280544159294","0.689926346065596","0.800634742252993","3"
"Just right","1989","1-pers.-HH","Urban Area","83","0.68786572303357","0.606635873177222","0.769095572889918","3"
"Just right","1989","(Married) couple without C. ","Rural Area","44","0.810967662249645","0.709323957913849","0.912611366585441","3"
"Just right","1989","Single parent ","Urban Area","22","","","","3"
"Just right","1989","Single parent ","Rural Area","3","","","","3"
"Just right","1989","Couple + C. LE 16 ","Urban Area","176","0.772063933664495","0.718429053203876","0.825698814125114","3"
"Just right","1989","Couple + C. LE 16 ","Rural Area","30","0.730609628673774","0.605104578251951","0.856114679095597","3"
"Just right","1989","Couple + C. GT 16 ","Urban Area","47","0.952576755431365","0.89967161541687","1.00548189544586","3"
"Just right","1989","Couple + C. GT 16 ","Rural Area","28","","","","3"
"Just right","1989","Couple + C. LE and GT 16","Urban Area","27","","","","3"
"Just right","1989","Couple + C. LE and GT 16","Rural Area","9","","","","3"
"Much too big","1989","(Married) couple without C. ","Urban Area","3","","","","5"
"Much too big","1989","1-pers.-HH","Urban Area","","","","","5"
"Much too big","1989","1-pers.-HH","Rural Area","","","","","5"
"Much too big","1989","(Married) couple without C. ","Rural Area","","","","","5"
"Much too big","1989","Single parent ","Urban Area","2","","","","5"
"Much too big","1989","Single parent ","Rural Area","","","","","5"
"Much too big","1989","Couple + C. LE 16 ","Urban Area","","","","","5"
"Much too big","1989","Couple + C. LE 16 ","Rural Area","","","","","5"
"Much too big","1989","Couple + C. GT 16 ","Urban Area","","","","","5"
"Much too big","1989","Couple + C. GT 16 ","Rural Area","","","","","5"
"Much too big","1989","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Much too big","1989","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Much too small","1989","1-pers.-HH","Urban Area","7","","","","1"
"Much too small","1989","1-pers.-HH","Rural Area","1","","","","1"
"Much too small","1989","(Married) couple without C. ","Urban Area","13","","","","1"
"Much too small","1989","(Married) couple without C. ","Rural Area","","","","","1"
"Much too small","1989","Single parent ","Urban Area","3","","","","1"
"Much too small","1989","Single parent ","Rural Area","","","","","1"
"Much too small","1989","Couple + C. LE 16 ","Urban Area","10","","","","1"
"Much too small","1989","Couple + C. LE 16 ","Rural Area","4","","","","1"
"Much too small","1989","Couple + C. GT 16 ","Urban Area","","","","","1"
"Much too small","1989","Couple + C. GT 16 ","Rural Area","","","","","1"
"Much too small","1989","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Much too small","1989","Couple + C. LE and GT 16","Rural Area","","","","","1"
"A little too big","1990","1-pers.-HH","Urban Area","19","","","","4"
"A little too big","1990","(Married) couple without C. ","Urban Area","32","0.0534025055179038","0.0343329331313731","0.0724720779044345","4"
"A little too big","1990","(Married) couple without C. ","Rural Area","26","","","","4"
"A little too big","1990","1-pers.-HH","Rural Area","14","","","","4"
"A little too big","1990","Single parent ","Urban Area","6","","","","4"
"A little too big","1990","Couple + C. LE 16 ","Urban Area","18","","","","4"
"A little too big","1990","Single parent ","Rural Area","10","","","","4"
"A little too big","1990","Couple + C. LE 16 ","Rural Area","15","","","","4"
"A little too big","1990","Couple + C. LE and GT 16","Urban Area","6","","","","4"
"A little too big","1990","Couple + C. GT 16 ","Urban Area","12","","","","4"
"A little too big","1990","Couple + C. GT 16 ","Rural Area","25","","","","4"
"A little too big","1990","Couple + C. LE and GT 16","Rural Area","3","","","","4"
"A little too small","1990","1-pers.-HH","Rural Area","29","","","","2"
"A little too small","1990","1-pers.-HH","Urban Area","45","0.199021301875495","0.151397235649839","0.246645368101152","2"
"A little too small","1990","Single parent ","Urban Area","20","","","","2"
"A little too small","1990","(Married) couple without C. ","Urban Area","84","0.160691913578416","0.129543554151094","0.191840273005738","2"
"A little too small","1990","(Married) couple without C. ","Rural Area","97","0.139963713571726","0.113828871942091","0.166098555201361","2"
"A little too small","1990","Single parent ","Rural Area","24","","","","2"
"A little too small","1990","Couple + C. LE 16 ","Urban Area","207","0.244275043418877","0.213192146168208","0.275357940669547","2"
"A little too small","1990","Couple + C. LE 16 ","Rural Area","337","0.343203498052356","0.313417342679512","0.3729896534252","2"
"A little too small","1990","Couple + C. GT 16 ","Urban Area","76","0.214573533850638","0.168273057186471","0.260874010514805","2"
"A little too small","1990","Couple + C. GT 16 ","Rural Area","130","0.191071699054094","0.15934862369966","0.222794774408529","2"
"A little too small","1990","Couple + C. LE and GT 16","Urban Area","28","","","","2"
"A little too small","1990","Couple + C. LE and GT 16","Rural Area","65","0.330443721304291","0.268707796943634","0.392179645664949","2"
"Just right","1990","1-pers.-HH","Rural Area","149","0.728564815217919","0.667239530324592","0.789890100111245","3"
"Just right","1990","1-pers.-HH","Urban Area","190","0.686906306910575","0.631590134627391","0.74222247919376","3"
"Just right","1990","(Married) couple without C. ","Urban Area","400","0.745816381868695","0.708887411391337","0.782745352346053","3"
"Just right","1990","(Married) couple without C. ","Rural Area","518","0.77083929970982","0.739179675826031","0.802498923593609","3"
"Just right","1990","Single parent ","Urban Area","79","0.701693961750805","0.616581825039307","0.786806098462302","3"
"Just right","1990","Single parent ","Rural Area","58","0.599845876720832","0.502846590095921","0.696845163345743","3"
"Just right","1990","Couple + C. LE 16 ","Urban Area","431","0.617494583021348","0.582335670632364","0.652653495410333","3"
"Just right","1990","Couple + C. LE 16 ","Rural Area","507","0.518470600799287","0.487123552457358","0.549817649141217","3"
"Just right","1990","Couple + C. GT 16 ","Urban Area","187","0.64886174143307","0.595027353600699","0.702696129265441","3"
"Just right","1990","Couple + C. GT 16 ","Rural Area","381","0.67437351316303","0.636561291139802","0.712185735186257","3"
"Just right","1990","Couple + C. LE and GT 16","Urban Area","87","0.646751903781774","0.564587220081573","0.728916587481976","3"
"Just right","1990","Couple + C. LE and GT 16","Rural Area","140","0.580399216119022","0.515628721503211","0.645169710734834","3"
"Much too big","1990","(Married) couple without C. ","Urban Area","2","","","","5"
"Much too big","1990","1-pers.-HH","Rural Area","4","","","","5"
"Much too big","1990","1-pers.-HH","Urban Area","4","","","","5"
"Much too big","1990","(Married) couple without C. ","Rural Area","12","","","","5"
"Much too big","1990","Single parent ","Urban Area","","","","","5"
"Much too big","1990","Single parent ","Rural Area","","","","","5"
"Much too big","1990","Couple + C. LE 16 ","Urban Area","2","","","","5"
"Much too big","1990","Couple + C. LE 16 ","Rural Area","2","","","","5"
"Much too big","1990","Couple + C. GT 16 ","Urban Area","3","","","","5"
"Much too big","1990","Couple + C. GT 16 ","Rural Area","3","","","","5"
"Much too big","1990","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Much too big","1990","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Much too small","1990","1-pers.-HH","Urban Area","12","","","","1"
"Much too small","1990","1-pers.-HH","Rural Area","6","","","","1"
"Much too small","1990","(Married) couple without C. ","Urban Area","16","","","","1"
"Much too small","1990","(Married) couple without C. ","Rural Area","24","","","","1"
"Much too small","1990","Single parent ","Urban Area","6","","","","1"
"Much too small","1990","Single parent ","Rural Area","6","","","","1"
"Much too small","1990","Couple + C. LE 16 ","Urban Area","76","0.107909423321549","0.0854636680831351","0.130355178559963","1"
"Much too small","1990","Couple + C. LE 16 ","Rural Area","115","0.116327809474269","0.096213248816203","0.136442370132335","1"
"Much too small","1990","Couple + C. GT 16 ","Urban Area","24","","","","1"
