"hlf0071_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"1","1984","Full Time","in school","","","",""
"1","1984","Full Time","inadequately","47","0.0864896216750964","0.0622602829702863","0.110718960379907"
"1","1984","Full Time","general elemantary","69","0.0386175363293077","0.0275245940567824","0.0497104786018329"
"1","1984","Full Time","middle vocational","80","0.0205512143560097","0.0154323561822766","0.0256700725297428"
"1","1984","Full Time","vocational + Abi","12","","",""
"1","1984","Full Time","higher vocational","8","","",""
"1","1984","Full Time","higher education","15","","",""
"1","1984","Part Time","in school","","","",""
"1","1984","Part Time","inadequately","6","","",""
"1","1984","Part Time","general elemantary","25","","",""
"1","1984","Part Time","middle vocational","29","","",""
"1","1984","Part Time","vocational + Abi","1","","",""
"1","1984","Part Time","higher vocational","3","","",""
"1","1984","Part Time","higher education","6","","",""
"1","1984","Not Working","in school","6","","",""
"1","1984","Not Working","inadequately","40","0.104597667586445","0.0737871781805012","0.135408156992388"
"1","1984","Not Working","general elemantary","54","0.018705176213842","0.0123738334296669","0.025036518998017"
"1","1984","Not Working","middle vocational","64","0.0236195277066366","0.0167676865235738","0.0304713688896995"
"1","1984","Not Working","vocational + Abi","9","","",""
"1","1984","Not Working","higher vocational","4","","",""
"1","1984","Not Working","higher education","2","","",""
"2","1984","Full Time","in school","","","",""
"2","1984","Full Time","inadequately","100","0.198608653652929","0.164219283049599","0.232998024256259"
"2","1984","Full Time","general elemantary","217","0.155885074209377","0.135001278803392","0.176768869615362"
"2","1984","Full Time","middle vocational","515","0.154591382060033","0.141548022648094","0.167634741471973"
"2","1984","Full Time","vocational + Abi","35","0.165019747590783","0.110792457749979","0.219247037431587"
"2","1984","Full Time","higher vocational","63","0.170528616499945","0.131997917619276","0.209059315380615"
"2","1984","Full Time","higher education","86","0.16963443513231","0.135631466224042","0.203637404040578"
"2","1984","Part Time","in school","1","","",""
"2","1984","Part Time","inadequately","30","0.214286557903921","0.141475434527518","0.287097681280324"
"2","1984","Part Time","general elemantary","93","0.130171487894152","0.102024192366973","0.158318783421331"
"2","1984","Part Time","middle vocational","151","0.148604351906404","0.125089885373291","0.172118818439517"
"2","1984","Part Time","vocational + Abi","15","","",""
"2","1984","Part Time","higher vocational","18","","",""
"2","1984","Part Time","higher education","40","0.220140325260348","0.156918918832626","0.28336173168807"
"2","1984","Not Working","in school","32","0.176419374666278","0.120422435383626","0.232416313948929"
"2","1984","Not Working","inadequately","81","0.167655379657341","0.130046636396058","0.205264122918624"
"2","1984","Not Working","general elemantary","211","0.0837468936706849","0.0708017386694961","0.0966920486718736"
"2","1984","Not Working","middle vocational","243","0.106147820696687","0.0922498774558821","0.120045763937493"
"2","1984","Not Working","vocational + Abi","7","","",""
"2","1984","Not Working","higher vocational","25","","",""
"2","1984","Not Working","higher education","16","","",""
"3","1984","Full Time","in school","1","","",""
"3","1984","Full Time","inadequately","356","0.678469341915964","0.638208845254356","0.718729838577573"
"3","1984","Full Time","general elemantary","815","0.738932775454153","0.713646491289396","0.764219059618911"
"3","1984","Full Time","middle vocational","2178","0.754210805496634","0.738676521002791","0.769745089990477"
