"hlf0071_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"A little too big","2004","Employed","in school","10","","",""
"A little too big","2004","Employed","inadequately","6","","",""
"A little too big","2004","Employed","general elemantary","67","0.0499294229697565","0.0373741724803579","0.0624846734591551"
"A little too big","2004","Employed","middle vocational","572","0.0923045300868567","0.0853402457490111","0.0992688144247022"
"A little too big","2004","Employed","vocational + Abi","59","0.0620944246204522","0.0461226138302239","0.0780662354106804"
"A little too big","2004","Employed","higher vocational","124","0.117643561766386","0.0990386350677563","0.136248488465016"
"A little too big","2004","Employed","higher education","403","0.111449429405204","0.100724091262374","0.122174767548034"
"Much too big","2004","Not Employed","in school","1","","",""
"Much too big","2004","Not Employed","inadequately","1","","",""
"Much too big","2004","Not Employed","general elemantary","17","","",""
"Much too big","2004","Not Employed","middle vocational","59","0.0138433913674152","0.0102962505556254","0.017390532179205"
"Much too big","2004","Not Employed","vocational + Abi","6","","",""
"Much too big","2004","Not Employed","higher vocational","11","","",""
"Much too big","2004","Not Employed","higher education","28","","",""
"Much too big","2004","Employed","in school","","","",""
"Much too big","2004","Employed","inadequately","","","",""
"Much too big","2004","Employed","general elemantary","4","","",""
"Much too big","2004","Employed","middle vocational","39","0.00646887286753699","0.00454001623213986","0.00839772950293413"
"Much too big","2004","Employed","vocational + Abi","5","","",""
"Much too big","2004","Employed","higher vocational","7","","",""
"Much too big","2004","Employed","higher education","35","0.0110676282503364","0.00750195476289211","0.0146333017377806"
"Much too small","2005","Not Employed","in school","7","","",""
"Much too small","2005","Not Employed","inadequately","5","","",""
"Much too small","2005","Not Employed","general elemantary","21","","",""
"Much too small","2005","Not Employed","middle vocational","25","","",""
"Much too small","2005","Not Employed","vocational + Abi","7","","",""
"Much too small","2005","Not Employed","higher vocational","1","","",""
"Much too small","2005","Not Employed","higher education","7","","",""
"Much too small","2005","Employed","in school","","","",""
"Much too small","2005","Employed","inadequately","3","","",""
"Much too small","2005","Employed","general elemantary","20","","",""
"Much too small","2005","Employed","middle vocational","110","0.0187272516297297","0.0153861933422983","0.0220683099171611"
"Much too small","2005","Employed","vocational + Abi","9","","",""
"Much too small","2005","Employed","higher vocational","14","","",""
"Much too small","2005","Employed","higher education","29","","",""
"A little too small","2005","Not Employed","in school","86","0.174261084189843","0.142530103044311","0.205992065335376"
"A little too small","2005","Not Employed","inadequately","25","","",""
"A little too small","2005","Not Employed","general elemantary","132","0.102449049144617","0.0863210041009512","0.118577094188283"
"A little too small","2005","Not Employed","middle vocational","334","0.0884310085788893","0.0796003070054469","0.0972617101523317"
"A little too small","2005","Not Employed","vocational + Abi","40","0.129968954481633","0.0907909726154829","0.169146936347783"
"A little too small","2005","Not Employed","higher vocational","46","0.0939276246468853","0.0671810540366688","0.120674195257102"
"A little too small","2005","Not Employed","higher education","94","0.12814042913062","0.107496150477359","0.14878470778388"
"A little too small","2005","Employed","in school","10","","",""
"A little too small","2005","Employed","inadequately","13","","",""
"A little too small","2005","Employed","general elemantary","171","0.145264907897746","0.123982045882366","0.166547769913127"
"A little too small","2005","Employed","middle vocational","953","0.164544545110285","0.155406452511443","0.173682637709126"
"A little too small","2005","Employed","vocational + Abi","155","0.194368358394941","0.16779727059255","0.220939446197332"
"A little too small","2005","Employed","higher vocational","185","0.202479729279858","0.17883968734628","0.226119771213437"
"A little too small","2005","Employed","higher education","506","0.184890057240055","0.171378206353643","0.198401908126468"
"Just right","2005","Not Employed","in school","424","0.737820694718396","0.701030122796494","0.774611266640298"
"Just right","2005","Not Employed","inadequately","117","0.708866178992599","0.637117123430172","0.780615234555025"
"Just right","2005","Not Employed","general elemantary","1034","0.748893687233195","0.725829555687087","0.771957818779303"
"Just right","2005","Not Employed","middle vocational","3081","0.768804725041153","0.755691918727645","0.781917531354661"
"Just right","2005","Not Employed","vocational + Abi","199","0.717290566582943","0.664825215545777","0.769755917620109"
"Just right","2005","Not Employed","higher vocational","327","0.73876098191935","0.698483622799522","0.779038341039178"
"Just right","2005","Not Employed","higher education","717","0.703718733970177","0.675516402805306","0.731921065135047"
"Just right","2005","Employed","in school","80","0.831879159962924","0.758212430073151","0.905545889852697"
"Just right","2005","Employed","inadequately","72","0.864288794211039","0.794305968663978","0.934271619758099"
"Just right","2005","Employed","general elemantary","785","0.760249108915625","0.734462633797631","0.786035584033618"
"Just right","2005","Employed","middle vocational","4708","0.726612672921309","0.715627855727295","0.737597490115323"
"Just right","2005","Employed","vocational + Abi","620","0.715103691472208","0.68479576572267","0.745411617221746"
"Just right","2005","Employed","higher vocational","807","0.689469621992391","0.66224911464055","0.716690129344231"
"Just right","2005","Employed","higher education","2230","0.685212288882236","0.669047448280613","0.701377129483859"
"A little too big","2005","Not Employed","in school","30","0.0689372392986893","0.0477449272158586","0.09012955138152"
"A little too big","2005","Not Employed","inadequately","7","","",""
"A little too big","2005","Not Employed","general elemantary","152","0.116892232385825","0.0998039707502899","0.133980494021361"
"A little too big","2005","Not Employed","middle vocational","469","0.120104319434739","0.109993344036194","0.130215294833284"
"A little too big","2005","Not Employed","vocational + Abi","29","","",""
"A little too big","2005","Not Employed","higher vocational","70","0.14174827197405","0.109769909506212","0.173726634441887"
"A little too big","2005","Not Employed","higher education","159","0.1452796155917","0.123515164046606","0.167044067136794"
"A little too big","2005","Employed","in school","9","","",""
"A little too big","2005","Employed","inadequately","4","","",""
"A little too big","2005","Employed","general elemantary","70","0.0577843048086411","0.0436909619007929","0.0718776477164893"
"A little too big","2005","Employed","middle vocational","495","0.0796978572838293","0.0730230197461363","0.0863726948215224"
"A little too big","2005","Employed","vocational + Abi","63","0.0742915587559389","0.0566825406126942","0.0919005768991836"
"A little too big","2005","Employed","higher vocational","96","0.082165398242014","0.0660101626009796","0.0983206338830484"
"A little too big","2005","Employed","higher education","370","0.107251105873817","0.0964811104215444","0.118021101326089"
"Much too big","2005","Not Employed","in school","2","","",""
"Much too big","2005","Not Employed","inadequately","","","",""
"Much too big","2005","Not Employed","general elemantary","19","","",""
"Much too big","2005","Not Employed","middle vocational","62","0.0161422356375724","0.0122225959401172","0.0200618753350276"
"Much too big","2005","Not Employed","vocational + Abi","8","","",""
"Much too big","2005","Not Employed","higher vocational","13","","",""
"Much too big","2005","Not Employed","higher education","30","0.0177430403062473","0.00958924259775676","0.0258968380147378"
"Much too big","2005","Employed","in school","","","",""
"Much too big","2005","Employed","inadequately","","","",""
"Much too big","2005","Employed","general elemantary","7","","",""
"Much too big","2005","Employed","middle vocational","58","0.0104176730548472","0.00791523412613869","0.0129201119835558"
"Much too big","2005","Employed","vocational + Abi","5","","",""
"Much too big","2005","Employed","higher vocational","8","","",""
"Much too big","2005","Employed","higher education","36","0.00973393137758308","0.00631673404065001","0.0131511287145162"
"Much too small","2006","Not Employed","in school","6","","",""
"Much too small","2006","Not Employed","inadequately","11","","",""
"Much too small","2006","Not Employed","general elemantary","35","0.0256120085225867","0.0176962934020818","0.0335277236430915"
"Much too small","2006","Not Employed","middle vocational","34","0.0112968742978658","0.00821041181848177","0.0143833367772498"
"Much too small","2006","Not Employed","vocational + Abi","2","","",""
"Much too small","2006","Not Employed","higher vocational","4","","",""
"Much too small","2006","Not Employed","higher education","7","","",""
"Much too small","2006","Employed","in school","","","",""
"Much too small","2006","Employed","inadequately","4","","",""
"Much too small","2006","Employed","general elemantary","35","0.0436843888865263","0.0311410903119656","0.0562276874610871"
"Much too small","2006","Employed","middle vocational","102","0.0191090651257609","0.0158108272002113","0.0224073030513104"
"Much too small","2006","Employed","vocational + Abi","18","","",""
"Much too small","2006","Employed","higher vocational","19","","",""
"Much too small","2006","Employed","higher education","41","0.0134682335263825","0.00960165184798228","0.0173348152047826"
"A little too small","2006","Not Employed","in school","84","0.158723952436262","0.12872534050262","0.188722564369904"
"A little too small","2006","Not Employed","inadequately","27","","",""
"A little too small","2006","Not Employed","general elemantary","148","0.105700688203898","0.0902949422697855","0.12110643413801"
"A little too small","2006","Not Employed","middle vocational","379","0.091683961776552","0.0832561645650147","0.100111758988089"
"A little too small","2006","Not Employed","vocational + Abi","35","0.115808230551159","0.0795980733174452","0.152018387784873"
"A little too small","2006","Not Employed","higher vocational","49","0.0939559008518947","0.0688543178457884","0.119057483858001"
"A little too small","2006","Not Employed","higher education","102","0.116390536941054","0.0980148249596261","0.134766248922483"
"A little too small","2006","Employed","in school","6","","",""
"A little too small","2006","Employed","inadequately","17","","",""
"A little too small","2006","Employed","general elemantary","144","0.158442188129162","0.13603303734968","0.180851338908644"
"A little too small","2006","Employed","middle vocational","959","0.153726902079313","0.145037655815825","0.162416148342801"
"A little too small","2006","Employed","vocational + Abi","185","0.237621123080259","0.210088049210862","0.265154196949656"
"A little too small","2006","Employed","higher vocational","197","0.201057017926648","0.17779147579448","0.224322560058817"
"A little too small","2006","Employed","higher education","508","0.176816843537108","0.164019306735126","0.189614380339089"
"Just right","2006","Not Employed","in school","431","0.760506749489871","0.725471207620341","0.7955422913594"
"Just right","2006","Not Employed","inadequately","106","0.665311109834638","0.59004618133309","0.740576038336186"
"Just right","2006","Not Employed","general elemantary","1125","0.728207824403502","0.705915850748599","0.750499798058405"
"Just right","2006","Not Employed","middle vocational","3434","0.748995494109072","0.736332708281188","0.761658279936955"
"Just right","2006","Not Employed","vocational + Abi","209","0.741382445756751","0.691833135522092","0.790931755991411"
"Just right","2006","Not Employed","higher vocational","360","0.722221822879734","0.683687407242863","0.760756238516606"
"Just right","2006","Not Employed","higher education","813","0.699106129006578","0.67282564340496","0.725386614608196"
"Just right","2006","Employed","in school","54","0.804527247731481","0.710271655336965","0.898782840125998"
"Just right","2006","Employed","inadequately","65","0.75829714857104","0.670815939700662","0.845778357441417"
"Just right","2006","Employed","general elemantary","765","0.731175565178539","0.703967778705852","0.758383351651225"
"Just right","2006","Employed","middle vocational","4892","0.721398454872806","0.710598268132212","0.732198641613399"
"Just right","2006","Employed","vocational + Abi","660","0.694844385382222","0.665057080591997","0.724631690172448"
"Just right","2006","Employed","higher vocational","804","0.681327771981116","0.654279107947012","0.708376436015221"
"Just right","2006","Employed","higher education","2381","0.683111419860724","0.66750456470563","0.698718275015817"
"A little too big","2006","Not Employed","in school","44","0.0641970294165118","0.044075530058021","0.0843185287750026"
"A little too big","2006","Not Employed","inadequately","7","","",""
"A little too big","2006","Not Employed","general elemantary","197","0.122676483775917","0.106237955968582","0.139115011583253"
"A little too big","2006","Not Employed","middle vocational","586","0.131347845645231","0.121483158243748","0.141212533046714"
"A little too big","2006","Not Employed","vocational + Abi","44","0.120232388088853","0.0834294759278867","0.15703530024982"
"A little too big","2006","Not Employed","higher vocational","92","0.151038950867922","0.120231712085088","0.181846189650757"
"A little too big","2006","Not Employed","higher education","209","0.149582864043681","0.129146102215693","0.170019625871668"
"A little too big","2006","Employed","in school","8","","",""
"A little too big","2006","Employed","inadequately","6","","",""
"A little too big","2006","Employed","general elemantary","65","0.0518148319837922","0.0382122412633119","0.0654174227042725"
"A little too big","2006","Employed","middle vocational","603","0.0928716318597568","0.0858792069202722","0.0998640567992414"
"A little too big","2006","Employed","vocational + Abi","50","0.0403343829047713","0.0276074303107211","0.0530613354988214"
"A little too big","2006","Employed","higher vocational","109","0.0855328908262846","0.0692981153998492","0.10176766625272"
"A little too big","2006","Employed","higher education","435","0.115036164928866","0.104333392489708","0.125738937368024"
"Much too big","2006","Not Employed","in school","5","","",""
"Much too big","2006","Not Employed","inadequately","","","",""
"Much too big","2006","Not Employed","general elemantary","25","","",""
"Much too big","2006","Not Employed","middle vocational","71","0.0166758241712796","0.0129360884545475","0.0204155598880116"
"Much too big","2006","Not Employed","vocational + Abi","10","","",""
"Much too big","2006","Not Employed","higher vocational","14","","",""
"Much too big","2006","Not Employed","higher education","39","0.024479430089821","0.0156247265125547","0.0333341336670873"
"Much too big","2006","Employed","in school","","","",""
"Much too big","2006","Employed","inadequately","","","",""
"Much too big","2006","Employed","general elemantary","11","","",""
"Much too big","2006","Employed","middle vocational","63","0.0128939460623636","0.0101760882477132","0.015611803877014"
"Much too big","2006","Employed","vocational + Abi","5","","",""
"Much too big","2006","Employed","higher vocational","11","","",""
"Much too big","2006","Employed","higher education","49","0.0115673381469198","0.00798054284468301","0.0151541334491566"
"Much too small","2007","Not Employed","in school","9","","",""
"Much too small","2007","Not Employed","inadequately","4","","",""
"Much too small","2007","Not Employed","general elemantary","17","","",""
"Much too small","2007","Not Employed","middle vocational","32","0.00836360803869081","0.00559486032133909","0.0111323557560425"
"Much too small","2007","Not Employed","vocational + Abi","3","","",""
"Much too small","2007","Not Employed","higher vocational","1","","",""
"Much too small","2007","Not Employed","higher education","8","","",""
"Much too small","2007","Employed","in school","","","",""
"Much too small","2007","Employed","inadequately","2","","",""
"Much too small","2007","Employed","general elemantary","23","","",""
"Much too small","2007","Employed","middle vocational","87","0.0174163081106723","0.0141627009409556","0.0206699152803889"
"Much too small","2007","Employed","vocational + Abi","17","","",""
"Much too small","2007","Employed","higher vocational","10","","",""
"Much too small","2007","Employed","higher education","30","0.0114929990261308","0.00782399536209306","0.0151620026901685"
"A little too small","2007","Not Employed","in school","102","0.178839961600417","0.147544379314054","0.21013554388678"
"A little too small","2007","Not Employed","inadequately","27","","",""
"A little too small","2007","Not Employed","general elemantary","126","0.0905318125283031","0.0753651122000007","0.105698512856606"
"A little too small","2007","Not Employed","middle vocational","336","0.0882281674810359","0.0796051942731988","0.096851140688873"
"A little too small","2007","Not Employed","vocational + Abi","40","0.142657169026112","0.102816529925262","0.182497808126962"
"A little too small","2007","Not Employed","higher vocational","53","0.112854022417075","0.084951678848943","0.140756365985207"
"A little too small","2007","Not Employed","higher education","101","0.115062896748706","0.0966602218999037","0.133465571597509"
"A little too small","2007","Employed","in school","9","","",""
"A little too small","2007","Employed","inadequately","17","","",""
"A little too small","2007","Employed","general elemantary","157","0.171247227972062","0.146648651920245","0.195845804023878"
"A little too small","2007","Employed","middle vocational","939","0.157005426177684","0.147957021583929","0.16605383077144"
"A little too small","2007","Employed","vocational + Abi","158","0.185883162913454","0.160151714793151","0.211614611033757"
"A little too small","2007","Employed","higher vocational","171","0.199336986843885","0.175091843019681","0.223582130668089"
"A little too small","2007","Employed","higher education","493","0.162056041789184","0.149371298389789","0.174740785188578"
"Just right","2007","Not Employed","in school","420","0.711753742245033","0.674763807279424","0.748743677210641"
"Just right","2007","Not Employed","inadequately","104","0.747437708677502","0.674416268599236","0.820459148755767"
"Just right","2007","Not Employed","general elemantary","1038","0.750033986951741","0.727147575823499","0.772920398079984"
"Just right","2007","Not Employed","middle vocational","3175","0.753941238444139","0.740846449959853","0.767036026928425"
"Just right","2007","Not Employed","vocational + Abi","195","0.679438257567949","0.626272368694747","0.732604146441152"
"Just right","2007","Not Employed","higher vocational","340","0.702284510603148","0.66196252811008","0.742606493096217"
"Just right","2007","Not Employed","higher education","806","0.692605168456115","0.665994962033718","0.719215374878511"
"Just right","2007","Employed","in school","40","0.842879460278365","0.743003212169789","0.94275570838694"
"Just right","2007","Employed","inadequately","57","0.758043639244617","0.664778099611812","0.851309178877423"
"Just right","2007","Employed","general elemantary","657","0.729548527601308","0.700544556531514","0.758552498671102"
"Just right","2007","Employed","middle vocational","4579","0.725477438306394","0.714377942083124","0.736576934529664"
"Just right","2007","Employed","vocational + Abi","644","0.741667573148527","0.712714481791132","0.770620664505922"
"Just right","2007","Employed","higher vocational","758","0.692595929640913","0.664593177839096","0.72059868144273"
"Just right","2007","Employed","higher education","2256","0.701961617779192","0.686216918593287","0.717706316965096"
"A little too big","2007","Not Employed","in school","39","0.0651489215976273","0.0449949017634695","0.085302941431785"
"A little too big","2007","Not Employed","inadequately","1","","",""
"A little too big","2007","Not Employed","general elemantary","176","0.122090688034624","0.104786037215671","0.139395338853577"
"A little too big","2007","Not Employed","middle vocational","546","0.132428335431257","0.122123205751944","0.14273346511057"
"A little too big","2007","Not Employed","vocational + Abi","50","0.160416630695193","0.118608683449232","0.202224577941154"
"A little too big","2007","Not Employed","higher vocational","88","0.164754166852853","0.132041949810009","0.197466383895697"
"A little too big","2007","Not Employed","higher education","195","0.152332868744931","0.131609202895424","0.173056534594438"
"A little too big","2007","Employed","in school","2","","",""
"A little too big","2007","Employed","inadequately","5","","",""
"A little too big","2007","Employed","general elemantary","60","0.0607127341261038","0.0451199089951079","0.0763055592570996"
"A little too big","2007","Employed","middle vocational","558","0.092508611370977","0.0853022733686244","0.0997149493733296"
"A little too big","2007","Employed","vocational + Abi","55","0.0479150344623333","0.0337872328062136","0.062042836118453"
"A little too big","2007","Employed","higher vocational","97","0.0829340299152585","0.0661972228252353","0.0996708370052816"
"A little too big","2007","Employed","higher education","413","0.113164842052943","0.102260014613134","0.124069669492752"
"Much too big","2007","Not Employed","in school","6","","",""
"Much too big","2007","Not Employed","inadequately","","","",""
"Much too big","2007","Not Employed","general elemantary","18","","",""
"Much too big","2007","Not Employed","middle vocational","67","0.0170386506048774","0.0131040908900661","0.0209732103196888"
"Much too big","2007","Not Employed","vocational + Abi","8","","",""
"Much too big","2007","Not Employed","higher vocational","12","","",""
"Much too big","2007","Not Employed","higher education","45","0.032685110168925","0.0224305742196486","0.0429396461182014"
"Much too big","2007","Employed","in school","","","",""
"Much too big","2007","Employed","inadequately","","","",""
"Much too big","2007","Employed","general elemantary","4","","",""
"Much too big","2007","Employed","middle vocational","47","0.00759221603427252","0.00543332038759099","0.00975111168095406"
"Much too big","2007","Employed","vocational + Abi","4","","",""
"Much too big","2007","Employed","higher vocational","7","","",""
"Much too big","2007","Employed","higher education","50","0.0113244993525509","0.00768218036654123","0.0149668183385605"
"Much too small","2008","Not Employed","in school","11","","",""
"Much too small","2008","Not Employed","inadequately","2","","",""
"Much too small","2008","Not Employed","general elemantary","9","","",""
"Much too small","2008","Not Employed","middle vocational","22","","",""
"Much too small","2008","Not Employed","vocational + Abi","","","",""
"Much too small","2008","Not Employed","higher vocational","5","","",""
"Much too small","2008","Not Employed","higher education","4","","",""
"Much too small","2008","Employed","in school","","","",""
"Much too small","2008","Employed","inadequately","3","","",""
"Much too small","2008","Employed","general elemantary","24","","",""
"Much too small","2008","Employed","middle vocational","84","0.016662233779023","0.0133960542200402","0.0199284133380058"
"Much too small","2008","Employed","vocational + Abi","13","","",""
"Much too small","2008","Employed","higher vocational","7","","",""
"Much too small","2008","Employed","higher education","25","","",""
"A little too small","2008","Not Employed","in school","79","0.139400140295343","0.108606417404764","0.170193863185922"
"A little too small","2008","Not Employed","inadequately","21","","",""
"A little too small","2008","Not Employed","general elemantary","114","0.10065952087271","0.0840265452011604","0.117292496544259"
"A little too small","2008","Not Employed","middle vocational","289","0.0815739736167479","0.0729414086291425","0.0902065386043533"
"A little too small","2008","Not Employed","vocational + Abi","36","0.128032558752688","0.0871028687509935","0.168962248754382"
"A little too small","2008","Not Employed","higher vocational","39","0.101181168350039","0.0735926946241138","0.128769642075965"
"A little too small","2008","Not Employed","higher education","89","0.102228263435795","0.0848021539894322","0.119654372882158"
"A little too small","2008","Employed","in school","14","","",""
"A little too small","2008","Employed","inadequately","11","","",""
"A little too small","2008","Employed","general elemantary","125","0.155968814538509","0.131270406683179","0.180667222393839"
"A little too small","2008","Employed","middle vocational","881","0.160332899633692","0.150970504264932","0.169695295002453"
"A little too small","2008","Employed","vocational + Abi","156","0.192780533482148","0.166103603423013","0.219457463541282"
"A little too small","2008","Employed","higher vocational","143","0.164671104894097","0.141234321459416","0.188107888328778"
"A little too small","2008","Employed","higher education","453","0.185799322936664","0.171970967492973","0.199627678380354"
"Just right","2008","Not Employed","in school","348","0.729247421071147","0.68974227168819","0.768752570454103"
"Just right","2008","Not Employed","inadequately","93","0.841147486364448","0.774912373367989","0.907382599360907"
"Just right","2008","Not Employed","general elemantary","953","0.73858705041283","0.714296081100682","0.762878019724979"
"Just right","2008","Not Employed","middle vocational","2913","0.744476537060877","0.730720831979205","0.758232242142548"
"Just right","2008","Not Employed","vocational + Abi","172","0.675874612297819","0.618539891796717","0.73320933279892"
"Just right","2008","Not Employed","higher vocational","320","0.712669455124133","0.671271706872786","0.754067203375479"
"Just right","2008","Not Employed","higher education","805","0.675351254686187","0.648417078227879","0.702285431144495"
"Just right","2008","Employed","in school","44","0.620182545159565","0.50127611709686","0.739088973222271"
"Just right","2008","Employed","inadequately","51","0.725985252347732","0.62150121661966","0.830469288075805"
"Just right","2008","Employed","general elemantary","622","0.73301090704877","0.702896604857409","0.763125209240131"
"Just right","2008","Employed","middle vocational","4349","0.715654367487871","0.704143792216126","0.727164942759617"
"Just right","2008","Employed","vocational + Abi","607","0.701957814796963","0.671026183546646","0.73288944604728"
"Just right","2008","Employed","higher vocational","698","0.711813503986491","0.683192788943797","0.740434219029184"
"Just right","2008","Employed","higher education","2139","0.680407135695474","0.663827854107889","0.696986417283059"
"A little too big","2008","Not Employed","in school","46","0.0920209016699699","0.0663222034684325","0.117719599871507"
"A little too big","2008","Not Employed","inadequately","1","","",""
"A little too big","2008","Not Employed","general elemantary","150","0.125195996955768","0.106901054220409","0.143490939691128"
"A little too big","2008","Not Employed","middle vocational","545","0.143716299266339","0.132652512226411","0.154780086306266"
"A little too big","2008","Not Employed","vocational + Abi","42","0.180670492327785","0.133540103755102","0.227800880900469"
"A little too big","2008","Not Employed","higher vocational","84","0.156518560015588","0.123278451302179","0.189758668728996"
"A little too big","2008","Not Employed","higher education","217","0.182805689762163","0.160573128245235","0.20503825127909"
"A little too big","2008","Employed","in school","5","","",""
"A little too big","2008","Employed","inadequately","5","","",""
"A little too big","2008","Employed","general elemantary","53","0.0700720734616984","0.0526953473810508","0.0874487995423461"
"A little too big","2008","Employed","middle vocational","511","0.0917768257501384","0.0844099237734966","0.0991437277267801"
"A little too big","2008","Employed","vocational + Abi","59","0.0725454842122057","0.0550042579721387","0.0900867104522728"
"A little too big","2008","Employed","higher vocational","105","0.095514102047048","0.0769405398864974","0.114087664207599"
"A little too big","2008","Employed","higher education","393","0.110513521207746","0.0993664667022868","0.121660575713206"
"Much too big","2008","Not Employed","in school","2","","",""
"Much too big","2008","Not Employed","inadequately","","","",""
"Much too big","2008","Not Employed","general elemantary","31","0.0288637727774723","0.0196083325947619","0.0381192129601827"
"Much too big","2008","Not Employed","middle vocational","93","0.0248728872455094","0.0199611438167861","0.0297846306742327"
"Much too big","2008","Not Employed","vocational + Abi","6","","",""
"Much too big","2008","Not Employed","higher vocational","11","","",""
"Much too big","2008","Not Employed","higher education","46","0.0360316831924353","0.0253114153473871","0.0467519510374834"
"Much too big","2008","Employed","in school","1","","",""
"Much too big","2008","Employed","inadequately","","","",""
"Much too big","2008","Employed","general elemantary","5","","",""
"Much too big","2008","Employed","middle vocational","75","0.0155736733492748","0.0124142397989203","0.0187331068996293"
"Much too big","2008","Employed","vocational + Abi","5","","",""
"Much too big","2008","Employed","higher vocational","9","","",""
"Much too big","2008","Employed","higher education","29","","",""
"Much too small","2009","Not Employed","in school","10","","",""
"Much too small","2009","Not Employed","inadequately","6","","",""
"Much too small","2009","Not Employed","general elemantary","22","","",""
"Much too small","2009","Not Employed","middle vocational","25","","",""
"Much too small","2009","Not Employed","vocational + Abi","3","","",""
"Much too small","2009","Not Employed","higher vocational","2","","",""
"Much too small","2009","Not Employed","higher education","4","","",""
"Much too small","2009","Employed","in school","3","","",""
"Much too small","2009","Employed","inadequately","7","","",""
"Much too small","2009","Employed","general elemantary","14","","",""
"Much too small","2009","Employed","middle vocational","85","0.0180499524886937","0.014548664107531","0.0215512408698565"
"Much too small","2009","Employed","vocational + Abi","13","","",""
"Much too small","2009","Employed","higher vocational","9","","",""
"Much too small","2009","Employed","higher education","39","0.0193158764099373","0.0143374528110828","0.0242943000087917"
"A little too small","2009","Not Employed","in school","95","0.217789569431882","0.179441065555034","0.25613807330873"
"A little too small","2009","Not Employed","inadequately","10","","",""
"A little too small","2009","Not Employed","general elemantary","88","0.0854554556370159","0.0689198826079282","0.101991028666104"
"A little too small","2009","Not Employed","middle vocational","264","0.0863220682381961","0.0770759653725654","0.0955681711038268"
"A little too small","2009","Not Employed","vocational + Abi","38","0.126915682572953","0.0850622875130693","0.168769077632836"
"A little too small","2009","Not Employed","higher vocational","33","0.0807015381953382","0.0547756086946585","0.106627467696018"
"A little too small","2009","Not Employed","higher education","86","0.0958979983765095","0.0785446208861279","0.113251375866891"
"A little too small","2009","Employed","in school","13","","",""
"A little too small","2009","Employed","inadequately","12","","",""
"A little too small","2009","Employed","general elemantary","133","0.171412141272402","0.14445845337701","0.198365829167794"
"A little too small","2009","Employed","middle vocational","838","0.161070102259445","0.151402573860027","0.170737630658863"
"A little too small","2009","Employed","vocational + Abi","149","0.223674899229644","0.194029476850337","0.253320321608952"
"A little too small","2009","Employed","higher vocational","140","0.169333227187801","0.14497905262577","0.193687401749831"
"A little too small","2009","Employed","higher education","455","0.211094372147337","0.196333197453168","0.225855546841506"
"Just right","2009","Not Employed","in school","290","0.653114965553389","0.608891203461793","0.697338727644985"
"Just right","2009","Not Employed","inadequately","76","0.818913994740138","0.742279585376241","0.895548404104036"
"Just right","2009","Not Employed","general elemantary","811","0.747937272436931","0.722254977756029","0.773619567117833"
"Just right","2009","Not Employed","middle vocational","2644","0.733770723683623","0.719219171191861","0.748322276175385"
"Just right","2009","Not Employed","vocational + Abi","156","0.674254279054886","0.61532974329383","0.733178814815942"
"Just right","2009","Not Employed","higher vocational","297","0.69723554359079","0.653502735290435","0.740968351891145"
"Just right","2009","Not Employed","higher education","752","0.671934647712605","0.644264324737066","0.699604970688144"
"Just right","2009","Employed","in school","34","0.541056966902284","0.416006861804907","0.666107071999662"
"Just right","2009","Employed","inadequately","48","0.656177317441685","0.546463907865172","0.765890727018197"
"Just right","2009","Employed","general elemantary","530","0.717599212824204","0.685403203031735","0.749795222616674"
"Just right","2009","Employed","middle vocational","4019","0.702798021252816","0.690778524993412","0.71481751751222"
"Just right","2009","Employed","vocational + Abi","529","0.669746087966171","0.636287602272232","0.703204573660111"
"Just right","2009","Employed","higher vocational","651","0.688323607359441","0.658246422210313","0.718400792508569"
"Just right","2009","Employed","higher education","2009","0.637904126267374","0.620519732158016","0.655288520376732"
"A little too big","2009","Not Employed","in school","44","0.0907746490052687","0.0640823400647419","0.117466957945796"
"A little too big","2009","Not Employed","inadequately","5","","",""
"A little too big","2009","Not Employed","general elemantary","150","0.123544409467674","0.104080797953891","0.143008020981456"
"A little too big","2009","Not Employed","middle vocational","522","0.144740270391043","0.133156633483839","0.156323907298247"
"A little too big","2009","Not Employed","vocational + Abi","40","0.162832428337189","0.116410668262096","0.209254188412283"
"A little too big","2009","Not Employed","higher vocational","82","0.192278928282148","0.154767662819952","0.229790193744345"
"A little too big","2009","Not Employed","higher education","217","0.191066183097714","0.167896561712298","0.214235804483131"
"A little too big","2009","Employed","in school","10","","",""
"A little too big","2009","Employed","inadequately","5","","",""
"A little too big","2009","Employed","general elemantary","66","0.0739619446575748","0.0552444938518312","0.0926793954633183"
"A little too big","2009","Employed","middle vocational","558","0.104943604940274","0.0968833580894566","0.113003851791092"
"A little too big","2009","Employed","vocational + Abi","60","0.073985221393086","0.0553639791083201","0.092606463677852"
"A little too big","2009","Employed","higher vocational","105","0.126005430098969","0.10445589524991","0.147554964948027"
"A little too big","2009","Employed","higher education","384","0.116399968010148","0.104799530809862","0.128000405210434"
"Much too big","2009","Not Employed","in school","6","","",""
"Much too big","2009","Not Employed","inadequately","","","",""
"Much too big","2009","Not Employed","general elemantary","27","","",""
"Much too big","2009","Not Employed","middle vocational","89","0.0285650382224912","0.0230806839139243","0.0340493925310581"
"Much too big","2009","Not Employed","vocational + Abi","6","","",""
"Much too big","2009","Not Employed","higher vocational","10","","",""
"Much too big","2009","Not Employed","higher education","47","0.0391339671644825","0.027705739427909","0.0505621949010561"
