"hlf0071_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"2","1988","lower secondary degree","(0) in school","","","",""
"2","1988","lower secondary degree","(1a) inadequately completed","","","",""
"2","1988","lower secondary degree","(1b) general elementary school","21","","",""
"2","1988","lower secondary degree","(1c) basic vocational qualification","33","0.126817244211077","0.0879784920776713","0.165655996344483"
"2","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"2","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"2","1988","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"2","1988","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"2","1988","lower secondary degree","(3a) lower tertiary education","","","",""
"2","1988","lower secondary degree","(3b) higher tertiary education","","","",""
"2","1988","secondary school degree","(0) in school","","","",""
"2","1988","secondary school degree","(1a) inadequately completed","","","",""
"2","1988","secondary school degree","(1b) general elementary school","","","",""
"2","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"2","1988","secondary school degree","(2b) intermediate general qualification","11","","",""
"2","1988","secondary school degree","(2a) intermediate vocational","20","","",""
"2","1988","secondary school degree","(2c_gen) general maturity certificate","","","",""
"2","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"2","1988","secondary school degree","(3a) lower tertiary education","","","",""
"2","1988","secondary school degree","(3b) higher tertiary education","","","",""
"2","1988","college entrance qualification","(0) in school","","","",""
"2","1988","college entrance qualification","(1a) inadequately completed","","","",""
"2","1988","college entrance qualification","(1b) general elementary school","","","",""
"2","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"2","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"2","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"2","1988","college entrance qualification","(2c_gen) general maturity certificate","10","","",""
"2","1988","college entrance qualification","(2c_voc) vocational maturity certificate","9","","",""
"2","1988","college entrance qualification","(3a) lower tertiary education","3","","",""
"2","1988","college entrance qualification","(3b) higher tertiary education","12","","",""
"2","1988","Other degree","(0) in school","","","",""
"2","1988","Other degree","(1a) inadequately completed","","","",""
"2","1988","Other degree","(1b) general elementary school","12","","",""
"2","1988","Other degree","(1c) basic vocational qualification","7","","",""
"2","1988","Other degree","(2b) intermediate general qualification","","","",""
"2","1988","Other degree","(2a) intermediate vocational","","","",""
"2","1988","Other degree","(2c_gen) general maturity certificate","","","",""
"2","1988","Other degree","(2c_voc) vocational maturity certificate","3","","",""
"2","1988","Other degree","(3a) lower tertiary education","","","",""
"2","1988","Other degree","(3b) higher tertiary education","1","","",""
"2","1988","no degree/no degree yet","(0) in school","3","","",""
"2","1988","no degree/no degree yet","(1a) inadequately completed","19","","",""
"2","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"2","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"2","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"2","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"2","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"2","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"2","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"2","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"3","1988","lower secondary degree","(0) in school","","","",""
"3","1988","lower secondary degree","(1a) inadequately completed","","","",""
"3","1988","lower secondary degree","(1b) general elementary school","121","0.798588298923162","0.736830131042289","0.860346466804034"
"3","1988","lower secondary degree","(1c) basic vocational qualification","224","0.780823577297014","0.732540280821987","0.829106873772042"
"3","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"3","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"3","1988","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"3","1988","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"3","1988","lower secondary degree","(3a) lower tertiary education","","","",""
"3","1988","lower secondary degree","(3b) higher tertiary education","","","",""
"3","1988","secondary school degree","(0) in school","","","",""
"3","1988","secondary school degree","(1a) inadequately completed","","","",""
"3","1988","secondary school degree","(1b) general elementary school","","","",""
"3","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"3","1988","secondary school degree","(2b) intermediate general qualification","29","","",""
"3","1988","secondary school degree","(2a) intermediate vocational","108","0.77525488259336","0.706600019314811","0.843909745871908"
"3","1988","secondary school degree","(2c_gen) general maturity certificate","","","",""
"3","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"3","1988","secondary school degree","(3a) lower tertiary education","2","","",""
"3","1988","secondary school degree","(3b) higher tertiary education","1","","",""
"3","1988","college entrance qualification","(0) in school","","","",""
"3","1988","college entrance qualification","(1a) inadequately completed","","","",""
"3","1988","college entrance qualification","(1b) general elementary school","","","",""
"3","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"3","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"3","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"3","1988","college entrance qualification","(2c_gen) general maturity certificate","16","","",""
"3","1988","college entrance qualification","(2c_voc) vocational maturity certificate","30","0.707848079762747","0.566921634608314","0.848774524917181"
"3","1988","college entrance qualification","(3a) lower tertiary education","9","","",""
"3","1988","college entrance qualification","(3b) higher tertiary education","38","0.638396349011103","0.512557227382391","0.764235470639814"
"3","1988","Other degree","(0) in school","","","",""
"3","1988","Other degree","(1a) inadequately completed","","","",""
"3","1988","Other degree","(1b) general elementary school","42","0.660632675500721","0.538776054360683","0.78248929664076"
"3","1988","Other degree","(1c) basic vocational qualification","30","0.731555632525336","0.594224524974514","0.868886740076157"
"3","1988","Other degree","(2b) intermediate general qualification","","","",""
"3","1988","Other degree","(2a) intermediate vocational","","","",""
"3","1988","Other degree","(2c_gen) general maturity certificate","6","","",""
"3","1988","Other degree","(2c_voc) vocational maturity certificate","5","","",""
"3","1988","Other degree","(3a) lower tertiary education","","","",""
"3","1988","Other degree","(3b) higher tertiary education","3","","",""
"3","1988","no degree/no degree yet","(0) in school","7","","",""
"3","1988","no degree/no degree yet","(1a) inadequately completed","59","0.725121238191119","0.630764097698447","0.819478378683792"
"3","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"3","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"3","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"3","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"3","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"3","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"3","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"3","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"4","1988","lower secondary degree","(0) in school","","","",""
"4","1988","lower secondary degree","(1a) inadequately completed","","","",""
"4","1988","lower secondary degree","(1b) general elementary school","8","","",""
"4","1988","lower secondary degree","(1c) basic vocational qualification","19","","",""
"4","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"4","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"4","1988","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"4","1988","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"4","1988","lower secondary degree","(3a) lower tertiary education","","","",""
"4","1988","lower secondary degree","(3b) higher tertiary education","","","",""
"4","1988","secondary school degree","(0) in school","","","",""
"4","1988","secondary school degree","(1a) inadequately completed","","","",""
"4","1988","secondary school degree","(1b) general elementary school","","","",""
"4","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"4","1988","secondary school degree","(2b) intermediate general qualification","3","","",""
"4","1988","secondary school degree","(2a) intermediate vocational","9","","",""
"4","1988","secondary school degree","(2c_gen) general maturity certificate","","","",""
"4","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"4","1988","secondary school degree","(3a) lower tertiary education","","","",""
"4","1988","secondary school degree","(3b) higher tertiary education","1","","",""
"4","1988","college entrance qualification","(0) in school","","","",""
"4","1988","college entrance qualification","(1a) inadequately completed","","","",""
"4","1988","college entrance qualification","(1b) general elementary school","","","",""
"4","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"4","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"4","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"4","1988","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"4","1988","college entrance qualification","(2c_voc) vocational maturity certificate","1","","",""
"4","1988","college entrance qualification","(3a) lower tertiary education","4","","",""
"4","1988","college entrance qualification","(3b) higher tertiary education","5","","",""
"4","1988","Other degree","(0) in school","","","",""
"4","1988","Other degree","(1a) inadequately completed","","","",""
"4","1988","Other degree","(1b) general elementary school","2","","",""
"4","1988","Other degree","(1c) basic vocational qualification","","","",""
"4","1988","Other degree","(2b) intermediate general qualification","","","",""
"4","1988","Other degree","(2a) intermediate vocational","","","",""
"4","1988","Other degree","(2c_gen) general maturity certificate","","","",""
"4","1988","Other degree","(2c_voc) vocational maturity certificate","","","",""
"4","1988","Other degree","(3a) lower tertiary education","","","",""
"4","1988","Other degree","(3b) higher tertiary education","","","",""
"4","1988","no degree/no degree yet","(0) in school","1","","",""
"4","1988","no degree/no degree yet","(1a) inadequately completed","2","","",""
"4","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"4","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"4","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"4","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"4","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"4","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"4","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"4","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"5","1988","lower secondary degree","(0) in school","","","",""
"5","1988","lower secondary degree","(1a) inadequately completed","","","",""
"5","1988","lower secondary degree","(1b) general elementary school","1","","",""
"5","1988","lower secondary degree","(1c) basic vocational qualification","1","","",""
"5","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"5","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"5","1988","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"5","1988","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"5","1988","lower secondary degree","(3a) lower tertiary education","","","",""
"5","1988","lower secondary degree","(3b) higher tertiary education","","","",""
"5","1988","secondary school degree","(0) in school","","","",""
"5","1988","secondary school degree","(1a) inadequately completed","","","",""
"5","1988","secondary school degree","(1b) general elementary school","","","",""
"5","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"5","1988","secondary school degree","(2b) intermediate general qualification","","","",""
"5","1988","secondary school degree","(2a) intermediate vocational","1","","",""
"5","1988","secondary school degree","(2c_gen) general maturity certificate","","","",""
"5","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"5","1988","secondary school degree","(3a) lower tertiary education","","","",""
"5","1988","secondary school degree","(3b) higher tertiary education","","","",""
"5","1988","college entrance qualification","(0) in school","","","",""
"5","1988","college entrance qualification","(1a) inadequately completed","","","",""
"5","1988","college entrance qualification","(1b) general elementary school","","","",""
"5","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"5","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"5","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"5","1988","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"5","1988","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"5","1988","college entrance qualification","(3a) lower tertiary education","","","",""
"5","1988","college entrance qualification","(3b) higher tertiary education","","","",""
"5","1988","Other degree","(0) in school","","","",""
"5","1988","Other degree","(1a) inadequately completed","","","",""
"5","1988","Other degree","(1b) general elementary school","","","",""
"5","1988","Other degree","(1c) basic vocational qualification","","","",""
"5","1988","Other degree","(2b) intermediate general qualification","","","",""
"5","1988","Other degree","(2a) intermediate vocational","","","",""
"5","1988","Other degree","(2c_gen) general maturity certificate","","","",""
"5","1988","Other degree","(2c_voc) vocational maturity certificate","","","",""
"5","1988","Other degree","(3a) lower tertiary education","","","",""
"5","1988","Other degree","(3b) higher tertiary education","","","",""
"5","1988","no degree/no degree yet","(0) in school","","","",""
"5","1988","no degree/no degree yet","(1a) inadequately completed","","","",""
"5","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"5","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"5","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"5","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"5","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"5","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"5","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"5","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"1","1989","lower secondary degree","(0) in school","","","",""
"1","1989","lower secondary degree","(1a) inadequately completed","","","",""
"1","1989","lower secondary degree","(1b) general elementary school","5","","",""
"1","1989","lower secondary degree","(1c) basic vocational qualification","10","","",""
"1","1989","lower secondary degree","(2b) intermediate general qualification","","","",""
"1","1989","lower secondary degree","(2a) intermediate vocational","","","",""
"1","1989","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"1","1989","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"1","1989","lower secondary degree","(3a) lower tertiary education","","","",""
"1","1989","lower secondary degree","(3b) higher tertiary education","","","",""
"1","1989","secondary school degree","(0) in school","","","",""
"1","1989","secondary school degree","(1a) inadequately completed","","","",""
"1","1989","secondary school degree","(1b) general elementary school","","","",""
"1","1989","secondary school degree","(1c) basic vocational qualification","","","",""
"1","1989","secondary school degree","(2b) intermediate general qualification","2","","",""
"1","1989","secondary school degree","(2a) intermediate vocational","6","","",""
"1","1989","secondary school degree","(2c_gen) general maturity certificate","","","",""
"1","1989","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"1","1989","secondary school degree","(3a) lower tertiary education","4","","",""
"1","1989","secondary school degree","(3b) higher tertiary education","","","",""
"1","1989","college entrance qualification","(0) in school","","","",""
"1","1989","college entrance qualification","(1a) inadequately completed","","","",""
"1","1989","college entrance qualification","(1b) general elementary school","","","",""
"1","1989","college entrance qualification","(1c) basic vocational qualification","","","",""
"1","1989","college entrance qualification","(2b) intermediate general qualification","","","",""
"1","1989","college entrance qualification","(2a) intermediate vocational","","","",""
"1","1989","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"1","1989","college entrance qualification","(2c_voc) vocational maturity certificate","2","","",""
"1","1989","college entrance qualification","(3a) lower tertiary education","","","",""
"1","1989","college entrance qualification","(3b) higher tertiary education","1","","",""
"1","1989","Other degree","(0) in school","","","",""
"1","1989","Other degree","(1a) inadequately completed","","","",""
"1","1989","Other degree","(1b) general elementary school","","","",""
"1","1989","Other degree","(1c) basic vocational qualification","1","","",""
"1","1989","Other degree","(2b) intermediate general qualification","","","",""
"1","1989","Other degree","(2a) intermediate vocational","","","",""
"1","1989","Other degree","(2c_gen) general maturity certificate","","","",""
"1","1989","Other degree","(2c_voc) vocational maturity certificate","","","",""
"1","1989","Other degree","(3a) lower tertiary education","","","",""
"1","1989","Other degree","(3b) higher tertiary education","","","",""
"1","1989","no degree/no degree yet","(0) in school","","","",""
"1","1989","no degree/no degree yet","(1a) inadequately completed","7","","",""
"1","1989","no degree/no degree yet","(1b) general elementary school","","","",""
"1","1989","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"1","1989","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"1","1989","no degree/no degree yet","(2a) intermediate vocational","","","",""
"1","1989","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"1","1989","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"1","1989","no degree/no degree yet","(3a) lower tertiary education","","","",""
"1","1989","no degree/no degree yet","(3b) higher tertiary education","","","",""
"2","1989","lower secondary degree","(0) in school","","","",""
"2","1989","lower secondary degree","(1a) inadequately completed","","","",""
"2","1989","lower secondary degree","(1b) general elementary school","21","","",""
"2","1989","lower secondary degree","(1c) basic vocational qualification","25","","",""
"2","1989","lower secondary degree","(2b) intermediate general qualification","","","",""
"2","1989","lower secondary degree","(2a) intermediate vocational","","","",""
"2","1989","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"2","1989","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"2","1989","lower secondary degree","(3a) lower tertiary education","1","","",""
"2","1989","lower secondary degree","(3b) higher tertiary education","","","",""
"2","1989","secondary school degree","(0) in school","","","",""
"2","1989","secondary school degree","(1a) inadequately completed","","","",""
"2","1989","secondary school degree","(1b) general elementary school","","","",""
"2","1989","secondary school degree","(1c) basic vocational qualification","","","",""
"2","1989","secondary school degree","(2b) intermediate general qualification","4","","",""
"2","1989","secondary school degree","(2a) intermediate vocational","24","","",""
"2","1989","secondary school degree","(2c_gen) general maturity certificate","","","",""
"2","1989","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"2","1989","secondary school degree","(3a) lower tertiary education","1","","",""
"2","1989","secondary school degree","(3b) higher tertiary education","","","",""
"2","1989","college entrance qualification","(0) in school","","","",""
"2","1989","college entrance qualification","(1a) inadequately completed","","","",""
"2","1989","college entrance qualification","(1b) general elementary school","","","",""
"2","1989","college entrance qualification","(1c) basic vocational qualification","","","",""
"2","1989","college entrance qualification","(2b) intermediate general qualification","","","",""
"2","1989","college entrance qualification","(2a) intermediate vocational","","","",""
"2","1989","college entrance qualification","(2c_gen) general maturity certificate","9","","",""
"2","1989","college entrance qualification","(2c_voc) vocational maturity certificate","6","","",""
"2","1989","college entrance qualification","(3a) lower tertiary education","3","","",""
"2","1989","college entrance qualification","(3b) higher tertiary education","14","","",""
"2","1989","Other degree","(0) in school","","","",""
"2","1989","Other degree","(1a) inadequately completed","","","",""
"2","1989","Other degree","(1b) general elementary school","18","","",""
"2","1989","Other degree","(1c) basic vocational qualification","3","","",""
"2","1989","Other degree","(2b) intermediate general qualification","","","",""
"2","1989","Other degree","(2a) intermediate vocational","","","",""
"2","1989","Other degree","(2c_gen) general maturity certificate","2","","",""
"2","1989","Other degree","(2c_voc) vocational maturity certificate","3","","",""
"2","1989","Other degree","(3a) lower tertiary education","","","",""
"2","1989","Other degree","(3b) higher tertiary education","1","","",""
"2","1989","no degree/no degree yet","(0) in school","2","","",""
"2","1989","no degree/no degree yet","(1a) inadequately completed","23","","",""
"2","1989","no degree/no degree yet","(1b) general elementary school","","","",""
"2","1989","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"2","1989","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"2","1989","no degree/no degree yet","(2a) intermediate vocational","","","",""
"2","1989","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"2","1989","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"2","1989","no degree/no degree yet","(3a) lower tertiary education","","","",""
"2","1989","no degree/no degree yet","(3b) higher tertiary education","","","",""
"3","1989","lower secondary degree","(0) in school","","","",""
"3","1989","lower secondary degree","(1a) inadequately completed","","","",""
"3","1989","lower secondary degree","(1b) general elementary school","81","0.751170869639197","0.671102855095345","0.831238884183048"
"3","1989","lower secondary degree","(1c) basic vocational qualification","189","0.807523075376798","0.757435914078755","0.857610236674842"
"3","1989","lower secondary degree","(2b) intermediate general qualification","","","",""
"3","1989","lower secondary degree","(2a) intermediate vocational","","","",""
"3","1989","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"3","1989","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"3","1989","lower secondary degree","(3a) lower tertiary education","","","",""
"3","1989","lower secondary degree","(3b) higher tertiary education","","","",""
"3","1989","secondary school degree","(0) in school","","","",""
"3","1989","secondary school degree","(1a) inadequately completed","","","",""
"3","1989","secondary school degree","(1b) general elementary school","","","",""
"3","1989","secondary school degree","(1c) basic vocational qualification","","","",""
"3","1989","secondary school degree","(2b) intermediate general qualification","35","0.823179715232256","0.711710432403854","0.934648998060657"
"3","1989","secondary school degree","(2a) intermediate vocational","145","0.784664955755829","0.725749834870916","0.843580076640742"
"3","1989","secondary school degree","(2c_gen) general maturity certificate","","","",""
"3","1989","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"3","1989","secondary school degree","(3a) lower tertiary education","1","","",""
"3","1989","secondary school degree","(3b) higher tertiary education","","","",""
"3","1989","college entrance qualification","(0) in school","","","",""
"3","1989","college entrance qualification","(1a) inadequately completed","","","",""
"3","1989","college entrance qualification","(1b) general elementary school","","","",""
"3","1989","college entrance qualification","(1c) basic vocational qualification","","","",""
"3","1989","college entrance qualification","(2b) intermediate general qualification","","","",""
"3","1989","college entrance qualification","(2a) intermediate vocational","","","",""
"3","1989","college entrance qualification","(2c_gen) general maturity certificate","17","","",""
"3","1989","college entrance qualification","(2c_voc) vocational maturity certificate","31","0.745886698551062","0.618685277057506","0.873088120044619"
"3","1989","college entrance qualification","(3a) lower tertiary education","16","","",""
"3","1989","college entrance qualification","(3b) higher tertiary education","30","0.619112708760494","0.485838502844327","0.75238691467666"
"3","1989","Other degree","(0) in school","","","",""
"3","1989","Other degree","(1a) inadequately completed","","","",""
"3","1989","Other degree","(1b) general elementary school","46","0.560326987597778","0.441477759797787","0.679176215397769"
"3","1989","Other degree","(1c) basic vocational qualification","26","","",""
"3","1989","Other degree","(2b) intermediate general qualification","","","",""
"3","1989","Other degree","(2a) intermediate vocational","","","",""
"3","1989","Other degree","(2c_gen) general maturity certificate","3","","",""
"3","1989","Other degree","(2c_voc) vocational maturity certificate","6","","",""
"3","1989","Other degree","(3a) lower tertiary education","","","",""
"3","1989","Other degree","(3b) higher tertiary education","","","",""
"3","1989","no degree/no degree yet","(0) in school","10","","",""
"3","1989","no degree/no degree yet","(1a) inadequately completed","37","0.601144897957201","0.486436231828963","0.715853564085439"
"3","1989","no degree/no degree yet","(1b) general elementary school","","","",""
"3","1989","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"3","1989","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"3","1989","no degree/no degree yet","(2a) intermediate vocational","","","",""
"3","1989","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"3","1989","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"3","1989","no degree/no degree yet","(3a) lower tertiary education","","","",""
"3","1989","no degree/no degree yet","(3b) higher tertiary education","","","",""
"4","1989","lower secondary degree","(0) in school","","","",""
"4","1989","lower secondary degree","(1a) inadequately completed","","","",""
"4","1989","lower secondary degree","(1b) general elementary school","3","","",""
"4","1989","lower secondary degree","(1c) basic vocational qualification","12","","",""
"4","1989","lower secondary degree","(2b) intermediate general qualification","","","",""
"4","1989","lower secondary degree","(2a) intermediate vocational","","","",""
"4","1989","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"4","1989","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"4","1989","lower secondary degree","(3a) lower tertiary education","","","",""
"4","1989","lower secondary degree","(3b) higher tertiary education","","","",""
"4","1989","secondary school degree","(0) in school","","","",""
"4","1989","secondary school degree","(1a) inadequately completed","","","",""
"4","1989","secondary school degree","(1b) general elementary school","","","",""
"4","1989","secondary school degree","(1c) basic vocational qualification","","","",""
"4","1989","secondary school degree","(2b) intermediate general qualification","4","","",""
"4","1989","secondary school degree","(2a) intermediate vocational","12","","",""
"4","1989","secondary school degree","(2c_gen) general maturity certificate","","","",""
"4","1989","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"4","1989","secondary school degree","(3a) lower tertiary education","1","","",""
"4","1989","secondary school degree","(3b) higher tertiary education","","","",""
"4","1989","college entrance qualification","(0) in school","","","",""
"4","1989","college entrance qualification","(1a) inadequately completed","","","",""
"4","1989","college entrance qualification","(1b) general elementary school","","","",""
"4","1989","college entrance qualification","(1c) basic vocational qualification","","","",""
"4","1989","college entrance qualification","(2b) intermediate general qualification","","","",""
"4","1989","college entrance qualification","(2a) intermediate vocational","","","",""
"4","1989","college entrance qualification","(2c_gen) general maturity certificate","2","","",""
"4","1989","college entrance qualification","(2c_voc) vocational maturity certificate","5","","",""
"4","1989","college entrance qualification","(3a) lower tertiary education","3","","",""
"4","1989","college entrance qualification","(3b) higher tertiary education","6","","",""
"4","1989","Other degree","(0) in school","","","",""
"4","1989","Other degree","(1a) inadequately completed","","","",""
"4","1989","Other degree","(1b) general elementary school","3","","",""
"4","1989","Other degree","(1c) basic vocational qualification","1","","",""
"4","1989","Other degree","(2b) intermediate general qualification","","","",""
"4","1989","Other degree","(2a) intermediate vocational","","","",""
"4","1989","Other degree","(2c_gen) general maturity certificate","","","",""
"4","1989","Other degree","(2c_voc) vocational maturity certificate","2","","",""
"4","1989","Other degree","(3a) lower tertiary education","","","",""
"4","1989","Other degree","(3b) higher tertiary education","1","","",""
"4","1989","no degree/no degree yet","(0) in school","","","",""
"4","1989","no degree/no degree yet","(1a) inadequately completed","3","","",""
"4","1989","no degree/no degree yet","(1b) general elementary school","","","",""
"4","1989","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"4","1989","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"4","1989","no degree/no degree yet","(2a) intermediate vocational","","","",""
"4","1989","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"4","1989","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"4","1989","no degree/no degree yet","(3a) lower tertiary education","","","",""
"4","1989","no degree/no degree yet","(3b) higher tertiary education","","","",""
"5","1989","lower secondary degree","(0) in school","","","",""
"5","1989","lower secondary degree","(1a) inadequately completed","","","",""
"5","1989","lower secondary degree","(1b) general elementary school","2","","",""
"5","1989","lower secondary degree","(1c) basic vocational qualification","2","","",""
"5","1989","lower secondary degree","(2b) intermediate general qualification","","","",""
"5","1989","lower secondary degree","(2a) intermediate vocational","","","",""
"5","1989","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"5","1989","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"5","1989","lower secondary degree","(3a) lower tertiary education","","","",""
"5","1989","lower secondary degree","(3b) higher tertiary education","","","",""
"5","1989","secondary school degree","(0) in school","","","",""
"5","1989","secondary school degree","(1a) inadequately completed","","","",""
"5","1989","secondary school degree","(1b) general elementary school","","","",""
"5","1989","secondary school degree","(1c) basic vocational qualification","","","",""
"5","1989","secondary school degree","(2b) intermediate general qualification","","","",""
"5","1989","secondary school degree","(2a) intermediate vocational","","","",""
"5","1989","secondary school degree","(2c_gen) general maturity certificate","","","",""
"5","1989","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"5","1989","secondary school degree","(3a) lower tertiary education","","","",""
"5","1989","secondary school degree","(3b) higher tertiary education","","","",""
"5","1989","college entrance qualification","(0) in school","","","",""
"5","1989","college entrance qualification","(1a) inadequately completed","","","",""
"5","1989","college entrance qualification","(1b) general elementary school","","","",""
"5","1989","college entrance qualification","(1c) basic vocational qualification","","","",""
"5","1989","college entrance qualification","(2b) intermediate general qualification","","","",""
"5","1989","college entrance qualification","(2a) intermediate vocational","","","",""
"5","1989","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"5","1989","college entrance qualification","(2c_voc) vocational maturity certificate","1","","",""
"5","1989","college entrance qualification","(3a) lower tertiary education","","","",""
"5","1989","college entrance qualification","(3b) higher tertiary education","","","",""
"5","1989","Other degree","(0) in school","","","",""
"5","1989","Other degree","(1a) inadequately completed","","","",""
"5","1989","Other degree","(1b) general elementary school","","","",""
"5","1989","Other degree","(1c) basic vocational qualification","","","",""
"5","1989","Other degree","(2b) intermediate general qualification","","","",""
"5","1989","Other degree","(2a) intermediate vocational","","","",""
"5","1989","Other degree","(2c_gen) general maturity certificate","","","",""
"5","1989","Other degree","(2c_voc) vocational maturity certificate","","","",""
"5","1989","Other degree","(3a) lower tertiary education","","","",""
