"hlf0071_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Just right","1997","direct migration background","West Germany","1601","0.663860801153568","0.644688161442769","0.683033440864366"
"Just right","1997","direct migration background","East Germany","98","0.716168511923746","0.639255640808848","0.793081383038644"
"Just right","1997","indirect migration background","West Germany","384","0.732285983201461","0.695044746714668","0.769527219688254"
"Just right","1997","indirect migration background","East Germany","11","","",""
"A little too big","1997","no migration background","West Germany","572","0.109033784391571","0.101339802674045","0.116727766109097"
"A little too big","1997","no migration background","East Germany","242","0.0829866915102934","0.073829201697214","0.0921441813233728"
"A little too big","1997","direct migration background","West Germany","83","0.0618411470493027","0.0520651564166006","0.0716171376820047"
"A little too big","1997","direct migration background","East Germany","13","","",""
"A little too big","1997","indirect migration background","West Germany","15","","",""
"A little too big","1997","indirect migration background","East Germany","2","","",""
"Much too big","1997","no migration background","West Germany","33","0.00670236380170383","0.00468820509283509","0.00871652251057257"
"Much too big","1997","no migration background","East Germany","17","","",""
"Much too big","1997","direct migration background","West Germany","6","","",""
"Much too big","1997","direct migration background","East Germany","","","",""
"Much too big","1997","indirect migration background","West Germany","2","","",""
"Much too big","1997","indirect migration background","East Germany","","","",""
"Much too small","1998","no migration background","West Germany","129","0.0177692386140035","0.0147577660341361","0.020780711193871"
"Much too small","1998","no migration background","East Germany","78","0.0188688350176666","0.0144976822421485","0.0232399877931848"
"Much too small","1998","direct migration background","West Germany","142","0.0654550959531849","0.0551737451321299","0.0757364467742398"
"Much too small","1998","direct migration background","East Germany","2","","",""
"Much too small","1998","indirect migration background","West Germany","26","","",""
"Much too small","1998","indirect migration background","East Germany","2","","",""
"A little too small","1998","no migration background","West Germany","1061","0.136006617403162","0.128192625340124","0.1438206094662"
"A little too small","1998","no migration background","East Germany","623","0.168932792681379","0.156895329814405","0.180970255548353"
"A little too small","1998","direct migration background","West Germany","460","0.193330436173383","0.176914097219016","0.20974677512775"
"A little too small","1998","direct migration background","East Germany","15","","",""
"A little too small","1998","indirect migration background","West Germany","132","0.218116439367902","0.183759312371776","0.252473566364027"
"A little too small","1998","indirect migration background","East Germany","3","","",""
"Just right","1998","no migration background","West Germany","5406","0.725243995966849","0.715068551118237","0.735419440815461"
"Just right","1998","no migration background","East Germany","2668","0.701383212237561","0.68668059335529","0.716085831119833"
"Just right","1998","direct migration background","West Germany","1517","0.681485038837046","0.662117633543787","0.700852444130305"
"Just right","1998","direct migration background","East Germany","86","0.703827536307791","0.621796145226848","0.785858927388734"
"Just right","1998","indirect migration background","West Germany","374","0.685765881420341","0.647145531418496","0.724386231422186"
"Just right","1998","indirect migration background","East Germany","18","","",""
"A little too big","1998","no migration background","West Germany","723","0.109284255775486","0.102172348234252","0.116396163316721"
"A little too big","1998","no migration background","East Germany","338","0.104154181092289","0.0943408851429895","0.113967477041589"
"A little too big","1998","direct migration background","West Germany","95","0.053690189114656","0.0443201263960102","0.0630602518333017"
"A little too big","1998","direct migration background","East Germany","15","","",""
"A little too big","1998","indirect migration background","West Germany","19","","",""
"A little too big","1998","indirect migration background","East Germany","3","","",""
"Much too big","1998","no migration background","West Germany","74","0.0116958922404991","0.00924513825659894","0.0141466462243992"
"Much too big","1998","no migration background","East Germany","15","","",""
"Much too big","1998","direct migration background","West Germany","9","","",""
"Much too big","1998","direct migration background","East Germany","1","","",""
"Much too big","1998","indirect migration background","West Germany","4","","",""
"Much too big","1998","indirect migration background","East Germany","","","",""
"Much too small","1999","no migration background","West Germany","105","0.0126080142293821","0.0100352658730626","0.0151807625857016"
"Much too small","1999","no migration background","East Germany","54","0.0121124364433312","0.00857002382342901","0.0156548490632333"
"Much too small","1999","direct migration background","West Germany","106","0.0388202928140658","0.0305388377818307","0.0471017478463008"
"Much too small","1999","direct migration background","East Germany","","","",""
"Much too small","1999","indirect migration background","West Germany","32","0.0393799174424697","0.0235919200808138","0.0551679148041256"
"Much too small","1999","indirect migration background","East Germany","2","","",""
"A little too small","1999","no migration background","West Germany","1086","0.145055650241537","0.136935474779733","0.15317582570334"
"A little too small","1999","no migration background","East Germany","591","0.157559451055503","0.145761095160604","0.169357806950401"
"A little too small","1999","direct migration background","West Germany","395","0.177066191219804","0.160700844033782","0.193431538405827"
"A little too small","1999","direct migration background","East Germany","16","","",""
"A little too small","1999","indirect migration background","West Germany","131","0.217830799612108","0.184324704897721","0.251336894326494"
"A little too small","1999","indirect migration background","East Germany","3","","",""
"Just right","1999","no migration background","West Germany","5338","0.733963065721013","0.723773932617691","0.744152198824335"
"Just right","1999","no migration background","East Germany","2735","0.74873723246051","0.734691046426583","0.762783418494437"
"Just right","1999","direct migration background","West Germany","1490","0.72800041035192","0.708922760021862","0.747078060681977"
"Just right","1999","direct migration background","East Germany","79","0.677057459860802","0.589674421628028","0.764440498093577"
"Just right","1999","indirect migration background","West Germany","399","0.693541552755047","0.656118789233879","0.730964316276215"
"Just right","1999","indirect migration background","East Germany","16","","",""
"A little too big","1999","no migration background","West Germany","663","0.10221818272199","0.0952329859309262","0.109203379513053"
"A little too big","1999","no migration background","East Germany","267","0.0759659853974709","0.0673860661831726","0.0845459046117693"
"A little too big","1999","direct migration background","West Germany","91","0.0491501621210848","0.0398820048716353","0.0584183193705343"
"A little too big","1999","direct migration background","East Germany","14","","",""
"A little too big","1999","indirect migration background","West Germany","20","","",""
"A little too big","1999","indirect migration background","East Germany","1","","",""
"Much too big","1999","no migration background","West Germany","33","0.00615508708607892","0.00435163098309195","0.00795854318906589"
"Much too big","1999","no migration background","East Germany","16","","",""
"Much too big","1999","direct migration background","West Germany","8","","",""
"Much too big","1999","direct migration background","East Germany","1","","",""
"Much too big","1999","indirect migration background","West Germany","1","","",""
"Much too big","1999","indirect migration background","East Germany","","","",""
"Much too small","2000","no migration background","West Germany","212","0.0144652247010792","0.0125080742996734","0.0164223751024851"
"Much too small","2000","no migration background","East Germany","82","0.017988329784382","0.0145331169727128","0.0214435425960513"
"Much too small","2000","direct migration background","West Germany","134","0.0373061907793884","0.0307111718773624","0.0439012096814144"
"Much too small","2000","direct migration background","East Germany","1","","",""
"Much too small","2000","indirect migration background","West Germany","35","0.0367286834009536","0.0237027507754758","0.0497546160264314"
"Much too small","2000","indirect migration background","East Germany","","","",""
"A little too small","2000","no migration background","West Germany","1766","0.123839558077303","0.118440137593397","0.129238978561209"
"A little too small","2000","no migration background","East Germany","803","0.139269886792654","0.130269044209603","0.148270729375705"
"A little too small","2000","direct migration background","West Germany","662","0.216605291760087","0.202270006161813","0.23094057735836"
"A little too small","2000","direct migration background","East Germany","19","","",""
"A little too small","2000","indirect migration background","West Germany","177","0.23229417468102","0.203049391189806","0.261538958172234"
"A little too small","2000","indirect migration background","East Germany","6","","",""
"Just right","2000","no migration background","West Germany","10784","0.749322567239651","0.742218326697159","0.756426807782143"
"Just right","2000","no migration background","East Germany","4311","0.755883146384501","0.744715869883896","0.767050422885107"
"Just right","2000","direct migration background","West Germany","2244","0.699517241160141","0.683562473203832","0.71547200911645"
"Just right","2000","direct migration background","East Germany","110","0.710732431023021","0.638171073221847","0.783293788824194"
"Just right","2000","indirect migration background","West Germany","565","0.699114616461426","0.667352709480789","0.730876523442063"
"Just right","2000","indirect migration background","East Germany","17","","",""
"A little too big","2000","no migration background","West Germany","1415","0.102139458134712","0.0971755143996024","0.107103401869822"
"A little too big","2000","no migration background","East Germany","465","0.082468215691501","0.0753170817208486","0.0896193496621534"
"A little too big","2000","direct migration background","West Germany","121","0.0421499032056963","0.035157466140289","0.0491423402711037"
"A little too big","2000","direct migration background","East Germany","19","","",""
"A little too big","2000","indirect migration background","West Germany","21","","",""
"A little too big","2000","indirect migration background","East Germany","3","","",""
"Much too big","2000","no migration background","West Germany","120","0.0102331918472551","0.00858351973260777","0.0118828639619023"
"Much too big","2000","no migration background","East Germany","23","","",""
"Much too big","2000","direct migration background","West Germany","11","","",""
"Much too big","2000","direct migration background","East Germany","1","","",""
"Much too big","2000","indirect migration background","West Germany","3","","",""
"Much too big","2000","indirect migration background","East Germany","","","",""
"Much too small","2001","no migration background","West Germany","186","0.0148406479697683","0.0127579493961868","0.0169233465433497"
"Much too small","2001","no migration background","East Germany","68","0.0163092346487543","0.0129017906912554","0.0197166786062532"
"Much too small","2001","direct migration background","West Germany","130","0.044567272985594","0.0369376510503037","0.0521968949208842"
"Much too small","2001","direct migration background","East Germany","","","",""
"Much too small","2001","indirect migration background","West Germany","38","0.0404265254899039","0.0263401114915957","0.0545129394882121"
"Much too small","2001","indirect migration background","East Germany","2","","",""
"A little too small","2001","no migration background","West Germany","1622","0.124834321514826","0.119141089445676","0.130527553583976"
"A little too small","2001","no migration background","East Germany","695","0.1242372424747","0.115363603163206","0.133110881786194"
"A little too small","2001","direct migration background","West Germany","550","0.19111523640924","0.176577864050502","0.205652608767978"
"A little too small","2001","direct migration background","East Germany","12","","",""
"A little too small","2001","indirect migration background","West Germany","168","0.237834974994771","0.20738475108162","0.268285198907921"
"A little too small","2001","indirect migration background","East Germany","8","","",""
"Just right","2001","no migration background","West Germany","9779","0.748051894100279","0.740574192026968","0.75552959617359"
"Just right","2001","no migration background","East Germany","4112","0.769485435422262","0.758155380339929","0.780815490504596"
"Just right","2001","direct migration background","West Germany","2011","0.719245457548887","0.702630589722356","0.735860325375418"
"Just right","2001","direct migration background","East Germany","95","0.760472943620285","0.684111058654464","0.836834828586105"
"Just right","2001","indirect migration background","West Germany","511","0.67581574164027","0.642339381173637","0.709292102106903"
"Just right","2001","indirect migration background","East Germany","14","","",""
"A little too big","2001","no migration background","West Germany","1245","0.102527923760603","0.0973030199509408","0.107752827570265"
"A little too big","2001","no migration background","East Germany","405","0.0846823697832572","0.0771926589737351","0.0921720805927793"
"A little too big","2001","direct migration background","West Germany","111","0.0404179727821234","0.0331364326547831","0.0476995129094638"
"A little too big","2001","direct migration background","East Germany","13","","",""
"A little too big","2001","indirect migration background","West Germany","34","0.0459227578750552","0.0309523417760874","0.0608931739740231"
"A little too big","2001","indirect migration background","East Germany","1","","",""
"Much too big","2001","no migration background","West Germany","116","0.00974521265452415","0.00805315217809084","0.0114372731309575"
"Much too big","2001","no migration background","East Germany","28","","",""
"Much too big","2001","direct migration background","West Germany","8","","",""
"Much too big","2001","direct migration background","East Germany","","","",""
"Much too big","2001","indirect migration background","West Germany","","","",""
"Much too big","2001","indirect migration background","East Germany","","","",""
"Much too small","2002","no migration background","West Germany","228","0.0177058145442711","0.0155368518664175","0.0198747772221247"
"Much too small","2002","no migration background","East Germany","77","0.0203720401788904","0.0165727034303402","0.0241713769274407"
"Much too small","2002","direct migration background","West Germany","123","0.0497902329108762","0.0415827697447687","0.0579976960769837"
"Much too small","2002","direct migration background","East Germany","","","",""
"Much too small","2002","indirect migration background","West Germany","33","0.0347223542442862","0.0217065202467","0.0477381882418725"
"Much too small","2002","indirect migration background","East Germany","","","",""
"A little too small","2002","no migration background","West Germany","1921","0.135262798758075","0.129638031033277","0.140887566482873"
"A little too small","2002","no migration background","East Germany","689","0.121039637344573","0.112267440014255","0.129811834674891"
"A little too small","2002","direct migration background","West Germany","517","0.201078802781832","0.185954957152759","0.216202648410904"
"A little too small","2002","direct migration background","East Germany","16","","",""
"A little too small","2002","indirect migration background","West Germany","158","0.224669301864144","0.194996630094689","0.254341973633599"
"A little too small","2002","indirect migration background","East Germany","9","","",""
"Just right","2002","no migration background","West Germany","10208","0.712929364863245","0.70548905584321","0.720369673883281"
"Just right","2002","no migration background","East Germany","4082","0.769181578386637","0.757849498929268","0.780513657844006"
"Just right","2002","direct migration background","West Germany","1897","0.690508035959647","0.673064433703825","0.70795163821547"
"Just right","2002","direct migration background","East Germany","86","0.753487817079397","0.675058865858297","0.831916768300498"
"Just right","2002","indirect migration background","West Germany","538","0.704146456166932","0.671696719132921","0.736596193200943"
"Just right","2002","indirect migration background","East Germany","13","","",""
"A little too big","2002","no migration background","West Germany","1638","0.119202623218525","0.113873518559284","0.124531727877765"
"A little too big","2002","no migration background","East Germany","429","0.083005794670471","0.0755859050991383","0.0904256842418037"
"A little too big","2002","direct migration background","West Germany","141","0.0534214575290923","0.0449362335119712","0.0619066815462134"
"A little too big","2002","direct migration background","East Germany","13","","",""
"A little too big","2002","indirect migration background","West Germany","26","","",""
"A little too big","2002","indirect migration background","East Germany","2","","",""
"Much too big","2002","no migration background","West Germany","207","0.0148993986158837","0.0129069001364597","0.0168918970953078"
"Much too big","2002","no migration background","East Germany","34","0.00640094941942863","0.00425614487119396","0.0085457539676633"
"Much too big","2002","direct migration background","West Germany","20","","",""
"Much too big","2002","direct migration background","East Germany","1","","",""
"Much too big","2002","indirect migration background","West Germany","5","","",""
"Much too big","2002","indirect migration background","East Germany","","","",""
"Much too small","2003","no migration background","West Germany","176","0.0141692106432512","0.0121822904417623","0.01615613084474"
"Much too small","2003","no migration background","East Germany","65","0.0141432208809973","0.0109414811947576","0.0173449605672369"
"Much too small","2003","direct migration background","West Germany","105","0.0380187795435868","0.030574177421053","0.0454633816661206"
"Much too small","2003","direct migration background","East Germany","","","",""
"Much too small","2003","indirect migration background","West Germany","30","0.0322076894686733","0.0196391632068075","0.0447762157305392"
"Much too small","2003","indirect migration background","East Germany","","","",""
"A little too small","2003","no migration background","West Germany","1815","0.138456254075151","0.132649928769594","0.144262579380708"
"A little too small","2003","no migration background","East Germany","647","0.124763051285673","0.115802994560701","0.133723108010645"
"A little too small","2003","direct migration background","West Germany","511","0.224706276540506","0.20845827899037","0.240954274090642"
"A little too small","2003","direct migration background","East Germany","13","","",""
"A little too small","2003","indirect migration background","West Germany","152","0.191905110048606","0.163870924846939","0.219939295250273"
"A little too small","2003","indirect migration background","East Germany","12","","",""
"Just right","2003","no migration background","West Germany","9850","0.715484268233589","0.707899198198632","0.723069338268545"
"Just right","2003","no migration background","East Germany","4024","0.767439370323724","0.755984370719567","0.778894369927881"
"Just right","2003","direct migration background","West Germany","1751","0.674018462680735","0.655771461195837","0.692265464165632"
"Just right","2003","direct migration background","East Germany","75","0.693063107806068","0.605260766870899","0.780865448741237"
"Just right","2003","indirect migration background","West Germany","534","0.717288379955302","0.685230690650543","0.749346069260062"
"Just right","2003","indirect migration background","East Germany","17","","",""
"A little too big","2003","no migration background","West Germany","1567","0.117846741702518","0.112426268283486","0.12326721512155"
"A little too big","2003","no migration background","East Germany","465","0.0882180860782643","0.0805280346189795","0.0959081375375491"
"A little too big","2003","direct migration background","West Germany","148","0.0548010556043967","0.0459414337608496","0.0636606774479438"
"A little too big","2003","direct migration background","East Germany","18","","",""
"A little too big","2003","indirect migration background","West Germany","35","0.0473600844775551","0.0322389592658509","0.0624812096892594"
"A little too big","2003","indirect migration background","East Germany","3","","",""
"Much too big","2003","no migration background","West Germany","184","0.0140435253454911","0.0120653109817114","0.0160217397092708"
"Much too big","2003","no migration background","East Germany","24","","",""
"Much too big","2003","direct migration background","West Germany","20","","",""
"Much too big","2003","direct migration background","East Germany","","","",""
"Much too big","2003","indirect migration background","West Germany","7","","",""
"Much too big","2003","indirect migration background","East Germany","","","",""
"Much too small","2004","no migration background","West Germany","163","0.0143020988425285","0.0122761351660322","0.0163280625190247"
"Much too small","2004","no migration background","East Germany","58","0.0123034914399734","0.0092807146096261","0.0153262682703208"
"Much too small","2004","direct migration background","West Germany","81","0.0330853191959468","0.0259811981970982","0.0401894401947954"
"Much too small","2004","direct migration background","East Germany","1","","",""
"Much too small","2004","indirect migration background","West Germany","26","","",""
"Much too small","2004","indirect migration background","East Germany","1","","",""
"A little too small","2004","no migration background","West Germany","1631","0.122614664381282","0.117018038922339","0.128211289840226"
"A little too small","2004","no migration background","East Germany","636","0.125918782585516","0.116821717711971","0.135015847459061"
"A little too small","2004","direct migration background","West Germany","473","0.207512303110776","0.191405223774278","0.223619382447274"
"A little too small","2004","direct migration background","East Germany","12","","",""
"A little too small","2004","indirect migration background","West Germany","154","0.195719327452687","0.167768267338056","0.223670387567318"
"A little too small","2004","indirect migration background","East Germany","8","","",""
"Just right","2004","no migration background","West Germany","9647","0.72920352778082","0.721621144515911","0.736785911045728"
"Just right","2004","no migration background","East Germany","3922","0.771297216434612","0.759780551095418","0.782813881773806"
"Just right","2004","direct migration background","West Germany","1732","0.698138977496384","0.679905350323087","0.716372604669681"
"Just right","2004","direct migration background","East Germany","77","0.740850485141132","0.656231080865983","0.825469889416281"
"Just right","2004","indirect migration background","West Germany","563","0.729635514972031","0.698345525691803","0.76092550425226"
"Just right","2004","indirect migration background","East Germany","24","","",""
"A little too big","2004","no migration background","West Germany","1585","0.122139623010076","0.116552337525933","0.127726908494218"
"A little too big","2004","no migration background","East Germany","463","0.0834984716300008","0.0759129404205866","0.091084002839415"
"A little too big","2004","direct migration background","West Germany","133","0.0533179128773501","0.0443943711585038","0.0622414545961965"
"A little too big","2004","direct migration background","East Germany","13","","",""
"A little too big","2004","indirect migration background","West Germany","28","","",""
"A little too big","2004","indirect migration background","East Germany","2","","",""
"Much too big","2004","no migration background","West Germany","168","0.0117400859852936","0.00990214704213615","0.0135780249284511"
"Much too big","2004","no migration background","East Germany","30","0.00698203790989774","0.00469880722144161","0.00926526859835386"
"Much too big","2004","direct migration background","West Germany","16","","",""
"Much too big","2004","direct migration background","East Germany","","","",""
"Much too big","2004","indirect migration background","West Germany","3","","",""
"Much too big","2004","indirect migration background","East Germany","","","",""
"Much too small","2005","no migration background","West Germany","141","0.0125965951685713","0.0106532069773734","0.0145399833597693"
"Much too small","2005","no migration background","East Germany","48","0.0123343132927658","0.00925115626878716","0.0154174703167445"
"Much too small","2005","direct migration background","West Germany","54","0.0280543933126524","0.0212763851312712","0.0348324014940336"
"Much too small","2005","direct migration background","East Germany","","","",""
"Much too small","2005","indirect migration background","West Germany","25","","",""
"Much too small","2005","indirect migration background","East Germany","","","",""
"A little too small","2005","no migration background","West Germany","1576","0.134334907439087","0.12839260083907","0.140277214039105"
"A little too small","2005","no migration background","East Germany","618","0.131391731587023","0.121954835545899","0.140828627628146"
"A little too small","2005","direct migration background","West Germany","424","0.19397732149103","0.177746900782925","0.210207742199136"
"A little too small","2005","direct migration background","East Germany","12","","",""
"A little too small","2005","indirect migration background","West Germany","168","0.20857343281351","0.180331180174174","0.236815685452845"
"A little too small","2005","indirect migration background","East Germany","15","","",""
"Just right","2005","no migration background","West Germany","9342","0.726557322852728","0.718790314825598","0.734324330879858"
"Just right","2005","no migration background","East Germany","3785","0.772070907214448","0.760352687193836","0.783789127235059"
"Just right","2005","direct migration background","West Germany","1644","0.713825588665424","0.695273529414551","0.732377647916297"
"Just right","2005","direct migration background","East Germany","74","0.721663986916781","0.634687828281161","0.808640145552402"
"Just right","2005","indirect migration background","West Germany","547","0.703612649295873","0.671868683808575","0.735356614783171"
"Just right","2005","indirect migration background","East Germany","19","","",""
"A little too big","2005","no migration background","West Germany","1419","0.112760822959682","0.10724912847167","0.118272517447695"
"A little too big","2005","no migration background","East Germany","420","0.073876131882423","0.0665694569633815","0.0811828068014645"
"A little too big","2005","direct migration background","West Germany","135","0.0550649864863696","0.0457018919833508","0.0644280809893884"
"A little too big","2005","direct migration background","East Germany","16","","",""
"A little too big","2005","indirect migration background","West Germany","51","0.0590409239419475","0.0426566776746558","0.0754251702092393"
"A little too big","2005","indirect migration background","East Germany","1","","",""
"Much too big","2005","no migration background","West Germany","173","0.0137503515799306","0.011721099521399","0.0157796036384623"
"Much too big","2005","no migration background","East Germany","52","0.0103269160233408","0.00750291808493679","0.0131509139617447"
"Much too big","2005","direct migration background","West Germany","23","","",""
"Much too big","2005","direct migration background","East Germany","","","",""
"Much too big","2005","indirect migration background","West Germany","4","","",""
"Much too big","2005","indirect migration background","East Germany","","","",""
"Much too small","2006","no migration background","West Germany","157","0.01534661339461","0.0133001745298455","0.0173930522593745"
"Much too small","2006","no migration background","East Germany","59","0.012339853008068","0.00934617377238148","0.0153335322437544"
"Much too small","2006","direct migration background","West Germany","84","0.0428505023729301","0.0345449621074069","0.0511560426384533"
"Much too small","2006","direct migration background","East Germany","","","",""
"Much too small","2006","indirect migration background","West Germany","32","0.0363733381740509","0.023559266499819","0.0491874098482828"
"Much too small","2006","indirect migration background","East Germany","2","","",""
"A little too small","2006","no migration background","West Germany","1655","0.129726060702737","0.124132447731171","0.135319673674303"
"A little too small","2006","no migration background","East Germany","633","0.125499777577624","0.116516228451121","0.134483326704127"
"A little too small","2006","direct migration background","West Germany","405","0.201701569433646","0.185245075360829","0.218158063506464"
"A little too small","2006","direct migration background","East Germany","14","","",""
"A little too small","2006","indirect migration background","West Germany","185","0.239339237828991","0.210135151484873","0.268543324173109"
"A little too small","2006","indirect migration background","East Germany","10","","",""
"Just right","2006","no migration background","West Germany","10044","0.713752183564059","0.706227372058764","0.721276995069355"
"Just right","2006","no migration background","East Germany","3985","0.771705141322333","0.760323097083893","0.783087185560773"
"Just right","2006","direct migration background","West Germany","1636","0.694786894739714","0.675901440330532","0.713672349148896"
"Just right","2006","direct migration background","East Germany","83","0.778824023775372","0.701613722382221","0.856034325168522"
"Just right","2006","indirect migration background","West Germany","555","0.659004809906982","0.626558927968018","0.691450691845947"
"Just right","2006","indirect migration background","East Germany","28","","",""
"A little too big","2006","no migration background","West Germany","1772","0.124076499077251","0.118588315068517","0.129564683085984"
"A little too big","2006","no migration background","East Germany","500","0.083492047492249","0.0759907363190484","0.0909933586654496"
"A little too big","2006","direct migration background","West Germany","142","0.0528038047716118","0.0436320460362714","0.0619755635069522"
"A little too big","2006","direct migration background","East Germany","14","","",""
"A little too big","2006","indirect migration background","West Germany","38","0.0400616541067264","0.0266393438439706","0.0534839643694822"
"A little too big","2006","indirect migration background","East Germany","3","","",""
"Much too big","2006","no migration background","West Germany","233","0.0170986432613428","0.0149404685354405","0.0192568179872451"
"Much too big","2006","no migration background","East Germany","47","0.00696318059972629","0.00470825087141751","0.00921811032803508"
"Much too big","2006","direct migration background","West Germany","17","","",""
"Much too big","2006","direct migration background","East Germany","","","",""
"Much too big","2006","indirect migration background","West Germany","10","","",""
"Much too big","2006","indirect migration background","East Germany","","","",""
"Much too small","2007","no migration background","West Germany","115","0.0119914616922359","0.0101188665782608","0.013864056806211"
"Much too small","2007","no migration background","East Germany","49","0.0119712206391677","0.00894549205189011","0.0149969492264453"
"Much too small","2007","direct migration background","West Germany","53","0.0315144396440468","0.0239555016562692","0.0390733776318243"
"Much too small","2007","direct migration background","East Germany","","","",""
"Much too small","2007","indirect migration background","West Germany","32","0.0414758070605255","0.0276331999545104","0.0553184141665405"
"Much too small","2007","indirect migration background","East Germany","","","",""
"A little too small","2007","no migration background","West Germany","1605","0.128514964101042","0.122757459527947","0.134272468674137"
"A little too small","2007","no migration background","East Germany","596","0.12440941449177","0.115227079808121","0.133591749175419"
"A little too small","2007","direct migration background","West Germany","382","0.183987104909068","0.167222179845644","0.200752029972492"
"A little too small","2007","direct migration background","East Germany","12","","",""
"A little too small","2007","indirect migration background","West Germany","183","0.227903959419678","0.198781333740029","0.257026585099327"
"A little too small","2007","indirect migration background","East Germany","16","","",""
"Just right","2007","no migration background","West Germany","9377","0.720598194151902","0.71287870317531","0.728317685128493"
"Just right","2007","no migration background","East Germany","3822","0.771558413350163","0.759878276181858","0.783238550518467"
"Just right","2007","direct migration background","West Germany","1478","0.715780513531921","0.696265166726874","0.735295860336969"
"Just right","2007","direct migration background","East Germany","69","0.686287299152841","0.592487221932782","0.7800873763729"
"Just right","2007","indirect migration background","West Germany","537","0.67961155795262","0.64721583108548","0.71200728481976"
"Just right","2007","indirect migration background","East Germany","25","","",""
"A little too big","2007","no migration background","West Germany","1680","0.124179654667328","0.118506035076665","0.129853274257992"
"A little too big","2007","no migration background","East Germany","436","0.0796958326985659","0.0721612456615708","0.0872304197355609"
"A little too big","2007","direct migration background","West Germany","134","0.0666657786791232","0.0558730940751763","0.0774584632830701"
"A little too big","2007","direct migration background","East Germany","12","","",""
"A little too big","2007","indirect migration background","West Germany","43","0.0470359661262361","0.0323374930964999","0.0617344391559724"
"A little too big","2007","indirect migration background","East Germany","4","","",""
"Much too big","2007","no migration background","West Germany","202","0.0147157253874924","0.0126441578923888","0.0167872928825961"
"Much too big","2007","no migration background","East Germany","60","0.012365118820334","0.00929062722356521","0.0154396104171029"
"Much too big","2007","direct migration background","West Germany","5","","",""
"Much too big","2007","direct migration background","East Germany","1","","",""
"Much too big","2007","indirect migration background","West Germany","2","","",""
"Much too big","2007","indirect migration background","East Germany","","","",""
"Much too small","2008","no migration background","West Germany","98","0.0104043551482755","0.00860358596103975","0.0122051243355113"
"Much too small","2008","no migration background","East Germany","43","0.0101934395045353","0.00732054561352517","0.0130663333955455"
"Much too small","2008","direct migration background","West Germany","51","0.0294846477216769","0.0217469647989608","0.037222330644393"
"Much too small","2008","direct migration background","East Germany","","","",""
"Much too small","2008","indirect migration background","West Germany","26","","",""
"Much too small","2008","indirect migration background","East Germany","","","",""
"A little too small","2008","no migration background","West Germany","1420","0.124897231530715","0.119030077175288","0.130764385886142"
"A little too small","2008","no migration background","East Germany","571","0.135975658728021","0.126172238451841","0.145779079004201"
"A little too small","2008","direct migration background","West Germany","325","0.199808283318894","0.181518206794213","0.218098359843576"
"A little too small","2008","direct migration background","East Germany","11","","",""
"A little too small","2008","indirect migration background","West Germany","165","0.199237296009677","0.171260083080655","0.227214508938699"
"A little too small","2008","indirect migration background","East Germany","16","","",""
"Just right","2008","no migration background","West Germany","8795","0.712658523360418","0.704627673983174","0.720689372737662"
"Just right","2008","no migration background","East Germany","3590","0.755658753952301","0.74336894029655","0.767948567608051"
"Just right","2008","direct migration background","West Germany","1336","0.686887790269296","0.665674665200312","0.70810091533828"
"Just right","2008","direct migration background","East Germany","59","0.751401029496899","0.657279031570648","0.845523027423151"
"Just right","2008","indirect migration background","West Germany","553","0.713476025265644","0.681806803903426","0.745145246627861"
"Just right","2008","indirect migration background","East Germany","28","","",""
"A little too big","2008","no migration background","West Germany","1631","0.130300213214812","0.124326026054971","0.136274400374652"
"A little too big","2008","no migration background","East Germany","446","0.0858431008211488","0.0778309868963411","0.0938552147459565"
"A little too big","2008","direct migration background","West Germany","115","0.0752168580315161","0.0631529144145331","0.0872808016484991"
"A little too big","2008","direct migration background","East Germany","11","","",""
"A little too big","2008","indirect migration background","West Germany","33","0.0418019004461369","0.027783680303329","0.0558201205889447"
"A little too big","2008","indirect migration background","East Germany","1","","",""
"Much too big","2008","no migration background","West Germany","253","0.02173967674578","0.0191516107899505","0.0243277427016095"
"Much too big","2008","no migration background","East Germany","46","0.012329046993994","0.00917291657037981","0.0154851774176081"
"Much too big","2008","direct migration background","West Germany","9","","",""
"Much too big","2008","direct migration background","East Germany","","","",""
"Much too big","2008","indirect migration background","West Germany","6","","",""
"Much too big","2008","indirect migration background","East Germany","","","",""
"Much too small","2009","no migration background","West Germany","122","0.0105436086294766","0.0086716166434476","0.0124156006155057"
"Much too small","2009","no migration background","East Germany","51","0.015686793987148","0.0120428317537222","0.0193307562205738"
"Much too small","2009","direct migration background","West Germany","42","0.0334716887570484","0.0246474398535533","0.0422959376605435"
"Much too small","2009","direct migration background","East Germany","1","","",""
"Much too small","2009","indirect migration background","West Germany","39","0.0602015566880973","0.0427423483476578","0.0776607650285368"
"Much too small","2009","indirect migration background","East Germany","","","",""
"A little too small","2009","no migration background","West Germany","1426","0.134681936035875","0.128425117233395","0.140938754838355"
"A little too small","2009","no migration background","East Germany","550","0.142718092923436","0.132460594457156","0.152975591389717"
"A little too small","2009","direct migration background","West Germany","262","0.188330031986767","0.169148593375123","0.207511470598411"
"A little too small","2009","direct migration background","East Germany","9","","",""
"A little too small","2009","indirect migration background","West Germany","155","0.227407740315113","0.196641025647827","0.258174454982399"
"A little too small","2009","indirect migration background","East Germany","14","","",""
