"hlf0071_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"4","2012","Rhineland-Palatinate,Saarland","(0) in school","2","","",""
"4","2012","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"4","2012","Rhineland-Palatinate,Saarland","(1b) general elementary school","15","","",""
"4","2012","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","70","0.158430109214325","0.126000063133158","0.190860155295493"
"4","2012","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","4","","",""
"4","2012","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","35","0.157114373397527","0.115587487372561","0.198641259422493"
"4","2012","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","9","","",""
"4","2012","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","18","","",""
"4","2012","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","19","","",""
"4","2012","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","33","0.186463544324068","0.127035478464889","0.245891610183247"
"4","2012","Baden-Württemberg","(0) in school","6","","",""
"4","2012","Baden-Württemberg","(1a) inadequately completed","1","","",""
"4","2012","Baden-Württemberg","(1b) general elementary school","43","0.142748139173033","0.104832912148809","0.180663366197257"
"4","2012","Baden-Württemberg","(1c) basic vocational qualification","102","0.164401861727937","0.138474080107922","0.190329643347953"
"4","2012","Baden-Württemberg","(2b) intermediate general qualification","12","","",""
"4","2012","Baden-Württemberg","(2a) intermediate vocational","86","0.126211214706454","0.10269399845577","0.149728430957138"
"4","2012","Baden-Württemberg","(2c_gen) general maturity certificate","11","","",""
"4","2012","Baden-Württemberg","(2c_voc) vocational maturity certificate","28","","",""
"4","2012","Baden-Württemberg","(3a) lower tertiary education","43","0.186695827382586","0.142001699084171","0.231389955681001"
"4","2012","Baden-Württemberg","(3b) higher tertiary education","59","0.0935576170099269","0.0673966199313267","0.119718614088527"
"4","2012","Bavaria","(0) in school","8","","",""
"4","2012","Bavaria","(1a) inadequately completed","3","","",""
"4","2012","Bavaria","(1b) general elementary school","42","0.109724898779788","0.0778783820788081","0.141571415480768"
"4","2012","Bavaria","(1c) basic vocational qualification","179","0.146313206841411","0.127347841107572","0.165278572575251"
"4","2012","Bavaria","(2b) intermediate general qualification","15","","",""
"4","2012","Bavaria","(2a) intermediate vocational","105","0.149944938216662","0.127716922383448","0.172172954049876"
"4","2012","Bavaria","(2c_gen) general maturity certificate","9","","",""
"4","2012","Bavaria","(2c_voc) vocational maturity certificate","22","","",""
"4","2012","Bavaria","(3a) lower tertiary education","48","0.2027336047578","0.158615448936481","0.24685176057912"
"4","2012","Bavaria","(3b) higher tertiary education","75","0.125088264670448","0.0975655033313822","0.152611026009514"
"4","2012","Berlin","(0) in school","2","","",""
"4","2012","Berlin","(1a) inadequately completed","","","",""
"4","2012","Berlin","(1b) general elementary school","2","","",""
"4","2012","Berlin","(1c) basic vocational qualification","12","","",""
"4","2012","Berlin","(2b) intermediate general qualification","5","","",""
"4","2012","Berlin","(2a) intermediate vocational","22","","",""
"4","2012","Berlin","(2c_gen) general maturity certificate","3","","",""
"4","2012","Berlin","(2c_voc) vocational maturity certificate","6","","",""
"4","2012","Berlin","(3a) lower tertiary education","9","","",""
"4","2012","Berlin","(3b) higher tertiary education","23","","",""
"4","2012","Brandenburg","(0) in school","2","","",""
"4","2012","Brandenburg","(1a) inadequately completed","","","",""
"4","2012","Brandenburg","(1b) general elementary school","3","","",""
"4","2012","Brandenburg","(1c) basic vocational qualification","31","0.13928060230724","0.0923397402165011","0.186221464397979"
"4","2012","Brandenburg","(2b) intermediate general qualification","3","","",""
"4","2012","Brandenburg","(2a) intermediate vocational","27","","",""
"4","2012","Brandenburg","(2c_gen) general maturity certificate","3","","",""
"4","2012","Brandenburg","(2c_voc) vocational maturity certificate","3","","",""
"4","2012","Brandenburg","(3a) lower tertiary education","15","","",""
"4","2012","Brandenburg","(3b) higher tertiary education","14","","",""
"4","2012","Mecklenburg-Western Pomerania","(0) in school","1","","",""
"4","2012","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"4","2012","Mecklenburg-Western Pomerania","(1b) general elementary school","2","","",""
"4","2012","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","12","","",""
"4","2012","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","2","","",""
"4","2012","Mecklenburg-Western Pomerania","(2a) intermediate vocational","30","0.107429986699401","0.0699342964825833","0.144925676916219"
"4","2012","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","1","","",""
"4","2012","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","8","","",""
"4","2012","Mecklenburg-Western Pomerania","(3a) lower tertiary education","10","","",""
"4","2012","Mecklenburg-Western Pomerania","(3b) higher tertiary education","17","","",""
"4","2012","Saxony","(0) in school","2","","",""
"4","2012","Saxony","(1a) inadequately completed","","","",""
"4","2012","Saxony","(1b) general elementary school","5","","",""
"4","2012","Saxony","(1c) basic vocational qualification","32","0.108669706911282","0.0740804304277322","0.143258983394831"
"4","2012","Saxony","(2b) intermediate general qualification","1","","",""
"4","2012","Saxony","(2a) intermediate vocational","57","0.117356880098763","0.0942614781458581","0.140452282051667"
"4","2012","Saxony","(2c_gen) general maturity certificate","3","","",""
"4","2012","Saxony","(2c_voc) vocational maturity certificate","10","","",""
"4","2012","Saxony","(3a) lower tertiary education","24","","",""
"4","2012","Saxony","(3b) higher tertiary education","23","","",""
"4","2012","Saxony-Anhalt","(0) in school","3","","",""
"4","2012","Saxony-Anhalt","(1a) inadequately completed","","","",""
"4","2012","Saxony-Anhalt","(1b) general elementary school","3","","",""
"4","2012","Saxony-Anhalt","(1c) basic vocational qualification","23","","",""
"4","2012","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"4","2012","Saxony-Anhalt","(2a) intermediate vocational","44","0.15158135936481","0.116080974840854","0.187081743888766"
"4","2012","Saxony-Anhalt","(2c_gen) general maturity certificate","4","","",""
"4","2012","Saxony-Anhalt","(2c_voc) vocational maturity certificate","3","","",""
"4","2012","Saxony-Anhalt","(3a) lower tertiary education","14","","",""
"4","2012","Saxony-Anhalt","(3b) higher tertiary education","21","","",""
"4","2012","Thuringia","(0) in school","","","",""
"4","2012","Thuringia","(1a) inadequately completed","","","",""
"4","2012","Thuringia","(1b) general elementary school","5","","",""
"4","2012","Thuringia","(1c) basic vocational qualification","30","0.107990579028895","0.0704805092308038","0.145500648826985"
"4","2012","Thuringia","(2b) intermediate general qualification","1","","",""
"4","2012","Thuringia","(2a) intermediate vocational","40","0.0754610952951063","0.0500485485524775","0.100873642037735"
"4","2012","Thuringia","(2c_gen) general maturity certificate","3","","",""
"4","2012","Thuringia","(2c_voc) vocational maturity certificate","4","","",""
"4","2012","Thuringia","(3a) lower tertiary education","12","","",""
"4","2012","Thuringia","(3b) higher tertiary education","22","","",""
"5","2012","Schleswig-Holstein","(0) in school","1","","",""
"5","2012","Schleswig-Holstein","(1a) inadequately completed","","","",""
"5","2012","Schleswig-Holstein","(1b) general elementary school","1","","",""
"5","2012","Schleswig-Holstein","(1c) basic vocational qualification","4","","",""
"5","2012","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"5","2012","Schleswig-Holstein","(2a) intermediate vocational","1","","",""
"5","2012","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"5","2012","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"5","2012","Schleswig-Holstein","(3a) lower tertiary education","1","","",""
"5","2012","Schleswig-Holstein","(3b) higher tertiary education","5","","",""
"5","2012","Hamburg","(0) in school","","","",""
"5","2012","Hamburg","(1a) inadequately completed","","","",""
"5","2012","Hamburg","(1b) general elementary school","","","",""
"5","2012","Hamburg","(1c) basic vocational qualification","3","","",""
"5","2012","Hamburg","(2b) intermediate general qualification","","","",""
"5","2012","Hamburg","(2a) intermediate vocational","2","","",""
"5","2012","Hamburg","(2c_gen) general maturity certificate","","","",""
"5","2012","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"5","2012","Hamburg","(3a) lower tertiary education","","","",""
"5","2012","Hamburg","(3b) higher tertiary education","2","","",""
"5","2012","Lower Saxony","(0) in school","1","","",""
"5","2012","Lower Saxony","(1a) inadequately completed","","","",""
"5","2012","Lower Saxony","(1b) general elementary school","10","","",""
"5","2012","Lower Saxony","(1c) basic vocational qualification","18","","",""
"5","2012","Lower Saxony","(2b) intermediate general qualification","1","","",""
"5","2012","Lower Saxony","(2a) intermediate vocational","15","","",""
"5","2012","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"5","2012","Lower Saxony","(2c_voc) vocational maturity certificate","3","","",""
"5","2012","Lower Saxony","(3a) lower tertiary education","2","","",""
"5","2012","Lower Saxony","(3b) higher tertiary education","4","","",""
"5","2012","Bremen","(0) in school","","","",""
"5","2012","Bremen","(1a) inadequately completed","","","",""
"5","2012","Bremen","(1b) general elementary school","","","",""
"5","2012","Bremen","(1c) basic vocational qualification","","","",""
"5","2012","Bremen","(2b) intermediate general qualification","","","",""
"5","2012","Bremen","(2a) intermediate vocational","","","",""
"5","2012","Bremen","(2c_gen) general maturity certificate","","","",""
"5","2012","Bremen","(2c_voc) vocational maturity certificate","","","",""
"5","2012","Bremen","(3a) lower tertiary education","","","",""
"5","2012","Bremen","(3b) higher tertiary education","","","",""
"5","2012","North Rhine-Westphalia","(0) in school","4","","",""
"5","2012","North Rhine-Westphalia","(1a) inadequately completed","1","","",""
"5","2012","North Rhine-Westphalia","(1b) general elementary school","4","","",""
"5","2012","North Rhine-Westphalia","(1c) basic vocational qualification","27","","",""
"5","2012","North Rhine-Westphalia","(2b) intermediate general qualification","4","","",""
"5","2012","North Rhine-Westphalia","(2a) intermediate vocational","16","","",""
"5","2012","North Rhine-Westphalia","(2c_gen) general maturity certificate","5","","",""
"5","2012","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","7","","",""
"5","2012","North Rhine-Westphalia","(3a) lower tertiary education","7","","",""
"5","2012","North Rhine-Westphalia","(3b) higher tertiary education","27","","",""
"5","2012","Hesse","(0) in school","2","","",""
"5","2012","Hesse","(1a) inadequately completed","2","","",""
"5","2012","Hesse","(1b) general elementary school","6","","",""
"5","2012","Hesse","(1c) basic vocational qualification","8","","",""
"5","2012","Hesse","(2b) intermediate general qualification","1","","",""
"5","2012","Hesse","(2a) intermediate vocational","12","","",""
"5","2012","Hesse","(2c_gen) general maturity certificate","2","","",""
"5","2012","Hesse","(2c_voc) vocational maturity certificate","4","","",""
"5","2012","Hesse","(3a) lower tertiary education","1","","",""
"5","2012","Hesse","(3b) higher tertiary education","4","","",""
"5","2012","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"5","2012","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"5","2012","Rhineland-Palatinate,Saarland","(1b) general elementary school","3","","",""
"5","2012","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","12","","",""
"5","2012","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","1","","",""
"5","2012","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","4","","",""
"5","2012","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","1","","",""
"5","2012","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","1","","",""
"5","2012","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","1","","",""
"5","2012","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","4","","",""
"5","2012","Baden-Württemberg","(0) in school","1","","",""
"5","2012","Baden-Württemberg","(1a) inadequately completed","","","",""
"5","2012","Baden-Württemberg","(1b) general elementary school","7","","",""
"5","2012","Baden-Württemberg","(1c) basic vocational qualification","25","","",""
"5","2012","Baden-Württemberg","(2b) intermediate general qualification","1","","",""
"5","2012","Baden-Württemberg","(2a) intermediate vocational","12","","",""
"5","2012","Baden-Württemberg","(2c_gen) general maturity certificate","1","","",""
"5","2012","Baden-Württemberg","(2c_voc) vocational maturity certificate","3","","",""
"5","2012","Baden-Württemberg","(3a) lower tertiary education","3","","",""
"5","2012","Baden-Württemberg","(3b) higher tertiary education","14","","",""
"5","2012","Bavaria","(0) in school","1","","",""
"5","2012","Bavaria","(1a) inadequately completed","","","",""
"5","2012","Bavaria","(1b) general elementary school","8","","",""
"5","2012","Bavaria","(1c) basic vocational qualification","19","","",""
"5","2012","Bavaria","(2b) intermediate general qualification","4","","",""
"5","2012","Bavaria","(2a) intermediate vocational","10","","",""
"5","2012","Bavaria","(2c_gen) general maturity certificate","1","","",""
"5","2012","Bavaria","(2c_voc) vocational maturity certificate","2","","",""
"5","2012","Bavaria","(3a) lower tertiary education","4","","",""
"5","2012","Bavaria","(3b) higher tertiary education","11","","",""
"5","2012","Berlin","(0) in school","","","",""
"5","2012","Berlin","(1a) inadequately completed","","","",""
"5","2012","Berlin","(1b) general elementary school","1","","",""
"5","2012","Berlin","(1c) basic vocational qualification","1","","",""
"5","2012","Berlin","(2b) intermediate general qualification","","","",""
"5","2012","Berlin","(2a) intermediate vocational","","","",""
"5","2012","Berlin","(2c_gen) general maturity certificate","","","",""
"5","2012","Berlin","(2c_voc) vocational maturity certificate","","","",""
"5","2012","Berlin","(3a) lower tertiary education","","","",""
"5","2012","Berlin","(3b) higher tertiary education","1","","",""
"5","2012","Brandenburg","(0) in school","","","",""
"5","2012","Brandenburg","(1a) inadequately completed","","","",""
"5","2012","Brandenburg","(1b) general elementary school","2","","",""
"5","2012","Brandenburg","(1c) basic vocational qualification","1","","",""
"5","2012","Brandenburg","(2b) intermediate general qualification","","","",""
"5","2012","Brandenburg","(2a) intermediate vocational","4","","",""
"5","2012","Brandenburg","(2c_gen) general maturity certificate","1","","",""
"5","2012","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"5","2012","Brandenburg","(3a) lower tertiary education","2","","",""
"5","2012","Brandenburg","(3b) higher tertiary education","4","","",""
"5","2012","Mecklenburg-Western Pomerania","(0) in school","","","",""
"5","2012","Mecklenburg-Western Pomerania","(1a) inadequately completed","2","","",""
"5","2012","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"5","2012","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","4","","",""
"5","2012","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"5","2012","Mecklenburg-Western Pomerania","(2a) intermediate vocational","1","","",""
"5","2012","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"5","2012","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"5","2012","Mecklenburg-Western Pomerania","(3a) lower tertiary education","4","","",""
"5","2012","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"5","2012","Saxony","(0) in school","","","",""
"5","2012","Saxony","(1a) inadequately completed","","","",""
"5","2012","Saxony","(1b) general elementary school","","","",""
"5","2012","Saxony","(1c) basic vocational qualification","2","","",""
"5","2012","Saxony","(2b) intermediate general qualification","","","",""
"5","2012","Saxony","(2a) intermediate vocational","3","","",""
"5","2012","Saxony","(2c_gen) general maturity certificate","","","",""
"5","2012","Saxony","(2c_voc) vocational maturity certificate","","","",""
"5","2012","Saxony","(3a) lower tertiary education","1","","",""
"5","2012","Saxony","(3b) higher tertiary education","1","","",""
"5","2012","Saxony-Anhalt","(0) in school","1","","",""
"5","2012","Saxony-Anhalt","(1a) inadequately completed","","","",""
"5","2012","Saxony-Anhalt","(1b) general elementary school","","","",""
"5","2012","Saxony-Anhalt","(1c) basic vocational qualification","3","","",""
"5","2012","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"5","2012","Saxony-Anhalt","(2a) intermediate vocational","4","","",""
"5","2012","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"5","2012","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"5","2012","Saxony-Anhalt","(3a) lower tertiary education","1","","",""
"5","2012","Saxony-Anhalt","(3b) higher tertiary education","5","","",""
"5","2012","Thuringia","(0) in school","","","",""
"5","2012","Thuringia","(1a) inadequately completed","1","","",""
"5","2012","Thuringia","(1b) general elementary school","2","","",""
"5","2012","Thuringia","(1c) basic vocational qualification","2","","",""
"5","2012","Thuringia","(2b) intermediate general qualification","","","",""
"5","2012","Thuringia","(2a) intermediate vocational","1","","",""
"5","2012","Thuringia","(2c_gen) general maturity certificate","","","",""
"5","2012","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"5","2012","Thuringia","(3a) lower tertiary education","2","","",""
"5","2012","Thuringia","(3b) higher tertiary education","","","",""
"1","2013","Schleswig-Holstein","(0) in school","1","","",""
"1","2013","Schleswig-Holstein","(1a) inadequately completed","4","","",""
"1","2013","Schleswig-Holstein","(1b) general elementary school","6","","",""
"1","2013","Schleswig-Holstein","(1c) basic vocational qualification","6","","",""
"1","2013","Schleswig-Holstein","(2b) intermediate general qualification","1","","",""
"1","2013","Schleswig-Holstein","(2a) intermediate vocational","5","","",""
"1","2013","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"1","2013","Schleswig-Holstein","(2c_voc) vocational maturity certificate","2","","",""
"1","2013","Schleswig-Holstein","(3a) lower tertiary education","2","","",""
"1","2013","Schleswig-Holstein","(3b) higher tertiary education","1","","",""
"1","2013","Hamburg","(0) in school","3","","",""
"1","2013","Hamburg","(1a) inadequately completed","1","","",""
"1","2013","Hamburg","(1b) general elementary school","3","","",""
"1","2013","Hamburg","(1c) basic vocational qualification","6","","",""
"1","2013","Hamburg","(2b) intermediate general qualification","2","","",""
"1","2013","Hamburg","(2a) intermediate vocational","2","","",""
"1","2013","Hamburg","(2c_gen) general maturity certificate","2","","",""
"1","2013","Hamburg","(2c_voc) vocational maturity certificate","6","","",""
"1","2013","Hamburg","(3a) lower tertiary education","2","","",""
"1","2013","Hamburg","(3b) higher tertiary education","4","","",""
"1","2013","Lower Saxony","(0) in school","2","","",""
"1","2013","Lower Saxony","(1a) inadequately completed","7","","",""
"1","2013","Lower Saxony","(1b) general elementary school","20","","",""
"1","2013","Lower Saxony","(1c) basic vocational qualification","10","","",""
"1","2013","Lower Saxony","(2b) intermediate general qualification","6","","",""
"1","2013","Lower Saxony","(2a) intermediate vocational","12","","",""
"1","2013","Lower Saxony","(2c_gen) general maturity certificate","10","","",""
"1","2013","Lower Saxony","(2c_voc) vocational maturity certificate","5","","",""
"1","2013","Lower Saxony","(3a) lower tertiary education","2","","",""
"1","2013","Lower Saxony","(3b) higher tertiary education","8","","",""
"1","2013","Bremen","(0) in school","","","",""
"1","2013","Bremen","(1a) inadequately completed","1","","",""
"1","2013","Bremen","(1b) general elementary school","5","","",""
"1","2013","Bremen","(1c) basic vocational qualification","1","","",""
"1","2013","Bremen","(2b) intermediate general qualification","1","","",""
"1","2013","Bremen","(2a) intermediate vocational","2","","",""
"1","2013","Bremen","(2c_gen) general maturity certificate","","","",""
"1","2013","Bremen","(2c_voc) vocational maturity certificate","3","","",""
"1","2013","Bremen","(3a) lower tertiary education","","","",""
"1","2013","Bremen","(3b) higher tertiary education","1","","",""
"1","2013","North Rhine-Westphalia","(0) in school","12","","",""
"1","2013","North Rhine-Westphalia","(1a) inadequately completed","15","","",""
"1","2013","North Rhine-Westphalia","(1b) general elementary school","41","0.0328546019070942","0.0198160350458018","0.0458931687683866"
"1","2013","North Rhine-Westphalia","(1c) basic vocational qualification","31","0.0134126378444453","0.00731461977524076","0.0195106559136498"
"1","2013","North Rhine-Westphalia","(2b) intermediate general qualification","15","","",""
"1","2013","North Rhine-Westphalia","(2a) intermediate vocational","25","","",""
"1","2013","North Rhine-Westphalia","(2c_gen) general maturity certificate","17","","",""
"1","2013","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","21","","",""
"1","2013","North Rhine-Westphalia","(3a) lower tertiary education","4","","",""
"1","2013","North Rhine-Westphalia","(3b) higher tertiary education","28","","",""
"1","2013","Hesse","(0) in school","8","","",""
"1","2013","Hesse","(1a) inadequately completed","7","","",""
"1","2013","Hesse","(1b) general elementary school","13","","",""
"1","2013","Hesse","(1c) basic vocational qualification","15","","",""
"1","2013","Hesse","(2b) intermediate general qualification","4","","",""
"1","2013","Hesse","(2a) intermediate vocational","15","","",""
"1","2013","Hesse","(2c_gen) general maturity certificate","15","","",""
"1","2013","Hesse","(2c_voc) vocational maturity certificate","8","","",""
"1","2013","Hesse","(3a) lower tertiary education","3","","",""
"1","2013","Hesse","(3b) higher tertiary education","10","","",""
"1","2013","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"1","2013","Rhineland-Palatinate,Saarland","(1a) inadequately completed","1","","",""
"1","2013","Rhineland-Palatinate,Saarland","(1b) general elementary school","14","","",""
"1","2013","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","17","","",""
"1","2013","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"1","2013","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","10","","",""
"1","2013","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","3","","",""
"1","2013","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","9","","",""
"1","2013","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","1","","",""
"1","2013","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"1","2013","Baden-Württemberg","(0) in school","1","","",""
"1","2013","Baden-Württemberg","(1a) inadequately completed","6","","",""
"1","2013","Baden-Württemberg","(1b) general elementary school","18","","",""
"1","2013","Baden-Württemberg","(1c) basic vocational qualification","28","","",""
"1","2013","Baden-Württemberg","(2b) intermediate general qualification","5","","",""
"1","2013","Baden-Württemberg","(2a) intermediate vocational","15","","",""
"1","2013","Baden-Württemberg","(2c_gen) general maturity certificate","10","","",""
"1","2013","Baden-Württemberg","(2c_voc) vocational maturity certificate","6","","",""
"1","2013","Baden-Württemberg","(3a) lower tertiary education","5","","",""
"1","2013","Baden-Württemberg","(3b) higher tertiary education","12","","",""
"1","2013","Bavaria","(0) in school","5","","",""
"1","2013","Bavaria","(1a) inadequately completed","7","","",""
"1","2013","Bavaria","(1b) general elementary school","15","","",""
"1","2013","Bavaria","(1c) basic vocational qualification","36","0.0142603865239812","0.00799362028119662","0.0205271527667657"
"1","2013","Bavaria","(2b) intermediate general qualification","2","","",""
"1","2013","Bavaria","(2a) intermediate vocational","16","","",""
"1","2013","Bavaria","(2c_gen) general maturity certificate","14","","",""
"1","2013","Bavaria","(2c_voc) vocational maturity certificate","16","","",""
"1","2013","Bavaria","(3a) lower tertiary education","5","","",""
"1","2013","Bavaria","(3b) higher tertiary education","25","","",""
"1","2013","Berlin","(0) in school","1","","",""
"1","2013","Berlin","(1a) inadequately completed","1","","",""
"1","2013","Berlin","(1b) general elementary school","9","","",""
"1","2013","Berlin","(1c) basic vocational qualification","3","","",""
"1","2013","Berlin","(2b) intermediate general qualification","4","","",""
"1","2013","Berlin","(2a) intermediate vocational","12","","",""
"1","2013","Berlin","(2c_gen) general maturity certificate","4","","",""
"1","2013","Berlin","(2c_voc) vocational maturity certificate","7","","",""
"1","2013","Berlin","(3a) lower tertiary education","","","",""
"1","2013","Berlin","(3b) higher tertiary education","6","","",""
"1","2013","Brandenburg","(0) in school","","","",""
"1","2013","Brandenburg","(1a) inadequately completed","","","",""
"1","2013","Brandenburg","(1b) general elementary school","2","","",""
"1","2013","Brandenburg","(1c) basic vocational qualification","4","","",""
"1","2013","Brandenburg","(2b) intermediate general qualification","1","","",""
"1","2013","Brandenburg","(2a) intermediate vocational","1","","",""
"1","2013","Brandenburg","(2c_gen) general maturity certificate","1","","",""
"1","2013","Brandenburg","(2c_voc) vocational maturity certificate","4","","",""
"1","2013","Brandenburg","(3a) lower tertiary education","","","",""
"1","2013","Brandenburg","(3b) higher tertiary education","1","","",""
"1","2013","Mecklenburg-Western Pomerania","(0) in school","2","","",""
"1","2013","Mecklenburg-Western Pomerania","(1a) inadequately completed","1","","",""
"1","2013","Mecklenburg-Western Pomerania","(1b) general elementary school","1","","",""
"1","2013","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","2","","",""
"1","2013","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"1","2013","Mecklenburg-Western Pomerania","(2a) intermediate vocational","3","","",""
"1","2013","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"1","2013","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","2","","",""
"1","2013","Mecklenburg-Western Pomerania","(3a) lower tertiary education","1","","",""
"1","2013","Mecklenburg-Western Pomerania","(3b) higher tertiary education","1","","",""
"1","2013","Saxony","(0) in school","","","",""
"1","2013","Saxony","(1a) inadequately completed","1","","",""
"1","2013","Saxony","(1b) general elementary school","","","",""
"1","2013","Saxony","(1c) basic vocational qualification","1","","",""
"1","2013","Saxony","(2b) intermediate general qualification","","","",""
"1","2013","Saxony","(2a) intermediate vocational","8","","",""
"1","2013","Saxony","(2c_gen) general maturity certificate","2","","",""
"1","2013","Saxony","(2c_voc) vocational maturity certificate","5","","",""
"1","2013","Saxony","(3a) lower tertiary education","2","","",""
"1","2013","Saxony","(3b) higher tertiary education","5","","",""
"1","2013","Saxony-Anhalt","(0) in school","","","",""
"1","2013","Saxony-Anhalt","(1a) inadequately completed","","","",""
"1","2013","Saxony-Anhalt","(1b) general elementary school","3","","",""
"1","2013","Saxony-Anhalt","(1c) basic vocational qualification","2","","",""
"1","2013","Saxony-Anhalt","(2b) intermediate general qualification","1","","",""
"1","2013","Saxony-Anhalt","(2a) intermediate vocational","6","","",""
"1","2013","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"1","2013","Saxony-Anhalt","(2c_voc) vocational maturity certificate","2","","",""
"1","2013","Saxony-Anhalt","(3a) lower tertiary education","1","","",""
"1","2013","Saxony-Anhalt","(3b) higher tertiary education","2","","",""
"1","2013","Thuringia","(0) in school","1","","",""
"1","2013","Thuringia","(1a) inadequately completed","1","","",""
"1","2013","Thuringia","(1b) general elementary school","2","","",""
"1","2013","Thuringia","(1c) basic vocational qualification","12","","",""
"1","2013","Thuringia","(2b) intermediate general qualification","1","","",""
"1","2013","Thuringia","(2a) intermediate vocational","6","","",""
"1","2013","Thuringia","(2c_gen) general maturity certificate","1","","",""
"1","2013","Thuringia","(2c_voc) vocational maturity certificate","3","","",""
"1","2013","Thuringia","(3a) lower tertiary education","","","",""
"1","2013","Thuringia","(3b) higher tertiary education","","","",""
"2","2013","Schleswig-Holstein","(0) in school","7","","",""
"2","2013","Schleswig-Holstein","(1a) inadequately completed","5","","",""
"2","2013","Schleswig-Holstein","(1b) general elementary school","29","","",""
"2","2013","Schleswig-Holstein","(1c) basic vocational qualification","31","0.118791594328731","0.0781953975472139","0.159387791110249"
"2","2013","Schleswig-Holstein","(2b) intermediate general qualification","10","","",""
"2","2013","Schleswig-Holstein","(2a) intermediate vocational","35","0.137708637954529","0.0949931181272313","0.180424157781828"
"2","2013","Schleswig-Holstein","(2c_gen) general maturity certificate","4","","",""
"2","2013","Schleswig-Holstein","(2c_voc) vocational maturity certificate","18","","",""
"2","2013","Schleswig-Holstein","(3a) lower tertiary education","4","","",""
"2","2013","Schleswig-Holstein","(3b) higher tertiary education","16","","",""
"2","2013","Hamburg","(0) in school","7","","",""
"2","2013","Hamburg","(1a) inadequately completed","3","","",""
"2","2013","Hamburg","(1b) general elementary school","14","","",""
"2","2013","Hamburg","(1c) basic vocational qualification","17","","",""
"2","2013","Hamburg","(2b) intermediate general qualification","1","","",""
"2","2013","Hamburg","(2a) intermediate vocational","25","","",""
"2","2013","Hamburg","(2c_gen) general maturity certificate","15","","",""
"2","2013","Hamburg","(2c_voc) vocational maturity certificate","19","","",""
"2","2013","Hamburg","(3a) lower tertiary education","5","","",""
