"hlf0071_h","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"3","1984","16-34 y.","(1b) general elementary school","623","0.702419938847528","0.673161779447775","0.731678098247281"
"3","1984","16-34 y.","(1c) basic vocational qualification","909","0.727207610698281","0.702902445994664","0.751512775401897"
"3","1984","16-34 y.","(2b) intermediate general qualification","267","0.746730756305067","0.702055130404468","0.791406382205666"
"3","1984","16-34 y.","(2a) intermediate vocational","472","0.736406269763639","0.702378660744049","0.770433878783229"
"3","1984","16-34 y.","(2c_gen) general maturity certificate","232","0.668378794748847","0.619404702764611","0.717352886733084"
"3","1984","16-34 y.","(2c_voc) vocational maturity certificate","136","0.652016328298691","0.588640026511936","0.715392630085445"
"3","1984","16-34 y.","(3a) lower tertiary education","53","0.79883643881525","0.704928423496052","0.892744454134449"
"3","1984","16-34 y.","(3b) higher tertiary education","109","0.62697011981729","0.555925151962549","0.69801508767203"
"3","1984","35-65 y.","(0) in school","","","",""
"3","1984","35-65 y.","(1a) inadequately completed","532","0.659271353442476","0.625685700170342","0.692857006714609"
"3","1984","35-65 y.","(1b) general elementary school","1212","0.797572162665791","0.777809613954543","0.81733471137704"
"3","1984","35-65 y.","(1c) basic vocational qualification","1912","0.781930079547479","0.765710848515931","0.798149310579027"
"3","1984","35-65 y.","(2b) intermediate general qualification","62","0.766644679896104","0.674533679741901","0.858755680050307"
"3","1984","35-65 y.","(2a) intermediate vocational","463","0.744206804469312","0.709863383108463","0.778550225830161"
"3","1984","35-65 y.","(2c_gen) general maturity certificate","35","0.66669264445018","0.538568287121795","0.794817001778565"
"3","1984","35-65 y.","(2c_voc) vocational maturity certificate","143","0.752227636332002","0.692094124122609","0.812361148541396"
"3","1984","35-65 y.","(3a) lower tertiary education","129","0.750483706793617","0.686000722515653","0.814966691071582"
"3","1984","35-65 y.","(3b) higher tertiary education","227","0.728820719790874","0.679252027851437","0.778389411730311"
"3","1984","66 and older","(0) in school","","","",""
"3","1984","66 and older","(1a) inadequately completed","11","","",""
"3","1984","66 and older","(1b) general elementary school","407","0.838362120616619","0.805701414051225","0.871022827182013"
"3","1984","66 and older","(1c) basic vocational qualification","417","0.861179184141053","0.830343855336913","0.892014512945192"
"3","1984","66 and older","(2b) intermediate general qualification","25","","",""
"3","1984","66 and older","(2a) intermediate vocational","117","0.807302479377159","0.743324890375041","0.871280068379276"
"3","1984","66 and older","(2c_gen) general maturity certificate","6","","",""
"3","1984","66 and older","(2c_voc) vocational maturity certificate","32","0.736175070003315","0.601277343112657","0.871072796893974"
"3","1984","66 and older","(3a) lower tertiary education","20","","",""
"3","1984","66 and older","(3b) higher tertiary education","31","0.810413289163194","0.688941530747267","0.93188504757912"
"4","1984","16-34 y.","(0) in school","7","","",""
"4","1984","16-34 y.","(1a) inadequately completed","9","","",""
"4","1984","16-34 y.","(1b) general elementary school","20","","",""
"4","1984","16-34 y.","(1c) basic vocational qualification","49","0.0397074753730397","0.0290515505591495","0.0503634001869299"
"4","1984","16-34 y.","(2b) intermediate general qualification","23","","",""
"4","1984","16-34 y.","(2a) intermediate vocational","29","","",""
"4","1984","16-34 y.","(2c_gen) general maturity certificate","16","","",""
"4","1984","16-34 y.","(2c_voc) vocational maturity certificate","14","","",""
"4","1984","16-34 y.","(3a) lower tertiary education","2","","",""
"4","1984","16-34 y.","(3b) higher tertiary education","4","","",""
"4","1984","35-65 y.","(0) in school","","","",""
"4","1984","35-65 y.","(1a) inadequately completed","22","","",""
"4","1984","35-65 y.","(1b) general elementary school","94","0.0742978965028217","0.0613991732042619","0.0871966198013816"
"4","1984","35-65 y.","(1c) basic vocational qualification","159","0.0702197393561465","0.0601835652928739","0.0802559134194192"
"4","1984","35-65 y.","(2b) intermediate general qualification","8","","",""
"4","1984","35-65 y.","(2a) intermediate vocational","43","0.075130016514412","0.054380913312971","0.0958791197158531"
"4","1984","35-65 y.","(2c_gen) general maturity certificate","","","",""
"4","1984","35-65 y.","(2c_voc) vocational maturity certificate","11","","",""
"4","1984","35-65 y.","(3a) lower tertiary education","17","","",""
"4","1984","35-65 y.","(3b) higher tertiary education","17","","",""
"4","1984","66 and older","(0) in school","","","",""
"4","1984","66 and older","(1a) inadequately completed","3","","",""
"4","1984","66 and older","(1b) general elementary school","47","0.0988721482271878","0.0723890755936466","0.125355220860729"
"4","1984","66 and older","(1c) basic vocational qualification","39","0.0847613545080032","0.059921980620984","0.109600728395022"
"4","1984","66 and older","(2b) intermediate general qualification","5","","",""
"4","1984","66 and older","(2a) intermediate vocational","15","","",""
"4","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"4","1984","66 and older","(2c_voc) vocational maturity certificate","7","","",""
"4","1984","66 and older","(3a) lower tertiary education","2","","",""
"4","1984","66 and older","(3b) higher tertiary education","5","","",""
"5","1984","16-34 y.","(0) in school","1","","",""
"5","1984","16-34 y.","(1a) inadequately completed","","","",""
"5","1984","16-34 y.","(1b) general elementary school","1","","",""
"5","1984","16-34 y.","(1c) basic vocational qualification","7","","",""
"5","1984","16-34 y.","(2b) intermediate general qualification","3","","",""
"5","1984","16-34 y.","(2a) intermediate vocational","6","","",""
"5","1984","16-34 y.","(2c_gen) general maturity certificate","7","","",""
"5","1984","16-34 y.","(2c_voc) vocational maturity certificate","1","","",""
"5","1984","16-34 y.","(3a) lower tertiary education","","","",""
"5","1984","16-34 y.","(3b) higher tertiary education","2","","",""
"5","1984","35-65 y.","(0) in school","","","",""
"5","1984","35-65 y.","(1a) inadequately completed","2","","",""
"5","1984","35-65 y.","(1b) general elementary school","11","","",""
"5","1984","35-65 y.","(1c) basic vocational qualification","16","","",""
"5","1984","35-65 y.","(2b) intermediate general qualification","","","",""
"5","1984","35-65 y.","(2a) intermediate vocational","10","","",""
"5","1984","35-65 y.","(2c_gen) general maturity certificate","","","",""
"5","1984","35-65 y.","(2c_voc) vocational maturity certificate","2","","",""
"5","1984","35-65 y.","(3a) lower tertiary education","1","","",""
"5","1984","35-65 y.","(3b) higher tertiary education","6","","",""
"5","1984","66 and older","(0) in school","","","",""
"5","1984","66 and older","(1a) inadequately completed","","","",""
"5","1984","66 and older","(1b) general elementary school","7","","",""
"5","1984","66 and older","(1c) basic vocational qualification","3","","",""
"5","1984","66 and older","(2b) intermediate general qualification","","","",""
"5","1984","66 and older","(2a) intermediate vocational","3","","",""
"5","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"5","1984","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"5","1984","66 and older","(3a) lower tertiary education","","","",""
"5","1984","66 and older","(3b) higher tertiary education","2","","",""
"1","1985","16-34 y.","(0) in school","5","","",""
"1","1985","16-34 y.","(1a) inadequately completed","15","","",""
"1","1985","16-34 y.","(1b) general elementary school","74","0.0720482427640785","0.0539948272456788","0.0901016582824783"
"1","1985","16-34 y.","(1c) basic vocational qualification","47","0.0347910010302805","0.0240685071733821","0.0455134948871789"
"1","1985","16-34 y.","(2b) intermediate general qualification","12","","",""
"1","1985","16-34 y.","(2a) intermediate vocational","17","","",""
"1","1985","16-34 y.","(2c_gen) general maturity certificate","10","","",""
"1","1985","16-34 y.","(2c_voc) vocational maturity certificate","16","","",""
"1","1985","16-34 y.","(3a) lower tertiary education","3","","",""
"1","1985","16-34 y.","(3b) higher tertiary education","4","","",""
"1","1985","35-65 y.","(0) in school","","","",""
"1","1985","35-65 y.","(1a) inadequately completed","45","0.0699146088015692","0.0501738222031021","0.0896553954000363"
"1","1985","35-65 y.","(1b) general elementary school","43","0.0183332490483472","0.0113752278549901","0.0252912702417043"
"1","1985","35-65 y.","(1c) basic vocational qualification","64","0.0232091213714524","0.017012474988283","0.0294057677546218"
"1","1985","35-65 y.","(2b) intermediate general qualification","","","",""
"1","1985","35-65 y.","(2a) intermediate vocational","9","","",""
"1","1985","35-65 y.","(2c_gen) general maturity certificate","3","","",""
"1","1985","35-65 y.","(2c_voc) vocational maturity certificate","8","","",""
"1","1985","35-65 y.","(3a) lower tertiary education","3","","",""
"1","1985","35-65 y.","(3b) higher tertiary education","16","","",""
"1","1985","66 and older","(0) in school","","","",""
"1","1985","66 and older","(1a) inadequately completed","1","","",""
"1","1985","66 and older","(1b) general elementary school","2","","",""
"1","1985","66 and older","(1c) basic vocational qualification","","","",""
"1","1985","66 and older","(2b) intermediate general qualification","","","",""
"1","1985","66 and older","(2a) intermediate vocational","","","",""
"1","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"1","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"1","1985","66 and older","(3a) lower tertiary education","","","",""
"1","1985","66 and older","(3b) higher tertiary education","1","","",""
"2","1985","16-34 y.","(0) in school","24","","",""
"2","1985","16-34 y.","(1a) inadequately completed","68","0.176147213140701","0.128830876467508","0.223463549813893"
"2","1985","16-34 y.","(1b) general elementary school","145","0.163826088179266","0.137984165674215","0.189668010684318"
"2","1985","16-34 y.","(1c) basic vocational qualification","216","0.175903310940046","0.1536252311926","0.198181390687491"
"2","1985","16-34 y.","(2b) intermediate general qualification","61","0.158683981908983","0.121403541716159","0.195964422101806"
"2","1985","16-34 y.","(2a) intermediate vocational","96","0.149741258358522","0.121166604918512","0.178315911798532"
"2","1985","16-34 y.","(2c_gen) general maturity certificate","64","0.194916677921853","0.151513850971645","0.238319504872062"
"2","1985","16-34 y.","(2c_voc) vocational maturity certificate","43","0.219900595325702","0.162499356024912","0.277301834626493"
"2","1985","16-34 y.","(3a) lower tertiary education","18","","",""
"2","1985","16-34 y.","(3b) higher tertiary education","44","0.229472461202107","0.167349646257416","0.291595276146799"
"2","1985","35-65 y.","(0) in school","","","",""
"2","1985","35-65 y.","(1a) inadequately completed","125","0.217153499329636","0.18523512235639","0.249071876302882"
"2","1985","35-65 y.","(1b) general elementary school","180","0.086901288126412","0.0722910949122173","0.101511481340607"
"2","1985","35-65 y.","(1c) basic vocational qualification","279","0.10987077533052","0.0970003117348272","0.122741238926213"
"2","1985","35-65 y.","(2b) intermediate general qualification","9","","",""
"2","1985","35-65 y.","(2a) intermediate vocational","85","0.136993120310377","0.109526428585707","0.164459812035048"
"2","1985","35-65 y.","(2c_gen) general maturity certificate","16","","",""
"2","1985","35-65 y.","(2c_voc) vocational maturity certificate","34","0.115126854862235","0.06756553839246","0.16268817133201"
"2","1985","35-65 y.","(3a) lower tertiary education","17","","",""
"2","1985","35-65 y.","(3b) higher tertiary education","39","0.110038648102498","0.0744486419587548","0.145628654246241"
"2","1985","66 and older","(0) in school","","","",""
"2","1985","66 and older","(1a) inadequately completed","1","","",""
"2","1985","66 and older","(1b) general elementary school","24","","",""
"2","1985","66 and older","(1c) basic vocational qualification","20","","",""
"2","1985","66 and older","(2b) intermediate general qualification","2","","",""
"2","1985","66 and older","(2a) intermediate vocational","10","","",""
"2","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"2","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"2","1985","66 and older","(3a) lower tertiary education","","","",""
"2","1985","66 and older","(3b) higher tertiary education","","","",""
"3","1985","16-34 y.","(0) in school","149","0.823282872765011","0.768467107608024","0.878098637921998"
"3","1985","16-34 y.","(1a) inadequately completed","162","0.738833480514688","0.684272715402387","0.793394245626989"
"3","1985","16-34 y.","(1b) general elementary school","546","0.721099443727693","0.689787700075373","0.752411187380013"
"3","1985","16-34 y.","(1c) basic vocational qualification","806","0.737021367450912","0.711261007128081","0.762781727773742"
"3","1985","16-34 y.","(2b) intermediate general qualification","275","0.754891142862646","0.711002052952641","0.798780232772651"
"3","1985","16-34 y.","(2a) intermediate vocational","446","0.755948312988321","0.72155122811932","0.790345397857322"
"3","1985","16-34 y.","(2c_gen) general maturity certificate","219","0.697314325904853","0.64697778950129","0.747650862308416"
"3","1985","16-34 y.","(2c_voc) vocational maturity certificate","133","0.65800581899443","0.592261638135567","0.723749999853292"
"3","1985","16-34 y.","(3a) lower tertiary education","39","0.622367353119022","0.502655822349442","0.742078883888603"
"3","1985","16-34 y.","(3b) higher tertiary education","112","0.651795939623273","0.581413470576795","0.72217840866975"
"3","1985","35-65 y.","(0) in school","","","",""
"3","1985","35-65 y.","(1a) inadequately completed","456","0.683166179007972","0.647149967948057","0.719182390067886"
"3","1985","35-65 y.","(1b) general elementary school","1107","0.805172043720329","0.784629511897262","0.825714575543397"
"3","1985","35-65 y.","(1c) basic vocational qualification","1771","0.789903527723454","0.773137778233958","0.806669277212949"
"3","1985","35-65 y.","(2b) intermediate general qualification","60","0.789293460924342","0.697608193902778","0.880978727945906"
"3","1985","35-65 y.","(2a) intermediate vocational","432","0.721568652829346","0.685763318055105","0.757373987603586"
"3","1985","35-65 y.","(2c_gen) general maturity certificate","31","0.618293325406195","0.483637469400361","0.752949181412028"
"3","1985","35-65 y.","(2c_voc) vocational maturity certificate","120","0.752717943094968","0.68842882383466","0.817007062355277"
"3","1985","35-65 y.","(3a) lower tertiary education","126","0.771737333218416","0.706905641922701","0.83656902451413"
"3","1985","35-65 y.","(3b) higher tertiary education","221","0.753348073713525","0.704323936044907","0.802372211382143"
"3","1985","66 and older","(0) in school","","","",""
"3","1985","66 and older","(1a) inadequately completed","13","","",""
"3","1985","66 and older","(1b) general elementary school","334","0.849673866743257","0.814473768807971","0.884873964678543"
"3","1985","66 and older","(1c) basic vocational qualification","375","0.872237985937756","0.840758720438428","0.903717251437084"
"3","1985","66 and older","(2b) intermediate general qualification","22","","",""
"3","1985","66 and older","(2a) intermediate vocational","112","0.817755338876015","0.753578282663753","0.881932395088278"
"3","1985","66 and older","(2c_gen) general maturity certificate","7","","",""
"3","1985","66 and older","(2c_voc) vocational maturity certificate","30","0.806371506561097","0.679050680147217","0.933692332974977"
"3","1985","66 and older","(3a) lower tertiary education","22","","",""
"3","1985","66 and older","(3b) higher tertiary education","24","","",""
"4","1985","16-34 y.","(0) in school","6","","",""
"4","1985","16-34 y.","(1a) inadequately completed","3","","",""
"4","1985","16-34 y.","(1b) general elementary school","20","","",""
"4","1985","16-34 y.","(1c) basic vocational qualification","49","0.0496687339779418","0.0369562412757901","0.0623812266800934"
"4","1985","16-34 y.","(2b) intermediate general qualification","19","","",""
"4","1985","16-34 y.","(2a) intermediate vocational","37","0.0619712654320659","0.0426632368445089","0.0812792940196228"
"4","1985","16-34 y.","(2c_gen) general maturity certificate","24","","",""
"4","1985","16-34 y.","(2c_voc) vocational maturity certificate","7","","",""
"4","1985","16-34 y.","(3a) lower tertiary education","3","","",""
"4","1985","16-34 y.","(3b) higher tertiary education","13","","",""
"4","1985","35-65 y.","(0) in school","","","",""
"4","1985","35-65 y.","(1a) inadequately completed","12","","",""
"4","1985","35-65 y.","(1b) general elementary school","81","0.0745890533831865","0.0609624112258049","0.0882156955405682"
"4","1985","35-65 y.","(1c) basic vocational qualification","146","0.0733202683389337","0.0625926473605189","0.0840478893173486"
"4","1985","35-65 y.","(2b) intermediate general qualification","5","","",""
"4","1985","35-65 y.","(2a) intermediate vocational","68","0.115529762863316","0.0899946137674245","0.141064911959208"
"4","1985","35-65 y.","(2c_gen) general maturity certificate","","","",""
"4","1985","35-65 y.","(2c_voc) vocational maturity certificate","11","","",""
"4","1985","35-65 y.","(3a) lower tertiary education","15","","",""
"4","1985","35-65 y.","(3b) higher tertiary education","19","","",""
"4","1985","66 and older","(0) in school","","","",""
"4","1985","66 and older","(1a) inadequately completed","1","","",""
"4","1985","66 and older","(1b) general elementary school","30","0.0783877439356878","0.0519150156875172","0.104860472183858"
"4","1985","66 and older","(1c) basic vocational qualification","31","0.0707927512950955","0.0466071489675811","0.09497835362261"
"4","1985","66 and older","(2b) intermediate general qualification","1","","",""
"4","1985","66 and older","(2a) intermediate vocational","15","","",""
"4","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"4","1985","66 and older","(2c_voc) vocational maturity certificate","7","","",""
"4","1985","66 and older","(3a) lower tertiary education","1","","",""
"4","1985","66 and older","(3b) higher tertiary education","6","","",""
"5","1985","16-34 y.","(0) in school","2","","",""
"5","1985","16-34 y.","(1a) inadequately completed","1","","",""
"5","1985","16-34 y.","(1b) general elementary school","3","","",""
"5","1985","16-34 y.","(1c) basic vocational qualification","4","","",""
"5","1985","16-34 y.","(2b) intermediate general qualification","2","","",""
"5","1985","16-34 y.","(2a) intermediate vocational","3","","",""
"5","1985","16-34 y.","(2c_gen) general maturity certificate","3","","",""
"5","1985","16-34 y.","(2c_voc) vocational maturity certificate","1","","",""
"5","1985","16-34 y.","(3a) lower tertiary education","","","",""
"5","1985","16-34 y.","(3b) higher tertiary education","3","","",""
"5","1985","35-65 y.","(0) in school","","","",""
"5","1985","35-65 y.","(1a) inadequately completed","3","","",""
"5","1985","35-65 y.","(1b) general elementary school","17","","",""
"5","1985","35-65 y.","(1c) basic vocational qualification","8","","",""
"5","1985","35-65 y.","(2b) intermediate general qualification","2","","",""
"5","1985","35-65 y.","(2a) intermediate vocational","8","","",""
"5","1985","35-65 y.","(2c_gen) general maturity certificate","","","",""
"5","1985","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"5","1985","35-65 y.","(3a) lower tertiary education","","","",""
"5","1985","35-65 y.","(3b) higher tertiary education","2","","",""
"5","1985","66 and older","(0) in school","","","",""
"5","1985","66 and older","(1a) inadequately completed","1","","",""
"5","1985","66 and older","(1b) general elementary school","6","","",""
"5","1985","66 and older","(1c) basic vocational qualification","6","","",""
"5","1985","66 and older","(2b) intermediate general qualification","2","","",""
"5","1985","66 and older","(2a) intermediate vocational","2","","",""
"5","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"5","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"5","1985","66 and older","(3a) lower tertiary education","1","","",""
"5","1985","66 and older","(3b) higher tertiary education","1","","",""
"1","1986","16-34 y.","(0) in school","","","",""
"1","1986","16-34 y.","(1a) inadequately completed","2","","",""
"1","1986","16-34 y.","(1b) general elementary school","12","","",""
"1","1986","16-34 y.","(1c) basic vocational qualification","6","","",""
"1","1986","16-34 y.","(2b) intermediate general qualification","1","","",""
"1","1986","16-34 y.","(2a) intermediate vocational","1","","",""
"1","1986","16-34 y.","(2c_gen) general maturity certificate","1","","",""
"1","1986","16-34 y.","(2c_voc) vocational maturity certificate","3","","",""
"1","1986","16-34 y.","(3a) lower tertiary education","1","","",""
"1","1986","16-34 y.","(3b) higher tertiary education","2","","",""
"1","1986","35-65 y.","(0) in school","","","",""
"1","1986","35-65 y.","(1a) inadequately completed","4","","",""
"1","1986","35-65 y.","(1b) general elementary school","7","","",""
"1","1986","35-65 y.","(1c) basic vocational qualification","2","","",""
"1","1986","35-65 y.","(2b) intermediate general qualification","","","",""
"1","1986","35-65 y.","(2a) intermediate vocational","1","","",""
"1","1986","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"1","1986","35-65 y.","(2c_voc) vocational maturity certificate","1","","",""
"1","1986","35-65 y.","(3a) lower tertiary education","","","",""
"1","1986","35-65 y.","(3b) higher tertiary education","1","","",""
"1","1986","66 and older","(0) in school","","","",""
"1","1986","66 and older","(1a) inadequately completed","","","",""
"1","1986","66 and older","(1b) general elementary school","1","","",""
"1","1986","66 and older","(1c) basic vocational qualification","","","",""
"1","1986","66 and older","(2b) intermediate general qualification","","","",""
"1","1986","66 and older","(2a) intermediate vocational","","","",""
"1","1986","66 and older","(2c_gen) general maturity certificate","","","",""
"1","1986","66 and older","(2c_voc) vocational maturity certificate","","","",""
"1","1986","66 and older","(3a) lower tertiary education","","","",""
"1","1986","66 and older","(3b) higher tertiary education","","","",""
"2","1986","16-34 y.","(0) in school","1","","",""
"2","1986","16-34 y.","(1a) inadequately completed","5","","",""
"2","1986","16-34 y.","(1b) general elementary school","26","","",""
"2","1986","16-34 y.","(1c) basic vocational qualification","35","0.139038120127572","0.0943241658781879","0.183752074376956"
"2","1986","16-34 y.","(2b) intermediate general qualification","9","","",""
"2","1986","16-34 y.","(2a) intermediate vocational","18","","",""
"2","1986","16-34 y.","(2c_gen) general maturity certificate","14","","",""
"2","1986","16-34 y.","(2c_voc) vocational maturity certificate","2","","",""
"2","1986","16-34 y.","(3a) lower tertiary education","3","","",""
"2","1986","16-34 y.","(3b) higher tertiary education","17","","",""
"2","1986","35-65 y.","(0) in school","","","",""
"2","1986","35-65 y.","(1a) inadequately completed","12","","",""
"2","1986","35-65 y.","(1b) general elementary school","9","","",""
"2","1986","35-65 y.","(1c) basic vocational qualification","14","","",""
"2","1986","35-65 y.","(2b) intermediate general qualification","","","",""
"2","1986","35-65 y.","(2a) intermediate vocational","2","","",""
"2","1986","35-65 y.","(2c_gen) general maturity certificate","","","",""
"2","1986","35-65 y.","(2c_voc) vocational maturity certificate","2","","",""
"2","1986","35-65 y.","(3a) lower tertiary education","1","","",""
"2","1986","35-65 y.","(3b) higher tertiary education","7","","",""
"2","1986","66 and older","(0) in school","","","",""
"2","1986","66 and older","(1a) inadequately completed","","","",""
"2","1986","66 and older","(1b) general elementary school","1","","",""
"2","1986","66 and older","(1c) basic vocational qualification","1","","",""
"2","1986","66 and older","(2b) intermediate general qualification","","","",""
"2","1986","66 and older","(2a) intermediate vocational","","","",""
"2","1986","66 and older","(2c_gen) general maturity certificate","","","",""
"2","1986","66 and older","(2c_voc) vocational maturity certificate","","","",""
"2","1986","66 and older","(3a) lower tertiary education","","","",""
"2","1986","66 and older","(3b) higher tertiary education","","","",""
"3","1986","16-34 y.","(0) in school","8","","",""
"3","1986","16-34 y.","(1a) inadequately completed","33","0.884964842806081","0.787300852012015","0.982628833600148"
"3","1986","16-34 y.","(1b) general elementary school","112","0.69589879912011","0.623477826515797","0.768319771724423"
"3","1986","16-34 y.","(1c) basic vocational qualification","170","0.725784715859501","0.668130122817263","0.783439308901739"
"3","1986","16-34 y.","(2b) intermediate general qualification","36","0.799219904288834","0.683458803128588","0.914981005449079"
"3","1986","16-34 y.","(2a) intermediate vocational","98","0.75710875614384","0.682231851551182","0.831985660736497"
"3","1986","16-34 y.","(2c_gen) general maturity certificate","34","0.607075447093632","0.470325877209483","0.743825016977782"
"3","1986","16-34 y.","(2c_voc) vocational maturity certificate","34","0.806092308911824","0.686524752935988","0.92565986488766"
"3","1986","16-34 y.","(3a) lower tertiary education","13","","",""
"3","1986","16-34 y.","(3b) higher tertiary education","20","","",""
"3","1986","35-65 y.","(0) in school","","","",""
"3","1986","35-65 y.","(1a) inadequately completed","51","0.739850192999588","0.637076320551792","0.842624065447384"
"3","1986","35-65 y.","(1b) general elementary school","82","0.824157310203655","0.750638800407287","0.897675820000023"
"3","1986","35-65 y.","(1c) basic vocational qualification","120","0.819065312333382","0.757044504635233","0.881086120031532"
"3","1986","35-65 y.","(2b) intermediate general qualification","2","","",""
"3","1986","35-65 y.","(2a) intermediate vocational","33","0.794204125970624","0.670455449182797","0.917952802758451"
"3","1986","35-65 y.","(2c_gen) general maturity certificate","4","","",""
"3","1986","35-65 y.","(2c_voc) vocational maturity certificate","13","","",""
"3","1986","35-65 y.","(3a) lower tertiary education","12","","",""
"3","1986","35-65 y.","(3b) higher tertiary education","26","","",""
