"hlf0071_h","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"1","1984","(0) in school","Male","3","","",""
"1","1984","(0) in school","Female","3","","",""
"1","1984","(1a) inadequately completed","Male","46","0.100514224334235","0.0740257829685419","0.127002665699929"
"1","1984","(1a) inadequately completed","Female","54","0.0731507469861909","0.0526383363844612","0.0936631575879205"
"1","1984","(1b) general elementary school","Male","67","0.0463807414609974","0.0332603780366316","0.0595011048853633"
"1","1984","(1b) general elementary school","Female","70","0.0189073473686143","0.0129782097602876","0.024836484976941"
"1","1984","(1c) basic vocational qualification","Male","74","0.021831384460885","0.0161382751896716","0.0275244937320984"
"1","1984","(1c) basic vocational qualification","Female","48","0.0209844102547209","0.0142341994605691","0.0277346210488726"
"1","1984","(2b) intermediate general qualification","Male","4","","",""
"1","1984","(2b) intermediate general qualification","Female","10","","",""
"1","1984","(2a) intermediate vocational","Male","8","","",""
"1","1984","(2a) intermediate vocational","Female","13","","",""
"1","1984","(2c_gen) general maturity certificate","Male","12","","",""
"1","1984","(2c_gen) general maturity certificate","Female","18","","",""
"1","1984","(2c_voc) vocational maturity certificate","Male","15","","",""
"1","1984","(2c_voc) vocational maturity certificate","Female","11","","",""
"1","1984","(3a) lower tertiary education","Male","2","","",""
"1","1984","(3a) lower tertiary education","Female","","","",""
"1","1984","(3b) higher tertiary education","Male","16","","",""
"1","1984","(3b) higher tertiary education","Female","5","","",""
"2","1984","(0) in school","Male","13","","",""
"2","1984","(0) in school","Female","20","","",""
"2","1984","(1a) inadequately completed","Male","112","0.159356742099073","0.127113657715252","0.191599826482893"
"2","1984","(1a) inadequately completed","Female","128","0.219841593994542","0.187216701084211","0.252466486904874"
"2","1984","(1b) general elementary school","Male","182","0.138058758758837","0.116537863819982","0.159579653697693"
"2","1984","(1b) general elementary school","Female","273","0.093916032054116","0.0812168629184775","0.106615201189755"
"2","1984","(1c) basic vocational qualification","Male","374","0.126813564968067","0.113849584609316","0.139777545326818"
"2","1984","(1c) basic vocational qualification","Female","256","0.124073186303084","0.10854763518705","0.139598737419118"
"2","1984","(2b) intermediate general qualification","Male","24","","",""
"2","1984","(2b) intermediate general qualification","Female","46","0.133447188579835","0.0947729209296369","0.172121456230032"
"2","1984","(2a) intermediate vocational","Male","100","0.152729626557845","0.124136018711643","0.181323234404047"
"2","1984","(2a) intermediate vocational","Female","131","0.14875549671261","0.124127755670182","0.173383237755038"
"2","1984","(2c_gen) general maturity certificate","Male","45","0.19202666780569","0.141878715483736","0.242174620127644"
"2","1984","(2c_gen) general maturity certificate","Female","43","0.238134699193458","0.175384964213803","0.300884434173114"
"2","1984","(2c_voc) vocational maturity certificate","Male","51","0.143981684920575","0.102933866054043","0.185029503787107"
"2","1984","(2c_voc) vocational maturity certificate","Female","32","0.155353112645858","0.101683725108597","0.209022500183119"
"2","1984","(3a) lower tertiary education","Male","23","","",""
"2","1984","(3a) lower tertiary education","Female","16","","",""
"2","1984","(3b) higher tertiary education","Male","61","0.153751090235249","0.115688643118471","0.191813537352028"
"2","1984","(3b) higher tertiary education","Female","42","0.199624017800513","0.141552147012063","0.257695888588963"
"3","1984","(0) in school","Male","72","0.753004674225651","0.66628263296872","0.839726715482582"
"3","1984","(0) in school","Female","69","0.736611197147326","0.647090299351629","0.826132094943024"
"3","1984","(1a) inadequately completed","Male","319","0.634890456716783","0.592476725147367","0.6773041882862"
"3","1984","(1a) inadequately completed","Female","419","0.642918944562332","0.605173522760907","0.680664366363757"
"3","1984","(1b) general elementary school","Male","699","0.759497269468402","0.73283404745743","0.786160491479373"
"3","1984","(1b) general elementary school","Female","1543","0.799426913146999","0.78199492474261","0.816858901551388"
"3","1984","(1c) basic vocational qualification","Male","1931","0.785355327826025","0.769359925354925","0.801350730297124"
"3","1984","(1c) basic vocational qualification","Female","1307","0.775265436849315","0.755607664855253","0.794923208843377"
"3","1984","(2b) intermediate general qualification","Male","137","0.776730707364717","0.715894578079066","0.837566836650368"
"3","1984","(2b) intermediate general qualification","Female","217","0.74060223029467","0.690754488001087","0.790449972588253"
"3","1984","(2a) intermediate vocational","Male","452","0.749061370570285","0.714599506693571","0.783523234446999"
"3","1984","(2a) intermediate vocational","Female","600","0.75102177264249","0.721094450669984","0.780949094614997"
"3","1984","(2c_gen) general maturity certificate","Male","166","0.706975191055804","0.649028558797389","0.764921823314218"
"3","1984","(2c_gen) general maturity certificate","Female","107","0.628536039010584","0.557351628538575","0.699720449482592"
"3","1984","(2c_voc) vocational maturity certificate","Male","190","0.699800365913237","0.646209954274886","0.753390777551587"
"3","1984","(2c_voc) vocational maturity certificate","Female","121","0.709984466709564","0.642754310556576","0.777214622862553"
"3","1984","(3a) lower tertiary education","Male","150","0.79504381189306","0.737796189294671","0.85229143449145"
"3","1984","(3a) lower tertiary education","Female","52","0.734838255734733","0.63426476047201","0.835411750997456"
"3","1984","(3b) higher tertiary education","Male","241","0.705724201468973","0.657636577113798","0.753811825824149"
"3","1984","(3b) higher tertiary education","Female","126","0.708612022226782","0.642595526134308","0.774628518319256"
"4","1984","(0) in school","Male","6","","",""
"4","1984","(0) in school","Female","1","","",""
"4","1984","(1a) inadequately completed","Male","17","","",""
"4","1984","(1a) inadequately completed","Female","17","","",""
"4","1984","(1b) general elementary school","Male","33","0.0470772800965921","0.0338635924270901","0.0602909677660942"
"4","1984","(1b) general elementary school","Female","128","0.0785571142610234","0.0668446524433437","0.090269576078703"
"4","1984","(1c) basic vocational qualification","Male","136","0.0587563457693076","0.0495945535531968","0.0679181379854184"
"4","1984","(1c) basic vocational qualification","Female","111","0.0731002384414464","0.0608413828481301","0.0853590940347627"
"4","1984","(2b) intermediate general qualification","Male","13","","",""
"4","1984","(2b) intermediate general qualification","Female","23","","",""
"4","1984","(2a) intermediate vocational","Male","42","0.0737766192151911","0.052998150141073","0.0945550882893093"
"4","1984","(2a) intermediate vocational","Female","45","0.0659297377044599","0.0487549509392282","0.0831045244696915"
"4","1984","(2c_gen) general maturity certificate","Male","10","","",""
"4","1984","(2c_gen) general maturity certificate","Female","6","","",""
"4","1984","(2c_voc) vocational maturity certificate","Male","22","","",""
"4","1984","(2c_voc) vocational maturity certificate","Female","10","","",""
"4","1984","(3a) lower tertiary education","Male","15","","",""
"4","1984","(3a) lower tertiary education","Female","6","","",""
"4","1984","(3b) higher tertiary education","Male","20","","",""
"4","1984","(3b) higher tertiary education","Female","6","","",""
"5","1984","(0) in school","Male","1","","",""
"5","1984","(0) in school","Female","","","",""
"5","1984","(1a) inadequately completed","Male","1","","",""
"5","1984","(1a) inadequately completed","Female","1","","",""
"5","1984","(1b) general elementary school","Male","6","","",""
"5","1984","(1b) general elementary school","Female","13","","",""
"5","1984","(1c) basic vocational qualification","Male","16","","",""
"5","1984","(1c) basic vocational qualification","Female","10","","",""
"5","1984","(2b) intermediate general qualification","Male","2","","",""
"5","1984","(2b) intermediate general qualification","Female","1","","",""
"5","1984","(2a) intermediate vocational","Male","6","","",""
"5","1984","(2a) intermediate vocational","Female","13","","",""
"5","1984","(2c_gen) general maturity certificate","Male","4","","",""
"5","1984","(2c_gen) general maturity certificate","Female","3","","",""
"5","1984","(2c_voc) vocational maturity certificate","Male","3","","",""
"5","1984","(2c_voc) vocational maturity certificate","Female","1","","",""
"5","1984","(3a) lower tertiary education","Male","1","","",""
"5","1984","(3a) lower tertiary education","Female","","","",""
"5","1984","(3b) higher tertiary education","Male","7","","",""
"5","1984","(3b) higher tertiary education","Female","3","","",""
"1","1985","(0) in school","Male","4","","",""
"1","1985","(0) in school","Female","1","","",""
"1","1985","(1a) inadequately completed","Male","31","0.0756749942694725","0.0496916465997739","0.101658341939171"
"1","1985","(1a) inadequately completed","Female","30","0.062393671055008","0.0413815577293224","0.0834057843806935"
"1","1985","(1b) general elementary school","Male","59","0.0486627576487953","0.0343324751349804","0.0629930401626103"
"1","1985","(1b) general elementary school","Female","60","0.0181351308344314","0.0118760266785338","0.0243942349903291"
