"hlf0071_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"1","2007","Couple + C. LE 16 ","(2a) intermediate vocational","22","","",""
"1","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","6","","",""
"1","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","13","","",""
"1","2007","Couple + C. LE 16 ","(3a) lower tertiary education","3","","",""
"1","2007","Couple + C. LE 16 ","(3b) higher tertiary education","13","","",""
"1","2007","Couple + C. GT 16 ","(0) in school","","","",""
"1","2007","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"1","2007","Couple + C. GT 16 ","(1b) general elementary school","2","","",""
"1","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","2","","",""
"1","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"1","2007","Couple + C. GT 16 ","(2a) intermediate vocational","1","","",""
"1","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"1","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","2","","",""
"1","2007","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"1","2007","Couple + C. GT 16 ","(3b) higher tertiary education","1","","",""
"1","2007","Couple + C. LE and GT 16","(0) in school","6","","",""
"1","2007","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"1","2007","Couple + C. LE and GT 16","(1b) general elementary school","5","","",""
"1","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","5","","",""
"1","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"1","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","4","","",""
"1","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"1","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"1","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"1","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","1","","",""
"2","2007","1-pers.-HH","(0) in school","","","",""
"2","2007","1-pers.-HH","(1a) inadequately completed","3","","",""
"2","2007","1-pers.-HH","(1b) general elementary school","22","","",""
"2","2007","1-pers.-HH","(1c) basic vocational qualification","58","0.065247091313077","0.049391986208166","0.0811021964179881"
"2","2007","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"2","2007","1-pers.-HH","(2a) intermediate vocational","95","0.165985861871435","0.138363935880428","0.193607787862441"
"2","2007","1-pers.-HH","(2c_gen) general maturity certificate","43","0.287772130076311","0.215800697931874","0.359743562220748"
"2","2007","1-pers.-HH","(2c_voc) vocational maturity certificate","43","0.173194652120713","0.125810411364687","0.22057889287674"
"2","2007","1-pers.-HH","(3a) lower tertiary education","30","0.143710185794723","0.100654336010003","0.186766035579442"
"2","2007","1-pers.-HH","(3b) higher tertiary education","58","0.152437929971234","0.116057759063342","0.188818100879126"
"2","2007","(Married) couple without C. ","(0) in school","","","",""
"2","2007","(Married) couple without C. ","(1a) inadequately completed","10","","",""
"2","2007","(Married) couple without C. ","(1b) general elementary school","36","0.0707654483403803","0.0500032856812934","0.0915276109994671"
"2","2007","(Married) couple without C. ","(1c) basic vocational qualification","139","0.0616644724203526","0.0523915973784835","0.0709373474622218"
"2","2007","(Married) couple without C. ","(2b) intermediate general qualification","13","","",""
"2","2007","(Married) couple without C. ","(2a) intermediate vocational","176","0.130084183960385","0.113299390951359","0.14686897696941"
"2","2007","(Married) couple without C. ","(2c_gen) general maturity certificate","30","0.166716898765552","0.104075025633446","0.229358771897658"
"2","2007","(Married) couple without C. ","(2c_voc) vocational maturity certificate","59","0.122844144075527","0.0936300223423575","0.152058265808697"
"2","2007","(Married) couple without C. ","(3a) lower tertiary education","65","0.0803683985146713","0.0609505904773386","0.0997862065520041"
"2","2007","(Married) couple without C. ","(3b) higher tertiary education","124","0.145803670191268","0.124365594254327","0.167241746128208"
"2","2007","Single parent ","(0) in school","18","","",""
"2","2007","Single parent ","(1a) inadequately completed","5","","",""
"2","2007","Single parent ","(1b) general elementary school","25","","",""
"2","2007","Single parent ","(1c) basic vocational qualification","26","","",""
"2","2007","Single parent ","(2b) intermediate general qualification","12","","",""
"2","2007","Single parent ","(2a) intermediate vocational","55","0.24579239463419","0.195361258824368","0.296223530444012"
"2","2007","Single parent ","(2c_gen) general maturity certificate","10","","",""
"2","2007","Single parent ","(2c_voc) vocational maturity certificate","9","","",""
"2","2007","Single parent ","(3a) lower tertiary education","14","","",""
"2","2007","Single parent ","(3b) higher tertiary education","13","","",""
"2","2007","Couple + C. LE 16 ","(0) in school","","","",""
"2","2007","Couple + C. LE 16 ","(1a) inadequately completed","5","","",""
"2","2007","Couple + C. LE 16 ","(1b) general elementary school","45","0.252464396407084","0.189175894601693","0.315752898212475"
"2","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","175","0.247134063853722","0.215822161348409","0.278445966359034"
"2","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","22","","",""
"2","2007","Couple + C. LE 16 ","(2a) intermediate vocational","247","0.251429407451411","0.226245675844478","0.276613139058344"
"2","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","19","","",""
"2","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","120","0.273687658989609","0.233120142637863","0.314255175341355"
"2","2007","Couple + C. LE 16 ","(3a) lower tertiary education","59","0.194054604741755","0.148772243362964","0.239336966120546"
"2","2007","Couple + C. LE 16 ","(3b) higher tertiary education","136","0.238979204704038","0.204302458275741","0.273655951132335"
"2","2007","Couple + C. GT 16 ","(0) in school","36","0.103903201902547","0.0681626706491704","0.139643733155923"
"2","2007","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"2","2007","Couple + C. GT 16 ","(1b) general elementary school","33","0.132686325057695","0.0918425069030635","0.173530143212327"
"2","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","73","0.0842629157503294","0.0649535428725023","0.103572288628156"
"2","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","19","","",""
"2","2007","Couple + C. GT 16 ","(2a) intermediate vocational","83","0.100313826960248","0.079739195598269","0.120888458322228"
"2","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","21","","",""
"2","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","12","","",""
"2","2007","Couple + C. GT 16 ","(3a) lower tertiary education","21","","",""
"2","2007","Couple + C. GT 16 ","(3b) higher tertiary education","30","0.0787397400219308","0.0532236360238804","0.104255844019981"
"2","2007","Couple + C. LE and GT 16","(0) in school","52","0.216414169059808","0.163651556066694","0.269176782052923"
"2","2007","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"2","2007","Couple + C. LE and GT 16","(1b) general elementary school","28","","",""
"2","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","47","0.15620184421201","0.110926477264198","0.201477211159821"
"2","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","16","","",""
"2","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","53","0.155502205911171","0.11548374784933","0.195520663973013"
"2","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","10","","",""
"2","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","19","","",""
"2","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","10","","",""
"2","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","23","","",""
"3","2007","1-pers.-HH","(0) in school","2","","",""
"3","2007","1-pers.-HH","(1a) inadequately completed","28","","",""
"3","2007","1-pers.-HH","(1b) general elementary school","294","0.758055052292027","0.715496980539408","0.800613124044646"
"3","2007","1-pers.-HH","(1c) basic vocational qualification","708","0.772716062027241","0.74581097027241","0.799621153782072"
"3","2007","1-pers.-HH","(2b) intermediate general qualification","36","0.763714486225684","0.645968218100981","0.881460754350388"
"3","2007","1-pers.-HH","(2a) intermediate vocational","472","0.646334820704022","0.610840682971536","0.681828958436508"
"3","2007","1-pers.-HH","(2c_gen) general maturity certificate","96","0.664041744803713","0.588954417414019","0.739129072193408"
"3","2007","1-pers.-HH","(2c_voc) vocational maturity certificate","165","0.698046648575085","0.640558648671293","0.755534648478878"
"3","2007","1-pers.-HH","(3a) lower tertiary education","175","0.698427017764369","0.64209766881184","0.754756366716898"
"3","2007","1-pers.-HH","(3b) higher tertiary education","240","0.688100564548241","0.641212132670382","0.734988996426099"
"3","2007","(Married) couple without C. ","(0) in school","2","","",""
"3","2007","(Married) couple without C. ","(1a) inadequately completed","66","0.83526685111913","0.753469795982693","0.917063906255568"
"3","2007","(Married) couple without C. ","(1b) general elementary school","449","0.780046097072511","0.746509016563723","0.813583177581298"
"3","2007","(Married) couple without C. ","(1c) basic vocational qualification","2017","0.762681862645528","0.746281441814499","0.779082283476557"
"3","2007","(Married) couple without C. ","(2b) intermediate general qualification","65","0.762073398986651","0.675062415261113","0.849084382712189"
"3","2007","(Married) couple without C. ","(2a) intermediate vocational","1113","0.716536726588989","0.694049662653765","0.739023790524213"
"3","2007","(Married) couple without C. ","(2c_gen) general maturity certificate","93","0.744330572575722","0.671014200761324","0.817646944390119"
"3","2007","(Married) couple without C. ","(2c_voc) vocational maturity certificate","326","0.699592523122009","0.658792992177193","0.740392054066826"
"3","2007","(Married) couple without C. ","(3a) lower tertiary education","535","0.739744016053025","0.708404542616624","0.771083489489426"
"3","2007","(Married) couple without C. ","(3b) higher tertiary education","696","0.664063375661988","0.635371683168839","0.692755068155137"
"3","2007","Single parent ","(0) in school","61","0.633482706304423","0.536073774357067","0.73089163825178"
"3","2007","Single parent ","(1a) inadequately completed","6","","",""
"3","2007","Single parent ","(1b) general elementary school","98","0.719413594688549","0.644990674634997","0.793836514742102"
"3","2007","Single parent ","(1c) basic vocational qualification","171","0.79394868512036","0.740257405296764","0.847639964943957"
"3","2007","Single parent ","(2b) intermediate general qualification","49","0.638445145329908","0.527468718895865","0.749421571763951"
"3","2007","Single parent ","(2a) intermediate vocational","195","0.651127916866026","0.595302067094507","0.706953766637545"
"3","2007","Single parent ","(2c_gen) general maturity certificate","53","0.739835249114331","0.643090749579457","0.836579748649206"
"3","2007","Single parent ","(2c_voc) vocational maturity certificate","44","0.744215887643827","0.629943756001927","0.858488019285726"
"3","2007","Single parent ","(3a) lower tertiary education","38","0.6257766489888","0.506280768225774","0.745272529751826"
"3","2007","Single parent ","(3b) higher tertiary education","52","0.558459945083582","0.456434508195493","0.660485381971671"
"3","2007","Couple + C. LE 16 ","(0) in school","","","",""
"3","2007","Couple + C. LE 16 ","(1a) inadequately completed","19","","",""
"3","2007","Couple + C. LE 16 ","(1b) general elementary school","124","0.636024909330917","0.565930771633384","0.70611904702845"
"3","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","496","0.662784912531197","0.628466741652602","0.697103083409793"
"3","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","35","0.434372199982635","0.313871991825645","0.554872408139626"
"3","2007","Couple + C. LE 16 ","(2a) intermediate vocational","828","0.692003835766706","0.665204590082538","0.718803081450874"
"3","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","54","0.672389786629666","0.570804587759352","0.773974985499981"
"3","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","318","0.667215122437634","0.624340152092358","0.710090092782911"
"3","2007","Couple + C. LE 16 ","(3a) lower tertiary education","217","0.757218421082589","0.708123933452711","0.806312908712467"
"3","2007","Couple + C. LE 16 ","(3b) higher tertiary education","380","0.651952114206233","0.613218557860234","0.690685670552232"
"3","2007","Couple + C. GT 16 ","(0) in school","225","0.811641052342729","0.765843295630856","0.857438809054602"
"3","2007","Couple + C. GT 16 ","(1a) inadequately completed","22","","",""
"3","2007","Couple + C. GT 16 ","(1b) general elementary school","208","0.774560988961201","0.724249461903351","0.82487251601905"
"3","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","645","0.847404487247552","0.822407896041336","0.872401078453769"
"3","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","145","0.811372937225104","0.75341120892606","0.869334665524147"
"3","2007","Couple + C. GT 16 ","(2a) intermediate vocational","656","0.801144954455873","0.773809267113595","0.828480641798152"
"3","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","221","0.807064995647238","0.760426824226704","0.853703167067773"
"3","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","155","0.828103392679771","0.774456172263172","0.88175061309637"
"3","2007","Couple + C. GT 16 ","(3a) lower tertiary education","183","0.81152456855115","0.761628043756434","0.861421093345866"
"3","2007","Couple + C. GT 16 ","(3b) higher tertiary education","336","0.756575508210503","0.715918587608537","0.797232428812469"
"3","2007","Couple + C. LE and GT 16","(0) in school","161","0.690668262231468","0.63144570547443","0.749890818988506"
"3","2007","Couple + C. LE and GT 16","(1a) inadequately completed","13","","",""
"3","2007","Couple + C. LE and GT 16","(1b) general elementary school","83","0.671239658363201","0.586480701581646","0.755998615144756"
"3","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","183","0.781945327986537","0.730449682406816","0.833440973566259"
"3","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","69","0.812692228943302","0.732086151454311","0.893298306432293"
"3","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","235","0.745992789333503","0.69792178988794","0.794063788779067"
"3","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","51","0.655584775904663","0.541804681530549","0.769364870278777"
"3","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","71","0.762353379734965","0.675846508886194","0.848860250583736"
"3","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","70","0.780403695620511","0.693415437017205","0.867391954223816"
"3","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","97","0.660765499683527","0.58090079441432","0.740630204952733"
"4","2007","1-pers.-HH","(0) in school","","","",""
"4","2007","1-pers.-HH","(1a) inadequately completed","","","",""
"4","2007","1-pers.-HH","(1b) general elementary school","61","0.131888223957008","0.0982630821855991","0.165513365728417"
"4","2007","1-pers.-HH","(1c) basic vocational qualification","136","0.130726985279181","0.109084812657575","0.152369157900787"
"4","2007","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"4","2007","1-pers.-HH","(2a) intermediate vocational","103","0.151836191199754","0.125194657601224","0.178477724798285"
"4","2007","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"4","2007","1-pers.-HH","(2c_voc) vocational maturity certificate","30","0.111913054481896","0.072437052095922","0.151389056867869"
"4","2007","1-pers.-HH","(3a) lower tertiary education","39","0.121674789509458","0.0815506273580062","0.16179895166091"
"4","2007","1-pers.-HH","(3b) higher tertiary education","60","0.13248727231453","0.0981743691853434","0.166800175443716"
"4","2007","(Married) couple without C. ","(0) in school","","","",""
"4","2007","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"4","2007","(Married) couple without C. ","(1b) general elementary school","92","0.139460091305749","0.111411583361471","0.167508599250026"
"4","2007","(Married) couple without C. ","(1c) basic vocational qualification","389","0.161511465334756","0.147325200595652","0.17569773007386"
"4","2007","(Married) couple without C. ","(2b) intermediate general qualification","13","","",""
"4","2007","(Married) couple without C. ","(2a) intermediate vocational","225","0.132899315105786","0.115961348822392","0.14983728138918"
"4","2007","(Married) couple without C. ","(2c_gen) general maturity certificate","11","","",""
"4","2007","(Married) couple without C. ","(2c_voc) vocational maturity certificate","90","0.158198296517114","0.125720764229796","0.190675828804432"
"4","2007","(Married) couple without C. ","(3a) lower tertiary education","134","0.159012722187534","0.132893439116256","0.185132005258812"
"4","2007","(Married) couple without C. ","(3b) higher tertiary education","181","0.150351825682714","0.128639985000939","0.17206366636449"
"4","2007","Single parent ","(0) in school","11","","",""
"4","2007","Single parent ","(1a) inadequately completed","2","","",""
"4","2007","Single parent ","(1b) general elementary school","10","","",""
"4","2007","Single parent ","(1c) basic vocational qualification","10","","",""
"4","2007","Single parent ","(2b) intermediate general qualification","8","","",""
"4","2007","Single parent ","(2a) intermediate vocational","21","","",""
"4","2007","Single parent ","(2c_gen) general maturity certificate","13","","",""
"4","2007","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"4","2007","Single parent ","(3a) lower tertiary education","9","","",""
"4","2007","Single parent ","(3b) higher tertiary education","18","","",""
"4","2007","Couple + C. LE 16 ","(0) in school","","","",""
"4","2007","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"4","2007","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"4","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","37","0.0538453695254771","0.0374606290311539","0.0702301100198004"
"4","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"4","2007","Couple + C. LE 16 ","(2a) intermediate vocational","42","0.0348465290477588","0.0242008439194354","0.0454922141760821"
"4","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"4","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","12","","",""
"4","2007","Couple + C. LE 16 ","(3a) lower tertiary education","14","","",""
"4","2007","Couple + C. LE 16 ","(3b) higher tertiary education","51","0.0842201310779889","0.0616380726081432","0.106802189547835"
"4","2007","Couple + C. GT 16 ","(0) in school","16","","",""
"4","2007","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"4","2007","Couple + C. GT 16 ","(1b) general elementary school","21","","",""
"4","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","70","0.0575250388992324","0.0413394726498138","0.073710605148651"
"4","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","10","","",""
"4","2007","Couple + C. GT 16 ","(2a) intermediate vocational","73","0.0789205023271321","0.060455489303869","0.0973855153503951"
"4","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","28","","",""
"4","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","20","","",""
"4","2007","Couple + C. GT 16 ","(3a) lower tertiary education","29","","",""
"4","2007","Couple + C. GT 16 ","(3b) higher tertiary education","51","0.145175549570728","0.111801307338155","0.178549791803301"
"4","2007","Couple + C. LE and GT 16","(0) in school","14","","",""
"4","2007","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"4","2007","Couple + C. LE and GT 16","(1b) general elementary school","2","","",""
"4","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","11","","",""
"4","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","5","","",""
"4","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","21","","",""
"4","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","4","","",""
"4","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"4","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","6","","",""
"4","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","14","","",""
"5","2007","1-pers.-HH","(0) in school","1","","",""
"5","2007","1-pers.-HH","(1a) inadequately completed","","","",""
"5","2007","1-pers.-HH","(1b) general elementary school","8","","",""
"5","2007","1-pers.-HH","(1c) basic vocational qualification","22","","",""
"5","2007","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"5","2007","1-pers.-HH","(2a) intermediate vocational","19","","",""
"5","2007","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"5","2007","1-pers.-HH","(2c_voc) vocational maturity certificate","3","","",""
"5","2007","1-pers.-HH","(3a) lower tertiary education","9","","",""
"5","2007","1-pers.-HH","(3b) higher tertiary education","12","","",""
"5","2007","(Married) couple without C. ","(0) in school","","","",""
"5","2007","(Married) couple without C. ","(1a) inadequately completed","","","",""
"5","2007","(Married) couple without C. ","(1b) general elementary school","8","","",""
"5","2007","(Married) couple without C. ","(1c) basic vocational qualification","33","0.0100743597824247","0.00622465140464993","0.0139240681601994"
"5","2007","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"5","2007","(Married) couple without C. ","(2a) intermediate vocational","23","","",""
"5","2007","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"5","2007","(Married) couple without C. ","(2c_voc) vocational maturity certificate","6","","",""
"5","2007","(Married) couple without C. ","(3a) lower tertiary education","16","","",""
"5","2007","(Married) couple without C. ","(3b) higher tertiary education","34","0.0308747605564221","0.020366895726851","0.0413826253859933"
"5","2007","Single parent ","(0) in school","1","","",""
"5","2007","Single parent ","(1a) inadequately completed","","","",""
"5","2007","Single parent ","(1b) general elementary school","","","",""
"5","2007","Single parent ","(1c) basic vocational qualification","6","","",""
"5","2007","Single parent ","(2b) intermediate general qualification","1","","",""
"5","2007","Single parent ","(2a) intermediate vocational","3","","",""
"5","2007","Single parent ","(2c_gen) general maturity certificate","3","","",""
"5","2007","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"5","2007","Single parent ","(3a) lower tertiary education","2","","",""
"5","2007","Single parent ","(3b) higher tertiary education","7","","",""
"5","2007","Couple + C. LE 16 ","(0) in school","","","",""
"5","2007","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"5","2007","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"5","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"5","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"5","2007","Couple + C. LE 16 ","(2a) intermediate vocational","1","","",""
"5","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"5","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"5","2007","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"5","2007","Couple + C. LE 16 ","(3b) higher tertiary education","1","","",""
"5","2007","Couple + C. GT 16 ","(0) in school","3","","",""
"5","2007","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"5","2007","Couple + C. GT 16 ","(1b) general elementary school","1","","",""
"5","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","5","","",""
"5","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"5","2007","Couple + C. GT 16 ","(2a) intermediate vocational","6","","",""
"5","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","2","","",""
"5","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"5","2007","Couple + C. GT 16 ","(3a) lower tertiary education","3","","",""
"5","2007","Couple + C. GT 16 ","(3b) higher tertiary education","10","","",""
"5","2007","Couple + C. LE and GT 16","(0) in school","1","","",""
"5","2007","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"5","2007","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"5","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","1","","",""
"5","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"5","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","2","","",""
"5","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"5","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"5","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"5","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"1","2008","1-pers.-HH","(0) in school","","","",""
"1","2008","1-pers.-HH","(1a) inadequately completed","1","","",""
"1","2008","1-pers.-HH","(1b) general elementary school","2","","",""
"1","2008","1-pers.-HH","(1c) basic vocational qualification","8","","",""
"1","2008","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"1","2008","1-pers.-HH","(2a) intermediate vocational","10","","",""
"1","2008","1-pers.-HH","(2c_gen) general maturity certificate","2","","",""
"1","2008","1-pers.-HH","(2c_voc) vocational maturity certificate","4","","",""
"1","2008","1-pers.-HH","(3a) lower tertiary education","","","",""
"1","2008","1-pers.-HH","(3b) higher tertiary education","6","","",""
"1","2008","(Married) couple without C. ","(0) in school","","","",""
"1","2008","(Married) couple without C. ","(1a) inadequately completed","","","",""
"1","2008","(Married) couple without C. ","(1b) general elementary school","7","","",""
"1","2008","(Married) couple without C. ","(1c) basic vocational qualification","16","","",""
"1","2008","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"1","2008","(Married) couple without C. ","(2a) intermediate vocational","8","","",""
"1","2008","(Married) couple without C. ","(2c_gen) general maturity certificate","3","","",""
"1","2008","(Married) couple without C. ","(2c_voc) vocational maturity certificate","4","","",""
"1","2008","(Married) couple without C. ","(3a) lower tertiary education","2","","",""
"1","2008","(Married) couple without C. ","(3b) higher tertiary education","8","","",""
"1","2008","Single parent ","(0) in school","1","","",""
"1","2008","Single parent ","(1a) inadequately completed","","","",""
"1","2008","Single parent ","(1b) general elementary school","3","","",""
"1","2008","Single parent ","(1c) basic vocational qualification","7","","",""
"1","2008","Single parent ","(2b) intermediate general qualification","","","",""
"1","2008","Single parent ","(2a) intermediate vocational","6","","",""
"1","2008","Single parent ","(2c_gen) general maturity certificate","1","","",""
"1","2008","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"1","2008","Single parent ","(3a) lower tertiary education","","","",""
"1","2008","Single parent ","(3b) higher tertiary education","1","","",""
"1","2008","Couple + C. LE 16 ","(0) in school","","","",""
"1","2008","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"1","2008","Couple + C. LE 16 ","(1b) general elementary school","7","","",""
"1","2008","Couple + C. LE 16 ","(1c) basic vocational qualification","15","","",""
"1","2008","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"1","2008","Couple + C. LE 16 ","(2a) intermediate vocational","18","","",""
"1","2008","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"1","2008","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","9","","",""
"1","2008","Couple + C. LE 16 ","(3a) lower tertiary education","2","","",""
"1","2008","Couple + C. LE 16 ","(3b) higher tertiary education","6","","",""
"1","2008","Couple + C. GT 16 ","(0) in school","3","","",""
"1","2008","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"1","2008","Couple + C. GT 16 ","(1b) general elementary school","1","","",""
"1","2008","Couple + C. GT 16 ","(1c) basic vocational qualification","6","","",""
"1","2008","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"1","2008","Couple + C. GT 16 ","(2a) intermediate vocational","1","","",""
"1","2008","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"1","2008","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"1","2008","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"1","2008","Couple + C. GT 16 ","(3b) higher tertiary education","1","","",""
"1","2008","Couple + C. LE and GT 16","(0) in school","7","","",""
"1","2008","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"1","2008","Couple + C. LE and GT 16","(1b) general elementary school","4","","",""
"1","2008","Couple + C. LE and GT 16","(1c) basic vocational qualification","2","","",""
"1","2008","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"1","2008","Couple + C. LE and GT 16","(2a) intermediate vocational","3","","",""
"1","2008","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"1","2008","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"1","2008","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"1","2008","Couple + C. LE and GT 16","(3b) higher tertiary education","2","","",""
"2","2008","1-pers.-HH","(0) in school","","","",""
"2","2008","1-pers.-HH","(1a) inadequately completed","3","","",""
"2","2008","1-pers.-HH","(1b) general elementary school","18","","",""
"2","2008","1-pers.-HH","(1c) basic vocational qualification","53","0.0609462085463828","0.0453513134485007","0.0765411036442649"
"2","2008","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"2","2008","1-pers.-HH","(2a) intermediate vocational","72","0.138031081306901","0.111534377874659","0.164527784739143"
"2","2008","1-pers.-HH","(2c_gen) general maturity certificate","36","0.25825109643671","0.183868417775455","0.332633775097964"
"2","2008","1-pers.-HH","(2c_voc) vocational maturity certificate","38","0.145215150274269","0.100169948955792","0.190260351592746"
