"hlf0071_h","year","sex","n","percent","lower_confidence","upper_confidence"
"1","1984","Female","233","0.0235263354167691","0.0197614571134396","0.0272912137200986"
"1","1984","Male","250","0.0278485678762436","0.023683154426265","0.0320139813262221"
"2","1984","Female","998","0.12876440341729","0.120444673107642","0.137084133726939"
"2","1984","Male","995","0.136362504037482","0.127674841351854","0.145050166723109"
"3","1984","Female","4594","0.76567200212646","0.755150517930416","0.776193486322504"
"3","1984","Male","4387","0.761282269417861","0.750490195338532","0.77207434349719"
"4","1984","Female","355","0.0722210473095724","0.0657912440888092","0.0786508505303356"
"4","1984","Male","315","0.064339632954619","0.0581282525422846","0.0705510133669533"
"5","1984","Female","46","0.00981621172990838","0.0073672985008434","0.0122651249589734"
"5","1984","Male","47","0.0101670257137949","0.007627412129872","0.0127066392977179"
"1","1985","Female","193","0.0224338531159929","0.0185531370124467","0.0263145692195391"
"1","1985","Male","215","0.0271770535546051","0.0228506573953244","0.0315034497138859"
"2","1985","Female","841","0.118041524210007","0.109586237601117","0.126496810818897"
"2","1985","Male","806","0.122128638092009","0.113416346665121","0.130840929518896"
"3","1985","Female","4190","0.777408399851731","0.766507411886497","0.788309387816964"
"3","1985","Male","4058","0.771089168950936","0.759910408011011","0.782267929890861"
"4","1985","Female","326","0.0713751343786527","0.0646286039465024","0.0781216648108031"
"4","1985","Male","310","0.0714906315529904","0.0646353403432194","0.0783459227627614"
"5","1985","Female","44","0.0107410884436167","0.00803983090489204","0.0134423459823413"
"5","1985","Male","37","0.00811450784945951","0.00572741090046601","0.010501604798453"
"1","1986","Female","26","","",""
"1","1986","Male","24","","",""
"2","1986","Female","91","0.139734992522493","0.112831635901053","0.166638349143933"
"2","1986","Male","94","0.141563981620349","0.114212166864051","0.168915796376647"
"3","1986","Female","480","0.746454787644217","0.712697525775411","0.780212049513023"
"3","1986","Male","468","0.756158023527967","0.722466836427865","0.789849210628069"
"4","1986","Female","40","0.0706854717197412","0.0507977884270949","0.0905731550123875"
"4","1986","Male","36","0.0680683888263838","0.0483068594033796","0.0878299182493881"
"5","1986","Female","1","","",""
"5","1986","Male","2","","",""
"1","1987","Female","23","","",""
"1","1987","Male","21","","",""
"2","1987","Female","77","0.114993750611049","0.0878343335322124","0.142153167689886"
"2","1987","Male","87","0.137667825900028","0.108444409617457","0.1668912421826"
"3","1987","Female","396","0.766253250008041","0.730222847684121","0.802283652331961"
"3","1987","Male","396","0.765226350914179","0.729276499808219","0.80117620202014"
"4","1987","Female","30","0.0797411169216843","0.0566786201557541","0.102803613687614"
"4","1987","Male","27","","",""
"5","1987","Female","4","","",""
"5","1987","Male","3","","",""
"1","1988","Female","18","","",""
"1","1988","Male","20","","",""
"2","1988","Female","90","0.175964130144049","0.14326664424043","0.208661616047668"
"2","1988","Male","80","0.166010617346709","0.133330650083117","0.198690584610302"
"3","1988","Female","383","0.746055556027596","0.708680300411673","0.783430811643519"
"3","1988","Male","368","0.729405084307129","0.690385950079265","0.768424218534993"
"4","1988","Female","29","","",""
"4","1988","Male","28","","",""
"5","1988","Female","1","","",""
"5","1988","Male","2","","",""
"1","1989","Female","22","","",""
"1","1989","Male","18","","",""
"2","1989","Female","84","0.139700124670003","0.108556587151579","0.170843662188427"
"2","1989","Male","77","0.129159750024049","0.0992812868764847","0.159038213171612"
"3","1989","Female","341","0.753685785754147","0.714979231212368","0.792392340295926"
"3","1989","Male","353","0.748446339540036","0.709789969920878","0.787102709159193"
"4","1989","Female","26","","",""
"4","1989","Male","34","0.0835263771667931","0.0588774956263997","0.108175258707187"
"5","1989","Female","3","","",""
"5","1989","Male","2","","",""
"1","1990","Female","200","0.0666652908845409","0.0573777994605745","0.0759527823085074"
"1","1990","Male","199","0.0736992735518946","0.0635442130125895","0.0838543340911998"
"2","1990","Female","632","0.200758396365901","0.185843998364928","0.215672794366875"
"2","1990","Male","596","0.221189698525005","0.205058256079931","0.237321140970078"
"3","1990","Female","1813","0.681197578613319","0.663846471869889","0.698548685356748"
"3","1990","Male","1633","0.652481974474442","0.633974471062124","0.670989477886761"
"4","1990","Female","108","0.0454897094303607","0.0377312281439889","0.0532481907167325"
"4","1990","Male","97","0.0442315685819052","0.0362402688095405","0.0522228683542699"
"5","1990","Female","18","","",""
"5","1990","Male","18","","",""
"1","1991","Female","278","0.0253715838894615","0.0216504152012526","0.0290927525776704"
"1","1991","Male","300","0.0320120003609579","0.0277450555459359","0.03627894517598"
"2","1991","Female","1300","0.155313284062279","0.14674215239385","0.163884415730709"
"2","1991","Male","1284","0.172694062394805","0.163531912208937","0.181856212580673"
"3","1991","Female","4861","0.740557930398993","0.730185375270188","0.750930485527798"
"3","1991","Male","4559","0.717957840807739","0.707050167559298","0.72886551405618"
"4","1991","Female","383","0.071413043061294","0.0653192725814871","0.077506813541101"
"4","1991","Male","361","0.0709235377858986","0.0647013006704647","0.0771457749013325"
"5","1991","Female","38","0.00734415858797189","0.00532366997296934","0.00936464720297444"
"5","1991","Male","34","0.00641255865059892","0.00447772177996042","0.00834739552123742"
"1","1992","Female","296","0.0266460350315747","0.0228148875325885","0.0304771825305608"
"1","1992","Male","304","0.0328804871579873","0.0285065067355431","0.0372544675804316"
"2","1992","Female","1292","0.154606627000628","0.146006187474739","0.163207066526518"
"2","1992","Male","1272","0.170193718346443","0.160975908122178","0.179411528570709"
"3","1992","Female","4749","0.734519721174464","0.724014745838468","0.74502469651046"
"3","1992","Male","4396","0.719590601612163","0.708572502764195","0.73060870046013"
"4","1992","Female","422","0.0785593988514918","0.0721589575029156","0.0849598402000679"
"4","1992","Male","385","0.0712776603326146","0.0649668183761262","0.0775885022891031"
"5","1992","Female","29","","",""
"5","1992","Male","28","","",""
"1","1993","Female","267","0.0245575938714926","0.0208438342099966","0.0282713535329886"
"1","1993","Male","284","0.0310097956949023","0.0267256282226669","0.0352939631671377"
"2","1993","Female","1252","0.157862181110729","0.149113336414792","0.166611025806666"
"2","1993","Male","1252","0.177113674554663","0.167678427788421","0.186548921320905"
"3","1993","Female","4674","0.730336609384487","0.719688007191863","0.740985211577111"
"3","1993","Male","4326","0.713804836556746","0.702634193316279","0.724975479797213"
"4","1993","Female","445","0.0801963738967137","0.0736794147747845","0.0867133330186429"
"4","1993","Male","402","0.0741515913001269","0.0676758800774731","0.0806273025227806"
"5","1993","Female","34","0.00704724173657775","0.00504002647689944","0.00905445699625606"
"5","1993","Male","25","","",""
"1","1994","Female","258","0.0258876970514536","0.0220437283609115","0.0297316657419957"
"1","1994","Male","260","0.0275161157687967","0.0234144312228963","0.0316178003146972"
"2","1994","Female","1164","0.149793523467392","0.141155043285295","0.158432003649488"
"2","1994","Male","1155","0.171110546863508","0.161667455700089","0.180553638026928"
"3","1994","Female","4626","0.726013568876171","0.715217503269863","0.736809634482479"
"3","1994","Male","4261","0.7176041673922","0.706316632555467","0.728891702228934"
"4","1994","Female","463","0.090273427139656","0.0833365496598434","0.0972103046194687"
"4","1994","Male","399","0.0781322348847271","0.0714028258941754","0.0848616438752788"
"5","1994","Female","45","0.00803178346532784","0.00587113808729427","0.0101924288433614"
"5","1994","Male","35","0.00563693509076757","0.00375968776198901","0.00751418241954613"
"1","1995","Female","247","0.0248213572797305","0.0211329940383752","0.0285097205210858"
"1","1995","Male","241","0.0269916580755955","0.0230053717378074","0.0309779444133836"
"2","1995","Female","1222","0.147249309280438","0.138848589378679","0.155650029182196"
"2","1995","Male","1169","0.169985923220467","0.160746504791516","0.179225341649417"
"3","1995","Female","4799","0.721151531390558","0.710520479731817","0.731782583049299"
"3","1995","Male","4471","0.714078622103032","0.702964075343974","0.72519316886209"
"4","1995","Female","531","0.0990252546681885","0.09194403406307","0.106106475273307"
"4","1995","Male","431","0.0812406599561466","0.0745204470491863","0.0879608728631069"
"5","1995","Female","36","0.00775254738108492","0.0056732766393612","0.00983181812280865"
"5","1995","Male","37","0.00770313664475926","0.00555258420167228","0.00985368908784624"
"1","1996","Female","217","0.0202125312593185","0.0168526289100318","0.0235724336086051"
"1","1996","Male","212","0.0226853961290559","0.0189942289172772","0.0263765633408346"
"2","1996","Female","1191","0.146773477572283","0.13832445776062","0.155222497383945"
"2","1996","Male","1141","0.170281228783225","0.160963239919825","0.179599217646625"
"3","1996","Female","4772","0.724253119047592","0.713583452318444","0.734922785776741"
"3","1996","Male","4400","0.704505949725691","0.693195235112898","0.715816664338483"
"4","1996","Female","524","0.102065426687509","0.0948375283180522","0.109293325056965"
