"hlf0071_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Just right","1985","direct migration background","Male","1053","0.669867105223379","0.646523724179049","0.693210486267708"
"Just right","1985","direct migration background","Female","923","0.714998523268907","0.690989508784817","0.739007537752998"
"Just right","1985","indirect migration background","Male","49","0.79973071684479","0.703180070938499","0.896281362751082"
"Just right","1985","indirect migration background","Female","63","0.878249117929703","0.805681025186813","0.950817210672593"
"A little too big","1985","no migration background","Male","274","0.0755374455053577","0.0671365619395912","0.0839383290711243"
"A little too big","1985","no migration background","Female","301","0.0758075517991684","0.0677622323691471","0.0838528712291897"
"A little too big","1985","direct migration background","Male","35","0.0394412239611858","0.0297793315439976","0.0491031163783741"
"A little too big","1985","direct migration background","Female","24","","",""
"A little too big","1985","indirect migration background","Male","1","","",""
"A little too big","1985","indirect migration background","Female","1","","",""
"Much too big","1985","no migration background","Male","28","","",""
"Much too big","1985","no migration background","Female","38","0.0114829684777554","0.00824460932390475","0.0147213276316061"
"Much too big","1985","direct migration background","Male","9","","",""
"Much too big","1985","direct migration background","Female","6","","",""
"Much too big","1985","indirect migration background","Male","","","",""
"Much too big","1985","indirect migration background","Female","","","",""
"Much too small","1986","no migration background","Male","11","","",""
"Much too small","1986","no migration background","Female","16","","",""
"Much too small","1986","direct migration background","Male","11","","",""
"Much too small","1986","direct migration background","Female","10","","",""
"Much too small","1986","indirect migration background","Male","2","","",""
"Much too small","1986","indirect migration background","Female","","","",""
"A little too small","1986","no migration background","Male","52","0.136204416292057","0.102118546967717","0.170290285616396"
"A little too small","1986","no migration background","Female","62","0.14120884432242","0.109246369375312","0.173171319269528"
"A little too small","1986","direct migration background","Male","42","0.182203280823178","0.131310904192188","0.233095657454168"
"A little too small","1986","direct migration background","Female","28","","",""
"A little too small","1986","indirect migration background","Male","","","",""
"A little too small","1986","indirect migration background","Female","1","","",""
"Just right","1986","no migration background","Male","296","0.759171846565256","0.716680845271425","0.801662847859087"
"Just right","1986","no migration background","Female","344","0.743619980973692","0.703544081112569","0.783695880834815"
"Just right","1986","direct migration background","Male","160","0.740366789397245","0.68256310238816","0.798170476406329"
"Just right","1986","direct migration background","Female","126","0.762586535284503","0.698812004027547","0.826361066541458"
"Just right","1986","indirect migration background","Male","12","","",""
"Just right","1986","indirect migration background","Female","10","","",""
"A little too big","1986","no migration background","Male","28","","",""
"A little too big","1986","no migration background","Female","33","0.0743477927392865","0.0502696142224804","0.0984259712560926"
"A little too big","1986","direct migration background","Male","8","","",""
"A little too big","1986","direct migration background","Female","7","","",""
"A little too big","1986","indirect migration background","Male","","","",""
"A little too big","1986","indirect migration background","Female","","","",""
"Much too big","1986","no migration background","Male","2","","",""
"Much too big","1986","no migration background","Female","1","","",""
"Much too big","1986","direct migration background","Male","","","",""
"Much too big","1986","direct migration background","Female","","","",""
"Much too big","1986","indirect migration background","Male","","","",""
"Much too big","1986","indirect migration background","Female","","","",""
"Much too small","1987","no migration background","Male","12","","",""
"Much too small","1987","no migration background","Female","13","","",""
"Much too small","1987","direct migration background","Male","8","","",""
"Much too small","1987","direct migration background","Female","10","","",""
"Much too small","1987","indirect migration background","Male","1","","",""
"Much too small","1987","indirect migration background","Female","","","",""
"A little too small","1987","no migration background","Male","44","0.128893494584505","0.0923510196579991","0.165435969511011"
"A little too small","1987","no migration background","Female","46","0.113961969563736","0.0810914157376403","0.146832523389832"
"A little too small","1987","direct migration background","Male","41","0.175869319449937","0.122974317745865","0.228764321154008"
"A little too small","1987","direct migration background","Female","29","","",""
"A little too small","1987","indirect migration background","Male","2","","",""
"A little too small","1987","indirect migration background","Female","2","","",""
"Just right","1987","no migration background","Male","244","0.767281876961423","0.721199019263457","0.81336473465939"
"Just right","1987","no migration background","Female","272","0.766560539508596","0.722802159877479","0.810318919139713"
"Just right","1987","direct migration background","Male","143","0.757424415610996","0.697869893200398","0.816978938021593"
"Just right","1987","direct migration background","Female","113","0.746576725287394","0.678753253006418","0.81440019756837"
"Just right","1987","indirect migration background","Male","9","","",""
"Just right","1987","indirect migration background","Female","11","","",""
"A little too big","1987","no migration background","Male","22","","",""
"A little too big","1987","no migration background","Female","25","","",""
"A little too big","1987","direct migration background","Male","5","","",""
"A little too big","1987","direct migration background","Female","5","","",""
"A little too big","1987","indirect migration background","Male","","","",""
"A little too big","1987","indirect migration background","Female","","","",""
"Much too big","1987","no migration background","Male","1","","",""
"Much too big","1987","no migration background","Female","3","","",""
"Much too big","1987","direct migration background","Male","2","","",""
"Much too big","1987","direct migration background","Female","1","","",""
"Much too big","1987","indirect migration background","Male","","","",""
"Much too big","1987","indirect migration background","Female","","","",""
"Much too small","1988","no migration background","Male","12","","",""
"Much too small","1988","no migration background","Female","10","","",""
"Much too small","1988","direct migration background","Male","8","","",""
"Much too small","1988","direct migration background","Female","8","","",""
"Much too small","1988","indirect migration background","Male","","","",""
"Much too small","1988","indirect migration background","Female","","","",""
"A little too small","1988","no migration background","Male","45","0.162209549803574","0.12103976043726","0.203379339169887"
"A little too small","1988","no migration background","Female","54","0.168740359383964","0.129998657122346","0.207482061645581"
"A little too small","1988","direct migration background","Male","32","0.158133882087413","0.105125276641439","0.211142487533386"
"A little too small","1988","direct migration background","Female","36","0.242576228786964","0.17465649717124","0.310495960402688"
"A little too small","1988","indirect migration background","Male","3","","",""
"A little too small","1988","indirect migration background","Female","","","",""
"Just right","1988","no migration background","Male","228","0.724940420153363","0.675070660173218","0.774810180133507"
"Just right","1988","no migration background","Female","272","0.753317907658507","0.708725715363257","0.797910099953757"
"Just right","1988","direct migration background","Male","135","0.775315402760144","0.714678326370501","0.835952479149786"
"Just right","1988","direct migration background","Female","102","0.677360716862989","0.603285829319313","0.751435604406664"
"Just right","1988","indirect migration background","Male","5","","",""
"Just right","1988","indirect migration background","Female","9","","",""
"A little too big","1988","no migration background","Male","21","","",""
"A little too big","1988","no migration background","Female","22","","",""
"A little too big","1988","direct migration background","Male","7","","",""
"A little too big","1988","direct migration background","Female","7","","",""
"A little too big","1988","indirect migration background","Male","","","",""
"A little too big","1988","indirect migration background","Female","","","",""
"Much too big","1988","no migration background","Male","2","","",""
"Much too big","1988","no migration background","Female","1","","",""
"Much too big","1988","direct migration background","Male","","","",""
"Much too big","1988","direct migration background","Female","","","",""
"Much too big","1988","indirect migration background","Male","","","",""
"Much too big","1988","indirect migration background","Female","","","",""
"Much too small","1989","no migration background","Male","14","","",""
"Much too small","1989","no migration background","Female","17","","",""
"Much too small","1989","direct migration background","Male","4","","",""
"Much too small","1989","direct migration background","Female","5","","",""
"Much too small","1989","indirect migration background","Male","","","",""
"Much too small","1989","indirect migration background","Female","","","",""
"A little too small","1989","no migration background","Male","41","0.122710235926821","0.0871482388985571","0.158272232955085"
"A little too small","1989","no migration background","Female","50","0.136424025439027","0.0999398665679053","0.172908184310148"
"A little too small","1989","direct migration background","Male","35","0.176305830327858","0.114491666861318","0.238119993794398"
"A little too small","1989","direct migration background","Female","30","0.164422570188371","0.0986503893397601","0.230194751036982"
"A little too small","1989","indirect migration background","Male","1","","",""
"A little too small","1989","indirect migration background","Female","4","","",""
"Just right","1989","no migration background","Male","241","0.747037559513756","0.699921012539511","0.794154106488001"
"Just right","1989","no migration background","Female","250","0.758283300552395","0.712776352937418","0.803790248167372"
"Just right","1989","direct migration background","Male","102","0.752807118108524","0.682833955728123","0.822780280488925"
"Just right","1989","direct migration background","Female","81","0.706955758587411","0.626189328061141","0.78772218911368"
"Just right","1989","indirect migration background","Male","10","","",""
"Just right","1989","indirect migration background","Female","10","","",""
"A little too big","1989","no migration background","Male","29","","",""
"A little too big","1989","no migration background","Female","20","","",""
"A little too big","1989","direct migration background","Male","5","","",""
"A little too big","1989","direct migration background","Female","6","","",""
"A little too big","1989","indirect migration background","Male","","","",""
"A little too big","1989","indirect migration background","Female","","","",""
"Much too big","1989","no migration background","Male","2","","",""
"Much too big","1989","no migration background","Female","3","","",""
"Much too big","1989","direct migration background","Male","","","",""
"Much too big","1989","direct migration background","Female","","","",""
"Much too big","1989","indirect migration background","Male","","","",""
"Much too big","1989","indirect migration background","Female","","","",""
"Much too small","1990","no migration background","Male","183","0.0732092061579536","0.0626303904570005","0.0837880218589066"
"Much too small","1990","no migration background","Female","183","0.0662590337531835","0.0566294050138209","0.0758886624925462"
"Much too small","1990","direct migration background","Male","16","","",""
"Much too small","1990","direct migration background","Female","15","","",""
"Much too small","1990","indirect migration background","Male","","","",""
"Much too small","1990","indirect migration background","Female","2","","",""
"A little too small","1990","no migration background","Male","558","0.220729407326846","0.203885703779855","0.237573110873838"
"A little too small","1990","no migration background","Female","606","0.203070918994194","0.18749665641363","0.218645181574758"
"A little too small","1990","direct migration background","Male","34","0.21582516796158","0.158377491013349","0.273272844909811"
"A little too small","1990","direct migration background","Female","24","","",""
"A little too small","1990","indirect migration background","Male","4","","",""
"A little too small","1990","indirect migration background","Female","2","","",""
"Just right","1990","no migration background","Male","1482","0.653444944011651","0.634118410355197","0.672771477668105"
"Just right","1990","no migration background","Female","1662","0.683317987744184","0.665308684432268","0.701327291056101"
"Just right","1990","direct migration background","Male","138","0.644418299196626","0.577573347843375","0.711263250549878"
"Just right","1990","direct migration background","Female","137","0.657485886702121","0.590009200885614","0.724962572518627"
"Just right","1990","indirect migration background","Male","13","","",""
"Just right","1990","indirect migration background","Female","14","","",""
"A little too big","1990","no migration background","Male","90","0.0441899150608301","0.0358432932779651","0.0525365368436951"
"A little too big","1990","no migration background","Female","97","0.041986768847749","0.0342222281866022","0.0497513095088957"
"A little too big","1990","direct migration background","Male","7","","",""
"A little too big","1990","direct migration background","Female","11","","",""
"A little too big","1990","indirect migration background","Male","","","",""
"A little too big","1990","indirect migration background","Female","","","",""
"Much too big","1990","no migration background","Male","16","","",""
"Much too big","1990","no migration background","Female","15","","",""
"Much too big","1990","direct migration background","Male","2","","",""
"Much too big","1990","direct migration background","Female","3","","",""
"Much too big","1990","indirect migration background","Male","","","",""
"Much too big","1990","indirect migration background","Female","","","",""
"Much too small","1991","no migration background","Male","165","0.0277671328441071","0.0232233541551747","0.0323109115330394"
"Much too small","1991","no migration background","Female","165","0.0219200595952765","0.0180312443217235","0.0258088748688294"
"Much too small","1991","direct migration background","Male","123","0.0649828704944693","0.0517948059951937","0.0781709349937448"
"Much too small","1991","direct migration background","Female","102","0.0517136664167863","0.0394029043586392","0.0640244284749333"
"Much too small","1991","indirect migration background","Male","12","","",""
"Much too small","1991","indirect migration background","Female","11","","",""
"A little too small","1991","no migration background","Male","932","0.166697984690563","0.156390970055042","0.177004999326084"
"A little too small","1991","no migration background","Female","987","0.151493191848661","0.141971075227547","0.161015308469774"
"A little too small","1991","direct migration background","Male","311","0.209122598211219","0.187364201072051","0.230880995350388"
"A little too small","1991","direct migration background","Female","268","0.182595031512918","0.161117931412345","0.204072131613491"
"A little too small","1991","indirect migration background","Male","41","0.293360001698547","0.225513947122241","0.361206056274852"
"A little too small","1991","indirect migration background","Female","45","0.225666815976829","0.163012957443319","0.28832067451034"
"Just right","1991","no migration background","Male","3565","0.722305768909548","0.70992035649372","0.734691181325377"
"Just right","1991","no migration background","Female","3907","0.742529213233321","0.730916598311346","0.754141828155296"
"Just right","1991","direct migration background","Male","878","0.689986105108784","0.665241382747265","0.714730827470303"
"Just right","1991","direct migration background","Female","841","0.727374909126452","0.702619244168102","0.752130574084802"
"Just right","1991","indirect migration background","Male","116","0.647104036336244","0.575894945760167","0.718313126912321"
"Just right","1991","indirect migration background","Female","113","0.69529080786698","0.626302410277595","0.764279205456366"
"A little too big","1991","no migration background","Male","331","0.0763445970076843","0.069000969449413","0.0836882245659557"
"A little too big","1991","no migration background","Female","352","0.0759771326441621","0.068940059231046","0.0830142060572782"
"A little too big","1991","direct migration background","Male","26","","",""
"A little too big","1991","direct migration background","Female","29","","",""
"A little too big","1991","indirect migration background","Male","4","","",""
"A little too big","1991","indirect migration background","Female","2","","",""
"Much too big","1991","no migration background","Male","30","0.00688451654809729","0.00459784860983761","0.00917118448635697"
"Much too big","1991","no migration background","Female","35","0.00808040267857988","0.0057026646168221","0.0104581407403377"
"Much too big","1991","direct migration background","Male","4","","",""
"Much too big","1991","direct migration background","Female","3","","",""
"Much too big","1991","indirect migration background","Male","","","",""
"Much too big","1991","indirect migration background","Female","","","",""
"Much too small","1992","no migration background","Male","165","0.0295008792753875","0.0247598183484006","0.0342419402023745"
"Much too small","1992","no migration background","Female","169","0.0231664921864002","0.0191519776600831","0.0271810067127172"
"Much too small","1992","direct migration background","Male","116","0.0540941038111985","0.0417549919535","0.0664332156688969"
"Much too small","1992","direct migration background","Female","108","0.0483499007126831","0.0362032617257745","0.0604965396995918"
"Much too small","1992","indirect migration background","Male","23","","",""
"Much too small","1992","indirect migration background","Female","19","","",""
"A little too small","1992","no migration background","Male","905","0.162329975017402","0.1519976910987","0.172662258936104"
"A little too small","1992","no migration background","Female","981","0.149848087577104","0.140323054547209","0.159373120606999"
"A little too small","1992","direct migration background","Male","317","0.218992074636709","0.196432708683816","0.241551440589602"
"A little too small","1992","direct migration background","Female","265","0.190400743284008","0.168168204832686","0.21263328173533"
"A little too small","1992","indirect migration background","Male","50","0.265411301169758","0.204368860575094","0.326453741764421"
"A little too small","1992","indirect migration background","Female","46","0.200644053084028","0.144577571050282","0.256710535117774"
"Just right","1992","no migration background","Male","3446","0.72434057498741","0.711820171845234","0.736860978129585"
"Just right","1992","no migration background","Female","3832","0.736632278401648","0.724877910871455","0.748386645931841"
"Just right","1992","direct migration background","Male","829","0.69323136961734","0.668076066955644","0.718386672279036"
"Just right","1992","direct migration background","Female","789","0.721297073525396","0.695907960347976","0.746686186702816"
"Just right","1992","indirect migration background","Male","121","0.6352052150442","0.568657767840247","0.701752662248153"
"Just right","1992","indirect migration background","Female","128","0.69157418287419","0.626917294021728","0.756231071726652"
"A little too big","1992","no migration background","Male","350","0.0769175855391869","0.0694514899936505","0.0843836810847232"
"A little too big","1992","no migration background","Female","385","0.0841384214709527","0.0767303575668823","0.0915464853750232"
"A little too big","1992","direct migration background","Male","29","","",""
"A little too big","1992","direct migration background","Female","34","0.0383497362315509","0.0274752324121943","0.0492242400509074"
"A little too big","1992","indirect migration background","Male","6","","",""
"A little too big","1992","indirect migration background","Female","3","","",""
"Much too big","1992","no migration background","Male","27","","",""
"Much too big","1992","no migration background","Female","27","","",""
"Much too big","1992","direct migration background","Male","","","",""
"Much too big","1992","direct migration background","Female","2","","",""
"Much too big","1992","indirect migration background","Male","1","","",""
"Much too big","1992","indirect migration background","Female","","","",""
"Much too small","1993","no migration background","Male","140","0.0260605651616043","0.0215446413172171","0.0305764890059914"
"Much too small","1993","no migration background","Female","134","0.0202238856984045","0.0164179849736547","0.0240297864231543"
"Much too small","1993","direct migration background","Male","118","0.059461022308679","0.0464650397345482","0.0724570048828098"
"Much too small","1993","direct migration background","Female","112","0.0545078831387624","0.0415605072572066","0.0674552590203182"
"Much too small","1993","indirect migration background","Male","26","","",""
"Much too small","1993","indirect migration background","Female","21","","",""
"A little too small","1993","no migration background","Male","890","0.168678342653139","0.158063759852852","0.179292925453426"
"A little too small","1993","no migration background","Female","952","0.150972481025045","0.14129256676859","0.1606523952815"
"A little too small","1993","direct migration background","Male","307","0.232064003754547","0.208864914362691","0.255263093146403"
"A little too small","1993","direct migration background","Female","252","0.210708074512505","0.187449528514909","0.233966620510102"
"A little too small","1993","indirect migration background","Male","55","0.207580001210553","0.155835696179088","0.259324306242018"
"A little too small","1993","indirect migration background","Female","48","0.175746520069028","0.12718795424164","0.224305085896416"
"Just right","1993","no migration background","Male","3385","0.721582661700733","0.708877508609099","0.734287814792366"
"Just right","1993","no migration background","Female","3751","0.736797139995876","0.72489072547025","0.748703554521503"
"Just right","1993","direct migration background","Male","797","0.665914590752597","0.639994139667972","0.691835041837222"
"Just right","1993","direct migration background","Female","765","0.678659546679349","0.652025826994582","0.705293266364117"
"Just right","1993","indirect migration background","Male","144","0.666892279912933","0.606759361268475","0.727025198557391"
"Just right","1993","indirect migration background","Female","158","0.726722424628454","0.66986615418792","0.783578695068989"
"A little too big","1993","no migration background","Male","342","0.079176473027569","0.0715227102303028","0.0868302358248352"
"A little too big","1993","no migration background","Female","387","0.0841830218637839","0.0766758158887315","0.0916902278388363"
"A little too big","1993","direct migration background","Male","50","0.0425603831841775","0.0314670259930688","0.0536537403752861"
"A little too big","1993","direct migration background","Female","50","0.0544926304376338","0.0415469617677844","0.0674382991074832"
"A little too big","1993","indirect migration background","Male","10","","",""
"A little too big","1993","indirect migration background","Female","8","","",""
"Much too big","1993","no migration background","Male","24","","",""
"Much too big","1993","no migration background","Female","31","0.00782347141689031","0.00544139354158932","0.0102055492921913"
"Much too big","1993","direct migration background","Male","","","",""
"Much too big","1993","direct migration background","Female","2","","",""
"Much too big","1993","indirect migration background","Male","1","","",""
"Much too big","1993","indirect migration background","Female","1","","",""
"Much too small","1994","no migration background","Male","135","0.0214401743891084","0.0172965116877951","0.0255838370904216"
"Much too small","1994","no migration background","Female","148","0.0207071602158191","0.0168378126736854","0.0245765077579527"
"Much too small","1994","direct migration background","Male","101","0.0611816189168929","0.0474547679736263","0.0749084698601595"
"Much too small","1994","direct migration background","Female","92","0.0612832210726498","0.0471859912589251","0.0753804508863745"
"Much too small","1994","indirect migration background","Male","24","","",""
"Much too small","1994","indirect migration background","Female","18","","",""
"A little too small","1994","no migration background","Male","845","0.163486990688485","0.1529077499968","0.17406623138017"
"A little too small","1994","no migration background","Female","888","0.142884884966217","0.133375905715084","0.15239386421735"
"A little too small","1994","direct migration background","Male","249","0.206349090005612","0.183170571077986","0.229527608933238"
"A little too small","1994","direct migration background","Female","222","0.193111503934729","0.169910513111231","0.216312494758228"
"A little too small","1994","indirect migration background","Male","61","0.273787713714561","0.217953060577039","0.329622366852082"
"A little too small","1994","indirect migration background","Female","54","0.214305823629446","0.162499434507839","0.266112212751053"
"Just right","1994","no migration background","Male","3333","0.726979462386257","0.71423459625494","0.739724328517574"
"Just right","1994","no migration background","Female","3719","0.733874169867185","0.721866036748833","0.745882302985538"
"Just right","1994","direct migration background","Male","778","0.669593885797764","0.642653772312058","0.696533999283469"
"Just right","1994","direct migration background","Female","749","0.681605174134267","0.654224436901291","0.708985911367242"
"Just right","1994","indirect migration background","Male","150","0.619226981461519","0.558424253032058","0.68002970989098"
"Just right","1994","indirect migration background","Female","158","0.622141446844985","0.560927727813234","0.683355165876735"
"A little too big","1994","no migration background","Male","349","0.0819996341002597","0.0741508219903401","0.0898484462101793"
"A little too big","1994","no migration background","Female","407","0.0937877327677378","0.0858662010555409","0.101709264479935"
"A little too big","1994","direct migration background","Male","41","0.0597817464887591","0.0462027310545581","0.0733607619229601"
"A little too big","1994","direct migration background","Female","45","0.060228802358122","0.0462455280788483","0.0742120766373958"
"A little too big","1994","indirect migration background","Male","9","","",""
"A little too big","1994","indirect migration background","Female","11","","",""
"Much too big","1994","no migration background","Male","32","0.00609373843588996","0.00386740009204709","0.00832007677973282"
"Much too big","1994","no migration background","Female","41","0.00874605218304079","0.00621605711148652","0.0112760472545951"
"Much too big","1994","direct migration background","Male","2","","",""
"Much too big","1994","direct migration background","Female","4","","",""
"Much too big","1994","indirect migration background","Male","1","","",""
"Much too big","1994","indirect migration background","Female","","","",""
"Much too small","1995","no migration background","Male","126","0.0204049288467289","0.0163698499496955","0.0244400077437623"
"Much too small","1995","no migration background","Female","132","0.0183167376870282","0.0146804665140638","0.0219530088599927"
"Much too small","1995","direct migration background","Male","105","0.0630044491369788","0.0502083505309404","0.0758005477430171"
"Much too small","1995","direct migration background","Female","102","0.0632186650808149","0.0502945352460451","0.0761427949155848"
"Much too small","1995","indirect migration background","Male","10","","",""
"Much too small","1995","indirect migration background","Female","13","","",""
"A little too small","1995","no migration background","Male","793","0.159568051987873","0.149116387953334","0.170019716022412"
"A little too small","1995","no migration background","Female","855","0.137184768488622","0.127855268772072","0.146514268205171"
"A little too small","1995","direct migration background","Male","312","0.221458587912748","0.199590524390995","0.2433266514345"
"A little too small","1995","direct migration background","Female","312","0.203707326845811","0.18231789632259","0.225096757369032"
"A little too small","1995","indirect migration background","Male","64","0.224861608924539","0.17290156242101","0.276821655428068"
"A little too small","1995","indirect migration background","Female","55","0.197756422032665","0.148283582242103","0.247229261823227"
"Just right","1995","no migration background","Male","3386","0.724409628755281","0.711657422751505","0.737161834759056"
"Just right","1995","no migration background","Female","3734","0.727799488703802","0.71572977834558","0.739869199062023"
"Just right","1995","direct migration background","Male","919","0.659418315581853","0.634460052877679","0.684376578286028"
"Just right","1995","direct migration background","Female","890","0.67975491579855","0.65497630514189","0.70453352645521"
"Just right","1995","indirect migration background","Male","166","0.68735425483211","0.629659168886533","0.745049340777687"
"Just right","1995","indirect migration background","Female","175","0.721478842686712","0.665800113674832","0.777157571698593"
"A little too big","1995","no migration background","Male","380","0.0881634025425605","0.0800712534876808","0.0962555515974401"
"A little too big","1995","no migration background","Female","470","0.107956555158223","0.0995413633573632","0.116371746959083"
"A little too big","1995","direct migration background","Male","43","0.0460070831801987","0.0349737145228008","0.0570404518375965"
"A little too big","1995","direct migration background","Female","55","0.05078022080897","0.0391204444816006","0.0624399971363395"
"A little too big","1995","indirect migration background","Male","8","","",""
"A little too big","1995","indirect migration background","Female","6","","",""
"Much too big","1995","no migration background","Male","31","0.00745398786755704","0.00499910453097659","0.00990887120413749"
"Much too big","1995","no migration background","Female","33","0.00874244996232556","0.00621806061614047","0.0112668393085106"
"Much too big","1995","direct migration background","Male","6","","",""
"Much too big","1995","direct migration background","Female","3","","",""
"Much too big","1995","indirect migration background","Male","","","",""
"Much too big","1995","indirect migration background","Female","","","",""
"Much too small","1996","no migration background","Male","111","0.0187226316519639","0.0148434420452864","0.0226018212586414"
"Much too small","1996","no migration background","Female","118","0.0147156801674691","0.011434366045635","0.0179969942893033"
"Much too small","1996","direct migration background","Male","83","0.0413835629152858","0.0305522802343587","0.0522148455962128"
"Much too small","1996","direct migration background","Female","82","0.0509032723591285","0.0388901556634954","0.0629163890547616"
"Much too small","1996","indirect migration background","Male","18","","",""
"Much too small","1996","indirect migration background","Female","17","","",""
"A little too small","1996","no migration background","Male","814","0.16369863526234","0.153109375505034","0.174287895019645"
"A little too small","1996","no migration background","Female","854","0.138196807012197","0.12879243271862","0.147601181305774"
"A little too small","1996","direct migration background","Male","274","0.199174646751267","0.177456165599676","0.220893127902859"
"A little too small","1996","direct migration background","Female","269","0.191126132499217","0.169636546687842","0.212615718310592"
"A little too small","1996","indirect migration background","Male","53","0.234728584415397","0.183408403212674","0.28604876561812"
"A little too small","1996","indirect migration background","Female","68","0.212680684108123","0.164750560073719","0.260610808142526"
"Just right","1996","no migration background","Male","3330","0.708260936015628","0.695251585751713","0.721270286279542"
"Just right","1996","no migration background","Female","3706","0.730275876008776","0.718181590280346","0.742370161737206"
"Just right","1996","direct migration background","Male","889","0.686423570568326","0.661193915395833","0.711653225740818"
"Just right","1996","direct migration background","Female","879","0.692137620983745","0.666908498500475","0.717366743467015"
"Just right","1996","indirect migration background","Male","181","0.679375852045481","0.622862559249214","0.735889144841749"
"Just right","1996","indirect migration background","Female","187","0.684717144761407","0.630295100150746","0.739139189372067"
"A little too big","1996","no migration background","Male","403","0.100889724231051","0.0922700348134699","0.109509413648632"
"A little too big","1996","no migration background","Female","462","0.109249529050812","0.100748633719498","0.117750424382125"
"A little too big","1996","direct migration background","Male","51","0.071888776621881","0.0578420841552324","0.0859354690885297"
"A little too big","1996","direct migration background","Female","54","0.0636141927507645","0.0502749238254415","0.0769534616760874"
"A little too big","1996","indirect migration background","Male","10","","",""
"A little too big","1996","indirect migration background","Female","8","","",""
"Much too big","1996","no migration background","Male","32","0.00842807283901734","0.00581177054985931","0.0110443751281754"
"Much too big","1996","no migration background","Female","33","0.00756210776074602","0.00520135801508036","0.00992285750641169"
"Much too big","1996","direct migration background","Male","2","","",""
"Much too big","1996","direct migration background","Female","2","","",""
"Much too big","1996","indirect migration background","Male","","","",""
"Much too big","1996","indirect migration background","Female","","","",""
"Much too small","1997","no migration background","Male","88","0.0153990941850507","0.0118622224667727","0.0189359659033287"
"Much too small","1997","no migration background","Female","103","0.0140578976155441","0.0108375255326344","0.0172782696984539"
