"hlf0071_h","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1","1984","Not Employed","(0) in school","6","","",""
"1","1984","Not Employed","(1a) inadequately completed","41","0.101963854393676","0.0721976905252588","0.131730018262092"
"1","1984","Not Employed","(1b) general elementary school","49","0.0179769335210894","0.0113171057362454","0.0246367613059333"
"1","1984","Not Employed","(1c) basic vocational qualification","37","0.0183375475311441","0.011164558397162","0.0255105366651263"
"1","1984","Not Employed","(2b) intermediate general qualification","7","","",""
"1","1984","Not Employed","(2a) intermediate vocational","7","","",""
"1","1984","Not Employed","(2c_gen) general maturity certificate","20","","",""
"1","1984","Not Employed","(2c_voc) vocational maturity certificate","9","","",""
"1","1984","Not Employed","(3a) lower tertiary education","","","",""
"1","1984","Not Employed","(3b) higher tertiary education","2","","",""
"1","1984","Employed","(0) in school","","","",""
"1","1984","Employed","(1a) inadequately completed","59","0.0734455846752752","0.0543511491405746","0.0925400202099758"
"1","1984","Employed","(1b) general elementary school","88","0.0384463680762278","0.0286672592264506","0.0482254769260049"
"1","1984","Employed","(1c) basic vocational qualification","85","0.0233188625468697","0.0178441524744255","0.0287935726193139"
"1","1984","Employed","(2b) intermediate general qualification","7","","",""
"1","1984","Employed","(2a) intermediate vocational","14","","",""
"1","1984","Employed","(2c_gen) general maturity certificate","10","","",""
"1","1984","Employed","(2c_voc) vocational maturity certificate","17","","",""
"1","1984","Employed","(3a) lower tertiary education","2","","",""
"1","1984","Employed","(3b) higher tertiary education","19","","",""
"2","1984","Not Employed","(0) in school","32","0.176419374666278","0.120422435383626","0.232416313948929"
"2","1984","Not Employed","(1a) inadequately completed","88","0.179420989969686","0.141676838724275","0.217165141215097"
"2","1984","Not Employed","(1b) general elementary school","178","0.07845030707556","0.0649730643026638","0.0919275498484562"
"2","1984","Not Employed","(1c) basic vocational qualification","142","0.0864526178040612","0.0714280125816371","0.101477223026485"
"2","1984","Not Employed","(2b) intermediate general qualification","33","0.113986328962941","0.0738639971934834","0.154108660732398"
"2","1984","Not Employed","(2a) intermediate vocational","61","0.128474462325211","0.0960056447877423","0.160943279862679"
"2","1984","Not Employed","(2c_gen) general maturity certificate","46","0.203973812510689","0.152123069640616","0.255824555380761"
"2","1984","Not Employed","(2c_voc) vocational maturity certificate","15","","",""
"2","1984","Not Employed","(3a) lower tertiary education","4","","",""
"2","1984","Not Employed","(3b) higher tertiary education","12","","",""
"2","1984","Employed","(0) in school","1","","",""
"2","1984","Employed","(1a) inadequately completed","152","0.201352736634968","0.172000257675925","0.230705215594012"
"2","1984","Employed","(1b) general elementary school","277","0.148316781180274","0.130240085151757","0.166393477208792"
"2","1984","Employed","(1c) basic vocational qualification","488","0.148690620374511","0.135783881029275","0.161597359719747"
"2","1984","Employed","(2b) intermediate general qualification","37","0.142499087185621","0.0979010827653088","0.187097091605934"
"2","1984","Employed","(2a) intermediate vocational","170","0.161113932382703","0.138350787113729","0.183877077651676"
"2","1984","Employed","(2c_gen) general maturity certificate","42","0.224175725273651","0.163587480562762","0.28476396998454"
"2","1984","Employed","(2c_voc) vocational maturity certificate","68","0.17950499188532","0.137781307906607","0.221228675864033"
"2","1984","Employed","(3a) lower tertiary education","35","0.160526301690422","0.110274943135479","0.210777660245365"
"2","1984","Employed","(3b) higher tertiary education","91","0.194644481792121","0.157134999170953","0.232153964413289"
"3","1984","Not Employed","(0) in school","134","0.749908823992242","0.6862891402058","0.813528507778685"
"3","1984","Not Employed","(1a) inadequately completed","251","0.584603580582014","0.536128900951334","0.633078260212695"
"3","1984","Not Employed","(1b) general elementary school","1195","0.81716476749422","0.797790329690039","0.8365392052984"
