"hlf0071_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"3","2004","North Rhine-Westphalia","indirect migration background","174","0.756028096763853","0.699910933796181","0.812145259731525"
"3","2004","Hesse","no migration background","784","0.708384510945018","0.68191944635641","0.734849575533626"
"3","2004","Hesse","direct migration background","132","0.541830811720445","0.478795013162626","0.604866610278263"
"3","2004","Hesse","indirect migration background","46","0.721028892088086","0.616707142022265","0.825350642153907"
"3","2004","Rhineland-Palatinate,Saarland","no migration background","755","0.708727329966941","0.681427072951769","0.736027586982113"
"3","2004","Rhineland-Palatinate,Saarland","direct migration background","133","0.736878879284384","0.674102957504545","0.799654801064222"
"3","2004","Rhineland-Palatinate,Saarland","indirect migration background","32","0.762176082659745","0.634922714659827","0.889429450659664"
"3","2004","Baden-Württemberg","no migration background","1354","0.735359735727047","0.715197666086379","0.755521805367715"
"3","2004","Baden-Württemberg","direct migration background","391","0.646838934367704","0.607567528965739","0.68611033976967"
"3","2004","Baden-Württemberg","indirect migration background","146","0.6959554494439","0.6325200413491","0.7593908575387"
"3","2004","Bavaria","no migration background","1872","0.734477161868991","0.717293016170174","0.751661307567809"
"3","2004","Bavaria","direct migration background","270","0.710457234977279","0.664795352137675","0.756119117816883"
"3","2004","Bavaria","indirect migration background","90","0.789889092244144","0.719859149269407","0.859919035218881"
"3","2004","Berlin","no migration background","486","0.68874101008945","0.654731762982313","0.722750257196587"
"3","2004","Berlin","direct migration background","38","0.592679247189599","0.470378143738272","0.714980350640926"
"3","2004","Berlin","indirect migration background","32","0.810568782851257","0.682566547944472","0.938571017758042"
"3","2004","Brandenburg","no migration background","719","0.795962188048775","0.769604247742096","0.822320128355455"
"3","2004","Brandenburg","direct migration background","9","","",""
"3","2004","Brandenburg","indirect migration background","3","","",""
"3","2004","Mecklenburg-Western Pomerania","no migration background","381","0.799064434299187","0.763800841312187","0.834328027286187"
"3","2004","Mecklenburg-Western Pomerania","direct migration background","9","","",""
"3","2004","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"3","2004","Saxony","no migration background","1166","0.76446649171608","0.743266565050913","0.785666418381246"
"3","2004","Saxony","direct migration background","23","","",""
"3","2004","Saxony","indirect migration background","6","","",""
"3","2004","Saxony-Anhalt","no migration background","698","0.77576936174819","0.748475457864542","0.803063265631838"
"3","2004","Saxony-Anhalt","direct migration background","21","","",""
"3","2004","Saxony-Anhalt","indirect migration background","3","","",""
"3","2004","Thuringia","no migration background","719","0.793144928397231","0.766971323650201","0.819318533144262"
"3","2004","Thuringia","direct migration background","13","","",""
"3","2004","Thuringia","indirect migration background","4","","",""
"4","2004","Schleswig-Holstein","no migration background","39","0.0693705281923251","0.0489547701623406","0.0897862862223096"
"4","2004","Schleswig-Holstein","direct migration background","1","","",""
"4","2004","Schleswig-Holstein","indirect migration background","1","","",""
"4","2004","Hamburg","no migration background","18","","",""
"4","2004","Hamburg","direct migration background","5","","",""
"4","2004","Hamburg","indirect migration background","","","",""
"4","2004","Lower Saxony","no migration background","244","0.16019715714892","0.142369105112139","0.1780252091857"
"4","2004","Lower Saxony","direct migration background","9","","",""
"4","2004","Lower Saxony","indirect migration background","2","","",""
"4","2004","Bremen","no migration background","13","","",""
"4","2004","Bremen","direct migration background","2","","",""
"4","2004","Bremen","indirect migration background","","","",""
"4","2004","North Rhine-Westphalia","no migration background","434","0.117592849486567","0.107125379841765","0.12806031913137"
"4","2004","North Rhine-Westphalia","direct migration background","33","0.0337461392243406","0.0202136494304039","0.0472786290182773"
"4","2004","North Rhine-Westphalia","indirect migration background","11","","",""
"4","2004","Hesse","no migration background","156","0.120873622515007","0.10189238338844","0.139854861641574"
"4","2004","Hesse","direct migration background","10","","",""
"4","2004","Hesse","indirect migration background","3","","",""
"4","2004","Rhineland-Palatinate,Saarland","no migration background","151","0.146206217467092","0.124976867731209","0.167435567202974"
"4","2004","Rhineland-Palatinate,Saarland","direct migration background","23","","",""
"4","2004","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"4","2004","Baden-Württemberg","no migration background","210","0.114172338784393","0.0996374305579545","0.128707247010832"
"4","2004","Baden-Württemberg","direct migration background","18","","",""
"4","2004","Baden-Württemberg","indirect migration background","5","","",""
"4","2004","Bavaria","no migration background","286","0.127896200874459","0.114900468217277","0.140891933531641"
"4","2004","Bavaria","direct migration background","29","","",""
"4","2004","Bavaria","indirect migration background","3","","",""
"4","2004","Berlin","no migration background","68","0.0814963351597728","0.061399966894787","0.101592703424759"
"4","2004","Berlin","direct migration background","3","","",""
"4","2004","Berlin","indirect migration background","","","",""
"4","2004","Brandenburg","no migration background","56","0.0543128953912286","0.0394899286587885","0.0691358621236687"
"4","2004","Brandenburg","direct migration background","4","","",""
"4","2004","Brandenburg","indirect migration background","","","",""
"4","2004","Mecklenburg-Western Pomerania","no migration background","47","0.0820124907449431","0.057865354105532","0.106159627384354"
"4","2004","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"4","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"4","2004","Saxony","no migration background","161","0.0920004182089536","0.0775604410550626","0.106440395362845"
"4","2004","Saxony","direct migration background","3","","",""
"4","2004","Saxony","indirect migration background","1","","",""
"4","2004","Saxony-Anhalt","no migration background","91","0.107215289822748","0.0869686198668815","0.127461959778614"
"4","2004","Saxony-Anhalt","direct migration background","3","","",""
"4","2004","Saxony-Anhalt","indirect migration background","","","",""
"4","2004","Thuringia","no migration background","74","0.0798513192895261","0.0623357511338906","0.0973668874451616"
"4","2004","Thuringia","direct migration background","1","","",""
"4","2004","Thuringia","indirect migration background","1","","",""
"5","2004","Schleswig-Holstein","no migration background","8","","",""
"5","2004","Schleswig-Holstein","direct migration background","1","","",""
"5","2004","Schleswig-Holstein","indirect migration background","","","",""
"5","2004","Hamburg","no migration background","2","","",""
"5","2004","Hamburg","direct migration background","","","",""
"5","2004","Hamburg","indirect migration background","","","",""
"5","2004","Lower Saxony","no migration background","28","","",""
"5","2004","Lower Saxony","direct migration background","1","","",""
"5","2004","Lower Saxony","indirect migration background","","","",""
"5","2004","Bremen","no migration background","1","","",""
"5","2004","Bremen","direct migration background","","","",""
"5","2004","Bremen","indirect migration background","","","",""
"5","2004","North Rhine-Westphalia","no migration background","48","0.0103989743051822","0.00710255791689207","0.0136953906934724"
"5","2004","North Rhine-Westphalia","direct migration background","1","","",""
"5","2004","North Rhine-Westphalia","indirect migration background","2","","",""
"5","2004","Hesse","no migration background","11","","",""
"5","2004","Hesse","direct migration background","4","","",""
"5","2004","Hesse","indirect migration background","","","",""
"5","2004","Rhineland-Palatinate,Saarland","no migration background","14","","",""
"5","2004","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"5","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"5","2004","Baden-Württemberg","no migration background","16","","",""
"5","2004","Baden-Württemberg","direct migration background","4","","",""
"5","2004","Baden-Württemberg","indirect migration background","","","",""
"5","2004","Bavaria","no migration background","36","0.0116528741596653","0.00747688716481258","0.0158288611545181"
"5","2004","Bavaria","direct migration background","4","","",""
"5","2004","Bavaria","indirect migration background","1","","",""
"5","2004","Berlin","no migration background","4","","",""
"5","2004","Berlin","direct migration background","1","","",""
"5","2004","Berlin","indirect migration background","","","",""
"5","2004","Brandenburg","no migration background","3","","",""
"5","2004","Brandenburg","direct migration background","","","",""
"5","2004","Brandenburg","indirect migration background","","","",""
"5","2004","Mecklenburg-Western Pomerania","no migration background","5","","",""
"5","2004","Mecklenburg-Western Pomerania","direct migration background","","","",""
"5","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"5","2004","Saxony","no migration background","16","","",""
"5","2004","Saxony","direct migration background","","","",""
"5","2004","Saxony","indirect migration background","","","",""
"5","2004","Saxony-Anhalt","no migration background","4","","",""
"5","2004","Saxony-Anhalt","direct migration background","","","",""
"5","2004","Saxony-Anhalt","indirect migration background","","","",""
"5","2004","Thuringia","no migration background","2","","",""
"5","2004","Thuringia","direct migration background","","","",""
"5","2004","Thuringia","indirect migration background","","","",""
"1","2005","Schleswig-Holstein","no migration background","3","","",""
"1","2005","Schleswig-Holstein","direct migration background","4","","",""
"1","2005","Schleswig-Holstein","indirect migration background","","","",""
"1","2005","Hamburg","no migration background","6","","",""
"1","2005","Hamburg","direct migration background","4","","",""
"1","2005","Hamburg","indirect migration background","1","","",""
"1","2005","Lower Saxony","no migration background","10","","",""
"1","2005","Lower Saxony","direct migration background","7","","",""
"1","2005","Lower Saxony","indirect migration background","2","","",""
"1","2005","Bremen","no migration background","1","","",""
"1","2005","Bremen","direct migration background","","","",""
"1","2005","Bremen","indirect migration background","","","",""
"1","2005","North Rhine-Westphalia","no migration background","26","","",""
"1","2005","North Rhine-Westphalia","direct migration background","8","","",""
"1","2005","North Rhine-Westphalia","indirect migration background","6","","",""
"1","2005","Hesse","no migration background","13","","",""
"1","2005","Hesse","direct migration background","3","","",""
"1","2005","Hesse","indirect migration background","2","","",""
"1","2005","Rhineland-Palatinate,Saarland","no migration background","13","","",""
"1","2005","Rhineland-Palatinate,Saarland","direct migration background","2","","",""
"1","2005","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"1","2005","Baden-Württemberg","no migration background","28","","",""
"1","2005","Baden-Württemberg","direct migration background","17","","",""
"1","2005","Baden-Württemberg","indirect migration background","12","","",""
"1","2005","Bavaria","no migration background","36","0.0166494637548181","0.0115807625710254","0.0217181649386107"
"1","2005","Bavaria","direct migration background","9","","",""
"1","2005","Bavaria","indirect migration background","1","","",""
"1","2005","Berlin","no migration background","12","","",""
"1","2005","Berlin","direct migration background","","","",""
"1","2005","Berlin","indirect migration background","","","",""
"1","2005","Brandenburg","no migration background","10","","",""
"1","2005","Brandenburg","direct migration background","","","",""
"1","2005","Brandenburg","indirect migration background","","","",""
"1","2005","Mecklenburg-Western Pomerania","no migration background","1","","",""
"1","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"1","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"1","2005","Saxony","no migration background","13","","",""
"1","2005","Saxony","direct migration background","","","",""
"1","2005","Saxony","indirect migration background","","","",""
"1","2005","Saxony-Anhalt","no migration background","6","","",""
"1","2005","Saxony-Anhalt","direct migration background","","","",""
"1","2005","Saxony-Anhalt","indirect migration background","","","",""
"1","2005","Thuringia","no migration background","11","","",""
"1","2005","Thuringia","direct migration background","","","",""
"1","2005","Thuringia","indirect migration background","","","",""
"2","2005","Schleswig-Holstein","no migration background","53","0.11618304522445","0.0900817925327981","0.142284297916103"
"2","2005","Schleswig-Holstein","direct migration background","14","","",""
"2","2005","Schleswig-Holstein","indirect migration background","4","","",""
"2","2005","Hamburg","no migration background","68","0.255097050352981","0.202212306788263","0.307981793917699"
"2","2005","Hamburg","direct migration background","2","","",""
"2","2005","Hamburg","indirect migration background","2","","",""
"2","2005","Lower Saxony","no migration background","135","0.117994219761172","0.101902942238314","0.134085497284031"
"2","2005","Lower Saxony","direct migration background","30","0.142746617575298","0.0945063261094373","0.190986909041159"
"2","2005","Lower Saxony","indirect migration background","9","","",""
"2","2005","Bremen","no migration background","11","","",""
"2","2005","Bremen","direct migration background","3","","",""
"2","2005","Bremen","indirect migration background","","","",""
"2","2005","North Rhine-Westphalia","no migration background","430","0.125801858762333","0.114783752985258","0.136819964539409"
"2","2005","North Rhine-Westphalia","direct migration background","93","0.141465540059925","0.11469471269453","0.168236367425319"
"2","2005","North Rhine-Westphalia","indirect migration background","52","0.210222720641893","0.158779077882707","0.26166636340108"
"2","2005","Hesse","no migration background","141","0.155828186406481","0.134207291004171","0.177449081808791"
"2","2005","Hesse","direct migration background","69","0.328460489431255","0.266116125706132","0.390804853156377"
"2","2005","Hesse","indirect migration background","17","","",""
"2","2005","Rhineland-Palatinate,Saarland","no migration background","112","0.126893359462722","0.106375804449541","0.147410914475903"
"2","2005","Rhineland-Palatinate,Saarland","direct migration background","26","","",""
"2","2005","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"2","2005","Baden-Württemberg","no migration background","232","0.147340881876983","0.130874907220103","0.163806856533862"
"2","2005","Baden-Württemberg","direct migration background","116","0.263803504039804","0.226633863250055","0.300973144829552"
"2","2005","Baden-Württemberg","indirect migration background","39","0.216370849458182","0.160678811526857","0.272062887389506"
"2","2005","Bavaria","no migration background","326","0.129283332755416","0.115992503377748","0.142574162133084"
"2","2005","Bavaria","direct migration background","59","0.161375249712276","0.122272172640682","0.200478326783869"
"2","2005","Bavaria","indirect migration background","30","0.214432160715925","0.142192772890649","0.286671548541201"
"2","2005","Berlin","no migration background","119","0.165162745119605","0.137003771773205","0.193321718466006"
"2","2005","Berlin","direct migration background","15","","",""
"2","2005","Berlin","indirect migration background","9","","",""
"2","2005","Brandenburg","no migration background","132","0.149376660474704","0.125703892912554","0.173049428036855"
"2","2005","Brandenburg","direct migration background","","","",""
"2","2005","Brandenburg","indirect migration background","1","","",""
"2","2005","Mecklenburg-Western Pomerania","no migration background","52","0.107026909095642","0.0795982954180408","0.134455522773242"
"2","2005","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"2","2005","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"2","2005","Saxony","no migration background","183","0.14045280364069","0.122840037643042","0.158065569638337"
"2","2005","Saxony","direct migration background","4","","",""
"2","2005","Saxony","indirect migration background","1","","",""
"2","2005","Saxony-Anhalt","no migration background","90","0.116593379041441","0.0952675592921489","0.137919198790732"
"2","2005","Saxony-Anhalt","direct migration background","","","",""
"2","2005","Saxony-Anhalt","indirect migration background","5","","",""
"2","2005","Thuringia","no migration background","110","0.110312514190333","0.0895073979811504","0.131117630399516"
"2","2005","Thuringia","direct migration background","3","","",""
"2","2005","Thuringia","indirect migration background","4","","",""
"3","2005","Schleswig-Holstein","no migration background","465","0.74611040944785","0.710659057128757","0.781561761766943"
"3","2005","Schleswig-Holstein","direct migration background","41","0.672108307657798","0.557096364125591","0.787120251190005"
"3","2005","Schleswig-Holstein","indirect migration background","5","","",""
"3","2005","Hamburg","no migration background","173","0.663437336040176","0.606110132134212","0.72076453994614"
"3","2005","Hamburg","direct migration background","13","","",""
"3","2005","Hamburg","indirect migration background","5","","",""
"3","2005","Lower Saxony","no migration background","1137","0.699039786439711","0.676161160720903","0.72191841215852"
"3","2005","Lower Saxony","direct migration background","150","0.666391083805327","0.601369758132386","0.731412409478269"
"3","2005","Lower Saxony","indirect migration background","32","0.553401387606787","0.41560371088029","0.691199064333284"
"3","2005","Bremen","no migration background","102","0.825802274468148","0.759838498505275","0.891766050431021"
"3","2005","Bremen","direct migration background","11","","",""
"3","2005","Bremen","indirect migration background","4","","",""
"3","2005","North Rhine-Westphalia","no migration background","2598","0.746268513070583","0.731811012758853","0.760726013382312"
"3","2005","North Rhine-Westphalia","direct migration background","512","0.801313412824552","0.77066252364647","0.831964302002634"
"3","2005","North Rhine-Westphalia","indirect migration background","168","0.72494880432338","0.668572058063427","0.781325550583332"
"3","2005","Hesse","no migration background","782","0.69465941068664","0.667204914682932","0.722113906690348"
"3","2005","Hesse","direct migration background","131","0.591945405090413","0.526704525538747","0.657186284642079"
"3","2005","Hesse","indirect migration background","43","0.644224402412504","0.531262965089153","0.757185839735856"
"3","2005","Rhineland-Palatinate,Saarland","no migration background","756","0.743967983014068","0.71706522687674","0.770870739151396"
"3","2005","Rhineland-Palatinate,Saarland","direct migration background","135","0.835118542532392","0.780909490759152","0.889327594305633"
"3","2005","Rhineland-Palatinate,Saarland","indirect migration background","33","0.750014566668535","0.628775592885318","0.871253540451752"
"3","2005","Baden-Württemberg","no migration background","1300","0.710343799877921","0.689271409586252","0.73141619016959"
"3","2005","Baden-Württemberg","direct migration background","380","0.627826929926218","0.58705665371119","0.668597206141247"
"3","2005","Baden-Württemberg","indirect migration background","152","0.706029219230612","0.644412032749939","0.767646405711284"
"3","2005","Bavaria","no migration background","1790","0.730456708384205","0.712879338610609","0.7480340781578"
"3","2005","Bavaria","direct migration background","241","0.755267791570527","0.709569003852352","0.800966579288703"
"3","2005","Bavaria","indirect migration background","85","0.726675392870614","0.648233720945723","0.805117064795505"
"3","2005","Berlin","no migration background","492","0.743132267429191","0.710000264169449","0.776264270688933"
"3","2005","Berlin","direct migration background","32","0.70999665219622","0.587833617571127","0.832159686821313"
"3","2005","Berlin","indirect migration background","25","","",""
"3","2005","Brandenburg","no migration background","663","0.76200568119484","0.733724248057031","0.790287114332648"
"3","2005","Brandenburg","direct migration background","9","","",""
"3","2005","Brandenburg","indirect migration background","4","","",""
"3","2005","Mecklenburg-Western Pomerania","no migration background","375","0.795131194649964","0.759321922517957","0.83094046678197"
"3","2005","Mecklenburg-Western Pomerania","direct migration background","12","","",""
"3","2005","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"3","2005","Saxony","no migration background","1152","0.770059644821162","0.748729329481185","0.791389960161139"
"3","2005","Saxony","direct migration background","23","","",""
"3","2005","Saxony","indirect migration background","5","","",""
"3","2005","Saxony-Anhalt","no migration background","679","0.760492341409766","0.732133035999557","0.788851646819974"
"3","2005","Saxony-Anhalt","direct migration background","17","","",""
"3","2005","Saxony-Anhalt","indirect migration background","1","","",""
"3","2005","Thuringia","no migration background","663","0.800203665365679","0.773649476490054","0.826757854241303"
"3","2005","Thuringia","direct migration background","11","","",""
"3","2005","Thuringia","indirect migration background","3","","",""
"4","2005","Schleswig-Holstein","no migration background","48","0.107670323224082","0.0824227589795312","0.132917887468632"
"4","2005","Schleswig-Holstein","direct migration background","4","","",""
"4","2005","Schleswig-Holstein","indirect migration background","2","","",""
"4","2005","Hamburg","no migration background","13","","",""
"4","2005","Hamburg","direct migration background","3","","",""
"4","2005","Hamburg","indirect migration background","1","","",""
"4","2005","Lower Saxony","no migration background","223","0.150782253104251","0.13293345043954","0.168631055768961"
"4","2005","Lower Saxony","direct migration background","13","","",""
"4","2005","Lower Saxony","indirect migration background","7","","",""
"4","2005","Bremen","no migration background","12","","",""
"4","2005","Bremen","direct migration background","2","","",""
"4","2005","Bremen","indirect migration background","","","",""
"4","2005","North Rhine-Westphalia","no migration background","380","0.108010970986776","0.0976982762954804","0.118323665678072"
"4","2005","North Rhine-Westphalia","direct migration background","31","0.036911178760066","0.0224278054424232","0.0513945520777088"
"4","2005","North Rhine-Westphalia","indirect migration background","13","","",""
"4","2005","Hesse","no migration background","131","0.123962803825334","0.104318248043914","0.143607359606754"
"4","2005","Hesse","direct migration background","13","","",""
"4","2005","Hesse","indirect migration background","6","","",""
"4","2005","Rhineland-Palatinate,Saarland","no migration background","118","0.10288521789596","0.0841580109178198","0.121612424874101"
"4","2005","Rhineland-Palatinate,Saarland","direct migration background","12","","",""
"4","2005","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"4","2005","Baden-Württemberg","no migration background","207","0.112295537018528","0.0976281233823272","0.126962950654728"
"4","2005","Baden-Württemberg","direct migration background","22","","",""
"4","2005","Baden-Württemberg","indirect migration background","6","","",""
"4","2005","Bavaria","no migration background","261","0.109985358596409","0.0975914469043586","0.122379270288459"
"4","2005","Bavaria","direct migration background","31","0.0592885474764816","0.0341857424203679","0.0843913525325954"
"4","2005","Bavaria","indirect migration background","8","","",""
"4","2005","Berlin","no migration background","43","0.0635029262669108","0.0450098167611103","0.0819960357727113"
"4","2005","Berlin","direct migration background","5","","",""
"4","2005","Berlin","indirect migration background","2","","",""
"4","2005","Brandenburg","no migration background","55","0.0629420747702633","0.046813620030004","0.0790705295105227"
"4","2005","Brandenburg","direct migration background","4","","",""
"4","2005","Brandenburg","indirect migration background","","","",""
"4","2005","Mecklenburg-Western Pomerania","no migration background","53","0.0798240402075993","0.0557781713548471","0.103869909060351"
"4","2005","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"4","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"4","2005","Saxony","no migration background","132","0.0657314793289571","0.0531697319342197","0.0782932267236945"
"4","2005","Saxony","direct migration background","2","","",""
"4","2005","Saxony","indirect migration background","1","","",""
"4","2005","Saxony-Anhalt","no migration background","87","0.112372734606598","0.091386512902896","0.1333589563103"
"4","2005","Saxony-Anhalt","direct migration background","6","","",""
"4","2005","Saxony-Anhalt","indirect migration background","","","",""
"4","2005","Thuringia","no migration background","76","0.0680478261371793","0.0513237184918607","0.0847719337824979"
"4","2005","Thuringia","direct migration background","2","","",""
"4","2005","Thuringia","indirect migration background","","","",""
"5","2005","Schleswig-Holstein","no migration background","10","","",""
"5","2005","Schleswig-Holstein","direct migration background","1","","",""
"5","2005","Schleswig-Holstein","indirect migration background","","","",""
"5","2005","Hamburg","no migration background","1","","",""
"5","2005","Hamburg","direct migration background","","","",""
"5","2005","Hamburg","indirect migration background","","","",""
"5","2005","Lower Saxony","no migration background","39","0.0287960609273173","0.0204545215842245","0.0371376002704101"
"5","2005","Lower Saxony","direct migration background","2","","",""
"5","2005","Lower Saxony","indirect migration background","","","",""
"5","2005","Bremen","no migration background","1","","",""
"5","2005","Bremen","direct migration background","","","",""
"5","2005","Bremen","indirect migration background","","","",""
"5","2005","North Rhine-Westphalia","no migration background","46","0.0104752652671367","0.00709263670933677","0.0138578938249367"
"5","2005","North Rhine-Westphalia","direct migration background","7","","",""
"5","2005","North Rhine-Westphalia","indirect migration background","2","","",""
"5","2005","Hesse","no migration background","14","","",""
"5","2005","Hesse","direct migration background","2","","",""
"5","2005","Hesse","indirect migration background","1","","",""
"5","2005","Rhineland-Palatinate,Saarland","no migration background","12","","",""
"5","2005","Rhineland-Palatinate,Saarland","direct migration background","5","","",""
"5","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"5","2005","Baden-Württemberg","no migration background","13","","",""
"5","2005","Baden-Württemberg","direct migration background","5","","",""
"5","2005","Baden-Württemberg","indirect migration background","1","","",""
"5","2005","Bavaria","no migration background","35","0.0136251365091529","0.00903279884243932","0.0182174741758666"
"5","2005","Bavaria","direct migration background","","","",""
"5","2005","Bavaria","indirect migration background","","","",""
"5","2005","Berlin","no migration background","2","","",""
"5","2005","Berlin","direct migration background","1","","",""
"5","2005","Berlin","indirect migration background","","","",""
"5","2005","Brandenburg","no migration background","11","","",""
"5","2005","Brandenburg","direct migration background","","","",""
"5","2005","Brandenburg","indirect migration background","","","",""
"5","2005","Mecklenburg-Western Pomerania","no migration background","7","","",""
"5","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"5","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"5","2005","Saxony","no migration background","15","","",""
"5","2005","Saxony","direct migration background","","","",""
"5","2005","Saxony","indirect migration background","","","",""
"5","2005","Saxony-Anhalt","no migration background","8","","",""
"5","2005","Saxony-Anhalt","direct migration background","","","",""
"5","2005","Saxony-Anhalt","indirect migration background","","","",""
"5","2005","Thuringia","no migration background","11","","",""
"5","2005","Thuringia","direct migration background","","","",""
"5","2005","Thuringia","indirect migration background","","","",""
"1","2006","Schleswig-Holstein","no migration background","11","","",""
"1","2006","Schleswig-Holstein","direct migration background","7","","",""
"1","2006","Schleswig-Holstein","indirect migration background","","","",""
"1","2006","Hamburg","no migration background","1","","",""
"1","2006","Hamburg","direct migration background","1","","",""
"1","2006","Hamburg","indirect migration background","1","","",""
"1","2006","Lower Saxony","no migration background","15","","",""
"1","2006","Lower Saxony","direct migration background","","","",""
"1","2006","Lower Saxony","indirect migration background","","","",""
"1","2006","Bremen","no migration background","","","",""
"1","2006","Bremen","direct migration background","","","",""
"1","2006","Bremen","indirect migration background","","","",""
"1","2006","North Rhine-Westphalia","no migration background","36","0.0116984824042582","0.00824038966889717","0.0151565751396192"
"1","2006","North Rhine-Westphalia","direct migration background","14","","",""
"1","2006","North Rhine-Westphalia","indirect migration background","10","","",""
"1","2006","Hesse","no migration background","11","","",""
"1","2006","Hesse","direct migration background","14","","",""
"1","2006","Hesse","indirect migration background","4","","",""
"1","2006","Rhineland-Palatinate,Saarland","no migration background","17","","",""
"1","2006","Rhineland-Palatinate,Saarland","direct migration background","5","","",""
"1","2006","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"1","2006","Baden-Württemberg","no migration background","28","","",""
"1","2006","Baden-Württemberg","direct migration background","24","","",""
"1","2006","Baden-Württemberg","indirect migration background","7","","",""
"1","2006","Bavaria","no migration background","31","0.0129297748186828","0.00867169053111128","0.0171878591062543"
"1","2006","Bavaria","direct migration background","19","","",""
"1","2006","Bavaria","indirect migration background","7","","",""
"1","2006","Berlin","no migration background","13","","",""
"1","2006","Berlin","direct migration background","","","",""
"1","2006","Berlin","indirect migration background","2","","",""
"1","2006","Brandenburg","no migration background","18","","",""
"1","2006","Brandenburg","direct migration background","","","",""
"1","2006","Brandenburg","indirect migration background","1","","",""
"1","2006","Mecklenburg-Western Pomerania","no migration background","4","","",""
"1","2006","Mecklenburg-Western Pomerania","direct migration background","","","",""
"1","2006","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"1","2006","Saxony","no migration background","17","","",""
"1","2006","Saxony","direct migration background","","","",""
"1","2006","Saxony","indirect migration background","","","",""
"1","2006","Saxony-Anhalt","no migration background","6","","",""
"1","2006","Saxony-Anhalt","direct migration background","","","",""
"1","2006","Saxony-Anhalt","indirect migration background","","","",""
"1","2006","Thuringia","no migration background","8","","",""
"1","2006","Thuringia","direct migration background","","","",""
"1","2006","Thuringia","indirect migration background","","","",""
"2","2006","Schleswig-Holstein","no migration background","47","0.0753328610097276","0.0544567860252841","0.096208935994171"
"2","2006","Schleswig-Holstein","direct migration background","8","","",""
"2","2006","Schleswig-Holstein","indirect migration background","2","","",""
"2","2006","Hamburg","no migration background","51","0.182854412890439","0.137251142082523","0.228457683698354"
"2","2006","Hamburg","direct migration background","5","","",""
"2","2006","Hamburg","indirect migration background","3","","",""
"2","2006","Lower Saxony","no migration background","156","0.114546289725127","0.0996037706241408","0.129488808826114"
"2","2006","Lower Saxony","direct migration background","29","","",""
"2","2006","Lower Saxony","indirect migration background","15","","",""
"2","2006","Bremen","no migration background","13","","",""
"2","2006","Bremen","direct migration background","3","","",""
"2","2006","Bremen","indirect migration background","","","",""
"2","2006","North Rhine-Westphalia","no migration background","399","0.115021892345947","0.10476103477757","0.125282749914323"
"2","2006","North Rhine-Westphalia","direct migration background","91","0.149715227601842","0.122515625589491","0.176914829614193"
"2","2006","North Rhine-Westphalia","indirect migration background","47","0.208532103350231","0.157452435096977","0.259611771603486"
"2","2006","Hesse","no migration background","187","0.170224107234836","0.149030466745294","0.191417747724379"
"2","2006","Hesse","direct migration background","61","0.337146466777078","0.274248541790103","0.400044391764054"
"2","2006","Hesse","indirect migration background","21","","",""
"2","2006","Rhineland-Palatinate,Saarland","no migration background","124","0.121229333242454","0.101736190026807","0.140722476458102"
"2","2006","Rhineland-Palatinate,Saarland","direct migration background","24","","",""
"2","2006","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"2","2006","Baden-Württemberg","no migration background","245","0.132714696560619","0.117967145636725","0.147462247484514"
"2","2006","Baden-Württemberg","direct migration background","105","0.230901303415075","0.194854009366462","0.266948597463688"
"2","2006","Baden-Württemberg","indirect migration background","49","0.229377385850928","0.172377875870761","0.286376895831094"
"2","2006","Bavaria","no migration background","374","0.14693820541529","0.133593703784547","0.160282707046032"
"2","2006","Bavaria","direct migration background","61","0.19212983476746","0.150914130769326","0.233345538765594"
"2","2006","Bavaria","indirect migration background","31","0.271063715355253","0.194944742205948","0.347182688504558"
"2","2006","Berlin","no migration background","129","0.200762947636556","0.171109945527336","0.230415949745776"
"2","2006","Berlin","direct migration background","19","","",""
"2","2006","Berlin","indirect migration background","9","","",""
"2","2006","Brandenburg","no migration background","119","0.123054522674067","0.101953265189703","0.144155780158431"
"2","2006","Brandenburg","direct migration background","1","","",""
"2","2006","Brandenburg","indirect migration background","","","",""
