"hlf0071_h","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Just right","2002","Rural Area","Female","2934","0.745673350991178","0.732063406196967","0.75928329578539"
"A little too big","2002","Urban Area","Male","658","0.0903356991633425","0.0838157996937842","0.0968555986329008"
"A little too big","2002","Urban Area","Female","723","0.099014420619984","0.0924791921308527","0.105549649109115"
"A little too big","2002","Rural Area","Male","423","0.113290512756948","0.103116375601207","0.12346464991269"
"A little too big","2002","Rural Area","Female","445","0.121546511584318","0.111334371743732","0.131758651424904"
"Much too big","2002","Urban Area","Male","85","0.0104117817915062","0.00810311952143413","0.0127204440615783"
"Much too big","2002","Urban Area","Female","95","0.0114070895050266","0.00908355673757276","0.0137306222724805"
"Much too big","2002","Rural Area","Male","38","0.0115058545707302","0.00808246258120754","0.0149292465602529"
"Much too big","2002","Rural Area","Female","49","0.0160178751743479","0.0120942982216548","0.019941452127041"
"Much too small","2003","Urban Area","Male","148","0.022467763774003","0.0190331349782475","0.0259023925697586"
"Much too small","2003","Urban Area","Female","153","0.0195763315688943","0.016493926004653","0.0226587371331356"
"Much too small","2003","Rural Area","Male","36","0.0106820443037523","0.00730086744447432","0.0140632211630304"
"Much too small","2003","Rural Area","Female","39","0.0095477961705822","0.00644978142935616","0.0126458109118082"
"A little too small","2003","Urban Area","Male","1115","0.167570458204264","0.15891466626074","0.176226250147789"
"A little too small","2003","Urban Area","Female","1190","0.159735669467666","0.1515843831626","0.167886955772732"
"A little too small","2003","Rural Area","Male","426","0.127658746030851","0.116682818079989","0.138634673981713"
"A little too small","2003","Rural Area","Female","419","0.104146166567244","0.0944152136376776","0.113877119496811"
"Just right","2003","Urban Area","Male","5132","0.700765005580263","0.690152284953723","0.711377726206802"
"Just right","2003","Urban Area","Female","5604","0.708497217885043","0.698385902495203","0.718608533274882"
"Just right","2003","Rural Area","Male","2660","0.747448157911906","0.733157949486531","0.76173836633728"
"Just right","2003","Rural Area","Female","2855","0.756799947021191","0.743132495937778","0.770467398104604"
"A little too big","2003","Urban Area","Male","678","0.0987419824196662","0.0918282935763689","0.105655671262963"
"A little too big","2003","Urban Area","Female","723","0.0987249652179905","0.0920881550497659","0.105361775386215"
"A little too big","2003","Rural Area","Male","398","0.103982887062231","0.0939433926418907","0.114022381482571"
"A little too big","2003","Rural Area","Female","437","0.118282213229472","0.107994006764916","0.128570419694027"
"Much too big","2003","Urban Area","Male","79","0.0104547900218037","0.00809751737972234","0.0128120626638851"
"Much too big","2003","Urban Area","Female","90","0.0134658158604065","0.0109013930260381","0.0160302386947748"
"Much too big","2003","Rural Area","Male","31","0.0102281646912606","0.00691884169834093","0.0135374876841804"
"Much too big","2003","Rural Area","Female","35","0.0112238770115107","0.00786777167063743","0.0145799823523841"
"Much too small","2004","Urban Area","Male","117","0.0199836225781713","0.0166875863372782","0.0232796588190643"
"Much too small","2004","Urban Area","Female","127","0.0188602095268652","0.0157924094796494","0.021928009574081"
"Much too small","2004","Rural Area","Male","45","0.0131579797569716","0.0093649207926926","0.0169510387212506"
"Much too small","2004","Rural Area","Female","41","0.00818122920812935","0.00528068541716891","0.0110817729990898"
"A little too small","2004","Urban Area","Male","1047","0.155633501732547","0.14709551956295","0.164171483902143"
"A little too small","2004","Urban Area","Female","1100","0.145292057855334","0.137344784415591","0.153239331295076"
"A little too small","2004","Rural Area","Male","389","0.117328742508845","0.106616685614611","0.12804079940308"
"A little too small","2004","Rural Area","Female","378","0.0941437212291747","0.0847404423885833","0.103547000069766"
"Just right","2004","Urban Area","Male","5039","0.723368127154079","0.712832291314626","0.733903962993533"
"Just right","2004","Urban Area","Female","5513","0.726800781312969","0.716751482317651","0.736850080308287"
"Just right","2004","Rural Area","Male","2590","0.735309623383322","0.720624575361345","0.749994671405299"
"Just right","2004","Rural Area","Female","2823","0.76413423691507","0.750464150276477","0.777804323553663"
"A little too big","2004","Urban Area","Male","651","0.092492116028268","0.0856684814209064","0.0993157506356297"
"A little too big","2004","Urban Area","Female","734","0.0986241759618803","0.0919000940510442","0.105348257872716"
"A little too big","2004","Rural Area","Male","405","0.121128212750041","0.11026754353579","0.131988881964292"
"A little too big","2004","Rural Area","Female","434","0.123392130270304","0.112802022042508","0.1339822384981"
"Much too big","2004","Urban Area","Male","71","0.00852263250693449","0.00635758970913328","0.0106876753047357"
"Much too big","2004","Urban Area","Female","79","0.0104227753429524","0.00813240937067804","0.0127131413152267"
"Much too big","2004","Rural Area","Male","38","0.0130754416008202","0.00929413989286785","0.0168567433087725"
"Much too big","2004","Rural Area","Female","29","","",""
"Much too small","2005","Urban Area","Male","90","0.0146421555876739","0.0117499985325814","0.0175343126427664"
"Much too small","2005","Urban Area","Female","105","0.0150966761482957","0.01229601720624","0.0178973350903515"
"Much too small","2005","Rural Area","Male","40","0.0170471250645171","0.0126365864396795","0.0214576636893547"
"Much too small","2005","Rural Area","Female","33","0.0131899551811427","0.00944701179936893","0.0169328985629165"
"A little too small","2005","Urban Area","Male","1010","0.166081354373285","0.157120598278109","0.175042110468462"
"A little too small","2005","Urban Area","Female","1061","0.153145172554415","0.144873775036178","0.161416570072652"
"A little too small","2005","Rural Area","Male","368","0.118309957515012","0.107305507941334","0.12931440708869"
"A little too small","2005","Rural Area","Female","374","0.105129491814544","0.0950667299013005","0.115192253727788"
"Just right","2005","Urban Area","Male","4866","0.7274493063376","0.716728007827207","0.738170604847993"
"Just right","2005","Urban Area","Female","5367","0.727131019656113","0.716900300244817","0.737361739067409"
"Just right","2005","Rural Area","Male","2489","0.739302216582961","0.724344015026518","0.754260418139403"
"Just right","2005","Rural Area","Female","2689","0.745468413591889","0.731177490484545","0.759759336699233"
"A little too big","2005","Urban Area","Male","588","0.081575405794064","0.0749848240777932","0.0881659875103348"
"A little too big","2005","Urban Area","Female","679","0.0963453341364967","0.0895683051215489","0.103122363151444"
"A little too big","2005","Rural Area","Male","364","0.110021016093779","0.099359292754399","0.120682739433158"
"A little too big","2005","Rural Area","Female","411","0.115284016498634","0.104806428834146","0.125761604163122"
"Much too big","2005","Urban Area","Male","72","0.0102517779073771","0.0078263725364161","0.012677183278338"
"Much too big","2005","Urban Area","Female","70","0.00828179750467975","0.00620028415881398","0.0103633108505455"
"Much too big","2005","Rural Area","Male","48","0.0153196847437314","0.011134908423194","0.0195044610642688"
"Much too big","2005","Rural Area","Female","62","0.0209281229137901","0.0162319157820784","0.0256243300455018"
"Much too small","2006","Urban Area","Male","115","0.021169950793719","0.0178085433052293","0.0245313582822088"
"Much too small","2006","Urban Area","Female","129","0.0211733947669907","0.0179723944905036","0.0243743950434778"
"Much too small","2006","Rural Area","Male","46","0.0162158958706705","0.012100286155734","0.0203315055856071"
"Much too small","2006","Rural Area","Female","44","0.0131983872759612","0.00962125441090802","0.0167755201410144"
"A little too small","2006","Urban Area","Male","1014","0.161394361609905","0.152803619923282","0.169985103296528"
"A little too small","2006","Urban Area","Female","1107","0.156161307533413","0.148089811874219","0.164232803192608"
"A little too small","2006","Rural Area","Male","390","0.116256677763362","0.105812221481111","0.126701134045613"
"A little too small","2006","Rural Area","Female","391","0.0993988553272724","0.0900207166349318","0.108776994019613"
"Just right","2006","Urban Area","Male","5111","0.71229435637907","0.701723466843677","0.722865245914464"
"Just right","2006","Urban Area","Female","5632","0.710163943441129","0.700076221636382","0.720251665245877"
"Just right","2006","Rural Area","Male","2692","0.739921922521607","0.725627762809695","0.754216082233518"
"Just right","2006","Rural Area","Female","2896","0.737535513186793","0.723744808608976","0.75132621776461"
"A little too big","2006","Urban Area","Male","721","0.0919059702907313","0.0851599931576609","0.0986519474238017"
"A little too big","2006","Urban Area","Female","811","0.10075024199595","0.0940575506689373","0.107442933322962"
"A little too big","2006","Rural Area","Male","431","0.112248120200822","0.101962057948389","0.122534182453255"
"A little too big","2006","Rural Area","Female","506","0.128706570048699","0.118210123698805","0.139203016398594"
"Much too big","2006","Urban Area","Male","84","0.0132353609265743","0.0105667683363423","0.0159039535168063"
"Much too big","2006","Urban Area","Female","91","0.0117511122625168","0.00935498303646403","0.0141472414885696"
"Much too big","2006","Rural Area","Male","59","0.0153573836435391","0.011350453779011","0.0193643135080672"
"Much too big","2006","Rural Area","Female","73","0.0211606741612741","0.0166495979227733","0.025671750399775"
"Much too small","2007","Urban Area","Male","94","0.0194006593082322","0.0160629369004949","0.0227383817159695"
"Much too small","2007","Urban Area","Female","92","0.0170150925609131","0.0140440914498272","0.019986093671999"
"Much too small","2007","Rural Area","Male","28","","",""
"Much too small","2007","Rural Area","Female","35","0.0112116711550002","0.00780429351690837","0.014619048793092"
"A little too small","2007","Urban Area","Male","977","0.159650067275329","0.150786453799573","0.168513680751084"
"A little too small","2007","Urban Area","Female","1053","0.149918794221031","0.141717724974675","0.158119863467388"
"A little too small","2007","Rural Area","Male","383","0.117447411594439","0.106662001501797","0.128232821687082"
"A little too small","2007","Rural Area","Female","381","0.097917327340859","0.0882992918919028","0.107535362789815"
"Just right","2007","Urban Area","Male","4737","0.718601766715023","0.70771996031934","0.729483573110707"
"Just right","2007","Urban Area","Female","5265","0.719758055384673","0.709440612643583","0.730075498125764"
"Just right","2007","Rural Area","Male","2570","0.74537315248963","0.730778841009492","0.759967463969767"
"Just right","2007","Rural Area","Female","2736","0.743408009000756","0.729273894877207","0.757542123124305"
"A little too big","2007","Urban Area","Male","682","0.0927973640695865","0.08577608648475","0.0998186416544229"
"A little too big","2007","Urban Area","Female","788","0.103345605557398","0.0963524888024391","0.110338722312358"
"A little too big","2007","Rural Area","Male","391","0.114356859143804","0.103695682662494","0.125018035625114"
"A little too big","2007","Rural Area","Female","448","0.12692852302299","0.116155491246575","0.137701554799405"
"Much too big","2007","Urban Area","Male","70","0.00955014263182928","0.00719662559128098","0.0119036596723776"
"Much too big","2007","Urban Area","Female","81","0.00996245227598383","0.00768094850359836","0.0122439560483693"
"Much too big","2007","Rural Area","Male","51","0.0141040778160506","0.0101537555715004","0.0180544000606008"
"Much too big","2007","Rural Area","Female","68","0.0205344694803948","0.0159449232432506","0.025124015717539"
"Much too small","2008","Urban Area","Male","79","0.0175303052472242","0.0142511728334906","0.0208094376609578"
"Much too small","2008","Urban Area","Female","83","0.0151601159110142","0.0122648355053151","0.0180553963167133"
"Much too small","2008","Rural Area","Male","27","","",""
"Much too small","2008","Rural Area","Female","29","","",""
"A little too small","2008","Urban Area","Male","868","0.15571616726099","0.146656427501104","0.164775907020875"
"A little too small","2008","Urban Area","Female","952","0.152342612809418","0.143827754380793","0.160857471238044"
"A little too small","2008","Rural Area","Male","338","0.114220631942685","0.103215423011572","0.125225840873798"
"A little too small","2008","Rural Area","Female","350","0.104834814836399","0.0945888631553078","0.115080766517489"
"Just right","2008","Urban Area","Male","4453","0.714707996971279","0.703425278456945","0.725990715485613"
"Just right","2008","Urban Area","Female","4958","0.710062946008013","0.699311748457596","0.72081414355843"
"Just right","2008","Rural Area","Male","2402","0.728928203398297","0.713548506496272","0.744307900300322"
"Just right","2008","Rural Area","Female","2548","0.727870928026746","0.712985456282718","0.742756399770774"
"A little too big","2008","Urban Area","Male","667","0.0978140110263274","0.0903914597461687","0.105236562306486"
"A little too big","2008","Urban Area","Female","741","0.103641751729895","0.096419631100662","0.110863872359128"
"A little too big","2008","Rural Area","Male","386","0.126988951920849","0.11546885662114","0.138509047220558"
"A little too big","2008","Rural Area","Female","443","0.139424173989058","0.127838760011282","0.151009587966834"
"Much too big","2008","Urban Area","Male","86","0.0142315194941803","0.0112720236577177","0.0171910153306429"
"Much too big","2008","Urban Area","Female","108","0.0187925735416595","0.0155749880230989","0.02201015906022"
"Much too big","2008","Rural Area","Male","56","0.0218807757184679","0.0168191446504552","0.0269424067864806"
"Much too big","2008","Rural Area","Female","64","0.0188809799793306","0.0143287828665597","0.0234331770921015"
"Much too small","2009","Urban Area","Male","87","0.017996047021583","0.0145476818732558","0.0214444121699102"
"Much too small","2009","Urban Area","Female","97","0.0203737464952349","0.0168882499412051","0.0238592430492648"
"Much too small","2009","Rural Area","Male","33","0.0127981755971248","0.00881038051608901","0.0167859706781606"
"Much too small","2009","Rural Area","Female","38","0.00961572890082035","0.00626531174877295","0.0129661460528677"
"A little too small","2009","Urban Area","Male","854","0.170813620623368","0.161051247594594","0.180575993652142"
"A little too small","2009","Urban Area","Female","893","0.150483806640846","0.141662565056707","0.159305048224986"
"A little too small","2009","Rural Area","Male","326","0.123322272167425","0.111656954444254","0.134987589890596"
"A little too small","2009","Rural Area","Female","343","0.11554436075771","0.104569012351778","0.126519709163642"
"Just right","2009","Urban Area","Male","4028","0.695662382746527","0.683726758238768","0.707598007254287"
"Just right","2009","Urban Area","Female","4464","0.699268658757365","0.687954809752382","0.710582507762348"
"Just right","2009","Rural Area","Male","2216","0.695120532025046","0.678788133308745","0.711452930741348"
"Just right","2009","Rural Area","Female","2368","0.70253651541752","0.686841664582839","0.718231366252201"
"A little too big","2009","Urban Area","Male","660","0.102579808271127","0.0947094060200662","0.110450210522188"
"A little too big","2009","Urban Area","Female","757","0.113996620240803","0.106155778683211","0.121837461798396"
"A little too big","2009","Rural Area","Male","414","0.140836123066099","0.128495108594948","0.153177137537249"
"A little too big","2009","Rural Area","Female","442","0.148994496200631","0.136769261422553","0.161219730978708"
"Much too big","2009","Urban Area","Male","80","0.0129481413373946","0.0100156160178524","0.0158806666569367"
"Much too big","2009","Urban Area","Female","100","0.0158771678657509","0.0127931976643161","0.0189611380671857"
"Much too big","2009","Rural Area","Male","63","0.027922897144305","0.0220778714932035","0.0337679227954065"
"Much too big","2009","Rural Area","Female","68","0.0233088987233188","0.018128712129069","0.0284890853175685"
"Much too small","2010","Urban Area","Male","215","0.014339684490101","0.0116047739407251","0.0170745950394769"
"Much too small","2010","Urban Area","Female","309","0.0156020477201888","0.0130092064215703","0.0181948890188073"
"Much too small","2010","Rural Area","Male","94","0.0136411301422074","0.00997899059548868","0.0173032696889261"
"Much too small","2010","Rural Area","Female","129","0.0125511830974356","0.00930138958916628","0.0158009766057049"
"A little too small","2010","Urban Area","Male","1402","0.158281431515049","0.149884741285886","0.166678121744212"
"A little too small","2010","Urban Area","Female","1716","0.153782141955887","0.146234803438175","0.1613294804736"
"A little too small","2010","Rural Area","Male","550","0.124229035914734","0.113815479733513","0.134642592095954"
"A little too small","2010","Rural Area","Female","697","0.124289422545789","0.114658818663583","0.133920026427994"
"Just right","2010","Urban Area","Male","4898","0.717163531575791","0.706802893704587","0.727524169446994"
"Just right","2010","Urban Area","Female","5827","0.702559171599526","0.692995128411768","0.712123214787284"
"Just right","2010","Rural Area","Male","2699","0.68177611326707","0.667070622785686","0.696481603748454"
"Just right","2010","Rural Area","Female","3092","0.68639517617013","0.672851560666982","0.699938791673278"
"A little too big","2010","Urban Area","Male","662","0.0961053442736733","0.0893251463529814","0.102885542194365"
"A little too big","2010","Urban Area","Female","807","0.109031209800405","0.102510326246125","0.115552093354684"
"A little too big","2010","Rural Area","Male","445","0.151466664790185","0.140148260013127","0.162785069567244"
"A little too big","2010","Rural Area","Female","508","0.147808525639929","0.137448174564264","0.158168876715594"
"Much too big","2010","Urban Area","Male","82","0.014110008145386","0.0113967722500463","0.0168232440407258"
"Much too big","2010","Urban Area","Female","117","0.0190254289239933","0.0161672073899966","0.02188365045799"
"Much too big","2010","Rural Area","Male","66","0.0288870558858033","0.0235992104993548","0.0341749012722518"
"Much too big","2010","Rural Area","Female","82","0.0289556925467164","0.0240608059014261","0.0338505791920066"
"Much too small","2011","Urban Area","Male","226","0.017276300454103","0.0144981176072527","0.0200544833009534"
"Much too small","2011","Urban Area","Female","318","0.0183961918051382","0.0157999126666431","0.0209924709436332"
"Much too small","2011","Rural Area","Male","75","0.00739810253422614","0.00495314778354759","0.00984305728490469"
"Much too small","2011","Rural Area","Female","110","0.0100266522241455","0.00740171911541616","0.0126515853328749"
"A little too small","2011","Urban Area","Male","1457","0.152468200700465","0.144803638111006","0.160132763289924"
"A little too small","2011","Urban Area","Female","1861","0.14888253169869","0.142004947331833","0.155760116065547"
"A little too small","2011","Rural Area","Male","655","0.111203338271603","0.102233528720661","0.120173147822546"
"A little too small","2011","Rural Area","Female","829","0.117113858060352","0.10864187638586","0.125585839734844"
"Just right","2011","Urban Area","Male","5806","0.706753561579864","0.69704689498986","0.716460228169867"
"Just right","2011","Urban Area","Female","6967","0.699607454904866","0.690750364216624","0.708464545593109"
"Just right","2011","Rural Area","Male","3334","0.713407285390463","0.700506253598783","0.726308317182143"
"Just right","2011","Rural Area","Female","3841","0.694047882431189","0.681907008148366","0.706188756714011"
"A little too big","2011","Urban Area","Male","866","0.109374937128172","0.102720273611332","0.116029600645011"
"A little too big","2011","Urban Area","Female","1017","0.11604591087748","0.109857928369203","0.122233893385758"
"A little too big","2011","Rural Area","Male","574","0.14397482532955","0.133958471654344","0.153991179004757"
"A little too big","2011","Rural Area","Female","662","0.154638608445928","0.145112649955361","0.164164566936496"
"Much too big","2011","Urban Area","Male","95","0.0141270001373966","0.0116107419696859","0.0166432583051073"
"Much too big","2011","Urban Area","Female","128","0.017067910713825","0.0145654271149869","0.0195703943126631"
"Much too big","2011","Rural Area","Male","81","0.0240164484741575","0.019648286398513","0.028384610549802"
"Much too big","2011","Rural Area","Female","92","0.0241729988383855","0.0201264927828195","0.0282195048939515"
"Much too small","2012","Urban Area","Male","211","0.0172505686321477","0.0144272482005187","0.0200738890637767"
"Much too small","2012","Urban Area","Female","257","0.0169991793841609","0.0144575550217589","0.019540803746563"
"Much too small","2012","Rural Area","Male","83","0.0157670371323133","0.0121976342782862","0.0193364399863404"
"Much too small","2012","Rural Area","Female","108","0.0179000626838685","0.0143860829949559","0.0214140423727811"
"A little too small","2012","Urban Area","Male","1322","0.14174329130043","0.134180242152477","0.149306340448383"
"A little too small","2012","Urban Area","Female","1689","0.137433389012592","0.130663790763501","0.144202987261683"
"A little too small","2012","Rural Area","Male","601","0.111998753698251","0.102962572083564","0.121034935312938"
"A little too small","2012","Rural Area","Female","726","0.104248602145473","0.0961497588335505","0.112347445457396"
"Just right","2012","Urban Area","Male","5637","0.70970292304741","0.699860620947064","0.719545225147756"
"Just right","2012","Urban Area","Female","6833","0.708642510917816","0.69970848640259","0.717576535433042"
"Just right","2012","Rural Area","Male","3334","0.703241907009158","0.690152341658744","0.716331472359572"
"Just right","2012","Rural Area","Female","3898","0.711095260035217","0.699082705983633","0.723107814086801"
"A little too big","2012","Urban Area","Male","890","0.117562427963783","0.110578281607414","0.124546574320152"
"A little too big","2012","Urban Area","Female","1011","0.11840143729806","0.112049088009944","0.124753786586177"
"A little too big","2012","Rural Area","Male","574","0.145604047453529","0.135497847575591","0.155710247331466"
"A little too big","2012","Rural Area","Female","642","0.144338695258193","0.135024690334521","0.153652700181864"
"Much too big","2012","Urban Area","Male","110","0.0137407890562294","0.0112165037741441","0.0162650743383147"
"Much too big","2012","Urban Area","Female","147","0.0185234833873701","0.0158724101065577","0.0211745566681825"
"Much too big","2012","Rural Area","Male","87","0.023388254706749","0.0190578204730113","0.0277186889404867"
"Much too big","2012","Rural Area","Female","95","0.0224173798772484","0.0184939735247675","0.0263407862297294"
"Much too small","2013","Urban Area","Male","336","0.0226988291380856","0.0196917393920606","0.0257059188841106"
"Much too small","2013","Urban Area","Female","393","0.0199429105262915","0.0173679645700346","0.0225178564825484"
"Much too small","2013","Rural Area","Male","96","0.0132570920475708","0.0100474741304422","0.0164667099646994"
"Much too small","2013","Rural Area","Female","115","0.0125005220540665","0.0096108758732753","0.0153901682348577"
"A little too small","2013","Urban Area","Male","1635","0.136058690324162","0.129136624646568","0.142980756001755"
"A little too small","2013","Urban Area","Female","2061","0.137477131248533","0.131134803214864","0.143819459282202"
"A little too small","2013","Rural Area","Male","620","0.105475812035533","0.0968559626785285","0.114095661392538"
"A little too small","2013","Rural Area","Female","752","0.0972037193948208","0.0894991480911722","0.10490829069847"
"Just right","2013","Urban Area","Male","6451","0.710476663098357","0.701319790985904","0.71963353521081"
"Just right","2013","Urban Area","Female","7677","0.704144663904563","0.695738094356582","0.712551233452544"
"Just right","2013","Rural Area","Male","3502","0.709715964008181","0.696978556117758","0.722453371898604"
"Just right","2013","Rural Area","Female","4052","0.709002881304372","0.697189329198964","0.72081643340978"
"A little too big","2013","Urban Area","Male","890","0.114061424399217","0.107643395715004","0.120479453083429"
"A little too big","2013","Urban Area","Female","1056","0.119452030811689","0.113478632988082","0.125425428635296"
"A little too big","2013","Rural Area","Male","578","0.146194746617807","0.136280208477351","0.156109284758264"
"A little too big","2013","Rural Area","Female","674","0.157013942781673","0.147551757188877","0.16647612837447"
"Much too big","2013","Urban Area","Male","112","0.0167043930401785","0.014116848395253","0.019291937685104"
"Much too big","2013","Urban Area","Female","137","0.0189832635089237","0.016469804498457","0.0214967225193904"
"Much too big","2013","Rural Area","Male","82","0.0253563852909071","0.0209448090906149","0.0297679614911993"
"Much too big","2013","Rural Area","Female","86","0.0242789344650671","0.0202758955801943","0.0282819733499399"
"Much too small","2014","Urban Area","Male","255","0.0219230271034144","0.0187803349352034","0.0250657192716255"
"Much too small","2014","Urban Area","Female","322","0.020830147717102","0.0180173409830866","0.0236429544511175"
"Much too small","2014","Rural Area","Male","98","0.0158278063286626","0.012148772826855","0.0195068398304701"
"Much too small","2014","Rural Area","Female","129","0.0184596589752417","0.0147570280601663","0.022162289890317"
"A little too small","2014","Urban Area","Male","1433","0.145038301928727","0.137480774214911","0.152595829642544"
"A little too small","2014","Urban Area","Female","1741","0.144993819379288","0.138059176932181","0.151928461826395"
"A little too small","2014","Rural Area","Male","568","0.105532258225407","0.0964757081938082","0.114588808257006"
"A little too small","2014","Rural Area","Female","660","0.107850293034625","0.0993178373248394","0.11638274874441"
"Just right","2014","Urban Area","Male","5689","0.69858066162493","0.688732415328789","0.708428907921071"
"Just right","2014","Urban Area","Female","6706","0.693145139466367","0.684061847040637","0.702228431892097"
"Just right","2014","Rural Area","Male","3099","0.693998953194841","0.680414921151961","0.707582985237721"
"Just right","2014","Rural Area","Female","3569","0.693698013231948","0.681018439848139","0.706377586615756"
"A little too big","2014","Urban Area","Male","870","0.11921135440146","0.112256953378413","0.126165755424507"
"A little too big","2014","Urban Area","Female","1001","0.121076606770314","0.114651648165282","0.127501565375347"
"A little too big","2014","Rural Area","Male","573","0.160930312245005","0.150098383946616","0.171762240543394"
"A little too big","2014","Rural Area","Female","640","0.161037459959249","0.150926805920835","0.171148113997664"
"Much too big","2014","Urban Area","Male","93","0.0152466549414687","0.0126168951316294","0.0178764147513081"
"Much too big","2014","Urban Area","Female","133","0.0199542866669282","0.0172000200913988","0.0227085532424577"
"Much too big","2014","Rural Area","Male","83","0.023710670006084","0.0192258086890389","0.0281955313231292"
"Much too big","2014","Rural Area","Female","79","0.0189545747989364","0.0152035832037835","0.0227055663940893"
"Much too small","2015","Urban Area","Male","289","0.0250361958683907","0.0216740363680942","0.0283983553686872"
"Much too small","2015","Urban Area","Female","343","0.0222590871776243","0.019340676635137","0.0251774977201115"
"Much too small","2015","Rural Area","Male","98","0.0143018661857721","0.0107787756250142","0.01782495674653"
"Much too small","2015","Rural Area","Female","112","0.0150410079341364","0.0116719888500966","0.0184100270181761"
"A little too small","2015","Urban Area","Male","1386","0.135276794318277","0.127916586036416","0.142637002600138"
"A little too small","2015","Urban Area","Female","1709","0.13762213965382","0.13080701555877","0.144437263748871"
"A little too small","2015","Rural Area","Male","537","0.100702615070042","0.0917731072061768","0.109632122933908"
"A little too small","2015","Rural Area","Female","615","0.0937980049418865","0.0857281591875633","0.10186785069621"
"Just right","2015","Urban Area","Male","5687","0.699530507215829","0.68966445482339","0.709396559608268"
"Just right","2015","Urban Area","Female","6639","0.696192958124104","0.687094987143064","0.705290929105144"
"Just right","2015","Rural Area","Male","3133","0.713560817096655","0.70014592466224","0.72697570953107"
"Just right","2015","Rural Area","Female","3601","0.713114398689726","0.700594814505071","0.725633982874381"
"A little too big","2015","Urban Area","Male","835","0.125868948102464","0.118730768495461","0.133007127709467"
"A little too big","2015","Urban Area","Female","990","0.125104265783395","0.118559486199559","0.131649045367231"
"A little too big","2015","Rural Area","Male","516","0.146650612107736","0.136153716812885","0.157147507402586"
"A little too big","2015","Rural Area","Female","608","0.15889210369353","0.148773212202988","0.169010995184073"
"Much too big","2015","Urban Area","Male","98","0.014287554495039","0.0117337128435297","0.0168413961465482"
"Much too big","2015","Urban Area","Female","135","0.0188215492610563","0.0161332197395613","0.0215098787825513"
"Much too big","2015","Rural Area","Male","79","0.0247840895397947","0.0201709949654396","0.0293971841141498"
"Much too big","2015","Rural Area","Female","78","0.0191544847407207","0.0153605359164596","0.0229484335649817"
"Much too small","2016","Urban Area","Male","423","0.02027234136864","0.0173080708804946","0.0232366118567853"
"Much too small","2016","Urban Area","Female","444","0.0217293622795659","0.0188396548961407","0.0246190696629911"
"Much too small","2016","Rural Area","Male","137","0.00917361478918607","0.00638961162371018","0.011957617954662"
"Much too small","2016","Rural Area","Female","134","0.0103195125821035","0.00750052200779238","0.0131385031564146"
"A little too small","2016","Urban Area","Male","1486","0.139561502009689","0.132272703838468","0.146850300180909"
"A little too small","2016","Urban Area","Female","1688","0.141630527165337","0.13471991634626","0.148541137984415"
"A little too small","2016","Rural Area","Male","635","0.11548700187185","0.106154042903659","0.12481996084004"
"A little too small","2016","Rural Area","Female","662","0.104296075797208","0.0957703227301532","0.112821828864263"
"Just right","2016","Urban Area","Male","5896","0.71145583848924","0.701925829508312","0.720985847470168"
"Just right","2016","Urban Area","Female","6629","0.702250918094092","0.693187912641084","0.7113139235471"
"Just right","2016","Rural Area","Male","3150","0.693011889073278","0.679542998820877","0.70648077932568"
"Just right","2016","Rural Area","Female","3494","0.706681209317119","0.693981369533872","0.719381049100366"
"A little too big","2016","Urban Area","Male","786","0.115114975577182","0.108401884706372","0.121828066447992"
"A little too big","2016","Urban Area","Female","908","0.117099716370773","0.110726852852378","0.123472579889167"
"A little too big","2016","Rural Area","Male","504","0.15904518077115","0.14836577022641","0.169724591315889"
"A little too big","2016","Rural Area","Female","573","0.157017639510995","0.146869183045458","0.167166095976532"
"Much too big","2016","Urban Area","Male","92","0.0135953425552495","0.0111595750916077","0.0160311100188913"
"Much too big","2016","Urban Area","Female","110","0.0172894760902324","0.0147059991578337","0.0198729530226311"
"Much too big","2016","Rural Area","Male","79","0.0232823134945363","0.0188788106043667","0.0276858163847058"
"Much too big","2016","Rural Area","Female","74","0.0216855627925744","0.0176226162567553","0.0257485093283936"
"Much too small","2017","Urban Area","Male","505","0.0268730746165406","0.0236519392554719","0.0300942099776094"
"Much too small","2017","Urban Area","Female","504","0.0252049593863675","0.0222424295601657","0.0281674892125692"
"Much too small","2017","Rural Area","Male","185","0.015222207887518","0.0118912253221781","0.018553190452858"
"Much too small","2017","Rural Area","Female","191","0.0177275102202407","0.0142836271159975","0.0211713933244839"
"A little too small","2017","Urban Area","Male","1682","0.138725270328581","0.131840107836172","0.145610432820991"
"A little too small","2017","Urban Area","Female","1836","0.131362566205598","0.124978194597881","0.137746937813314"
"A little too small","2017","Rural Area","Male","669","0.101589334466055","0.0933702031494527","0.109808465782658"
"A little too small","2017","Rural Area","Female","701","0.0915766370616081","0.0840492364150957","0.0991040377081205"
"Just right","2017","Urban Area","Male","6516","0.711204561284598","0.702177259041125","0.720231863528072"
"Just right","2017","Urban Area","Female","7258","0.707213037355655","0.698612728039373","0.715813346671938"
"Just right","2017","Rural Area","Male","3665","0.707355217496099","0.694977128937346","0.719733306054851"
"Just right","2017","Rural Area","Female","4010","0.707396981688619","0.695523460239748","0.719270503137489"
"A little too big","2017","Urban Area","Male","879","0.10910866250868","0.102898434637729","0.115318890379631"
"A little too big","2017","Urban Area","Female","1022","0.116902415234903","0.110829752450259","0.122975078019547"
