"hlf0071_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Much too small","1984","Full Time","1-pers.-HH","28","","",""
"Much too small","1984","Full Time","(Married) couple without C. ","17","","",""
"Much too small","1984","Full Time","Single parent ","11","","",""
"Much too small","1984","Full Time","Couple + C. LE 16 ","108","0.0434492854156953","0.0336422133564066","0.0532563574749841"
"Much too small","1984","Full Time","Couple + C. GT 16 ","9","","",""
"Much too small","1984","Full Time","Couple + C. LE and GT 16","49","0.0507239130513653","0.0355655328454914","0.0658822932572392"
"Much too small","1984","Part Time","1-pers.-HH","6","","",""
"Much too small","1984","Part Time","(Married) couple without C. ","8","","",""
"Much too small","1984","Part Time","Single parent ","3","","",""
"Much too small","1984","Part Time","Couple + C. LE 16 ","25","","",""
"Much too small","1984","Part Time","Couple + C. GT 16 ","6","","",""
"Much too small","1984","Part Time","Couple + C. LE and GT 16","15","","",""
"Much too small","1984","Not Working","1-pers.-HH","14","","",""
"Much too small","1984","Not Working","(Married) couple without C. ","8","","",""
"Much too small","1984","Not Working","Single parent ","8","","",""
"Much too small","1984","Not Working","Couple + C. LE 16 ","70","0.0670336593311509","0.0506038493929933","0.0834634692693086"
"Much too small","1984","Not Working","Couple + C. GT 16 ","15","","",""
"Much too small","1984","Not Working","Couple + C. LE and GT 16","49","0.0647146271701458","0.0451106719590601","0.0843185823812316"
"A little too small","1984","Full Time","1-pers.-HH","86","0.157772113201849","0.127083421268087","0.188460805135612"
"A little too small","1984","Full Time","(Married) couple without C. ","176","0.146665511556169","0.126289580558356","0.167041442553982"
"A little too small","1984","Full Time","Single parent ","39","0.140207797601229","0.096908340694168","0.183507254508289"
"A little too small","1984","Full Time","Couple + C. LE 16 ","384","0.20941052040628","0.189837005971275","0.228984034841285"
"A little too small","1984","Full Time","Couple + C. GT 16 ","116","0.0850257716752189","0.0673635610948647","0.102687982255573"
"A little too small","1984","Full Time","Couple + C. LE and GT 16","156","0.177612306335795","0.151211026575301","0.204013586096289"
"A little too small","1984","Part Time","1-pers.-HH","19","","",""
"A little too small","1984","Part Time","(Married) couple without C. ","47","0.133672501997357","0.0970674407868552","0.170277563207859"
"A little too small","1984","Part Time","Single parent ","12","","",""
"A little too small","1984","Part Time","Couple + C. LE 16 ","131","0.215301361365185","0.180308053812764","0.250294668917607"
"A little too small","1984","Part Time","Couple + C. GT 16 ","54","0.121941074860239","0.0873122406407351","0.156569909079744"
"A little too small","1984","Part Time","Couple + C. LE and GT 16","61","0.14890112099104","0.109272748456472","0.188529493525609"
"A little too small","1984","Not Working","1-pers.-HH","41","0.049904873697886","0.0332419503355419","0.0665677970602302"
"A little too small","1984","Not Working","(Married) couple without C. ","93","0.0677972461761033","0.05362638778142","0.0819681045707867"
"A little too small","1984","Not Working","Single parent ","31","0.11429566325424","0.0730868970852409","0.15550442942324"
"A little too small","1984","Not Working","Couple + C. LE 16 ","206","0.212052585132251","0.185197688141687","0.238907482122815"
"A little too small","1984","Not Working","Couple + C. GT 16 ","79","0.0752386695317957","0.0555855983129849","0.0948917407506066"
"A little too small","1984","Not Working","Couple + C. LE and GT 16","101","0.156858609922271","0.127880184128802","0.185837035715739"
"Just right","1984","Full Time","1-pers.-HH","366","0.673445573980757","0.6339655428486","0.712925605112915"
"Just right","1984","Full Time","(Married) couple without C. ","882","0.757402364098477","0.73271353907689","0.782091189120065"
"Just right","1984","Full Time","Single parent ","181","0.781040905249719","0.729468427321812","0.832613383177626"
"Just right","1984","Full Time","Couple + C. LE 16 ","1096","0.692073364919832","0.669866168044803","0.714280561794862"
"Just right","1984","Full Time","Couple + C. GT 16 ","782","0.84892048576007","0.826242648556084","0.871598322964056"
"Just right","1984","Full Time","Couple + C. LE and GT 16","576","0.735264024814227","0.704786598466601","0.765741451161853"
"Just right","1984","Part Time","1-pers.-HH","99","0.728383291187139","0.653628873045649","0.80313770932863"
"Just right","1984","Part Time","(Married) couple without C. ","253","0.759975987769165","0.714034365156267","0.805917610382063"
"Just right","1984","Part Time","Single parent ","82","0.801047724661988","0.72395149682235","0.878143952501627"
"Just right","1984","Part Time","Couple + C. LE 16 ","352","0.693702664961923","0.654459100530985","0.732946229392861"
"Just right","1984","Part Time","Couple + C. GT 16 ","254","0.778991226618292","0.735080353632766","0.822902099603817"
"Just right","1984","Part Time","Couple + C. LE and GT 16","225","0.760269326109112","0.71274534861026","0.807793303607964"
"Just right","1984","Not Working","1-pers.-HH","518","0.802236832279263","0.771756466462043","0.832717198096483"
"Just right","1984","Not Working","(Married) couple without C. ","1005","0.841171151252001","0.820567612471148","0.861774690032854"
"Just right","1984","Not Working","Single parent ","174","0.774054123309504","0.719889188574197","0.828219058044811"
"Just right","1984","Not Working","Couple + C. LE 16 ","582","0.674839159237498","0.644063855744618","0.705614462730379"
"Just right","1984","Not Working","Couple + C. GT 16 ","556","0.840748949548221","0.813486218240248","0.868011680856194"
"Just right","1984","Not Working","Couple + C. LE and GT 16","438","0.742819508838969","0.707991306010517","0.77764771166742"
"A little too big","1984","Full Time","1-pers.-HH","42","0.090857186986294","0.0666611552218267","0.115053218750761"
"A little too big","1984","Full Time","(Married) couple without C. ","71","0.0775608434283442","0.0621550546945364","0.092966632162152"
"A little too big","1984","Full Time","Single parent ","13","","",""
"A little too big","1984","Full Time","Couple + C. LE 16 ","66","0.0497572532570311","0.0392970643530386","0.0602174421610236"
"A little too big","1984","Full Time","Couple + C. GT 16 ","48","0.0568482682109451","0.0421855415268134","0.0715109948950768"
"A little too big","1984","Full Time","Couple + C. LE and GT 16","22","","",""
"A little too big","1984","Part Time","1-pers.-HH","10","","",""
"A little too big","1984","Part Time","(Married) couple without C. ","24","","",""
"A little too big","1984","Part Time","Single parent ","5","","",""
"A little too big","1984","Part Time","Couple + C. LE 16 ","18","","",""
"A little too big","1984","Part Time","Couple + C. GT 16 ","25","","",""
"A little too big","1984","Part Time","Couple + C. LE and GT 16","6","","",""
"A little too big","1984","Not Working","1-pers.-HH","71","0.116027314621447","0.0915200006577188","0.140534628585176"
"A little too big","1984","Not Working","(Married) couple without C. ","97","0.0818936104658152","0.0664372778623149","0.0973499430693156"
"A little too big","1984","Not Working","Single parent ","14","","",""
"A little too big","1984","Not Working","Couple + C. LE 16 ","32","0.0460745962991001","0.0323011993418621","0.059847993256338"
"A little too big","1984","Not Working","Couple + C. GT 16 ","38","0.063500781886226","0.0453314779545361","0.081670085817916"
"A little too big","1984","Not Working","Couple + C. LE and GT 16","13","","",""
"Much too big","1984","Full Time","1-pers.-HH","20","","",""
"Much too big","1984","Full Time","(Married) couple without C. ","12","","",""
"Much too big","1984","Full Time","Single parent ","3","","",""
"Much too big","1984","Full Time","Couple + C. LE 16 ","6","","",""
"Much too big","1984","Full Time","Couple + C. GT 16 ","3","","",""
"Much too big","1984","Full Time","Couple + C. LE and GT 16","2","","",""
