"hlf0071_h","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"5","1997","in school","","","",""
"5","1997","inadequately","","","",""
"5","1997","general elemantary","11","","",""
"5","1997","middle vocational","34","0.00605176262994421","0.00416253377527794","0.00794099148461048"
"5","1997","vocational + Abi","","","",""
"5","1997","higher vocational","2","","",""
"5","1997","higher education","11","","",""
"1","1998","in school","11","","",""
"1","1998","inadequately","31","0.0730043982757365","0.0484447125235584","0.0975640840279147"
"1","1998","general elemantary","83","0.0219151324745697","0.0161599665528818","0.0276702983962576"
"1","1998","middle vocational","151","0.0221548189553654","0.018687939717922","0.0256216981928089"
"1","1998","vocational + Abi","16","","",""
"1","1998","higher vocational","19","","",""
"1","1998","higher education","51","0.0250949906834951","0.0181633133843489","0.0320266679826413"
"2","1998","in school","70","0.174700533906913","0.133291058562386","0.21611000925144"
"2","1998","inadequately","79","0.191130443148651","0.154009958781908","0.228250927515394"
"2","1998","general elemantary","353","0.126117764475948","0.113067716257217","0.139167812694679"
"2","1998","middle vocational","1089","0.145824794210701","0.137511776073937","0.154137812347466"
"2","1998","vocational + Abi","111","0.213347062848917","0.177581279521924","0.24911284617591"
"2","1998","higher vocational","130","0.160088333689888","0.134944371689572","0.185232295690203"
"2","1998","higher education","354","0.172445744626343","0.155704484487454","0.189187004765232"
"3","1998","in school","220","0.699346150371202","0.649339667676365","0.749352633066039"
"3","1998","inadequately","305","0.695200805400112","0.651742629165005","0.738658981635219"
"3","1998","general elemantary","1831","0.745365882930511","0.728240488614849","0.762491277246174"
"3","1998","middle vocational","5039","0.721074782798528","0.710511385718729","0.731638179878326"
"3","1998","vocational + Abi","336","0.652087434575493","0.610503957984191","0.693670911166794"
"3","1998","higher vocational","581","0.708006525154145","0.676828954930437","0.739184095377853"
"3","1998","higher education","1323","0.665838111864717","0.644934253750899","0.686741969978535"
"4","1998","in school","18","","",""
"4","1998","inadequately","16","","",""
"4","1998","general elemantary","200","0.0985812702405489","0.086863148041699","0.110299392439399"
"4","1998","middle vocational","599","0.102607943438544","0.0954604928204161","0.109755394056672"
"4","1998","vocational + Abi","39","0.0823622966343484","0.0583611123482511","0.106363480920446"
"4","1998","higher vocational","78","0.0970358729705555","0.0767385636639012","0.11733318227721"
"4","1998","higher education","209","0.117595918864055","0.10332034600899","0.13187149171912"
"5","1998","in school","4","","",""
"5","1998","inadequately","","","",""
"5","1998","general elemantary","19","","",""
"5","1998","middle vocational","46","0.00833766059686166","0.00619588691499257","0.0104794342787307"
"5","1998","vocational + Abi","2","","",""
"5","1998","higher vocational","9","","",""
"5","1998","higher education","19","","",""
"1","1999","in school","8","","",""
"1","1999","inadequately","17","","",""
"1","1999","general elemantary","76","0.0181007390884476","0.0128142422324454","0.0233872359444498"
"1","1999","middle vocational","119","0.0144148838847503","0.0116091909838223","0.0172205767856783"
"1","1999","vocational + Abi","11","","",""
"1","1999","higher vocational","11","","",""
"1","1999","higher education","42","0.0183503742824641","0.0124145906034102","0.0242861579615181"
"2","1999","in school","63","0.217043911584664","0.171877497841714","0.262210325327615"
"2","1999","inadequately","77","0.211750304413156","0.172816948954906","0.250683659871405"
"2","1999","general elemantary","321","0.114442670936413","0.1018189120496","0.127066429823226"
"2","1999","middle vocational","1083","0.14790163795393","0.139545245119452","0.156258030788408"
"2","1999","vocational + Abi","118","0.215336317230139","0.179661363398094","0.251011271062184"
"2","1999","higher vocational","153","0.177486591590899","0.151303211687049","0.20366997149475"
"2","1999","higher education","348","0.17551128359945","0.158687555966556","0.192335011232345"
"3","1999","in school","233","0.718772953981935","0.669512602310934","0.768033305652937"
"3","1999","inadequately","313","0.727767498734931","0.685350081378599","0.770184916091262"
"3","1999","general elemantary","1856","0.774050176691629","0.757466649102767","0.79063370428049"
"3","1999","middle vocational","5173","0.740202146712877","0.729879752515044","0.750524540910709"
"3","1999","vocational + Abi","347","0.692538758355019","0.652490813587358","0.732586703122681"
"3","1999","higher vocational","581","0.723958200250613","0.693323360691879","0.754593039809346"
"3","1999","higher education","1357","0.679806167564787","0.659172502307245","0.700439832822329"
"4","1999","in school","16","","",""
"4","1999","inadequately","13","","",""
"4","1999","general elemantary","181","0.0869029247444201","0.0757326969471248","0.0980731525417153"
"4","1999","middle vocational","530","0.0929609930540494","0.0861257989790857","0.099796187129013"
"4","1999","vocational + Abi","33","0.0613078572574792","0.040487764354458","0.0821279501605004"
"4","1999","higher vocational","67","0.0724872527234397","0.0547182848219702","0.0902562206249093"
"4","1999","higher education","206","0.116927375312036","0.102716080113312","0.13113867051076"
"5","1999","in school","","","",""
"5","1999","inadequately","3","","",""
"5","1999","general elemantary","9","","",""
"5","1999","middle vocational","28","","",""
"5","1999","vocational + Abi","1","","",""
"5","1999","higher vocational","6","","",""
"5","1999","higher education","11","","",""
"1","2000","in school","9","","",""
"1","2000","inadequately","19","","",""
"1","2000","general elemantary","74","0.0149163004378853","0.0109271113330717","0.0189054895426989"
"1","2000","middle vocational","220","0.0168626767406639","0.0146324675179077","0.0190928859634201"
"1","2000","vocational + Abi","22","","",""
"1","2000","higher vocational","44","0.0262903290433362","0.0190675360792045","0.0335131220074679"
"1","2000","higher education","76","0.0222369140094951","0.0175664558615335","0.0269073721574567"
"2","2000","in school","88","0.190996274567118","0.156402738111252","0.225589811022984"
"2","2000","inadequately","91","0.223308753670014","0.182648260017557","0.26396924732247"
"2","2000","general elemantary","465","0.126184960143686","0.115257202568507","0.137112717718866"
"2","2000","middle vocational","1661","0.124567136935478","0.118847237116003","0.130287036754953"
"2","2000","vocational + Abi","213","0.177360872598927","0.155050209139787","0.199671536058066"
"2","2000","higher vocational","282","0.151922940112911","0.135718958191403","0.168126922034419"
"2","2000","higher education","623","0.18036041843397","0.168182095491474","0.192538741376467"
"3","2000","in school","367","0.721156865876993","0.681692775065796","0.76062095668819"
"3","2000","inadequately","281","0.706299363447834","0.661831893598592","0.750766833297076"
"3","2000","general elemantary","2715","0.767131880345724","0.753222508076236","0.781041252615211"
"3","2000","middle vocational","9755","0.760426131794474","0.753033084281886","0.767819179307062"
"3","2000","vocational + Abi","796","0.725024852254359","0.698945183887502","0.751104520621215"
"3","2000","higher vocational","1377","0.722426556087028","0.702211347741329","0.742641764432727"
"3","2000","higher education","2711","0.680912022958944","0.666147951807299","0.695676094110589"
"4","2000","in school","31","0.0672161767006626","0.0451800805534117","0.0892522728479135"
"4","2000","inadequately","9","","",""
"4","2000","general elemantary","275","0.0851824579514598","0.0759957518564929","0.0943691640464266"
"4","2000","middle vocational","1080","0.0898788151081085","0.0849248432034098","0.0948327870128071"
"4","2000","vocational + Abi","88","0.0735979627610198","0.058346498444784","0.0888494270772556"
"4","2000","higher vocational","170","0.0911216051820109","0.0781302042928236","0.104113006071198"
"4","2000","higher education","391","0.105564733098324","0.0958318996365604","0.115297566560087"
"5","2000","in school","1","","",""
"5","2000","inadequately","3","","",""
"5","2000","general elemantary","18","","",""
"5","2000","middle vocational","88","0.00826523942127589","0.00669704196411982","0.00983343687843196"
"5","2000","vocational + Abi","7","","",""
"5","2000","higher vocational","12","","",""
"5","2000","higher education","28","","",""
"1","2001","in school","9","","",""
"1","2001","inadequately","13","","",""
"1","2001","general elemantary","76","0.0197990747383498","0.0148974822156859","0.0247006672610137"
"1","2001","middle vocational","202","0.0182536568560846","0.015817879817974","0.0206894338941953"
"1","2001","vocational + Abi","25","","",""
"1","2001","higher vocational","32","0.017547185598093","0.0112518418159328","0.0238425293802532"
"1","2001","higher education","62","0.017729511076721","0.0133914844203089","0.0220675377331332"
"2","2001","in school","96","0.193139289912933","0.160177795708599","0.226100784117267"
"2","2001","inadequately","63","0.160540944686626","0.119740907142077","0.201340982231175"
"2","2001","general elemantary","395","0.113004865618798","0.101865347773148","0.124144383464448"
"2","2001","middle vocational","1471","0.121188534844323","0.115250516027913","0.127126553660734"
"2","2001","vocational + Abi","179","0.158226200962407","0.136389595256272","0.180062806668543"
"2","2001","higher vocational","240","0.150175264680211","0.13304659031871","0.167303939041712"
"2","2001","higher education","589","0.18129619309473","0.16863175178266","0.1939606344068"
"3","2001","in school","411","0.727934677310468","0.690776441100614","0.765092913520321"
"3","2001","inadequately","225","0.752444147755909","0.704477250204779","0.800411045307039"
"3","2001","general elemantary","2399","0.77976033891257","0.765179398364819","0.794341279460321"
"3","2001","middle vocational","8885","0.760544444513334","0.752779511692542","0.768309377334125"
"3","2001","vocational + Abi","785","0.732598758037873","0.706116011188364","0.759081504887383"
"3","2001","higher vocational","1230","0.728113020726864","0.706779945262223","0.749446096191505"
"3","2001","higher education","2525","0.68693701868382","0.671692889961892","0.702181147405749"
"4","2001","in school","34","0.0574022716309231","0.0379799999084581","0.0768245433533882"
"4","2001","inadequately","10","","",""
"4","2001","general elemantary","213","0.0799735976417586","0.0704295924869989","0.0895176027965182"
"4","2001","middle vocational","957","0.0919622522855535","0.0867042630107233","0.0972202415603837"
"4","2001","vocational + Abi","79","0.0761875336608927","0.060313690072176","0.0920613772496094"
"4","2001","higher vocational","158","0.0970539781706049","0.0828602190284586","0.111247737312751"
"4","2001","higher education","352","0.103854815965012","0.0938264356361778","0.113883196293846"
"5","2001","in school","1","","",""
"5","2001","inadequately","","","",""
"5","2001","general elemantary","20","","",""
"5","2001","middle vocational","88","0.00805111150070455","0.0064250554451224","0.0096771675562867"
"5","2001","vocational + Abi","5","","",""
"5","2001","higher vocational","11","","",""
"5","2001","higher education","27","","",""
"1","2002","in school","9","","",""
"1","2002","inadequately","18","","",""
"1","2002","general elemantary","84","0.0284623817290082","0.0224236841725731","0.0345010792854433"
"1","2002","middle vocational","194","0.0189462849274344","0.0164686956104434","0.0214238742444254"
"1","2002","vocational + Abi","32","0.0242927273877437","0.0155010173686847","0.0330844374068027"
"1","2002","higher vocational","44","0.022549093409621","0.0155834314408805","0.0295147553783616"
"1","2002","higher education","74","0.0244556504684523","0.0199764741166039","0.0289348268203006"
"2","2002","in school","120","0.213991460344485","0.181630800941977","0.246352119746992"
"2","2002","inadequately","43","0.183959456322494","0.138977059966889","0.228941852678099"
"2","2002","general elemantary","390","0.133192528155415","0.120853552622719","0.145531503688111"
"2","2002","middle vocational","1521","0.126452529252436","0.120412654821319","0.132492403683553"
"2","2002","vocational + Abi","227","0.198148492324467","0.175386105107742","0.220910879541192"
"2","2002","higher vocational","266","0.159532442298046","0.142351959681405","0.176712924914686"
"2","2002","higher education","708","0.171863966754685","0.1609236902124","0.18280424329697"
"3","2002","in school","446","0.714915754884571","0.679293652174801","0.750537857594341"
"3","2002","inadequately","209","0.691198362567426","0.637561074864407","0.744835650270445"
"3","2002","general elemantary","2159","0.730073059582297","0.71395235103911","0.746193768125485"
"3","2002","middle vocational","8661","0.739718906190326","0.731744918420145","0.747692893960507"
"3","2002","vocational + Abi","804","0.671718452027875","0.644902555489793","0.698534348565956"
"3","2002","higher vocational","1218","0.692139989471949","0.670481708359121","0.713798270584776"
"3","2002","higher education","3208","0.676540663295043","0.662974974756598","0.690106351833487"
"4","2002","in school","40","0.0431491605647369","0.0271161969960212","0.0591821241334527"
"4","2002","inadequately","12","","",""
"4","2002","general elemantary","249","0.0965576267086566","0.0858320323473926","0.107283221069921"
"4","2002","middle vocational","1129","0.103259607661812","0.097729679420703","0.108789535902921"
"4","2002","vocational + Abi","105","0.098589633990874","0.0815659971141908","0.115613270867557"
"4","2002","higher vocational","197","0.112921105598741","0.0980713584294455","0.127770852768036"
"4","2002","higher education","504","0.111682429066368","0.102548416699769","0.120816441432967"
"5","2002","in school","2","","",""
"5","2002","inadequately","3","","",""
"5","2002","general elemantary","31","0.0117144038246226","0.00780708205380317","0.0156217255954421"
"5","2002","middle vocational","127","0.0116226719679919","0.00967491273383374","0.01357043120215"
"5","2002","vocational + Abi","10","","",""
"5","2002","higher vocational","20","","",""
"5","2002","higher education","74","0.0154572904154522","0.0118798780234432","0.0190347028074612"
"1","2003","in school","8","","",""
"1","2003","inadequately","14","","",""
"1","2003","general elemantary","59","0.0177085517668672","0.01278987868643","0.0226272248473044"
"1","2003","middle vocational","177","0.0171025401161577","0.0146962049055917","0.0195088753267237"
"1","2003","vocational + Abi","27","","",""
"1","2003","higher vocational","24","","",""
"1","2003","higher education","56","0.0161691023136745","0.012426629381628","0.0199115752457209"
"2","2003","in school","95","0.176044919622797","0.145919894229964","0.206169945015631"
"2","2003","inadequately","46","0.183573111353962","0.137480997099683","0.229665225608241"
"2","2003","general elemantary","391","0.144620803139635","0.131503910003798","0.157737696275473"
"2","2003","middle vocational","1433","0.127331389017703","0.121144616801146","0.13351816123426"
"2","2003","vocational + Abi","225","0.2016027184133","0.178525168557999","0.224680268268601"
"2","2003","higher vocational","262","0.167295322503858","0.149495295237506","0.185095349770211"
"2","2003","higher education","654","0.187707938677822","0.17612142151748","0.199294455838164"
"3","2003","in school","457","0.714466755527937","0.678740848937658","0.750192662118215"
"3","2003","inadequately","200","0.73719548257858","0.684790667684167","0.789600297472993"
"3","2003","general elemantary","2017","0.726587505301919","0.70996527116794","0.743209739435898"
"3","2003","middle vocational","8370","0.744916633881412","0.736826296806524","0.753006970956301"
"3","2003","vocational + Abi","795","0.677123574991281","0.650227796680237","0.704019353302325"
"3","2003","higher vocational","1191","0.684466350113977","0.662303165816064","0.70662953441189"
"3","2003","higher education","3052","0.660755607653168","0.646707033372987","0.674804181933349"
"4","2003","in school","49","0.0667095917738732","0.0469732594995665","0.0864459240481798"
"4","2003","inadequately","10","","",""
"4","2003","general elemantary","262","0.0987316313772143","0.0876068502573334","0.109856412497095"
"4","2003","middle vocational","1056","0.100566527338963","0.0949846156599627","0.106148439017964"
"4","2003","vocational + Abi","101","0.0914630541525066","0.0748814658829865","0.108044642422027"
"4","2003","higher vocational","194","0.116088407796321","0.100811617808383","0.131365197784259"
"4","2003","higher education","555","0.124117267719066","0.114333760494361","0.133900774943771"
"5","2003","in school","5","","",""
"5","2003","inadequately","1","","",""
"5","2003","general elemantary","33","0.012351508414364","0.00823245469828322","0.0164705621304448"
"5","2003","middle vocational","116","0.0100829096457639","0.00822867769843407","0.0119371415930937"
"5","2003","vocational + Abi","13","","",""
"5","2003","higher vocational","18","","",""
"5","2003","higher education","46","0.0112500836362701","0.00812057186112726","0.014379595411413"
"1","2004","in school","9","","",""
"1","2004","inadequately","13","","",""
"1","2004","general elemantary","57","0.0243645303430456","0.0184222020238223","0.0303068586622689"
"1","2004","middle vocational","146","0.0137896443279068","0.0115906854143232","0.0159886032414905"
"1","2004","vocational + Abi","25","","",""
"1","2004","higher vocational","28","","",""
"1","2004","higher education","48","0.0140941474180328","0.0105720647504065","0.0176162300856592"
"2","2004","in school","103","0.190651734198409","0.160147054086283","0.221156414310534"
"2","2004","inadequately","40","0.163945701506911","0.118504975650514","0.209386427363307"
"2","2004","general elemantary","331","0.121621719654727","0.109024340675611","0.134219098633843"
"2","2004","middle vocational","1329","0.122246998240006","0.116070233406289","0.128423763073723"
"2","2004","vocational + Abi","205","0.173174423746585","0.151417682149953","0.194931165343217"
"2","2004","higher vocational","231","0.145401639560881","0.128341135970624","0.162462143151139"
"2","2004","higher education","633","0.167412571899939","0.156257525615849","0.178567618184029"
"3","2004","in school","477","0.739943668138776","0.705878430715613","0.774008905561938"
"3","2004","inadequately","194","0.729445996579075","0.674920258172123","0.783971734986027"
"3","2004","general elemantary","1955","0.760357327639109","0.743905097514657","0.776809557763561"
"3","2004","middle vocational","8146","0.746412955470511","0.738209271556251","0.754616639384771"
"3","2004","vocational + Abi","818","0.713808552703507","0.687821069233756","0.739796036173259"
"3","2004","higher vocational","1171","0.694797699515512","0.672510820560846","0.717084578470177"
"3","2004","higher education","3003","0.687406414695912","0.673556112824356","0.701256716567468"
"4","2004","in school","47","0.0564685801639663","0.0385435459905622","0.0743936143373705"
"4","2004","inadequately","7","","",""
"4","2004","general elemantary","222","0.0855670040664735","0.0747859074457667","0.0963481006871804"
"4","2004","middle vocational","1085","0.108023498412817","0.102170321795227","0.113876675030407"
"4","2004","vocational + Abi","103","0.0841115404223004","0.0681529652463761","0.100070115598225"
"4","2004","higher vocational","192","0.12903466407013","0.112809847332803","0.145259480807458"
"4","2004","higher education","556","0.11738838843659","0.107770941328373","0.127005835544806"
"5","2004","in school","1","","",""
"5","2004","inadequately","1","","",""
"5","2004","general elemantary","21","","",""
"5","2004","middle vocational","98","0.00952690354875875","0.00769520909983826","0.0113585979976792"
"5","2004","vocational + Abi","11","","",""
"5","2004","higher vocational","18","","",""
"5","2004","higher education","63","0.0136984775495266","0.0102254884447289","0.0171714666543243"
"1","2005","in school","7","","",""
"1","2005","inadequately","8","","",""
"1","2005","general elemantary","41","0.0224645640576763","0.0165494280040872","0.0283797001112654"
"1","2005","middle vocational","135","0.0138148737269059","0.0115601797770926","0.0160695676767192"
"1","2005","vocational + Abi","16","","",""
"1","2005","higher vocational","15","","",""
"1","2005","higher education","36","0.0107445309459501","0.00761836639804293","0.0138706954938572"
"2","2005","in school","96","0.160548404413408","0.132282595775003","0.188814213051813"
"2","2005","inadequately","38","0.156380959751951","0.110992477446195","0.201769442057707"
"2","2005","general elemantary","303","0.121222615535097","0.108194525632883","0.134250705437311"
"2","2005","middle vocational","1287","0.133921078124691","0.127342407870891","0.140499748378492"
"2","2005","vocational + Abi","195","0.177054168198579","0.154847220850395","0.199261115546762"
"2","2005","higher vocational","231","0.168175111108151","0.149656414795679","0.186693807420623"
"2","2005","higher education","600","0.169104686497585","0.157738498115507","0.180470874879664"
"3","2005","in school","504","0.752381578237988","0.719148456347806","0.78561470012817"
"3","2005","inadequately","189","0.774277715033845","0.722036155122634","0.826519274945056"
"3","2005","general elemantary","1819","0.753872724651927","0.736678667213926","0.771066782089929"
"3","2005","middle vocational","7789","0.743588193624036","0.735153483389504","0.752022903858568"
"3","2005","vocational + Abi","819","0.715691646783936","0.689448981309875","0.741934312257998"
"3","2005","higher vocational","1134","0.705046669412851","0.682467956699506","0.727625382126196"
"3","2005","higher education","2947","0.690360007141728","0.676340581875441","0.704379432408014"
"4","2005","in school","39","0.0710274192965166","0.0512497526032203","0.0908050859898128"
"4","2005","inadequately","11","","",""
"4","2005","general elemantary","222","0.0909750457430878","0.0794961918017236","0.102453899684452"
"4","2005","middle vocational","964","0.0959549649689074","0.0902656015785871","0.101644328359228"
"4","2005","vocational + Abi","92","0.0836605093287217","0.0675526208530979","0.0997683978043455"
"4","2005","higher vocational","166","0.100994768154845","0.0860756160872753","0.115913920222414"
"4","2005","higher education","529","0.117829045230931","0.108052927346559","0.127605163115303"
"5","2005","in school","2","","",""
"5","2005","inadequately","","","",""
"5","2005","general elemantary","26","","",""
"5","2005","middle vocational","120","0.0127208895554593","0.0105561102351024","0.0148856688758161"
"5","2005","vocational + Abi","13","","",""
"5","2005","higher vocational","21","","",""
"5","2005","higher education","66","0.0119617301838059","0.0086652705849582","0.0152581897826536"
"1","2006","in school","6","","",""
"1","2006","inadequately","15","","",""
"1","2006","general elemantary","70","0.0327472953549379","0.0258395599233581","0.0396550307865178"
"1","2006","middle vocational","136","0.0158918975486603","0.0135678425336457","0.0182159525636748"
"1","2006","vocational + Abi","20","","",""
"1","2006","higher vocational","23","","",""
"1","2006","higher education","48","0.0126005236761611","0.00937153493906972","0.0158295124132525"
"2","2006","in school","90","0.149069821229487","0.121433541479453","0.176706100979522"
"2","2006","inadequately","44","0.174181952711682","0.126496191846543","0.22186771357682"
"2","2006","general elemantary","292","0.126523940169427","0.113620965103029","0.139426915235825"
"2","2006","middle vocational","1338","0.128176766358446","0.121964415191714","0.134389117525178"
"2","2006","vocational + Abi","220","0.205531468113349","0.182837943183001","0.228224993043696"
"2","2006","higher vocational","246","0.166025732071808","0.148120130135963","0.183931334007654"
"2","2006","higher education","610","0.159496345331871","0.148897197300317","0.170095493363425"
"3","2006","in school","485","0.765729726483991","0.732864691601732","0.798594761366251"
"3","2006","inadequately","171","0.704492234073291","0.647124524805818","0.761859943340765"
"3","2006","general elemantary","1890","0.72937953954271","0.71213565512039","0.746623423965029"
"3","2006","middle vocational","8326","0.732763295006749","0.724539599341386","0.740986990672113"
"3","2006","vocational + Abi","869","0.707104091799514","0.681546332578452","0.732661851020576"
"3","2006","higher vocational","1164","0.694703647284004","0.672542844161321","0.716864450406686"
"3","2006","higher education","3194","0.687696117265879","0.674280434983194","0.701111799548565"
"4","2006","in school","52","0.07059446255365","0.0507186131444663","0.0904703119628337"
"4","2006","inadequately","13","","",""
"4","2006","general elemantary","262","0.0946990839664332","0.0833346615074545","0.106063506425412"
"4","2006","middle vocational","1189","0.108716665629057","0.102931802640323","0.114501528617792"
"4","2006","vocational + Abi","94","0.0613822323209494","0.0479022236465924","0.0748622409953064"
"4","2006","higher vocational","201","0.106959012021092","0.0920870151478176","0.121831008894366"
"4","2006","higher education","644","0.124938574553453","0.11536678085393","0.134510368252977"
"5","2006","in school","5","","",""
"5","2006","inadequately","","","",""
"5","2006","general elemantary","36","0.0166501409664925","0.0116837490528779","0.0216165328801071"
"5","2006","middle vocational","134","0.0144513754570868","0.0122335327465825","0.0166692181675911"
"5","2006","vocational + Abi","15","","",""
"5","2006","higher vocational","25","","",""
"5","2006","higher education","88","0.0152684391726357","0.0117188177493279","0.0188180605959435"
"1","2007","in school","9","","",""
"1","2007","inadequately","6","","",""
"1","2007","general elemantary","40","0.0271639905247887","0.0204854961252297","0.0338424849243478"
"1","2007","middle vocational","119","0.0137516394593924","0.0115097568161806","0.0159935221026041"
"1","2007","vocational + Abi","20","","",""
"1","2007","higher vocational","11","","",""
"1","2007","higher education","38","0.0103064398604802","0.00732123206464844","0.0132916476563119"
"2","2007","in school","111","0.170055259232987","0.140649395316842","0.199461123149133"
"2","2007","inadequately","44","0.181082892868875","0.129846693388388","0.232319092349362"
"2","2007","general elemantary","283","0.122602588419585","0.109128172268799","0.13607700457037"
"2","2007","middle vocational","1275","0.129163361173601","0.122707108715643","0.13561961363156"
"2","2007","vocational + Abi","198","0.174396669154538","0.152691216173319","0.196102122135757"
"2","2007","higher vocational","224","0.168696195715301","0.149974564518394","0.187417826912207"
"2","2007","higher education","594","0.148713239372844","0.138196463593628","0.15923001515206"
"3","2007","in school","460","0.723758037751309","0.68875902083379","0.758757054668828"
"3","2007","inadequately","161","0.751571989139719","0.694080468214646","0.809063510064791"
"3","2007","general elemantary","1695","0.741894468964431","0.723916870153609","0.759872067775253"
"3","2007","middle vocational","7754","0.737000011155564","0.728524730257703","0.745475292053424"
"3","2007","vocational + Abi","839","0.725131304557436","0.699593414651536","0.750669194463337"
"3","2007","higher vocational","1098","0.696028580077491","0.673033174711729","0.719023985443252"
"3","2007","higher education","3062","0.699305033408667","0.685751071384091","0.712858995433244"
"4","2007","in school","41","0.0659810020014049","0.0465497122060359","0.0854122917967739"
"4","2007","inadequately","6","","",""
"4","2007","general elemantary","236","0.0977032944538136","0.0855052207832571","0.10990136812437"
"4","2007","middle vocational","1104","0.108668713900413","0.102677506862884","0.114659920937941"
"4","2007","vocational + Abi","105","0.0778102148106383","0.0624872606142823","0.0931331690069942"
"4","2007","higher vocational","185","0.111922787905148","0.0961613520020932","0.127684223808203"
"4","2007","higher education","608","0.124285852164928","0.114534566294649","0.134037138035206"
"5","2007","in school","6","","",""
"5","2007","inadequately","","","",""
"5","2007","general elemantary","22","","",""
"5","2007","middle vocational","114","0.0114162743110299","0.00937118906830465","0.013461359553755"
"5","2007","vocational + Abi","12","","",""
"5","2007","higher vocational","19","","",""
"5","2007","higher education","95","0.0173894351930806","0.0135257359660149","0.0212531344201463"
"1","2008","in school","11","","",""
"1","2008","inadequately","5","","",""
"1","2008","general elemantary","33","0.0184680856805842","0.0126903976000321","0.0242457737611363"
"1","2008","middle vocational","106","0.0122147425033743","0.010035768155672","0.0143937168510765"
"1","2008","vocational + Abi","13","","",""
"1","2008","higher vocational","12","","",""
"1","2008","higher education","29","","",""
"2","2008","in school","93","0.142839173351551","0.113596197349958","0.172082149353145"
"2","2008","inadequately","32","0.149977465327668","0.098802740957976","0.201152189697359"
"2","2008","general elemantary","239","0.122522377543728","0.108451646176438","0.136593108911018"
"2","2008","middle vocational","1170","0.129339997861753","0.122683138054476","0.135996857669029"
"2","2008","vocational + Abi","192","0.176873338746239","0.154283801452025","0.199462876040452"
"2","2008","higher vocational","182","0.143051256115233","0.124846942314508","0.161255569915958"
"2","2008","higher education","542","0.162264106643878","0.151113763335539","0.173414449952217"
"3","2008","in school","392","0.717209204826904","0.679571571392745","0.754846838261062"
"3","2008","inadequately","144","0.792717909757471","0.734619062902937","0.850816756612005"
"3","2008","general elemantary","1575","0.736382892394069","0.717475589591654","0.755290195196483"
"3","2008","middle vocational","7262","0.726996353921741","0.718158862009103","0.73583384583438"
"3","2008","vocational + Abi","779","0.695549728934453","0.668306091664068","0.722793366204837"
"3","2008","higher vocational","1018","0.712104975913622","0.688563150121248","0.735646801705996"
"3","2008","higher education","2944","0.67898330244728","0.664863884163627","0.693102720730932"
"4","2008","in school","51","0.0933578446001801","0.069043637666569","0.117672051533791"
"4","2008","inadequately","6","","",""
"4","2008","general elemantary","203","0.103406414073421","0.0903398172244405","0.116473010922402"
"4","2008","middle vocational","1056","0.11221584240747","0.105954615083883","0.118477069731056"
"4","2008","vocational + Abi","101","0.0991094897599138","0.0814191391585972","0.11679984036123"
"4","2008","higher vocational","189","0.116287585655764","0.099619980376753","0.132955190934775"
"4","2008","higher education","610","0.130872385070003","0.120672642073301","0.141072128066704"
"5","2008","in school","3","","",""
"5","2008","inadequately","","","",""
"5","2008","general elemantary","36","0.019220230308198","0.0133283219641477","0.0251121386522483"
"5","2008","middle vocational","168","0.019233063305662","0.0165085694788344","0.0219575571324897"
"5","2008","vocational + Abi","11","","",""
"5","2008","higher vocational","20","","",""
"5","2008","higher education","75","0.0177112950302414","0.0137222569730483","0.0217003330874344"
"1","2009","in school","13","","",""
"1","2009","inadequately","13","","",""
"1","2009","general elemantary","36","0.0216361657653069","0.0150045404506089","0.0282677910800049"
"1","2009","middle vocational","110","0.0136794558692598","0.0112926418739561","0.0160662698645636"
"1","2009","vocational + Abi","16","","",""
"1","2009","higher vocational","11","","",""
"1","2009","higher education","43","0.0147730330926166","0.0110538041139442","0.0184922620712891"
"2","2009","in school","108","0.215524168974799","0.179697155574631","0.251351182374968"
"2","2009","inadequately","22","","",""
"2","2009","general elemantary","221","0.120024769609908","0.105211521402825","0.134838017816991"
"2","2009","middle vocational","1102","0.132533718883777","0.125566417161972","0.139501020605581"
"2","2009","vocational + Abi","187","0.198684107214977","0.173978378229891","0.223389836200062"
"2","2009","higher vocational","173","0.140505433521691","0.121864159712036","0.159146707331346"
"2","2009","higher education","541","0.180929581793271","0.169061914932668","0.192797248653873"
"3","2009","in school","324","0.639536608337631","0.597701960287565","0.681371256387698"
"3","2009","inadequately","124","0.745452485728758","0.679777626203261","0.811127345254254"
"3","2009","general elemantary","1341","0.735736174868682","0.715637864480759","0.755834485256605"
"3","2009","middle vocational","6663","0.714622397938024","0.705342923518096","0.723901872357952"
"3","2009","vocational + Abi","685","0.670910455245623","0.64181644733311","0.700004463158136"
"3","2009","higher vocational","948","0.691222248486146","0.666440079584114","0.716004417388178"
"3","2009","higher education","2761","0.646815201429142","0.632080509947856","0.661549892910428"
"4","2009","in school","54","0.106976795862312","0.0800460118162209","0.133907579908402"
"4","2009","inadequately","10","","",""
"4","2009","general elemantary","216","0.10360376400304","0.089713278852318","0.117494249153762"
"4","2009","middle vocational","1080","0.120136685497464","0.113456007296733","0.126817363698194"
"4","2009","vocational + Abi","100","0.0969325141321561","0.0786132058170782","0.115251822447234"
"4","2009","higher vocational","187","0.147561137237964","0.128536119275021","0.166586155200906"
"4","2009","higher education","601","0.135951718216529","0.125385701528803","0.146517734904254"
"5","2009","in school","7","","",""
"5","2009","inadequately","","","",""
