"hlf0071_h","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Much too small","1996","1-pers.-HH","29","","",""
"Much too small","1996","(Married) couple without C. ","61","0.0110087293348507","0.00757244858804551","0.0144450100816559"
"Much too small","1996","Single parent ","25","","",""
"Much too small","1996","Couple + C. LE 16 ","170","0.0478068172647456","0.0401439166316273","0.0554697178978638"
"Much too small","1996","Couple + C. GT 16 ","43","0.00728006909587044","0.00383854821710981","0.0107215899746311"
"Much too small","1996","Couple + C. LE and GT 16","57","0.0334692664404938","0.0234826124998848","0.0434559203811029"
"A little too small","1996","1-pers.-HH","174","0.117091185394855","0.100643488618232","0.133538882171478"
"A little too small","1996","(Married) couple without C. ","404","0.0965915905057503","0.0868633222942641","0.106319858717237"
"A little too small","1996","Single parent ","105","0.163736216857352","0.135112594248638","0.192359839466066"
"A little too small","1996","Couple + C. LE 16 ","846","0.280547574881213","0.264411791899837","0.296683357862589"
"A little too small","1996","Couple + C. GT 16 ","328","0.118041169219541","0.104979153707585","0.131103184731498"
"A little too small","1996","Couple + C. LE and GT 16","326","0.254547202714912","0.23036013008919","0.278734275340635"
"Just right","1996","1-pers.-HH","1083","0.738855737229265","0.716385630630727","0.761325843827803"
"Just right","1996","(Married) couple without C. ","2663","0.754180075721751","0.740000283070213","0.768359868373289"
"Just right","1996","Single parent ","455","0.710567501023227","0.67548771833205","0.745647283714404"
"Just right","1996","Couple + C. LE 16 ","1841","0.620632223258012","0.603204802197127","0.638059644318897"
"Just right","1996","Couple + C. GT 16 ","1781","0.762358524795751","0.74512754244141","0.779589507150092"
"Just right","1996","Couple + C. LE and GT 16","821","0.680532267910303","0.654642573133392","0.706421962687214"
"A little too big","1996","1-pers.-HH","162","0.115391647187024","0.0990480455721013","0.131735248801946"
"A little too big","1996","(Married) couple without C. ","385","0.129800901565773","0.11873282941446","0.140868973717085"
"A little too big","1996","Single parent ","57","0.098379531046944","0.0753415279486616","0.121417534145226"
"A little too big","1996","Couple + C. LE 16 ","113","0.0483505471015398","0.040646393343752","0.0560547008593276"
"A little too big","1996","Couple + C. GT 16 ","186","0.106731054550039","0.0942311756492526","0.119230933450825"
"A little too big","1996","Couple + C. LE and GT 16","36","0.0284418058116262","0.0192117981225369","0.0376718135007156"
"Much too big","1996","1-pers.-HH","20","","",""
"Much too big","1996","(Married) couple without C. ","29","","",""
"Much too big","1996","Single parent ","","","",""
"Much too big","1996","Couple + C. LE 16 ","8","","",""
"Much too big","1996","Couple + C. GT 16 ","6","","",""
"Much too big","1996","Couple + C. LE and GT 16","6","","",""
"Much too small","1997","1-pers.-HH","30","0.0156127570429793","0.00922517318588832","0.0220003409000702"
"Much too small","1997","(Married) couple without C. ","35","0.00617419480246601","0.00361322561550467","0.00873516398942735"
"Much too small","1997","Single parent ","34","0.0375205150619644","0.0227515633805727","0.0522894667433561"
"Much too small","1997","Couple + C. LE 16 ","126","0.0375463235852802","0.0305500206639885","0.044542626506572"
"Much too small","1997","Couple + C. GT 16 ","30","0.00595034142784109","0.0028382018230279","0.00906248103265428"
"Much too small","1997","Couple + C. LE and GT 16","68","0.0408994731015908","0.0297399322276809","0.0520590139755008"
"A little too small","1997","1-pers.-HH","199","0.135822615096568","0.118170314355122","0.153474915838015"
"A little too small","1997","(Married) couple without C. ","408","0.105281376087798","0.095247284293339","0.115315467882256"
"A little too small","1997","Single parent ","85","0.145755893855578","0.118332349068833","0.173179438642324"
"A little too small","1997","Couple + C. LE 16 ","771","0.28629354100781","0.269657094559487","0.302929987456132"
"A little too small","1997","Couple + C. GT 16 ","370","0.132012322967086","0.11831460867325","0.145710037260922"
"A little too small","1997","Couple + C. LE and GT 16","255","0.183970202583712","0.162138773886613","0.205801631280812"
"Just right","1997","1-pers.-HH","1037","0.710490930457553","0.687122788541644","0.733859072373462"
"Just right","1997","(Married) couple without C. ","2755","0.754101888497517","0.740023541493586","0.768180235501448"
"Just right","1997","Single parent ","475","0.739299268455483","0.705179914730662","0.773418622180304"
"Just right","1997","Couple + C. LE 16 ","1825","0.626667447779534","0.608865747883864","0.644469147675203"
"Just right","1997","Couple + C. GT 16 ","1780","0.776370703118524","0.759509715650362","0.793231690586686"
"Just right","1997","Couple + C. LE and GT 16","842","0.71431066775285","0.688857257004987","0.739764078500713"
"A little too big","1997","1-pers.-HH","160","0.124086803311282","0.107100175996324","0.14107343062624"
"A little too big","1997","(Married) couple without C. ","368","0.123783413262144","0.113016380943111","0.134550445581176"
"A little too big","1997","Single parent ","42","0.0774243226269748","0.0566532348604883","0.0981954103934614"
"A little too big","1997","Couple + C. LE 16 ","114","0.0494926876273762","0.0415101085768491","0.0574752666779033"
"A little too big","1997","Couple + C. GT 16 ","164","0.0853339178247559","0.0740287707375096","0.0966390649120022"
"A little too big","1997","Couple + C. LE and GT 16","39","0.0579138594046686","0.0447527661320791","0.0710749526772581"
"Much too big","1997","1-pers.-HH","21","","",""
"Much too big","1997","(Married) couple without C. ","28","","",""
"Much too big","1997","Single parent ","","","",""
"Much too big","1997","Couple + C. LE 16 ","","","",""
"Much too big","1997","Couple + C. GT 16 ","2","","",""
"Much too big","1997","Couple + C. LE and GT 16","6","","",""
"Much too small","1998","1-pers.-HH","45","0.023831483260348","0.0166379897300961","0.0310249767905999"
"Much too small","1998","(Married) couple without C. ","51","0.0103638778034412","0.00726882795876135","0.013458927648121"
"Much too small","1998","Single parent ","25","","",""
"Much too small","1998","Couple + C. LE 16 ","150","0.0491318331630953","0.0414547529037348","0.0568089134224559"
"Much too small","1998","Couple + C. GT 16 ","28","","",""
"Much too small","1998","Couple + C. LE and GT 16","56","0.037451356756069","0.0268277758295845","0.0480749376825536"
"A little too small","1998","1-pers.-HH","221","0.121761059352624","0.1063382860148","0.137183832690448"
"A little too small","1998","(Married) couple without C. ","423","0.0939555723802089","0.0850388600764167","0.102872284684001"
"A little too small","1998","Single parent ","135","0.203973066700261","0.174122721017621","0.233823412382901"
"A little too small","1998","Couple + C. LE 16 ","746","0.253281561697235","0.237834898833092","0.268728224561378"
"A little too small","1998","Couple + C. GT 16 ","351","0.118996285507182","0.106352137248028","0.131640433766337"
"A little too small","1998","Couple + C. LE and GT 16","284","0.201599876511632","0.17915169122991","0.224048061793355"
"Just right","1998","1-pers.-HH","1226","0.708245425447465","0.686806518049106","0.729684332845823"
"Just right","1998","(Married) couple without C. ","3127","0.750787539109763","0.737568127019218","0.764006951200309"
"Just right","1998","Single parent ","469","0.65801069539648","0.622869072871496","0.693152317921464"
"Just right","1998","Couple + C. LE 16 ","1991","0.643038696865944","0.626021674639556","0.660055719092331"
"Just right","1998","Couple + C. GT 16 ","1939","0.782178646297029","0.766059679104744","0.798297613489314"
"Just right","1998","Couple + C. LE and GT 16","829","0.712668323763555","0.687348464297322","0.737988183229788"
"A little too big","1998","1-pers.-HH","210","0.132468362509717","0.116480122207293","0.14845660281214"
"A little too big","1998","(Married) couple without C. ","477","0.134724057700268","0.124289630146385","0.145158485254152"
"A little too big","1998","Single parent ","65","0.0880294666021771","0.0670398981643971","0.109019035039957"
"A little too big","1998","Couple + C. LE 16 ","149","0.049540969121151","0.0418336490948052","0.0572482891474968"
"A little too big","1998","Couple + C. GT 16 ","185","0.0789936889249933","0.0684604603642363","0.0895269174857504"
"A little too big","1998","Couple + C. LE and GT 16","55","0.0462255792889609","0.0344768789660487","0.0579742796118732"
"Much too big","1998","1-pers.-HH","25","","",""
"Much too big","1998","(Married) couple without C. ","35","0.0101689530063182","0.00710284540156558","0.0132350606110709"
"Much too big","1998","Single parent ","6","","",""
"Much too big","1998","Couple + C. LE 16 ","9","","",""
"Much too big","1998","Couple + C. GT 16 ","16","","",""
"Much too big","1998","Couple + C. LE and GT 16","3","","",""
"Much too small","1999","1-pers.-HH","32","0.0195643702494943","0.0129612802304362","0.0261674602685523"
"Much too small","1999","(Married) couple without C. ","44","0.0056949053919754","0.00340105048506806","0.00798876029888274"
"Much too small","1999","Single parent ","13","","",""
"Much too small","1999","Couple + C. LE 16 ","132","0.0359911319810617","0.0293412377977947","0.0426410261643287"
"Much too small","1999","Couple + C. GT 16 ","34","0.00979149247873314","0.00592316336181076","0.0136598215956555"
"Much too small","1999","Couple + C. LE and GT 16","33","0.0193015417803842","0.0113773029162779","0.0272257806444904"
"A little too small","1999","1-pers.-HH","200","0.114030485751788","0.0988765788426944","0.129184392660882"
"A little too small","1999","(Married) couple without C. ","478","0.105474568896406","0.0961111795966134","0.114837958196198"
"A little too small","1999","Single parent ","138","0.211133145125514","0.181302426962826","0.240963863288201"
"A little too small","1999","Couple + C. LE 16 ","750","0.265272812223531","0.249511735137503","0.281033889309559"
"A little too small","1999","Couple + C. GT 16 ","309","0.117216306089735","0.104578932932468","0.129853679247003"
"A little too small","1999","Couple + C. LE and GT 16","249","0.2010045001056","0.177922742909418","0.224086257301782"
"Just right","1999","1-pers.-HH","1236","0.737089735302781","0.716101849545297","0.758077621060264"
"Just right","1999","(Married) couple without C. ","3158","0.764743624736001","0.751813834235772","0.777673415236229"
"Just right","1999","Single parent ","517","0.714263889202621","0.681242483459939","0.747285294945303"
"Just right","1999","Couple + C. LE 16 ","2016","0.652365672778533","0.635364325267927","0.669367020289138"
"Just right","1999","Couple + C. GT 16 ","1973","0.804813733123449","0.789243039447163","0.820384426799734"
"Just right","1999","Couple + C. LE and GT 16","817","0.709112419511357","0.682953852645348","0.735270986377366"
"A little too big","1999","1-pers.-HH","200","0.115864074282729","0.100604632181124","0.131123516384333"
"A little too big","1999","(Married) couple without C. ","437","0.117845894707321","0.108017279930503","0.127674509484139"
"A little too big","1999","Single parent ","50","0.0638682177830168","0.0459953377780167","0.0817410977880169"
"A little too big","1999","Couple + C. LE 16 ","107","0.0425987826141061","0.0353890020177632","0.049808563210449"
"A little too big","1999","Couple + C. GT 16 ","163","0.0651364124707245","0.0554419957864444","0.0748308291550045"
"A little too big","1999","Couple + C. LE and GT 16","59","0.0705815386026587","0.0558297384792944","0.085333338726023"
"Much too big","1999","1-pers.-HH","22","","",""
"Much too big","1999","(Married) couple without C. ","17","","",""
"Much too big","1999","Single parent ","1","","",""
"Much too big","1999","Couple + C. LE 16 ","9","","",""
"Much too big","1999","Couple + C. GT 16 ","10","","",""
"Much too big","1999","Couple + C. LE and GT 16","","","",""
"Much too small","2000","1-pers.-HH","69","0.018517815893619","0.0139553182495048","0.0230803135377332"
"Much too small","2000","(Married) couple without C. ","63","0.00766254583757194","0.00569378083509582","0.00963131084004806"
"Much too small","2000","Single parent ","20","","",""
"Much too small","2000","Couple + C. LE 16 ","206","0.0387322657778312","0.0335098026345325","0.0439547289211299"
"Much too small","2000","Couple + C. GT 16 ","47","0.0116007549462421","0.00826564752321301","0.0149358623692712"
"Much too small","2000","Couple + C. LE and GT 16","39","0.0180096547990259","0.0120658470735749","0.0239534625244769"
"A little too small","2000","1-pers.-HH","397","0.118515154409432","0.107576574837421","0.129453733981443"
"A little too small","2000","(Married) couple without C. ","641","0.0864951535523155","0.0801487313441698","0.0928415757604611"
"A little too small","2000","Single parent ","206","0.17698669355896","0.155365744565267","0.198607642552653"
"A little too small","2000","Couple + C. LE 16 ","1250","0.252338967044459","0.24058292087014","0.264095013218777"
"A little too small","2000","Couple + C. GT 16 ","472","0.124645127241864","0.114357144489033","0.134933109994696"
"A little too small","2000","Couple + C. LE and GT 16","357","0.172162167425309","0.155288870669027","0.18903546418159"
"Just right","2000","1-pers.-HH","2466","0.742834554388418","0.728042826206384","0.757626282570452"
"Just right","2000","(Married) couple without C. ","5831","0.770543306120047","0.761049802113688","0.780036810126406"
"Just right","2000","Single parent ","863","0.702256178515431","0.676351978824555","0.728160378206307"
"Just right","2000","Couple + C. LE 16 ","3583","0.668714867013812","0.655975782696741","0.681453951330883"
"Just right","2000","Couple + C. GT 16 ","3136","0.783848497011887","0.771028270666043","0.796668723357731"
"Just right","2000","Couple + C. LE and GT 16","1451","0.767498034574008","0.748617668999544","0.786378400148473"
"A little too big","2000","1-pers.-HH","365","0.103161066778004","0.0928671251597046","0.113455008396304"
"A little too big","2000","(Married) couple without C. ","946","0.127477148851169","0.119947369989718","0.135006927712621"
"A little too big","2000","Single parent ","102","0.0861770575703864","0.0702795926560979","0.102074522484675"
"A little too big","2000","Couple + C. LE 16 ","198","0.038607274711524","0.033392905987463","0.043821643435585"
"A little too big","2000","Couple + C. GT 16 ","287","0.0746688531685227","0.0664819655469041","0.0828557407901414"
"A little too big","2000","Couple + C. LE and GT 16","76","0.0423301432016571","0.0333312058841926","0.0513290805191217"
"Much too big","2000","1-pers.-HH","57","0.0169714085305273","0.0126001289869636","0.021342688074091"
"Much too big","2000","(Married) couple without C. ","55","0.00782184563889655","0.00583288084006387","0.00981081043772923"
"Much too big","2000","Single parent ","6","","",""
"Much too big","2000","Couple + C. LE 16 ","7","","",""
"Much too big","2000","Couple + C. GT 16 ","18","","",""
"Much too big","2000","Couple + C. LE and GT 16","","","",""
"Much too small","2001","1-pers.-HH","45","0.0150262975165169","0.01067727243396","0.0193753225990739"
"Much too small","2001","(Married) couple without C. ","58","0.0069929462961441","0.00502531037110674","0.00896058222118147"
"Much too small","2001","Single parent ","26","","",""
"Much too small","2001","Couple + C. LE 16 ","200","0.0491000681021055","0.0429500588151365","0.0552500773890746"
"Much too small","2001","Couple + C. GT 16 ","50","0.0135083857012704","0.00975619779880449","0.0172605736037363"
"Much too small","2001","Couple + C. LE and GT 16","32","0.0151514892209571","0.00942662009153883","0.0208763583503753"
"A little too small","2001","1-pers.-HH","361","0.125003101192052","0.113180385293757","0.136825817090346"
"A little too small","2001","(Married) couple without C. ","653","0.0934149022436715","0.0865434133344451","0.100286391152898"
"A little too small","2001","Single parent ","184","0.167179058354143","0.145336070682049","0.189022046026238"
"A little too small","2001","Couple + C. LE 16 ","1054","0.226611930249367","0.214696562919538","0.238527297579196"
"A little too small","2001","Couple + C. GT 16 ","364","0.103370339786125","0.0934747729552383","0.113265906617011"
"A little too small","2001","Couple + C. LE and GT 16","325","0.168140780936388","0.150613496546397","0.185668065326378"
"Just right","2001","1-pers.-HH","2189","0.730802948570305","0.714947121605671","0.746658775534938"
"Just right","2001","(Married) couple without C. ","5304","0.767351904510964","0.757375236547723","0.777328572474205"
"Just right","2001","Single parent ","812","0.705076281529404","0.678382002980626","0.731770560078183"
"Just right","2001","Couple + C. LE 16 ","3316","0.68660242464879","0.673399571321701","0.699805277975879"
"Just right","2001","Couple + C. GT 16 ","2942","0.802158258644685","0.789209589140395","0.815106928148975"
"Just right","2001","Couple + C. LE and GT 16","1321","0.775897132351218","0.756354684281008","0.795439580421427"
"A little too big","2001","1-pers.-HH","370","0.115767107547468","0.104329649153963","0.127204565940972"
"A little too big","2001","(Married) couple without C. ","804","0.121774681134212","0.114052856092234","0.129496506176191"
"A little too big","2001","Single parent ","94","0.0904969638846627","0.0737025687913611","0.107291358977964"
"A little too big","2001","Couple + C. LE 16 ","171","0.0374660528563582","0.0320610700766887","0.0428710356360276"
"A little too big","2001","Couple + C. GT 16 ","260","0.0749550464337498","0.0663961452626018","0.0835139476048978"
"A little too big","2001","Couple + C. LE and GT 16","68","0.0392358841852933","0.0301366824186729","0.0483350859519137"
"Much too big","2001","1-pers.-HH","41","0.0134005451736591","0.00929013395724604","0.0175109563900722"
"Much too big","2001","(Married) couple without C. ","71","0.0104655658150077","0.00806266805569617","0.0128684635743193"
"Much too big","2001","Single parent ","5","","",""
"Much too big","2001","Couple + C. LE 16 ","1","","",""
"Much too big","2001","Couple + C. GT 16 ","20","","",""
"Much too big","2001","Couple + C. LE and GT 16","3","","",""
"Much too small","2002","1-pers.-HH","60","0.0222503101560186","0.0169854564160091","0.0275151638960282"
"Much too small","2002","(Married) couple without C. ","74","0.00938682512241261","0.00719992839524059","0.0115737218495846"
"Much too small","2002","Single parent ","36","0.035239671147923","0.024522170940029","0.0459571713558169"
"Much too small","2002","Couple + C. LE 16 ","183","0.0414933365407952","0.0358261401521527","0.0471605329294377"
"Much too small","2002","Couple + C. GT 16 ","46","0.0158889859092767","0.0120172247749144","0.0197607470436389"
"Much too small","2002","Couple + C. LE and GT 16","47","0.0378098444351598","0.0293506332125286","0.0462690556577911"
"A little too small","2002","1-pers.-HH","349","0.120999585811032","0.109358569051381","0.132640602570683"
"A little too small","2002","(Married) couple without C. ","701","0.0921680239561719","0.0856079348670576","0.0987281130452862"
"A little too small","2002","Single parent ","195","0.185484761198514","0.162891881840139","0.208077640556888"
"A little too small","2002","Couple + C. LE 16 ","1147","0.245488147417431","0.233258052916892","0.25771824191797"
"A little too small","2002","Couple + C. GT 16 ","449","0.121741617491897","0.111617221915406","0.131866013068388"
"A little too small","2002","Couple + C. LE and GT 16","366","0.187476322637006","0.170166676278932","0.20478596899508"
"Just right","2002","1-pers.-HH","2153","0.715534912761522","0.699430891565508","0.731638933957535"
"Just right","2002","(Married) couple without C. ","5520","0.738995311746054","0.72903525398374","0.748955369508368"
"Just right","2002","Single parent ","777","0.674561123581177","0.64732701098197","0.701795236180383"
"Just right","2002","Couple + C. LE 16 ","3202","0.664130406881796","0.650709139093796","0.677551674669795"
"Just right","2002","Couple + C. GT 16 ","3155","0.776205466163209","0.763300659407181","0.789110272919238"
"Just right","2002","Couple + C. LE and GT 16","1424","0.720016396559373","0.70010349888891","0.739929294229835"
"A little too big","2002","1-pers.-HH","382","0.122541645557957","0.110836965594805","0.134246325521108"
"A little too big","2002","(Married) couple without C. ","1036","0.142491871068452","0.13456446638732","0.150419275749584"
"A little too big","2002","Single parent ","119","0.0967338976245118","0.0795522400948381","0.113915555154186"
"A little too big","2002","Couple + C. LE 16 ","219","0.0473630564560521","0.041326836101813","0.0533992768102911"
"A little too big","2002","Couple + C. GT 16 ","337","0.0798477226782873","0.07145506441636","0.0882403809402145"
"A little too big","2002","Couple + C. LE and GT 16","112","0.0506559512189547","0.0409301805908821","0.0603817218470273"
"Much too big","2002","1-pers.-HH","71","0.0186735457134709","0.013841571803654","0.0235055196232878"
"Much too big","2002","(Married) couple without C. ","138","0.0169579681069095","0.0140298417619825","0.0198860944518364"
"Much too big","2002","Single parent ","10","","",""
"Much too big","2002","Couple + C. LE 16 ","6","","",""
"Much too big","2002","Couple + C. GT 16 ","20","","",""
"Much too big","2002","Couple + C. LE and GT 16","4","","",""
"Much too small","2003","1-pers.-HH","54","0.0185047126097168","0.0136717241139115","0.0233377011055221"
"Much too small","2003","(Married) couple without C. ","50","0.00760077187449011","0.00561212783348248","0.00958941591549773"
"Much too small","2003","Single parent ","18","","",""
"Much too small","2003","Couple + C. LE 16 ","167","0.0365453940772893","0.0309934288823694","0.0420973592722093"
"Much too small","2003","Couple + C. GT 16 ","31","0.00894393391307922","0.00600416371493487","0.0118837041112236"
"Much too small","2003","Couple + C. LE and GT 16","35","0.0224933745784902","0.0157181087088115","0.0292686404481688"
"A little too small","2003","1-pers.-HH","346","0.127590493533542","0.115625848099286","0.139555138967799"
"A little too small","2003","(Married) couple without C. ","685","0.0928941090540532","0.0862473784668525","0.0995408396412538"
"A little too small","2003","Single parent ","192","0.192408109590467","0.169342798126066","0.215473421054867"
"A little too small","2003","Couple + C. LE 16 ","1051","0.251925033753888","0.23908036215449","0.264769705353286"
"A little too small","2003","Couple + C. GT 16 ","418","0.118940295821643","0.108832251052975","0.129048340590312"
"A little too small","2003","Couple + C. LE and GT 16","354","0.233389128496015","0.214062015864833","0.252716241127198"
"Just right","2003","1-pers.-HH","2117","0.705504178531187","0.689157864294516","0.721850492767859"
"Just right","2003","(Married) couple without C. ","5441","0.747661291676345","0.737715728478003","0.757606854874686"
"Just right","2003","Single parent ","808","0.688171427654166","0.661065895735452","0.715276959572879"
"Just right","2003","Couple + C. LE 16 ","2973","0.659509509543242","0.645488547741958","0.673530471344526"
"Just right","2003","Couple + C. GT 16 ","3082","0.775745341402572","0.762721763713631","0.788768919091513"
"Just right","2003","Couple + C. LE and GT 16","1364","0.70112207127927","0.680205864754198","0.722038277804341"
"A little too big","2003","1-pers.-HH","393","0.12881229404684","0.11679891981403","0.14082566827965"
"A little too big","2003","(Married) couple without C. ","1063","0.140239724405382","0.132288954089728","0.148190494721035"
"A little too big","2003","Single parent ","78","0.0725069096235008","0.0573330276543074","0.0876807915926941"
"A little too big","2003","Couple + C. LE 16 ","193","0.0506818900759111","0.044191854673629","0.0571719254781931"
"A little too big","2003","Couple + C. GT 16 ","377","0.0846648308367322","0.075972393327023","0.0933572683464414"
"A little too big","2003","Couple + C. LE and GT 16","84","0.042539367199391","0.033318003415293","0.051760730983489"
"Much too big","2003","1-pers.-HH","77","0.0195883212787138","0.0146185851872881","0.0245580573701394"
"Much too big","2003","(Married) couple without C. ","88","0.0116041029897302","0.00915190094896833","0.0140563050304921"
"Much too big","2003","Single parent ","26","","",""
"Much too big","2003","Couple + C. LE 16 ","4","","",""
"Much too big","2003","Couple + C. GT 16 ","32","0.0117055980259734","0.00834713979850318","0.0150640562534435"
"Much too big","2003","Couple + C. LE and GT 16","3","","",""
"Much too small","2004","1-pers.-HH","53","0.0162097072921772","0.0116356520266825","0.0207837625576718"
"Much too small","2004","(Married) couple without C. ","50","0.00849265602925506","0.00638402143564163","0.0106012906228685"
"Much too small","2004","Single parent ","17","","",""
"Much too small","2004","Couple + C. LE 16 ","140","0.0411646679687465","0.0350520621216766","0.0472772738158163"
"Much too small","2004","Couple + C. GT 16 ","23","","",""
"Much too small","2004","Couple + C. LE and GT 16","38","0.0244432466316212","0.0172775836110364","0.031608909652206"
"A little too small","2004","1-pers.-HH","301","0.114630998367431","0.10309179709757","0.126170199637291"
"A little too small","2004","(Married) couple without C. ","665","0.0860159103101233","0.0795728780627154","0.0924589425575313"
"A little too small","2004","Single parent ","166","0.161798130225908","0.139985798528682","0.183610461923135"
"A little too small","2004","Couple + C. LE 16 ","930","0.235013689299069","0.221968046542671","0.248059332055468"
"A little too small","2004","Couple + C. GT 16 ","408","0.109435037460484","0.0996435523075128","0.119226522613456"
"A little too small","2004","Couple + C. LE and GT 16","341","0.220043917246485","0.200820064791236","0.239267769701733"
"Just right","2004","1-pers.-HH","2128","0.732273674350778","0.716235873944151","0.748311474757404"
"Just right","2004","(Married) couple without C. ","5431","0.758410574234431","0.748574478597703","0.768246669871159"
"Just right","2004","Single parent ","788","0.726069288676164","0.699654300068394","0.752484277283933"
"Just right","2004","Couple + C. LE 16 ","2758","0.661592151592353","0.647033959171243","0.676150344013464"
"Just right","2004","Couple + C. GT 16 ","3077","0.772472280994413","0.759323176381431","0.785621385607395"
"Just right","2004","Couple + C. LE and GT 16","1339","0.714290558594455","0.693327704242703","0.735253412946207"
"A little too big","2004","1-pers.-HH","378","0.118993782807972","0.107266046921748","0.130721518694196"
"A little too big","2004","(Married) couple without C. ","1044","0.137793774430831","0.129873285933537","0.145714262928125"
"A little too big","2004","Single parent ","111","0.0869262718773574","0.0702396093868175","0.103612934367897"
"A little too big","2004","Couple + C. LE 16 ","220","0.0584136825863074","0.0511979665748532","0.0656293985977617"
"A little too big","2004","Couple + C. GT 16 ","361","0.102055612179571","0.0925609233043377","0.111550301054805"
"A little too big","2004","Couple + C. LE and GT 16","62","0.0376795265280439","0.0288433731198616","0.0465156799362261"
"Much too big","2004","1-pers.-HH","68","0.0178918371816429","0.0130904173285854","0.0226932570347003"
"Much too big","2004","(Married) couple without C. ","85","0.00928708499535974","0.00708291434843566","0.0114912556422838"
"Much too big","2004","Single parent ","13","","",""
"Much too big","2004","Couple + C. LE 16 ","10","","",""
"Much too big","2004","Couple + C. GT 16 ","36","0.0124810682200466","0.00899900889921501","0.0159631275408782"
"Much too big","2004","Couple + C. LE and GT 16","4","","",""
"Much too small","2005","1-pers.-HH","45","0.0132915316186349","0.00917568150189545","0.0174073817353743"
"Much too small","2005","(Married) couple without C. ","40","0.00946471117684608","0.00720549669139749","0.0117239256622947"
"Much too small","2005","Single parent ","17","","",""
"Much too small","2005","Couple + C. LE 16 ","100","0.0267633650474285","0.0215819548227898","0.0319447752720672"
"Much too small","2005","Couple + C. GT 16 ","18","","",""
"Much too small","2005","Couple + C. LE and GT 16","33","0.0288064140767385","0.0208600983714909","0.0367527297819862"
"A little too small","2005","1-pers.-HH","356","0.132200523996898","0.12002734833667","0.144373699657126"
"A little too small","2005","(Married) couple without C. ","646","0.100524288224106","0.0935081355853909","0.107540440862822"
"A little too small","2005","Single parent ","172","0.169197499649016","0.147131267350253","0.191263731947779"
"A little too small","2005","Couple + C. LE 16 ","894","0.255406380012438","0.241405867926806","0.269406892098071"
"A little too small","2005","Couple + C. GT 16 ","329","0.104172701284673","0.0942704462661926","0.114074956303153"
"A little too small","2005","Couple + C. LE and GT 16","321","0.177500001110027","0.159347542874715","0.19565245934534"
"Just right","2005","1-pers.-HH","2124","0.713854159524704","0.697610791853163","0.730097527196245"
"Just right","2005","(Married) couple without C. ","5292","0.743649735349879","0.733462181816345","0.753837288883412"
"Just right","2005","Single parent ","803","0.719161050528033","0.692711148548575","0.745610952507491"
"Just right","2005","Couple + C. LE 16 ","2578","0.673716971634594","0.658664619113024","0.688769324156164"
"Just right","2005","Couple + C. GT 16 ","2943","0.796857925399901","0.783816189918644","0.809899660881158"
"Just right","2005","Couple + C. LE and GT 16","1263","0.752321449512182","0.73181387803467","0.772829020989695"
"A little too big","2005","1-pers.-HH","391","0.124776461351495","0.112899552158383","0.136653370544606"
"A little too big","2005","(Married) couple without C. ","944","0.128226227377683","0.12042506824637","0.136027386508997"
"A little too big","2005","Single parent ","107","0.0850106578148837","0.0685961817862022","0.101425133843565"
"A little too big","2005","Couple + C. LE 16 ","148","0.0396236664921583","0.0333608966867989","0.0458864362975177"
"A little too big","2005","Couple + C. GT 16 ","335","0.0861928731281105","0.0770956688544761","0.095290077401745"
"A little too big","2005","Couple + C. LE and GT 16","77","0.0374888978765473","0.028464410881804","0.0465133848712906"
"Much too big","2005","1-pers.-HH","58","0.0158773235082684","0.0113847946514694","0.0203698523650674"
"Much too big","2005","(Married) couple without C. ","134","0.0181350378714856","0.015021501670356","0.0212485740726151"
"Much too big","2005","Single parent ","10","","",""
"Much too big","2005","Couple + C. LE 16 ","7","","",""
"Much too big","2005","Couple + C. GT 16 ","31","0.00858086752646922","0.00559108744657723","0.0115706476063612"
"Much too big","2005","Couple + C. LE and GT 16","8","","",""
"Much too small","2006","1-pers.-HH","51","0.0182956433454411","0.0137580551531346","0.0228332315377475"
"Much too small","2006","(Married) couple without C. ","44","0.0075413334320236","0.00563143548646335","0.00945123137758386"
"Much too small","2006","Single parent ","13","","",""
"Much too small","2006","Couple + C. LE 16 ","133","0.0444407895185099","0.0379922907482357","0.0508892882887841"
"Much too small","2006","Couple + C. GT 16 ","42","0.0133831996640157","0.00972487101678866","0.0170415283112428"
"Much too small","2006","Couple + C. LE and GT 16","35","0.022664695947302","0.0154283695028634","0.0299010223917405"
"A little too small","2006","1-pers.-HH","358","0.114902837565119","0.104105374472084","0.125700300658153"
"A little too small","2006","(Married) couple without C. ","712","0.107089263382551","0.10026262553903","0.113915901226072"
"A little too small","2006","Single parent ","185","0.16054470198295","0.139859861206805","0.181229542759095"
"A little too small","2006","Couple + C. LE 16 ","936","0.248698329581654","0.235171919547645","0.262224739615663"
"A little too small","2006","Couple + C. GT 16 ","367","0.113464602413613","0.103367268363277","0.123561936463949"
"A little too small","2006","Couple + C. LE and GT 16","261","0.178258162676239","0.159649557532069","0.196866767820409"
"Just right","2006","1-pers.-HH","2387","0.71264123575542","0.697319478587259","0.727962992923582"
"Just right","2006","(Married) couple without C. ","5767","0.726706954064454","0.716868568820823","0.736545339308086"
"Just right","2006","Single parent ","866","0.708139041747889","0.682523551192115","0.733754532303663"
"Just right","2006","Couple + C. LE 16 ","2663","0.658450678501592","0.643610904904562","0.673290452098621"
