"hlf0071_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"A little too big","2000","Saxony-Anhalt","Rural Area","79","0.116380309221727","0.0938467010366013","0.138913917406853"
"A little too big","2000","Thuringia","Urban Area","23","","",""
"A little too big","2000","Thuringia","Rural Area","74","0.0867775293984012","0.0668939456117802","0.106661113185022"
"Much too big","2000","Schleswig-Holstein","Urban Area","","","",""
"Much too big","2000","Schleswig-Holstein","Rural Area","6","","",""
"Much too big","2000","Hamburg","Urban Area","1","","",""
"Much too big","2000","Hamburg","Rural Area","","","",""
"Much too big","2000","Lower Saxony","Urban Area","14","","",""
"Much too big","2000","Lower Saxony","Rural Area","14","","",""
"Much too big","2000","Bremen","Urban Area","2","","",""
"Much too big","2000","Bremen","Rural Area","","","",""
"Much too big","2000","North Rhine-Westphalia","Urban Area","46","0.0095965596989077","0.00689294873142357","0.0123001706663918"
"Much too big","2000","North Rhine-Westphalia","Rural Area","1","","",""
"Much too big","2000","Hesse","Urban Area","10","","",""
"Much too big","2000","Hesse","Rural Area","1","","",""
"Much too big","2000","Rhineland-Palatinate,Saarland","Urban Area","7","","",""
"Much too big","2000","Rhineland-Palatinate,Saarland","Rural Area","3","","",""
"Much too big","2000","Baden-Württemberg","Urban Area","12","","",""
"Much too big","2000","Baden-Württemberg","Rural Area","1","","",""
"Much too big","2000","Bavaria","Urban Area","8","","",""
"Much too big","2000","Bavaria","Rural Area","8","","",""
"Much too big","2000","Berlin","Urban Area","","","",""
"Much too big","2000","Berlin","Rural Area","","","",""
"Much too big","2000","Brandenburg","Urban Area","","","",""
"Much too big","2000","Brandenburg","Rural Area","6","","",""
"Much too big","2000","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too big","2000","Mecklenburg-Western Pomerania","Rural Area","1","","",""
"Much too big","2000","Saxony","Urban Area","2","","",""
"Much too big","2000","Saxony","Rural Area","5","","",""
"Much too big","2000","Saxony-Anhalt","Urban Area","2","","",""
"Much too big","2000","Saxony-Anhalt","Rural Area","4","","",""
"Much too big","2000","Thuringia","Urban Area","","","",""
"Much too big","2000","Thuringia","Rural Area","4","","",""
"Much too small","2001","Schleswig-Holstein","Urban Area","5","","",""
"Much too small","2001","Schleswig-Holstein","Rural Area","3","","",""
"Much too small","2001","Hamburg","Urban Area","11","","",""
"Much too small","2001","Hamburg","Rural Area","","","",""
"Much too small","2001","Lower Saxony","Urban Area","20","","",""
"Much too small","2001","Lower Saxony","Rural Area","6","","",""
"Much too small","2001","Bremen","Urban Area","","","",""
"Much too small","2001","Bremen","Rural Area","","","",""
"Much too small","2001","North Rhine-Westphalia","Urban Area","108","0.0256130974579041","0.0210142182650865","0.0302119766507218"
"Much too small","2001","North Rhine-Westphalia","Rural Area","","","",""
"Much too small","2001","Hesse","Urban Area","46","0.0324732977403473","0.0223896559690106","0.042556939511684"
"Much too small","2001","Hesse","Rural Area","","","",""
"Much too small","2001","Rhineland-Palatinate,Saarland","Urban Area","33","0.0310785944747159","0.0204604318957941","0.0416967570536377"
"Much too small","2001","Rhineland-Palatinate,Saarland","Rural Area","6","","",""
"Much too small","2001","Baden-Württemberg","Urban Area","44","0.0158206054283788","0.0107841513983501","0.0208570594584074"
"Much too small","2001","Baden-Württemberg","Rural Area","4","","",""
"Much too small","2001","Bavaria","Urban Area","37","0.0201620899988583","0.0129425039473279","0.0273816760503887"
"Much too small","2001","Bavaria","Rural Area","15","","",""
"Much too small","2001","Berlin","Urban Area","27","","",""
"Much too small","2001","Berlin","Rural Area","","","",""
"Much too small","2001","Brandenburg","Urban Area","3","","",""
"Much too small","2001","Brandenburg","Rural Area","18","","",""
"Much too small","2001","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Much too small","2001","Mecklenburg-Western Pomerania","Rural Area","3","","",""
"Much too small","2001","Saxony","Urban Area","11","","",""
"Much too small","2001","Saxony","Rural Area","8","","",""
"Much too small","2001","Saxony-Anhalt","Urban Area","1","","",""
"Much too small","2001","Saxony-Anhalt","Rural Area","8","","",""
"Much too small","2001","Thuringia","Urban Area","2","","",""
"Much too small","2001","Thuringia","Rural Area","3","","",""
"A little too small","2001","Schleswig-Holstein","Urban Area","36","0.120177533507533","0.08202220857346","0.158332858441605"
"A little too small","2001","Schleswig-Holstein","Rural Area","38","0.111186640971288","0.0793267796038547","0.143046502338721"
"A little too small","2001","Hamburg","Urban Area","72","0.260903262562428","0.208717259361992","0.313089265762865"
"A little too small","2001","Hamburg","Rural Area","","","",""
"A little too small","2001","Lower Saxony","Urban Area","128","0.135253527111788","0.11342567795052","0.157081376273055"
"A little too small","2001","Lower Saxony","Rural Area","109","0.112246554977521","0.0917029270412602","0.132790182913782"
"A little too small","2001","Bremen","Urban Area","28","","",""
"A little too small","2001","Bremen","Rural Area","","","",""
"A little too small","2001","North Rhine-Westphalia","Urban Area","599","0.125740028108142","0.116088139405624","0.13539191681066"
"A little too small","2001","North Rhine-Westphalia","Rural Area","4","","",""
"A little too small","2001","Hesse","Urban Area","194","0.152089818522804","0.131660789402968","0.17251884764264"
"A little too small","2001","Hesse","Rural Area","32","0.0853352775618582","0.0537735976885797","0.116896957435137"
"A little too small","2001","Rhineland-Palatinate,Saarland","Urban Area","135","0.12172672077212","0.10171970995825","0.141733731585991"
"A little too small","2001","Rhineland-Palatinate,Saarland","Rural Area","40","0.121908102344765","0.0862274241749034","0.157588780514627"
"A little too small","2001","Baden-Württemberg","Urban Area","396","0.165025076418766","0.150042452503319","0.180007700334213"
"A little too small","2001","Baden-Württemberg","Rural Area","47","0.143118713125759","0.100220752239043","0.186016674012475"
"A little too small","2001","Bavaria","Urban Area","234","0.15726351261512","0.138564129126194","0.175962896104046"
"A little too small","2001","Bavaria","Rural Area","157","0.101926894300188","0.0869991278149406","0.116854660785435"
"A little too small","2001","Berlin","Urban Area","182","0.239794332178707","0.210133962088787","0.269454702268627"
"A little too small","2001","Berlin","Rural Area","","","",""
"A little too small","2001","Brandenburg","Urban Area","11","","",""
"A little too small","2001","Brandenburg","Rural Area","126","0.12693004191429","0.105047188832664","0.148812894995916"
"A little too small","2001","Mecklenburg-Western Pomerania","Urban Area","16","","",""
"A little too small","2001","Mecklenburg-Western Pomerania","Rural Area","43","0.0773750491255571","0.0525783582407298","0.102171740010384"
"A little too small","2001","Saxony","Urban Area","107","0.129201932333737","0.1058563489944","0.152547515673075"
"A little too small","2001","Saxony","Rural Area","99","0.110682223427425","0.0897137752997696","0.131650671555081"
"A little too small","2001","Saxony-Anhalt","Urban Area","43","0.163389626420015","0.117650792029917","0.209128460810114"
"A little too small","2001","Saxony-Anhalt","Rural Area","71","0.0842430014842534","0.0643516532168732","0.104134349751634"
"A little too small","2001","Thuringia","Urban Area","25","","",""
"A little too small","2001","Thuringia","Rural Area","83","0.0962186383155162","0.0742314163372499","0.118205860293783"
"Just right","2001","Schleswig-Holstein","Urban Area","230","0.839895664925703","0.796866768786302","0.882924561065103"
"Just right","2001","Schleswig-Holstein","Rural Area","293","0.76690881387576","0.724059183466035","0.809758444285486"
"Just right","2001","Hamburg","Urban Area","178","0.638283012548962","0.581180563539727","0.695385461558198"
"Just right","2001","Hamburg","Rural Area","","","",""
"Just right","2001","Lower Saxony","Urban Area","690","0.721595701539751","0.692988381040923","0.75020302203858"
"Just right","2001","Lower Saxony","Rural Area","644","0.697256426667415","0.66735594552817","0.72715690780666"
"Just right","2001","Bremen","Urban Area","109","0.663117462593278","0.589419746411317","0.736815178775239"
"Just right","2001","Bremen","Rural Area","","","",""
"Just right","2001","North Rhine-Westphalia","Urban Area","3411","0.746633485251512","0.733972031531607","0.759294938971417"
"Just right","2001","North Rhine-Westphalia","Rural Area","104","0.884458959092495","0.827023302401301","0.941894615783689"
"Just right","2001","Hesse","Urban Area","845","0.73009779688971","0.704844594155649","0.755350999623772"
"Just right","2001","Hesse","Rural Area","224","0.773200087694507","0.725892344384736","0.820507831004277"
"Just right","2001","Rhineland-Palatinate,Saarland","Urban Area","744","0.73468942726157","0.707674513578596","0.761704340944545"
"Just right","2001","Rhineland-Palatinate,Saarland","Rural Area","233","0.709154355884501","0.659626617243195","0.758682094525807"
"Just right","2001","Baden-Württemberg","Urban Area","1758","0.73885911229361","0.721129695671196","0.756588528916024"
"Just right","2001","Baden-Württemberg","Rural Area","188","0.766311852612485","0.714473735009489","0.818149970215481"
"Just right","2001","Bavaria","Urban Area","1100","0.755559046342648","0.733484662344285","0.777633430341011"
"Just right","2001","Bavaria","Rural Area","1245","0.782573056934952","0.762220746547714","0.802925367322189"
"Just right","2001","Berlin","Urban Area","539","0.664357908675979","0.631553605193776","0.697162212158181"
"Just right","2001","Berlin","Rural Area","","","",""
"Just right","2001","Brandenburg","Urban Area","52","0.769735047671168","0.670398720899015","0.86907137444332"
"Just right","2001","Brandenburg","Rural Area","675","0.762099213755856","0.734109342168942","0.790089085342769"
"Just right","2001","Mecklenburg-Western Pomerania","Urban Area","49","0.668427270761042","0.555700472581655","0.781154068940429"
"Just right","2001","Mecklenburg-Western Pomerania","Rural Area","363","0.814903568278173","0.778859583743833","0.850947552812513"
"Just right","2001","Saxony","Urban Area","611","0.756986261223429","0.727134434667273","0.786838087779584"
"Just right","2001","Saxony","Rural Area","694","0.795281165065027","0.768313824825538","0.822248505304517"
"Just right","2001","Saxony-Anhalt","Urban Area","193","0.770838522912797","0.718843264376806","0.822833781448788"
"Just right","2001","Saxony-Anhalt","Rural Area","577","0.765860624233264","0.735534334423435","0.796186914043094"
"Just right","2001","Thuringia","Urban Area","228","0.82084809441511","0.776011043048056","0.865685145782163"
"Just right","2001","Thuringia","Rural Area","545","0.806574766833703","0.777124587244248","0.836024946423158"
"A little too big","2001","Schleswig-Holstein","Urban Area","8","","",""
"A little too big","2001","Schleswig-Holstein","Rural Area","39","0.113987547192194","0.0817797585833247","0.146195335801063"
"A little too big","2001","Hamburg","Urban Area","11","","",""
"A little too big","2001","Hamburg","Rural Area","","","",""
"A little too big","2001","Lower Saxony","Urban Area","88","0.106776960046421","0.0870658546929972","0.126488065399845"
"A little too big","2001","Lower Saxony","Rural Area","132","0.167215266201907","0.142929669008884","0.191500863394929"
"A little too big","2001","Bremen","Urban Area","20","","",""
"A little too big","2001","Bremen","Rural Area","","","",""
"A little too big","2001","North Rhine-Westphalia","Urban Area","381","0.0925415978288249","0.0841055877205807","0.100977607937069"
"A little too big","2001","North Rhine-Westphalia","Rural Area","11","","",""
"A little too big","2001","Hesse","Urban Area","97","0.0818958810080658","0.0662967742948061","0.0974949877213256"
"A little too big","2001","Hesse","Rural Area","41","0.130274981522634","0.0922484832211894","0.168301479824079"
"A little too big","2001","Rhineland-Palatinate,Saarland","Urban Area","110","0.107573804361895","0.0886148740855643","0.126532734638226"
"A little too big","2001","Rhineland-Palatinate,Saarland","Rural Area","32","0.109135081956331","0.0751306951460159","0.143139468766645"
"A little too big","2001","Baden-Württemberg","Urban Area","147","0.0729138257348438","0.0624198226909063","0.0834078287787813"
"A little too big","2001","Baden-Württemberg","Rural Area","17","","",""
"A little too big","2001","Bavaria","Urban Area","81","0.0630460595283059","0.0505620095569792","0.0755301094996325"
"A little too big","2001","Bavaria","Rural Area","149","0.0964853112760852","0.0819175504886535","0.111053072063517"
"A little too big","2001","Berlin","Urban Area","45","0.0605018729929712","0.0439394479322752","0.0770642980536672"
"A little too big","2001","Berlin","Rural Area","","","",""
"A little too big","2001","Brandenburg","Urban Area","3","","",""
"A little too big","2001","Brandenburg","Rural Area","63","0.078144740179454","0.060501495570515","0.0957879847883931"
"A little too big","2001","Mecklenburg-Western Pomerania","Urban Area","","","",""
"A little too big","2001","Mecklenburg-Western Pomerania","Rural Area","34","0.0915855172522235","0.0648162743986231","0.118354760105824"
"A little too big","2001","Saxony","Urban Area","64","0.0942162347598665","0.073883928832396","0.114548540687337"
"A little too big","2001","Saxony","Rural Area","53","0.0655068790715706","0.0489708824744506","0.0820428756686906"
"A little too big","2001","Saxony-Anhalt","Urban Area","14","","",""
"A little too big","2001","Saxony-Anhalt","Rural Area","91","0.140347327911652","0.115471888267576","0.165222767555727"
"A little too big","2001","Thuringia","Urban Area","22","","",""
"A little too big","2001","Thuringia","Rural Area","56","0.0886195901892695","0.0674299403221186","0.10980924005642"
"Much too big","2001","Schleswig-Holstein","Urban Area","","","",""
"Much too big","2001","Schleswig-Holstein","Rural Area","1","","",""
"Much too big","2001","Hamburg","Urban Area","","","",""
"Much too big","2001","Hamburg","Rural Area","","","",""
"Much too big","2001","Lower Saxony","Urban Area","17","","",""
"Much too big","2001","Lower Saxony","Rural Area","16","","",""
"Much too big","2001","Bremen","Urban Area","1","","",""
"Much too big","2001","Bremen","Rural Area","","","",""
"Much too big","2001","North Rhine-Westphalia","Urban Area","34","0.00947179135361704","0.00665207958523258","0.0122915031220015"
"Much too big","2001","North Rhine-Westphalia","Rural Area","","","",""
"Much too big","2001","Hesse","Urban Area","5","","",""
"Much too big","2001","Hesse","Rural Area","4","","",""
"Much too big","2001","Rhineland-Palatinate,Saarland","Urban Area","4","","",""
"Much too big","2001","Rhineland-Palatinate,Saarland","Rural Area","12","","",""
"Much too big","2001","Baden-Württemberg","Urban Area","13","","",""
"Much too big","2001","Baden-Württemberg","Rural Area","","","",""
"Much too big","2001","Bavaria","Urban Area","4","","",""
"Much too big","2001","Bavaria","Rural Area","12","","",""
"Much too big","2001","Berlin","Urban Area","3","","",""
"Much too big","2001","Berlin","Rural Area","","","",""
"Much too big","2001","Brandenburg","Urban Area","","","",""
"Much too big","2001","Brandenburg","Rural Area","7","","",""
"Much too big","2001","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too big","2001","Mecklenburg-Western Pomerania","Rural Area","3","","",""
"Much too big","2001","Saxony","Urban Area","","","",""
"Much too big","2001","Saxony","Rural Area","6","","",""
"Much too big","2001","Saxony-Anhalt","Urban Area","","","",""
"Much too big","2001","Saxony-Anhalt","Rural Area","2","","",""
"Much too big","2001","Thuringia","Urban Area","4","","",""
"Much too big","2001","Thuringia","Rural Area","4","","",""
"Much too small","2002","Schleswig-Holstein","Urban Area","5","","",""
"Much too small","2002","Schleswig-Holstein","Rural Area","","","",""
"Much too small","2002","Hamburg","Urban Area","10","","",""
"Much too small","2002","Hamburg","Rural Area","","","",""
"Much too small","2002","Lower Saxony","Urban Area","17","","",""
"Much too small","2002","Lower Saxony","Rural Area","17","","",""
"Much too small","2002","Bremen","Urban Area","3","","",""
"Much too small","2002","Bremen","Rural Area","","","",""
"Much too small","2002","North Rhine-Westphalia","Urban Area","106","0.023743860446274","0.019422330545501","0.028065390347047"
"Much too small","2002","North Rhine-Westphalia","Rural Area","2","","",""
"Much too small","2002","Hesse","Urban Area","42","0.0378948386838986","0.0276637620456637","0.0481259153221334"
"Much too small","2002","Hesse","Rural Area","1","","",""
"Much too small","2002","Rhineland-Palatinate,Saarland","Urban Area","13","","",""
"Much too small","2002","Rhineland-Palatinate,Saarland","Rural Area","10","","",""
"Much too small","2002","Baden-Württemberg","Urban Area","72","0.0255321453045935","0.0194219439699433","0.0316423466392438"
"Much too small","2002","Baden-Württemberg","Rural Area","5","","",""
"Much too small","2002","Bavaria","Urban Area","38","0.0251573293413909","0.0175149174522897","0.032799741230492"
"Much too small","2002","Bavaria","Rural Area","29","","",""
"Much too small","2002","Berlin","Urban Area","26","","",""
"Much too small","2002","Berlin","Rural Area","","","",""
"Much too small","2002","Brandenburg","Urban Area","2","","",""
"Much too small","2002","Brandenburg","Rural Area","17","","",""
"Much too small","2002","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too small","2002","Mecklenburg-Western Pomerania","Rural Area","9","","",""
"Much too small","2002","Saxony","Urban Area","15","","",""
"Much too small","2002","Saxony","Rural Area","13","","",""
"Much too small","2002","Saxony-Anhalt","Urban Area","1","","",""
"Much too small","2002","Saxony-Anhalt","Rural Area","4","","",""
"Much too small","2002","Thuringia","Urban Area","","","",""
"Much too small","2002","Thuringia","Rural Area","4","","",""
"A little too small","2002","Schleswig-Holstein","Urban Area","59","0.175740663066537","0.133441091898955","0.218040234234119"
"A little too small","2002","Schleswig-Holstein","Rural Area","44","0.0977482369615755","0.0692104848063029","0.126285989116848"
"A little too small","2002","Hamburg","Urban Area","85","0.254260154941817","0.207207626078188","0.301312683805447"
"A little too small","2002","Hamburg","Rural Area","","","",""
"A little too small","2002","Lower Saxony","Urban Area","154","0.173548324920005","0.150283855768016","0.196812794071993"
"A little too small","2002","Lower Saxony","Rural Area","106","0.117952601578127","0.0976332363702983","0.138271966785956"
"A little too small","2002","Bremen","Urban Area","26","","",""
"A little too small","2002","Bremen","Rural Area","","","",""
"A little too small","2002","North Rhine-Westphalia","Urban Area","641","0.129492361722495","0.119962461873126","0.139022261571865"
"A little too small","2002","North Rhine-Westphalia","Rural Area","15","","",""
"A little too small","2002","Hesse","Urban Area","247","0.165676985050413","0.145755659274126","0.1855983108267"
"A little too small","2002","Hesse","Rural Area","42","0.123677208443587","0.086485876359182","0.160868540527992"
"A little too small","2002","Rhineland-Palatinate,Saarland","Urban Area","132","0.151681144474772","0.129774551597882","0.173587737351663"
"A little too small","2002","Rhineland-Palatinate,Saarland","Rural Area","32","0.0873916969935725","0.0572847280158672","0.117498665971278"
"A little too small","2002","Baden-Württemberg","Urban Area","402","0.171328911653663","0.156732888961785","0.185924934345541"
"A little too small","2002","Baden-Württemberg","Rural Area","48","0.157639767441684","0.113260510169457","0.202019024713911"
"A little too small","2002","Bavaria","Urban Area","296","0.190208967724776","0.171056140844421","0.209361794605132"
"A little too small","2002","Bavaria","Rural Area","177","0.0904823094457411","0.0766614036831545","0.104303215208328"
"A little too small","2002","Berlin","Urban Area","176","0.216835324578045","0.188783417723888","0.244887231432203"
"A little too small","2002","Berlin","Rural Area","","","",""
"A little too small","2002","Brandenburg","Urban Area","11","","",""
"A little too small","2002","Brandenburg","Rural Area","137","0.157332376618713","0.13358359022072","0.181081163016705"
"A little too small","2002","Mecklenburg-Western Pomerania","Urban Area","19","","",""
"A little too small","2002","Mecklenburg-Western Pomerania","Rural Area","53","0.110851001739848","0.0817144773721081","0.139987526107588"
"A little too small","2002","Saxony","Urban Area","101","0.123104088494652","0.100336692646004","0.1458714843433"
"A little too small","2002","Saxony","Rural Area","92","0.0845684800433712","0.065929231383289","0.103207728703453"
"A little too small","2002","Saxony-Anhalt","Urban Area","44","0.167716680412943","0.121587945420804","0.213845415405083"
"A little too small","2002","Saxony-Anhalt","Rural Area","64","0.0917851833680109","0.0706958707760752","0.112874495959947"
"A little too small","2002","Thuringia","Urban Area","24","","",""
"A little too small","2002","Thuringia","Rural Area","83","0.0880996153653848","0.0668115967814021","0.109387633949367"
"Just right","2002","Schleswig-Holstein","Urban Area","232","0.767589604246648","0.720647752905027","0.814531455588268"
"Just right","2002","Schleswig-Holstein","Rural Area","315","0.753945796905839","0.712556611217743","0.795334982593934"
"Just right","2002","Hamburg","Urban Area","215","0.632661410729003","0.580569643452678","0.684753178005327"
"Just right","2002","Hamburg","Rural Area","","","",""
"Just right","2002","Lower Saxony","Urban Area","720","0.648774763527683","0.619451383228841","0.678098143826524"
"Just right","2002","Lower Saxony","Rural Area","663","0.675655517468943","0.646165411481291","0.705145623456594"
"Just right","2002","Bremen","Urban Area","128","0.713896629733152","0.646551810396966","0.781241449069337"
"Just right","2002","Bremen","Rural Area","","","",""
"Just right","2002","North Rhine-Westphalia","Urban Area","3515","0.732164166682694","0.71959465104236","0.744733682323029"
"Just right","2002","North Rhine-Westphalia","Rural Area","78","0.717438441808629","0.636201054513942","0.798675829103316"
"Just right","2002","Hesse","Urban Area","885","0.673099608914984","0.647965272510812","0.698233945319156"
"Just right","2002","Hesse","Rural Area","207","0.721643547718741","0.671011340973526","0.772275754463955"
"Just right","2002","Rhineland-Palatinate,Saarland","Urban Area","738","0.696565012408321","0.668488501619976","0.724641523196666"
"Just right","2002","Rhineland-Palatinate,Saarland","Rural Area","238","0.696797551842148","0.647796048885934","0.745799054798363"
"Just right","2002","Baden-Württemberg","Urban Area","1827","0.700602770530103","0.682861369120814","0.718344171939392"
"Just right","2002","Baden-Württemberg","Rural Area","179","0.698704000404144","0.642825916352861","0.754582084455427"
"Just right","2002","Bavaria","Urban Area","1121","0.697987028591707","0.675580871252578","0.720393185930836"
"Just right","2002","Bavaria","Rural Area","1255","0.771611144513903","0.751386272041884","0.791836016985921"
"Just right","2002","Berlin","Urban Area","572","0.68578222189996","0.654182787183695","0.717381656616224"
"Just right","2002","Berlin","Rural Area","","","",""
"Just right","2002","Brandenburg","Urban Area","54","0.832173429906974","0.742688897770357","0.92165796204359"
"Just right","2002","Brandenburg","Rural Area","670","0.741542927360716","0.712988952361251","0.770096902360181"
"Just right","2002","Mecklenburg-Western Pomerania","Urban Area","53","0.780351364022447","0.685379270129764","0.87532345791513"
"Just right","2002","Mecklenburg-Western Pomerania","Rural Area","347","0.792349888172241","0.754705066271737","0.829994710072745"
"Just right","2002","Saxony","Urban Area","622","0.768511713140091","0.739284133434176","0.797739292846005"
"Just right","2002","Saxony","Rural Area","639","0.741692424087328","0.712370551512994","0.771014296661662"
"Just right","2002","Saxony-Anhalt","Urban Area","191","0.77403427220524","0.722398675127928","0.825669869282553"
"Just right","2002","Saxony-Anhalt","Rural Area","580","0.778717123356297","0.748395977511835","0.809038269200759"
"Just right","2002","Thuringia","Urban Area","249","0.869912309247236","0.831128093867906","0.908696524626566"
"Just right","2002","Thuringia","Rural Area","531","0.825151685939061","0.796623631454438","0.853679740423684"
"A little too big","2002","Schleswig-Holstein","Urban Area","14","","",""
"A little too big","2002","Schleswig-Holstein","Rural Area","49","0.117738000531523","0.0867667643039426","0.148709236759103"
"A little too big","2002","Hamburg","Urban Area","18","","",""
"A little too big","2002","Hamburg","Rural Area","","","",""
"A little too big","2002","Lower Saxony","Urban Area","107","0.136108475698115","0.115044206627367","0.157172744768863"
"A little too big","2002","Lower Saxony","Rural Area","162","0.165819019829982","0.142389805466845","0.189248234193118"
"A little too big","2002","Bremen","Urban Area","15","","",""
"A little too big","2002","Bremen","Rural Area","","","",""
"A little too big","2002","North Rhine-Westphalia","Urban Area","438","0.0997598607145858","0.0912536316976702","0.108266089731501"
"A little too big","2002","North Rhine-Westphalia","Rural Area","19","","",""
"A little too big","2002","Hesse","Urban Area","147","0.110827574137223","0.0940071500587668","0.127647998215679"
"A little too big","2002","Hesse","Rural Area","49","0.14566523001028","0.105812614100461","0.185517845920099"
"A little too big","2002","Rhineland-Palatinate,Saarland","Urban Area","135","0.12382232857328","0.103707096250576","0.143937560895985"
"A little too big","2002","Rhineland-Palatinate,Saarland","Rural Area","43","0.131491927457125","0.0954650836784201","0.16751877123583"
"A little too big","2002","Baden-Württemberg","Urban Area","238","0.0961114088858172","0.0846938559841093","0.107528961787525"
"A little too big","2002","Baden-Württemberg","Rural Area","27","","",""
"A little too big","2002","Bavaria","Urban Area","138","0.0778873710858792","0.0648089169099119","0.0909658252618465"
"A little too big","2002","Bavaria","Rural Area","178","0.109975694522357","0.0949027402343379","0.125048648810377"
"A little too big","2002","Berlin","Urban Area","45","0.0549759947732025","0.0394600296670782","0.0704919598793268"
"A little too big","2002","Berlin","Rural Area","","","",""
"A little too big","2002","Brandenburg","Urban Area","","","",""
"A little too big","2002","Brandenburg","Rural Area","74","0.0809050723247351","0.063119318546569","0.0986908261029011"
"A little too big","2002","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"A little too big","2002","Mecklenburg-Western Pomerania","Rural Area","34","0.0640804671858573","0.0413523870522472","0.0868085473194674"
"A little too big","2002","Saxony","Urban Area","54","0.0742928401629794","0.0561203940534338","0.092465286272525"
"A little too big","2002","Saxony","Rural Area","101","0.125775419750139","0.103561735062488","0.147989104437789"
"A little too big","2002","Saxony-Anhalt","Urban Area","16","","",""
"A little too big","2002","Saxony-Anhalt","Rural Area","71","0.116028761864071","0.0926358793833759","0.139421644344767"
"A little too big","2002","Thuringia","Urban Area","15","","",""
"A little too big","2002","Thuringia","Rural Area","61","0.0784491956233793","0.058254913289365","0.0986434779573936"
"Much too big","2002","Schleswig-Holstein","Urban Area","1","","",""
"Much too big","2002","Schleswig-Holstein","Rural Area","8","","",""
"Much too big","2002","Hamburg","Urban Area","1","","",""
"Much too big","2002","Hamburg","Rural Area","","","",""
"Much too big","2002","Lower Saxony","Urban Area","20","","",""
"Much too big","2002","Lower Saxony","Rural Area","20","","",""
"Much too big","2002","Bremen","Urban Area","1","","",""
"Much too big","2002","Bremen","Rural Area","","","",""
"Much too big","2002","North Rhine-Westphalia","Urban Area","68","0.0148397504339507","0.0114077549607315","0.01827174590717"
"Much too big","2002","North Rhine-Westphalia","Rural Area","4","","",""
"Much too big","2002","Hesse","Urban Area","17","","",""
"Much too big","2002","Hesse","Rural Area","2","","",""
"Much too big","2002","Rhineland-Palatinate,Saarland","Urban Area","12","","",""
"Much too big","2002","Rhineland-Palatinate,Saarland","Rural Area","15","","",""
"Much too big","2002","Baden-Württemberg","Urban Area","21","","",""
"Much too big","2002","Baden-Württemberg","Rural Area","","","",""
"Much too big","2002","Bavaria","Urban Area","20","","",""
"Much too big","2002","Bavaria","Rural Area","16","","",""
"Much too big","2002","Berlin","Urban Area","10","","",""
"Much too big","2002","Berlin","Rural Area","","","",""
"Much too big","2002","Brandenburg","Urban Area","","","",""
"Much too big","2002","Brandenburg","Rural Area","5","","",""
"Much too big","2002","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too big","2002","Mecklenburg-Western Pomerania","Rural Area","3","","",""
"Much too big","2002","Saxony","Urban Area","8","","",""
"Much too big","2002","Saxony","Rural Area","11","","",""
"Much too big","2002","Saxony-Anhalt","Urban Area","","","",""
"Much too big","2002","Saxony-Anhalt","Rural Area","1","","",""
"Much too big","2002","Thuringia","Urban Area","1","","",""
"Much too big","2002","Thuringia","Rural Area","2","","",""
"Much too small","2003","Schleswig-Holstein","Urban Area","5","","",""
"Much too small","2003","Schleswig-Holstein","Rural Area","1","","",""
"Much too small","2003","Hamburg","Urban Area","13","","",""
"Much too small","2003","Hamburg","Rural Area","","","",""
"Much too small","2003","Lower Saxony","Urban Area","17","","",""
"Much too small","2003","Lower Saxony","Rural Area","9","","",""
"Much too small","2003","Bremen","Urban Area","","","",""
"Much too small","2003","Bremen","Rural Area","","","",""
"Much too small","2003","North Rhine-Westphalia","Urban Area","90","0.0206986978758139","0.0165749467417496","0.0248224490098781"
"Much too small","2003","North Rhine-Westphalia","Rural Area","","","",""
"Much too small","2003","Hesse","Urban Area","28","","",""
"Much too small","2003","Hesse","Rural Area","2","","",""
"Much too small","2003","Rhineland-Palatinate,Saarland","Urban Area","16","","",""
"Much too small","2003","Rhineland-Palatinate,Saarland","Rural Area","8","","",""
"Much too small","2003","Baden-Württemberg","Urban Area","58","0.0236825124113756","0.0176931279461808","0.0296718968765705"
"Much too small","2003","Baden-Württemberg","Rural Area","2","","",""
"Much too small","2003","Bavaria","Urban Area","37","0.0239644692493581","0.0164041777378014","0.0315247607609147"
"Much too small","2003","Bavaria","Rural Area","16","","",""
"Much too small","2003","Berlin","Urban Area","20","","",""
"Much too small","2003","Berlin","Rural Area","","","",""
"Much too small","2003","Brandenburg","Urban Area","","","",""
"Much too small","2003","Brandenburg","Rural Area","15","","",""
"Much too small","2003","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too small","2003","Mecklenburg-Western Pomerania","Rural Area","5","","",""
"Much too small","2003","Saxony","Urban Area","10","","",""
"Much too small","2003","Saxony","Rural Area","7","","",""
"Much too small","2003","Saxony-Anhalt","Urban Area","5","","",""
"Much too small","2003","Saxony-Anhalt","Rural Area","4","","",""
"Much too small","2003","Thuringia","Urban Area","2","","",""
"Much too small","2003","Thuringia","Rural Area","6","","",""
