"hlf0071_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"5","1984","college entrance qualification","inadequately","","","",""
"5","1984","college entrance qualification","general elemantary","","","",""
"5","1984","college entrance qualification","middle vocational","7","","",""
"5","1984","college entrance qualification","vocational + Abi","1","","",""
"5","1984","college entrance qualification","higher vocational","3","","",""
"5","1984","college entrance qualification","higher education","11","","",""
"5","1984","Other degree","in school","","","",""
"5","1984","Other degree","inadequately","","","",""
"5","1984","Other degree","general elemantary","1","","",""
"5","1984","Other degree","middle vocational","2","","",""
"5","1984","Other degree","vocational + Abi","","","",""
"5","1984","Other degree","higher vocational","","","",""
"5","1984","Other degree","higher education","","","",""
"5","1984","no degree/no degree yet","in school","1","","",""
"5","1984","no degree/no degree yet","inadequately","2","","",""
"5","1984","no degree/no degree yet","general elemantary","","","",""
"5","1984","no degree/no degree yet","middle vocational","","","",""
"5","1984","no degree/no degree yet","vocational + Abi","","","",""
"5","1984","no degree/no degree yet","higher vocational","","","",""
"5","1984","no degree/no degree yet","higher education","","","",""
"1","1985","lower secondary degree","in school","","","",""
"1","1985","lower secondary degree","inadequately","","","",""
"1","1985","lower secondary degree","general elemantary","66","0.0222829185759686","0.015799484503759","0.0287663526481783"
"1","1985","lower secondary degree","middle vocational","82","0.0208739312420579","0.0158980340229199","0.0258498284611959"
"1","1985","lower secondary degree","vocational + Abi","1","","",""
"1","1985","lower secondary degree","higher vocational","6","","",""
"1","1985","lower secondary degree","higher education","","","",""
"1","1985","secondary school degree","in school","","","",""
"1","1985","secondary school degree","inadequately","","","",""
"1","1985","secondary school degree","general elemantary","12","","",""
"1","1985","secondary school degree","middle vocational","22","","",""
"1","1985","secondary school degree","vocational + Abi","","","",""
"1","1985","secondary school degree","higher vocational","5","","",""
"1","1985","secondary school degree","higher education","4","","",""
"1","1985","college entrance qualification","in school","","","",""
"1","1985","college entrance qualification","inadequately","","","",""
"1","1985","college entrance qualification","general elemantary","","","",""
"1","1985","college entrance qualification","middle vocational","4","","",""
"1","1985","college entrance qualification","vocational + Abi","11","","",""
"1","1985","college entrance qualification","higher vocational","3","","",""
"1","1985","college entrance qualification","higher education","16","","",""
"1","1985","Other degree","in school","","","",""
"1","1985","Other degree","inadequately","2","","",""
"1","1985","Other degree","general elemantary","51","0.0818620041162953","0.0597777668600605","0.10394624137253"
"1","1985","Other degree","middle vocational","31","0.0652507123106725","0.0424577894850569","0.0880436351362882"
"1","1985","Other degree","vocational + Abi","9","","",""
"1","1985","Other degree","higher vocational","","","",""
"1","1985","Other degree","higher education","6","","",""
"1","1985","no degree/no degree yet","in school","5","","",""
"1","1985","no degree/no degree yet","inadequately","53","0.0643322433142955","0.0474049896067575","0.0812594970218336"
"1","1985","no degree/no degree yet","general elemantary","","","",""
"1","1985","no degree/no degree yet","middle vocational","8","","",""
"1","1985","no degree/no degree yet","vocational + Abi","","","",""
"1","1985","no degree/no degree yet","higher vocational","","","",""
"1","1985","no degree/no degree yet","higher education","1","","",""
"2","1985","lower secondary degree","in school","","","",""
"2","1985","lower secondary degree","inadequately","","","",""
"2","1985","lower secondary degree","general elemantary","207","0.0830554710619267","0.0709336431100272","0.0951772990138261"
"2","1985","lower secondary degree","middle vocational","405","0.113086326553288","0.102063430965886","0.12410922214069"
"2","1985","lower secondary degree","vocational + Abi","","","",""
"2","1985","lower secondary degree","higher vocational","32","0.109349991175875","0.0725988253050597","0.146101157046691"
"2","1985","lower secondary degree","higher education","3","","",""
"2","1985","secondary school degree","in school","","","",""
"2","1985","secondary school degree","inadequately","","","",""
"2","1985","secondary school degree","general elemantary","72","0.138680134158947","0.10750082772652","0.169859440591375"
"2","1985","secondary school degree","middle vocational","160","0.128329412687947","0.108931529561692","0.147727295814203"
"2","1985","secondary school degree","vocational + Abi","1","","",""
"2","1985","secondary school degree","higher vocational","31","0.13960431274262","0.0914516749463604","0.18775695053888"
"2","1985","secondary school degree","higher education","6","","",""
"2","1985","college entrance qualification","in school","","","",""
"2","1985","college entrance qualification","inadequately","","","",""
"2","1985","college entrance qualification","general elemantary","","","",""
"2","1985","college entrance qualification","middle vocational","61","0.195124541712375","0.149978203973333","0.240270879451418"
"2","1985","college entrance qualification","vocational + Abi","27","","",""
"2","1985","college entrance qualification","higher vocational","23","","",""
"2","1985","college entrance qualification","higher education","95","0.13943649830109","0.111969754212216","0.166903242389963"
"2","1985","Other degree","in school","","","",""
"2","1985","Other degree","inadequately","8","","",""
"2","1985","Other degree","general elemantary","134","0.234307960611338","0.200188054642838","0.268427866579839"
"2","1985","Other degree","middle vocational","95","0.188911107958408","0.152784865317958","0.225037350598858"
"2","1985","Other degree","vocational + Abi","25","","",""
"2","1985","Other degree","higher vocational","3","","",""
"2","1985","Other degree","higher education","14","","",""
"2","1985","no degree/no degree yet","in school","24","","",""
"2","1985","no degree/no degree yet","inadequately","171","0.190092874110673","0.163021403280572","0.217164344940775"
"2","1985","no degree/no degree yet","general elemantary","","","",""
"2","1985","no degree/no degree yet","middle vocational","21","","",""
"2","1985","no degree/no degree yet","vocational + Abi","","","",""
"2","1985","no degree/no degree yet","higher vocational","1","","",""
"2","1985","no degree/no degree yet","higher education","","","",""
"3","1985","lower secondary degree","in school","","","",""
"3","1985","lower secondary degree","inadequately","","","",""
"3","1985","lower secondary degree","general elemantary","1577","0.810311260802749","0.793090228827758","0.82753229277774"
"3","1985","lower secondary degree","middle vocational","2476","0.794705222842456","0.780646626740392","0.80876381894452"
"3","1985","lower secondary degree","vocational + Abi","3","","",""
"3","1985","lower secondary degree","higher vocational","215","0.780341163683656","0.731585530132719","0.829096797234593"
"3","1985","lower secondary degree","higher education","18","","",""
"3","1985","secondary school degree","in school","","","",""
"3","1985","secondary school degree","inadequately","","","",""
"3","1985","secondary school degree","general elemantary","357","0.763895800523146","0.725582813824786","0.802208787221506"
"3","1985","secondary school degree","middle vocational","845","0.750198575338563","0.725091240641047","0.77530591003608"
"3","1985","secondary school degree","vocational + Abi","","","",""
"3","1985","secondary school degree","higher vocational","145","0.749864041121562","0.689691149593786","0.810036932649339"
"3","1985","secondary school degree","higher education","45","0.722972820245311","0.611575582523973","0.834370057966648"
"3","1985","college entrance qualification","in school","","","",""
"3","1985","college entrance qualification","inadequately","","","",""
"3","1985","college entrance qualification","general elemantary","","","",""
"3","1985","college entrance qualification","middle vocational","206","0.709012729844251","0.657267985329999","0.760757474358503"
"3","1985","college entrance qualification","vocational + Abi","136","0.732510297154705","0.668896397408738","0.796124196900672"
"3","1985","college entrance qualification","higher vocational","91","0.705478461821998","0.627421282625611","0.783535641018386"
"3","1985","college entrance qualification","higher education","446","0.7348924164935","0.699893834857158","0.769890998129843"
"3","1985","Other degree","in school","","","",""
"3","1985","Other degree","inadequately","17","","",""
"3","1985","Other degree","general elemantary","393","0.651729549525976","0.613351821772588","0.690107277279363"
"3","1985","Other degree","middle vocational","311","0.682132081582397","0.639156931033209","0.725107232131586"
"3","1985","Other degree","vocational + Abi","50","0.599749037001861","0.494973614593765","0.704524459409956"
"3","1985","Other degree","higher vocational","4","","",""
"3","1985","Other degree","higher education","32","0.586483714968685","0.453901752318052","0.719065677619319"
"3","1985","no degree/no degree yet","in school","149","0.823282872765011","0.768467107608024","0.878098637921998"
"3","1985","no degree/no degree yet","inadequately","568","0.722966540880657","0.692089438679108","0.753843643082206"
"3","1985","no degree/no degree yet","general elemantary","","","",""
"3","1985","no degree/no degree yet","middle vocational","60","0.576368903955991","0.475941831363755","0.676795976548228"
"3","1985","no degree/no degree yet","vocational + Abi","","","",""
"3","1985","no degree/no degree yet","higher vocational","2","","",""
"3","1985","no degree/no degree yet","higher education","1","","",""
"4","1985","lower secondary degree","in school","","","",""
"4","1985","lower secondary degree","inadequately","","","",""
"4","1985","lower secondary degree","general elemantary","120","0.0711793481877212","0.0598851502191642","0.0824735461562782"
"4","1985","lower secondary degree","middle vocational","194","0.0663194226765361","0.0576583935168601","0.0749804518362121"
"4","1985","lower secondary degree","vocational + Abi","","","",""
"4","1985","lower secondary degree","higher vocational","21","","",""
"4","1985","lower secondary degree","higher education","2","","",""
"4","1985","secondary school degree","in school","","","",""
"4","1985","secondary school degree","inadequately","","","",""
"4","1985","secondary school degree","general elemantary","25","","",""
"4","1985","secondary school degree","middle vocational","106","0.0974124800064424","0.0802149133563998","0.114610046656485"
"4","1985","secondary school degree","vocational + Abi","","","",""
"4","1985","secondary school degree","higher vocational","14","","",""
"4","1985","secondary school degree","higher education","7","","",""
"4","1985","college entrance qualification","in school","","","",""
"4","1985","college entrance qualification","inadequately","","","",""
"4","1985","college entrance qualification","general elemantary","","","",""
"4","1985","college entrance qualification","middle vocational","22","","",""
"4","1985","college entrance qualification","vocational + Abi","11","","",""
"4","1985","college entrance qualification","higher vocational","14","","",""
"4","1985","college entrance qualification","higher education","47","0.0841137398018418","0.0621056814327245","0.106121798170959"
"4","1985","Other degree","in school","","","",""
"4","1985","Other degree","inadequately","2","","",""
"4","1985","Other degree","general elemantary","9","","",""
"4","1985","Other degree","middle vocational","13","","",""
"4","1985","Other degree","vocational + Abi","","","",""
"4","1985","Other degree","higher vocational","","","",""
"4","1985","Other degree","higher education","1","","",""
"4","1985","no degree/no degree yet","in school","6","","",""
"4","1985","no degree/no degree yet","inadequately","12","","",""
"4","1985","no degree/no degree yet","general elemantary","","","",""
"4","1985","no degree/no degree yet","middle vocational","3","","",""
"4","1985","no degree/no degree yet","vocational + Abi","","","",""
"4","1985","no degree/no degree yet","higher vocational","","","",""
"4","1985","no degree/no degree yet","higher education","","","",""
"5","1985","lower secondary degree","in school","","","",""
"5","1985","lower secondary degree","inadequately","","","",""
"5","1985","lower secondary degree","general elemantary","21","","",""
"5","1985","lower secondary degree","middle vocational","14","","",""
"5","1985","lower secondary degree","vocational + Abi","","","",""
"5","1985","lower secondary degree","higher vocational","3","","",""
"5","1985","lower secondary degree","higher education","","","",""
"5","1985","secondary school degree","in school","","","",""
"5","1985","secondary school degree","inadequately","","","",""
"5","1985","secondary school degree","general elemantary","6","","",""
"5","1985","secondary school degree","middle vocational","9","","",""
"5","1985","secondary school degree","vocational + Abi","","","",""
"5","1985","secondary school degree","higher vocational","4","","",""
"5","1985","secondary school degree","higher education","","","",""
"5","1985","college entrance qualification","in school","","","",""
"5","1985","college entrance qualification","inadequately","","","",""
"5","1985","college entrance qualification","general elemantary","","","",""
"5","1985","college entrance qualification","middle vocational","3","","",""
"5","1985","college entrance qualification","vocational + Abi","1","","",""
"5","1985","college entrance qualification","higher vocational","","","",""
"5","1985","college entrance qualification","higher education","7","","",""
"5","1985","Other degree","in school","","","",""
"5","1985","Other degree","inadequately","","","",""
"5","1985","Other degree","general elemantary","5","","",""
"5","1985","Other degree","middle vocational","1","","",""
"5","1985","Other degree","vocational + Abi","","","",""
"5","1985","Other degree","higher vocational","","","",""
"5","1985","Other degree","higher education","","","",""
"5","1985","no degree/no degree yet","in school","2","","",""
"5","1985","no degree/no degree yet","inadequately","3","","",""
"5","1985","no degree/no degree yet","general elemantary","","","",""
"5","1985","no degree/no degree yet","middle vocational","1","","",""
"5","1985","no degree/no degree yet","vocational + Abi","","","",""
"5","1985","no degree/no degree yet","higher vocational","","","",""
"5","1985","no degree/no degree yet","higher education","","","",""
"1","1986","lower secondary degree","in school","","","",""
"1","1986","lower secondary degree","inadequately","","","",""
"1","1986","lower secondary degree","general elemantary","15","","",""
"1","1986","lower secondary degree","middle vocational","8","","",""
"1","1986","lower secondary degree","vocational + Abi","","","",""
"1","1986","lower secondary degree","higher vocational","","","",""
"1","1986","lower secondary degree","higher education","","","",""
"1","1986","secondary school degree","in school","","","",""
"1","1986","secondary school degree","inadequately","","","",""
"1","1986","secondary school degree","general elemantary","1","","",""
"1","1986","secondary school degree","middle vocational","2","","",""
"1","1986","secondary school degree","vocational + Abi","","","",""
"1","1986","secondary school degree","higher vocational","","","",""
"1","1986","secondary school degree","higher education","","","",""
"1","1986","college entrance qualification","in school","","","",""
"1","1986","college entrance qualification","inadequately","","","",""
"1","1986","college entrance qualification","general elemantary","","","",""
"1","1986","college entrance qualification","middle vocational","1","","",""
"1","1986","college entrance qualification","vocational + Abi","","","",""
"1","1986","college entrance qualification","higher vocational","2","","",""
"1","1986","college entrance qualification","higher education","4","","",""
"1","1986","Other degree","in school","","","",""
"1","1986","Other degree","inadequately","1","","",""
"1","1986","Other degree","general elemantary","4","","",""
"1","1986","Other degree","middle vocational","2","","",""
"1","1986","Other degree","vocational + Abi","2","","",""
"1","1986","Other degree","higher vocational","","","",""
"1","1986","Other degree","higher education","","","",""
"1","1986","no degree/no degree yet","in school","","","",""
"1","1986","no degree/no degree yet","inadequately","6","","",""
"1","1986","no degree/no degree yet","general elemantary","","","",""
"1","1986","no degree/no degree yet","middle vocational","","","",""
"1","1986","no degree/no degree yet","vocational + Abi","","","",""
"1","1986","no degree/no degree yet","higher vocational","","","",""
"1","1986","no degree/no degree yet","higher education","","","",""
"2","1986","lower secondary degree","in school","","","",""
"2","1986","lower secondary degree","inadequately","","","",""
"2","1986","lower secondary degree","general elemantary","22","","",""
"2","1986","lower secondary degree","middle vocational","37","0.106326724201576","0.072499734435071","0.140153713968082"
"2","1986","lower secondary degree","vocational + Abi","1","","",""
"2","1986","lower secondary degree","higher vocational","2","","",""
"2","1986","lower secondary degree","higher education","","","",""
"2","1986","secondary school degree","in school","","","",""
"2","1986","secondary school degree","inadequately","","","",""
"2","1986","secondary school degree","general elemantary","9","","",""
"2","1986","secondary school degree","middle vocational","18","","",""
"2","1986","secondary school degree","vocational + Abi","","","",""
"2","1986","secondary school degree","higher vocational","2","","",""
"2","1986","secondary school degree","higher education","2","","",""
"2","1986","college entrance qualification","in school","","","",""
"2","1986","college entrance qualification","inadequately","","","",""
"2","1986","college entrance qualification","general elemantary","","","",""
"2","1986","college entrance qualification","middle vocational","13","","",""
"2","1986","college entrance qualification","vocational + Abi","1","","",""
"2","1986","college entrance qualification","higher vocational","2","","",""
"2","1986","college entrance qualification","higher education","22","","",""
"2","1986","Other degree","in school","","","",""
"2","1986","Other degree","inadequately","","","",""
"2","1986","Other degree","general elemantary","14","","",""
"2","1986","Other degree","middle vocational","12","","",""
"2","1986","Other degree","vocational + Abi","","","",""
"2","1986","Other degree","higher vocational","","","",""
"2","1986","Other degree","higher education","3","","",""
"2","1986","no degree/no degree yet","in school","1","","",""
"2","1986","no degree/no degree yet","inadequately","14","","",""
"2","1986","no degree/no degree yet","general elemantary","","","",""
"2","1986","no degree/no degree yet","middle vocational","3","","",""
"2","1986","no degree/no degree yet","vocational + Abi","","","",""
"2","1986","no degree/no degree yet","higher vocational","","","",""
"2","1986","no degree/no degree yet","higher education","","","",""
"3","1986","lower secondary degree","in school","","","",""
"3","1986","lower secondary degree","inadequately","","","",""
"3","1986","lower secondary degree","general elemantary","142","0.763925905324617","0.703059581397763","0.824792229251471"
"3","1986","lower secondary degree","middle vocational","250","0.784250751088077","0.73911144615819","0.829390056017965"
"3","1986","lower secondary degree","vocational + Abi","","","",""
"3","1986","lower secondary degree","higher vocational","15","","",""
"3","1986","lower secondary degree","higher education","2","","",""
"3","1986","secondary school degree","in school","","","",""
"3","1986","secondary school degree","inadequately","","","",""
"3","1986","secondary school degree","general elemantary","40","0.790807396173475","0.67917981171255","0.9024349806344"
"3","1986","secondary school degree","middle vocational","117","0.780270078088494","0.713785329023969","0.84675482715302"
"3","1986","secondary school degree","vocational + Abi","2","","",""
"3","1986","secondary school degree","higher vocational","18","","",""
"3","1986","secondary school degree","higher education","3","","",""
"3","1986","college entrance qualification","in school","","","",""
"3","1986","college entrance qualification","inadequately","","","",""
"3","1986","college entrance qualification","general elemantary","","","",""
"3","1986","college entrance qualification","middle vocational","28","","",""
"3","1986","college entrance qualification","vocational + Abi","19","","",""
"3","1986","college entrance qualification","higher vocational","19","","",""
"3","1986","college entrance qualification","higher education","59","0.60544398016631","0.506109977345116","0.704777982987504"
"3","1986","Other degree","in school","","","",""
"3","1986","Other degree","inadequately","5","","",""
"3","1986","Other degree","general elemantary","60","0.737795910632803","0.641415016769172","0.834176804496435"
"3","1986","Other degree","middle vocational","46","0.692625605908693","0.579583245221591","0.805667966595795"
"3","1986","Other degree","vocational + Abi","6","","",""
"3","1986","Other degree","higher vocational","1","","",""
"3","1986","Other degree","higher education","7","","",""
"3","1986","no degree/no degree yet","in school","8","","",""
"3","1986","no degree/no degree yet","inadequately","71","0.838992613474325","0.764294680257091","0.913690546691558"
"3","1986","no degree/no degree yet","general elemantary","","","",""
"3","1986","no degree/no degree yet","middle vocational","12","","",""
"3","1986","no degree/no degree yet","vocational + Abi","","","",""
"3","1986","no degree/no degree yet","higher vocational","","","",""
"3","1986","no degree/no degree yet","higher education","","","",""
"4","1986","lower secondary degree","in school","","","",""
"4","1986","lower secondary degree","inadequately","","","",""
"4","1986","lower secondary degree","general elemantary","7","","",""
"4","1986","lower secondary degree","middle vocational","23","","",""
"4","1986","lower secondary degree","vocational + Abi","","","",""
"4","1986","lower secondary degree","higher vocational","3","","",""
"4","1986","lower secondary degree","higher education","","","",""
"4","1986","secondary school degree","in school","","","",""
"4","1986","secondary school degree","inadequately","","","",""
"4","1986","secondary school degree","general elemantary","1","","",""
"4","1986","secondary school degree","middle vocational","11","","",""
"4","1986","secondary school degree","vocational + Abi","","","",""
"4","1986","secondary school degree","higher vocational","2","","",""
"4","1986","secondary school degree","higher education","3","","",""
"4","1986","college entrance qualification","in school","","","",""
"4","1986","college entrance qualification","inadequately","","","",""
"4","1986","college entrance qualification","general elemantary","","","",""
"4","1986","college entrance qualification","middle vocational","1","","",""
"4","1986","college entrance qualification","vocational + Abi","2","","",""
"4","1986","college entrance qualification","higher vocational","","","",""
"4","1986","college entrance qualification","higher education","8","","",""
"4","1986","Other degree","in school","","","",""
"4","1986","Other degree","inadequately","1","","",""
"4","1986","Other degree","general elemantary","2","","",""
"4","1986","Other degree","middle vocational","4","","",""
"4","1986","Other degree","vocational + Abi","1","","",""
"4","1986","Other degree","higher vocational","","","",""
"4","1986","Other degree","higher education","","","",""
"4","1986","no degree/no degree yet","in school","1","","",""
"4","1986","no degree/no degree yet","inadequately","2","","",""
"4","1986","no degree/no degree yet","general elemantary","","","",""
"4","1986","no degree/no degree yet","middle vocational","2","","",""
