"hlf0071_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"1","1984","lower secondary degree","in school","","","",""
"1","1984","lower secondary degree","inadequately","","","",""
"1","1984","lower secondary degree","general elemantary","63","0.0198490933687166","0.0141023391364119","0.0255958476010213"
"1","1984","lower secondary degree","middle vocational","90","0.0211954111855273","0.0164439229338112","0.0259468994372434"
"1","1984","lower secondary degree","vocational + Abi","","","",""
"1","1984","lower secondary degree","higher vocational","5","","",""
"1","1984","lower secondary degree","higher education","1","","",""
"1","1984","secondary school degree","in school","","","",""
"1","1984","secondary school degree","inadequately","","","",""
"1","1984","secondary school degree","general elemantary","14","","",""
"1","1984","secondary school degree","middle vocational","16","","",""
"1","1984","secondary school degree","vocational + Abi","","","",""
"1","1984","secondary school degree","higher vocational","5","","",""
"1","1984","secondary school degree","higher education","1","","",""
"1","1984","college entrance qualification","in school","","","",""
"1","1984","college entrance qualification","inadequately","","","",""
"1","1984","college entrance qualification","general elemantary","","","",""
"1","1984","college entrance qualification","middle vocational","19","","",""
"1","1984","college entrance qualification","vocational + Abi","8","","",""
"1","1984","college entrance qualification","higher vocational","4","","",""
"1","1984","college entrance qualification","higher education","16","","",""
"1","1984","Other degree","in school","","","",""
"1","1984","Other degree","inadequately","3","","",""
"1","1984","Other degree","general elemantary","71","0.1193699055581","0.0958017784283472","0.142938032687852"
"1","1984","Other degree","middle vocational","37","0.0551081598165898","0.0356993084428709","0.0745170111903087"
"1","1984","Other degree","vocational + Abi","14","","",""
"1","1984","Other degree","higher vocational","1","","",""
"1","1984","Other degree","higher education","5","","",""
"1","1984","no degree/no degree yet","in school","6","","",""
"1","1984","no degree/no degree yet","inadequately","90","0.0839786838506175","0.066736502018015","0.10122086568322"
"1","1984","no degree/no degree yet","general elemantary","","","",""
"1","1984","no degree/no degree yet","middle vocational","10","","",""
"1","1984","no degree/no degree yet","vocational + Abi","","","",""
"1","1984","no degree/no degree yet","higher vocational","","","",""
"1","1984","no degree/no degree yet","higher education","","","",""
"2","1984","lower secondary degree","in school","","","",""
"2","1984","lower secondary degree","inadequately","","","",""
"2","1984","lower secondary degree","general elemantary","271","0.0985942247468572","0.0863115848208318","0.110876864672883"
"2","1984","lower secondary degree","middle vocational","487","0.12344697676698","0.112595469550961","0.134298483982998"
"2","1984","lower secondary degree","vocational + Abi","","","",""
"2","1984","lower secondary degree","higher vocational","37","0.1229198627503","0.085577607979189","0.160262117521412"
"2","1984","lower secondary degree","higher education","6","","",""
"2","1984","secondary school degree","in school","","","",""
"2","1984","secondary school degree","inadequately","","","",""
"2","1984","secondary school degree","general elemantary","70","0.127630568160944","0.0976861090747095","0.157575027247178"
"2","1984","secondary school degree","middle vocational","190","0.143112175106158","0.123307083084423","0.162917267127893"
"2","1984","secondary school degree","vocational + Abi","","","",""
"2","1984","secondary school degree","higher vocational","42","0.192968841534409","0.139721784478493","0.246215898590326"
"2","1984","secondary school degree","higher education","8","","",""
"2","1984","college entrance qualification","in school","","","",""
"2","1984","college entrance qualification","inadequately","","","",""
"2","1984","college entrance qualification","general elemantary","","","",""
"2","1984","college entrance qualification","middle vocational","66","0.210020265116806","0.164967459284704","0.255073070948908"
"2","1984","college entrance qualification","vocational + Abi","32","0.130107356268296","0.0835986972653724","0.176616015271219"
"2","1984","college entrance qualification","higher vocational","25","","",""
"2","1984","college entrance qualification","higher education","112","0.158318607022558","0.12999310636296","0.186644107682157"
"2","1984","Other degree","in school","","","",""
"2","1984","Other degree","inadequately","4","","",""
"2","1984","Other degree","general elemantary","180","0.218825108817468","0.188771017618782","0.248879200016154"
"2","1984","Other degree","middle vocational","127","0.218789092468713","0.183625129573808","0.253953055363617"
"2","1984","Other degree","vocational + Abi","25","","",""
"2","1984","Other degree","higher vocational","1","","",""
"2","1984","Other degree","higher education","15","","",""
"2","1984","no degree/no degree yet","in school","33","0.172132180760008","0.118027003558173","0.226237357961842"
"2","1984","no degree/no degree yet","inadequately","207","0.193252352964993","0.168706046749878","0.217798659180109"
"2","1984","no degree/no degree yet","general elemantary","","","",""
"2","1984","no degree/no degree yet","middle vocational","32","0.193846767141119","0.122521210678352","0.265172323603885"
"2","1984","no degree/no degree yet","vocational + Abi","","","",""
"2","1984","no degree/no degree yet","higher vocational","1","","",""
"2","1984","no degree/no degree yet","higher education","1","","",""
"3","1984","lower secondary degree","in school","","","",""
"3","1984","lower secondary degree","inadequately","","","",""
"3","1984","lower secondary degree","general elemantary","1766","0.798927684605812","0.782414315479902","0.815441053731721"
"3","1984","lower secondary degree","middle vocational","2725","0.785955980607145","0.772425556841614","0.799486404372676"
"3","1984","lower secondary degree","vocational + Abi","6","","",""
"3","1984","lower secondary degree","higher vocational","224","0.75318488362248","0.704149842779066","0.802219924465894"
"3","1984","lower secondary degree","higher education","15","","",""
"3","1984","secondary school degree","in school","","","",""
"3","1984","secondary school degree","inadequately","","","",""
"3","1984","secondary school degree","general elemantary","354","0.752931917426431","0.714226203918715","0.791637630934147"
"3","1984","secondary school degree","middle vocational","909","0.761374869169959","0.737268381055878","0.785481357284041"
"3","1984","secondary school degree","vocational + Abi","2","","",""
"3","1984","secondary school degree","higher vocational","144","0.685753253375753","0.623116938770267","0.748389567981238"
"3","1984","secondary school degree","higher education","47","0.702803441227171","0.594177772636344","0.811429109817999"
"3","1984","college entrance qualification","in school","","","",""
"3","1984","college entrance qualification","inadequately","","","",""
"3","1984","college entrance qualification","general elemantary","","","",""
"3","1984","college entrance qualification","middle vocational","207","0.674500255899029","0.622674021836751","0.726326489961307"
"3","1984","college entrance qualification","vocational + Abi","139","0.714020338771547","0.651550134309357","0.776490543233737"
"3","1984","college entrance qualification","higher vocational","98","0.704907559141895","0.629358475778599","0.780456642505191"
"3","1984","college entrance qualification","higher education","468","0.742219551805935","0.708278215719884","0.776160887891985"
"3","1984","Other degree","in school","","","",""
"3","1984","Other degree","inadequately","16","","",""
"3","1984","Other degree","general elemantary","460","0.635329898224057","0.60034097225599","0.670318824192124"
"3","1984","Other degree","middle vocational","352","0.685805177038803","0.646323033552074","0.725287320525532"
"3","1984","Other degree","vocational + Abi","63","0.582912969699265","0.487689351232504","0.678136588166026"
"3","1984","Other degree","higher vocational","5","","",""
"3","1984","Other degree","higher education","39","0.650202877124559","0.528512946036768","0.77189280821235"
"3","1984","no degree/no degree yet","in school","140","0.744707199692644","0.682213052266823","0.807201347118465"
"3","1984","no degree/no degree yet","inadequately","666","0.653747086222121","0.624169924205438","0.683324248238804"
"3","1984","no degree/no degree yet","general elemantary","","","",""
"3","1984","no degree/no degree yet","middle vocational","72","0.525808438195507","0.435714043082231","0.615902833308783"
"3","1984","no degree/no degree yet","vocational + Abi","","","",""
"3","1984","no degree/no degree yet","higher vocational","1","","",""
"3","1984","no degree/no degree yet","higher education","","","",""
"4","1984","lower secondary degree","in school","","","",""
"4","1984","lower secondary degree","inadequately","","","",""
"4","1984","lower secondary degree","general elemantary","145","0.0730129824735452","0.0622942684381412","0.0837316965089493"
"4","1984","lower secondary degree","middle vocational","209","0.0633590230610337","0.0553228079870694","0.071395238134998"
"4","1984","lower secondary degree","vocational + Abi","","","",""
"4","1984","lower secondary degree","higher vocational","26","","",""
"4","1984","lower secondary degree","higher education","4","","",""
"4","1984","secondary school degree","in school","","","",""
"4","1984","secondary school degree","inadequately","","","",""
"4","1984","secondary school degree","general elemantary","36","0.0805256105140469","0.0561067309354801","0.104944490092614"
"4","1984","secondary school degree","middle vocational","69","0.0659564895282049","0.0519190173873272","0.0799939616690826"
"4","1984","secondary school degree","vocational + Abi","","","",""
"4","1984","secondary school degree","higher vocational","18","","",""
"4","1984","secondary school degree","higher education","12","","",""
"4","1984","college entrance qualification","in school","","","",""
"4","1984","college entrance qualification","inadequately","","","",""
"4","1984","college entrance qualification","general elemantary","","","",""
"4","1984","college entrance qualification","middle vocational","15","","",""
"4","1984","college entrance qualification","vocational + Abi","21","","",""
"4","1984","college entrance qualification","higher vocational","10","","",""
"4","1984","college entrance qualification","higher education","31","0.0566176131756369","0.0386844288697694","0.0745507974815043"
"4","1984","Other degree","in school","","","",""
"4","1984","Other degree","inadequately","1","","",""
"4","1984","Other degree","general elemantary","15","","",""
"4","1984","Other degree","middle vocational","13","","",""
"4","1984","Other degree","vocational + Abi","1","","",""
"4","1984","Other degree","higher vocational","","","",""
"4","1984","Other degree","higher education","","","",""
"4","1984","no degree/no degree yet","in school","7","","",""
"4","1984","no degree/no degree yet","inadequately","29","","",""
"4","1984","no degree/no degree yet","general elemantary","","","",""
"4","1984","no degree/no degree yet","middle vocational","4","","",""
"4","1984","no degree/no degree yet","vocational + Abi","","","",""
"4","1984","no degree/no degree yet","higher vocational","1","","",""
"4","1984","no degree/no degree yet","higher education","","","",""
"5","1984","lower secondary degree","in school","","","",""
"5","1984","lower secondary degree","inadequately","","","",""
"5","1984","lower secondary degree","general elemantary","18","","",""
"5","1984","lower secondary degree","middle vocational","19","","",""
"5","1984","lower secondary degree","vocational + Abi","","","",""
"5","1984","lower secondary degree","higher vocational","5","","",""
"5","1984","lower secondary degree","higher education","","","",""
"5","1984","secondary school degree","in school","","","",""
"5","1984","secondary school degree","inadequately","","","",""
"5","1984","secondary school degree","general elemantary","3","","",""
"5","1984","secondary school degree","middle vocational","17","","",""
"5","1984","secondary school degree","vocational + Abi","","","",""
"5","1984","secondary school degree","higher vocational","2","","",""
"5","1984","secondary school degree","higher education","","","",""
"5","1984","college entrance qualification","in school","","","",""
