"hlf0071_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"1","1984","Full Time","no migration background","82","0.0210081955197452","0.0163847471397736","0.0256316438997168"
"1","1984","Full Time","direct migration background","151","0.0674583282005003","0.056254030617315","0.0786626257836855"
"1","1984","Full Time","indirect migration background","","","",""
"1","1984","Part Time","no migration background","38","0.0266438345670849","0.0181503577050909","0.0351373114290789"
"1","1984","Part Time","direct migration background","31","0.0336676841827455","0.0176971322630025","0.0496382361024886"
"1","1984","Part Time","indirect migration background","1","","",""
"1","1984","Not Working","no migration background","85","0.0204609257573046","0.0158370085155588","0.0250848429990503"
"1","1984","Not Working","direct migration background","90","0.0724055052965456","0.056334974460222","0.0884760361328693"
"1","1984","Not Working","indirect migration background","5","","",""
"2","1984","Full Time","no migration background","593","0.154411552625427","0.142762207145948","0.166060898104906"
"2","1984","Full Time","direct migration background","418","0.196294460427732","0.178551126467535","0.214037794387929"
"2","1984","Full Time","indirect migration background","13","","",""
"2","1984","Part Time","no migration background","214","0.148202972919701","0.129463914311039","0.166942031528363"
"2","1984","Part Time","direct migration background","131","0.207649685317726","0.171734814635035","0.243564556000417"
"2","1984","Part Time","indirect migration background","5","","",""
"2","1984","Not Working","no migration background","381","0.0927709417321165","0.0832954667567401","0.102246416707493"
"2","1984","Not Working","direct migration background","228","0.187055559204066","0.162874178775202","0.21123693963293"
"2","1984","Not Working","indirect migration background","10","","",""
"3","1984","Full Time","no migration background","2745","0.74589226213959","0.731856722804675","0.759927801474505"
"3","1984","Full Time","direct migration background","1306","0.706183322268298","0.685834950000121","0.726531694536474"
"3","1984","Full Time","indirect migration background","37","0.850361075335408","0.753406034249318","0.947316116421498"
"3","1984","Part Time","no migration background","1040","0.757706499493755","0.735108362336771","0.780304636650739"
"3","1984","Part Time","direct migration background","310","0.672833964257816","0.631291896477844","0.714376032037787"
"3","1984","Part Time","indirect migration background","10","","",""
"3","1984","Not Working","no migration background","2837","0.797112913878048","0.783978108101075","0.810247719655021"
"3","1984","Not Working","direct migration background","653","0.685556564041242","0.656765463889693","0.714347664192791"
"3","1984","Not Working","indirect migration background","43","0.911137289837443","0.837907838199171","0.984366741475715"
"4","1984","Full Time","no migration background","235","0.0665533362841067","0.0585178571200788","0.0745888154481347"
"4","1984","Full Time","direct migration background","45","0.0277323197430314","0.0203970050857307","0.035067634400332"
"4","1984","Full Time","indirect migration background","2","","",""
"4","1984","Part Time","no migration background","76","0.0581937349905823","0.0458464874444354","0.0705409825367292"
"4","1984","Part Time","direct migration background","17","","",""
"4","1984","Part Time","indirect migration background","2","","",""
"4","1984","Not Working","no migration background","267","0.0800658359330617","0.0712016567716178","0.0889300150945055"
"4","1984","Not Working","direct migration background","26","","",""
"4","1984","Not Working","indirect migration background","","","",""
"5","1984","Full Time","no migration background","41","0.0121346534311313","0.00860489752234516","0.0156644093399175"
"5","1984","Full Time","direct migration background","5","","",""
"5","1984","Full Time","indirect migration background","","","",""
"5","1984","Part Time","no migration background","13","","",""
"5","1984","Part Time","direct migration background","1","","",""
"5","1984","Part Time","indirect migration background","","","",""
"5","1984","Not Working","no migration background","31","0.00958938269946942","0.00640636173114871","0.0127724036677901"
"5","1984","Not Working","direct migration background","2","","",""
"5","1984","Not Working","indirect migration background","","","",""
"1","1985","Full Time","no migration background","86","0.0240375011147596","0.01883295435887","0.0292420478706491"
"1","1985","Full Time","direct migration background","103","0.0569168041094183","0.0454784051318622","0.0683552030869744"
"1","1985","Full Time","indirect migration background","1","","",""
"1","1985","Part Time","no migration background","45","0.028993127388747","0.0201277432618643","0.0378585115156297"
"1","1985","Part Time","direct migration background","38","0.0587793021660946","0.037190745046894","0.0803678592852952"
"1","1985","Part Time","indirect migration background","1","","",""
"1","1985","Not Working","no migration background","58","0.0149885378175876","0.010814982549072","0.0191620930861032"
"1","1985","Not Working","direct migration background","69","0.0644408430386583","0.0482640403150727","0.0806176457622438"
"1","1985","Not Working","indirect migration background","7","","",""
"2","1985","Full Time","no migration background","454","0.129836465055937","0.118415035331831","0.141257894780042"
"2","1985","Full Time","direct migration background","346","0.22086056419172","0.200380247576215","0.241340880807224"
"2","1985","Full Time","indirect migration background","10","","",""
"2","1985","Part Time","no migration background","199","0.142083335088497","0.123636027151849","0.160530643025144"
"2","1985","Part Time","direct migration background","105","0.215944457891172","0.178177664233406","0.253711251548938"
"2","1985","Part Time","indirect migration background","2","","",""
"2","1985","Not Working","no migration background","316","0.0829518621410249","0.0734782624530652","0.0924254618289845"
"2","1985","Not Working","direct migration background","206","0.188574024558749","0.162802397160911","0.214345651956587"
"2","1985","Not Working","indirect migration background","9","","",""
"3","1985","Full Time","no migration background","2536","0.766606347456257","0.752233182285729","0.780979512626785"
"3","1985","Full Time","direct migration background","1086","0.67763059445523","0.654555504829674","0.700705684080787"
"3","1985","Full Time","indirect migration background","39","0.83135511055968","0.728590665603738","0.934119555515622"
"3","1985","Part Time","no migration background","1014","0.741408511864512","0.718273231298459","0.764543792430565"
"3","1985","Part Time","direct migration background","298","0.673784689975368","0.630753990198146","0.716815389752591"
"3","1985","Part Time","indirect migration background","18","","",""
"3","1985","Not Working","no migration background","2610","0.81158398755835","0.798152270584086","0.825015704532614"
"3","1985","Not Working","direct migration background","592","0.71919836413909","0.689590940498339","0.748805787779841"
"3","1985","Not Working","indirect migration background","55","0.804059439780907","0.712376592325528","0.895742287236286"
"4","1985","Full Time","no migration background","230","0.0722229372464415","0.0634270211161753","0.0810188533767076"
"4","1985","Full Time","direct migration background","31","0.037132690120302","0.027797322770323","0.046468057470281"
"4","1985","Full Time","indirect migration background","1","","",""
"4","1985","Part Time","no migration background","104","0.0770489527374699","0.0629589337751673","0.0911389716997725"
"4","1985","Part Time","direct migration background","13","","",""
"4","1985","Part Time","indirect migration background","","","",""
"4","1985","Not Working","no migration background","241","0.0782201322185167","0.0689969927673252","0.0874432716697083"
"4","1985","Not Working","direct migration background","15","","",""
"4","1985","Not Working","indirect migration background","1","","",""
"5","1985","Full Time","no migration background","21","","",""
"5","1985","Full Time","direct migration background","10","","",""
"5","1985","Full Time","indirect migration background","","","",""
"5","1985","Part Time","no migration background","14","","",""
"5","1985","Part Time","direct migration background","2","","",""
"5","1985","Part Time","indirect migration background","","","",""
"5","1985","Not Working","no migration background","31","0.0122554802645208","0.00847633683675059","0.016034623692291"
"5","1985","Not Working","direct migration background","3","","",""
"5","1985","Not Working","indirect migration background","","","",""
"1","1986","Full Time","no migration background","8","","",""
"1","1986","Full Time","direct migration background","7","","",""
"1","1986","Full Time","indirect migration background","1","","",""
"1","1986","Part Time","no migration background","7","","",""
"1","1986","Part Time","direct migration background","9","","",""
"1","1986","Part Time","indirect migration background","1","","",""
"1","1986","Not Working","no migration background","12","","",""
"1","1986","Not Working","direct migration background","5","","",""
"1","1986","Not Working","indirect migration background","","","",""
"2","1986","Full Time","no migration background","62","0.145806243824122","0.112565525503883","0.179046962144361"
"2","1986","Full Time","direct migration background","33","0.16206529007922","0.111742515685483","0.212388064472957"
"2","1986","Full Time","indirect migration background","","","",""
"2","1986","Part Time","no migration background","29","","",""
"2","1986","Part Time","direct migration background","11","","",""
"2","1986","Part Time","indirect migration background","","","",""
"2","1986","Not Working","no migration background","23","","",""
"2","1986","Not Working","direct migration background","26","","",""
"2","1986","Not Working","indirect migration background","1","","",""
"3","1986","Full Time","no migration background","331","0.756053148316876","0.715602273839558","0.796504022794193"
"3","1986","Full Time","direct migration background","160","0.77011810512227","0.712660763084189","0.827575447160352"
"3","1986","Full Time","indirect migration background","12","","",""
"3","1986","Part Time","no migration background","147","0.751214133933113","0.690223357286029","0.812204910580197"
"3","1986","Part Time","direct migration background","47","0.742947952477904","0.642006030030396","0.843889874925412"
"3","1986","Part Time","indirect migration background","6","","",""
"3","1986","Not Working","no migration background","162","0.741901834405575","0.683946727006015","0.799856941805136"
"3","1986","Not Working","direct migration background","79","0.719327519373409","0.636845569410308","0.80180946933651"
"3","1986","Not Working","indirect migration background","4","","",""
"4","1986","Full Time","no migration background","31","0.0756017252689449","0.0507017131089126","0.100501737428977"
"4","1986","Full Time","direct migration background","6","","",""
"4","1986","Full Time","indirect migration background","","","",""
"4","1986","Part Time","no migration background","10","","",""
"4","1986","Part Time","direct migration background","5","","",""
"4","1986","Part Time","indirect migration background","","","",""
"4","1986","Not Working","no migration background","20","","",""
"4","1986","Not Working","direct migration background","4","","",""
"4","1986","Not Working","indirect migration background","","","",""
"5","1986","Full Time","no migration background","1","","",""
"5","1986","Full Time","direct migration background","","","",""
"5","1986","Full Time","indirect migration background","","","",""
"5","1986","Part Time","no migration background","","","",""
"5","1986","Part Time","direct migration background","","","",""
"5","1986","Part Time","indirect migration background","","","",""
"5","1986","Not Working","no migration background","2","","",""
"5","1986","Not Working","direct migration background","","","",""
"5","1986","Not Working","indirect migration background","","","",""
"1","1987","Full Time","no migration background","9","","",""
"1","1987","Full Time","direct migration background","7","","",""
"1","1987","Full Time","indirect migration background","1","","",""
"1","1987","Part Time","no migration background","8","","",""
"1","1987","Part Time","direct migration background","5","","",""
"1","1987","Part Time","indirect migration background","","","",""
"1","1987","Not Working","no migration background","8","","",""
"1","1987","Not Working","direct migration background","6","","",""
"1","1987","Not Working","indirect migration background","","","",""
"2","1987","Full Time","no migration background","34","0.0822041636939504","0.0532620669504265","0.111146260437474"
"2","1987","Full Time","direct migration background","41","0.160337390699268","0.109738357449036","0.210936423949501"
"2","1987","Full Time","indirect migration background","3","","",""
"2","1987","Part Time","no migration background","33","0.196463829190997","0.138258118906208","0.254669539475787"
"2","1987","Part Time","direct migration background","16","","",""
"2","1987","Part Time","indirect migration background","","","",""
"2","1987","Not Working","no migration background","23","","",""
"2","1987","Not Working","direct migration background","13","","",""
"2","1987","Not Working","indirect migration background","1","","",""
"3","1987","Full Time","no migration background","275","0.829376652198061","0.789739250880328","0.869014053515794"
"3","1987","Full Time","direct migration background","147","0.766096645438843","0.70772090370946","0.824472387168226"
"3","1987","Full Time","indirect migration background","7","","",""
"3","1987","Part Time","no migration background","129","0.69132638940308","0.623653784483546","0.758998994322614"
"3","1987","Part Time","direct migration background","40","0.773063621078675","0.669635771523787","0.876491470633563"
"3","1987","Part Time","indirect migration background","6","","",""
"3","1987","Not Working","no migration background","112","0.729048509377557","0.659526510508739","0.798570508246375"
"3","1987","Not Working","direct migration background","69","0.706204162195561","0.613127214429369","0.799281109961754"
"3","1987","Not Working","indirect migration background","7","","",""
"4","1987","Full Time","no migration background","27","","",""
"4","1987","Full Time","direct migration background","5","","",""
"4","1987","Full Time","indirect migration background","","","",""
"4","1987","Part Time","no migration background","9","","",""
"4","1987","Part Time","direct migration background","2","","",""
"4","1987","Part Time","indirect migration background","","","",""
"4","1987","Not Working","no migration background","11","","",""
"4","1987","Not Working","direct migration background","3","","",""
"4","1987","Not Working","indirect migration background","","","",""
"5","1987","Full Time","no migration background","1","","",""
"5","1987","Full Time","direct migration background","2","","",""
"5","1987","Full Time","indirect migration background","","","",""
"5","1987","Part Time","no migration background","","","",""
"5","1987","Part Time","direct migration background","","","",""
"5","1987","Part Time","indirect migration background","","","",""
"5","1987","Not Working","no migration background","3","","",""
"5","1987","Not Working","direct migration background","1","","",""
"5","1987","Not Working","indirect migration background","","","",""
"1","1988","Full Time","no migration background","13","","",""
"1","1988","Full Time","direct migration background","6","","",""
"1","1988","Full Time","indirect migration background","","","",""
"1","1988","Part Time","no migration background","3","","",""
"1","1988","Part Time","direct migration background","3","","",""
"1","1988","Part Time","indirect migration background","","","",""
"1","1988","Not Working","no migration background","6","","",""
"1","1988","Not Working","direct migration background","7","","",""
"1","1988","Not Working","indirect migration background","","","",""
"2","1988","Full Time","no migration background","48","0.147124919830134","0.110684731682001","0.183565107978266"
"2","1988","Full Time","direct migration background","32","0.191590002195847","0.132079213046933","0.251100791344761"
"2","1988","Full Time","indirect migration background","","","",""
"2","1988","Part Time","no migration background","29","","",""
"2","1988","Part Time","direct migration background","12","","",""
"2","1988","Part Time","indirect migration background","1","","",""
"2","1988","Not Working","no migration background","22","","",""
"2","1988","Not Working","direct migration background","24","","",""
"2","1988","Not Working","indirect migration background","2","","",""
"3","1988","Full Time","no migration background","275","0.750499195202303","0.705984247308984","0.795014143095621"
"3","1988","Full Time","direct migration background","123","0.768526199022724","0.704747785753017","0.832304612292432"
"3","1988","Full Time","indirect migration background","5","","",""
"3","1988","Part Time","no migration background","115","0.709165614351317","0.638796058382234","0.7795351703204"
"3","1988","Part Time","direct migration background","52","0.756654486182248","0.65684325919203","0.856465713172467"
"3","1988","Part Time","indirect migration background","5","","",""
"3","1988","Not Working","no migration background","110","0.749833802611252","0.679094028959591","0.820573576262913"
"3","1988","Not Working","direct migration background","62","0.636122205095784","0.539881115887702","0.732363294303866"
"3","1988","Not Working","indirect migration background","4","","",""
"4","1988","Full Time","no migration background","25","","",""
"4","1988","Full Time","direct migration background","7","","",""
"4","1988","Full Time","indirect migration background","","","",""
"4","1988","Part Time","no migration background","13","","",""
"4","1988","Part Time","direct migration background","4","","",""
"4","1988","Part Time","indirect migration background","","","",""
"4","1988","Not Working","no migration background","5","","",""
"4","1988","Not Working","direct migration background","3","","",""
"4","1988","Not Working","indirect migration background","","","",""
"5","1988","Full Time","no migration background","2","","",""
"5","1988","Full Time","direct migration background","","","",""
"5","1988","Full Time","indirect migration background","","","",""
"5","1988","Part Time","no migration background","","","",""
"5","1988","Part Time","direct migration background","","","",""
"5","1988","Part Time","indirect migration background","","","",""
"5","1988","Not Working","no migration background","1","","",""
"5","1988","Not Working","direct migration background","","","",""
"5","1988","Not Working","indirect migration background","","","",""
"1","1989","Full Time","no migration background","12","","",""
"1","1989","Full Time","direct migration background","5","","",""
"1","1989","Full Time","indirect migration background","","","",""
"1","1989","Part Time","no migration background","11","","",""
"1","1989","Part Time","direct migration background","3","","",""
"1","1989","Part Time","indirect migration background","","","",""
"1","1989","Not Working","no migration background","8","","",""
"1","1989","Not Working","direct migration background","1","","",""
"1","1989","Not Working","indirect migration background","","","",""
"2","1989","Full Time","no migration background","38","0.105932751680674","0.0744469120810721","0.137418591280277"
"2","1989","Full Time","direct migration background","35","0.145208938908857","0.0878645734010123","0.202553304416702"
"2","1989","Full Time","indirect migration background","3","","",""
"2","1989","Part Time","no migration background","33","0.200298502814259","0.139415389402621","0.261181616225898"
"2","1989","Part Time","direct migration background","16","","",""
"2","1989","Part Time","indirect migration background","","","",""
"2","1989","Not Working","no migration background","20","","",""
"2","1989","Not Working","direct migration background","14","","",""
"2","1989","Not Working","indirect migration background","2","","",""
"3","1989","Full Time","no migration background","285","0.786996760458485","0.745108277173545","0.828885243743425"
"3","1989","Full Time","direct migration background","101","0.772396342313835","0.704150874885076","0.840641809742594"
"3","1989","Full Time","indirect migration background","12","","",""
"3","1989","Part Time","no migration background","107","0.642646355531987","0.569746078400594","0.715546632663381"
"3","1989","Part Time","direct migration background","29","","",""
"3","1989","Part Time","indirect migration background","3","","",""
"3","1989","Not Working","no migration background","99","0.774663070655577","0.703922541471323","0.845403599839832"
"3","1989","Not Working","direct migration background","53","0.778316131947759","0.682370125213636","0.874262138681882"
"3","1989","Not Working","indirect migration background","5","","",""
"4","1989","Full Time","no migration background","29","","",""
"4","1989","Full Time","direct migration background","4","","",""
"4","1989","Full Time","indirect migration background","","","",""
"4","1989","Part Time","no migration background","14","","",""
"4","1989","Part Time","direct migration background","3","","",""
"4","1989","Part Time","indirect migration background","","","",""
"4","1989","Not Working","no migration background","6","","",""
"4","1989","Not Working","direct migration background","4","","",""
"4","1989","Not Working","indirect migration background","","","",""
"5","1989","Full Time","no migration background","3","","",""
"5","1989","Full Time","direct migration background","","","",""
"5","1989","Full Time","indirect migration background","","","",""
"5","1989","Part Time","no migration background","1","","",""
"5","1989","Part Time","direct migration background","","","",""
"5","1989","Part Time","indirect migration background","","","",""
"5","1989","Not Working","no migration background","1","","",""
"5","1989","Not Working","direct migration background","","","",""
"5","1989","Not Working","indirect migration background","","","",""
"1","1990","Full Time","no migration background","8","","",""
"1","1990","Full Time","direct migration background","12","","",""
"1","1990","Full Time","indirect migration background","","","",""
"1","1990","Part Time","no migration background","14","","",""
"1","1990","Part Time","direct migration background","9","","",""
"1","1990","Part Time","indirect migration background","1","","",""
"1","1990","Not Working","no migration background","7","","",""
"1","1990","Not Working","direct migration background","4","","",""
"1","1990","Not Working","indirect migration background","1","","",""
"2","1990","Full Time","no migration background","42","0.140481835881267","0.103920591376951","0.177043080385583"
"2","1990","Full Time","direct migration background","16","","",""
"2","1990","Full Time","indirect migration background","2","","",""
"2","1990","Part Time","no migration background","22","","",""
"2","1990","Part Time","direct migration background","9","","",""
"2","1990","Part Time","indirect migration background","1","","",""
"2","1990","Not Working","no migration background","19","","",""
"2","1990","Not Working","direct migration background","12","","",""
"2","1990","Not Working","indirect migration background","2","","",""
"3","1990","Full Time","no migration background","278","0.770799651880369","0.726575272701448","0.815024031059289"
"3","1990","Full Time","direct migration background","97","0.597666528826449","0.514328193742781","0.681004863910116"
"3","1990","Full Time","indirect migration background","12","","",""
"3","1990","Part Time","no migration background","89","0.666265805355987","0.585823364243944","0.74670824646803"
"3","1990","Part Time","direct migration background","30","0.516874128327065","0.376956448246273","0.656791808407857"
"3","1990","Part Time","indirect migration background","7","","",""
"3","1990","Not Working","no migration background","91","0.748556366717267","0.672195680165164","0.82491705326937"
"3","1990","Not Working","direct migration background","42","0.614137090817334","0.491976154049377","0.73629802758529"
"3","1990","Not Working","indirect migration background","7","","",""
"4","1990","Full Time","no migration background","17","","",""
"4","1990","Full Time","direct migration background","7","","",""
"4","1990","Full Time","indirect migration background","","","",""
"4","1990","Part Time","no migration background","6","","",""
"4","1990","Part Time","direct migration background","","","",""
"4","1990","Part Time","indirect migration background","","","",""
"4","1990","Not Working","no migration background","7","","",""
"4","1990","Not Working","direct migration background","3","","",""
"4","1990","Not Working","indirect migration background","","","",""
"5","1990","Full Time","no migration background","2","","",""
"5","1990","Full Time","direct migration background","1","","",""
"5","1990","Full Time","indirect migration background","","","",""
"5","1990","Part Time","no migration background","1","","",""
"5","1990","Part Time","direct migration background","1","","",""
"5","1990","Part Time","indirect migration background","","","",""
"5","1990","Not Working","no migration background","","","",""
"5","1990","Not Working","direct migration background","","","",""
"5","1990","Not Working","indirect migration background","","","",""
"1","1991","Full Time","no migration background","72","0.0255698163729034","0.0198149089952673","0.0313247237505395"
"1","1991","Full Time","direct migration background","113","0.0650869043039933","0.0516464675249199","0.0785273410830668"
"1","1991","Full Time","indirect migration background","3","","",""
"1","1991","Part Time","no migration background","36","0.0245728766846061","0.0159313203162501","0.033214433052962"
"1","1991","Part Time","direct migration background","36","0.0610232836359922","0.0377104117199112","0.0843361555520732"
"1","1991","Part Time","indirect migration background","6","","",""
"1","1991","Not Working","no migration background","27","","",""
"1","1991","Not Working","direct migration background","69","0.0507856439048028","0.0350090134175118","0.0665622743920937"
"1","1991","Not Working","indirect migration background","13","","",""
"2","1991","Full Time","no migration background","521","0.171754372063627","0.15800342386126","0.185505320265994"
"2","1991","Full Time","direct migration background","302","0.221787861520032","0.199151905581958","0.244423817458106"
"2","1991","Full Time","indirect migration background","31","0.248467371413619","0.174469190051451","0.322465552775786"
"2","1991","Part Time","no migration background","262","0.202525230173195","0.180093405808111","0.22495705453828"
"2","1991","Part Time","direct migration background","83","0.197836570928513","0.159038932033952","0.236634209823074"
"2","1991","Part Time","indirect migration background","26","","",""
"2","1991","Not Working","no migration background","260","0.0977273027039101","0.085641525588373","0.109813079819447"
"2","1991","Not Working","direct migration background","176","0.175885182409114","0.14852807904023","0.203242285777999"
"2","1991","Not Working","indirect migration background","28","","",""
"3","1991","Full Time","no migration background","2093","0.726780982962616","0.710534610357827","0.743027355567405"
"3","1991","Full Time","direct migration background","859","0.688339178033525","0.663103016235209","0.71357533983184"
"3","1991","Full Time","indirect migration background","96","0.732729561177254","0.656948660433472","0.808510461921036"
"3","1991","Part Time","no migration background","848","0.689531451728589","0.663705734088404","0.715357169368775"
"3","1991","Part Time","direct migration background","274","0.704751096337891","0.660325567500842","0.74917662517494"
"3","1991","Part Time","indirect migration background","48","0.61669114005525","0.510811156545573","0.722571123564927"
"3","1991","Not Working","no migration background","1787","0.782042335043661","0.765238867098148","0.798845802989173"
"3","1991","Not Working","direct migration background","480","0.732095778516565","0.700273201000047","0.763918356033082"
"3","1991","Not Working","indirect migration background","84","0.674440736873418","0.593579540725865","0.755301933020972"
"4","1991","Full Time","no migration background","187","0.0700231500188182","0.0607194422556008","0.0793268577820357"
"4","1991","Full Time","direct migration background","15","","",""
"4","1991","Full Time","indirect migration background","1","","",""
"4","1991","Part Time","no migration background","83","0.0789003733293662","0.0638530454278573","0.0939477012308751"
"4","1991","Part Time","direct migration background","12","","",""
"4","1991","Part Time","indirect migration background","1","","",""
"4","1991","Not Working","no migration background","226","0.0998631346751059","0.087660472499829","0.112065796850383"
"4","1991","Not Working","direct migration background","18","","",""
"4","1991","Not Working","indirect migration background","4","","",""
"5","1991","Full Time","no migration background","17","","",""
"5","1991","Full Time","direct migration background","5","","",""
"5","1991","Full Time","indirect migration background","","","",""
"5","1991","Part Time","no migration background","4","","",""
"5","1991","Part Time","direct migration background","","","",""
"5","1991","Part Time","indirect migration background","","","",""
"5","1991","Not Working","no migration background","19","","",""
"5","1991","Not Working","direct migration background","1","","",""
"5","1991","Not Working","indirect migration background","","","",""
"1","1992","Full Time","no migration background","191","0.0328750422388257","0.0279508321818944","0.037799252295757"
"1","1992","Full Time","direct migration background","119","0.0632787101108233","0.0500796106444865","0.0764778095771601"
"1","1992","Full Time","indirect migration background","15","","",""
"1","1992","Part Time","no migration background","67","0.0321854375937603","0.0244016616477124","0.0399692135398082"
"1","1992","Part Time","direct migration background","43","0.0535187429811642","0.0315176616872565","0.075519824275072"
"1","1992","Part Time","indirect migration background","11","","",""
"1","1992","Not Working","no migration background","76","0.0157372639026401","0.0114747817431409","0.0199997460621393"
"1","1992","Not Working","direct migration background","62","0.0343900838539364","0.0216016233784881","0.0471785443293847"
"1","1992","Not Working","indirect migration background","16","","",""
"2","1992","Full Time","no migration background","1109","0.201149052427506","0.190078890119394","0.212219214735619"
"2","1992","Full Time","direct migration background","318","0.222025344017587","0.199493626506529","0.244557061528645"
"2","1992","Full Time","indirect migration background","36","0.250304003922951","0.183802604743317","0.316805403102585"
"2","1992","Part Time","no migration background","413","0.188789783191625","0.171530589971873","0.206048976411376"
"2","1992","Part Time","direct migration background","82","0.167721649262024","0.131198860993649","0.204244437530398"
"2","1992","Part Time","indirect migration background","20","","",""
"2","1992","Not Working","no migration background","364","0.0886408350307686","0.0789065481591845","0.0983751219023527"
"2","1992","Not Working","direct migration background","182","0.198884234043406","0.170871944442733","0.22689652364408"
"2","1992","Not Working","indirect migration background","40","0.210489457937343","0.14610487717684","0.274874038697845"
"3","1992","Full Time","no migration background","3391","0.689343869576248","0.676564187832247","0.70212355132025"
"3","1992","Full Time","direct migration background","847","0.698188492227099","0.673301951225823","0.723075033228376"
"3","1992","Full Time","indirect migration background","108","0.657664991782868","0.584822916920547","0.730507066645188"
"3","1992","Part Time","no migration background","1364","0.702677738952562","0.682519325331782","0.722836152573342"
"3","1992","Part Time","direct migration background","265","0.733299378141607","0.690069129143987","0.776529627139227"
"3","1992","Part Time","indirect migration background","48","0.646089806634878","0.541305540083885","0.750874073185872"
"3","1992","Not Working","no migration background","2523","0.791182630214674","0.777261832538818","0.805103427890531"
"3","1992","Not Working","direct migration background","506","0.70706146294885","0.675122734083526","0.739000191814175"
"3","1992","Not Working","indirect migration background","93","0.67849867555687","0.604733120287811","0.752264230825929"
"4","1992","Full Time","no migration background","325","0.0707494016703673","0.0636684777865085","0.0778303255542262"
"4","1992","Full Time","direct migration background","23","","",""
"4","1992","Full Time","indirect migration background","4","","",""
"4","1992","Part Time","no migration background","121","0.0717368205329925","0.0603560631465668","0.0831175779194183"
"4","1992","Part Time","direct migration background","11","","",""
"4","1992","Part Time","indirect migration background","1","","",""
"4","1992","Not Working","no migration background","289","0.0962420012568004","0.086141315999803","0.106342686513798"
