"hlf0071_h","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"1","1984","(2b) intermediate general qualification","higher education","","","",""
"1","1984","(2a) intermediate vocational","in school","","","",""
"1","1984","(2a) intermediate vocational","inadequately","","","",""
"1","1984","(2a) intermediate vocational","general elemantary","","","",""
"1","1984","(2a) intermediate vocational","middle vocational","16","","",""
"1","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"1","1984","(2a) intermediate vocational","higher vocational","5","","",""
"1","1984","(2a) intermediate vocational","higher education","","","",""
"1","1984","(2c_gen) general maturity certificate","in school","","","",""
"1","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"1","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"1","1984","(2c_gen) general maturity certificate","middle vocational","30","0.0525527657230665","0.0310584697351471","0.0740470617109859"
"1","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"1","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"1","1984","(2c_gen) general maturity certificate","higher education","","","",""
"1","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"1","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"1","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"1","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"1","1984","(2c_voc) vocational maturity certificate","vocational + Abi","22","","",""
"1","1984","(2c_voc) vocational maturity certificate","higher vocational","4","","",""
"1","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"1","1984","(3a) lower tertiary education","in school","","","",""
"1","1984","(3a) lower tertiary education","inadequately","","","",""
"1","1984","(3a) lower tertiary education","general elemantary","","","",""
"1","1984","(3a) lower tertiary education","middle vocational","","","",""
"1","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"1","1984","(3a) lower tertiary education","higher vocational","","","",""
"1","1984","(3a) lower tertiary education","higher education","2","","",""
"1","1984","(3b) higher tertiary education","in school","","","",""
"1","1984","(3b) higher tertiary education","inadequately","","","",""
"1","1984","(3b) higher tertiary education","general elemantary","","","",""
"1","1984","(3b) higher tertiary education","middle vocational","","","",""
"1","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"1","1984","(3b) higher tertiary education","higher vocational","","","",""
"1","1984","(3b) higher tertiary education","higher education","21","","",""
"2","1984","(0) in school","in school","33","0.172132180760008","0.118027003558173","0.226237357961842"
"2","1984","(0) in school","inadequately","","","",""
"2","1984","(0) in school","general elemantary","","","",""
"2","1984","(0) in school","middle vocational","","","",""
"2","1984","(0) in school","vocational + Abi","","","",""
"2","1984","(0) in school","higher vocational","","","",""
"2","1984","(0) in school","higher education","","","",""
"2","1984","(1a) inadequately completed","in school","","","",""
"2","1984","(1a) inadequately completed","inadequately","207","0.193252352964993","0.168706046749878","0.217798659180109"
"2","1984","(1a) inadequately completed","general elemantary","","","",""
"2","1984","(1a) inadequately completed","middle vocational","32","0.194940361773237","0.123157615288867","0.266723108257607"
"2","1984","(1a) inadequately completed","vocational + Abi","","","",""
"2","1984","(1a) inadequately completed","higher vocational","1","","",""
"2","1984","(1a) inadequately completed","higher education","","","",""
"2","1984","(1b) general elementary school","in school","","","",""
"2","1984","(1b) general elementary school","inadequately","4","","",""
"2","1984","(1b) general elementary school","general elemantary","451","0.104606452670195","0.0936366525485266","0.115576252791863"
"2","1984","(1b) general elementary school","middle vocational","","","",""
"2","1984","(1b) general elementary school","vocational + Abi","","","",""
"2","1984","(1b) general elementary school","higher vocational","","","",""
"2","1984","(1b) general elementary school","higher education","","","",""
"2","1984","(1c) basic vocational qualification","in school","","","",""
"2","1984","(1c) basic vocational qualification","inadequately","","","",""
"2","1984","(1c) basic vocational qualification","general elemantary","","","",""
"2","1984","(1c) basic vocational qualification","middle vocational","593","0.12575428851316","0.115431091579555","0.136077485446766"
"2","1984","(1c) basic vocational qualification","vocational + Abi","","","",""
"2","1984","(1c) basic vocational qualification","higher vocational","37","0.124582252313516","0.0872122412651227","0.16195226336191"
"2","1984","(1c) basic vocational qualification","higher education","","","",""
"2","1984","(2b) intermediate general qualification","in school","","","",""
"2","1984","(2b) intermediate general qualification","inadequately","","","",""
"2","1984","(2b) intermediate general qualification","general elemantary","70","0.127630568160944","0.0976861090747095","0.157575027247178"
"2","1984","(2b) intermediate general qualification","middle vocational","","","",""
"2","1984","(2b) intermediate general qualification","vocational + Abi","","","",""
"2","1984","(2b) intermediate general qualification","higher vocational","","","",""
"2","1984","(2b) intermediate general qualification","higher education","","","",""
"2","1984","(2a) intermediate vocational","in school","","","",""
"2","1984","(2a) intermediate vocational","inadequately","","","",""
"2","1984","(2a) intermediate vocational","general elemantary","","","",""
"2","1984","(2a) intermediate vocational","middle vocational","189","0.142999319099343","0.123184228255434","0.162814409943252"
"2","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"2","1984","(2a) intermediate vocational","higher vocational","42","0.192968841534409","0.139721784478493","0.246215898590326"
"2","1984","(2a) intermediate vocational","higher education","","","",""
"2","1984","(2c_gen) general maturity certificate","in school","","","",""
"2","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"2","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"2","1984","(2c_gen) general maturity certificate","middle vocational","88","0.211727185237303","0.172374487750362","0.251079882724245"
"2","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"2","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"2","1984","(2c_gen) general maturity certificate","higher education","","","",""
"2","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"2","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"2","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"2","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"2","1984","(2c_voc) vocational maturity certificate","vocational + Abi","57","0.14173523406879","0.103034397887457","0.180436070250123"
"2","1984","(2c_voc) vocational maturity certificate","higher vocational","26","","",""
"2","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"2","1984","(3a) lower tertiary education","in school","","","",""
"2","1984","(3a) lower tertiary education","inadequately","","","",""
"2","1984","(3a) lower tertiary education","general elemantary","","","",""
"2","1984","(3a) lower tertiary education","middle vocational","","","",""
"2","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"2","1984","(3a) lower tertiary education","higher vocational","","","",""
"2","1984","(3a) lower tertiary education","higher education","39","0.135303062786957","0.0941207314726435","0.17648539410127"
"2","1984","(3b) higher tertiary education","in school","","","",""
"2","1984","(3b) higher tertiary education","inadequately","","","",""
"2","1984","(3b) higher tertiary education","general elemantary","","","",""
"2","1984","(3b) higher tertiary education","middle vocational","","","",""
"2","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"2","1984","(3b) higher tertiary education","higher vocational","","","",""
"2","1984","(3b) higher tertiary education","higher education","103","0.17027733825762","0.138186010528188","0.202368665987052"
"3","1984","(0) in school","in school","140","0.744707199692644","0.682213052266823","0.807201347118465"
"3","1984","(0) in school","inadequately","","","",""
"3","1984","(0) in school","general elemantary","","","",""
"3","1984","(0) in school","middle vocational","1","","",""
"3","1984","(0) in school","vocational + Abi","","","",""
"3","1984","(0) in school","higher vocational","","","",""
"3","1984","(0) in school","higher education","","","",""
"3","1984","(1a) inadequately completed","in school","","","",""
"3","1984","(1a) inadequately completed","inadequately","666","0.653747086222121","0.624169924205438","0.683324248238804"
"3","1984","(1a) inadequately completed","general elemantary","","","",""
"3","1984","(1a) inadequately completed","middle vocational","71","0.523133266696733","0.432630919555203","0.613635613838264"
"3","1984","(1a) inadequately completed","vocational + Abi","","","",""
"3","1984","(1a) inadequately completed","higher vocational","1","","",""
"3","1984","(1a) inadequately completed","higher education","","","",""
"3","1984","(1b) general elementary school","in school","","","",""
"3","1984","(1b) general elementary school","inadequately","16","","",""
"3","1984","(1b) general elementary school","general elemantary","2226","0.790746864951329","0.776166539338191","0.805327190564468"
"3","1984","(1b) general elementary school","middle vocational","","","",""
"3","1984","(1b) general elementary school","vocational + Abi","","","",""
"3","1984","(1b) general elementary school","higher vocational","","","",""
"3","1984","(1b) general elementary school","higher education","","","",""
"3","1984","(1c) basic vocational qualification","in school","","","",""
"3","1984","(1c) basic vocational qualification","inadequately","","","",""
"3","1984","(1c) basic vocational qualification","general elemantary","","","",""
"3","1984","(1c) basic vocational qualification","middle vocational","3012","0.783578036683314","0.770756861084536","0.796399212282091"
"3","1984","(1c) basic vocational qualification","vocational + Abi","","","",""
"3","1984","(1c) basic vocational qualification","higher vocational","226","0.751962632261627","0.703092428443733","0.800832836079522"
"3","1984","(1c) basic vocational qualification","higher education","","","",""
"3","1984","(2b) intermediate general qualification","in school","","","",""
"3","1984","(2b) intermediate general qualification","inadequately","","","",""
"3","1984","(2b) intermediate general qualification","general elemantary","354","0.752931917426431","0.714226203918715","0.791637630934147"
"3","1984","(2b) intermediate general qualification","middle vocational","","","",""
"3","1984","(2b) intermediate general qualification","vocational + Abi","","","",""
"3","1984","(2b) intermediate general qualification","higher vocational","","","",""
"3","1984","(2b) intermediate general qualification","higher education","","","",""
"3","1984","(2a) intermediate vocational","in school","","","",""
"3","1984","(2a) intermediate vocational","inadequately","","","",""
"3","1984","(2a) intermediate vocational","general elemantary","","","",""
"3","1984","(2a) intermediate vocational","middle vocational","908","0.76146430124447","0.737340820862212","0.785587781626729"
"3","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"3","1984","(2a) intermediate vocational","higher vocational","144","0.685753253375753","0.623116938770267","0.748389567981238"
"3","1984","(2a) intermediate vocational","higher education","","","",""
"3","1984","(2c_gen) general maturity certificate","in school","","","",""
"3","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"3","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"3","1984","(2c_gen) general maturity certificate","middle vocational","273","0.673460598572079","0.628288339252446","0.718632857891712"
"3","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"3","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"3","1984","(2c_gen) general maturity certificate","higher education","","","",""
"3","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"3","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"3","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"3","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"3","1984","(2c_voc) vocational maturity certificate","vocational + Abi","210","0.702720590605228","0.652004642554606","0.753436538655851"
"3","1984","(2c_voc) vocational maturity certificate","higher vocational","101","0.705541040583649","0.63109521129208","0.779986869875219"
"3","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"3","1984","(3a) lower tertiary education","in school","","","",""
"3","1984","(3a) lower tertiary education","inadequately","","","",""
"3","1984","(3a) lower tertiary education","general elemantary","","","",""
"3","1984","(3a) lower tertiary education","middle vocational","","","",""
"3","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"3","1984","(3a) lower tertiary education","higher vocational","","","",""
"3","1984","(3a) lower tertiary education","higher education","202","0.778617387081401","0.72863017020383","0.828604603958972"
"3","1984","(3b) higher tertiary education","in school","","","",""
"3","1984","(3b) higher tertiary education","inadequately","","","",""
"3","1984","(3b) higher tertiary education","general elemantary","","","",""
"3","1984","(3b) higher tertiary education","middle vocational","","","",""
"3","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"3","1984","(3b) higher tertiary education","higher vocational","","","",""
"3","1984","(3b) higher tertiary education","higher education","367","0.706764572001676","0.667896912546586","0.745632231456766"
"4","1984","(0) in school","in school","7","","",""
"4","1984","(0) in school","inadequately","","","",""
"4","1984","(0) in school","general elemantary","","","",""
"4","1984","(0) in school","middle vocational","","","",""
"4","1984","(0) in school","vocational + Abi","","","",""
"4","1984","(0) in school","higher vocational","","","",""
"4","1984","(0) in school","higher education","","","",""
"4","1984","(1a) inadequately completed","in school","","","",""
"4","1984","(1a) inadequately completed","inadequately","29","","",""
"4","1984","(1a) inadequately completed","general elemantary","","","",""
"4","1984","(1a) inadequately completed","middle vocational","4","","",""
"4","1984","(1a) inadequately completed","vocational + Abi","","","",""
"4","1984","(1a) inadequately completed","higher vocational","1","","",""
"4","1984","(1a) inadequately completed","higher education","","","",""
"4","1984","(1b) general elementary school","in school","","","",""
"4","1984","(1b) general elementary school","inadequately","1","","",""
"4","1984","(1b) general elementary school","general elemantary","160","0.0705901421670392","0.0614091807472825","0.0797711035867959"
"4","1984","(1b) general elementary school","middle vocational","","","",""
"4","1984","(1b) general elementary school","vocational + Abi","","","",""
"4","1984","(1b) general elementary school","higher vocational","","","",""
"4","1984","(1b) general elementary school","higher education","","","",""
"4","1984","(1c) basic vocational qualification","in school","","","",""
"4","1984","(1c) basic vocational qualification","inadequately","","","",""
"4","1984","(1c) basic vocational qualification","general elemantary","","","",""
"4","1984","(1c) basic vocational qualification","middle vocational","221","0.0627816644817698","0.0552294753796533","0.0703338535838862"
"4","1984","(1c) basic vocational qualification","vocational + Abi","","","",""
"4","1984","(1c) basic vocational qualification","higher vocational","26","","",""
"4","1984","(1c) basic vocational qualification","higher education","","","",""
"4","1984","(2b) intermediate general qualification","in school","","","",""
"4","1984","(2b) intermediate general qualification","inadequately","","","",""
"4","1984","(2b) intermediate general qualification","general elemantary","36","0.0805256105140469","0.0561067309354801","0.104944490092614"
"4","1984","(2b) intermediate general qualification","middle vocational","","","",""
"4","1984","(2b) intermediate general qualification","vocational + Abi","","","",""
"4","1984","(2b) intermediate general qualification","higher vocational","","","",""
"4","1984","(2b) intermediate general qualification","higher education","","","",""
"4","1984","(2a) intermediate vocational","in school","","","",""
"4","1984","(2a) intermediate vocational","inadequately","","","",""
"4","1984","(2a) intermediate vocational","general elemantary","","","",""
"4","1984","(2a) intermediate vocational","middle vocational","69","0.0659726649290603","0.0519218890521917","0.0800234408059289"
"4","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"4","1984","(2a) intermediate vocational","higher vocational","18","","",""
"4","1984","(2a) intermediate vocational","higher education","","","",""
"4","1984","(2c_gen) general maturity certificate","in school","","","",""
"4","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"4","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"4","1984","(2c_gen) general maturity certificate","middle vocational","16","","",""
"4","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"4","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"4","1984","(2c_gen) general maturity certificate","higher education","","","",""
"4","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"4","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"4","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"4","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"4","1984","(2c_voc) vocational maturity certificate","vocational + Abi","22","","",""
"4","1984","(2c_voc) vocational maturity certificate","higher vocational","10","","",""
"4","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"4","1984","(3a) lower tertiary education","in school","","","",""
"4","1984","(3a) lower tertiary education","inadequately","","","",""
"4","1984","(3a) lower tertiary education","general elemantary","","","",""
"4","1984","(3a) lower tertiary education","middle vocational","","","",""
"4","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"4","1984","(3a) lower tertiary education","higher vocational","","","",""
"4","1984","(3a) lower tertiary education","higher education","21","","",""
"4","1984","(3b) higher tertiary education","in school","","","",""
"4","1984","(3b) higher tertiary education","inadequately","","","",""
"4","1984","(3b) higher tertiary education","general elemantary","","","",""
"4","1984","(3b) higher tertiary education","middle vocational","","","",""
"4","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"4","1984","(3b) higher tertiary education","higher vocational","","","",""
"4","1984","(3b) higher tertiary education","higher education","26","","",""
"5","1984","(0) in school","in school","1","","",""
"5","1984","(0) in school","inadequately","","","",""
"5","1984","(0) in school","general elemantary","","","",""
"5","1984","(0) in school","middle vocational","","","",""
"5","1984","(0) in school","vocational + Abi","","","",""
"5","1984","(0) in school","higher vocational","","","",""
"5","1984","(0) in school","higher education","","","",""
"5","1984","(1a) inadequately completed","in school","","","",""
"5","1984","(1a) inadequately completed","inadequately","2","","",""
"5","1984","(1a) inadequately completed","general elemantary","","","",""
"5","1984","(1a) inadequately completed","middle vocational","","","",""
"5","1984","(1a) inadequately completed","vocational + Abi","","","",""
"5","1984","(1a) inadequately completed","higher vocational","","","",""
"5","1984","(1a) inadequately completed","higher education","","","",""
"5","1984","(1b) general elementary school","in school","","","",""
"5","1984","(1b) general elementary school","inadequately","","","",""
"5","1984","(1b) general elementary school","general elemantary","19","","",""
"5","1984","(1b) general elementary school","middle vocational","","","",""
"5","1984","(1b) general elementary school","vocational + Abi","","","",""
"5","1984","(1b) general elementary school","higher vocational","","","",""
"5","1984","(1b) general elementary school","higher education","","","",""
"5","1984","(1c) basic vocational qualification","in school","","","",""
"5","1984","(1c) basic vocational qualification","inadequately","","","",""
"5","1984","(1c) basic vocational qualification","general elemantary","","","",""
"5","1984","(1c) basic vocational qualification","middle vocational","21","","",""
"5","1984","(1c) basic vocational qualification","vocational + Abi","","","",""
"5","1984","(1c) basic vocational qualification","higher vocational","5","","",""
"5","1984","(1c) basic vocational qualification","higher education","","","",""
"5","1984","(2b) intermediate general qualification","in school","","","",""
"5","1984","(2b) intermediate general qualification","inadequately","","","",""
"5","1984","(2b) intermediate general qualification","general elemantary","3","","",""
"5","1984","(2b) intermediate general qualification","middle vocational","","","",""
"5","1984","(2b) intermediate general qualification","vocational + Abi","","","",""
"5","1984","(2b) intermediate general qualification","higher vocational","","","",""
"5","1984","(2b) intermediate general qualification","higher education","","","",""
"5","1984","(2a) intermediate vocational","in school","","","",""
"5","1984","(2a) intermediate vocational","inadequately","","","",""
"5","1984","(2a) intermediate vocational","general elemantary","","","",""
"5","1984","(2a) intermediate vocational","middle vocational","17","","",""
"5","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"5","1984","(2a) intermediate vocational","higher vocational","2","","",""
"5","1984","(2a) intermediate vocational","higher education","","","",""
"5","1984","(2c_gen) general maturity certificate","in school","","","",""
"5","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"5","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"5","1984","(2c_gen) general maturity certificate","middle vocational","7","","",""
"5","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"5","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"5","1984","(2c_gen) general maturity certificate","higher education","","","",""
"5","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"5","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"5","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"5","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"5","1984","(2c_voc) vocational maturity certificate","vocational + Abi","1","","",""
"5","1984","(2c_voc) vocational maturity certificate","higher vocational","3","","",""
"5","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"5","1984","(3a) lower tertiary education","in school","","","",""
"5","1984","(3a) lower tertiary education","inadequately","","","",""
"5","1984","(3a) lower tertiary education","general elemantary","","","",""
"5","1984","(3a) lower tertiary education","middle vocational","","","",""
"5","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"5","1984","(3a) lower tertiary education","higher vocational","","","",""
"5","1984","(3a) lower tertiary education","higher education","1","","",""
"5","1984","(3b) higher tertiary education","in school","","","",""
"5","1984","(3b) higher tertiary education","inadequately","","","",""
"5","1984","(3b) higher tertiary education","general elemantary","","","",""
"5","1984","(3b) higher tertiary education","middle vocational","","","",""
"5","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"5","1984","(3b) higher tertiary education","higher vocational","","","",""
"5","1984","(3b) higher tertiary education","higher education","10","","",""
"1","1985","(0) in school","in school","5","","",""
"1","1985","(0) in school","inadequately","","","",""
"1","1985","(0) in school","general elemantary","","","",""
"1","1985","(0) in school","middle vocational","","","",""
"1","1985","(0) in school","vocational + Abi","","","",""
"1","1985","(0) in school","higher vocational","","","",""
"1","1985","(0) in school","higher education","","","",""
"1","1985","(1a) inadequately completed","in school","","","",""
"1","1985","(1a) inadequately completed","inadequately","53","0.0639409667309535","0.0471034173534552","0.0807785161084519"
"1","1985","(1a) inadequately completed","general elemantary","","","",""
"1","1985","(1a) inadequately completed","middle vocational","8","","",""
"1","1985","(1a) inadequately completed","vocational + Abi","","","",""
"1","1985","(1a) inadequately completed","higher vocational","","","",""
"1","1985","(1a) inadequately completed","higher education","","","",""
"1","1985","(1b) general elementary school","in school","","","",""
"1","1985","(1b) general elementary school","inadequately","2","","",""
"1","1985","(1b) general elementary school","general elemantary","117","0.0252222159937463","0.0191753503433423","0.0312690816441503"
"1","1985","(1b) general elementary school","middle vocational","","","",""
"1","1985","(1b) general elementary school","vocational + Abi","","","",""
"1","1985","(1b) general elementary school","higher vocational","","","",""
"1","1985","(1b) general elementary school","higher education","","","",""
"1","1985","(1c) basic vocational qualification","in school","","","",""
"1","1985","(1c) basic vocational qualification","inadequately","","","",""
"1","1985","(1c) basic vocational qualification","general elemantary","","","",""
"1","1985","(1c) basic vocational qualification","middle vocational","105","0.0217963830385612","0.0169876500778548","0.0266051159992676"
"1","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"1","1985","(1c) basic vocational qualification","higher vocational","6","","",""
"1","1985","(1c) basic vocational qualification","higher education","","","",""
"1","1985","(2b) intermediate general qualification","in school","","","",""
"1","1985","(2b) intermediate general qualification","inadequately","","","",""
"1","1985","(2b) intermediate general qualification","general elemantary","12","","",""
"1","1985","(2b) intermediate general qualification","middle vocational","","","",""
"1","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"1","1985","(2b) intermediate general qualification","higher vocational","","","",""
"1","1985","(2b) intermediate general qualification","higher education","","","",""
"1","1985","(2a) intermediate vocational","in school","","","",""
"1","1985","(2a) intermediate vocational","inadequately","","","",""
"1","1985","(2a) intermediate vocational","general elemantary","","","",""
"1","1985","(2a) intermediate vocational","middle vocational","21","","",""
"1","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"1","1985","(2a) intermediate vocational","higher vocational","5","","",""
"1","1985","(2a) intermediate vocational","higher education","","","",""
"1","1985","(2c_gen) general maturity certificate","in school","","","",""
"1","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"1","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"1","1985","(2c_gen) general maturity certificate","middle vocational","13","","",""
"1","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"1","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"1","1985","(2c_gen) general maturity certificate","higher education","","","",""
"1","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"1","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"1","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"1","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"1","1985","(2c_voc) vocational maturity certificate","vocational + Abi","21","","",""
"1","1985","(2c_voc) vocational maturity certificate","higher vocational","3","","",""
"1","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"1","1985","(3a) lower tertiary education","in school","","","",""
"1","1985","(3a) lower tertiary education","inadequately","","","",""
"1","1985","(3a) lower tertiary education","general elemantary","","","",""
"1","1985","(3a) lower tertiary education","middle vocational","","","",""
"1","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"1","1985","(3a) lower tertiary education","higher vocational","","","",""
"1","1985","(3a) lower tertiary education","higher education","6","","",""
"1","1985","(3b) higher tertiary education","in school","","","",""
"1","1985","(3b) higher tertiary education","inadequately","","","",""
"1","1985","(3b) higher tertiary education","general elemantary","","","",""
"1","1985","(3b) higher tertiary education","middle vocational","","","",""
"1","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"1","1985","(3b) higher tertiary education","higher vocational","","","",""
"1","1985","(3b) higher tertiary education","higher education","21","","",""
"2","1985","(0) in school","in school","24","","",""
"2","1985","(0) in school","inadequately","","","",""
"2","1985","(0) in school","general elemantary","","","",""
"2","1985","(0) in school","middle vocational","","","",""
"2","1985","(0) in school","vocational + Abi","","","",""
"2","1985","(0) in school","higher vocational","","","",""
"2","1985","(0) in school","higher education","","","",""
"2","1985","(1a) inadequately completed","in school","","","",""
"2","1985","(1a) inadequately completed","inadequately","172","0.189511219062044","0.162538257695239","0.216484180428849"
"2","1985","(1a) inadequately completed","general elemantary","","","",""
"2","1985","(1a) inadequately completed","middle vocational","21","","",""
"2","1985","(1a) inadequately completed","vocational + Abi","","","",""
"2","1985","(1a) inadequately completed","higher vocational","1","","",""
"2","1985","(1a) inadequately completed","higher education","","","",""
"2","1985","(1b) general elementary school","in school","","","",""
"2","1985","(1b) general elementary school","inadequately","8","","",""
"2","1985","(1b) general elementary school","general elemantary","341","0.0905174192931414","0.0794524767684277","0.101582361817855"
"2","1985","(1b) general elementary school","middle vocational","","","",""
"2","1985","(1b) general elementary school","vocational + Abi","","","",""
"2","1985","(1b) general elementary school","higher vocational","","","",""
"2","1985","(1b) general elementary school","higher education","","","",""
"2","1985","(1c) basic vocational qualification","in school","","","",""
"2","1985","(1c) basic vocational qualification","inadequately","","","",""
"2","1985","(1c) basic vocational qualification","general elemantary","","","",""
"2","1985","(1c) basic vocational qualification","middle vocational","481","0.114638340842855","0.104146562327016","0.125130119358694"
"2","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"2","1985","(1c) basic vocational qualification","higher vocational","34","0.112019577602088","0.0750778045336538","0.148961350670523"
"2","1985","(1c) basic vocational qualification","higher education","","","",""
"2","1985","(2b) intermediate general qualification","in school","","","",""
"2","1985","(2b) intermediate general qualification","inadequately","","","",""
"2","1985","(2b) intermediate general qualification","general elemantary","72","0.138680134158947","0.10750082772652","0.169859440591375"
"2","1985","(2b) intermediate general qualification","middle vocational","","","",""
"2","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
