"hlf0071_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"2","2000","lower secondary degree","Female","443","0.0797937422168177","0.0723757598277873","0.087211724605848"
"2","2000","secondary school degree","Male","468","0.163843200579915","0.150620416153731","0.177065985006099"
"2","2000","secondary school degree","Female","605","0.148692000750389","0.137605177873886","0.159778823626892"
"2","2000","college entrance qualification","Male","453","0.192420126706753","0.17720623181558","0.207634021597925"
"2","2000","college entrance qualification","Female","420","0.201311058221169","0.184389292809161","0.218232823633178"
"2","2000","Other degree","Male","156","0.209874275535747","0.181148805312537","0.238599745758956"
"2","2000","Other degree","Female","158","0.216686186395862","0.187453459595996","0.245918913195727"
"2","2000","no degree/no degree yet","Male","79","0.195227385265336","0.157498660492334","0.232956110038338"
"2","2000","no degree/no degree yet","Female","99","0.205404050624881","0.169886126761897","0.240921974487864"
"3","2000","lower secondary degree","Male","3684","0.764109448905179","0.752087688638891","0.776131209171466"
"3","2000","lower secondary degree","Female","4080","0.801222712829512","0.790297779489591","0.812147646169432"
"3","2000","secondary school degree","Male","2247","0.736063410819477","0.720317337905642","0.751809483733311"
"3","2000","secondary school degree","Female","2934","0.73390117532688","0.720130342081745","0.747672008572016"
"3","2000","college entrance qualification","Male","1796","0.67706039224612","0.659013734546677","0.695107049945563"
"3","2000","college entrance qualification","Female","1489","0.68086578370923","0.661194148679048","0.700537418739413"
"3","2000","Other degree","Male","556","0.709869839227471","0.677856922688742","0.741882755766199"
"3","2000","Other degree","Female","528","0.685729367298541","0.652790087709034","0.718668646888047"
"3","2000","no degree/no degree yet","Male","321","0.744954688069527","0.703465134289572","0.786444241849481"
"3","2000","no degree/no degree yet","Female","354","0.712925927133401","0.67315285968989","0.752698994576912"
"4","2000","lower secondary degree","Male","444","0.102867272045723","0.0942652219550711","0.111469322136375"
"4","2000","lower secondary degree","Female","495","0.0991802119084133","0.0909976318176435","0.107362791999183"
"4","2000","secondary school degree","Male","227","0.0722461477359813","0.0629972798938783","0.0814950155780842"
"4","2000","secondary school degree","Female","332","0.0938671249786347","0.0847790343089005","0.102955215648369"
"4","2000","college entrance qualification","Male","259","0.099284817953335","0.0877434421257522","0.110826193780918"
"4","2000","college entrance qualification","Female","188","0.0855444142009767","0.0737412036229344","0.0973476247790191"
"4","2000","Other degree","Male","27","","",""
"4","2000","Other degree","Female","30","0.0415420260283078","0.027383560223861","0.0557004918327545"
"4","2000","no degree/no degree yet","Male","13","","",""
"4","2000","no degree/no degree yet","Female","28","","",""
"5","2000","lower secondary degree","Male","44","0.0111290516468914","0.00815852198332855","0.0140995813104543"
"5","2000","lower secondary degree","Female","48","0.00984263177955724","0.00714012668728314","0.0125451368718313"
"5","2000","secondary school degree","Male","14","","",""
"5","2000","secondary school degree","Female","11","","",""
"5","2000","college entrance qualification","Male","21","","",""
"5","2000","college entrance qualification","Female","12","","",""
"5","2000","Other degree","Male","1","","",""
"5","2000","Other degree","Female","2","","",""
"5","2000","no degree/no degree yet","Male","1","","",""
"5","2000","no degree/no degree yet","Female","3","","",""
"1","2001","lower secondary degree","Male","71","0.0164176752448638","0.01259272006132","0.0202426304284076"
"1","2001","lower secondary degree","Female","44","0.00942747672971526","0.0066008673635463","0.0122540860958842"
"1","2001","secondary school degree","Male","48","0.0183838262988146","0.0133884204613981","0.0233792321362311"
"1","2001","secondary school degree","Female","76","0.0208936874193125","0.0162548924398224","0.0255324823988026"
"1","2001","college entrance qualification","Male","46","0.0212213184670308","0.0154421088320692","0.0270005281019924"
"1","2001","college entrance qualification","Female","39","0.020433730487774","0.0143153199685026","0.0265521410070454"
"1","2001","Other degree","Male","36","0.0616681526775638","0.043480688442165","0.0798556169129625"
"1","2001","Other degree","Female","40","0.0449452736881553","0.0295751796918617","0.060315367684449"
"1","2001","no degree/no degree yet","Male","7","","",""
"1","2001","no degree/no degree yet","Female","11","","",""
"2","2001","lower secondary degree","Male","468","0.103462496780153","0.0942952088782909","0.112629784682015"
"2","2001","lower secondary degree","Female","389","0.0778925597522701","0.0700535054712258","0.0857316140333143"
"2","2001","secondary school degree","Male","432","0.164158760216049","0.150384258432017","0.177933262000082"
"2","2001","secondary school degree","Female","544","0.145646742107755","0.134206062228665","0.157087421986846"
"2","2001","college entrance qualification","Male","389","0.175071923862145","0.159832929418141","0.190310918306149"
"2","2001","college entrance qualification","Female","381","0.191146921195144","0.174142324092369","0.208151518297919"
"2","2001","Other degree","Male","116","0.168680409743736","0.140367807638347","0.196993011849126"
"2","2001","Other degree","Female","149","0.215347008032084","0.184852009390462","0.245842006673706"
"2","2001","no degree/no degree yet","Male","80","0.182624199000206","0.145088808670627","0.220159589329786"
"2","2001","no degree/no degree yet","Female","81","0.187615008225358","0.152244614139486","0.222985402311229"
"3","2001","lower secondary degree","Male","3279","0.773141806089362","0.760535960689047","0.785747651489678"
"3","2001","lower secondary degree","Female","3579","0.799413283202296","0.787700457365426","0.811126109039167"
"3","2001","secondary school degree","Male","2090","0.737102346656452","0.720732703133259","0.753471990179646"
"3","2001","secondary school degree","Female","2717","0.728796061484171","0.714377108982829","0.743215013985513"
"3","2001","college entrance qualification","Male","1700","0.692954444063599","0.674457764782104","0.711451123345094"
"3","2001","college entrance qualification","Female","1451","0.690622837389632","0.670632852531665","0.7106128222476"
"3","2001","Other degree","Male","497","0.73325686981533","0.699819035125322","0.766694704505337"
"3","2001","Other degree","Female","481","0.699518327276512","0.665506581634109","0.733530072918914"
"3","2001","no degree/no degree yet","Male","304","0.749966419846539","0.707896569689593","0.792036270003486"
"3","2001","no degree/no degree yet","Female","349","0.737289066641105","0.697415678983486","0.777162454298723"
"4","2001","lower secondary degree","Male","381","0.0970567133676319","0.0881460878994481","0.105967338835816"
"4","2001","lower secondary degree","Female","434","0.103675494014867","0.0947589694073417","0.112592018622392"
"4","2001","secondary school degree","Male","194","0.0753290041883508","0.0655147635780445","0.085143244798657"
"4","2001","secondary school degree","Female","298","0.0980135999727741","0.0883702956659678","0.107656904279581"
"4","2001","college entrance qualification","Male","232","0.099728131254425","0.0877128014366023","0.111743461072248"
"4","2001","college entrance qualification","Female","171","0.0885500124424373","0.0762640663239511","0.100835958560923"
"4","2001","Other degree","Male","23","","",""
"4","2001","Other degree","Female","27","","",""
"4","2001","no degree/no degree yet","Male","16","","",""
"4","2001","no degree/no degree yet","Female","26","","",""
"5","2001","lower secondary degree","Male","41","0.00992130851798924","0.0069380939097372","0.0129045231262413"
"5","2001","lower secondary degree","Female","44","0.00959118630085151","0.00674037591568417","0.0124419966860188"
"5","2001","secondary school degree","Male","14","","",""
"5","2001","secondary school degree","Female","17","","",""
"5","2001","college entrance qualification","Male","22","","",""
"5","2001","college entrance qualification","Female","12","","",""
"5","2001","Other degree","Male","","","",""
"5","2001","Other degree","Female","1","","",""
"5","2001","no degree/no degree yet","Male","","","",""
"5","2001","no degree/no degree yet","Female","1","","",""
"1","2002","lower secondary degree","Male","71","0.0180088809377367","0.0139142900447786","0.0221034718306947"
"1","2002","lower secondary degree","Female","56","0.0129604985752935","0.00958109126599821","0.0163399058845887"
"1","2002","secondary school degree","Male","51","0.0208319214625657","0.0156149249457991","0.0260489179793323"
"1","2002","secondary school degree","Female","81","0.0219061309715124","0.0172661195426776","0.0265461424003473"
"1","2002","college entrance qualification","Male","62","0.0306350710929243","0.0245172931758254","0.0367528490100232"
"1","2002","college entrance qualification","Female","48","0.0203588127874982","0.0148903121047186","0.0258273134702778"
"1","2002","Other degree","Male","28","","",""
"1","2002","Other degree","Female","32","0.0611136715163026","0.0431885656824414","0.0790387773501639"
"1","2002","no degree/no degree yet","Male","9","","",""
"1","2002","no degree/no degree yet","Female","17","","",""
"2","2002","lower secondary degree","Male","458","0.110659029450231","0.100999834062645","0.120318224837817"
"2","2002","lower secondary degree","Female","409","0.0922646913225683","0.0836178040160687","0.100911578629068"
"2","2002","secondary school degree","Male","433","0.154444038042076","0.141243731683438","0.167644344400714"
"2","2002","secondary school degree","Female","571","0.150746783730002","0.139404811760159","0.162088755699845"
"2","2002","college entrance qualification","Male","499","0.180994573979059","0.167326202394565","0.194662945563552"
"2","2002","college entrance qualification","Female","464","0.194714016370122","0.179380837362661","0.210047195377583"
"2","2002","Other degree","Male","123","0.22533775121605","0.192968602487955","0.257706899944145"
"2","2002","Other degree","Female","148","0.232387124954207","0.20078158677512","0.263992663133293"
"2","2002","no degree/no degree yet","Male","84","0.217600417333385","0.17860100792693","0.25659982673984"
"2","2002","no degree/no degree yet","Female","82","0.17451060064388","0.140766596686171","0.208254604601588"
"3","2002","lower secondary degree","Male","3044","0.751780508412721","0.738479736554394","0.765081280271048"
"3","2002","lower secondary degree","Female","3273","0.760123560918837","0.747365099293973","0.7728820225437"
"3","2002","secondary school degree","Male","2121","0.727341630638747","0.711074689392951","0.743608571884542"
"3","2002","secondary school degree","Female","2774","0.70410043862334","0.689631542119574","0.718569335127106"
"3","2002","college entrance qualification","Male","2111","0.666696543054818","0.649961585301189","0.683431500808447"
"3","2002","college entrance qualification","Female","1782","0.675874030374559","0.657750269536728","0.693997791212389"
"3","2002","Other degree","Male","447","0.662146448665933","0.625502743913651","0.698790153418214"
"3","2002","Other degree","Female","462","0.649246895644157","0.613536740601937","0.684957050686377"
"3","2002","no degree/no degree yet","Male","309","0.699629643520537","0.656300859674924","0.742958427366151"
"3","2002","no degree/no degree yet","Female","359","0.726481471655517","0.686850419437861","0.766112523873172"
"4","2002","lower secondary degree","Male","429","0.105616027631472","0.0961527781168627","0.115079277146081"
"4","2002","lower secondary degree","Female","498","0.119276006984504","0.109591915629291","0.128960098339718"
"4","2002","secondary school degree","Male","252","0.0906657125398325","0.0801772801850825","0.101154144894582"
"4","2002","secondary school degree","Female","358","0.109885721055972","0.0999719369466009","0.119799505165342"
"4","2002","college entrance qualification","Male","334","0.109877836935813","0.0987753449683705","0.120980328903255"
"4","2002","college entrance qualification","Female","239","0.0985191075145185","0.086979340894129","0.110058874134908"
"4","2002","Other degree","Male","36","0.0579014929542989","0.0398068031367454","0.0759961827718524"
"4","2002","Other degree","Female","39","0.0518054159217917","0.035220153378436","0.0683906784651473"
"4","2002","no degree/no degree yet","Male","25","","",""
"4","2002","no degree/no degree yet","Female","25","","",""
"5","2002","lower secondary degree","Male","50","0.0139355535678394","0.0103262107360935","0.0175448963995853"
"5","2002","lower secondary degree","Female","67","0.0153752421987972","0.0116989605471674","0.019051523850427"
"5","2002","secondary school degree","Male","22","","",""
"5","2002","secondary school degree","Female","39","0.0133609256191739","0.00972141181722778","0.0170004394211201"
"5","2002","college entrance qualification","Male","42","0.0117959749373858","0.00796304536450401","0.0156289045102676"
"5","2002","college entrance qualification","Female","29","","",""
"5","2002","Other degree","Male","6","","",""
"5","2002","Other degree","Female","5","","",""
"5","2002","no degree/no degree yet","Male","3","","",""
"5","2002","no degree/no degree yet","Female","3","","",""
"1","2003","lower secondary degree","Male","47","0.0135019513113015","0.0098630027534635","0.0171408998691395"
"1","2003","lower secondary degree","Female","40","0.00919036909621632","0.00625907680234267","0.01212166139009"
"1","2003","secondary school degree","Male","50","0.0197938496986121","0.0146104021491478","0.0249772972480764"
"1","2003","secondary school degree","Female","64","0.0197217616610663","0.015230651242582","0.0242128720795506"
"1","2003","college entrance qualification","Male","48","0.0215071524203056","0.0162364089338088","0.0267778959068024"
"1","2003","college entrance qualification","Female","43","0.0174471655678432","0.012343291456604","0.0225510396790825"
"1","2003","Other degree","Male","26","","",""
"1","2003","Other degree","Female","25","","",""
"1","2003","no degree/no degree yet","Male","9","","",""
"1","2003","no degree/no degree yet","Female","12","","",""
"2","2003","lower secondary degree","Male","455","0.117723550673535","0.107561916598309","0.127885184748761"
"2","2003","lower secondary degree","Female","373","0.0898713860435055","0.0810860243938449","0.0986567476931662"
"2","2003","secondary school degree","Male","429","0.163840265040139","0.150066590753897","0.177613939326381"
"2","2003","secondary school degree","Female","547","0.153826457212362","0.142173089808717","0.165479824616007"
"2","2003","college entrance qualification","Male","450","0.187935084721045","0.173741212137435","0.202128957304656"
"2","2003","college entrance qualification","Female","445","0.201081286730018","0.185457126613117","0.216705446846919"
"2","2003","Other degree","Male","118","0.229833470530087","0.196140939444555","0.263526001615618"
"2","2003","Other degree","Female","141","0.254311449160581","0.220808160708818","0.287814737612343"
"2","2003","no degree/no degree yet","Male","63","0.168841508614305","0.133057533911095","0.204625483317515"
"2","2003","no degree/no degree yet","Female","79","0.181442548999964","0.146821616046722","0.216063481953207"
"3","2003","lower secondary degree","Male","2900","0.751859897777806","0.738240858537418","0.765478937018195"
"3","2003","lower secondary degree","Female","3139","0.770981721560673","0.758073849455633","0.783889593665712"
"3","2003","secondary school degree","Male","2017","0.708512674111662","0.69160131497912","0.725424033244203"
"3","2003","secondary school degree","Female","2692","0.712695940563293","0.698079917397913","0.727311963728673"
"3","2003","college entrance qualification","Male","2055","0.671329475869941","0.654262764915662","0.688396186824221"
"3","2003","college entrance qualification","Female","1747","0.663769638132606","0.645354002571942","0.682185273693269"
"3","2003","Other degree","Male","403","0.651093541224289","0.612924532785994","0.689262549662584"
"3","2003","Other degree","Female","433","0.645387403589209","0.608581874586283","0.682192932592136"
"3","2003","no degree/no degree yet","Male","319","0.749682496404407","0.708302415245956","0.791062577562857"
"3","2003","no degree/no degree yet","Female","351","0.698092035747727","0.656850175980005","0.739333895515449"
"4","2003","lower secondary degree","Male","409","0.104473351036759","0.0948290323725199","0.114117669700998"
"4","2003","lower secondary degree","Female","465","0.116822629677941","0.106955632701591","0.126689626654292"
"4","2003","secondary school degree","Male","264","0.102796429765524","0.0914951044926182","0.114097755038429"
"4","2003","secondary school degree","Female","343","0.100256656497765","0.0905555308706639","0.109957782124865"
"4","2003","college entrance qualification","Male","325","0.107712212002522","0.0964483701687434","0.118976053836301"
"4","2003","college entrance qualification","Female","268","0.10636261284491","0.0943445431018936","0.118380682587926"
"4","2003","Other degree","Male","46","0.0710626928415084","0.0504872726756839","0.091638113007333"
"4","2003","Other degree","Female","45","0.0627009202549646","0.0440499342838293","0.0813519062260999"
"4","2003","no degree/no degree yet","Male","26","","",""
"4","2003","no degree/no degree yet","Female","32","0.0702872393237177","0.047322725605427","0.0932517530420083"
"5","2003","lower secondary degree","Male","53","0.012441249200598","0.00894628285941112","0.0159362155417848"
"5","2003","lower secondary degree","Female","54","0.0131338936216642","0.00963666999473563","0.0166311172485928"
"5","2003","secondary school degree","Male","14","","",""
"5","2003","secondary school degree","Female","36","0.013499184065514","0.00977176104661409","0.0172266070844139"
"5","2003","college entrance qualification","Male","32","0.0115160749861854","0.00763958519911167","0.0153925647732592"
"5","2003","college entrance qualification","Female","25","","",""
"5","2003","Other degree","Male","6","","",""
"5","2003","Other degree","Female","5","","",""
"5","2003","no degree/no degree yet","Male","4","","",""
"5","2003","no degree/no degree yet","Female","2","","",""
"1","2004","lower secondary degree","Male","56","0.0150438782963383","0.0111083071590841","0.0189794494335925"
"1","2004","lower secondary degree","Female","41","0.0108418551047451","0.00758420084041157","0.0140995093690786"
"1","2004","secondary school degree","Male","35","0.0159448577904926","0.0112077296844251","0.02068198589656"
"1","2004","secondary school degree","Female","45","0.0144486302072234","0.010548391209108","0.0183488692053388"
"1","2004","college entrance qualification","Male","44","0.0178756660341961","0.013023896871714","0.0227274351966781"
"1","2004","college entrance qualification","Female","46","0.0216726944741032","0.0159829689733205","0.0273624199748859"
"1","2004","Other degree","Male","18","","",""
"1","2004","Other degree","Female","20","","",""
"1","2004","no degree/no degree yet","Male","8","","",""
"1","2004","no degree/no degree yet","Female","12","","",""
"2","2004","lower secondary degree","Male","400","0.109433234131135","0.0993400713273265","0.119526396934943"
"2","2004","lower secondary degree","Female","337","0.0789488469558843","0.0704661276467901","0.0874315662649785"
"2","2004","secondary school degree","Male","400","0.157450128622381","0.14367599140653","0.171224265838233"
"2","2004","secondary school degree","Female","505","0.145483783573585","0.133959718618413","0.157007848528758"
"2","2004","college entrance qualification","Male","431","0.169179349128303","0.155451165041486","0.182907533215121"
"2","2004","college entrance qualification","Female","417","0.173948228700056","0.159136477397628","0.188759980002484"
"2","2004","Other degree","Male","104","0.193177434563551","0.16090874092139","0.225446128205712"
"2","2004","Other degree","Female","116","0.221710342325629","0.188986343195416","0.254434341455841"
"2","2004","no degree/no degree yet","Male","73","0.171070181015803","0.135184272457394","0.206956089574212"
"2","2004","no degree/no degree yet","Female","76","0.191809078857548","0.156768700631841","0.226849457083255"
"3","2004","lower secondary degree","Male","2795","0.759097173924652","0.745271412642686","0.772922935206617"
"3","2004","lower secondary degree","Female","3027","0.787007962315974","0.774128682677388","0.799887241954559"
"3","2004","secondary school degree","Male","1975","0.721071275419355","0.704111081833971","0.738031469004739"
"3","2004","secondary school degree","Female","2625","0.709901354241886","0.695068999544744","0.724733708939028"
"3","2004","college entrance qualification","Male","1998","0.683861178819067","0.666835334109602","0.700887023528533"
"3","2004","college entrance qualification","Female","1757","0.693100129428959","0.67507870499027","0.711121553867648"
"3","2004","Other degree","Male","413","0.691198151563243","0.653436115874848","0.728960187251638"
"3","2004","Other degree","Female","444","0.692948301029567","0.656610475445817","0.729286126613317"
"3","2004","no degree/no degree yet","Male","317","0.734725466941283","0.692653943978829","0.776796989903738"
"3","2004","no degree/no degree yet","Female","367","0.721758225935341","0.681875552752192","0.76164089911849"
"4","2004","lower secondary degree","Male","379","0.105039179369616","0.0951263623181571","0.114951996421074"
"4","2004","lower secondary degree","Female","432","0.111931507360201","0.102013607184445","0.121849407535956"
"4","2004","secondary school degree","Male","261","0.099712170044937","0.0883813886562175","0.111042951433656"
"4","2004","secondary school degree","Female","390","0.118847934038995","0.108271007214405","0.129424860863586"
"4","2004","college entrance qualification","Male","351","0.116887651820846","0.105123027224622","0.12865227641707"
"4","2004","college entrance qualification","Female","270","0.101505714968427","0.0897053434834973","0.113306086453356"
"4","2004","Other degree","Male","35","0.0691722015485157","0.0484319203581823","0.0899124827388492"
"4","2004","Other degree","Female","36","0.0582069138609685","0.0397623749792034","0.0766514527427336"
"4","2004","no degree/no degree yet","Male","24","","",""
"4","2004","no degree/no degree yet","Female","29","","",""
"5","2004","lower secondary degree","Male","45","0.0113865342782596","0.00795626306254024","0.014816805493979"
"5","2004","lower secondary degree","Female","45","0.0112698282631963","0.00794921828891284","0.0145904382374798"
"5","2004","secondary school degree","Male","15","","",""
"5","2004","secondary school degree","Female","31","0.0113182979383096","0.00786083877926866","0.0147757570973505"
"5","2004","college entrance qualification","Male","41","0.012196154197587","0.00817701925873826","0.0162152891364358"
"5","2004","college entrance qualification","Female","26","","",""
"5","2004","Other degree","Male","5","","",""
"5","2004","Other degree","Female","3","","",""
"5","2004","no degree/no degree yet","Male","1","","",""
"5","2004","no degree/no degree yet","Female","1","","",""
"1","2005","lower secondary degree","Male","49","0.0162583458296128","0.0120529014543619","0.0204637902048638"
"1","2005","lower secondary degree","Female","30","0.00805693860959561","0.00515473602926945","0.0109591411899218"
"1","2005","secondary school degree","Male","29","","",""
"1","2005","secondary school degree","Female","50","0.0160749703962953","0.0118820432225754","0.0202678975700151"
"1","2005","college entrance qualification","Male","31","0.0122341904114356","0.00810600540748233","0.0163623754153888"
"1","2005","college entrance qualification","Female","26","","",""
"1","2005","Other degree","Male","11","","",""
"1","2005","Other degree","Female","18","","",""
"1","2005","no degree/no degree yet","Male","5","","",""
"1","2005","no degree/no degree yet","Female","8","","",""
"2","2005","lower secondary degree","Male","389","0.117985435151933","0.107258262720022","0.128712607583845"
"2","2005","lower secondary degree","Female","312","0.0897496849810717","0.0804707910532143","0.0990285789089292"
"2","2005","secondary school degree","Male","381","0.171138216042909","0.156594019991648","0.18568241209417"
"2","2005","secondary school degree","Female","466","0.145095474925023","0.133353342708829","0.156837607141218"
"2","2005","college entrance qualification","Male","409","0.171497439594809","0.157342100185183","0.185652779004434"
"2","2005","college entrance qualification","Female","438","0.201649147490233","0.185854682502054","0.217443612478412"
"2","2005","Other degree","Male","99","0.184203871852999","0.151508114001643","0.216899629704354"
"2","2005","Other degree","Female","103","0.186865909933653","0.1555449017778","0.218186918089506"
"2","2005","no degree/no degree yet","Male","63","0.169768222934513","0.133906188732569","0.205630257136457"
"2","2005","no degree/no degree yet","Female","72","0.157285512553434","0.124850803898791","0.189720221208077"
"3","2005","lower secondary degree","Male","2635","0.749516438013493","0.735108116855855","0.763924759171131"
"3","2005","lower secondary degree","Female","2846","0.775958112005284","0.762422338601386","0.789493885409181"
"3","2005","secondary school degree","Male","1927","0.728326547825049","0.71114897364789","0.745504122002208"
"3","2005","secondary school degree","Female","2553","0.726392454818198","0.711529302751458","0.741255606884938"
"3","2005","college entrance qualification","Male","1934","0.704402192115194","0.687266348370149","0.721538035860239"
"3","2005","college entrance qualification","Female","1725","0.670242815927856","0.651736369073514","0.688749262782198"
"3","2005","Other degree","Male","388","0.710568674902685","0.672319065328925","0.748818284476444"
"3","2005","Other degree","Female","429","0.703390578941713","0.666689371508828","0.740091786374597"
"3","2005","no degree/no degree yet","Male","329","0.767259265232471","0.726893395491915","0.807625134973027"
"3","2005","no degree/no degree yet","Female","374","0.727675128255505","0.68801648710317","0.76733376940784"
"4","2005","lower secondary degree","Male","350","0.100684514503114","0.0906782826894365","0.110690746316791"
"4","2005","lower secondary degree","Female","407","0.112347473327612","0.102095617823733","0.122599328831491"
"4","2005","secondary school degree","Male","215","0.0790383063119732","0.0686195769322531","0.0894570356916933"
"4","2005","secondary school degree","Female","348","0.0979371026985166","0.0880275680559445","0.107846637341089"
"4","2005","college entrance qualification","Male","312","0.0998844720241616","0.0886243614455267","0.111144582602796"
"4","2005","college entrance qualification","Female","260","0.107942423624948","0.0957271738097018","0.120157673440194"
"4","2005","Other degree","Male","37","0.0771045043151181","0.0546052901820954","0.0996037184481408"
"4","2005","Other degree","Female","37","0.0607477491958687","0.0415546182628781","0.0799408801288593"
"4","2005","no degree/no degree yet","Male","24","","",""
"4","2005","no degree/no degree yet","Female","28","","",""
"5","2005","lower secondary degree","Male","51","0.0155552665018476","0.0114402878924279","0.0196702451112672"
"5","2005","lower secondary degree","Female","50","0.0138877910764369","0.0100887054698492","0.0176868766830247"
"5","2005","secondary school degree","Male","24","","",""
"5","2005","secondary school degree","Female","39","0.0144999971619666","0.0105145826517088","0.0184854116722243"
"5","2005","college entrance qualification","Male","38","0.0119817058543998","0.00789581878183114","0.0160675929269685"
"5","2005","college entrance qualification","Female","30","0.007916373483777","0.00442780617774889","0.0114049407898051"
"5","2005","Other degree","Male","5","","",""
"5","2005","Other degree","Female","8","","",""
"5","2005","no degree/no degree yet","Male","","","",""
"5","2005","no degree/no degree yet","Female","2","","",""
"1","2006","lower secondary degree","Male","56","0.0192352599430618","0.0148327351515185","0.023637784734605"
"1","2006","lower secondary degree","Female","52","0.0167341797021061","0.0127160875441819","0.0207522718600304"
"1","2006","secondary school degree","Male","43","0.0191116777335989","0.0140082765255185","0.0242150789416794"
"1","2006","secondary school degree","Female","41","0.0146797731917335","0.0108279126769393","0.0185316337065277"
"1","2006","college entrance qualification","Male","27","","",""
"1","2006","college entrance qualification","Female","43","0.0169053926795102","0.0120372916384385","0.0217734937205818"
"1","2006","Other degree","Male","17","","",""
"1","2006","Other degree","Female","18","","",""
"1","2006","no degree/no degree yet","Male","7","","",""
"1","2006","no degree/no degree yet","Female","10","","",""
"2","2006","lower secondary degree","Male","388","0.112021779796144","0.101912441042397","0.122131118549892"
"2","2006","lower secondary degree","Female","339","0.0896415024405388","0.0806931517395781","0.0985898531414995"
"2","2006","secondary school degree","Male","394","0.15828001130199","0.144675047837376","0.171884974766603"
"2","2006","secondary school degree","Female","502","0.150236570010867","0.13879306593976","0.161680074081974"
"2","2006","college entrance qualification","Male","413","0.169316158438074","0.155736733921236","0.182895582954912"
"2","2006","college entrance qualification","Female","426","0.17581143698236","0.161437155372271","0.190185718592449"
"2","2006","Other degree","Male","103","0.201205311548244","0.168001236837574","0.234409386258914"
"2","2006","Other degree","Female","115","0.208625964473483","0.177195148611236","0.240056780335731"
"2","2006","no degree/no degree yet","Male","62","0.156015616532634","0.121915591031758","0.190115642033509"
"2","2006","no degree/no degree yet","Female","77","0.172277160312711","0.137917772087676","0.206636548537746"
"3","2006","lower secondary degree","Male","2829","0.748739364313385","0.73483670377439","0.76264202485238"
"3","2006","lower secondary degree","Female","2954","0.751318220995889","0.737778299343836","0.764858142647941"
"3","2006","secondary school degree","Male","2012","0.705691414059847","0.688704698838195","0.722678129281498"
"3","2006","secondary school degree","Female","2745","0.706294469071423","0.691707295682167","0.720881642460679"
"3","2006","college entrance qualification","Male","2068","0.693058057834381","0.676357644969566","0.709758470699196"
"3","2006","college entrance qualification","Female","1875","0.696707063968691","0.679348829517063","0.71406529842032"
"3","2006","Other degree","Male","399","0.706230450948554","0.668505326119115","0.743955575777992"
"3","2006","Other degree","Female","460","0.68817998123169","0.65234694644296","0.72401301602042"
"3","2006","no degree/no degree yet","Male","333","0.760025851941716","0.719893013736142","0.800158690147289"
"3","2006","no degree/no degree yet","Female","335","0.703569069782653","0.662015893293824","0.745122246271481"
"4","2006","lower secondary degree","Male","408","0.101751735334538","0.0920613853155169","0.11144208535356"
"4","2006","lower secondary degree","Female","506","0.125343244028312","0.114971506910082","0.135714981146543"
"4","2006","secondary school degree","Male","291","0.10307388669399","0.0917406702339307","0.11440710315405"
"4","2006","secondary school degree","Female","407","0.111894467510457","0.101798248224587","0.121990686796327"
"4","2006","college entrance qualification","Male","372","0.112140562521886","0.100715258804959","0.123565866238813"
"4","2006","college entrance qualification","Female","313","0.0997690950033709","0.0884522785844422","0.1110859114223"
"4","2006","Other degree","Male","36","0.0569211753184501","0.0377316158972707","0.0761107347396295"
"4","2006","Other degree","Female","43","0.0595218114256231","0.0412200449016023","0.077823577949644"
"4","2006","no degree/no degree yet","Male","30","0.0492391741884258","0.028906500895422","0.0695718474814296"
"4","2006","no degree/no degree yet","Female","40","0.0932760301355718","0.0668146996949821","0.119737360576161"
"5","2006","lower secondary degree","Male","58","0.0182518606128707","0.0139612018772047","0.0225425193485366"
"5","2006","lower secondary degree","Female","64","0.016962852833154","0.0129178705886927","0.0210078350776154"
"5","2006","secondary school degree","Male","25","","",""
"5","2006","secondary school degree","Female","50","0.0168947202155198","0.0127671193364485","0.0210223210945911"
"5","2006","college entrance qualification","Male","50","0.0119752572179985","0.00803666864657939","0.0159138457894176"
"5","2006","college entrance qualification","Female","37","0.0108070113660674","0.00690271645972115","0.0147113062724137"
"5","2006","Other degree","Male","5","","",""
"5","2006","Other degree","Female","6","","",""
"5","2006","no degree/no degree yet","Male","3","","",""
"5","2006","no degree/no degree yet","Female","2","","",""
"1","2007","lower secondary degree","Male","40","0.0163605923513553","0.0121102338754765","0.0206109508272341"
"1","2007","lower secondary degree","Female","36","0.0150667731929746","0.0110623330334065","0.0190712133525428"
"1","2007","secondary school degree","Male","26","","",""
"1","2007","secondary school degree","Female","31","0.0118051683973237","0.00823048494083239","0.015379851853815"
"1","2007","college entrance qualification","Male","32","0.0123989098466407","0.00831833454703674","0.0164794851462446"
"1","2007","college entrance qualification","Female","32","0.0112215897364538","0.0071881634316244","0.0152550160412833"
"1","2007","Other degree","Male","13","","",""
"1","2007","Other degree","Female","14","","",""
"1","2007","no degree/no degree yet","Male","8","","",""
"1","2007","no degree/no degree yet","Female","7","","",""
"2","2007","lower secondary degree","Male","360","0.105385477670012","0.0950978214171019","0.115673133922923"
"2","2007","lower secondary degree","Female","297","0.0820340436264441","0.073013376942868","0.0910547103100203"
"2","2007","secondary school degree","Male","386","0.175813370072148","0.161150438841947","0.190476301302348"
"2","2007","secondary school degree","Female","485","0.149691842978033","0.137884084850072","0.161499601105994"
"2","2007","college entrance qualification","Male","388","0.151681326046982","0.138453622994525","0.164909029099439"
