"hlf0071_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"4","1993","Not Working","secondary school degree","60","0.0863289846777513","0.0669640671759015","0.105693902179601"
"4","1993","Not Working","college entrance qualification","43","0.109797253399315","0.0791210332197099","0.14047347357892"
"4","1993","Not Working","Other degree","12","","",""
"4","1993","Not Working","no degree/no degree yet","14","","",""
"5","1993","Full Time","lower secondary degree","6","","",""
"5","1993","Full Time","secondary school degree","7","","",""
"5","1993","Full Time","college entrance qualification","3","","",""
"5","1993","Full Time","Other degree","1","","",""
"5","1993","Full Time","no degree/no degree yet","","","",""
"5","1993","Part Time","lower secondary degree","4","","",""
"5","1993","Part Time","secondary school degree","1","","",""
"5","1993","Part Time","college entrance qualification","4","","",""
"5","1993","Part Time","Other degree","","","",""
"5","1993","Part Time","no degree/no degree yet","","","",""
"5","1993","Not Working","lower secondary degree","24","","",""
"5","1993","Not Working","secondary school degree","6","","",""
"5","1993","Not Working","college entrance qualification","2","","",""
"5","1993","Not Working","Other degree","1","","",""
"5","1993","Not Working","no degree/no degree yet","","","",""
"1","1994","Full Time","lower secondary degree","70","0.0210988092090791","0.0149271511363054","0.0272704672818528"
"1","1994","Full Time","secondary school degree","83","0.0320243036756527","0.0243253767598843","0.039723230591421"
"1","1994","Full Time","college entrance qualification","40","0.0301864639153403","0.0192485523928934","0.0411243754377871"
"1","1994","Full Time","Other degree","42","0.0986473570368959","0.0714273819336356","0.125867332140156"
"1","1994","Full Time","no degree/no degree yet","16","","",""
"1","1994","Part Time","lower secondary degree","36","0.0269912913257389","0.0165307821319899","0.0374518005194878"
"1","1994","Part Time","secondary school degree","25","","",""
"1","1994","Part Time","college entrance qualification","15","","",""
"1","1994","Part Time","Other degree","22","","",""
"1","1994","Part Time","no degree/no degree yet","13","","",""
"1","1994","Not Working","lower secondary degree","25","","",""
"1","1994","Not Working","secondary school degree","32","0.0246201959429151","0.0137241176893181","0.0355162741965121"
"1","1994","Not Working","college entrance qualification","11","","",""
"1","1994","Not Working","Other degree","23","","",""
"1","1994","Not Working","no degree/no degree yet","38","0.0604784519956926","0.0391092724281189","0.0818476315632663"
"2","1994","Full Time","lower secondary degree","359","0.173824652860454","0.15755061742824","0.190098688292669"
"2","1994","Full Time","secondary school degree","468","0.221049557241134","0.202904520096598","0.23919459438567"
"2","1994","Full Time","college entrance qualification","230","0.226495216069195","0.199737737702194","0.253252694436197"
"2","1994","Full Time","Other degree","94","0.189118044753949","0.153370770607782","0.224865318900116"
"2","1994","Full Time","no degree/no degree yet","48","0.246226321848109","0.189809085950766","0.302643557745451"
"2","1994","Part Time","lower secondary degree","145","0.134485161464807","0.112463145466394","0.15650717746322"
"2","1994","Part Time","secondary school degree","151","0.199181403922872","0.169272928565258","0.229089879280486"
"2","1994","Part Time","college entrance qualification","102","0.250285127364106","0.206788940271652","0.29378131445656"
"2","1994","Part Time","Other degree","27","","",""
"2","1994","Part Time","no degree/no degree yet","28","","",""
"2","1994","Not Working","lower secondary degree","209","0.0684278462465931","0.0583644487500462","0.0784912437431399"
"2","1994","Not Working","secondary school degree","148","0.159047175617304","0.133332184478759","0.18476216675585"
"2","1994","Not Working","college entrance qualification","81","0.156849986290452","0.123760976639611","0.189938995941292"
"2","1994","Not Working","Other degree","51","0.211881402439666","0.160919947122164","0.262842857757168"
"2","1994","Not Working","no degree/no degree yet","102","0.178077539851728","0.143780697238987","0.212374382464469"
"3","1994","Full Time","lower secondary degree","1524","0.734909730807298","0.715955011913857","0.75386444970074"
"3","1994","Full Time","secondary school degree","1308","0.656494236949534","0.635728822881796","0.677259651017273"
"3","1994","Full Time","college entrance qualification","587","0.615123553417648","0.584018853940428","0.646228252894868"
"3","1994","Full Time","Other degree","308","0.655940407439763","0.612574677959188","0.699306136920338"
"3","1994","Full Time","no degree/no degree yet","156","0.682563901836977","0.62160685816511","0.743520945508844"
"3","1994","Part Time","lower secondary degree","663","0.727178809774491","0.698428515943223","0.755929103605759"
"3","1994","Part Time","secondary school degree","466","0.675037732266859","0.639963893743794","0.710111570789925"
"3","1994","Part Time","college entrance qualification","242","0.652749387738344","0.60494361420206","0.700555161274627"
"3","1994","Part Time","Other degree","96","0.627964847755255","0.550614527424135","0.705315168086375"
"3","1994","Part Time","no degree/no degree yet","63","0.61683632270915","0.523401544850506","0.710271100567794"
"3","1994","Not Working","lower secondary degree","1944","0.825463876050729","0.810334826597348","0.84059292550411"
"3","1994","Not Working","secondary school degree","529","0.714888847410228","0.683144679660701","0.746633015159756"
"3","1994","Not Working","college entrance qualification","321","0.712334253675491","0.671145837641678","0.753522669709303"
"3","1994","Not Working","Other degree","158","0.629151400266232","0.568912710107657","0.689390090424807"
"3","1994","Not Working","no degree/no degree yet","315","0.69086998580633","0.6494411344433","0.732298837169361"
"4","1994","Full Time","lower secondary degree","115","0.0638087958612088","0.0533127430107432","0.0743048487116744"
"4","1994","Full Time","secondary school degree","138","0.0854703308601845","0.0732448847697297","0.0976957769506394"
"4","1994","Full Time","college entrance qualification","77","0.118333606096219","0.0976850181600346","0.138982194032403"
"4","1994","Full Time","Other degree","16","","",""
"4","1994","Full Time","no degree/no degree yet","4","","",""
"4","1994","Part Time","lower secondary degree","78","0.111344737434963","0.0910406190576666","0.13164885581226"
"4","1994","Part Time","secondary school degree","41","0.0850086521394635","0.0641232489293","0.105894055349627"
"4","1994","Part Time","college entrance qualification","22","","",""
"4","1994","Part Time","Other degree","5","","",""
"4","1994","Part Time","no degree/no degree yet","","","",""
"4","1994","Not Working","lower secondary degree","213","0.0889697227716321","0.0776220326770193","0.100317412866245"
"4","1994","Not Working","secondary school degree","61","0.0912786757684089","0.0710280892240545","0.111529262312763"
"4","1994","Not Working","college entrance qualification","46","0.102168794700594","0.0746109287271646","0.129726660674024"
"4","1994","Not Working","Other degree","12","","",""
"4","1994","Not Working","no degree/no degree yet","22","","",""
"5","1994","Full Time","lower secondary degree","15","","",""
"5","1994","Full Time","secondary school degree","12","","",""
"5","1994","Full Time","college entrance qualification","6","","",""
"5","1994","Full Time","Other degree","1","","",""
"5","1994","Full Time","no degree/no degree yet","","","",""
"5","1994","Part Time","lower secondary degree","","","",""
"5","1994","Part Time","secondary school degree","2","","",""
"5","1994","Part Time","college entrance qualification","","","",""
"5","1994","Part Time","Other degree","","","",""
"5","1994","Part Time","no degree/no degree yet","","","",""
"5","1994","Not Working","lower secondary degree","27","","",""
"5","1994","Not Working","secondary school degree","7","","",""
"5","1994","Not Working","college entrance qualification","5","","",""
"5","1994","Not Working","Other degree","3","","",""
"5","1994","Not Working","no degree/no degree yet","1","","",""
"1","1995","Full Time","lower secondary degree","59","0.0216283207901872","0.0152258136498427","0.0280308279305317"
"1","1995","Full Time","secondary school degree","70","0.0292974341529018","0.0218524691410489","0.0367423991647548"
"1","1995","Full Time","college entrance qualification","25","","",""
"1","1995","Full Time","Other degree","48","0.0857962269802455","0.0623263924726847","0.109266061487806"
"1","1995","Full Time","no degree/no degree yet","8","","",""
"1","1995","Part Time","lower secondary degree","34","0.0245888663982548","0.0147666496605493","0.0344110831359603"
"1","1995","Part Time","secondary school degree","32","0.039464720988972","0.0257306078894933","0.0531988340884507"
"1","1995","Part Time","college entrance qualification","16","","",""
"1","1995","Part Time","Other degree","18","","",""
"1","1995","Part Time","no degree/no degree yet","2","","",""
"1","1995","Not Working","lower secondary degree","30","0.00709239709829418","0.00375723270507759","0.0104275614915108"
"1","1995","Not Working","secondary school degree","32","0.0227856801611179","0.0125221683584535","0.0330491919637823"
"1","1995","Not Working","college entrance qualification","16","","",""
"1","1995","Not Working","Other degree","42","0.0988159583454222","0.0684503891737659","0.129181527517078"
"1","1995","Not Working","no degree/no degree yet","32","0.0412001093148436","0.0244210781568267","0.0579791404728604"
"2","1995","Full Time","lower secondary degree","314","0.154620122798668","0.138707356161543","0.170532889435793"
"2","1995","Full Time","secondary school degree","428","0.20783687815579","0.189923669101085","0.225750087210496"
"2","1995","Full Time","college entrance qualification","244","0.214020543606209","0.188394363708378","0.239646723504039"
"2","1995","Full Time","Other degree","118","0.215571069866951","0.181110181609344","0.250031958124558"
"2","1995","Full Time","no degree/no degree yet","47","0.277627199537438","0.214282661188365","0.34097173788651"
"2","1995","Part Time","lower secondary degree","130","0.123017582607467","0.102185847589683","0.143849317625252"
"2","1995","Part Time","secondary school degree","167","0.214044396570351","0.185111602253944","0.242977190886759"
"2","1995","Part Time","college entrance qualification","97","0.242580118481713","0.20206568079996","0.283094556163466"
"2","1995","Part Time","Other degree","61","0.2916885853731","0.233697140831528","0.349680029914673"
"2","1995","Part Time","no degree/no degree yet","32","0.308254104264346","0.221164976147823","0.395343232380868"
"2","1995","Not Working","lower secondary degree","222","0.076232740772226","0.065685997961366","0.086779483583086"
"2","1995","Not Working","secondary school degree","153","0.16000686290793","0.134790801666648","0.185222924149211"
"2","1995","Not Working","college entrance qualification","82","0.138447321361958","0.107550722836099","0.169343919887818"
"2","1995","Not Working","Other degree","86","0.228668534192511","0.185933420436098","0.271403647948925"
"2","1995","Not Working","no degree/no degree yet","128","0.220935225766939","0.185910642637123","0.255959808896754"
"3","1995","Full Time","lower secondary degree","1481","0.744801349626033","0.725612623338255","0.76399007591381"
"3","1995","Full Time","secondary school degree","1324","0.668567669695466","0.647786265005708","0.689349074385224"
"3","1995","Full Time","college entrance qualification","615","0.641960928780559","0.612005878624993","0.671915978936125"
"3","1995","Full Time","Other degree","360","0.661596840821561","0.621944544444023","0.701249137199099"
"3","1995","Full Time","no degree/no degree yet","132","0.624981075309304","0.556502060719318","0.693460089899291"
"3","1995","Part Time","lower secondary degree","716","0.748148300552519","0.720617889553992","0.775678711551047"
"3","1995","Part Time","secondary school degree","504","0.639431306079249","0.605560120618075","0.673302491540424"
"3","1995","Part Time","college entrance qualification","283","0.644833156618083","0.599600327577164","0.690065985659003"
"3","1995","Part Time","Other degree","151","0.589909084487757","0.527157498592165","0.652660670383348"
"3","1995","Part Time","no degree/no degree yet","73","0.672725528919207","0.584232057380776","0.761219000457637"
"3","1995","Not Working","lower secondary degree","1919","0.798832717460069","0.782900621913262","0.814764813006875"
"3","1995","Not Working","secondary school degree","557","0.712793371023292","0.68167268713198","0.743914054914604"
"3","1995","Not Working","college entrance qualification","321","0.693104187479914","0.651844853325294","0.734363521634534"
"3","1995","Not Working","Other degree","230","0.639978039794947","0.591134383307906","0.688821696281988"
"3","1995","Not Working","no degree/no degree yet","351","0.662548612285576","0.622630665765019","0.702466558806133"
"4","1995","Full Time","lower secondary degree","118","0.0725766639120139","0.0611577645773832","0.0839955632466447"
"4","1995","Full Time","secondary school degree","137","0.0852191908313743","0.0728929115199819","0.0975454701427667"
"4","1995","Full Time","college entrance qualification","95","0.112990842475343","0.0932103902199161","0.13277129473077"
"4","1995","Full Time","Other degree","20","","",""
"4","1995","Full Time","no degree/no degree yet","5","","",""
"4","1995","Part Time","lower secondary degree","68","0.0957797201613688","0.0771150504655811","0.114444389857157"
"4","1995","Part Time","secondary school degree","66","0.0991108528059202","0.0780325458383431","0.120189159773497"
"4","1995","Part Time","college entrance qualification","30","0.0683715415713517","0.0445168985151406","0.0922261846275627"
"4","1995","Part Time","Other degree","6","","",""
"4","1995","Part Time","no degree/no degree yet","1","","",""
"4","1995","Not Working","lower secondary degree","242","0.11083242170291","0.0983559574558943","0.123308885949925"
"4","1995","Not Working","secondary school degree","69","0.100513481650031","0.0798320992921415","0.121194864007921"
"4","1995","Not Working","college entrance qualification","55","0.115767515524336","0.087145246346167","0.144389784702505"
"4","1995","Not Working","Other degree","11","","",""
"4","1995","Not Working","no degree/no degree yet","26","","",""
"5","1995","Full Time","lower secondary degree","11","","",""
"5","1995","Full Time","secondary school degree","12","","",""
"5","1995","Full Time","college entrance qualification","5","","",""
"5","1995","Full Time","Other degree","1","","",""
"5","1995","Full Time","no degree/no degree yet","","","",""
"5","1995","Part Time","lower secondary degree","7","","",""
"5","1995","Part Time","secondary school degree","3","","",""
"5","1995","Part Time","college entrance qualification","4","","",""
"5","1995","Part Time","Other degree","","","",""
"5","1995","Part Time","no degree/no degree yet","","","",""
"5","1995","Not Working","lower secondary degree","19","","",""
"5","1995","Not Working","secondary school degree","1","","",""
"5","1995","Not Working","college entrance qualification","6","","",""
"5","1995","Not Working","Other degree","2","","",""
"5","1995","Not Working","no degree/no degree yet","2","","",""
"1","1996","Full Time","lower secondary degree","52","0.0192507626692558","0.0130998438657292","0.0254016814727824"
"1","1996","Full Time","secondary school degree","64","0.0224921135731979","0.0159708202065557","0.02901340693984"
"1","1996","Full Time","college entrance qualification","34","0.0296725995226725","0.0192593817632305","0.0400858172821146"
"1","1996","Full Time","Other degree","33","0.0793696723868566","0.0547474342082592","0.103991910565454"
"1","1996","Full Time","no degree/no degree yet","10","","",""
"1","1996","Part Time","lower secondary degree","26","","",""
"1","1996","Part Time","secondary school degree","36","0.0373993042311187","0.0242017733524214","0.050596835109816"
"1","1996","Part Time","college entrance qualification","12","","",""
"1","1996","Part Time","Other degree","11","","",""
"1","1996","Part Time","no degree/no degree yet","9","","",""
"1","1996","Not Working","lower secondary degree","31","0.0078029974456408","0.00425830426482642","0.0113476906264552"
"1","1996","Not Working","secondary school degree","20","","",""
"1","1996","Not Working","college entrance qualification","15","","",""
"1","1996","Not Working","Other degree","26","","",""
"1","1996","Not Working","no degree/no degree yet","30","0.0274301848121083","0.0135769172374737","0.0412834523867428"
"2","1996","Full Time","lower secondary degree","328","0.16485253248905","0.148242654952294","0.181462410025806"
"2","1996","Full Time","secondary school degree","438","0.208122461667805","0.190267991864242","0.225976931471368"
"2","1996","Full Time","college entrance qualification","237","0.237017965465556","0.210920652480953","0.263115278450159"
"2","1996","Full Time","Other degree","97","0.201684207883996","0.165134753120744","0.238233662647249"
"2","1996","Full Time","no degree/no degree yet","27","","",""
"2","1996","Part Time","lower secondary degree","153","0.146824783865275","0.124342086348128","0.169307481382421"
"2","1996","Part Time","secondary school degree","147","0.165606991377813","0.139750922161189","0.191463060594438"
"2","1996","Part Time","college entrance qualification","86","0.183995728360879","0.147872459565827","0.220118997155932"
"2","1996","Part Time","Other degree","53","0.225759410675904","0.174445052667857","0.27707376868395"
"2","1996","Part Time","no degree/no degree yet","37","0.355276684231064","0.273938904718991","0.436614463743137"
"2","1996","Not Working","lower secondary degree","231","0.0782131393389618","0.0673962078821527","0.0890300707957709"
"2","1996","Not Working","secondary school degree","137","0.146250403408433","0.12150007293822","0.171000733878647"
"2","1996","Not Working","college entrance qualification","77","0.147690169793242","0.114539195520298","0.180841144066185"
"2","1996","Not Working","Other degree","76","0.197636073906344","0.157223875039691","0.238048272772997"
"2","1996","Not Working","no degree/no degree yet","132","0.225387948281558","0.189948664820154","0.260827231742961"
"3","1996","Full Time","lower secondary degree","1409","0.733526619394816","0.713735430230305","0.753317808559326"
"3","1996","Full Time","secondary school degree","1332","0.669722268244729","0.64903774642916","0.690406790060299"
"3","1996","Full Time","college entrance qualification","652","0.616349506720509","0.586507404615731","0.646191608825286"
"3","1996","Full Time","Other degree","315","0.670701156074042","0.6278939162296","0.713508395918484"
"3","1996","Full Time","no degree/no degree yet","107","0.638750776541131","0.561878163611391","0.715623389470872"
"3","1996","Part Time","lower secondary degree","691","0.73070135995075","0.702522938863475","0.758879781038025"
"3","1996","Part Time","secondary school degree","549","0.705316432140869","0.673605588189032","0.737027276092707"
"3","1996","Part Time","college entrance qualification","312","0.704404357723361","0.661864406557184","0.746944308889538"
"3","1996","Part Time","Other degree","185","0.700081823755871","0.643840725197749","0.756322922313993"
"3","1996","Part Time","no degree/no degree yet","83","0.528798785955562","0.443964639307291","0.613632932603832"
"3","1996","Not Working","lower secondary degree","1831","0.788472243014041","0.772019972232247","0.804924513795834"
"3","1996","Not Working","secondary school degree","537","0.691657976568666","0.65931132995335","0.724004623183982"
"3","1996","Not Working","college entrance qualification","299","0.67665844357607","0.632952825355977","0.720364061796164"
"3","1996","Not Working","Other degree","256","0.704017654353183","0.657692342255944","0.750342966450422"
"3","1996","Not Working","no degree/no degree yet","347","0.675220459303226","0.635501799073465","0.714939119532986"
"4","1996","Full Time","lower secondary degree","117","0.0769163743018323","0.0649883927078516","0.0888443558958131"
"4","1996","Full Time","secondary school degree","144","0.094714938914389","0.0818365840613149","0.107593293767463"
"4","1996","Full Time","college entrance qualification","92","0.109176843075493","0.0900382935538571","0.128315392597129"
"4","1996","Full Time","Other degree","17","","",""
"4","1996","Full Time","no degree/no degree yet","6","","",""
"4","1996","Part Time","lower secondary degree","77","0.104561360584716","0.0851241855688593","0.123998535600572"
"4","1996","Part Time","secondary school degree","59","0.0868566805429979","0.0672678311729278","0.106445529913068"
"4","1996","Part Time","college entrance qualification","32","0.0986602721843093","0.0708597874904258","0.126460756878193"
"4","1996","Part Time","Other degree","6","","",""
"4","1996","Part Time","no degree/no degree yet","3","","",""
"4","1996","Not Working","lower secondary degree","250","0.116105356903297","0.103199841845408","0.129010871961187"
"4","1996","Not Working","secondary school degree","87","0.136577935135099","0.11252494613289","0.160630924137308"
"4","1996","Not Working","college entrance qualification","43","0.124450283012565","0.0936070352142208","0.155293530810908"
"4","1996","Not Working","Other degree","14","","",""
"4","1996","Not Working","no degree/no degree yet","24","","",""
"5","1996","Full Time","lower secondary degree","11","","",""
"5","1996","Full Time","secondary school degree","8","","",""
"5","1996","Full Time","college entrance qualification","5","","",""
"5","1996","Full Time","Other degree","1","","",""
"5","1996","Full Time","no degree/no degree yet","","","",""
"5","1996","Part Time","lower secondary degree","5","","",""
"5","1996","Part Time","secondary school degree","3","","",""
"5","1996","Part Time","college entrance qualification","","","",""
"5","1996","Part Time","Other degree","","","",""
"5","1996","Part Time","no degree/no degree yet","1","","",""
"5","1996","Not Working","lower secondary degree","24","","",""
"5","1996","Not Working","secondary school degree","2","","",""
"5","1996","Not Working","college entrance qualification","6","","",""
"5","1996","Not Working","Other degree","1","","",""
"5","1996","Not Working","no degree/no degree yet","1","","",""
"1","1997","Full Time","lower secondary degree","33","0.015754576299704","0.0100399117814673","0.0214692408179407"
"1","1997","Full Time","secondary school degree","50","0.020111645368832","0.0138840514804558","0.0263392392572082"
"1","1997","Full Time","college entrance qualification","27","","",""
"1","1997","Full Time","Other degree","16","","",""
"1","1997","Full Time","no degree/no degree yet","11","","",""
"1","1997","Part Time","lower secondary degree","31","0.0191327833655229","0.0103566269809529","0.0279089397500929"
"1","1997","Part Time","secondary school degree","28","","",""
"1","1997","Part Time","college entrance qualification","8","","",""
"1","1997","Part Time","Other degree","5","","",""
"1","1997","Part Time","no degree/no degree yet","6","","",""
"1","1997","Not Working","lower secondary degree","21","","",""
"1","1997","Not Working","secondary school degree","19","","",""
"1","1997","Not Working","college entrance qualification","8","","",""
"1","1997","Not Working","Other degree","24","","",""
"1","1997","Not Working","no degree/no degree yet","36","0.0469523899096795","0.0294164787365435","0.0644883010828155"
"2","1997","Full Time","lower secondary degree","308","0.165210020540073","0.148167160390641","0.182252880689504"
"2","1997","Full Time","secondary school degree","396","0.20147726296241","0.18368362094633","0.219270904978491"
"2","1997","Full Time","college entrance qualification","241","0.237950974113516","0.212436219151084","0.263465729075949"
"2","1997","Full Time","Other degree","101","0.213245544367513","0.173790048229818","0.252701040505209"
"2","1997","Full Time","no degree/no degree yet","22","","",""
"2","1997","Part Time","lower secondary degree","140","0.15649067057257","0.133215153507772","0.179766187637369"
"2","1997","Part Time","secondary school degree","151","0.168558877733415","0.141943486121114","0.195174269345715"
"2","1997","Part Time","college entrance qualification","105","0.255506699927684","0.212818538721566","0.298194861133803"
"2","1997","Part Time","Other degree","67","0.349341652845576","0.286767158668651","0.411916147022501"
"2","1997","Part Time","no degree/no degree yet","20","","",""
"2","1997","Not Working","lower secondary degree","202","0.0800880314314429","0.0691717875913594","0.0910042752715264"
"2","1997","Not Working","secondary school degree","138","0.137191683771869","0.113714706954889","0.160668660588849"
"2","1997","Not Working","college entrance qualification","90","0.163443640879345","0.129541930650709","0.197345351107981"
"2","1997","Not Working","Other degree","73","0.225012475437847","0.182970884666274","0.267054066209421"
"2","1997","Not Working","no degree/no degree yet","128","0.22834266767824","0.193545173892709","0.26314016146377"
"3","1997","Full Time","lower secondary degree","1364","0.734533050499417","0.714268052062822","0.754798048936011"
"3","1997","Full Time","secondary school degree","1357","0.680250294344204","0.659560907012927","0.70093968167548"
"3","1997","Full Time","college entrance qualification","726","0.642393779452548","0.613675435147723","0.671112123757372"
"3","1997","Full Time","Other degree","289","0.714185477093889","0.670664806960508","0.75770614722727"
"3","1997","Full Time","no degree/no degree yet","100","0.651361829831942","0.571854500234207","0.730869159429676"
"3","1997","Part Time","lower secondary degree","687","0.716252030216508","0.687371212792551","0.745132847640465"
"3","1997","Part Time","secondary school degree","531","0.722962913755244","0.691145252040579","0.754780575469909"
"3","1997","Part Time","college entrance qualification","264","0.641897368171288","0.59497148461035","0.688823251732226"
"3","1997","Part Time","Other degree","148","0.62327581879304","0.559677220013291","0.686874417572788"
"3","1997","Part Time","no degree/no degree yet","81","0.748416982742279","0.668411205837758","0.8284227596468"
"3","1997","Not Working","lower secondary degree","1884","0.783717926785552","0.767159981754867","0.800275871816236"
"3","1997","Not Working","secondary school degree","573","0.699197828861948","0.667903788701172","0.730491869022725"
"3","1997","Not Working","college entrance qualification","308","0.691793775473922","0.649458828635108","0.734128722312736"
"3","1997","Not Working","Other degree","268","0.672364698370897","0.625112036078738","0.719617360663055"
"3","1997","Not Working","no degree/no degree yet","373","0.659585980843662","0.62030506419107","0.698866897496255"
"4","1997","Full Time","lower secondary degree","108","0.0792570868918833","0.0668598779943452","0.0916542957894214"
"4","1997","Full Time","secondary school degree","142","0.0947570347956354","0.0817644220366036","0.107749647554667"
"4","1997","Full Time","college entrance qualification","72","0.0891808835790431","0.0721040181456836","0.106257749012403"
"4","1997","Full Time","Other degree","8","","",""
"4","1997","Full Time","no degree/no degree yet","5","","",""
"4","1997","Part Time","lower secondary degree","75","0.105597565891726","0.0859094749560192","0.125285656827434"
"4","1997","Part Time","secondary school degree","49","0.0725643808608061","0.0541208134400323","0.0910079482815799"
"4","1997","Part Time","college entrance qualification","23","","",""
"4","1997","Part Time","Other degree","3","","",""
"4","1997","Part Time","no degree/no degree yet","6","","",""
"4","1997","Not Working","lower secondary degree","251","0.121502176280321","0.108362681780561","0.134641670780081"
"4","1997","Not Working","secondary school degree","87","0.133090250458452","0.10991197170954","0.156268529207365"
"4","1997","Not Working","college entrance qualification","45","0.105527805766285","0.0773597503000871","0.133695861232484"
"4","1997","Not Working","Other degree","14","","",""
"4","1997","Not Working","no degree/no degree yet","22","","",""
"5","1997","Full Time","lower secondary degree","11","","",""
"5","1997","Full Time","secondary school degree","7","","",""
"5","1997","Full Time","college entrance qualification","4","","",""
"5","1997","Full Time","Other degree","","","",""
"5","1997","Full Time","no degree/no degree yet","","","",""
"5","1997","Part Time","lower secondary degree","3","","",""
"5","1997","Part Time","secondary school degree","1","","",""
"5","1997","Part Time","college entrance qualification","1","","",""
"5","1997","Part Time","Other degree","","","",""
"5","1997","Part Time","no degree/no degree yet","","","",""
"5","1997","Not Working","lower secondary degree","17","","",""
"5","1997","Not Working","secondary school degree","8","","",""
"5","1997","Not Working","college entrance qualification","6","","",""
"5","1997","Not Working","Other degree","","","",""
"5","1997","Not Working","no degree/no degree yet","","","",""
"1","1998","Full Time","lower secondary degree","47","0.0244666997034758","0.0174775442543103","0.0314558551526414"
"1","1998","Full Time","secondary school degree","48","0.0235392075772171","0.0169890955161829","0.0300893196382513"
"1","1998","Full Time","college entrance qualification","25","","",""
"1","1998","Full Time","Other degree","22","","",""
"1","1998","Full Time","no degree/no degree yet","6","","",""
"1","1998","Part Time","lower secondary degree","29","","",""
"1","1998","Part Time","secondary school degree","27","","",""
"1","1998","Part Time","college entrance qualification","20","","",""
"1","1998","Part Time","Other degree","10","","",""
"1","1998","Part Time","no degree/no degree yet","6","","",""
"1","1998","Not Working","lower secondary degree","29","","",""
"1","1998","Not Working","secondary school degree","20","","",""
"1","1998","Not Working","college entrance qualification","10","","",""
"1","1998","Not Working","Other degree","28","","",""
"1","1998","Not Working","no degree/no degree yet","29","","",""
"2","1998","Full Time","lower secondary degree","300","0.170212163383288","0.153210368093752","0.187213958672824"
"2","1998","Full Time","secondary school degree","377","0.184408859210736","0.167653546167808","0.201164172253665"
"2","1998","Full Time","college entrance qualification","240","0.186608635328038","0.164188679967046","0.209028590689031"
"2","1998","Full Time","Other degree","87","0.206347604578049","0.165605508597003","0.247089700559096"
"2","1998","Full Time","no degree/no degree yet","22","","",""
"2","1998","Part Time","lower secondary degree","150","0.158548362682268","0.13562167875064","0.181475046613896"
"2","1998","Part Time","secondary school degree","189","0.225428488240868","0.197757084106648","0.253099892375089"
"2","1998","Part Time","college entrance qualification","96","0.209458944042365","0.172903144741165","0.246014743343564"
"2","1998","Part Time","Other degree","44","0.203016805083426","0.150574176959822","0.255459433207031"
"2","1998","Part Time","no degree/no degree yet","22","","",""
"2","1998","Not Working","lower secondary degree","201","0.0701184114852598","0.0604347186382559","0.0798021043322636"
"2","1998","Not Working","secondary school degree","142","0.124237980656591","0.102711894835677","0.145764066477505"
"2","1998","Not Working","college entrance qualification","107","0.187372193367692","0.154908344394939","0.219836042340446"
"2","1998","Not Working","Other degree","66","0.187924916472357","0.14757086753668","0.228278965408033"
"2","1998","Not Working","no degree/no degree yet","114","0.17180125131399","0.14007427951472","0.20352822311326"
"3","1998","Full Time","lower secondary degree","1381","0.709796302208633","0.689264158660135","0.73032844575713"
"3","1998","Full Time","secondary school degree","1465","0.705314708718257","0.685617889183819","0.725011528252695"
"3","1998","Full Time","college entrance qualification","789","0.681525421276499","0.654715378170394","0.708335464382604"
"3","1998","Full Time","Other degree","252","0.68638795727783","0.639677977500796","0.733097937054863"
"3","1998","Full Time","no degree/no degree yet","97","0.723397625867962","0.646206081996182","0.800589169739742"
"3","1998","Part Time","lower secondary degree","718","0.730111584635364","0.702248286328043","0.757974882942685"
"3","1998","Part Time","secondary school degree","576","0.649709610977622","0.618118143915876","0.681301078039368"
"3","1998","Part Time","college entrance qualification","318","0.631995394858111","0.588671429667501","0.675319360048721"
"3","1998","Part Time","Other degree","167","0.733339635242764","0.675686134233852","0.790993136251677"
"3","1998","Part Time","no degree/no degree yet","75","0.693408259843396","0.607244135463404","0.779572384223387"
"3","1998","Not Working","lower secondary degree","2070","0.770031844161096","0.754073076903514","0.785990611418677"
"3","1998","Not Working","secondary school degree","637","0.712872705408144","0.683347831262256","0.742397579554032"
"3","1998","Not Working","college entrance qualification","372","0.654614336955328","0.61505522726901","0.694173446641647"
"3","1998","Not Working","Other degree","247","0.662152156626265","0.613294085763333","0.711010227489196"
"3","1998","Not Working","no degree/no degree yet","370","0.696637199512425","0.65797089477369","0.73530350425116"
"4","1998","Full Time","lower secondary degree","137","0.0888850965121364","0.0760109927776238","0.101759200246649"
"4","1998","Full Time","secondary school degree","159","0.0811575291102708","0.0693594760663896","0.0929555821541521"
"4","1998","Full Time","college entrance qualification","102","0.104391356081027","0.0867954958218837","0.12198721634017"
"4","1998","Full Time","Other degree","15","","",""
"4","1998","Full Time","no degree/no degree yet","4","","",""
"4","1998","Part Time","lower secondary degree","75","0.0832346940560195","0.0658955736794485","0.100573814432591"
"4","1998","Part Time","secondary school degree","77","0.0854930872821981","0.0669767520711217","0.104009422493275"
"4","1998","Part Time","college entrance qualification","38","0.0870951364442769","0.0617640202518747","0.112426252636679"
"4","1998","Part Time","Other degree","5","","",""
"4","1998","Part Time","no degree/no degree yet","7","","",""
"4","1998","Not Working","lower secondary degree","338","0.136070919851572","0.123068240475476","0.149073599227668"
"4","1998","Not Working","secondary school degree","96","0.13919755958197","0.116607760009444","0.161787359154495"
