"hlf0071_h","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"4","1997","16-34 y.","Female","110","0.0659314663993886","0.0558311854268577","0.0760317473719195"
"4","1997","35-65 y.","Male","236","0.0954294891076022","0.0853485250501957","0.105510453165009"
"4","1997","35-65 y.","Female","271","0.105631197537377","0.0952275474506301","0.116034847624124"
"4","1997","66 and older","Male","78","0.131920585250786","0.105682407163","0.158158763338572"
"4","1997","66 and older","Female","107","0.135332753046852","0.11370495230384","0.156960553789865"
"5","1997","16-34 y.","Male","7","","",""
"5","1997","16-34 y.","Female","4","","",""
"5","1997","35-65 y.","Male","11","","",""
"5","1997","35-65 y.","Female","13","","",""
"5","1997","66 and older","Male","9","","",""
"5","1997","66 and older","Female","14","","",""
"1","1998","16-34 y.","Male","90","0.0431807933257601","0.034992201701442","0.0513693849500782"
"1","1998","16-34 y.","Female","116","0.0542279274315088","0.0452050480030614","0.0632508068599563"
"1","1998","35-65 y.","Male","94","0.0232861811786025","0.0184036626084195","0.0281686997487855"
"1","1998","35-65 y.","Female","73","0.0171557582215253","0.0129980543701073","0.0213134620729432"
"1","1998","66 and older","Male","3","","",""
"1","1998","66 and older","Female","3","","",""
"2","1998","16-34 y.","Male","494","0.218879989946636","0.202222449603513","0.23553753028976"
"2","1998","16-34 y.","Female","538","0.220713103736449","0.204189561540442","0.237236645932455"
"2","1998","35-65 y.","Male","601","0.159997237585943","0.148128413283673","0.171866061888214"
"2","1998","35-65 y.","Female","570","0.147193523588814","0.135849272242997","0.158537774934631"
"2","1998","66 and older","Male","35","0.0410494045159239","0.026792896239651","0.0553059127921967"
"2","1998","66 and older","Female","56","0.0480894940627387","0.0354169387515693","0.060762049373908"
"3","1998","16-34 y.","Male","1636","0.67100164182411","0.652073515802029","0.689929767846192"
"3","1998","16-34 y.","Female","1636","0.662842751479976","0.644007912392527","0.681677590567425"
"3","1998","35-65 y.","Male","2629","0.711507019098548","0.69683910622875","0.726174931968347"
"3","1998","35-65 y.","Female","2718","0.715021735170113","0.700568278154492","0.729475192185735"
"3","1998","66 and older","Male","581","0.777238251457343","0.747339089520368","0.807137413394319"
"3","1998","66 and older","Female","869","0.790309297209375","0.766197523196645","0.814421071222105"
"4","1998","16-34 y.","Male","138","0.0616388641982719","0.0519502584920425","0.0713274699045014"
"4","1998","16-34 y.","Female","121","0.0573562927341355","0.048092160814913","0.0666204246533579"
"4","1998","35-65 y.","Male","319","0.0972737270062359","0.0876800096210819","0.10686744439139"
"4","1998","35-65 y.","Female","357","0.111240969057259","0.101173260393075","0.121308677721443"
"4","1998","66 and older","Male","108","0.154265248781251","0.128310743019845","0.180219754542658"
"4","1998","66 and older","Female","150","0.142186347449622","0.121500826754109","0.162871868145135"
"5","1998","16-34 y.","Male","9","","",""
"5","1998","16-34 y.","Female","9","","",""
"5","1998","35-65 y.","Male","22","","",""
"5","1998","35-65 y.","Female","29","","",""
"5","1998","66 and older","Male","17","","",""
"5","1998","66 and older","Female","17","","",""
"1","1999","16-34 y.","Male","75","0.0307869851967794","0.0236652295018282","0.0379087408917305"
"1","1999","16-34 y.","Female","95","0.0362820233460891","0.0286959262949312","0.043868120397247"
"1","1999","35-65 y.","Male","76","0.0169116609335586","0.0126967534400204","0.0211265684270969"
"1","1999","35-65 y.","Female","50","0.00960728462439789","0.00645698922561835","0.0127575800231774"
"1","1999","66 and older","Male","2","","",""
"1","1999","66 and older","Female","1","","",""
"2","1999","16-34 y.","Male","468","0.221826206780431","0.204696946904504","0.238955466656358"
"2","1999","16-34 y.","Female","555","0.247423902149492","0.22991762895659","0.264930175342393"
"2","1999","35-65 y.","Male","569","0.162182330291408","0.150132659839294","0.174232000743523"
"2","1999","35-65 y.","Female","539","0.141723789057949","0.130460061259787","0.15298751685611"
"2","1999","66 and older","Male","34","0.0370406235720485","0.0235422234156527","0.0505390237284444"
"2","1999","66 and older","Female","57","0.0521235199151729","0.0387989874289289","0.0654480524014169"
"3","1999","16-34 y.","Male","1593","0.697654931308359","0.678719916443184","0.716589946173534"
"3","1999","16-34 y.","Female","1557","0.653705591481831","0.634403182883512","0.673008000080149"
"3","1999","35-65 y.","Male","2664","0.731948068643504","0.717468745900463","0.746427391386546"
"3","1999","35-65 y.","Female","2771","0.746900272959232","0.732858421354667","0.760942124563798"
"3","1999","66 and older","Male","604","0.787034705023744","0.757773612962967","0.816295797084521"
"3","1999","66 and older","Female","868","0.809517688792389","0.785978053176131","0.833057324408646"
"4","1999","16-34 y.","Male","119","0.0485592476811511","0.0396974726443305","0.0574210227179718"
"4","1999","16-34 y.","Female","123","0.0619535569350878","0.0521734645232754","0.0717336493469003"
"4","1999","35-65 y.","Male","272","0.0831536552865493","0.0741278160258305","0.0921794945472682"
"4","1999","35-65 y.","Female","304","0.0942451277955509","0.0848092561449849","0.103680999446117"
"4","1999","66 and older","Male","101","0.150989058989785","0.125399161071684","0.176578956907887"
"4","1999","66 and older","Female","137","0.132565866707939","0.112237927654711","0.152893805761168"
"5","1999","16-34 y.","Male","5","","",""
"5","1999","16-34 y.","Female","4","","",""
"5","1999","35-65 y.","Male","14","","",""
"5","1999","35-65 y.","Female","19","","",""
"5","1999","66 and older","Male","11","","",""
"5","1999","66 and older","Female","6","","",""
"1","2000","16-34 y.","Male","94","0.0287641156050032","0.0231827387043587","0.0343454925056477"
"1","2000","16-34 y.","Female","142","0.0408412158106668","0.0344343379308984","0.0472480936904352"
"1","2000","35-65 y.","Male","128","0.020432859823768","0.0170243355473838","0.0238413841001523"
"1","2000","35-65 y.","Female","92","0.0123627970309592","0.00973375061672553","0.0149918434451929"
"1","2000","66 and older","Male","2","","",""
"1","2000","66 and older","Female","6","","",""
"2","2000","16-34 y.","Male","721","0.228955037918263","0.214924690280362","0.242985385556163"
"2","2000","16-34 y.","Female","775","0.21645586947141","0.20312469921618","0.22978703972664"
"2","2000","35-65 y.","Male","918","0.142714022045547","0.134286868777352","0.151141175313741"
"2","2000","35-65 y.","Female","868","0.131368406763366","0.123331212967027","0.139405600559705"
"2","2000","66 and older","Male","63","0.0387407765633688","0.0290869760105233","0.0483945771162144"
"2","2000","66 and older","Female","86","0.044203817872123","0.0353661463529906","0.0530414893912555"
"3","2000","16-34 y.","Male","2436","0.685826904769077","0.670326421722845","0.701327387815309"
"3","2000","16-34 y.","Female","2556","0.689372920091794","0.674393374902252","0.704352465281337"
"3","2000","35-65 y.","Male","4966","0.741196846937337","0.730644810729569","0.751748883145104"
"3","2000","35-65 y.","Female","5170","0.75337444667225","0.743118738783304","0.763630154561196"
"3","2000","66 and older","Male","1219","0.788897817772853","0.768482758750384","0.809312876795323"
"3","2000","66 and older","Female","1684","0.815372153952066","0.798690010219038","0.832054297685094"
"4","2000","16-34 y.","Male","183","0.0523815389537868","0.0449417714957538","0.0598213064118198"
"4","2000","16-34 y.","Female","186","0.0512263938112482","0.0440899795907265","0.0583628080317699"
"4","2000","35-65 y.","Male","562","0.0876643200787917","0.0808507696613884","0.0944778704961949"
"4","2000","35-65 y.","Female","618","0.0963150734370022","0.089295724814635","0.103334422059369"
"4","2000","66 and older","Male","225","0.152326536717154","0.134350415871865","0.170302657562442"
"4","2000","66 and older","Female","270","0.12043186908026","0.106438226557532","0.134425511602989"
"5","2000","16-34 y.","Male","11","","",""
"5","2000","16-34 y.","Female","7","","",""
"5","2000","35-65 y.","Male","44","0.00799195111455668","0.0058467465275552","0.0101371557015582"
"5","2000","35-65 y.","Female","38","0.00657927609642223","0.00465575556150486","0.00850279663133959"
"5","2000","66 and older","Male","26","","",""
"5","2000","66 and older","Female","32","0.0166266631436798","0.0111288866158612","0.0221244396714984"
"1","2001","16-34 y.","Male","104","0.0395914906037276","0.0326472080954706","0.0465357731119846"
"1","2001","16-34 y.","Female","124","0.0418663467165507","0.0349837608313164","0.048748932601785"
"1","2001","35-65 y.","Male","105","0.0186906617111733","0.0152732544902325","0.0221080689321141"
"1","2001","35-65 y.","Female","85","0.0132529951596169","0.0104142616778229","0.0160917286414109"
"1","2001","66 and older","Male","1","","",""
"1","2001","66 and older","Female","5","","",""
"2","2001","16-34 y.","Male","590","0.20897312937957","0.194494105121265","0.223452153637875"
"2","2001","16-34 y.","Female","682","0.221356691554309","0.207090052794278","0.235623330314339"
"2","2001","35-65 y.","Male","846","0.139616223527454","0.130870505360005","0.148361941694903"
"2","2001","35-65 y.","Female","791","0.125396647875705","0.117175864121657","0.133617431629752"
"2","2001","66 and older","Male","62","0.0449084059902297","0.0343428770547149","0.0554739349257445"
"2","2001","66 and older","Female","84","0.0451130187235115","0.0358700770775482","0.0543559603694748"
"3","2001","16-34 y.","Male","2176","0.7020137757352","0.685725715555492","0.718301835914907"
"3","2001","16-34 y.","Female","2280","0.68748441843018","0.671555975388133","0.703412861472228"
"3","2001","35-65 y.","Male","4549","0.746332537639967","0.735353102476035","0.757311972803899"
"3","2001","35-65 y.","Female","4780","0.758222160077138","0.747593679696079","0.768850640458198"
"3","2001","66 and older","Male","1180","0.790594746625404","0.769837217272973","0.811352275977836"
"3","2001","66 and older","Female","1557","0.800672053362045","0.782881284710795","0.818462822013295"
"4","2001","16-34 y.","Male","145","0.044957881291074","0.0375786243072693","0.0523371382748787"
"4","2001","16-34 y.","Female","163","0.0477729651250643","0.0404435822040361","0.0551023480460925"
"4","2001","35-65 y.","Male","495","0.0882181365670617","0.0810615514168313","0.0953747217172922"
"4","2001","35-65 y.","Female","541","0.096478883525171","0.0891497947854397","0.103807972264902"
"4","2001","66 and older","Male","208","0.147415069576767","0.129328979927224","0.16550115922631"
"4","2001","66 and older","Female","257","0.13504497659426","0.119824815110485","0.150265138078035"
"5","2001","16-34 y.","Male","14","","",""
"5","2001","16-34 y.","Female","4","","",""
"5","2001","35-65 y.","Male","38","0.00714244055434362","0.00501749298397752","0.00926738812470972"
"5","2001","35-65 y.","Female","37","0.00664931336236916","0.00463185588170959","0.00866677084302872"
"5","2001","66 and older","Male","25","","",""
"5","2001","66 and older","Female","34","0.0176378126331734","0.0117758713795265","0.0234997538868203"
"1","2002","16-34 y.","Male","103","0.0449480883196032","0.0375066849567659","0.0523894916824404"
"1","2002","16-34 y.","Female","121","0.0462324605423347","0.0389602843205223","0.053504636764147"
"1","2002","35-65 y.","Male","117","0.0214971466648908","0.0179863952746177","0.0250078980551639"
"1","2002","35-65 y.","Female","103","0.0169476262061933","0.0138677341020315","0.020027518310355"
"1","2002","66 and older","Male","4","","",""
"1","2002","66 and older","Female","13","","",""
"2","2002","16-34 y.","Male","590","0.224376290651694","0.209393256672546","0.239359324630842"
"2","2002","16-34 y.","Female","666","0.225001588768246","0.210540106142373","0.239463071394118"
"2","2002","35-65 y.","Male","947","0.143446062526846","0.134961092893948","0.151931032159744"
"2","2002","35-65 y.","Female","943","0.143233244235552","0.134874405363747","0.151592083107356"
"2","2002","66 and older","Male","77","0.0491918003727133","0.0386604660052822","0.0597231347401445"
"2","2002","66 and older","Female","87","0.0446198577249599","0.0355869702439673","0.0536527452059525"
"3","2002","16-34 y.","Male","2079","0.667081339427041","0.650155734101342","0.68400694475274"
"3","2002","16-34 y.","Female","2221","0.666090633235138","0.64975821149225","0.682423054978027"
"3","2002","35-65 y.","Male","4818","0.7339125686854","0.723215544893207","0.744609592477594"
"3","2002","35-65 y.","Female","4948","0.725108892757002","0.71445582481269","0.735761960701313"
"3","2002","66 and older","Male","1215","0.751484775257958","0.730440829343159","0.772528721172758"
"3","2002","66 and older","Female","1543","0.767017535292343","0.748523202472941","0.785511868111745"
"4","2002","16-34 y.","Male","188","0.0580211029313544","0.0496245830408355","0.0664176228218733"
"4","2002","16-34 y.","Female","184","0.0600368852966096","0.0518100253486027","0.0682637452446166"
"4","2002","35-65 y.","Male","614","0.0918419151828852","0.0848510679616587","0.0988327624041117"
"4","2002","35-65 y.","Female","675","0.102855073010547","0.0956067607078986","0.110103385313195"
"4","2002","66 and older","Male","279","0.175276896940117","0.156762609497025","0.193791184383209"
"4","2002","66 and older","Female","309","0.158379723405591","0.142406877941589","0.174352568869594"
"5","2002","16-34 y.","Male","18","","",""
"5","2002","16-34 y.","Female","11","","",""
"5","2002","35-65 y.","Male","60","0.00930230693997793","0.00697852952125378","0.0116260843587021"
"5","2002","35-65 y.","Female","78","0.0118551637907062","0.00927256574555312","0.0144377618358593"
"5","2002","66 and older","Male","45","0.0232014694486231","0.0158706786123252","0.0305322602849209"
"5","2002","66 and older","Female","55","0.0250653432966741","0.0182262427642966","0.0319044438290516"
"1","2003","16-34 y.","Male","87","0.0366635700410979","0.0297173777691272","0.0436097623130686"
"1","2003","16-34 y.","Female","112","0.0397645500405862","0.0328422036067481","0.0466868964744244"
"1","2003","35-65 y.","Male","93","0.0158171151758857","0.0127169514507742","0.0189172789009972"
"1","2003","35-65 y.","Female","74","0.0128597714674885","0.0101109934988178","0.0156085494361592"
"1","2003","66 and older","Male","4","","",""
"1","2003","66 and older","Female","6","","",""
"2","2003","16-34 y.","Male","544","0.216602835375225","0.201377618095287","0.231828052655162"
"2","2003","16-34 y.","Female","648","0.223304849352538","0.208551494095249","0.238058204609826"
"2","2003","35-65 y.","Male","921","0.162069196087979","0.152912529421776","0.171225862754182"
"2","2003","35-65 y.","Female","870","0.150899027066524","0.14216616703241","0.159631887100638"
"2","2003","66 and older","Male","76","0.0476143058728868","0.0373979718664393","0.0578306398793343"
"2","2003","66 and older","Female","91","0.0481169862339261","0.0388071708376073","0.057426801630245"
"3","2003","16-34 y.","Male","1989","0.683327251648868","0.666133915705267","0.70052058759247"
"3","2003","16-34 y.","Female","2094","0.664274774859888","0.647545300581435","0.681004249138341"
"3","2003","35-65 y.","Male","4554","0.719144512884028","0.707977612813537","0.730311412954519"
"3","2003","35-65 y.","Female","4785","0.725809772901027","0.714926212247107","0.736693333554948"
"3","2003","66 and older","Male","1249","0.748685949982156","0.727875659194604","0.769496240769708"
"3","2003","66 and older","Female","1580","0.774721421343781","0.756548162889495","0.792894679798067"
"4","2003","16-34 y.","Male","175","0.056809615470326","0.0482540042768974","0.0653652266637546"
"4","2003","16-34 y.","Female","190","0.0660781251888996","0.0572777627989627","0.0748784875788365"
"4","2003","35-65 y.","Male","597","0.093810510182034","0.0865658445334495","0.101055175830619"
"4","2003","35-65 y.","Female","662","0.0996280415357295","0.0923211041233377","0.106934978948121"
"4","2003","66 and older","Male","304","0.181570394592864","0.163076298627845","0.200064490557883"
"4","2003","66 and older","Female","308","0.152440021736588","0.136803692955427","0.168076350517748"
"5","2003","16-34 y.","Male","17","","",""
"5","2003","16-34 y.","Female","17","","",""
"5","2003","35-65 y.","Male","57","0.00915866567007321","0.00679164937214787","0.0115256819679985"
"5","2003","35-65 y.","Female","63","0.0108033870292303","0.00828133008385179","0.0133254439746088"
"5","2003","66 and older","Male","36","0.0194301330509323","0.0128080125149143","0.0260522535869504"
"5","2003","66 and older","Female","45","0.0228288439395594","0.0163316272501113","0.0293260606290075"
"1","2004","16-34 y.","Male","75","0.0351556495855469","0.0282100140329488","0.0421012851381449"
"1","2004","16-34 y.","Female","103","0.0394588133637444","0.0324023122734031","0.0465153144540857"
"1","2004","35-65 y.","Male","81","0.0144639906078071","0.0114346340985153","0.0174933471170989"
"1","2004","35-65 y.","Female","59","0.0112625855136781","0.00864870474137693","0.0138764662859793"
"1","2004","66 and older","Male","6","","",""
"1","2004","66 and older","Female","6","","",""
"2","2004","16-34 y.","Male","490","0.191096653977492","0.176269402404493","0.205923905550491"
"2","2004","16-34 y.","Female","557","0.200519790626589","0.186007302184224","0.215032279068955"
"2","2004","35-65 y.","Male","880","0.159032983768292","0.14975394141556","0.168312026121025"
"2","2004","35-65 y.","Female","841","0.139881068537599","0.1312892526295","0.148472884445699"
"2","2004","66 and older","Male","66","0.0364331847130057","0.0275887731142312","0.0452775963117802"
"2","2004","66 and older","Female","80","0.0437392723963839","0.0349354276105537","0.052543117182214"
"3","2004","16-34 y.","Male","1950","0.706206857595572","0.689028857873549","0.723384857317595"
"3","2004","16-34 y.","Female","2065","0.685410596031652","0.66857971465137","0.702241477411935"
"3","2004","35-65 y.","Male","4360","0.721128496521524","0.709750167968557","0.732506825074491"
"3","2004","35-65 y.","Female","4622","0.731415740903165","0.720437097762194","0.742394384044136"
"3","2004","66 and older","Male","1319","0.772067045878315","0.752264978777736","0.791869112978895"
"3","2004","66 and older","Female","1649","0.800554827901935","0.783353746764138","0.817755909039732"
"4","2004","16-34 y.","Male","171","0.0601069411787195","0.0511432407493248","0.0690706416081142"
"4","2004","16-34 y.","Female","189","0.0707224346671007","0.0614304018552002","0.0800144674790012"
"4","2004","35-65 y.","Male","590","0.0969103609058251","0.08940415268577","0.10441656912588"
"4","2004","35-65 y.","Female","686","0.108980343768734","0.101261647205688","0.116699040331779"
"4","2004","66 and older","Male","295","0.16946391547512","0.151754781169807","0.187173049780434"
"4","2004","66 and older","Female","293","0.133156499780437","0.11853136174324","0.147781637817634"
"5","2004","16-34 y.","Male","15","","",""
"5","2004","16-34 y.","Female","10","","",""
"5","2004","35-65 y.","Male","56","0.00846416819655154","0.00613973846853869","0.0107885979245644"
"5","2004","35-65 y.","Female","53","0.00846026127682425","0.0061915815555397","0.0107289409981088"
"5","2004","66 and older","Male","38","0.0175247198518203","0.0113307966204413","0.0237186430831993"
"5","2004","66 and older","Female","45","0.0200057905128569","0.0139782789359813","0.0260333020897325"
"1","2005","16-34 y.","Male","51","0.0237135890257947","0.017811442999463","0.0296157350521264"
"1","2005","16-34 y.","Female","73","0.0274446368735629","0.0213726124803205","0.0335166612668053"
"1","2005","35-65 y.","Male","77","0.0162082631402847","0.0129115404027267","0.0195049858778426"
"1","2005","35-65 y.","Female","61","0.0147540253273474","0.0117025584266589","0.017805492228036"
"1","2005","66 and older","Male","2","","",""
"1","2005","66 and older","Female","4","","",""
"2","2005","16-34 y.","Male","486","0.206747150493631","0.191038160237277","0.222456140749984"
"2","2005","16-34 y.","Female","555","0.21481783683289","0.199553850140572","0.230081823525208"
"2","2005","35-65 y.","Male","808","0.157361156411053","0.147854405705355","0.166867907116751"
"2","2005","35-65 y.","Female","791","0.145940459972505","0.137005080603244","0.154875839341765"
"2","2005","66 and older","Male","84","0.0558340492373406","0.0450644460635359","0.0666036524111452"
"2","2005","66 and older","Female","89","0.0474925201143026","0.0383367422989188","0.0566482979296864"
"3","2005","16-34 y.","Male","1842","0.714493172447743","0.696973338955135","0.732013005940351"
"3","2005","16-34 y.","Female","1955","0.685702550157395","0.668448704550002","0.702956395764789"
"3","2005","35-65 y.","Male","4181","0.730959235653753","0.719381644160053","0.742536827147452"
"3","2005","35-65 y.","Female","4477","0.729673185206273","0.718432576666512","0.740913793746033"
"3","2005","66 and older","Male","1332","0.754964020195855","0.734789462227119","0.77513857816459"
"3","2005","66 and older","Female","1624","0.785344643104793","0.767670049026912","0.803019237182674"
"4","2005","16-34 y.","Male","160","0.0512028551647902","0.0426530452848874","0.0597526650446929"
"4","2005","16-34 y.","Female","181","0.0672697218898304","0.0579600269515429","0.0765794168281179"
"4","2005","35-65 y.","Male","505","0.0821212839501138","0.0749535295836252","0.0892890383166023"
"4","2005","35-65 y.","Female","601","0.0978391464033542","0.0903198122788716","0.105358480527837"
"4","2005","66 and older","Male","287","0.16911221845791","0.151529555507297","0.186694881408524"
"4","2005","66 and older","Female","308","0.145418260928373","0.13024305065667","0.160593471200075"
"5","2005","16-34 y.","Male","14","","",""
"5","2005","16-34 y.","Female","17","","",""
"5","2005","35-65 y.","Male","65","0.0133500608447955","0.0103537575761323","0.0163463641134588"
"5","2005","35-65 y.","Female","67","0.0117931830905208","0.00906093261729428","0.0145254335637473"
"5","2005","66 and older","Male","41","0.0186657030399327","0.012317414818445","0.0250139912614204"
"5","2005","66 and older","Female","48","0.020382101331761","0.0142993330321486","0.0264648696313733"
"1","2006","16-34 y.","Male","62","0.0272976414069794","0.021030569714276","0.0335647130996828"
"1","2006","16-34 y.","Female","94","0.0434582278399374","0.0359623235851655","0.0509541320947092"
"1","2006","35-65 y.","Male","96","0.0224154586489088","0.0186616990190259","0.0261692182787917"
"1","2006","35-65 y.","Female","74","0.0148022915114534","0.0118540517222914","0.0177505313006154"
"1","2006","66 and older","Male","3","","",""
"1","2006","66 and older","Female","5","","",""
"2","2006","16-34 y.","Male","473","0.202495980580169","0.187040348883692","0.217951612276646"
"2","2006","16-34 y.","Female","561","0.219631094145246","0.20441045306281","0.234851735227681"
"2","2006","35-65 y.","Male","837","0.156323304762305","0.147114243286517","0.165532366238092"
"2","2006","35-65 y.","Female","824","0.143690542346132","0.135126750700308","0.152254333991955"
"2","2006","66 and older","Male","94","0.0497512136733114","0.0404339635878824","0.0590684637587404"
"2","2006","66 and older","Female","113","0.0522415463695931","0.0433262951192189","0.0611567976199673"
"3","2006","16-34 y.","Male","1880","0.708304890334728","0.690823063645624","0.725786717023832"
"3","2006","16-34 y.","Female","1979","0.673123829724238","0.655878354457669","0.690369304990808"
"3","2006","35-65 y.","Male","4364","0.714885171815027","0.70343680519631","0.726333538433745"
"3","2006","35-65 y.","Female","4741","0.719559770693385","0.70859271057118","0.730526830815589"
"3","2006","66 and older","Male","1559","0.754272920316317","0.735824549534396","0.772721291098239"
"3","2006","66 and older","Female","1808","0.759506527673891","0.742382964373268","0.776630090974515"
"4","2006","16-34 y.","Male","164","0.0528073249212892","0.0442057422938988","0.0614089075486796"
"4","2006","16-34 y.","Female","190","0.0562102625783053","0.0477422501539899","0.0646782750026207"
"4","2006","35-65 y.","Male","604","0.0937510531691502","0.0863596427653174","0.101142463572983"
"4","2006","35-65 y.","Female","720","0.108558382955132","0.10096361051718","0.116153155393085"
"4","2006","66 and older","Male","384","0.170410409975216","0.154298502529334","0.186522317421098"
"4","2006","66 and older","Female","407","0.160910916408418","0.146188688677626","0.175633144139209"
"5","2006","16-34 y.","Male","18","","",""
"5","2006","16-34 y.","Female","18","","",""
"5","2006","35-65 y.","Male","73","0.012625011604609","0.00979379930886028","0.0154562239003577"
"5","2006","35-65 y.","Female","86","0.013389012493898","0.0105830369763077","0.0161949880114883"
"5","2006","66 and older","Male","52","0.0237062946280781","0.0171871692391713","0.0302254200169848"
"5","2006","66 and older","Female","60","0.0239575250600267","0.0178307480223718","0.0300843020976816"
"1","2007","16-34 y.","Male","51","0.0259011554557218","0.0195830796385163","0.0322192312729272"
"1","2007","16-34 y.","Female","69","0.0371334234499776","0.0299136539557666","0.0443531929441887"
"1","2007","35-65 y.","Male","69","0.0168400331110861","0.0134416360737134","0.0202384301484588"
"1","2007","35-65 y.","Female","55","0.0123920914290732","0.00958490632614695","0.0151992765319994"
"1","2007","66 and older","Male","2","","",""
"1","2007","66 and older","Female","3","","",""
"2","2007","16-34 y.","Male","467","0.200182381376772","0.184266446304188","0.216098316449355"
"2","2007","16-34 y.","Female","537","0.209237000476816","0.193705972783943","0.22476802816969"
"2","2007","35-65 y.","Male","802","0.156844720984395","0.147240120876665","0.166449321092125"
"2","2007","35-65 y.","Female","796","0.141919758071439","0.133064691130985","0.150774825011893"
"2","2007","66 and older","Male","91","0.0483330008755371","0.0390444599323143","0.0576215418187599"
"2","2007","66 and older","Female","101","0.0486392892188902","0.0399346594720654","0.0573439189657149"
"3","2007","16-34 y.","Male","1737","0.713562050496108","0.695579350448383","0.731544750543832"
"3","2007","16-34 y.","Female","1867","0.697342561510949","0.679801472851255","0.714883650170643"
"3","2007","35-65 y.","Male","4028","0.723877595341641","0.712069660615347","0.735685530067935"
"3","2007","35-65 y.","Female","4354","0.720913911978763","0.70953194650613","0.732295877451396"
"3","2007","66 and older","Male","1542","0.753318915251832","0.734649080421943","0.77198875008172"
"3","2007","66 and older","Female","1780","0.766557838759325","0.74944010767899","0.783675569839659"
"4","2007","16-34 y.","Male","159","0.0548495723057761","0.0457930629488954","0.0639060816626569"
"4","2007","16-34 y.","Female","146","0.0501330233570887","0.0418009876214786","0.0584650590926988"
"4","2007","35-65 y.","Male","552","0.0920804849655711","0.0844439204124895","0.0997170495186528"
"4","2007","35-65 y.","Female","690","0.113937423217869","0.105874883625114","0.121999962810623"
"4","2007","66 and older","Male","362","0.177557287834182","0.161007013594861","0.194107562073503"
"4","2007","66 and older","Female","400","0.159382385813274","0.144570734082162","0.174194037544385"
"5","2007","16-34 y.","Male","14","","",""
"5","2007","16-34 y.","Female","16","","",""
"5","2007","35-65 y.","Male","56","0.0103571655973064","0.00768323423511162","0.0130310969595012"
"5","2007","35-65 y.","Female","71","0.0108368153028562","0.00820962656123303","0.0134640040444794"
"5","2007","66 and older","Male","51","0.0197923893916204","0.0137599736683105","0.0258248051149304"
"5","2007","66 and older","Female","62","0.0245851054462454","0.0183187530218725","0.0308514578706182"
"1","2008","16-34 y.","Male","40","0.0180101106573523","0.0124630839711224","0.0235571373435822"
"1","2008","16-34 y.","Female","55","0.0294438512849056","0.0226975290735972","0.036190173496214"
"1","2008","35-65 y.","Male","61","0.0173569733796747","0.0137737804391945","0.020940166320155"
"1","2008","35-65 y.","Female","55","0.012030933790133","0.0091652251240876","0.0148966424561784"
"1","2008","66 and older","Male","5","","",""
"1","2008","66 and older","Female","2","","",""
"2","2008","16-34 y.","Male","399","0.191831766566868","0.175408493743741","0.208255039389995"
"2","2008","16-34 y.","Female","500","0.238351666723484","0.221347874719438","0.255355458727531"
"2","2008","35-65 y.","Male","713","0.15364187091033","0.143747978456984","0.163535763363676"
"2","2008","35-65 y.","Female","706","0.138837829605762","0.129749018552315","0.147926640659209"
"2","2008","66 and older","Male","94","0.0534950928809691","0.0437567812353753","0.0632334045265628"
"2","2008","66 and older","Female","96","0.0431475112789521","0.0348507761704268","0.0514442463874775"
"3","2008","16-34 y.","Male","1612","0.713279840154218","0.694416975600109","0.732142704708327"
"3","2008","16-34 y.","Female","1697","0.663700311924674","0.644846087058842","0.682554536790506"
"3","2008","35-65 y.","Male","3734","0.718737618090914","0.706401562436638","0.73107367374519"
"3","2008","35-65 y.","Female","4084","0.719938646261016","0.708135846732947","0.731741445789085"
"3","2008","66 and older","Male","1509","0.727626835733817","0.708360382486705","0.74689328898093"
"3","2008","66 and older","Female","1725","0.754456194261091","0.736881476497563","0.772030912024618"
"4","2008","16-34 y.","Male","143","0.0658709851805275","0.0555243516533891","0.0762176187076658"
"4","2008","16-34 y.","Female","144","0.0596464508919927","0.0501950251416738","0.0690978766423116"
"4","2008","35-65 y.","Male","535","0.0966988958346549","0.0885899885477934","0.104807803121517"
"4","2008","35-65 y.","Female","640","0.112662156513359","0.104351329798188","0.12097298322853"
"4","2008","66 and older","Male","375","0.18443369037274","0.167648934557257","0.201218446188224"
"4","2008","66 and older","Female","400","0.169364615904539","0.154049389963217","0.184679841845862"
"5","2008","16-34 y.","Male","14","","",""
"5","2008","16-34 y.","Female","16","","",""
"5","2008","35-65 y.","Male","60","0.0135646417844262","0.0103908839422594","0.016738399626593"
"5","2008","35-65 y.","Female","75","0.0165304338297297","0.0131789796708637","0.0198818879885958"
"5","2008","66 and older","Male","68","0.0315439019173557","0.0239797030753151","0.0391081007593963"
"5","2008","66 and older","Female","81","0.0322127176074874","0.025003128868103","0.0394223063468718"
"1","2009","16-34 y.","Male","51","0.0252423290268142","0.0184620185928009","0.0320226394608275"
"1","2009","16-34 y.","Female","67","0.037289369750357","0.0293413007561085","0.0452374387446055"
"1","2009","35-65 y.","Male","64","0.0169513708709356","0.0132667131062904","0.0206360286355808"
"1","2009","35-65 y.","Female","66","0.0157804251606099","0.0123833264335252","0.0191775238876946"
"1","2009","66 and older","Male","5","","",""
"1","2009","66 and older","Female","2","","",""
"2","2009","16-34 y.","Male","428","0.21690435045662","0.199089668519572","0.234719032393668"
"2","2009","16-34 y.","Female","476","0.230894201761153","0.213216704468149","0.248571699054158"
