"hlf0071_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"1","1984","1-pers.-HH","no migration background","22","","",""
"1","1984","1-pers.-HH","direct migration background","26","","",""
"1","1984","1-pers.-HH","indirect migration background","","","",""
"1","1984","(Married) couple without C. ","no migration background","16","","",""
"1","1984","(Married) couple without C. ","direct migration background","17","","",""
"1","1984","(Married) couple without C. ","indirect migration background","","","",""
"1","1984","Single parent ","no migration background","9","","",""
"1","1984","Single parent ","direct migration background","13","","",""
"1","1984","Single parent ","indirect migration background","","","",""
"1","1984","Couple + C. LE 16 ","no migration background","80","0.0422013223395525","0.0330817162836628","0.0513209283954423"
"1","1984","Couple + C. LE 16 ","direct migration background","122","0.0915757282725798","0.07520897918502","0.10794247736014"
"1","1984","Couple + C. LE 16 ","indirect migration background","1","","",""
"1","1984","Couple + C. GT 16 ","no migration background","12","","",""
"1","1984","Couple + C. GT 16 ","direct migration background","18","","",""
"1","1984","Couple + C. GT 16 ","indirect migration background","","","",""
"1","1984","Couple + C. LE and GT 16","no migration background","53","0.0534706054214521","0.0395687200190444","0.0673724908238598"
"1","1984","Couple + C. LE and GT 16","direct migration background","56","0.0684668827823825","0.0494852720859165","0.0874484934788484"
"1","1984","Couple + C. LE and GT 16","indirect migration background","4","","",""
"2","1984","1-pers.-HH","no migration background","116","0.090443032465211","0.0734238683595734","0.107462196570849"
"2","1984","1-pers.-HH","direct migration background","30","0.107509039222565","0.0680725431034591","0.14694553534167"
"2","1984","1-pers.-HH","indirect migration background","","","",""
"2","1984","(Married) couple without C. ","no migration background","252","0.102081575626576","0.0895073830800036","0.114655768173148"
"2","1984","(Married) couple without C. ","direct migration background","64","0.135997022472946","0.104739869167536","0.167254175778357"
"2","1984","(Married) couple without C. ","indirect migration background","","","",""
"2","1984","Single parent ","no migration background","57","0.123430507743279","0.0928002492812052","0.154060766205353"
"2","1984","Single parent ","direct migration background","22","","",""
"2","1984","Single parent ","indirect migration background","3","","",""
"2","1984","Couple + C. LE 16 ","no migration background","387","0.201347237674424","0.183157444164053","0.219537031184795"
"2","1984","Couple + C. LE 16 ","direct migration background","329","0.26674825568779","0.241652214661204","0.291844296714375"
"2","1984","Couple + C. LE 16 ","indirect migration background","5","","",""
"2","1984","Couple + C. GT 16 ","no migration background","123","0.081398729621983","0.067415434378276","0.09538202486569"
"2","1984","Couple + C. GT 16 ","direct migration background","116","0.176789175286738","0.14258985189947","0.210988498674007"
"2","1984","Couple + C. GT 16 ","indirect migration background","10","","",""
"2","1984","Couple + C. LE and GT 16","no migration background","161","0.160742893809437","0.138046204875433","0.183439582743441"
"2","1984","Couple + C. LE and GT 16","direct migration background","148","0.193113714042743","0.163444478258225","0.22278294982726"
