"hlf0071_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"2","1994","secondary school degree","(Married) couple without C. ","139","0.178490667413734","0.150481520832152","0.206499813995315"
"2","1994","secondary school degree","Single parent ","32","0.205266670945726","0.141886161659935","0.268647180231517"
"2","1994","secondary school degree","Couple + C. LE 16 ","314","0.267661036633923","0.242027741936209","0.293294331331637"
"2","1994","secondary school degree","Couple + C. GT 16 ","103","0.146634355827058","0.118493377573678","0.174775334080437"
"2","1994","secondary school degree","Couple + C. LE and GT 16","89","0.262101789245852","0.214141692407316","0.310061886084388"
"2","1994","college entrance qualification","1-pers.-HH","48","0.208961357831098","0.155479874480633","0.262442841181562"
"2","1994","college entrance qualification","(Married) couple without C. ","81","0.178250574385421","0.142201898560028","0.214299250210814"
"2","1994","college entrance qualification","Single parent ","14","","",""
"2","1994","college entrance qualification","Couple + C. LE 16 ","152","0.295041707822454","0.254906023602938","0.33517739204197"
"2","1994","college entrance qualification","Couple + C. GT 16 ","50","0.125399101694008","0.089668256171455","0.16112994721656"
"2","1994","college entrance qualification","Couple + C. LE and GT 16","40","0.225836931235527","0.154506502872695","0.29716735959836"
"2","1994","Other degree","1-pers.-HH","3","","",""
"2","1994","Other degree","(Married) couple without C. ","22","","",""
"2","1994","Other degree","Single parent ","8","","",""
"2","1994","Other degree","Couple + C. LE 16 ","55","0.254564950520786","0.196336790134936","0.312793110906636"
"2","1994","Other degree","Couple + C. GT 16 ","31","0.162253750886357","0.109552274098689","0.214955227674026"
"2","1994","Other degree","Couple + C. LE and GT 16","30","0.23670739617921","0.161588884193481","0.31182590816494"
"2","1994","no degree/no degree yet","1-pers.-HH","7","","",""
"2","1994","no degree/no degree yet","(Married) couple without C. ","9","","",""
"2","1994","no degree/no degree yet","Single parent ","10","","",""
"2","1994","no degree/no degree yet","Couple + C. LE 16 ","33","0.301934939231329","0.211040002925382","0.392829875537276"
"2","1994","no degree/no degree yet","Couple + C. GT 16 ","45","0.165810734970932","0.120341237972756","0.211280231969108"
"2","1994","no degree/no degree yet","Couple + C. LE and GT 16","56","0.246625455921013","0.187475090946694","0.305775820895332"
"3","1994","lower secondary degree","1-pers.-HH","560","0.804688082589727","0.775568425883927","0.833807739295527"
"3","1994","lower secondary degree","(Married) couple without C. ","1467","0.812831413799837","0.794946142303249","0.830716685296424"
"3","1994","lower secondary degree","Single parent ","182","0.752664129868316","0.697848580059629","0.807479679677004"
"3","1994","lower secondary degree","Couple + C. LE 16 ","606","0.653624721183867","0.623462951185944","0.683786491181791"
"3","1994","lower secondary degree","Couple + C. GT 16 ","770","0.793097403108017","0.767657535472919","0.818537270743116"
"3","1994","lower secondary degree","Couple + C. LE and GT 16","252","0.752100992092667","0.706271359388253","0.797930624797081"
"3","1994","secondary school degree","1-pers.-HH","243","0.747491872107658","0.701312337603035","0.793671406612282"
"3","1994","secondary school degree","(Married) couple without C. ","478","0.64644619414814","0.611477467460956","0.681414920835325"
"3","1994","secondary school degree","Single parent ","111","0.714271344933736","0.643379822352091","0.785162867515381"
"3","1994","secondary school degree","Couple + C. LE 16 ","695","0.606993323923291","0.578715388173923","0.635271259672658"
"3","1994","secondary school degree","Couple + C. GT 16 ","446","0.767986265213912","0.734405752744792","0.801566777683032"
"3","1994","secondary school degree","Couple + C. LE and GT 16","208","0.656573442079856","0.604788269930573","0.70835861422914"
"3","1994","college entrance qualification","1-pers.-HH","136","0.631691517190052","0.568241756704444","0.695141277675661"
"3","1994","college entrance qualification","(Married) couple without C. ","288","0.652010153084923","0.607144436495098","0.696875869674747"
"3","1994","college entrance qualification","Single parent ","45","0.670829121827648","0.558309737642265","0.783348506013031"
"3","1994","college entrance qualification","Couple + C. LE 16 ","292","0.592446247667261","0.549202415079684","0.635690080254838"
"3","1994","college entrance qualification","Couple + C. GT 16 ","235","0.731246989087028","0.683417049121798","0.779076929052259"
"3","1994","college entrance qualification","Couple + C. LE and GT 16","82","0.703585280737626","0.625679554395295","0.781491007079957"
"3","1994","Other degree","1-pers.-HH","36","0.715602748722093","0.592987321253499","0.838218176190687"
"3","1994","Other degree","(Married) couple without C. ","119","0.681861596742024","0.611432906124043","0.752290287360005"
"3","1994","Other degree","Single parent ","21","","",""
"3","1994","Other degree","Couple + C. LE 16 ","124","0.547780957477559","0.48125260792499","0.614309307030127"
"3","1994","Other degree","Couple + C. GT 16 ","139","0.7363098569082","0.673323509896058","0.799296203920343"
"3","1994","Other degree","Couple + C. LE and GT 16","69","0.578236915370116","0.49096334873003","0.665510482010201"
"3","1994","no degree/no degree yet","1-pers.-HH","25","","",""
"3","1994","no degree/no degree yet","(Married) couple without C. ","68","0.800269130517072","0.714258986761828","0.886279274272316"
"3","1994","no degree/no degree yet","Single parent ","29","","",""
"3","1994","no degree/no degree yet","Couple + C. LE 16 ","53","0.534353976202599","0.43559478484193","0.633113167563267"
"3","1994","no degree/no degree yet","Couple + C. GT 16 ","191","0.762130933909007","0.710075591465506","0.814186276352508"
"3","1994","no degree/no degree yet","Couple + C. LE and GT 16","119","0.634119188837384","0.568021196009348","0.700217181665419"
"4","1994","lower secondary degree","1-pers.-HH","85","0.102849638541169","0.0805374537932897","0.125161823289048"
"4","1994","lower secondary degree","(Married) couple without C. ","175","0.0964020326428245","0.0828685510820132","0.109935514203636"
"4","1994","lower secondary degree","Single parent ","15","","",""
"4","1994","lower secondary degree","Couple + C. LE 16 ","27","","",""
"4","1994","lower secondary degree","Couple + C. GT 16 ","74","0.0862074826481367","0.0685810310391619","0.103833934257112"
"4","1994","lower secondary degree","Couple + C. LE and GT 16","11","","",""
"4","1994","secondary school degree","1-pers.-HH","35","0.0994287325179275","0.0676216652395553","0.1312357997963"
"4","1994","secondary school degree","(Married) couple without C. ","86","0.156231641776034","0.12967446008952","0.182788823462549"
"4","1994","secondary school degree","Single parent ","8","","",""
"4","1994","secondary school degree","Couple + C. LE 16 ","48","0.0482116153696585","0.0358093270298777","0.0606139037094392"
"4","1994","secondary school degree","Couple + C. GT 16 ","39","0.0706642591074839","0.0502778859061781","0.0910506323087897"
"4","1994","secondary school degree","Couple + C. LE and GT 16","12","","",""
"4","1994","college entrance qualification","1-pers.-HH","23","","",""
"4","1994","college entrance qualification","(Married) couple without C. ","49","0.140594737168742","0.107854058356755","0.17333541598073"
"4","1994","college entrance qualification","Single parent ","7","","",""
"4","1994","college entrance qualification","Couple + C. LE 16 ","21","","",""
"4","1994","college entrance qualification","Couple + C. GT 16 ","36","0.126033574202782","0.0902254458158329","0.161841702589731"
"4","1994","college entrance qualification","Couple + C. LE and GT 16","6","","",""
"4","1994","Other degree","1-pers.-HH","7","","",""
"4","1994","Other degree","(Married) couple without C. ","11","","",""
"4","1994","Other degree","Single parent ","","","",""
"4","1994","Other degree","Couple + C. LE 16 ","1","","",""
"4","1994","Other degree","Couple + C. GT 16 ","10","","",""
"4","1994","Other degree","Couple + C. LE and GT 16","4","","",""
"4","1994","no degree/no degree yet","1-pers.-HH","2","","",""
"4","1994","no degree/no degree yet","(Married) couple without C. ","2","","",""
"4","1994","no degree/no degree yet","Single parent ","2","","",""
"4","1994","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"4","1994","no degree/no degree yet","Couple + C. GT 16 ","12","","",""
"4","1994","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"5","1994","lower secondary degree","1-pers.-HH","9","","",""
"5","1994","lower secondary degree","(Married) couple without C. ","19","","",""
"5","1994","lower secondary degree","Single parent ","","","",""
"5","1994","lower secondary degree","Couple + C. LE 16 ","2","","",""
"5","1994","lower secondary degree","Couple + C. GT 16 ","7","","",""
"5","1994","lower secondary degree","Couple + C. LE and GT 16","2","","",""
"5","1994","secondary school degree","1-pers.-HH","4","","",""
"5","1994","secondary school degree","(Married) couple without C. ","4","","",""
"5","1994","secondary school degree","Single parent ","3","","",""
"5","1994","secondary school degree","Couple + C. LE 16 ","5","","",""
"5","1994","secondary school degree","Couple + C. GT 16 ","4","","",""
"5","1994","secondary school degree","Couple + C. LE and GT 16","1","","",""
"5","1994","college entrance qualification","1-pers.-HH","6","","",""
"5","1994","college entrance qualification","(Married) couple without C. ","1","","",""
"5","1994","college entrance qualification","Single parent ","1","","",""
"5","1994","college entrance qualification","Couple + C. LE 16 ","1","","",""
"5","1994","college entrance qualification","Couple + C. GT 16 ","2","","",""
"5","1994","college entrance qualification","Couple + C. LE and GT 16","","","",""
"5","1994","Other degree","1-pers.-HH","1","","",""
"5","1994","Other degree","(Married) couple without C. ","1","","",""
"5","1994","Other degree","Single parent ","","","",""
"5","1994","Other degree","Couple + C. LE 16 ","","","",""
"5","1994","Other degree","Couple + C. GT 16 ","2","","",""
"5","1994","Other degree","Couple + C. LE and GT 16","","","",""
"5","1994","no degree/no degree yet","1-pers.-HH","","","",""
"5","1994","no degree/no degree yet","(Married) couple without C. ","","","",""
"5","1994","no degree/no degree yet","Single parent ","1","","",""
"5","1994","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"5","1994","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"5","1994","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"1","1995","lower secondary degree","1-pers.-HH","7","","",""
"1","1995","lower secondary degree","(Married) couple without C. ","11","","",""
"1","1995","lower secondary degree","Single parent ","9","","",""
"1","1995","lower secondary degree","Couple + C. LE 16 ","74","0.0589769421620284","0.0440668596887772","0.0738870246352796"
"1","1995","lower secondary degree","Couple + C. GT 16 ","9","","",""
"1","1995","lower secondary degree","Couple + C. LE and GT 16","7","","",""
"1","1995","secondary school degree","1-pers.-HH","10","","",""
"1","1995","secondary school degree","(Married) couple without C. ","16","","",""
"1","1995","secondary school degree","Single parent ","3","","",""
"1","1995","secondary school degree","Couple + C. LE 16 ","72","0.0638324484437271","0.049635867186908","0.0780290297005461"
"1","1995","secondary school degree","Couple + C. GT 16 ","16","","",""
"1","1995","secondary school degree","Couple + C. LE and GT 16","5","","",""
"1","1995","college entrance qualification","1-pers.-HH","4","","",""
"1","1995","college entrance qualification","(Married) couple without C. ","16","","",""
"1","1995","college entrance qualification","Single parent ","1","","",""
"1","1995","college entrance qualification","Couple + C. LE 16 ","26","","",""
"1","1995","college entrance qualification","Couple + C. GT 16 ","5","","",""
"1","1995","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"1","1995","Other degree","1-pers.-HH","5","","",""
"1","1995","Other degree","(Married) couple without C. ","13","","",""
"1","1995","Other degree","Single parent ","5","","",""
"1","1995","Other degree","Couple + C. LE 16 ","37","0.122449431716912","0.0870818322224137","0.157817031211411"
"1","1995","Other degree","Couple + C. GT 16 ","7","","",""
"1","1995","Other degree","Couple + C. LE and GT 16","22","","",""
"1","1995","no degree/no degree yet","1-pers.-HH","","","",""
"1","1995","no degree/no degree yet","(Married) couple without C. ","3","","",""
"1","1995","no degree/no degree yet","Single parent ","1","","",""
"1","1995","no degree/no degree yet","Couple + C. LE 16 ","11","","",""
"1","1995","no degree/no degree yet","Couple + C. GT 16 ","8","","",""
"1","1995","no degree/no degree yet","Couple + C. LE and GT 16","10","","",""
"2","1995","lower secondary degree","1-pers.-HH","50","0.0708469359833091","0.0523487117445112","0.089345160222107"
"2","1995","lower secondary degree","(Married) couple without C. ","142","0.0717545638962834","0.0599462950440837","0.0835628327484831"
"2","1995","lower secondary degree","Single parent ","45","0.166972490687407","0.12137576428114","0.212569217093674"
"2","1995","lower secondary degree","Couple + C. LE 16 ","246","0.251456769089849","0.223998137092222","0.278915401087476"
"2","1995","lower secondary degree","Couple + C. GT 16 ","73","0.0757229929113366","0.0586650339377248","0.0927809518849485"
"2","1995","lower secondary degree","Couple + C. LE and GT 16","59","0.181412693506909","0.138924243473924","0.223901143539894"
"2","1995","secondary school degree","1-pers.-HH","62","0.147130236509233","0.109912428219711","0.184348044798755"
"2","1995","secondary school degree","(Married) couple without C. ","122","0.128762694330842","0.104823891365382","0.152701497296303"
"2","1995","secondary school degree","Single parent ","33","0.19692722726536","0.135307689852208","0.258546764678513"
"2","1995","secondary school degree","Couple + C. LE 16 ","337","0.313609834209679","0.286665553666954","0.340554114752403"
"2","1995","secondary school degree","Couple + C. GT 16 ","61","0.0929921186745778","0.0700391356863679","0.115945101662788"
"2","1995","secondary school degree","Couple + C. LE and GT 16","87","0.212023467374721","0.169201888420994","0.254845046328448"
"2","1995","college entrance qualification","1-pers.-HH","43","0.211724470335229","0.157243383145226","0.266205557525231"
"2","1995","college entrance qualification","(Married) couple without C. ","86","0.156783863686092","0.124357767886193","0.189209959485992"
"2","1995","college entrance qualification","Single parent ","13","","",""
"2","1995","college entrance qualification","Couple + C. LE 16 ","157","0.287313758805061","0.248002531837018","0.326624985773104"
"2","1995","college entrance qualification","Couple + C. GT 16 ","48","0.0954098178411931","0.0645880286423909","0.126231607039995"
"2","1995","college entrance qualification","Couple + C. LE and GT 16","45","0.253987260245814","0.183379773718044","0.324594746773585"
"2","1995","Other degree","1-pers.-HH","19","","",""
"2","1995","Other degree","(Married) couple without C. ","21","","",""
"2","1995","Other degree","Single parent ","5","","",""
"2","1995","Other degree","Couple + C. LE 16 ","102","0.29202280233779","0.242964881469847","0.341080723205734"
"2","1995","Other degree","Couple + C. GT 16 ","41","0.175643015733184","0.127501964041664","0.223784067424704"
"2","1995","Other degree","Couple + C. LE and GT 16","51","0.316381282382163","0.244544393325094","0.388218171439233"
"2","1995","no degree/no degree yet","1-pers.-HH","7","","",""
"2","1995","no degree/no degree yet","(Married) couple without C. ","6","","",""
"2","1995","no degree/no degree yet","Single parent ","15","","",""
"2","1995","no degree/no degree yet","Couple + C. LE 16 ","37","0.33173959196344","0.242940662081027","0.420538521845852"
"2","1995","no degree/no degree yet","Couple + C. GT 16 ","45","0.160276465975748","0.116022808615551","0.204530123335945"
"2","1995","no degree/no degree yet","Couple + C. LE and GT 16","69","0.343311007934294","0.279395846058846","0.407226169809741"
"3","1995","lower secondary degree","1-pers.-HH","588","0.804876732052908","0.776304439472463","0.833449024633352"
"3","1995","lower secondary degree","(Married) couple without C. ","1470","0.801148768001236","0.782886665151929","0.819410870850542"
"3","1995","lower secondary degree","Single parent ","184","0.724451222324764","0.669826989750489","0.779075454899039"
"3","1995","lower secondary degree","Couple + C. LE 16 ","603","0.634308845008034","0.603826638624727","0.664791051391341"
"3","1995","lower secondary degree","Couple + C. GT 16 ","776","0.827010832658149","0.802622778057754","0.851398887258544"
"3","1995","lower secondary degree","Couple + C. LE and GT 16","241","0.77770277937682","0.731859213461728","0.823546345291912"
"3","1995","secondary school degree","1-pers.-HH","245","0.736682032418958","0.6904078499237","0.782956214914216"
"3","1995","secondary school degree","(Married) couple without C. ","522","0.697452134775913","0.664620430966917","0.730283838584909"
"3","1995","secondary school degree","Single parent ","111","0.660423461813379","0.587045070794808","0.73380185283195"
"3","1995","secondary school degree","Couple + C. LE 16 ","677","0.573075223944413","0.544349715464891","0.601800732423934"
"3","1995","secondary school degree","Couple + C. GT 16 ","463","0.763143021683577","0.729541681922164","0.796744361444989"
"3","1995","secondary school degree","Couple + C. LE and GT 16","247","0.743598571857413","0.697853579194735","0.789343564520092"
"3","1995","college entrance qualification","1-pers.-HH","141","0.64858614242691","0.58491912725366","0.712253157600161"
"3","1995","college entrance qualification","(Married) couple without C. ","312","0.653257141765853","0.610812744452108","0.695701539079599"
"3","1995","college entrance qualification","Single parent ","48","0.62121233231402","0.512864387376742","0.729560277251297"
"3","1995","college entrance qualification","Couple + C. LE 16 ","304","0.61038819900692","0.568023091235942","0.652753306777899"
"3","1995","college entrance qualification","Couple + C. GT 16 ","253","0.782085592062977","0.738773865867511","0.825397318258442"
"3","1995","college entrance qualification","Couple + C. LE and GT 16","88","0.665664740033254","0.589141996850475","0.742187483216033"
"3","1995","Other degree","1-pers.-HH","46","0.582216046318231","0.470597741502728","0.693834351133734"
"3","1995","Other degree","(Married) couple without C. ","163","0.812333402253319","0.759775163123712","0.864891641382926"
"3","1995","Other degree","Single parent ","28","","",""
"3","1995","Other degree","Couple + C. LE 16 ","185","0.569594733114928","0.516173625032947","0.623015841196908"
"3","1995","Other degree","Couple + C. GT 16 ","182","0.754060048475654","0.699577178393137","0.80854291855817"
"3","1995","Other degree","Couple + C. LE and GT 16","86","0.508473542494271","0.431251233546033","0.585695851442509"
"3","1995","no degree/no degree yet","1-pers.-HH","29","","",""
"3","1995","no degree/no degree yet","(Married) couple without C. ","76","0.80688479671838","0.724874744807931","0.888894848628829"
"3","1995","no degree/no degree yet","Single parent ","34","0.648209241908044","0.519648023842059","0.776770459974029"
"3","1995","no degree/no degree yet","Couple + C. LE 16 ","60","0.608769922023083","0.516729431455678","0.700810412590489"
"3","1995","no degree/no degree yet","Couple + C. GT 16 ","196","0.719892314616905","0.665724363534802","0.774060265699007"
"3","1995","no degree/no degree yet","Couple + C. LE and GT 16","126","0.568942860755175","0.502280313000097","0.635605408510253"
"4","1995","lower secondary degree","1-pers.-HH","87","0.109789866650701","0.0872499000897592","0.132329833211642"
"4","1995","lower secondary degree","(Married) couple without C. ","199","0.116003050918267","0.101351279132359","0.130654822704176"
"4","1995","lower secondary degree","Single parent ","16","","",""
"4","1995","lower secondary degree","Couple + C. LE 16 ","32","0.0488594347355812","0.0352156342922673","0.062503235178895"
"4","1995","lower secondary degree","Couple + C. GT 16 ","58","0.0835803657243744","0.0657355761273289","0.10142515532142"
"4","1995","lower secondary degree","Couple + C. LE and GT 16","9","","",""
"4","1995","secondary school degree","1-pers.-HH","27","","",""
"4","1995","secondary school degree","(Married) couple without C. ","89","0.152767604532038","0.127054407255734","0.178480801808341"
"4","1995","secondary school degree","Single parent ","11","","",""
"4","1995","secondary school degree","Couple + C. LE 16 ","51","0.0474003689696217","0.0350598820905378","0.0597408558487056"
"4","1995","secondary school degree","Couple + C. GT 16 ","71","0.125625378263373","0.099431609074361","0.151819147452385"
"4","1995","secondary school degree","Couple + C. LE and GT 16","11","","",""
"4","1995","college entrance qualification","1-pers.-HH","23","","",""
"4","1995","college entrance qualification","(Married) couple without C. ","65","0.148765074417842","0.117029253658198","0.180500895177486"
"4","1995","college entrance qualification","Single parent ","14","","",""
"4","1995","college entrance qualification","Couple + C. LE 16 ","19","","",""
"4","1995","college entrance qualification","Couple + C. GT 16 ","41","0.109123748192708","0.0764120036545372","0.141835492730878"
"4","1995","college entrance qualification","Couple + C. LE and GT 16","10","","",""
"4","1995","Other degree","1-pers.-HH","4","","",""
"4","1995","Other degree","(Married) couple without C. ","15","","",""
"4","1995","Other degree","Single parent ","","","",""
"4","1995","Other degree","Couple + C. LE 16 ","5","","",""
"4","1995","Other degree","Couple + C. GT 16 ","10","","",""
"4","1995","Other degree","Couple + C. LE and GT 16","2","","",""
"4","1995","no degree/no degree yet","1-pers.-HH","3","","",""
"4","1995","no degree/no degree yet","(Married) couple without C. ","4","","",""
"4","1995","no degree/no degree yet","Single parent ","2","","",""
"4","1995","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"4","1995","no degree/no degree yet","Couple + C. GT 16 ","14","","",""
"4","1995","no degree/no degree yet","Couple + C. LE and GT 16","7","","",""
"5","1995","lower secondary degree","1-pers.-HH","7","","",""
"5","1995","lower secondary degree","(Married) couple without C. ","13","","",""
"5","1995","lower secondary degree","Single parent ","3","","",""
"5","1995","lower secondary degree","Couple + C. LE 16 ","4","","",""
"5","1995","lower secondary degree","Couple + C. GT 16 ","8","","",""
"5","1995","lower secondary degree","Couple + C. LE and GT 16","","","",""
"5","1995","secondary school degree","1-pers.-HH","4","","",""
"5","1995","secondary school degree","(Married) couple without C. ","3","","",""
"5","1995","secondary school degree","Single parent ","2","","",""
"5","1995","secondary school degree","Couple + C. LE 16 ","2","","",""
"5","1995","secondary school degree","Couple + C. GT 16 ","4","","",""
"5","1995","secondary school degree","Couple + C. LE and GT 16","","","",""
"5","1995","college entrance qualification","1-pers.-HH","5","","",""
"5","1995","college entrance qualification","(Married) couple without C. ","4","","",""
"5","1995","college entrance qualification","Single parent ","1","","",""
"5","1995","college entrance qualification","Couple + C. LE 16 ","3","","",""
"5","1995","college entrance qualification","Couple + C. GT 16 ","2","","",""
"5","1995","college entrance qualification","Couple + C. LE and GT 16","","","",""
"5","1995","Other degree","1-pers.-HH","1","","",""
"5","1995","Other degree","(Married) couple without C. ","","","",""
"5","1995","Other degree","Single parent ","1","","",""
"5","1995","Other degree","Couple + C. LE 16 ","1","","",""
"5","1995","Other degree","Couple + C. GT 16 ","","","",""
"5","1995","Other degree","Couple + C. LE and GT 16","","","",""
"5","1995","no degree/no degree yet","1-pers.-HH","","","",""
"5","1995","no degree/no degree yet","(Married) couple without C. ","","","",""
"5","1995","no degree/no degree yet","Single parent ","1","","",""
"5","1995","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"5","1995","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"5","1995","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"1","1996","lower secondary degree","1-pers.-HH","9","","",""
"1","1996","lower secondary degree","(Married) couple without C. ","11","","",""
"1","1996","lower secondary degree","Single parent ","9","","",""
"1","1996","lower secondary degree","Couple + C. LE 16 ","41","0.0331242435545697","0.021406272895801","0.0448422142133384"
"1","1996","lower secondary degree","Couple + C. GT 16 ","10","","",""
"1","1996","lower secondary degree","Couple + C. LE and GT 16","15","","",""
"1","1996","secondary school degree","1-pers.-HH","7","","",""
"1","1996","secondary school degree","(Married) couple without C. ","17","","",""
"1","1996","secondary school degree","Single parent ","6","","",""
"1","1996","secondary school degree","Couple + C. LE 16 ","72","0.0553487691006526","0.041842227440935","0.0688553107603703"
"1","1996","secondary school degree","Couple + C. GT 16 ","7","","",""
"1","1996","secondary school degree","Couple + C. LE and GT 16","7","","",""
"1","1996","college entrance qualification","1-pers.-HH","4","","",""
"1","1996","college entrance qualification","(Married) couple without C. ","20","","",""
"1","1996","college entrance qualification","Single parent ","1","","",""
"1","1996","college entrance qualification","Couple + C. LE 16 ","22","","",""
"1","1996","college entrance qualification","Couple + C. GT 16 ","6","","",""
"1","1996","college entrance qualification","Couple + C. LE and GT 16","5","","",""
"1","1996","Other degree","1-pers.-HH","6","","",""
"1","1996","Other degree","(Married) couple without C. ","8","","",""
"1","1996","Other degree","Single parent ","2","","",""
"1","1996","Other degree","Couple + C. LE 16 ","24","","",""
"1","1996","Other degree","Couple + C. GT 16 ","2","","",""
"1","1996","Other degree","Couple + C. LE and GT 16","17","","",""
"1","1996","no degree/no degree yet","1-pers.-HH","1","","",""
"1","1996","no degree/no degree yet","(Married) couple without C. ","","","",""
"1","1996","no degree/no degree yet","Single parent ","6","","",""
"1","1996","no degree/no degree yet","Couple + C. LE 16 ","7","","",""
"1","1996","no degree/no degree yet","Couple + C. GT 16 ","15","","",""
"1","1996","no degree/no degree yet","Couple + C. LE and GT 16","10","","",""
"2","1996","lower secondary degree","1-pers.-HH","61","0.0874496320230497","0.0672322519884006","0.107667012057699"
"2","1996","lower secondary degree","(Married) couple without C. ","155","0.0724536020485679","0.0606533566660071","0.0842538474311287"
"2","1996","lower secondary degree","Single parent ","39","0.154892402322831","0.109402394128787","0.200382410516874"
"2","1996","lower secondary degree","Couple + C. LE 16 ","250","0.256408024779116","0.227817163399826","0.284998886158407"
"2","1996","lower secondary degree","Couple + C. GT 16 ","90","0.0877705748904515","0.0688260294158575","0.106715120365046"
"2","1996","lower secondary degree","Couple + C. LE and GT 16","70","0.227858462432144","0.181464196636879","0.274252728227409"
"2","1996","secondary school degree","1-pers.-HH","53","0.127179415560025","0.0926185281326482","0.161740302987402"
"2","1996","secondary school degree","(Married) couple without C. ","115","0.110740188933348","0.0889263807731331","0.132553997093562"
"2","1996","secondary school degree","Single parent ","31","0.158807340797984","0.106421935104516","0.211192746491452"
"2","1996","secondary school degree","Couple + C. LE 16 ","297","0.276655010431084","0.250231139440807","0.303078881421361"
"2","1996","secondary school degree","Couple + C. GT 16 ","93","0.153980175183838","0.12411333107871","0.183847019288966"
"2","1996","secondary school degree","Couple + C. LE and GT 16","85","0.199797303970805","0.159647778182444","0.239946829759167"
"2","1996","college entrance qualification","1-pers.-HH","41","0.187367377308032","0.136938617429351","0.237796137186712"
"2","1996","college entrance qualification","(Married) couple without C. ","91","0.171938801209832","0.138664972140748","0.205212630278916"
"2","1996","college entrance qualification","Single parent ","12","","",""
"2","1996","college entrance qualification","Couple + C. LE 16 ","143","0.296153042801877","0.256013990451411","0.336292095152343"
"2","1996","college entrance qualification","Couple + C. GT 16 ","55","0.116405294640363","0.0823157223642886","0.150494866916436"
"2","1996","college entrance qualification","Couple + C. LE and GT 16","45","0.242563932761203","0.176147705357659","0.308980160164746"
"2","1996","Other degree","1-pers.-HH","9","","",""
"2","1996","Other degree","(Married) couple without C. ","20","","",""
"2","1996","Other degree","Single parent ","6","","",""
"2","1996","Other degree","Couple + C. LE 16 ","92","0.309410779721664","0.257103145122713","0.361718414320616"
"2","1996","Other degree","Couple + C. GT 16 ","35","0.140901276032029","0.0967921817112605","0.185010370352798"
"2","1996","Other degree","Couple + C. LE and GT 16","50","0.38945670269852","0.311421549610279","0.467491855786761"
"2","1996","no degree/no degree yet","1-pers.-HH","3","","",""
"2","1996","no degree/no degree yet","(Married) couple without C. ","12","","",""
"2","1996","no degree/no degree yet","Single parent ","11","","",""
"2","1996","no degree/no degree yet","Couple + C. LE 16 ","34","0.415899192331269","0.316787650969889","0.515010733692649"
"2","1996","no degree/no degree yet","Couple + C. GT 16 ","49","0.19218071740045","0.145095566791502","0.239265868009397"
"2","1996","no degree/no degree yet","Couple + C. LE and GT 16","64","0.334711135678757","0.269474693145685","0.39994757821183"
"3","1996","lower secondary degree","1-pers.-HH","576","0.772419104585186","0.742412844888889","0.802425364281483"
"3","1996","lower secondary degree","(Married) couple without C. ","1466","0.793164200627169","0.774727311978044","0.811601089276293"
"3","1996","lower secondary degree","Single parent ","177","0.752463613291746","0.698200184843852","0.80672704173964"
"3","1996","lower secondary degree","Couple + C. LE 16 ","567","0.656461734219255","0.625367035478754","0.687556432959757"
"3","1996","lower secondary degree","Couple + C. GT 16 ","691","0.805199016952027","0.778683208677186","0.831714825226868"
"3","1996","lower secondary degree","Couple + C. LE and GT 16","216","0.709861006297294","0.659664559371349","0.76005745322324"
"3","1996","secondary school degree","1-pers.-HH","258","0.730271356169749","0.684233016737775","0.776309695601722"
"3","1996","secondary school degree","(Married) couple without C. ","554","0.712398512090246","0.680933957171105","0.743863067009387"
"3","1996","secondary school degree","Single parent ","128","0.67491908612653","0.60778410384468","0.74205406840838"
"3","1996","secondary school degree","Couple + C. LE 16 ","683","0.609754800033983","0.58094098059201","0.638568619475956"
"3","1996","secondary school degree","Couple + C. GT 16 ","401","0.710830638767217","0.673313831895706","0.748347445638729"
"3","1996","secondary school degree","Couple + C. LE and GT 16","277","0.749165094240979","0.705637129983945","0.792693058498014"
"3","1996","college entrance qualification","1-pers.-HH","154","0.660679221326366","0.59948861950119","0.721869823151541"
"3","1996","college entrance qualification","(Married) couple without C. ","328","0.647527334833644","0.605398796534586","0.689655873132703"
"3","1996","college entrance qualification","Single parent ","58","0.703178265254564","0.604892728543266","0.801463801965862"
"3","1996","college entrance qualification","Couple + C. LE 16 ","304","0.597067432281165","0.553945543638245","0.640189320924085"
"3","1996","college entrance qualification","Couple + C. GT 16 ","241","0.721947139834019","0.674323233435347","0.769571046232692"
"3","1996","college entrance qualification","Couple + C. LE and GT 16","104","0.691261758960232","0.61967963532443","0.762843882596034"
"3","1996","Other degree","1-pers.-HH","50","0.739448914102381","0.635122527368904","0.843775300835859"
"3","1996","Other degree","(Married) couple without C. ","174","0.823192645366603","0.772432935848284","0.873952354884922"
"3","1996","Other degree","Single parent ","31","0.670050452196905","0.524338352487855","0.815762551905955"
