"hlf0071_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"A little too big","1984","higher education","Male","35","0.0784647403492741","0.0557001968615984","0.10122928383695"
"A little too big","1984","higher education","Female","12","","",""
"Much too big","1984","in school","Male","1","","",""
"Much too big","1984","in school","Female","","","",""
"Much too big","1984","inadequately","Male","1","","",""
"Much too big","1984","inadequately","Female","1","","",""
"Much too big","1984","general elemantary","Male","8","","",""
"Much too big","1984","general elemantary","Female","14","","",""
"Much too big","1984","middle vocational","Male","20","","",""
"Much too big","1984","middle vocational","Female","25","","",""
"Much too big","1984","vocational + Abi","Male","1","","",""
"Much too big","1984","vocational + Abi","Female","","","",""
"Much too big","1984","higher vocational","Male","8","","",""
"Much too big","1984","higher vocational","Female","2","","",""
"Much too big","1984","higher education","Male","8","","",""
"Much too big","1984","higher education","Female","3","","",""
"Much too small","1985","in school","Male","4","","",""
"Much too small","1985","in school","Female","1","","",""
"Much too small","1985","inadequately","Male","26","","",""
"Much too small","1985","inadequately","Female","29","","",""
"Much too small","1985","general elemantary","Male","63","0.0411403605643927","0.0289872911980713","0.0532934299307141"
"Much too small","1985","general elemantary","Female","66","0.0176645269148418","0.0119327670584221","0.0233962867712614"
"Much too small","1985","middle vocational","Male","86","0.0220448917738195","0.0166495321081023","0.0274402514395368"
"Much too small","1985","middle vocational","Female","62","0.0191764539579718","0.0136125803242506","0.024740327591693"
"Much too small","1985","vocational + Abi","Male","12","","",""
"Much too small","1985","vocational + Abi","Female","9","","",""
"Much too small","1985","higher vocational","Male","6","","",""
"Much too small","1985","higher vocational","Female","8","","",""
"Much too small","1985","higher education","Male","15","","",""
"Much too small","1985","higher education","Female","12","","",""
"A little too small","1985","in school","Male","9","","",""
"A little too small","1985","in school","Female","15","","",""
"A little too small","1985","inadequately","Male","75","0.182492732838699","0.142256708850119","0.222728756827279"
"A little too small","1985","inadequately","Female","105","0.207817562618762","0.171744444422029","0.243890680815495"
"A little too small","1985","general elemantary","Male","155","0.118952058893396","0.0991431678739762","0.138760949912817"
"A little too small","1985","general elemantary","Female","258","0.0918825265406813","0.0793137053462238","0.104451347735139"
"A little too small","1985","middle vocational","Male","404","0.120983491397611","0.109000409482134","0.132966573313087"
"A little too small","1985","middle vocational","Female","348","0.126961652271064","0.113454910149859","0.140468394392268"
"A little too small","1985","vocational + Abi","Male","27","","",""
"A little too small","1985","vocational + Abi","Female","26","","",""
"A little too small","1985","higher vocational","Male","49","0.124289615838234","0.0902100139108799","0.158369217765588"
"A little too small","1985","higher vocational","Female","41","0.136066718797449","0.09431116314756","0.177822274447338"
"A little too small","1985","higher education","Male","79","0.132837252857629","0.103352367132943","0.162322138582315"
"A little too small","1985","higher education","Female","39","0.141098529227743","0.0974181807503533","0.184778877705133"
"Just right","1985","in school","Male","91","0.828822511864687","0.758751127854283","0.898893895875092"
"Just right","1985","in school","Female","58","0.81480075459687","0.726885795779745","0.902715713413995"
"Just right","1985","inadequately","Male","246","0.739172268355384","0.693432266831824","0.784912269878944"
"Just right","1985","inadequately","Female","340","0.680830864120784","0.639387021294776","0.722274706946793"
"Just right","1985","general elemantary","Male","764","0.780100804479693","0.754757596141732","0.805444012817653"
"Just right","1985","general elemantary","Female","1563","0.801254247741679","0.783890591965565","0.818617903517792"
"Just right","1985","middle vocational","Male","2153","0.775691113616297","0.760363497906096","0.791018729326499"
"Just right","1985","middle vocational","Female","1760","0.774813931789764","0.757867934415802","0.791759929163725"
"Just right","1985","vocational + Abi","Male","124","0.744835938258747","0.679302388166358","0.810369488351137"
"Just right","1985","vocational + Abi","Female","65","0.681945193686817","0.592865408858394","0.77102497851524"
"Just right","1985","higher vocational","Male","271","0.761104104361203","0.717056406324791","0.805151802397615"
"Just right","1985","higher vocational","Female","188","0.746375685724962","0.693388312135126","0.799363059314799"
"Just right","1985","higher education","Male","370","0.739419150549384","0.701285727212213","0.777552573886555"
"Just right","1985","higher education","Female","174","0.721796663156692","0.665570068655872","0.778023257657512"
"A little too big","1985","in school","Male","5","","",""
"A little too big","1985","in school","Female","1","","",""
"A little too big","1985","inadequately","Male","5","","",""
"A little too big","1985","inadequately","Female","10","","",""
"A little too big","1985","general elemantary","Male","38","0.0527126576968171","0.0390393768441797","0.0663859385494544"
"A little too big","1985","general elemantary","Female","116","0.0717044837640866","0.0604785273779118","0.0829304401502615"
"A little too big","1985","middle vocational","Male","185","0.074978803013258","0.0653015510338111","0.0846560549927049"
"A little too big","1985","middle vocational","Female","153","0.0729089262266625","0.0623614339496556","0.0834564185036695"
"A little too big","1985","vocational + Abi","Male","6","","",""
"A little too big","1985","vocational + Abi","Female","5","","",""
"A little too big","1985","higher vocational","Male","31","0.0918822286569352","0.0620432682410544","0.121721189072816"
"A little too big","1985","higher vocational","Female","18","","",""
"A little too big","1985","higher education","Male","39","0.0889038171820272","0.0641790894681962","0.113628544895858"
"A little too big","1985","higher education","Female","18","","",""
"Much too big","1985","in school","Male","2","","",""
"Much too big","1985","in school","Female","","","",""
"Much too big","1985","inadequately","Male","2","","",""
"Much too big","1985","inadequately","Female","2","","",""
"Much too big","1985","general elemantary","Male","6","","",""
"Much too big","1985","general elemantary","Female","26","","",""
"Much too big","1985","middle vocational","Male","17","","",""
"Much too big","1985","middle vocational","Female","11","","",""
"Much too big","1985","vocational + Abi","Male","1","","",""
"Much too big","1985","vocational + Abi","Female","","","",""
"Much too big","1985","higher vocational","Male","3","","",""
"Much too big","1985","higher vocational","Female","4","","",""
"Much too big","1985","higher education","Male","6","","",""
"Much too big","1985","higher education","Female","1","","",""
"Much too small","1986","in school","Male","","","",""
"Much too small","1986","in school","Female","","","",""
"Much too small","1986","inadequately","Male","3","","",""
"Much too small","1986","inadequately","Female","4","","",""
"Much too small","1986","general elemantary","Male","7","","",""
"Much too small","1986","general elemantary","Female","13","","",""
"Much too small","1986","middle vocational","Male","7","","",""
"Much too small","1986","middle vocational","Female","6","","",""
"Much too small","1986","vocational + Abi","Male","2","","",""
"Much too small","1986","vocational + Abi","Female","","","",""
"Much too small","1986","higher vocational","Male","1","","",""
"Much too small","1986","higher vocational","Female","1","","",""
"Much too small","1986","higher education","Male","2","","",""
"Much too small","1986","higher education","Female","2","","",""
"A little too small","1986","in school","Male","1","","",""
"A little too small","1986","in school","Female","","","",""
"A little too small","1986","inadequately","Male","5","","",""
"A little too small","1986","inadequately","Female","9","","",""
"A little too small","1986","general elemantary","Male","20","","",""
"A little too small","1986","general elemantary","Female","25","","",""
"A little too small","1986","middle vocational","Male","48","0.139449752434872","0.101435212381166","0.177464292488577"
"A little too small","1986","middle vocational","Female","36","0.125367765099344","0.0862307747001069","0.164504755498581"
"A little too small","1986","vocational + Abi","Male","2","","",""
"A little too small","1986","vocational + Abi","Female","","","",""
"A little too small","1986","higher vocational","Male","2","","",""
"A little too small","1986","higher vocational","Female","4","","",""
"A little too small","1986","higher education","Male","14","","",""
"A little too small","1986","higher education","Female","14","","",""
"Just right","1986","in school","Male","7","","",""
"Just right","1986","in school","Female","1","","",""
"Just right","1986","inadequately","Male","32","0.810106623053232","0.691488937445934","0.92872430866053"
"Just right","1986","inadequately","Female","45","0.820722126043932","0.722844482990754","0.918599769097111"
"Just right","1986","general elemantary","Male","91","0.730884093785242","0.652506942516119","0.809261245054364"
"Just right","1986","general elemantary","Female","151","0.784383596386813","0.726662318717685","0.842104874055941"
"Just right","1986","middle vocational","Male","246","0.773065522388694","0.727102228624918","0.819028816152471"
"Just right","1986","middle vocational","Female","208","0.76025512638358","0.709796422874208","0.810713829892953"
"Just right","1986","vocational + Abi","Male","9","","",""
"Just right","1986","vocational + Abi","Female","18","","",""
"Just right","1986","higher vocational","Male","27","","",""
"Just right","1986","higher vocational","Female","26","","",""
"Just right","1986","higher education","Male","51","0.697935651716121","0.591878668512603","0.803992634919639"
"Just right","1986","higher education","Female","20","","",""
"A little too big","1986","in school","Male","1","","",""
"A little too big","1986","in school","Female","","","",""
"A little too big","1986","inadequately","Male","2","","",""
"A little too big","1986","inadequately","Female","1","","",""
"A little too big","1986","general elemantary","Male","4","","",""
"A little too big","1986","general elemantary","Female","6","","",""
"A little too big","1986","middle vocational","Male","17","","",""
"A little too big","1986","middle vocational","Female","24","","",""
"A little too big","1986","vocational + Abi","Male","1","","",""
"A little too big","1986","vocational + Abi","Female","2","","",""
"A little too big","1986","higher vocational","Male","4","","",""
"A little too big","1986","higher vocational","Female","1","","",""
"A little too big","1986","higher education","Male","5","","",""
"A little too big","1986","higher education","Female","6","","",""
"Much too big","1986","in school","Male","","","",""
"Much too big","1986","in school","Female","","","",""
"Much too big","1986","inadequately","Male","","","",""
"Much too big","1986","inadequately","Female","","","",""
"Much too big","1986","general elemantary","Male","1","","",""
"Much too big","1986","general elemantary","Female","","","",""
"Much too big","1986","middle vocational","Male","1","","",""
"Much too big","1986","middle vocational","Female","1","","",""
"Much too big","1986","vocational + Abi","Male","","","",""
"Much too big","1986","vocational + Abi","Female","","","",""
"Much too big","1986","higher vocational","Male","","","",""
"Much too big","1986","higher vocational","Female","","","",""
"Much too big","1986","higher education","Male","","","",""
"Much too big","1986","higher education","Female","","","",""
"Much too small","1987","in school","Male","","","",""
"Much too small","1987","in school","Female","","","",""
"Much too small","1987","inadequately","Male","5","","",""
"Much too small","1987","inadequately","Female","7","","",""
"Much too small","1987","general elemantary","Male","4","","",""
"Much too small","1987","general elemantary","Female","9","","",""
"Much too small","1987","middle vocational","Male","6","","",""
"Much too small","1987","middle vocational","Female","2","","",""
"Much too small","1987","vocational + Abi","Male","3","","",""
"Much too small","1987","vocational + Abi","Female","","","",""
"Much too small","1987","higher vocational","Male","","","",""
"Much too small","1987","higher vocational","Female","1","","",""
"Much too small","1987","higher education","Male","2","","",""
"Much too small","1987","higher education","Female","2","","",""
"A little too small","1987","in school","Male","1","","",""
"A little too small","1987","in school","Female","","","",""
"A little too small","1987","inadequately","Male","6","","",""
"A little too small","1987","inadequately","Female","9","","",""
"A little too small","1987","general elemantary","Male","17","","",""
"A little too small","1987","general elemantary","Female","28","","",""
"A little too small","1987","middle vocational","Male","48","0.145301352476834","0.103421516146706","0.187181188806963"
"A little too small","1987","middle vocational","Female","21","","",""
"A little too small","1987","vocational + Abi","Male","4","","",""
"A little too small","1987","vocational + Abi","Female","5","","",""
"A little too small","1987","higher vocational","Male","1","","",""
"A little too small","1987","higher vocational","Female","3","","",""
"A little too small","1987","higher education","Male","9","","",""
"A little too small","1987","higher education","Female","9","","",""
"Just right","1987","in school","Male","9","","",""
"Just right","1987","in school","Female","2","","",""
"Just right","1987","inadequately","Male","33","0.81460660613988","0.701062936697613","0.928150275582147"
"Just right","1987","inadequately","Female","44","0.625270892912663","0.505742622150993","0.744799163674332"
"Just right","1987","general elemantary","Male","67","0.723919918495842","0.63306061210359","0.814779224888095"
"Just right","1987","general elemantary","Female","101","0.758294802608394","0.688611917420113","0.827977687796674"
"Just right","1987","middle vocational","Male","204","0.786895373720313","0.738230166836976","0.83556058060365"
"Just right","1987","middle vocational","Female","181","0.803409566301396","0.75077443346617","0.856044699136623"
"Just right","1987","vocational + Abi","Male","17","","",""
"Just right","1987","vocational + Abi","Female","11","","",""
"Just right","1987","higher vocational","Male","22","","",""
"Just right","1987","higher vocational","Female","22","","",""
"Just right","1987","higher education","Male","39","0.728311607899621","0.612832127558645","0.843791088240597"
"Just right","1987","higher education","Female","29","","",""
"A little too big","1987","in school","Male","","","",""
"A little too big","1987","in school","Female","","","",""
"A little too big","1987","inadequately","Male","1","","",""
"A little too big","1987","inadequately","Female","3","","",""
"A little too big","1987","general elemantary","Male","3","","",""
"A little too big","1987","general elemantary","Female","7","","",""
"A little too big","1987","middle vocational","Male","14","","",""
"A little too big","1987","middle vocational","Female","13","","",""
"A little too big","1987","vocational + Abi","Male","","","",""
"A little too big","1987","vocational + Abi","Female","1","","",""
"A little too big","1987","higher vocational","Male","2","","",""
"A little too big","1987","higher vocational","Female","4","","",""
"A little too big","1987","higher education","Male","6","","",""
"A little too big","1987","higher education","Female","2","","",""
"Much too big","1987","in school","Male","","","",""
"Much too big","1987","in school","Female","1","","",""
"Much too big","1987","inadequately","Male","","","",""
"Much too big","1987","inadequately","Female","","","",""
"Much too big","1987","general elemantary","Male","2","","",""
"Much too big","1987","general elemantary","Female","","","",""
"Much too big","1987","middle vocational","Male","","","",""
"Much too big","1987","middle vocational","Female","2","","",""
"Much too big","1987","vocational + Abi","Male","","","",""
"Much too big","1987","vocational + Abi","Female","1","","",""
"Much too big","1987","higher vocational","Male","","","",""
"Much too big","1987","higher vocational","Female","","","",""
"Much too big","1987","higher education","Male","1","","",""
"Much too big","1987","higher education","Female","","","",""
"Much too small","1988","in school","Male","","","",""
"Much too small","1988","in school","Female","","","",""
"Much too small","1988","inadequately","Male","2","","",""
"Much too small","1988","inadequately","Female","4","","",""
"Much too small","1988","general elemantary","Male","5","","",""
"Much too small","1988","general elemantary","Female","9","","",""
"Much too small","1988","middle vocational","Male","10","","",""
"Much too small","1988","middle vocational","Female","2","","",""
"Much too small","1988","vocational + Abi","Male","1","","",""
"Much too small","1988","vocational + Abi","Female","1","","",""
"Much too small","1988","higher vocational","Male","","","",""
"Much too small","1988","higher vocational","Female","1","","",""
"Much too small","1988","higher education","Male","1","","",""
"Much too small","1988","higher education","Female","","","",""
"A little too small","1988","in school","Male","2","","",""
"A little too small","1988","in school","Female","1","","",""
"A little too small","1988","inadequately","Male","7","","",""
"A little too small","1988","inadequately","Female","13","","",""
"A little too small","1988","general elemantary","Male","15","","",""
"A little too small","1988","general elemantary","Female","27","","",""
"A little too small","1988","middle vocational","Male","35","0.146702983600842","0.102126070087226","0.191279897114457"
"A little too small","1988","middle vocational","Female","32","0.140182097691116","0.0948186190084515","0.18554557637378"
"A little too small","1988","vocational + Abi","Male","4","","",""
"A little too small","1988","vocational + Abi","Female","4","","",""
"A little too small","1988","higher vocational","Male","6","","",""
"A little too small","1988","higher vocational","Female","5","","",""
"A little too small","1988","higher education","Male","9","","",""
"A little too small","1988","higher education","Female","7","","",""
"Just right","1988","in school","Male","2","","",""
"Just right","1988","in school","Female","5","","",""
"Just right","1988","inadequately","Male","28","","",""
"Just right","1988","inadequately","Female","30","0.575381840768097","0.43555040091883","0.715213280617363"
"Just right","1988","general elemantary","Male","75","0.772425713516624","0.690658845984067","0.854192581049182"
"Just right","1988","general elemantary","Female","115","0.737517406804694","0.669128459256593","0.805906354352795"
"Just right","1988","middle vocational","Male","182","0.736539363983382","0.681038945574379","0.792039782392386"
"Just right","1988","middle vocational","Female","177","0.788229924354937","0.734845374256029","0.841614474453845"
"Just right","1988","vocational + Abi","Male","10","","",""
"Just right","1988","vocational + Abi","Female","12","","",""
"Just right","1988","higher vocational","Male","25","","",""
"Just right","1988","higher vocational","Female","24","","",""
"Just right","1988","higher education","Male","37","0.67921013745736","0.553542759516798","0.804877515397923"
"Just right","1988","higher education","Female","16","","",""
"A little too big","1988","in school","Male","","","",""
"A little too big","1988","in school","Female","1","","",""
"A little too big","1988","inadequately","Male","","","",""
"A little too big","1988","inadequately","Female","1","","",""
"A little too big","1988","general elemantary","Male","5","","",""
"A little too big","1988","general elemantary","Female","8","","",""
"A little too big","1988","middle vocational","Male","14","","",""
"A little too big","1988","middle vocational","Female","13","","",""
"A little too big","1988","vocational + Abi","Male","","","",""
"A little too big","1988","vocational + Abi","Female","1","","",""
"A little too big","1988","higher vocational","Male","2","","",""
"A little too big","1988","higher vocational","Female","","","",""
"A little too big","1988","higher education","Male","6","","",""
"A little too big","1988","higher education","Female","4","","",""
"Much too big","1988","in school","Male","","","",""
"Much too big","1988","in school","Female","","","",""
"Much too big","1988","inadequately","Male","","","",""
"Much too big","1988","inadequately","Female","","","",""
"Much too big","1988","general elemantary","Male","1","","",""
"Much too big","1988","general elemantary","Female","","","",""
"Much too big","1988","middle vocational","Male","1","","",""
"Much too big","1988","middle vocational","Female","1","","",""
"Much too big","1988","vocational + Abi","Male","","","",""
"Much too big","1988","vocational + Abi","Female","","","",""
"Much too big","1988","higher vocational","Male","","","",""
"Much too big","1988","higher vocational","Female","","","",""
"Much too big","1988","higher education","Male","","","",""
"Much too big","1988","higher education","Female","","","",""
"Much too small","1989","in school","Male","","","",""
"Much too small","1989","in school","Female","","","",""
"Much too small","1989","inadequately","Male","4","","",""
"Much too small","1989","inadequately","Female","3","","",""
"Much too small","1989","general elemantary","Male","1","","",""
"Much too small","1989","general elemantary","Female","6","","",""
"Much too small","1989","middle vocational","Male","8","","",""
"Much too small","1989","middle vocational","Female","9","","",""
"Much too small","1989","vocational + Abi","Male","1","","",""
"Much too small","1989","vocational + Abi","Female","1","","",""
"Much too small","1989","higher vocational","Male","","","",""
"Much too small","1989","higher vocational","Female","","","",""
"Much too small","1989","higher education","Male","3","","",""
"Much too small","1989","higher education","Female","3","","",""
"A little too small","1989","in school","Male","","","",""
"A little too small","1989","in school","Female","2","","",""
"A little too small","1989","inadequately","Male","8","","",""
"A little too small","1989","inadequately","Female","13","","",""
"A little too small","1989","general elemantary","Male","19","","",""
"A little too small","1989","general elemantary","Female","23","","",""
"A little too small","1989","middle vocational","Male","30","0.100071160447741","0.0631657716027189","0.136976549292764"
"A little too small","1989","middle vocational","Female","33","0.162357520092844","0.113063480159922","0.211651560025767"
"A little too small","1989","vocational + Abi","Male","5","","",""
"A little too small","1989","vocational + Abi","Female","3","","",""
"A little too small","1989","higher vocational","Male","3","","",""
"A little too small","1989","higher vocational","Female","2","","",""
"A little too small","1989","higher education","Male","12","","",""
"A little too small","1989","higher education","Female","8","","",""
"Just right","1989","in school","Male","9","","",""
"Just right","1989","in school","Female","1","","",""
"Just right","1989","inadequately","Male","12","","",""
"Just right","1989","inadequately","Female","18","","",""
"Just right","1989","general elemantary","Male","63","0.745993668470932","0.654523746927565","0.8374635900143"
"Just right","1989","general elemantary","Female","99","0.767651909703835","0.696672831027169","0.8386309883805"
"Just right","1989","middle vocational","Male","200","0.800337958115343","0.751177525701228","0.849498390529458"
"Just right","1989","middle vocational","Female","163","0.761057588070402","0.704056356010264","0.818058820130539"
"Just right","1989","vocational + Abi","Male","11","","",""
"Just right","1989","vocational + Abi","Female","16","","",""
"Just right","1989","higher vocational","Male","19","","",""
"Just right","1989","higher vocational","Female","20","","",""
"Just right","1989","higher education","Male","31","0.547591774264799","0.417230744717184","0.677952803812413"
"Just right","1989","higher education","Female","16","","",""
"A little too big","1989","in school","Male","","","",""
"A little too big","1989","in school","Female","","","",""
"A little too big","1989","inadequately","Male","1","","",""
"A little too big","1989","inadequately","Female","2","","",""
"A little too big","1989","general elemantary","Male","3","","",""
"A little too big","1989","general elemantary","Female","7","","",""
"A little too big","1989","middle vocational","Male","15","","",""
"A little too big","1989","middle vocational","Female","9","","",""
"A little too big","1989","vocational + Abi","Male","3","","",""
"A little too big","1989","vocational + Abi","Female","3","","",""
"A little too big","1989","higher vocational","Male","2","","",""
"A little too big","1989","higher vocational","Female","3","","",""
"A little too big","1989","higher education","Male","10","","",""
"A little too big","1989","higher education","Female","2","","",""
"Much too big","1989","in school","Male","","","",""
"Much too big","1989","in school","Female","","","",""
"Much too big","1989","inadequately","Male","","","",""
"Much too big","1989","inadequately","Female","","","",""
"Much too big","1989","general elemantary","Male","1","","",""
"Much too big","1989","general elemantary","Female","1","","",""
"Much too big","1989","middle vocational","Male","1","","",""
"Much too big","1989","middle vocational","Female","1","","",""
"Much too big","1989","vocational + Abi","Male","","","",""
"Much too big","1989","vocational + Abi","Female","1","","",""
"Much too big","1989","higher vocational","Male","","","",""
"Much too big","1989","higher vocational","Female","","","",""
"Much too big","1989","higher education","Male","","","",""
"Much too big","1989","higher education","Female","","","",""
"Much too small","1990","in school","Male","2","","",""
"Much too small","1990","in school","Female","1","","",""
"Much too small","1990","inadequately","Male","3","","",""
"Much too small","1990","inadequately","Female","4","","",""
"Much too small","1990","general elemantary","Male","17","","",""
"Much too small","1990","general elemantary","Female","35","0.0661745870007697","0.0443197102975778","0.0880294637039616"
"Much too small","1990","middle vocational","Male","133","0.0900877764143035","0.0752795326628399","0.104896020165767"
"Much too small","1990","middle vocational","Female","119","0.0701035976239882","0.0572213718047724","0.0829858234432041"
"Much too small","1990","vocational + Abi","Male","8","","",""
"Much too small","1990","vocational + Abi","Female","2","","",""
"Much too small","1990","higher vocational","Male","10","","",""
"Much too small","1990","higher vocational","Female","3","","",""
"Much too small","1990","higher education","Male","25","","",""
"Much too small","1990","higher education","Female","36","0.0598694837128105","0.0404611175859376","0.0792778498396834"
"A little too small","1990","in school","Male","5","","",""
"A little too small","1990","in school","Female","4","","",""
"A little too small","1990","inadequately","Male","6","","",""
"A little too small","1990","inadequately","Female","2","","",""
"A little too small","1990","general elemantary","Male","42","0.190773693455223","0.137505350380016","0.244042036530429"
"A little too small","1990","general elemantary","Female","73","0.134237365767413","0.104266035029162","0.164208696505664"
"A little too small","1990","middle vocational","Male","326","0.216561824478209","0.195257675672028","0.237865973284389"
"A little too small","1990","middle vocational","Female","355","0.213032159706091","0.192373385507166","0.233690933905016"
"A little too small","1990","vocational + Abi","Male","18","","",""
"A little too small","1990","vocational + Abi","Female","16","","",""
"A little too small","1990","higher vocational","Male","50","0.159992846442915","0.114458386265868","0.205527306619961"
"A little too small","1990","higher vocational","Female","13","","",""
"A little too small","1990","higher education","Male","146","0.268938146041528","0.230753701605534","0.307122590477523"
"A little too small","1990","higher education","Female","168","0.262272538917766","0.226287951305554","0.298257126529977"
"Just right","1990","in school","Male","15","","",""
"Just right","1990","in school","Female","11","","",""
"Just right","1990","inadequately","Male","23","","",""
"Just right","1990","inadequately","Female","34","0.718130879681212","0.582065074248897","0.854196685113528"
"Just right","1990","general elemantary","Male","137","0.674040553115286","0.61049286619974","0.737588240030832"
"Just right","1990","general elemantary","Female","358","0.733745947668117","0.69488701500215","0.772604880334083"
"Just right","1990","middle vocational","Male","922","0.650616365142273","0.625956843825176","0.675275886459371"
"Just right","1990","middle vocational","Female","965","0.666461667854187","0.642673338907786","0.690249996800589"
"Just right","1990","vocational + Abi","Male","36","0.58420908404652","0.463461137101101","0.70495703099194"
"Just right","1990","vocational + Abi","Female","42","0.731188753191463","0.619009915785664","0.843367590597262"
"Just right","1990","higher vocational","Male","176","0.75128584197948","0.697594869050351","0.80497681490861"
"Just right","1990","higher vocational","Female","45","0.761782163204951","0.656590734333709","0.866973592076193"
"Just right","1990","higher education","Male","317","0.616194285526677","0.574315144760183","0.65807342629317"
"Just right","1990","higher education","Female","349","0.632860798280304","0.593427634566415","0.672293961994192"
"A little too big","1990","in school","Male","2","","",""
"A little too big","1990","in school","Female","","","",""
"A little too big","1990","inadequately","Male","","","",""
"A little too big","1990","inadequately","Female","2","","",""
"A little too big","1990","general elemantary","Male","9","","",""
"A little too big","1990","general elemantary","Female","27","","",""
"A little too big","1990","middle vocational","Male","48","0.0382781508094892","0.0283545088427499","0.0482017927762286"
"A little too big","1990","middle vocational","Female","57","0.042049529224602","0.031923117814366","0.0521759406348381"
"A little too big","1990","vocational + Abi","Male","2","","",""
"A little too big","1990","vocational + Abi","Female","","","",""
"A little too big","1990","higher vocational","Male","9","","",""
"A little too big","1990","higher vocational","Female","2","","",""
"A little too big","1990","higher education","Male","27","","",""
"A little too big","1990","higher education","Female","20","","",""
"Much too big","1990","in school","Male","","","",""
"Much too big","1990","in school","Female","","","",""
"Much too big","1990","inadequately","Male","","","",""
"Much too big","1990","inadequately","Female","","","",""
"Much too big","1990","general elemantary","Male","4","","",""
"Much too big","1990","general elemantary","Female","4","","",""
"Much too big","1990","middle vocational","Male","7","","",""
"Much too big","1990","middle vocational","Female","13","","",""
