"plh0179","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"9 on Scale 1 to 10","1995","16-34 y.","no migration background","","","","","9"
"9 on Scale 1 to 10","1995","16-34 y.","direct migration background","","","","","9"
"9 on Scale 1 to 10","1995","35-65 y.","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1995","35-65 y.","direct migration background","","","","","9"
"9 on Scale 1 to 10","1995","35-65 y.","no migration background","","","","","9"
"9 on Scale 1 to 10","1995","66 and older","no migration background","","","","","9"
"9 on Scale 1 to 10","1995","66 and older","direct migration background","","","","","9"
"9 on Scale 1 to 10","1995","66 and older","indirect migration background","","","","","9"
"0 Completely dissatisfied","1996","16-34 y.","no migration background","","","","","0"
"0 Completely dissatisfied","1996","16-34 y.","direct migration background","","","","","0"
"0 Completely dissatisfied","1996","16-34 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1996","35-65 y.","no migration background","","","","","0"
"0 Completely dissatisfied","1996","35-65 y.","direct migration background","","","","","0"
"0 Completely dissatisfied","1996","35-65 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1996","66 and older","no migration background","","","","","0"
"0 Completely dissatisfied","1996","66 and older","direct migration background","","","","","0"
"0 Completely dissatisfied","1996","66 and older","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1996","16-34 y.","direct migration background","","","","","1"
"1 on Scale 1 to 10","1996","16-34 y.","no migration background","","","","","1"
"1 on Scale 1 to 10","1996","16-34 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1996","35-65 y.","no migration background","","","","","1"
"1 on Scale 1 to 10","1996","35-65 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1996","66 and older","no migration background","","","","","1"
"1 on Scale 1 to 10","1996","66 and older","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1996","35-65 y.","direct migration background","","","","","1"
"1 on Scale 1 to 10","1996","66 and older","direct migration background","","","","","1"
"10 Completely satisfied","1996","16-34 y.","no migration background","","","","","10"
"10 Completely satisfied","1996","16-34 y.","indirect migration background","","","","","10"
"10 Completely satisfied","1996","16-34 y.","direct migration background","","","","","10"
"10 Completely satisfied","1996","35-65 y.","direct migration background","","","","","10"
"10 Completely satisfied","1996","35-65 y.","indirect migration background","","","","","10"
"10 Completely satisfied","1996","35-65 y.","no migration background","","","","","10"
"10 Completely satisfied","1996","66 and older","no migration background","","","","","10"
"10 Completely satisfied","1996","66 and older","direct migration background","","","","","10"
"10 Completely satisfied","1996","66 and older","indirect migration background","","","","","10"
"2 on Scale 1 to 10","1996","16-34 y.","direct migration background","","","","","2"
"2 on Scale 1 to 10","1996","16-34 y.","no migration background","","","","","2"
"2 on Scale 1 to 10","1996","16-34 y.","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1996","35-65 y.","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1996","66 and older","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1996","35-65 y.","no migration background","","","","","2"
"2 on Scale 1 to 10","1996","35-65 y.","direct migration background","","","","","2"
"2 on Scale 1 to 10","1996","66 and older","no migration background","","","","","2"
"2 on Scale 1 to 10","1996","66 and older","direct migration background","","","","","2"
"3 on Scale 1 to 10","1996","16-34 y.","direct migration background","","","","","3"
"3 on Scale 1 to 10","1996","16-34 y.","no migration background","","","","","3"
"3 on Scale 1 to 10","1996","35-65 y.","direct migration background","","","","","3"
"3 on Scale 1 to 10","1996","16-34 y.","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1996","35-65 y.","no migration background","","","","","3"
"3 on Scale 1 to 10","1996","35-65 y.","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1996","66 and older","no migration background","","","","","3"
"3 on Scale 1 to 10","1996","66 and older","direct migration background","","","","","3"
"3 on Scale 1 to 10","1996","66 and older","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1996","16-34 y.","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1996","16-34 y.","no migration background","","","","","4"
"4 on Scale 1 to 10","1996","16-34 y.","direct migration background","","","","","4"
"4 on Scale 1 to 10","1996","35-65 y.","no migration background","","","","","4"
"4 on Scale 1 to 10","1996","35-65 y.","direct migration background","","","","","4"
"4 on Scale 1 to 10","1996","66 and older","no migration background","","","","","4"
"4 on Scale 1 to 10","1996","35-65 y.","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1996","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1996","66 and older","direct migration background","","","","","4"
"5 on Scale 1 to 10","1996","16-34 y.","direct migration background","","","","","5"
"5 on Scale 1 to 10","1996","16-34 y.","no migration background","","","","","5"
"5 on Scale 1 to 10","1996","16-34 y.","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1996","35-65 y.","no migration background","","","","","5"
"5 on Scale 1 to 10","1996","35-65 y.","direct migration background","","","","","5"
"5 on Scale 1 to 10","1996","35-65 y.","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1996","66 and older","no migration background","","","","","5"
"5 on Scale 1 to 10","1996","66 and older","direct migration background","","","","","5"
"5 on Scale 1 to 10","1996","66 and older","indirect migration background","","","","","5"
"6 on Scale 1 to 10","1996","16-34 y.","no migration background","","","","","6"
"6 on Scale 1 to 10","1996","16-34 y.","direct migration background","","","","","6"
"6 on Scale 1 to 10","1996","16-34 y.","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1996","35-65 y.","no migration background","","","","","6"
"6 on Scale 1 to 10","1996","35-65 y.","direct migration background","","","","","6"
"6 on Scale 1 to 10","1996","66 and older","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1996","35-65 y.","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1996","66 and older","no migration background","","","","","6"
"6 on Scale 1 to 10","1996","66 and older","direct migration background","","","","","6"
"7 on Scale 1 to 10","1996","16-34 y.","no migration background","","","","","7"
"7 on Scale 1 to 10","1996","16-34 y.","direct migration background","","","","","7"
"7 on Scale 1 to 10","1996","16-34 y.","indirect migration background","","","","","7"
"7 on Scale 1 to 10","1996","35-65 y.","no migration background","","","","","7"
"7 on Scale 1 to 10","1996","35-65 y.","direct migration background","","","","","7"
"7 on Scale 1 to 10","1996","35-65 y.","indirect migration background","","","","","7"
"7 on Scale 1 to 10","1996","66 and older","no migration background","","","","","7"
"7 on Scale 1 to 10","1996","66 and older","direct migration background","","","","","7"
"7 on Scale 1 to 10","1996","66 and older","indirect migration background","","","","","7"
"8 on Scale 1 to 10","1996","16-34 y.","no migration background","","","","","8"
"8 on Scale 1 to 10","1996","16-34 y.","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1996","16-34 y.","direct migration background","","","","","8"
"8 on Scale 1 to 10","1996","35-65 y.","no migration background","","","","","8"
"8 on Scale 1 to 10","1996","35-65 y.","direct migration background","","","","","8"
"8 on Scale 1 to 10","1996","35-65 y.","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1996","66 and older","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1996","66 and older","no migration background","","","","","8"
"8 on Scale 1 to 10","1996","66 and older","direct migration background","","","","","8"
"9 on Scale 1 to 10","1996","16-34 y.","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1996","35-65 y.","direct migration background","","","","","9"
"9 on Scale 1 to 10","1996","35-65 y.","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1996","66 and older","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1996","16-34 y.","no migration background","","","","","9"
"9 on Scale 1 to 10","1996","16-34 y.","direct migration background","","","","","9"
"9 on Scale 1 to 10","1996","35-65 y.","no migration background","","","","","9"
"9 on Scale 1 to 10","1996","66 and older","no migration background","","","","","9"
"9 on Scale 1 to 10","1996","66 and older","direct migration background","","","","","9"
"0 Completely dissatisfied","1997","16-34 y.","no migration background","25","","","","0"
"0 Completely dissatisfied","1997","16-34 y.","direct migration background","15","","","","0"
"0 Completely dissatisfied","1997","16-34 y.","indirect migration background","3","","","","0"
"0 Completely dissatisfied","1997","35-65 y.","no migration background","19","","","","0"
"0 Completely dissatisfied","1997","35-65 y.","direct migration background","10","","","","0"
"0 Completely dissatisfied","1997","35-65 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1997","66 and older","no migration background","4","","","","0"
"0 Completely dissatisfied","1997","66 and older","direct migration background","","","","","0"
"0 Completely dissatisfied","1997","66 and older","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1997","16-34 y.","no migration background","18","","","","1"
"1 on Scale 1 to 10","1997","16-34 y.","direct migration background","6","","","","1"
"1 on Scale 1 to 10","1997","16-34 y.","indirect migration background","2","","","","1"
"1 on Scale 1 to 10","1997","35-65 y.","no migration background","13","","","","1"
"1 on Scale 1 to 10","1997","35-65 y.","direct migration background","1","","","","1"
"1 on Scale 1 to 10","1997","35-65 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1997","66 and older","no migration background","","","","","1"
"1 on Scale 1 to 10","1997","66 and older","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1997","66 and older","direct migration background","","","","","1"
"10 Completely satisfied","1997","16-34 y.","no migration background","134","0.108647829627449","0.090389914477119","0.126905744777779","10"
"10 Completely satisfied","1997","16-34 y.","direct migration background","52","0.111668616277703","0.0826969659614968","0.140640266593908","10"
"10 Completely satisfied","1997","16-34 y.","indirect migration background","16","","","","10"
"10 Completely satisfied","1997","35-65 y.","indirect migration background","1","","","","10"
"10 Completely satisfied","1997","66 and older","direct migration background","","","","","10"
"10 Completely satisfied","1997","66 and older","indirect migration background","","","","","10"
"10 Completely satisfied","1997","35-65 y.","no migration background","118","0.0870707030719229","0.0717209926046721","0.102420413539174","10"
"10 Completely satisfied","1997","35-65 y.","direct migration background","48","0.0988666398453666","0.0704557665283261","0.127277513162407","10"
"10 Completely satisfied","1997","66 and older","no migration background","5","","","","10"
"2 on Scale 1 to 10","1997","16-34 y.","no migration background","38","0.0351361908108347","0.0243336394307683","0.0459387421909011","2"
"2 on Scale 1 to 10","1997","16-34 y.","direct migration background","10","","","","2"
"2 on Scale 1 to 10","1997","35-65 y.","direct migration background","13","","","","2"
"2 on Scale 1 to 10","1997","35-65 y.","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1997","16-34 y.","indirect migration background","3","","","","2"
"2 on Scale 1 to 10","1997","35-65 y.","no migration background","52","0.0396199074190733","0.02899992267173","0.0502398921664165","2"
"2 on Scale 1 to 10","1997","66 and older","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1997","66 and older","no migration background","","","","","2"
"2 on Scale 1 to 10","1997","66 and older","direct migration background","","","","","2"
"3 on Scale 1 to 10","1997","16-34 y.","no migration background","62","0.0614025059257455","0.0473177690942932","0.0754872427571977","3"
"3 on Scale 1 to 10","1997","16-34 y.","direct migration background","15","","","","3"
"3 on Scale 1 to 10","1997","16-34 y.","indirect migration background","5","","","","3"
"3 on Scale 1 to 10","1997","35-65 y.","no migration background","70","0.0618286395019981","0.0487162596760744","0.0749410193279219","3"
"3 on Scale 1 to 10","1997","35-65 y.","direct migration background","12","","","","3"
"3 on Scale 1 to 10","1997","35-65 y.","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1997","66 and older","direct migration background","1","","","","3"
"3 on Scale 1 to 10","1997","66 and older","no migration background","","","","","3"
"3 on Scale 1 to 10","1997","66 and older","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1997","16-34 y.","indirect migration background","4","","","","4"
"4 on Scale 1 to 10","1997","16-34 y.","no migration background","71","0.0726067133543441","0.0573824475883094","0.0878309791203788","4"
"4 on Scale 1 to 10","1997","16-34 y.","direct migration background","26","","","","4"
"4 on Scale 1 to 10","1997","35-65 y.","no migration background","74","0.0610490333241228","0.048014171172158","0.0740838954760876","4"
"4 on Scale 1 to 10","1997","35-65 y.","direct migration background","39","0.0679755951342868","0.0440173328966999","0.0919338573718736","4"
"4 on Scale 1 to 10","1997","35-65 y.","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1997","66 and older","no migration background","5","","","","4"
"4 on Scale 1 to 10","1997","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1997","66 and older","direct migration background","1","","","","4"
"5 on Scale 1 to 10","1997","16-34 y.","no migration background","135","0.130953025768235","0.111160765722242","0.150745285814229","5"
"5 on Scale 1 to 10","1997","16-34 y.","direct migration background","74","0.178464007954323","0.143242432081355","0.213685583827291","5"
"5 on Scale 1 to 10","1997","16-34 y.","indirect migration background","16","","","","5"
"5 on Scale 1 to 10","1997","35-65 y.","no migration background","198","0.152252670758994","0.132693012385968","0.17181232913202","5"
"5 on Scale 1 to 10","1997","35-65 y.","direct migration background","61","0.160698646385345","0.125741961970561","0.195655330800129","5"
"5 on Scale 1 to 10","1997","35-65 y.","indirect migration background","3","","","","5"
"5 on Scale 1 to 10","1997","66 and older","no migration background","9","","","","5"
"5 on Scale 1 to 10","1997","66 and older","indirect migration background","1","","","","5"
"5 on Scale 1 to 10","1997","66 and older","direct migration background","2","","","","5"
"6 on Scale 1 to 10","1997","16-34 y.","no migration background","109","0.10605586591108","0.0879908424347051","0.124120889387455","6"
"6 on Scale 1 to 10","1997","16-34 y.","direct migration background","57","0.147798561650485","0.115152830492736","0.180444292808234","6"
"6 on Scale 1 to 10","1997","16-34 y.","indirect migration background","6","","","","6"
"6 on Scale 1 to 10","1997","35-65 y.","no migration background","135","0.0999541394990906","0.0836244358962975","0.116283843101884","6"
"6 on Scale 1 to 10","1997","66 and older","no migration background","5","","","","6"
"6 on Scale 1 to 10","1997","66 and older","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1997","35-65 y.","direct migration background","54","0.124605559306109","0.0931689451795053","0.156042173432713","6"
"6 on Scale 1 to 10","1997","35-65 y.","indirect migration background","2","","","","6"
"6 on Scale 1 to 10","1997","66 and older","direct migration background","1","","","","6"
"7 on Scale 1 to 10","1997","16-34 y.","no migration background","182","0.14130402896205","0.120867225010849","0.161740832913251","7"
"7 on Scale 1 to 10","1997","16-34 y.","direct migration background","74","0.13239789568518","0.10122185179375","0.16357393957661","7"
"7 on Scale 1 to 10","1997","16-34 y.","indirect migration background","14","","","","7"
"7 on Scale 1 to 10","1997","35-65 y.","no migration background","227","0.164046834361923","0.143885443431758","0.184208225292087","7"
"7 on Scale 1 to 10","1997","35-65 y.","direct migration background","64","0.147246620734748","0.113517924382931","0.180975317086564","7"
"7 on Scale 1 to 10","1997","66 and older","direct migration background","","","","","7"
"7 on Scale 1 to 10","1997","35-65 y.","indirect migration background","2","","","","7"
"7 on Scale 1 to 10","1997","66 and older","no migration background","5","","","","7"
"7 on Scale 1 to 10","1997","66 and older","indirect migration background","1","","","","7"
"8 on Scale 1 to 10","1997","16-34 y.","no migration background","237","0.205651758033074","0.181938693876211","0.229364822189937","8"
"8 on Scale 1 to 10","1997","16-34 y.","direct migration background","83","0.162589216950849","0.12864738266751","0.196531051234187","8"
"8 on Scale 1 to 10","1997","16-34 y.","indirect migration background","26","","","","8"
"8 on Scale 1 to 10","1997","35-65 y.","indirect migration background","5","","","","8"
"8 on Scale 1 to 10","1997","66 and older","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1997","35-65 y.","no migration background","262","0.200089233603765","0.178308213205795","0.221870254001734","8"
"8 on Scale 1 to 10","1997","35-65 y.","direct migration background","82","0.217177924054754","0.177931098614027","0.25642474949548","8"
"8 on Scale 1 to 10","1997","66 and older","no migration background","5","","","","8"
"8 on Scale 1 to 10","1997","66 and older","direct migration background","1","","","","8"
"9 on Scale 1 to 10","1997","16-34 y.","direct migration background","42","0.0949978838305022","0.0680265808618325","0.121969186799172","9"
"9 on Scale 1 to 10","1997","16-34 y.","no migration background","105","0.093220784547305","0.076162979403617","0.110278589690993","9"
"9 on Scale 1 to 10","1997","35-65 y.","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1997","66 and older","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1997","16-34 y.","indirect migration background","12","","","","9"
"9 on Scale 1 to 10","1997","35-65 y.","no migration background","128","0.103595161353628","0.0870043577660601","0.120185964941196","9"
"9 on Scale 1 to 10","1997","35-65 y.","direct migration background","40","0.0815521868766537","0.0555020379394809","0.107602335813826","9"
"9 on Scale 1 to 10","1997","66 and older","no migration background","2","","","","9"
"9 on Scale 1 to 10","1997","66 and older","direct migration background","1","","","","9"
"0 Completely dissatisfied","1998","16-34 y.","no migration background","21","","","","0"
"0 Completely dissatisfied","1998","16-34 y.","direct migration background","9","","","","0"
"0 Completely dissatisfied","1998","16-34 y.","indirect migration background","6","","","","0"
"0 Completely dissatisfied","1998","35-65 y.","no migration background","39","0.0250547492229897","0.0171401791517072","0.0329693192942722","0"
"0 Completely dissatisfied","1998","35-65 y.","direct migration background","7","","","","0"
"0 Completely dissatisfied","1998","35-65 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1998","66 and older","no migration background","6","","","","0"
"0 Completely dissatisfied","1998","66 and older","direct migration background","","","","","0"
"0 Completely dissatisfied","1998","66 and older","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1998","16-34 y.","no migration background","17","","","","1"
"1 on Scale 1 to 10","1998","16-34 y.","direct migration background","5","","","","1"
"1 on Scale 1 to 10","1998","16-34 y.","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1998","35-65 y.","no migration background","16","","","","1"
"1 on Scale 1 to 10","1998","35-65 y.","direct migration background","6","","","","1"
"1 on Scale 1 to 10","1998","35-65 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1998","66 and older","no migration background","2","","","","1"
"1 on Scale 1 to 10","1998","66 and older","direct migration background","","","","","1"
"1 on Scale 1 to 10","1998","66 and older","indirect migration background","","","","","1"
"10 Completely satisfied","1998","16-34 y.","no migration background","163","0.134222193289098","0.114772064674661","0.153672321903535","10"
"10 Completely satisfied","1998","16-34 y.","direct migration background","53","0.107204680274269","0.0774396130266401","0.136969747521898","10"
"10 Completely satisfied","1998","16-34 y.","indirect migration background","14","","","","10"
"10 Completely satisfied","1998","35-65 y.","no migration background","165","0.113506958813031","0.0974434249315441","0.129570492694518","10"
"10 Completely satisfied","1998","35-65 y.","direct migration background","53","0.125283067508312","0.0932007012147557","0.157365433801869","10"
"10 Completely satisfied","1998","35-65 y.","indirect migration background","1","","","","10"
"10 Completely satisfied","1998","66 and older","direct migration background","1","","","","10"
"10 Completely satisfied","1998","66 and older","indirect migration background","","","","","10"
"10 Completely satisfied","1998","66 and older","no migration background","1","","","","10"
"2 on Scale 1 to 10","1998","16-34 y.","direct migration background","9","","","","2"
"2 on Scale 1 to 10","1998","16-34 y.","indirect migration background","3","","","","2"
"2 on Scale 1 to 10","1998","16-34 y.","no migration background","42","0.0413851194734457","0.03002059476706","0.0527496441798314","2"
"2 on Scale 1 to 10","1998","35-65 y.","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1998","66 and older","no migration background","5","","","","2"
"2 on Scale 1 to 10","1998","35-65 y.","no migration background","47","0.0328649156018655","0.0238366980813896","0.0418931331223414","2"
"2 on Scale 1 to 10","1998","35-65 y.","direct migration background","8","","","","2"
"2 on Scale 1 to 10","1998","66 and older","direct migration background","","","","","2"
"2 on Scale 1 to 10","1998","66 and older","indirect migration background","","","","","2"
"3 on Scale 1 to 10","1998","16-34 y.","direct migration background","11","","","","3"
"3 on Scale 1 to 10","1998","16-34 y.","no migration background","53","0.0590617455119825","0.0456111724126412","0.0725123186113237","3"
"3 on Scale 1 to 10","1998","16-34 y.","indirect migration background","3","","","","3"
"3 on Scale 1 to 10","1998","35-65 y.","no migration background","63","0.0506193241640347","0.0395181082552989","0.0617205400727705","3"
"3 on Scale 1 to 10","1998","35-65 y.","direct migration background","16","","","","3"
"3 on Scale 1 to 10","1998","66 and older","direct migration background","","","","","3"
"3 on Scale 1 to 10","1998","66 and older","no migration background","3","","","","3"
"3 on Scale 1 to 10","1998","35-65 y.","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1998","66 and older","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1998","16-34 y.","no migration background","63","0.0524168087721585","0.0397007932333568","0.0651328243109602","4"
"4 on Scale 1 to 10","1998","16-34 y.","direct migration background","27","","","","4"
"4 on Scale 1 to 10","1998","16-34 y.","indirect migration background","9","","","","4"
"4 on Scale 1 to 10","1998","35-65 y.","no migration background","72","0.0484661939208637","0.0375913319490346","0.0593410558926927","4"
"4 on Scale 1 to 10","1998","35-65 y.","direct migration background","18","","","","4"
"4 on Scale 1 to 10","1998","35-65 y.","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1998","66 and older","no migration background","2","","","","4"
"4 on Scale 1 to 10","1998","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1998","66 and older","direct migration background","1","","","","4"
"5 on Scale 1 to 10","1998","16-34 y.","no migration background","146","0.107126680419974","0.0894804951766929","0.124772865663255","5"
"5 on Scale 1 to 10","1998","16-34 y.","direct migration background","66","0.201728028973138","0.163119557723518","0.240336500222759","5"
"5 on Scale 1 to 10","1998","35-65 y.","no migration background","210","0.129000480554197","0.112025987764562","0.145974973343832","5"
"5 on Scale 1 to 10","1998","35-65 y.","direct migration background","80","0.15793938478861","0.122596390906059","0.193282378671161","5"
"5 on Scale 1 to 10","1998","35-65 y.","indirect migration background","4","","","","5"
"5 on Scale 1 to 10","1998","66 and older","no migration background","7","","","","5"
"5 on Scale 1 to 10","1998","16-34 y.","indirect migration background","11","","","","5"
"5 on Scale 1 to 10","1998","66 and older","direct migration background","","","","","5"
"5 on Scale 1 to 10","1998","66 and older","indirect migration background","","","","","5"
"6 on Scale 1 to 10","1998","16-34 y.","no migration background","104","0.0866615842919031","0.0706093214655931","0.102713847118213","6"
"6 on Scale 1 to 10","1998","16-34 y.","direct migration background","47","0.0810238454650314","0.0547706247598417","0.107277066170221","6"
"6 on Scale 1 to 10","1998","35-65 y.","no migration background","155","0.108529185824371","0.0927777908597467","0.124280580788996","6"
"6 on Scale 1 to 10","1998","66 and older","no migration background","2","","","","6"
"6 on Scale 1 to 10","1998","16-34 y.","indirect migration background","11","","","","6"
"6 on Scale 1 to 10","1998","35-65 y.","direct migration background","57","0.134416550052104","0.101359257492598","0.16747384261161","6"
"6 on Scale 1 to 10","1998","35-65 y.","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1998","66 and older","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1998","66 and older","direct migration background","1","","","","6"
"7 on Scale 1 to 10","1998","16-34 y.","no migration background","195","0.154774438060955","0.134137606628946","0.175411269492963","7"
"7 on Scale 1 to 10","1998","16-34 y.","direct migration background","64","0.154405105396105","0.119640600648473","0.189169610143737","7"
"7 on Scale 1 to 10","1998","16-34 y.","indirect migration background","14","","","","7"
"7 on Scale 1 to 10","1998","35-65 y.","no migration background","247","0.162414713322129","0.143737185622286","0.181092241021971","7"
"7 on Scale 1 to 10","1998","35-65 y.","direct migration background","73","0.175452776562368","0.138591164306928","0.212314388817808","7"
"7 on Scale 1 to 10","1998","66 and older","direct migration background","","","","","7"
"7 on Scale 1 to 10","1998","66 and older","no migration background","9","","","","7"
"7 on Scale 1 to 10","1998","35-65 y.","indirect migration background","4","","","","7"
"7 on Scale 1 to 10","1998","66 and older","indirect migration background","","","","","7"
"8 on Scale 1 to 10","1998","16-34 y.","no migration background","213","0.179067087725484","0.157191042812897","0.20094313263807","8"
"8 on Scale 1 to 10","1998","16-34 y.","direct migration background","86","0.222595623004274","0.182572972763441","0.262618273245107","8"
"8 on Scale 1 to 10","1998","16-34 y.","indirect migration background","24","","","","8"
"8 on Scale 1 to 10","1998","35-65 y.","no migration background","324","0.213036563664368","0.192301921927159","0.233771205401576","8"
"8 on Scale 1 to 10","1998","35-65 y.","direct migration background","64","0.1539786233673","0.11899962883364","0.188957617900959","8"
"8 on Scale 1 to 10","1998","35-65 y.","indirect migration background","3","","","","8"
"8 on Scale 1 to 10","1998","66 and older","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1998","66 and older","direct migration background","","","","","8"
"8 on Scale 1 to 10","1998","66 and older","no migration background","5","","","","8"
"9 on Scale 1 to 10","1998","16-34 y.","no migration background","163","0.150482819633547","0.130082516039187","0.170883123227908","9"
"9 on Scale 1 to 10","1998","16-34 y.","direct migration background","38","0.082126261863611","0.0557109013351779","0.108541622392044","9"
"9 on Scale 1 to 10","1998","16-34 y.","indirect migration background","12","","","","9"
"9 on Scale 1 to 10","1998","35-65 y.","no migration background","160","0.103608497920102","0.0881759107603808","0.119041085079823","9"
"9 on Scale 1 to 10","1998","35-65 y.","direct migration background","27","","","","9"
"9 on Scale 1 to 10","1998","35-65 y.","indirect migration background","1","","","","9"
"9 on Scale 1 to 10","1998","66 and older","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1998","66 and older","no migration background","3","","","","9"
"9 on Scale 1 to 10","1998","66 and older","direct migration background","2","","","","9"
"0 Completely dissatisfied","1999","16-34 y.","no migration background","24","","","","0"
"0 Completely dissatisfied","1999","16-34 y.","direct migration background","7","","","","0"
"0 Completely dissatisfied","1999","16-34 y.","indirect migration background","7","","","","0"
"0 Completely dissatisfied","1999","35-65 y.","no migration background","50","0.0411839778263452","0.0312817087986764","0.0510862468540139","0"
"0 Completely dissatisfied","1999","35-65 y.","direct migration background","7","","","","0"
"0 Completely dissatisfied","1999","35-65 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1999","66 and older","no migration background","5","","","","0"
"0 Completely dissatisfied","1999","66 and older","direct migration background","","","","","0"
"0 Completely dissatisfied","1999","66 and older","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1999","16-34 y.","direct migration background","4","","","","1"
"1 on Scale 1 to 10","1999","16-34 y.","no migration background","14","","","","1"
"1 on Scale 1 to 10","1999","35-65 y.","no migration background","19","","","","1"
"1 on Scale 1 to 10","1999","35-65 y.","direct migration background","5","","","","1"
"1 on Scale 1 to 10","1999","35-65 y.","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1999","16-34 y.","indirect migration background","2","","","","1"
"1 on Scale 1 to 10","1999","66 and older","no migration background","","","","","1"
"1 on Scale 1 to 10","1999","66 and older","direct migration background","","","","","1"
"1 on Scale 1 to 10","1999","66 and older","indirect migration background","","","","","1"
"10 Completely satisfied","1999","16-34 y.","no migration background","150","0.132245151169341","0.112069745961985","0.152420556376697","10"
"10 Completely satisfied","1999","16-34 y.","direct migration background","44","0.104178975775934","0.073623915419898","0.13473403613197","10"
"10 Completely satisfied","1999","16-34 y.","indirect migration background","15","","","","10"
"10 Completely satisfied","1999","35-65 y.","no migration background","166","0.100765381149305","0.0857652478243698","0.115765514474241","10"
"10 Completely satisfied","1999","35-65 y.","direct migration background","40","0.0940346420576788","0.0652507659392484","0.122818518176109","10"
"10 Completely satisfied","1999","35-65 y.","indirect migration background","4","","","","10"
"10 Completely satisfied","1999","66 and older","direct migration background","","","","","10"
"10 Completely satisfied","1999","66 and older","indirect migration background","","","","","10"
"10 Completely satisfied","1999","66 and older","no migration background","3","","","","10"
"2 on Scale 1 to 10","1999","16-34 y.","no migration background","34","0.0446729606548772","0.0323693588912355","0.0569765624185188","2"
"2 on Scale 1 to 10","1999","16-34 y.","direct migration background","12","","","","2"
"2 on Scale 1 to 10","1999","16-34 y.","indirect migration background","7","","","","2"
"2 on Scale 1 to 10","1999","35-65 y.","no migration background","36","0.0237606878969343","0.0161712329856938","0.0313501428081749","2"
"2 on Scale 1 to 10","1999","35-65 y.","direct migration background","8","","","","2"
"2 on Scale 1 to 10","1999","35-65 y.","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1999","66 and older","no migration background","1","","","","2"
"2 on Scale 1 to 10","1999","66 and older","direct migration background","1","","","","2"
"2 on Scale 1 to 10","1999","66 and older","indirect migration background","","","","","2"
