"plh0179","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","West Germany","Male","","","","","0"
"0 Completely dissatisfied","1990","West Germany","Female","","","","","0"
"0 Completely dissatisfied","1990","East Germany","Male","30","0.0503988098877379","0.0342042239770242","0.0665933957984516","0"
"0 Completely dissatisfied","1990","East Germany","Female","22","","","","0"
"1 on Scale 1 to 10","1990","West Germany","Male","","","","","1"
"1 on Scale 1 to 10","1990","West Germany","Female","","","","","1"
"1 on Scale 1 to 10","1990","East Germany","Male","4","","","","1"
"1 on Scale 1 to 10","1990","East Germany","Female","8","","","","1"
"10 Completely satisfied","1990","East Germany","Male","226","0.324971925053619","0.290300401864469","0.359643448242769","10"
"10 Completely satisfied","1990","West Germany","Male","","","","","10"
"10 Completely satisfied","1990","West Germany","Female","","","","","10"
"10 Completely satisfied","1990","East Germany","Female","265","0.33395972490312","0.300904356057252","0.367015093748988","10"
"2 on Scale 1 to 10","1990","West Germany","Male","","","","","2"
"2 on Scale 1 to 10","1990","West Germany","Female","","","","","2"
"2 on Scale 1 to 10","1990","East Germany","Male","12","","","","2"
"2 on Scale 1 to 10","1990","East Germany","Female","19","","","","2"
"3 on Scale 1 to 10","1990","West Germany","Female","","","","","3"
"3 on Scale 1 to 10","1990","East Germany","Male","21","","","","3"
"3 on Scale 1 to 10","1990","East Germany","Female","24","","","","3"
"3 on Scale 1 to 10","1990","West Germany","Male","","","","","3"
"4 on Scale 1 to 10","1990","West Germany","Male","","","","","4"
"4 on Scale 1 to 10","1990","West Germany","Female","","","","","4"
"4 on Scale 1 to 10","1990","East Germany","Male","18","","","","4"
"4 on Scale 1 to 10","1990","East Germany","Female","18","","","","4"
"5 on Scale 1 to 10","1990","East Germany","Male","76","0.0992815800944169","0.077144621925597","0.121418538263237","5"
"5 on Scale 1 to 10","1990","East Germany","Female","80","0.0983230605574553","0.0774542407026955","0.119191880412215","5"
"5 on Scale 1 to 10","1990","West Germany","Male","","","","","5"
"5 on Scale 1 to 10","1990","West Germany","Female","","","","","5"
"6 on Scale 1 to 10","1990","East Germany","Female","33","0.0420350508453753","0.0279705179699406","0.05609958372081","6"
"6 on Scale 1 to 10","1990","West Germany","Male","","","","","6"
"6 on Scale 1 to 10","1990","West Germany","Female","","","","","6"
"6 on Scale 1 to 10","1990","East Germany","Male","28","","","","6"
"7 on Scale 1 to 10","1990","West Germany","Male","","","","","7"
"7 on Scale 1 to 10","1990","West Germany","Female","","","","","7"
"7 on Scale 1 to 10","1990","East Germany","Male","61","0.0812996107144667","0.0610684749139533","0.10153074651498","7"
"7 on Scale 1 to 10","1990","East Germany","Female","61","0.0841572265933384","0.0646991063261341","0.103615346860543","7"
"8 on Scale 1 to 10","1990","West Germany","Female","","","","","8"
"8 on Scale 1 to 10","1990","East Germany","Male","146","0.204669223103379","0.174802385063669","0.234536061143089","8"
"8 on Scale 1 to 10","1990","East Germany","Female","153","0.198748489387468","0.170779223769375","0.226717755005562","8"
"8 on Scale 1 to 10","1990","West Germany","Male","","","","","8"
"9 on Scale 1 to 10","1990","West Germany","Female","","","","","9"
"9 on Scale 1 to 10","1990","West Germany","Male","","","","","9"
"9 on Scale 1 to 10","1990","East Germany","Female","99","0.120874474396599","0.0980270389550276","0.14372190983817","9"
"9 on Scale 1 to 10","1990","East Germany","Male","79","0.109131125581531","0.0860492927091939","0.132212958453869","9"
"0 Completely dissatisfied","1991","West Germany","Male","","","","","0"
"0 Completely dissatisfied","1991","West Germany","Female","","","","","0"
"0 Completely dissatisfied","1991","East Germany","Male","","","","","0"
"0 Completely dissatisfied","1991","East Germany","Female","","","","","0"
"1 on Scale 1 to 10","1991","West Germany","Male","","","","","1"
"1 on Scale 1 to 10","1991","West Germany","Female","","","","","1"
"1 on Scale 1 to 10","1991","East Germany","Male","","","","","1"
"1 on Scale 1 to 10","1991","East Germany","Female","","","","","1"
"10 Completely satisfied","1991","West Germany","Male","","","","","10"
"10 Completely satisfied","1991","East Germany","Male","","","","","10"
"10 Completely satisfied","1991","West Germany","Female","","","","","10"
"10 Completely satisfied","1991","East Germany","Female","","","","","10"
"2 on Scale 1 to 10","1991","East Germany","Female","","","","","2"
"2 on Scale 1 to 10","1991","West Germany","Male","","","","","2"
"2 on Scale 1 to 10","1991","West Germany","Female","","","","","2"
"2 on Scale 1 to 10","1991","East Germany","Male","","","","","2"
"3 on Scale 1 to 10","1991","West Germany","Female","","","","","3"
"3 on Scale 1 to 10","1991","West Germany","Male","","","","","3"
"3 on Scale 1 to 10","1991","East Germany","Male","","","","","3"
"3 on Scale 1 to 10","1991","East Germany","Female","","","","","3"
"4 on Scale 1 to 10","1991","West Germany","Male","","","","","4"
"4 on Scale 1 to 10","1991","West Germany","Female","","","","","4"
"4 on Scale 1 to 10","1991","East Germany","Male","","","","","4"
"4 on Scale 1 to 10","1991","East Germany","Female","","","","","4"
"5 on Scale 1 to 10","1991","West Germany","Male","","","","","5"
"5 on Scale 1 to 10","1991","East Germany","Female","","","","","5"
"5 on Scale 1 to 10","1991","West Germany","Female","","","","","5"
"5 on Scale 1 to 10","1991","East Germany","Male","","","","","5"
"6 on Scale 1 to 10","1991","East Germany","Male","","","","","6"
"6 on Scale 1 to 10","1991","West Germany","Male","","","","","6"
"6 on Scale 1 to 10","1991","West Germany","Female","","","","","6"
"6 on Scale 1 to 10","1991","East Germany","Female","","","","","6"
"7 on Scale 1 to 10","1991","East Germany","Male","","","","","7"
"7 on Scale 1 to 10","1991","West Germany","Male","","","","","7"
"7 on Scale 1 to 10","1991","West Germany","Female","","","","","7"
"7 on Scale 1 to 10","1991","East Germany","Female","","","","","7"
"8 on Scale 1 to 10","1991","West Germany","Female","","","","","8"
"8 on Scale 1 to 10","1991","East Germany","Male","","","","","8"
"8 on Scale 1 to 10","1991","East Germany","Female","","","","","8"
"8 on Scale 1 to 10","1991","West Germany","Male","","","","","8"
"9 on Scale 1 to 10","1991","East Germany","Male","","","","","9"
"9 on Scale 1 to 10","1991","East Germany","Female","","","","","9"
"9 on Scale 1 to 10","1991","West Germany","Female","","","","","9"
"9 on Scale 1 to 10","1991","West Germany","Male","","","","","9"
"0 Completely dissatisfied","1992","West Germany","Male","","","","","0"
"0 Completely dissatisfied","1992","West Germany","Female","","","","","0"
"0 Completely dissatisfied","1992","East Germany","Male","","","","","0"
"0 Completely dissatisfied","1992","East Germany","Female","","","","","0"
"1 on Scale 1 to 10","1992","East Germany","Male","","","","","1"
"1 on Scale 1 to 10","1992","West Germany","Male","","","","","1"
"1 on Scale 1 to 10","1992","East Germany","Female","","","","","1"
"1 on Scale 1 to 10","1992","West Germany","Female","","","","","1"
"10 Completely satisfied","1992","West Germany","Male","","","","","10"
"10 Completely satisfied","1992","West Germany","Female","","","","","10"
"10 Completely satisfied","1992","East Germany","Male","","","","","10"
"10 Completely satisfied","1992","East Germany","Female","","","","","10"
"2 on Scale 1 to 10","1992","West Germany","Female","","","","","2"
"2 on Scale 1 to 10","1992","East Germany","Male","","","","","2"
"2 on Scale 1 to 10","1992","East Germany","Female","","","","","2"
"2 on Scale 1 to 10","1992","West Germany","Male","","","","","2"
"3 on Scale 1 to 10","1992","West Germany","Female","","","","","3"
"3 on Scale 1 to 10","1992","East Germany","Male","","","","","3"
"3 on Scale 1 to 10","1992","West Germany","Male","","","","","3"
"3 on Scale 1 to 10","1992","East Germany","Female","","","","","3"
"4 on Scale 1 to 10","1992","East Germany","Female","","","","","4"
"4 on Scale 1 to 10","1992","East Germany","Male","","","","","4"
"4 on Scale 1 to 10","1992","West Germany","Female","","","","","4"
"4 on Scale 1 to 10","1992","West Germany","Male","","","","","4"
"5 on Scale 1 to 10","1992","East Germany","Male","","","","","5"
"5 on Scale 1 to 10","1992","East Germany","Female","","","","","5"
"5 on Scale 1 to 10","1992","West Germany","Female","","","","","5"
"5 on Scale 1 to 10","1992","West Germany","Male","","","","","5"
"6 on Scale 1 to 10","1992","East Germany","Male","","","","","6"
"6 on Scale 1 to 10","1992","East Germany","Female","","","","","6"
"6 on Scale 1 to 10","1992","West Germany","Male","","","","","6"
"6 on Scale 1 to 10","1992","West Germany","Female","","","","","6"
"7 on Scale 1 to 10","1992","West Germany","Male","","","","","7"
"7 on Scale 1 to 10","1992","East Germany","Male","","","","","7"
"7 on Scale 1 to 10","1992","West Germany","Female","","","","","7"
"7 on Scale 1 to 10","1992","East Germany","Female","","","","","7"
"8 on Scale 1 to 10","1992","East Germany","Male","","","","","8"
"8 on Scale 1 to 10","1992","East Germany","Female","","","","","8"
"8 on Scale 1 to 10","1992","West Germany","Female","","","","","8"
"8 on Scale 1 to 10","1992","West Germany","Male","","","","","8"
"9 on Scale 1 to 10","1992","East Germany","Female","","","","","9"
"9 on Scale 1 to 10","1992","East Germany","Male","","","","","9"
"9 on Scale 1 to 10","1992","West Germany","Female","","","","","9"
"9 on Scale 1 to 10","1992","West Germany","Male","","","","","9"
"0 Completely dissatisfied","1993","West Germany","Female","","","","","0"
"0 Completely dissatisfied","1993","East Germany","Male","","","","","0"
"0 Completely dissatisfied","1993","East Germany","Female","","","","","0"
"0 Completely dissatisfied","1993","West Germany","Male","","","","","0"
"1 on Scale 1 to 10","1993","West Germany","Female","","","","","1"
"1 on Scale 1 to 10","1993","East Germany","Female","","","","","1"
"1 on Scale 1 to 10","1993","West Germany","Male","","","","","1"
"1 on Scale 1 to 10","1993","East Germany","Male","","","","","1"
"10 Completely satisfied","1993","West Germany","Female","","","","","10"
"10 Completely satisfied","1993","East Germany","Male","","","","","10"
"10 Completely satisfied","1993","East Germany","Female","","","","","10"
"10 Completely satisfied","1993","West Germany","Male","","","","","10"
"2 on Scale 1 to 10","1993","West Germany","Female","","","","","2"
"2 on Scale 1 to 10","1993","West Germany","Male","","","","","2"
"2 on Scale 1 to 10","1993","East Germany","Male","","","","","2"
"2 on Scale 1 to 10","1993","East Germany","Female","","","","","2"
"3 on Scale 1 to 10","1993","East Germany","Female","","","","","3"
"3 on Scale 1 to 10","1993","West Germany","Female","","","","","3"
"3 on Scale 1 to 10","1993","East Germany","Male","","","","","3"
"3 on Scale 1 to 10","1993","West Germany","Male","","","","","3"
"4 on Scale 1 to 10","1993","East Germany","Female","","","","","4"
"4 on Scale 1 to 10","1993","West Germany","Female","","","","","4"
"4 on Scale 1 to 10","1993","East Germany","Male","","","","","4"
"4 on Scale 1 to 10","1993","West Germany","Male","","","","","4"
"5 on Scale 1 to 10","1993","East Germany","Male","","","","","5"
"5 on Scale 1 to 10","1993","East Germany","Female","","","","","5"
"5 on Scale 1 to 10","1993","West Germany","Male","","","","","5"
"5 on Scale 1 to 10","1993","West Germany","Female","","","","","5"
"6 on Scale 1 to 10","1993","East Germany","Male","","","","","6"
"6 on Scale 1 to 10","1993","East Germany","Female","","","","","6"
"6 on Scale 1 to 10","1993","West Germany","Female","","","","","6"
"6 on Scale 1 to 10","1993","West Germany","Male","","","","","6"
"7 on Scale 1 to 10","1993","East Germany","Male","","","","","7"
"7 on Scale 1 to 10","1993","East Germany","Female","","","","","7"
"7 on Scale 1 to 10","1993","West Germany","Female","","","","","7"
"7 on Scale 1 to 10","1993","West Germany","Male","","","","","7"
"8 on Scale 1 to 10","1993","East Germany","Male","","","","","8"
"8 on Scale 1 to 10","1993","East Germany","Female","","","","","8"
"8 on Scale 1 to 10","1993","West Germany","Male","","","","","8"
"8 on Scale 1 to 10","1993","West Germany","Female","","","","","8"
"9 on Scale 1 to 10","1993","East Germany","Male","","","","","9"
"9 on Scale 1 to 10","1993","East Germany","Female","","","","","9"
"9 on Scale 1 to 10","1993","West Germany","Female","","","","","9"
"9 on Scale 1 to 10","1993","West Germany","Male","","","","","9"
"0 Completely dissatisfied","1994","West Germany","Female","","","","","0"
"0 Completely dissatisfied","1994","East Germany","Male","","","","","0"
"0 Completely dissatisfied","1994","East Germany","Female","","","","","0"
"0 Completely dissatisfied","1994","West Germany","Male","","","","","0"
"1 on Scale 1 to 10","1994","West Germany","Female","","","","","1"
"1 on Scale 1 to 10","1994","West Germany","Male","","","","","1"
"1 on Scale 1 to 10","1994","East Germany","Female","","","","","1"
"1 on Scale 1 to 10","1994","East Germany","Male","","","","","1"
"10 Completely satisfied","1994","West Germany","Male","","","","","10"
"10 Completely satisfied","1994","West Germany","Female","","","","","10"
"10 Completely satisfied","1994","East Germany","Male","","","","","10"
"10 Completely satisfied","1994","East Germany","Female","","","","","10"
"2 on Scale 1 to 10","1994","West Germany","Male","","","","","2"
"2 on Scale 1 to 10","1994","West Germany","Female","","","","","2"
"2 on Scale 1 to 10","1994","East Germany","Male","","","","","2"
"2 on Scale 1 to 10","1994","East Germany","Female","","","","","2"
"3 on Scale 1 to 10","1994","West Germany","Female","","","","","3"
"3 on Scale 1 to 10","1994","East Germany","Male","","","","","3"
"3 on Scale 1 to 10","1994","East Germany","Female","","","","","3"
"3 on Scale 1 to 10","1994","West Germany","Male","","","","","3"
"4 on Scale 1 to 10","1994","East Germany","Female","","","","","4"
"4 on Scale 1 to 10","1994","West Germany","Female","","","","","4"
"4 on Scale 1 to 10","1994","East Germany","Male","","","","","4"
"4 on Scale 1 to 10","1994","West Germany","Male","","","","","4"
"5 on Scale 1 to 10","1994","East Germany","Male","","","","","5"
"5 on Scale 1 to 10","1994","East Germany","Female","","","","","5"
"5 on Scale 1 to 10","1994","West Germany","Male","","","","","5"
"5 on Scale 1 to 10","1994","West Germany","Female","","","","","5"
"6 on Scale 1 to 10","1994","East Germany","Male","","","","","6"
"6 on Scale 1 to 10","1994","East Germany","Female","","","","","6"
"6 on Scale 1 to 10","1994","West Germany","Female","","","","","6"
"6 on Scale 1 to 10","1994","West Germany","Male","","","","","6"
"7 on Scale 1 to 10","1994","West Germany","Female","","","","","7"
"7 on Scale 1 to 10","1994","East Germany","Male","","","","","7"
"7 on Scale 1 to 10","1994","East Germany","Female","","","","","7"
"7 on Scale 1 to 10","1994","West Germany","Male","","","","","7"
"8 on Scale 1 to 10","1994","East Germany","Male","","","","","8"
"8 on Scale 1 to 10","1994","East Germany","Female","","","","","8"
"8 on Scale 1 to 10","1994","West Germany","Male","","","","","8"
"8 on Scale 1 to 10","1994","West Germany","Female","","","","","8"
"9 on Scale 1 to 10","1994","East Germany","Male","","","","","9"
"9 on Scale 1 to 10","1994","East Germany","Female","","","","","9"
"9 on Scale 1 to 10","1994","West Germany","Female","","","","","9"
"9 on Scale 1 to 10","1994","West Germany","Male","","","","","9"
"0 Completely dissatisfied","1995","West Germany","Female","","","","","0"
"0 Completely dissatisfied","1995","East Germany","Male","","","","","0"
"0 Completely dissatisfied","1995","East Germany","Female","","","","","0"
"0 Completely dissatisfied","1995","West Germany","Male","","","","","0"
"1 on Scale 1 to 10","1995","East Germany","Female","","","","","1"
"1 on Scale 1 to 10","1995","East Germany","Male","","","","","1"
"1 on Scale 1 to 10","1995","West Germany","Female","","","","","1"
"1 on Scale 1 to 10","1995","West Germany","Male","","","","","1"
"10 Completely satisfied","1995","West Germany","Female","","","","","10"
"10 Completely satisfied","1995","West Germany","Male","","","","","10"
"10 Completely satisfied","1995","East Germany","Male","","","","","10"
"10 Completely satisfied","1995","East Germany","Female","","","","","10"
"2 on Scale 1 to 10","1995","East Germany","Male","","","","","2"
"2 on Scale 1 to 10","1995","West Germany","Female","","","","","2"
"2 on Scale 1 to 10","1995","West Germany","Male","","","","","2"
"2 on Scale 1 to 10","1995","East Germany","Female","","","","","2"
"3 on Scale 1 to 10","1995","West Germany","Male","","","","","3"
"3 on Scale 1 to 10","1995","West Germany","Female","","","","","3"
"3 on Scale 1 to 10","1995","East Germany","Male","","","","","3"
"3 on Scale 1 to 10","1995","East Germany","Female","","","","","3"
"4 on Scale 1 to 10","1995","East Germany","Female","","","","","4"
"4 on Scale 1 to 10","1995","West Germany","Female","","","","","4"
"4 on Scale 1 to 10","1995","West Germany","Male","","","","","4"
"4 on Scale 1 to 10","1995","East Germany","Male","","","","","4"
"5 on Scale 1 to 10","1995","East Germany","Female","","","","","5"
"5 on Scale 1 to 10","1995","West Germany","Male","","","","","5"
"5 on Scale 1 to 10","1995","West Germany","Female","","","","","5"
"5 on Scale 1 to 10","1995","East Germany","Male","","","","","5"
"6 on Scale 1 to 10","1995","West Germany","Male","","","","","6"
"6 on Scale 1 to 10","1995","West Germany","Female","","","","","6"
"6 on Scale 1 to 10","1995","East Germany","Male","","","","","6"
"6 on Scale 1 to 10","1995","East Germany","Female","","","","","6"
"7 on Scale 1 to 10","1995","East Germany","Male","","","","","7"
"7 on Scale 1 to 10","1995","West Germany","Female","","","","","7"
"7 on Scale 1 to 10","1995","West Germany","Male","","","","","7"
"7 on Scale 1 to 10","1995","East Germany","Female","","","","","7"
"8 on Scale 1 to 10","1995","West Germany","Male","","","","","8"
