"plh0179","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 on Scale 1 to 10","1991","16-34 y.","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","35-65 y.","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","66 and older","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","66 and older","Rural Area","","","","","1"
"10 Completely satisfied","1991","16-34 y.","Urban Area","","","","","10"
"10 Completely satisfied","1991","16-34 y.","Rural Area","","","","","10"
"10 Completely satisfied","1991","35-65 y.","Urban Area","","","","","10"
"10 Completely satisfied","1991","35-65 y.","Rural Area","","","","","10"
"10 Completely satisfied","1991","66 and older","Urban Area","","","","","10"
"10 Completely satisfied","1991","66 and older","Rural Area","","","","","10"
"2 on Scale 1 to 10","1991","16-34 y.","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","35-65 y.","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","16-34 y.","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","35-65 y.","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","66 and older","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","66 and older","Rural Area","","","","","2"
"3 on Scale 1 to 10","1991","16-34 y.","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","16-34 y.","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","35-65 y.","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","35-65 y.","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","66 and older","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","66 and older","Rural Area","","","","","3"
"4 on Scale 1 to 10","1991","16-34 y.","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","35-65 y.","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","35-65 y.","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","16-34 y.","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","66 and older","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","66 and older","Urban Area","","","","","4"
"5 on Scale 1 to 10","1991","16-34 y.","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","35-65 y.","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","16-34 y.","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","35-65 y.","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","66 and older","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","66 and older","Rural Area","","","","","5"
"6 on Scale 1 to 10","1991","16-34 y.","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","16-34 y.","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","35-65 y.","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","35-65 y.","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","66 and older","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","66 and older","Rural Area","","","","","6"
"7 on Scale 1 to 10","1991","16-34 y.","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","16-34 y.","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","35-65 y.","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","35-65 y.","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","66 and older","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","66 and older","Rural Area","","","","","7"
"8 on Scale 1 to 10","1991","35-65 y.","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","16-34 y.","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","16-34 y.","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","35-65 y.","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","66 and older","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","66 and older","Rural Area","","","","","8"
"9 on Scale 1 to 10","1991","16-34 y.","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","16-34 y.","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","35-65 y.","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","35-65 y.","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","66 and older","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","66 and older","Rural Area","","","","","9"
"0 Completely dissatisfied","1992","16-34 y.","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","16-34 y.","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","66 and older","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","66 and older","Rural Area","","","","","0"
"1 on Scale 1 to 10","1992","16-34 y.","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","16-34 y.","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","66 and older","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","66 and older","Urban Area","","","","","1"
"10 Completely satisfied","1992","16-34 y.","Rural Area","","","","","10"
"10 Completely satisfied","1992","16-34 y.","Urban Area","","","","","10"
"10 Completely satisfied","1992","35-65 y.","Rural Area","","","","","10"
"10 Completely satisfied","1992","35-65 y.","Urban Area","","","","","10"
"10 Completely satisfied","1992","66 and older","Urban Area","","","","","10"
"10 Completely satisfied","1992","66 and older","Rural Area","","","","","10"
"2 on Scale 1 to 10","1992","16-34 y.","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","16-34 y.","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","35-65 y.","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","35-65 y.","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","66 and older","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","66 and older","Rural Area","","","","","2"
"3 on Scale 1 to 10","1992","16-34 y.","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","16-34 y.","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","35-65 y.","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","35-65 y.","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","66 and older","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","66 and older","Rural Area","","","","","3"
"4 on Scale 1 to 10","1992","16-34 y.","Urban Area","","","","","4"
"4 on Scale 1 to 10","1992","35-65 y.","Urban Area","","","","","4"
"4 on Scale 1 to 10","1992","35-65 y.","Rural Area","","","","","4"
"4 on Scale 1 to 10","1992","66 and older","Urban Area","","","","","4"
"4 on Scale 1 to 10","1992","66 and older","Rural Area","","","","","4"
"4 on Scale 1 to 10","1992","16-34 y.","Rural Area","","","","","4"
"5 on Scale 1 to 10","1992","16-34 y.","Rural Area","","","","","5"
"5 on Scale 1 to 10","1992","16-34 y.","Urban Area","","","","","5"
"5 on Scale 1 to 10","1992","35-65 y.","Urban Area","","","","","5"
"5 on Scale 1 to 10","1992","35-65 y.","Rural Area","","","","","5"
"5 on Scale 1 to 10","1992","66 and older","Urban Area","","","","","5"
"5 on Scale 1 to 10","1992","66 and older","Rural Area","","","","","5"
"6 on Scale 1 to 10","1992","16-34 y.","Urban Area","","","","","6"
"6 on Scale 1 to 10","1992","16-34 y.","Rural Area","","","","","6"
"6 on Scale 1 to 10","1992","66 and older","Rural Area","","","","","6"
"6 on Scale 1 to 10","1992","35-65 y.","Urban Area","","","","","6"
"6 on Scale 1 to 10","1992","66 and older","Urban Area","","","","","6"
"6 on Scale 1 to 10","1992","35-65 y.","Rural Area","","","","","6"
"7 on Scale 1 to 10","1992","16-34 y.","Urban Area","","","","","7"
"7 on Scale 1 to 10","1992","16-34 y.","Rural Area","","","","","7"
"7 on Scale 1 to 10","1992","35-65 y.","Urban Area","","","","","7"
"7 on Scale 1 to 10","1992","66 and older","Urban Area","","","","","7"
"7 on Scale 1 to 10","1992","66 and older","Rural Area","","","","","7"
"7 on Scale 1 to 10","1992","35-65 y.","Rural Area","","","","","7"
"8 on Scale 1 to 10","1992","16-34 y.","Urban Area","","","","","8"
"8 on Scale 1 to 10","1992","16-34 y.","Rural Area","","","","","8"
"8 on Scale 1 to 10","1992","35-65 y.","Urban Area","","","","","8"
"8 on Scale 1 to 10","1992","35-65 y.","Rural Area","","","","","8"
"8 on Scale 1 to 10","1992","66 and older","Rural Area","","","","","8"
"8 on Scale 1 to 10","1992","66 and older","Urban Area","","","","","8"
"9 on Scale 1 to 10","1992","16-34 y.","Urban Area","","","","","9"
"9 on Scale 1 to 10","1992","35-65 y.","Rural Area","","","","","9"
"9 on Scale 1 to 10","1992","66 and older","Urban Area","","","","","9"
"9 on Scale 1 to 10","1992","16-34 y.","Rural Area","","","","","9"
"9 on Scale 1 to 10","1992","35-65 y.","Urban Area","","","","","9"
"9 on Scale 1 to 10","1992","66 and older","Rural Area","","","","","9"
"0 Completely dissatisfied","1993","16-34 y.","Rural Area","","","","","0"
"0 Completely dissatisfied","1993","35-65 y.","Urban Area","","","","","0"
"0 Completely dissatisfied","1993","35-65 y.","Rural Area","","","","","0"
"0 Completely dissatisfied","1993","16-34 y.","Urban Area","","","","","0"
"0 Completely dissatisfied","1993","66 and older","Urban Area","","","","","0"
"0 Completely dissatisfied","1993","66 and older","Rural Area","","","","","0"
"1 on Scale 1 to 10","1993","16-34 y.","Urban Area","","","","","1"
"1 on Scale 1 to 10","1993","35-65 y.","Urban Area","","","","","1"
"1 on Scale 1 to 10","1993","35-65 y.","Rural Area","","","","","1"
"1 on Scale 1 to 10","1993","16-34 y.","Rural Area","","","","","1"
"1 on Scale 1 to 10","1993","66 and older","Urban Area","","","","","1"
"1 on Scale 1 to 10","1993","66 and older","Rural Area","","","","","1"
"10 Completely satisfied","1993","16-34 y.","Urban Area","","","","","10"
"10 Completely satisfied","1993","16-34 y.","Rural Area","","","","","10"
"10 Completely satisfied","1993","35-65 y.","Urban Area","","","","","10"
"10 Completely satisfied","1993","35-65 y.","Rural Area","","","","","10"
"10 Completely satisfied","1993","66 and older","Urban Area","","","","","10"
"10 Completely satisfied","1993","66 and older","Rural Area","","","","","10"
"2 on Scale 1 to 10","1993","16-34 y.","Rural Area","","","","","2"
"2 on Scale 1 to 10","1993","16-34 y.","Urban Area","","","","","2"
"2 on Scale 1 to 10","1993","35-65 y.","Urban Area","","","","","2"
"2 on Scale 1 to 10","1993","35-65 y.","Rural Area","","","","","2"
"2 on Scale 1 to 10","1993","66 and older","Urban Area","","","","","2"
"2 on Scale 1 to 10","1993","66 and older","Rural Area","","","","","2"
"3 on Scale 1 to 10","1993","16-34 y.","Rural Area","","","","","3"
"3 on Scale 1 to 10","1993","16-34 y.","Urban Area","","","","","3"
"3 on Scale 1 to 10","1993","35-65 y.","Urban Area","","","","","3"
"3 on Scale 1 to 10","1993","35-65 y.","Rural Area","","","","","3"
"3 on Scale 1 to 10","1993","66 and older","Urban Area","","","","","3"
"3 on Scale 1 to 10","1993","66 and older","Rural Area","","","","","3"
"4 on Scale 1 to 10","1993","16-34 y.","Urban Area","","","","","4"
"4 on Scale 1 to 10","1993","35-65 y.","Urban Area","","","","","4"
"4 on Scale 1 to 10","1993","16-34 y.","Rural Area","","","","","4"
"4 on Scale 1 to 10","1993","35-65 y.","Rural Area","","","","","4"
"4 on Scale 1 to 10","1993","66 and older","Urban Area","","","","","4"
"4 on Scale 1 to 10","1993","66 and older","Rural Area","","","","","4"
"5 on Scale 1 to 10","1993","16-34 y.","Rural Area","","","","","5"
"5 on Scale 1 to 10","1993","16-34 y.","Urban Area","","","","","5"
"5 on Scale 1 to 10","1993","35-65 y.","Urban Area","","","","","5"
"5 on Scale 1 to 10","1993","35-65 y.","Rural Area","","","","","5"
"5 on Scale 1 to 10","1993","66 and older","Urban Area","","","","","5"
"5 on Scale 1 to 10","1993","66 and older","Rural Area","","","","","5"
"6 on Scale 1 to 10","1993","66 and older","Rural Area","","","","","6"
"6 on Scale 1 to 10","1993","16-34 y.","Urban Area","","","","","6"
"6 on Scale 1 to 10","1993","35-65 y.","Urban Area","","","","","6"
"6 on Scale 1 to 10","1993","16-34 y.","Rural Area","","","","","6"
"6 on Scale 1 to 10","1993","35-65 y.","Rural Area","","","","","6"
"6 on Scale 1 to 10","1993","66 and older","Urban Area","","","","","6"
"7 on Scale 1 to 10","1993","16-34 y.","Urban Area","","","","","7"
"7 on Scale 1 to 10","1993","16-34 y.","Rural Area","","","","","7"
"7 on Scale 1 to 10","1993","35-65 y.","Urban Area","","","","","7"
"7 on Scale 1 to 10","1993","35-65 y.","Rural Area","","","","","7"
"7 on Scale 1 to 10","1993","66 and older","Urban Area","","","","","7"
"7 on Scale 1 to 10","1993","66 and older","Rural Area","","","","","7"
"8 on Scale 1 to 10","1993","35-65 y.","Urban Area","","","","","8"
"8 on Scale 1 to 10","1993","16-34 y.","Rural Area","","","","","8"
"8 on Scale 1 to 10","1993","16-34 y.","Urban Area","","","","","8"
"8 on Scale 1 to 10","1993","66 and older","Rural Area","","","","","8"
"8 on Scale 1 to 10","1993","66 and older","Urban Area","","","","","8"
"8 on Scale 1 to 10","1993","35-65 y.","Rural Area","","","","","8"
"9 on Scale 1 to 10","1993","16-34 y.","Urban Area","","","","","9"
"9 on Scale 1 to 10","1993","16-34 y.","Rural Area","","","","","9"
"9 on Scale 1 to 10","1993","35-65 y.","Urban Area","","","","","9"
"9 on Scale 1 to 10","1993","35-65 y.","Rural Area","","","","","9"
"9 on Scale 1 to 10","1993","66 and older","Urban Area","","","","","9"
"9 on Scale 1 to 10","1993","66 and older","Rural Area","","","","","9"
"0 Completely dissatisfied","1994","16-34 y.","Urban Area","","","","","0"
"0 Completely dissatisfied","1994","16-34 y.","Rural Area","","","","","0"
"0 Completely dissatisfied","1994","35-65 y.","Urban Area","","","","","0"
"0 Completely dissatisfied","1994","35-65 y.","Rural Area","","","","","0"
"0 Completely dissatisfied","1994","66 and older","Urban Area","","","","","0"
"0 Completely dissatisfied","1994","66 and older","Rural Area","","","","","0"
"1 on Scale 1 to 10","1994","16-34 y.","Urban Area","","","","","1"
"1 on Scale 1 to 10","1994","16-34 y.","Rural Area","","","","","1"
"1 on Scale 1 to 10","1994","35-65 y.","Urban Area","","","","","1"
"1 on Scale 1 to 10","1994","35-65 y.","Rural Area","","","","","1"
"1 on Scale 1 to 10","1994","66 and older","Urban Area","","","","","1"
"1 on Scale 1 to 10","1994","66 and older","Rural Area","","","","","1"
"10 Completely satisfied","1994","16-34 y.","Urban Area","","","","","10"
"10 Completely satisfied","1994","16-34 y.","Rural Area","","","","","10"
"10 Completely satisfied","1994","35-65 y.","Rural Area","","","","","10"
"10 Completely satisfied","1994","35-65 y.","Urban Area","","","","","10"
"10 Completely satisfied","1994","66 and older","Urban Area","","","","","10"
"10 Completely satisfied","1994","66 and older","Rural Area","","","","","10"
"2 on Scale 1 to 10","1994","16-34 y.","Rural Area","","","","","2"
"2 on Scale 1 to 10","1994","35-65 y.","Urban Area","","","","","2"
"2 on Scale 1 to 10","1994","35-65 y.","Rural Area","","","","","2"
"2 on Scale 1 to 10","1994","66 and older","Urban Area","","","","","2"
"2 on Scale 1 to 10","1994","66 and older","Rural Area","","","","","2"
"2 on Scale 1 to 10","1994","16-34 y.","Urban Area","","","","","2"
"3 on Scale 1 to 10","1994","35-65 y.","Rural Area","","","","","3"
"3 on Scale 1 to 10","1994","16-34 y.","Urban Area","","","","","3"
"3 on Scale 1 to 10","1994","16-34 y.","Rural Area","","","","","3"
"3 on Scale 1 to 10","1994","35-65 y.","Urban Area","","","","","3"
"3 on Scale 1 to 10","1994","66 and older","Urban Area","","","","","3"
"3 on Scale 1 to 10","1994","66 and older","Rural Area","","","","","3"
"4 on Scale 1 to 10","1994","66 and older","Urban Area","","","","","4"
"4 on Scale 1 to 10","1994","66 and older","Rural Area","","","","","4"
"4 on Scale 1 to 10","1994","16-34 y.","Urban Area","","","","","4"
"4 on Scale 1 to 10","1994","16-34 y.","Rural Area","","","","","4"
"4 on Scale 1 to 10","1994","35-65 y.","Urban Area","","","","","4"
"4 on Scale 1 to 10","1994","35-65 y.","Rural Area","","","","","4"
"5 on Scale 1 to 10","1994","16-34 y.","Urban Area","","","","","5"
"5 on Scale 1 to 10","1994","16-34 y.","Rural Area","","","","","5"
"5 on Scale 1 to 10","1994","35-65 y.","Urban Area","","","","","5"
"5 on Scale 1 to 10","1994","35-65 y.","Rural Area","","","","","5"
"5 on Scale 1 to 10","1994","66 and older","Urban Area","","","","","5"
"5 on Scale 1 to 10","1994","66 and older","Rural Area","","","","","5"
"6 on Scale 1 to 10","1994","16-34 y.","Urban Area","","","","","6"
"6 on Scale 1 to 10","1994","16-34 y.","Rural Area","","","","","6"
"6 on Scale 1 to 10","1994","35-65 y.","Urban Area","","","","","6"
"6 on Scale 1 to 10","1994","66 and older","Urban Area","","","","","6"
"6 on Scale 1 to 10","1994","35-65 y.","Rural Area","","","","","6"
"6 on Scale 1 to 10","1994","66 and older","Rural Area","","","","","6"
"7 on Scale 1 to 10","1994","16-34 y.","Urban Area","","","","","7"
"7 on Scale 1 to 10","1994","16-34 y.","Rural Area","","","","","7"
"7 on Scale 1 to 10","1994","66 and older","Rural Area","","","","","7"
"7 on Scale 1 to 10","1994","35-65 y.","Urban Area","","","","","7"
"7 on Scale 1 to 10","1994","35-65 y.","Rural Area","","","","","7"
"7 on Scale 1 to 10","1994","66 and older","Urban Area","","","","","7"
"8 on Scale 1 to 10","1994","16-34 y.","Urban Area","","","","","8"
"8 on Scale 1 to 10","1994","16-34 y.","Rural Area","","","","","8"
"8 on Scale 1 to 10","1994","35-65 y.","Urban Area","","","","","8"
"8 on Scale 1 to 10","1994","66 and older","Rural Area","","","","","8"
"8 on Scale 1 to 10","1994","35-65 y.","Rural Area","","","","","8"
"8 on Scale 1 to 10","1994","66 and older","Urban Area","","","","","8"
"9 on Scale 1 to 10","1994","16-34 y.","Urban Area","","","","","9"
"9 on Scale 1 to 10","1994","16-34 y.","Rural Area","","","","","9"
"9 on Scale 1 to 10","1994","35-65 y.","Urban Area","","","","","9"
"9 on Scale 1 to 10","1994","66 and older","Urban Area","","","","","9"
"9 on Scale 1 to 10","1994","66 and older","Rural Area","","","","","9"
"9 on Scale 1 to 10","1994","35-65 y.","Rural Area","","","","","9"
"0 Completely dissatisfied","1995","16-34 y.","Rural Area","","","","","0"
"0 Completely dissatisfied","1995","35-65 y.","Urban Area","","","","","0"
"0 Completely dissatisfied","1995","35-65 y.","Rural Area","","","","","0"
"0 Completely dissatisfied","1995","16-34 y.","Urban Area","","","","","0"
"0 Completely dissatisfied","1995","66 and older","Urban Area","","","","","0"
"0 Completely dissatisfied","1995","66 and older","Rural Area","","","","","0"
"1 on Scale 1 to 10","1995","35-65 y.","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","16-34 y.","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","16-34 y.","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","35-65 y.","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","66 and older","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","66 and older","Rural Area","","","","","1"
"10 Completely satisfied","1995","16-34 y.","Urban Area","","","","","10"
"10 Completely satisfied","1995","16-34 y.","Rural Area","","","","","10"
"10 Completely satisfied","1995","35-65 y.","Urban Area","","","","","10"
"10 Completely satisfied","1995","35-65 y.","Rural Area","","","","","10"
"10 Completely satisfied","1995","66 and older","Urban Area","","","","","10"
"10 Completely satisfied","1995","66 and older","Rural Area","","","","","10"
"2 on Scale 1 to 10","1995","16-34 y.","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","16-34 y.","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","35-65 y.","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","35-65 y.","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","66 and older","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","66 and older","Rural Area","","","","","2"
"3 on Scale 1 to 10","1995","16-34 y.","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","16-34 y.","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","35-65 y.","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","35-65 y.","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","66 and older","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","66 and older","Rural Area","","","","","3"
"4 on Scale 1 to 10","1995","66 and older","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","16-34 y.","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","35-65 y.","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","66 and older","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","16-34 y.","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","35-65 y.","Urban Area","","","","","4"
"5 on Scale 1 to 10","1995","16-34 y.","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","16-34 y.","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","35-65 y.","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","35-65 y.","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","66 and older","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","66 and older","Rural Area","","","","","5"
"6 on Scale 1 to 10","1995","66 and older","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","16-34 y.","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","16-34 y.","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","35-65 y.","Urban Area","","","","","6"
