"plh0179","year","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","no migration background","50","0.0417757971761162","0.0315234838838941","0.0520281104683383","0"
"0 Completely dissatisfied","1990","direct migration background","2","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1990","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","12","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","","","","","1"
"10 Completely satisfied","1990","no migration background","484","0.329297916296303","0.305216321360992","0.353379511231614","10"
"10 Completely satisfied","1990","indirect migration background","","","","","10"
"10 Completely satisfied","1990","direct migration background","7","","","","10"
"2 on Scale 1 to 10","1990","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","direct migration background","1","","","","2"
"2 on Scale 1 to 10","1990","no migration background","30","0.0216632751269439","0.0142033895891823","0.0291231606647055","2"
"3 on Scale 1 to 10","1990","direct migration background","1","","","","3"
"3 on Scale 1 to 10","1990","no migration background","44","0.0290245849502603","0.0204223152628072","0.0376268546377134","3"
"3 on Scale 1 to 10","1990","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1990","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1990","no migration background","36","0.0242731265990175","0.0163871965267035","0.0321590566713315","4"
"4 on Scale 1 to 10","1990","direct migration background","","","","","4"
"5 on Scale 1 to 10","1990","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1990","no migration background","156","0.100260403887892","0.0848700335770034","0.115650774198781","5"
"5 on Scale 1 to 10","1990","direct migration background","","","","","5"
"6 on Scale 1 to 10","1990","no migration background","60","0.0451900396670123","0.0345460177621933","0.0558340615718314","6"
"6 on Scale 1 to 10","1990","direct migration background","1","","","","6"
"6 on Scale 1 to 10","1990","indirect migration background","","","","","6"
"7 on Scale 1 to 10","1990","direct migration background","3","","","","7"
"7 on Scale 1 to 10","1990","indirect migration background","","","","","7"
"7 on Scale 1 to 10","1990","no migration background","119","0.0813905132895374","0.0673792180400678","0.0954018085390069","7"
"8 on Scale 1 to 10","1990","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1990","direct migration background","4","","","","8"
"8 on Scale 1 to 10","1990","no migration background","295","0.202055580500555","0.181480209557197","0.222630951443913","8"
"9 on Scale 1 to 10","1990","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1990","direct migration background","1","","","","9"
"9 on Scale 1 to 10","1990","no migration background","177","0.116254515451525","0.0998299288635792","0.132679102039472","9"
"0 Completely dissatisfied","1991","no migration background","","","","","0"
"0 Completely dissatisfied","1991","direct migration background","","","","","0"
"0 Completely dissatisfied","1991","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1991","no migration background","","","","","1"
"1 on Scale 1 to 10","1991","direct migration background","","","","","1"
"1 on Scale 1 to 10","1991","indirect migration background","","","","","1"
"10 Completely satisfied","1991","indirect migration background","","","","","10"
"10 Completely satisfied","1991","no migration background","","","","","10"
"10 Completely satisfied","1991","direct migration background","","","","","10"
"2 on Scale 1 to 10","1991","direct migration background","","","","","2"
"2 on Scale 1 to 10","1991","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1991","no migration background","","","","","2"
"3 on Scale 1 to 10","1991","direct migration background","","","","","3"
"3 on Scale 1 to 10","1991","no migration background","","","","","3"
"3 on Scale 1 to 10","1991","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1991","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1991","no migration background","","","","","4"
