"plh0179","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"8 on Scale 1 to 10","1990","Couple + C. LE 16 ","East Germany","240","0.203584987150544","0.180639445597581","0.226530528703507","8"
"8 on Scale 1 to 10","1990","Couple + C. GT 16 ","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. LE and GT 16","East Germany","14","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. GT 16 ","East Germany","9","","","","8"
"8 on Scale 1 to 10","1990","Single parent ","East Germany","18","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. LE and GT 16","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","8"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","East Germany","149","0.120865708101637","0.102290449039822","0.139440967163452","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","East Germany","2","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","East Germany","7","","","","9"
"9 on Scale 1 to 10","1990","1-pers.-HH","East Germany","1","","","","9"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","East Germany","2","","","","9"
"9 on Scale 1 to 10","1990","Single parent ","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","Single parent ","East Germany","5","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","9"
"0 Completely dissatisfied","1991","1-pers.-HH","East Germany","","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","West Germany","","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","East Germany","","","","","0"
"0 Completely dissatisfied","1991","Single parent ","West Germany","","","","","0"
"0 Completely dissatisfied","1991","Single parent ","East Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","West Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","East Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","West Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","East Germany","","","","","0"
"0 Completely dissatisfied","1991","1-pers.-HH","West Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","West Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","East Germany","","","","","0"
"1 on Scale 1 to 10","1991","1-pers.-HH","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","Single parent ","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","1-pers.-HH","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","Single parent ","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","","","","","1"
"10 Completely satisfied","1991","1-pers.-HH","West Germany","","","","","10"
"10 Completely satisfied","1991","1-pers.-HH","East Germany","","","","","10"
"10 Completely satisfied","1991","(Married) couple without C. ","West Germany","","","","","10"
"10 Completely satisfied","1991","(Married) couple without C. ","East Germany","","","","","10"
"10 Completely satisfied","1991","Single parent ","West Germany","","","","","10"
"10 Completely satisfied","1991","Single parent ","East Germany","","","","","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","West Germany","","","","","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","East Germany","","","","","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","West Germany","","","","","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","East Germany","","","","","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","West Germany","","","","","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","East Germany","","","","","10"
"2 on Scale 1 to 10","1991","1-pers.-HH","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","1-pers.-HH","West Germany","","","","","2"
"3 on Scale 1 to 10","1991","Single parent ","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","1-pers.-HH","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","1-pers.-HH","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","Single parent ","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","","","","","3"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","Single parent ","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","1-pers.-HH","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","1-pers.-HH","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","Single parent ","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","","","","","4"
"5 on Scale 1 to 10","1991","1-pers.-HH","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","Single parent ","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","Single parent ","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","","","","","5"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","1-pers.-HH","West Germany","","","","","5"
"6 on Scale 1 to 10","1991","1-pers.-HH","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","Single parent ","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","Single parent ","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","1-pers.-HH","West Germany","","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","","","","","6"
"7 on Scale 1 to 10","1991","Single parent ","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","1-pers.-HH","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","Single parent ","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","1-pers.-HH","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","","","","","7"
"8 on Scale 1 to 10","1991","1-pers.-HH","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","Single parent ","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","Single parent ","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","","","","","8"
"8 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","","","","","8"
"8 on Scale 1 to 10","1991","1-pers.-HH","West Germany","","","","","8"
"9 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","1-pers.-HH","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","1-pers.-HH","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","Single parent ","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","","","","","9"
"9 on Scale 1 to 10","1991","Single parent ","West Germany","","","","","9"
"9 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","","","","","9"
"0 Completely dissatisfied","1992","1-pers.-HH","East Germany","","","","","0"
"0 Completely dissatisfied","1992","(Married) couple without C. ","West Germany","","","","","0"
"0 Completely dissatisfied","1992","(Married) couple without C. ","East Germany","","","","","0"
"0 Completely dissatisfied","1992","Single parent ","West Germany","","","","","0"
"0 Completely dissatisfied","1992","Single parent ","East Germany","","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE 16 ","West Germany","","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE 16 ","East Germany","","","","","0"
"0 Completely dissatisfied","1992","Couple + C. GT 16 ","West Germany","","","","","0"
"0 Completely dissatisfied","1992","Couple + C. GT 16 ","East Germany","","","","","0"
"0 Completely dissatisfied","1992","1-pers.-HH","West Germany","","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE and GT 16","West Germany","","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE and GT 16","East Germany","","","","","0"
"1 on Scale 1 to 10","1992","(Married) couple without C. ","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","(Married) couple without C. ","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","Single parent ","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE 16 ","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE 16 ","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. GT 16 ","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","1-pers.-HH","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","1-pers.-HH","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","Single parent ","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE and GT 16","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. GT 16 ","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE and GT 16","East Germany","","","","","1"
"10 Completely satisfied","1992","1-pers.-HH","West Germany","","","","","10"
"10 Completely satisfied","1992","1-pers.-HH","East Germany","","","","","10"
"10 Completely satisfied","1992","Couple + C. LE and GT 16","East Germany","","","","","10"
"10 Completely satisfied","1992","(Married) couple without C. ","West Germany","","","","","10"
"10 Completely satisfied","1992","(Married) couple without C. ","East Germany","","","","","10"
"10 Completely satisfied","1992","Single parent ","West Germany","","","","","10"
"10 Completely satisfied","1992","Single parent ","East Germany","","","","","10"
"10 Completely satisfied","1992","Couple + C. LE 16 ","West Germany","","","","","10"
"10 Completely satisfied","1992","Couple + C. LE 16 ","East Germany","","","","","10"
"10 Completely satisfied","1992","Couple + C. GT 16 ","West Germany","","","","","10"
"10 Completely satisfied","1992","Couple + C. GT 16 ","East Germany","","","","","10"
"10 Completely satisfied","1992","Couple + C. LE and GT 16","West Germany","","","","","10"
"2 on Scale 1 to 10","1992","1-pers.-HH","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","Couple + C. LE 16 ","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","1-pers.-HH","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","(Married) couple without C. ","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","Single parent ","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","Couple + C. LE and GT 16","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","Couple + C. LE and GT 16","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","Couple + C. GT 16 ","West Germany","","","","","2"
"2 on Scale 1 to 10","1992","(Married) couple without C. ","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","Single parent ","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","Couple + C. GT 16 ","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","Couple + C. LE 16 ","East Germany","","","","","2"
"3 on Scale 1 to 10","1992","1-pers.-HH","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","(Married) couple without C. ","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","(Married) couple without C. ","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","Single parent ","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","Single parent ","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","Couple + C. LE 16 ","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","1-pers.-HH","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","Couple + C. LE 16 ","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","Couple + C. GT 16 ","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","Couple + C. GT 16 ","East Germany","","","","","3"
"3 on Scale 1 to 10","1992","Couple + C. LE and GT 16","West Germany","","","","","3"
"3 on Scale 1 to 10","1992","Couple + C. LE and GT 16","East Germany","","","","","3"
"4 on Scale 1 to 10","1992","Couple + C. LE 16 ","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","(Married) couple without C. ","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","Single parent ","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","Single parent ","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","Couple + C. LE 16 ","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","Couple + C. GT 16 ","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","Couple + C. GT 16 ","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","1-pers.-HH","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","(Married) couple without C. ","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","Couple + C. LE and GT 16","West Germany","","","","","4"
"4 on Scale 1 to 10","1992","Couple + C. LE and GT 16","East Germany","","","","","4"
"4 on Scale 1 to 10","1992","1-pers.-HH","West Germany","","","","","4"
"5 on Scale 1 to 10","1992","Couple + C. LE and GT 16","East Germany","","","","","5"
"5 on Scale 1 to 10","1992","1-pers.-HH","East Germany","","","","","5"
"5 on Scale 1 to 10","1992","(Married) couple without C. ","West Germany","","","","","5"
"5 on Scale 1 to 10","1992","Couple + C. LE 16 ","West Germany","","","","","5"
"5 on Scale 1 to 10","1992","Couple + C. LE 16 ","East Germany","","","","","5"
"5 on Scale 1 to 10","1992","Couple + C. LE and GT 16","West Germany","","","","","5"
"5 on Scale 1 to 10","1992","(Married) couple without C. ","East Germany","","","","","5"
"5 on Scale 1 to 10","1992","Single parent ","West Germany","","","","","5"
"5 on Scale 1 to 10","1992","Single parent ","East Germany","","","","","5"
