"plh0179","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1990","West Germany","","","","","0"
"0 Completely dissatisfied","1990","East Germany","52","0.0427372162497349","0.0324429305276775","0.0530315019717923","0"
"1 on Scale 1 to 10","1990","East Germany","12","","","","1"
"1 on Scale 1 to 10","1990","West Germany","","","","","1"
"10 Completely satisfied","1990","East Germany","491","0.32970722045688","0.305781004675809","0.353633436237951","10"
"10 Completely satisfied","1990","West Germany","","","","","10"
"2 on Scale 1 to 10","1990","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","East Germany","31","0.0220473722523016","0.0145740305147367","0.0295207139898666","2"
"3 on Scale 1 to 10","1990","East Germany","45","0.0292039753668546","0.0206343369706597","0.0377736137630495","3"
"3 on Scale 1 to 10","1990","West Germany","","","","","3"
"4 on Scale 1 to 10","1990","East Germany","36","0.0239138907108099","0.0161380617036743","0.0316897197179456","4"
"4 on Scale 1 to 10","1990","West Germany","","","","","4"
"5 on Scale 1 to 10","1990","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","East Germany","156","0.0987765762855524","0.0835913686218624","0.113961783949242","5"
"6 on Scale 1 to 10","1990","East Germany","61","0.0452567405179114","0.0346773060696436","0.0558361749661792","6"
"6 on Scale 1 to 10","1990","West Germany","","","","","6"
"7 on Scale 1 to 10","1990","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","East Germany","122","0.0828051688668612","0.0687790653955245","0.096831272338198","7"
"8 on Scale 1 to 10","1990","East Germany","299","0.201549836421616","0.181132802627886","0.221966870215346","8"
"8 on Scale 1 to 10","1990","West Germany","","","","","8"
"9 on Scale 1 to 10","1990","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","East Germany","178","0.115318204354315","0.0990619683169042","0.131574440391726","9"
"0 Completely dissatisfied","1991","West Germany","","","","","0"
"0 Completely dissatisfied","1991","East Germany","","","","","0"
"1 on Scale 1 to 10","1991","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","West Germany","","","","","1"
"10 Completely satisfied","1991","East Germany","","","","","10"
"10 Completely satisfied","1991","West Germany","","","","","10"
"2 on Scale 1 to 10","1991","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","East Germany","","","","","2"
"3 on Scale 1 to 10","1991","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","West Germany","","","","","3"
"4 on Scale 1 to 10","1991","West Germany","","","","","4"
