"plh0179","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1997","Employed","50","0.0226076544437993","0.0168324625708939","0.0283828463167048","0"
"0 Completely dissatisfied","1997","Not Employed","26","","","","0"
"1 on Scale 1 to 10","1997","Not Employed","10","","","","1"
"1 on Scale 1 to 10","1997","Employed","30","0.0130190583655257","0.00861504763992152","0.01742306909113","1"
"10 Completely satisfied","1997","Employed","262","0.0941445823106291","0.0827988820149662","0.105490282606292","10"
"10 Completely satisfied","1997","Not Employed","112","0.113786018043371","0.0932104756463532","0.134361560440388","10"
"2 on Scale 1 to 10","1997","Not Employed","28","","","","2"
"2 on Scale 1 to 10","1997","Employed","88","0.0364855215272798","0.0292011246511185","0.0437699184034411","2"
"3 on Scale 1 to 10","1997","Employed","118","0.0557176868868461","0.0468061693821529","0.0646292043915393","3"
"3 on Scale 1 to 10","1997","Not Employed","48","0.0510531411042404","0.0367914927440836","0.0653147894643973","3"
"4 on Scale 1 to 10","1997","Employed","151","0.0602736238203693","0.051027311524952","0.0695199361157865","4"
"4 on Scale 1 to 10","1997","Not Employed","69","0.0817530190940445","0.064000123519735","0.0995059146683541","4"
"5 on Scale 1 to 10","1997","Employed","364","0.14792727304694","0.134134021524993","0.161720524568887","5"
"5 on Scale 1 to 10","1997","Not Employed","135","0.162540413861713","0.138634786048882","0.186446041674543","5"
"6 on Scale 1 to 10","1997","Employed","275","0.109353534848454","0.09722877110154","0.121478298595367","6"
"6 on Scale 1 to 10","1997","Not Employed","94","0.102414896024823","0.0827696746771001","0.122060117372545","6"
"7 on Scale 1 to 10","1997","Not Employed","126","0.105928795808475","0.0859885450531947","0.125869046563756","7"
"7 on Scale 1 to 10","1997","Employed","443","0.166919110173808","0.152431364476019","0.181406855871597","7"
"8 on Scale 1 to 10","1997","Employed","526","0.20347361431667","0.187832837072297","0.219114391561042","8"
"8 on Scale 1 to 10","1997","Not Employed","175","0.177373303036003","0.152622854681383","0.202123751390623","8"
"9 on Scale 1 to 10","1997","Not Employed","92","0.106733415016841","0.0867265846083847","0.126740245425297","9"
"9 on Scale 1 to 10","1997","Employed","238","0.0900783402596793","0.0789554824100349","0.101201198109324","9"
