"plh0179","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"10 Completely satisfied","1990","Couple + C. LE and GT 16","Urban Area","8","","","","10"
"10 Completely satisfied","1990","Couple + C. LE and GT 16","Rural Area","20","","","","10"
"2 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","15","","","","2"
"2 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","","","","","2"
"2 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","12","","","","2"
"2 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","","","","","2"
"2 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","","","","","2"
"2 on Scale 1 to 10","1990","Single parent ","Urban Area","","","","","2"
"2 on Scale 1 to 10","1990","Single parent ","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","","","","","2"
"3 on Scale 1 to 10","1990","Single parent ","Rural Area","1","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","3","","","","3"
"3 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","","","","","3"
"3 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","","","","","3"
"3 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","","","","","3"
"3 on Scale 1 to 10","1990","Single parent ","Urban Area","2","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","12","","","","3"
"3 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","19","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","2","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","3","","","","3"
"4 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","","","","","4"
"4 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","","","","","4"
"4 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","15","","","","4"
"4 on Scale 1 to 10","1990","Single parent ","Urban Area","","","","","4"
"4 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","","","","","4"
"4 on Scale 1 to 10","1990","Single parent ","Rural Area","2","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","13","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","1","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","1","","","","4"
"5 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","","","","","5"
"5 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","4","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","65","0.081510820066503","0.0618100301169327","0.101211610016073","5"
"5 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","3","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","3","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","7","","","","5"
"5 on Scale 1 to 10","1990","Single parent ","Urban Area","2","","","","5"
"5 on Scale 1 to 10","1990","Single parent ","Rural Area","4","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","39","0.0952198797434433","0.0667390033696647","0.123700756117222","5"
"5 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","6","","","","5"
"5 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","1","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","5","","","","5"
"6 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","2","","","","6"
"6 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","","","","","6"
"6 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","","","","","6"
"6 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","3","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","26","","","","6"
"6 on Scale 1 to 10","1990","Single parent ","Urban Area","","","","","6"
"6 on Scale 1 to 10","1990","Single parent ","Rural Area","2","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","21","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","1","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","2","","","","6"
"6 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","","","","","6"
"7 on Scale 1 to 10","1990","Single parent ","Rural Area","1","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","33","0.0834457085705276","0.0566108623755207","0.110280554765534","7"
"7 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","2","","","","7"
"7 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","","","","","7"
"7 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","2","","","","7"
"7 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","","","","","7"
"7 on Scale 1 to 10","1990","Single parent ","Urban Area","3","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","62","0.0805842758533669","0.0609858990036192","0.100182652703115","7"
"7 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","1","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","4","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","1","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","4","","","","7"
"8 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","","","","","8"
"8 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","3","","","","8"
"8 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","5","","","","8"
"8 on Scale 1 to 10","1990","Single parent ","Urban Area","8","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","83","0.201502127161482","0.162580166550055","0.240424087772909","8"
"8 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","147","0.200128414796316","0.171321052188374","0.228935777404257","8"
"8 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","3","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","12","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","6","","","","8"
"8 on Scale 1 to 10","1990","Single parent ","Rural Area","10","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","2","","","","8"
"8 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","2","","","","8"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","Urban Area","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","Rural Area","93","0.120262344911425","0.0968426943123409","0.14368199551051","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","Urban Area","1","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","Rural Area","1","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Rural Area","6","","","","9"
"9 on Scale 1 to 10","1990","1-pers.-HH","Rural Area","1","","","","9"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","Rural Area","2","","","","9"
"9 on Scale 1 to 10","1990","Single parent ","Urban Area","1","","","","9"
"9 on Scale 1 to 10","1990","Single parent ","Rural Area","3","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","Urban Area","52","0.122987782790608","0.0911200022850108","0.154855563296206","9"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Urban Area","1","","","","9"
"9 on Scale 1 to 10","1990","1-pers.-HH","Urban Area","","","","","9"
"0 Completely dissatisfied","1991","1-pers.-HH","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","Single parent ","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","Single parent ","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","Rural Area","","","","","0"
"0 Completely dissatisfied","1991","1-pers.-HH","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","Urban Area","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","Rural Area","","","","","0"
"1 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","Single parent ","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","Single parent ","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","","","","","1"
"10 Completely satisfied","1991","1-pers.-HH","Urban Area","","","","","10"
"10 Completely satisfied","1991","1-pers.-HH","Rural Area","","","","","10"
"10 Completely satisfied","1991","(Married) couple without C. ","Urban Area","","","","","10"
"10 Completely satisfied","1991","(Married) couple without C. ","Rural Area","","","","","10"
"10 Completely satisfied","1991","Single parent ","Urban Area","","","","","10"
"10 Completely satisfied","1991","Single parent ","Rural Area","","","","","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","Urban Area","","","","","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","Rural Area","","","","","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","Urban Area","","","","","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","Rural Area","","","","","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","Urban Area","","","","","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","Rural Area","","","","","10"
"2 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","","","","","2"
"2 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","","","","","2"
"3 on Scale 1 to 10","1991","Single parent ","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","Single parent ","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","","","","","3"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","Single parent ","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","Single parent ","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","","","","","4"
"5 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","Single parent ","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","Single parent ","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","","","","","5"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","","","","","5"
"5 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","","","","","5"
"6 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","Single parent ","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","Single parent ","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","","","","","6"
"6 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","","","","","6"
"7 on Scale 1 to 10","1991","Single parent ","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","Single parent ","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","","","","","7"
"7 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","","","","","7"
"8 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","Single parent ","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","Single parent ","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","","","","","8"
"8 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","","","","","8"
"8 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","","","","","8"
"9 on Scale 1 to 10","1991","Couple + C. LE 16 ","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","Couple + C. GT 16 ","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","Couple + C. LE 16 ","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","1-pers.-HH","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","1-pers.-HH","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","Single parent ","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","(Married) couple without C. ","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","(Married) couple without C. ","Rural Area","","","","","9"
"9 on Scale 1 to 10","1991","Single parent ","Urban Area","","","","","9"
"9 on Scale 1 to 10","1991","Couple + C. GT 16 ","Rural Area","","","","","9"
"0 Completely dissatisfied","1992","1-pers.-HH","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","(Married) couple without C. ","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","(Married) couple without C. ","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","Single parent ","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","Single parent ","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE 16 ","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE 16 ","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","Couple + C. GT 16 ","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","Couple + C. GT 16 ","Rural Area","","","","","0"
"0 Completely dissatisfied","1992","1-pers.-HH","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE and GT 16","Urban Area","","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE and GT 16","Rural Area","","","","","0"
"1 on Scale 1 to 10","1992","(Married) couple without C. ","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","(Married) couple without C. ","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","Single parent ","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE 16 ","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE 16 ","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. GT 16 ","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","1-pers.-HH","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","1-pers.-HH","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","Single parent ","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Urban Area","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. GT 16 ","Rural Area","","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Rural Area","","","","","1"
"10 Completely satisfied","1992","1-pers.-HH","Urban Area","","","","","10"
"10 Completely satisfied","1992","1-pers.-HH","Rural Area","","","","","10"
"10 Completely satisfied","1992","Couple + C. LE and GT 16","Rural Area","","","","","10"
"10 Completely satisfied","1992","(Married) couple without C. ","Urban Area","","","","","10"
"10 Completely satisfied","1992","(Married) couple without C. ","Rural Area","","","","","10"
"10 Completely satisfied","1992","Single parent ","Urban Area","","","","","10"
"10 Completely satisfied","1992","Single parent ","Rural Area","","","","","10"
"10 Completely satisfied","1992","Couple + C. LE 16 ","Urban Area","","","","","10"
"10 Completely satisfied","1992","Couple + C. LE 16 ","Rural Area","","","","","10"
"10 Completely satisfied","1992","Couple + C. GT 16 ","Urban Area","","","","","10"
"10 Completely satisfied","1992","Couple + C. GT 16 ","Rural Area","","","","","10"
"10 Completely satisfied","1992","Couple + C. LE and GT 16","Urban Area","","","","","10"
"2 on Scale 1 to 10","1992","1-pers.-HH","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","Couple + C. LE 16 ","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","1-pers.-HH","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","(Married) couple without C. ","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","Single parent ","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","Couple + C. GT 16 ","Urban Area","","","","","2"
"2 on Scale 1 to 10","1992","(Married) couple without C. ","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","Single parent ","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","Couple + C. GT 16 ","Rural Area","","","","","2"
"2 on Scale 1 to 10","1992","Couple + C. LE 16 ","Rural Area","","","","","2"
"3 on Scale 1 to 10","1992","1-pers.-HH","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","(Married) couple without C. ","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","(Married) couple without C. ","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","Single parent ","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","Single parent ","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","Couple + C. LE 16 ","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","1-pers.-HH","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","Couple + C. LE 16 ","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","Couple + C. GT 16 ","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","Couple + C. GT 16 ","Rural Area","","","","","3"
"3 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Urban Area","","","","","3"
"3 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Rural Area","","","","","3"
"4 on Scale 1 to 10","1992","Couple + C. LE 16 ","Urban Area","","","","","4"
"4 on Scale 1 to 10","1992","(Married) couple without C. ","Rural Area","","","","","4"
"4 on Scale 1 to 10","1992","Single parent ","Urban Area","","","","","4"
"4 on Scale 1 to 10","1992","Single parent ","Rural Area","","","","","4"
"4 on Scale 1 to 10","1992","Couple + C. LE 16 ","Rural Area","","","","","4"
"4 on Scale 1 to 10","1992","Couple + C. GT 16 ","Urban Area","","","","","4"
"4 on Scale 1 to 10","1992","Couple + C. GT 16 ","Rural Area","","","","","4"
"4 on Scale 1 to 10","1992","1-pers.-HH","Rural Area","","","","","4"
"4 on Scale 1 to 10","1992","(Married) couple without C. ","Urban Area","","","","","4"
"4 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Urban Area","","","","","4"
"4 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Rural Area","","","","","4"
