"plj0047","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1995","Not Employed","direct migration background","255","0.493815526669872","0.45259052827891","0.535040525060834","1"
"Big worries","1995","Not Employed","indirect migration background","58","0.519647659864138","0.429882242670128","0.609413077058148","1"
"Big worries","1995","Employed","no migration background","","","","","1"
"Big worries","1995","Employed","direct migration background","404","0.436846934462763","0.406687847487402","0.467006021438124","1"
"Big worries","1995","Employed","indirect migration background","82","0.383350209515722","0.321838242250327","0.444862176781117","1"
"No worries","1995","Not Employed","indirect migration background","8","","","","3"
"No worries","1995","Not Employed","direct migration background","71","0.119729173645274","0.092960181882206","0.146498165408342","3"
"No worries","1995","Employed","indirect migration background","33","0.132919064354082","0.0899687915439618","0.175869337164203","3"
"No worries","1995","Not Employed","no migration background","","","","","3"
"No worries","1995","Employed","no migration background","","","","","3"
"No worries","1995","Employed","direct migration background","153","0.144797779324886","0.123400641805178","0.166194916844594","3"
"Some worries","1995","Not Employed","indirect migration background","53","0.425307925121521","0.33648113836944","0.514134711873603","2"
"Some worries","1995","Employed","no migration background","","","","","2"
"Some worries","1995","Not Employed","direct migration background","239","0.386455299684854","0.346304277580987","0.426606321788721","2"
"Some worries","1995","Employed","indirect migration background","125","0.483730726130196","0.420506656602513","0.546954795657879","2"
"Some worries","1995","Not Employed","no migration background","1","","","","2"
"Some worries","1995","Employed","direct migration background","482","0.418355286212351","0.388360771455419","0.448349800969284","2"
"Big worries","1996","Not Employed","no migration background","1012","0.315544254968589","0.299902444420962","0.331186065516216","1"
"Big worries","1996","Not Employed","direct migration background","394","0.370099068023349","0.340188395811242","0.400009740235455","1"
"Big worries","1996","Not Employed","indirect migration background","70","0.478563950779011","0.405789435679307","0.551338465878715","1"
"Big worries","1996","Employed","no migration background","1709","0.266836027655249","0.256014094114009","0.277657961196488","1"
"Big worries","1996","Employed","direct migration background","543","0.329524921820524","0.306370012410777","0.35267983123027","1"
"Big worries","1996","Employed","indirect migration background","135","0.377148059928176","0.327561565246193","0.426734554610158","1"
"No worries","1996","Not Employed","direct migration background","137","0.165996087336407","0.142946453954294","0.189045720718521","3"
"No worries","1996","Not Employed","no migration background","645","0.185796805860799","0.172705899426994","0.198887712294604","3"
"No worries","1996","Not Employed","indirect migration background","27","","","","3"
"No worries","1996","Employed","indirect migration background","40","0.0960857788677839","0.0659343272396942","0.126237230495874","3"
"No worries","1996","Employed","no migration background","1150","0.174027373677461","0.164751097253673","0.183303650101248","3"
"No worries","1996","Employed","direct migration background","201","0.147334250602049","0.129874063151571","0.164794438052526","3"
"Some worries","1996","Not Employed","direct migration background","470","0.463904844640244","0.433011392003885","0.494798297276603","2"
"Some worries","1996","Not Employed","indirect migration background","84","0.424440143009553","0.352435205521365","0.496445080497742","2"
"Some worries","1996","Employed","no migration background","3558","0.55913659866729","0.546988926723626","0.571284270610955","2"
"Some worries","1996","Not Employed","no migration background","1734","0.498658939170612","0.481830158963218","0.515487719378006","2"
"Some worries","1996","Employed","indirect migration background","192","0.526766161204041","0.475684867367281","0.577847455040801","2"
"Some worries","1996","Employed","direct migration background","839","0.523140827577428","0.498536471050584","0.547745184104272","2"
"Big worries","1997","Not Employed","no migration background","1051","0.313051577103603","0.297635345702513","0.328467808504693","1"
"Big worries","1997","Not Employed","direct migration background","376","0.356230639439846","0.32663825996715","0.385823018912542","1"
"Big worries","1997","Not Employed","indirect migration background","64","0.307497601559888","0.243703346624065","0.37129185649571","1"
"Big worries","1997","Employed","no migration background","1783","0.291048523014574","0.279804029151144","0.302293016878003","1"
"Big worries","1997","Employed","direct migration background","504","0.344618703229987","0.320274587930298","0.368962818529676","1"
"Big worries","1997","Employed","indirect migration background","125","0.373165930915541","0.323751764722895","0.422580097108187","1"
"No worries","1997","Not Employed","direct migration background","166","0.174602989612912","0.151144157660036","0.198061821565788","3"
"No worries","1997","Not Employed","indirect migration background","39","0.176549581357194","0.123838474521621","0.229260688192767","3"
"No worries","1997","Employed","indirect migration background","56","0.157656547612636","0.120423825418807","0.194889269806466","3"
"No worries","1997","Not Employed","no migration background","648","0.191429284194842","0.178350378780548","0.204508189609135","3"
"No worries","1997","Employed","no migration background","1172","0.180315205186398","0.17079845715815","0.189831953214646","3"
"No worries","1997","Employed","direct migration background","216","0.186386193383815","0.166438458991242","0.206333927776387","3"
"Some worries","1997","Not Employed","no migration background","1777","0.495519138701555","0.478898000096282","0.512140277306829","2"
"Some worries","1997","Not Employed","direct migration background","464","0.469166370947242","0.438327976982786","0.500004764911698","2"
"Some worries","1997","Not Employed","indirect migration background","98","0.515952817082918","0.446865408203397","0.58504022596244","2"
"Some worries","1997","Employed","no migration background","3314","0.528636271799028","0.516279486084308","0.540993057513749","2"
"Some worries","1997","Employed","indirect migration background","187","0.469177521471823","0.418189585383857","0.520165457559789","2"
"Some worries","1997","Employed","direct migration background","744","0.468995103386198","0.443432153429892","0.494558053342504","2"
"Big worries","1998","Not Employed","no migration background","1236","0.308493917724991","0.29437862004791","0.322609215402073","1"
"Big worries","1998","Not Employed","direct migration background","383","0.391897880104839","0.361595605628501","0.422200154581178","1"
"Big worries","1998","Not Employed","indirect migration background","71","0.356423258284392","0.290860932900055","0.421985583668729","1"
"Big worries","1998","Employed","no migration background","1977","0.290109624079014","0.279467936302293","0.300751311855736","1"
"Big worries","1998","Employed","direct migration background","475","0.355501373212259","0.330301513946229","0.38070123247829","1"
"Big worries","1998","Employed","indirect migration background","129","0.339849198299242","0.29302002206518","0.386678374533304","1"
"No worries","1998","Not Employed","no migration background","773","0.18132087139095","0.169546181056148","0.193095561725752","3"
"No worries","1998","Not Employed","direct migration background","176","0.181122356803153","0.157216954911771","0.205027758694535","3"
"No worries","1998","Not Employed","indirect migration background","28","","","","3"
"No worries","1998","Employed","indirect migration background","56","0.197198546572677","0.157860956918165","0.236536136227189","3"
"No worries","1998","Employed","no migration background","1404","0.192880982599232","0.183628733955454","0.20213323124301","3"
"No worries","1998","Employed","direct migration background","211","0.168675120054174","0.148961000816108","0.188389239292239","3"
"Some worries","1998","Not Employed","no migration background","2104","0.510185210884059","0.494907840218872","0.525462581549246","2"
"Some worries","1998","Not Employed","direct migration background","438","0.426979763092008","0.396276174528673","0.457683351655342","2"
"Some worries","1998","Not Employed","indirect migration background","106","0.499960536336641","0.431515625278829","0.568405447394453","2"
"Some worries","1998","Employed","no migration background","3605","0.517009393321754","0.505291423923843","0.528727362719666","2"
"Some worries","1998","Employed","indirect migration background","208","0.462952255128081","0.413654588177155","0.512249922079006","2"
"Some worries","1998","Employed","direct migration background","700","0.475823506733567","0.449531230097585","0.502115783369548","2"
"Big worries","1999","Not Employed","direct migration background","287","0.290565505480665","0.261017877260581","0.32011313370075","1"
"Big worries","1999","Not Employed","indirect migration background","71","0.387749365019986","0.318650394481571","0.456848335558401","1"
"Big worries","1999","Employed","no migration background","2097","0.315896090781822","0.305036963507762","0.326755218055882","1"
"Big worries","1999","Employed","direct migration background","432","0.347354285074558","0.321551338991392","0.373157231157724","1"
"Big worries","1999","Employed","indirect migration background","152","0.386844554086199","0.340099722205819","0.433589385966579","1"
"Big worries","1999","Not Employed","no migration background","1045","0.266362666309568","0.252379149022379","0.280346183596757","1"
"No worries","1999","Employed","indirect migration background","51","0.111407395181503","0.081208683144392","0.141606107218614","3"
"No worries","1999","Not Employed","no migration background","634","0.17789897496652","0.165801677700082","0.189996272232958","3"
"No worries","1999","Not Employed","direct migration background","189","0.210068904741823","0.183558281482507","0.236579528001139","3"
"No worries","1999","Not Employed","indirect migration background","31","0.164667288808376","0.112069823098164","0.217264754518589","3"
"No worries","1999","Employed","no migration background","946","0.135066053655586","0.12708194684879","0.143050160462382","3"
"No worries","1999","Employed","direct migration background","209","0.166988533019058","0.146776358768031","0.187200707270086","3"
"Some worries","1999","Not Employed","indirect migration background","89","0.447583346171638","0.377065060118743","0.518101632224532","2"
"Some worries","1999","Employed","no migration background","3997","0.549037855562592","0.537414461820784","0.5606612493044","2"
"Some worries","1999","Not Employed","direct migration background","431","0.499365589777511","0.466825847998979","0.531905331556043","2"
"Some worries","1999","Employed","indirect migration background","214","0.501748050732298","0.453758419385671","0.549737682078925","2"
"Some worries","1999","Not Employed","no migration background","2160","0.555738358723912","0.540020490970871","0.571456226476954","2"
"Some worries","1999","Employed","direct migration background","667","0.485657181906384","0.458571768615625","0.512742595197142","2"
"Big worries","2000","Not Employed","direct migration background","421","0.301548350123864","0.277040176674358","0.326056523573369","1"
"Big worries","2000","Not Employed","indirect migration background","82","0.343382664241069","0.283433252624583","0.403332075857555","1"
"Big worries","2000","Employed","no migration background","4097","0.338368457328627","0.330082126654622","0.346654788002632","1"
"Big worries","2000","Employed","direct migration background","625","0.349904160188782","0.328746315208507","0.371062005169056","1"
"Big worries","2000","Employed","indirect migration background","204","0.371452821197236","0.332095133030884","0.410810509363587","1"
"Big worries","2000","Not Employed","no migration background","2118","0.27942796344038","0.269171693495714","0.289684233385046","1"
"No worries","2000","Employed","indirect migration background","109","0.172162088885261","0.141411727330892","0.202912450439631","3"
"No worries","2000","Not Employed","no migration background","1473","0.211338352726844","0.202006877062405","0.220669828391284","3"
"No worries","2000","Not Employed","direct migration background","299","0.226243595883534","0.203899922780966","0.248587268986103","3"
"No worries","2000","Not Employed","indirect migration background","44","0.193962670420946","0.144042480970423","0.243882859871468","3"
"No worries","2000","Employed","no migration background","1859","0.151660458331233","0.145378713936151","0.157942202726315","3"
"No worries","2000","Employed","direct migration background","400","0.199465606120506","0.181738730699042","0.21719248154197","3"
"Some worries","2000","Not Employed","indirect migration background","115","0.462654665337985","0.399704803106255","0.525604527569715","2"
"Some worries","2000","Not Employed","direct migration background","627","0.472208053992602","0.445547917559869","0.498868190425335","2"
"Some worries","2000","Employed","no migration background","6569","0.50997108434014","0.5012163523883","0.51872581629198","2"
"Some worries","2000","Employed","indirect migration background","266","0.456385089917503","0.41581366948544","0.496956510349566","2"
"Some worries","2000","Not Employed","no migration background","3762","0.509233683832776","0.497807222796461","0.52066014486909","2"
"Some worries","2000","Employed","direct migration background","927","0.450630233690712","0.428557774379681","0.472702693001744","2"
"Big worries","2001","Not Employed","direct migration background","402","0.353906262410617","0.32616046835452","0.381652056466713","1"
"Big worries","2001","Not Employed","indirect migration background","87","0.406577626268375","0.3430974872416","0.470057765295151","1"
"Big worries","2001","Employed","no migration background","4322","0.370234139693835","0.361401591395109","0.37906668799256","1"
"Big worries","2001","Employed","direct migration background","612","0.349907743434297","0.327719997430769","0.372095489437824","1"
"Big worries","2001","Employed","indirect migration background","225","0.442770996041973","0.400837589228801","0.484704402855145","1"
"Big worries","2001","Not Employed","no migration background","2203","0.317463352299928","0.306274650195539","0.328652054404318","1"
"No worries","2001","Employed","indirect migration background","88","0.145189814854816","0.115448742178818","0.174930887530814","3"
"No worries","2001","Not Employed","no migration background","1235","0.197138644590776","0.187576042498162","0.20670124668339","3"
"No worries","2001","Not Employed","direct migration background","247","0.21366401400387","0.189880553991656","0.237447474016084","3"
"No worries","2001","Not Employed","indirect migration background","43","0.18205770490464","0.132186479718355","0.231928930090924","3"
"No worries","2001","Employed","no migration background","1473","0.134639512126855","0.128395797746738","0.140883226506972","3"
"No worries","2001","Employed","direct migration background","314","0.18213947559395","0.164184261969349","0.200094689218551","3"
"Some worries","2001","Not Employed","indirect migration background","100","0.411364668826985","0.347769982415956","0.474959355238014","2"
"Some worries","2001","Not Employed","direct migration background","492","0.432429723585514","0.40368402552203","0.461175421648997","2"
"Some worries","2001","Employed","no migration background","5686","0.495126348179311","0.485980845006193","0.504271851352428","2"
"Some worries","2001","Employed","indirect migration background","226","0.412039189103211","0.370486688887263","0.453591689319159","2"
"Some worries","2001","Not Employed","no migration background","3211","0.485398003109295","0.473384915321063","0.497411090897528","2"
"Some worries","2001","Employed","direct migration background","849","0.467952780971753","0.444740115247219","0.491165446696287","2"
"Big worries","2002","Not Employed","direct migration background","320","0.32073484771739","0.293038120263771","0.348431575171008","1"
"Big worries","2002","Not Employed","indirect migration background","67","0.301535839947691","0.242984933607035","0.360086746288347","1"
"Big worries","2002","Employed","no migration background","3624","0.28603292957152","0.278120005574887","0.293945853568154","1"
"Big worries","2002","Employed","direct migration background","430","0.26936940222022","0.248255999758646","0.290482804681794","1"
"Big worries","2002","Employed","indirect migration background","164","0.301779775259336","0.263135094374642","0.340424456144029","1"
"Big worries","2002","Not Employed","no migration background","1838","0.26782064358148","0.257358479630699","0.278282807532262","1"
"No worries","2002","Employed","indirect migration background","103","0.156229287513854","0.1256630560678","0.186795518959909","3"
"No worries","2002","Not Employed","no migration background","1342","0.200256431056873","0.19080147812783","0.209711383985917","3"
"No worries","2002","Not Employed","direct migration background","233","0.20497903736766","0.181024944421665","0.228933130313655","3"
"No worries","2002","Not Employed","indirect migration background","43","0.15335515113523","0.107383308766065","0.199326993504396","3"
"No worries","2002","Employed","no migration background","1892","0.158659689959293","0.152262208504081","0.165057171414504","3"
"No worries","2002","Employed","direct migration background","352","0.213894638566574","0.194379326716665","0.233409950416483","3"
"Some worries","2002","Not Employed","direct migration background","538","0.474286114914951","0.444656183593214","0.503916046236687","2"
"Some worries","2002","Not Employed","indirect migration background","126","0.545109008917079","0.481577753509654","0.608640264324503","2"
"Some worries","2002","Employed","no migration background","7013","0.555307380469187","0.546606031829454","0.564008729108921","2"
"Some worries","2002","Employed","indirect migration background","275","0.54199093722681","0.500045811945494","0.583936062508126","2"
"Some worries","2002","Not Employed","no migration background","3702","0.531922925361647","0.520134011443652","0.543711839279642","2"
"Some worries","2002","Employed","direct migration background","914","0.516735959213205","0.49295322677895","0.540518691647461","2"
"Big worries","2003","Not Employed","direct migration background","249","0.28665883653742","0.259320124984999","0.313997548089842","1"
"Big worries","2003","Not Employed","indirect migration background","61","0.240270431766519","0.18709611362428","0.293444749908759","1"
"Big worries","2003","Employed","no migration background","2657","0.22593418095166","0.218412880956535","0.233455480946785","1"
"Big worries","2003","Employed","direct migration background","343","0.237898573144177","0.216748781625293","0.25904836466306","1"
"Big worries","2003","Employed","indirect migration background","124","0.259975752429952","0.222668760998247","0.297282743861657","1"
"Big worries","2003","Not Employed","no migration background","1558","0.229956891528788","0.219970587123931","0.239943195933646","1"
"No worries","2003","Employed","indirect migration background","137","0.229436989255591","0.19367376821705","0.265200210294131","3"
"No worries","2003","Not Employed","no migration background","1566","0.238244177627033","0.228134365027461","0.248353990226606","3"
"No worries","2003","Not Employed","direct migration background","286","0.251980562317781","0.225733137822453","0.27822798681311","3"
"No worries","2003","Not Employed","indirect migration background","59","0.247999448543611","0.194252144164434","0.301746752922787","3"
"No worries","2003","Employed","no migration background","2278","0.192600946472797","0.185508659123669","0.199693233821926","3"
"No worries","2003","Employed","direct migration background","423","0.253870479120745","0.23225240519017","0.27548855305132","3"
"Some worries","2003","Not Employed","direct migration background","516","0.461360601144798","0.431222489072006","0.49149871321759","2"
"Some worries","2003","Not Employed","indirect migration background","128","0.51173011968987","0.449518328172986","0.573941911206754","2"
"Some worries","2003","Employed","indirect migration background","270","0.510587258314458","0.468069197104977","0.553105319523938","2"
"Some worries","2003","Employed","no migration background","6941","0.581464872575543","0.572592481114568","0.590337264036518","2"
"Some worries","2003","Not Employed","no migration background","3697","0.531798930844178","0.519957232416035","0.543640629272322","2"
"Some worries","2003","Employed","direct migration background","791","0.508230947735078","0.48339876271167","0.533063132758486","2"
"Big worries","2004","Not Employed","direct migration background","244","0.247023288438441","0.220887116991008","0.273159459885874","1"
"Big worries","2004","Not Employed","indirect migration background","72","0.281812997000448","0.226703380560017","0.33692261344088","1"
"Big worries","2004","Employed","no migration background","2751","0.242012688805507","0.234158034981263","0.249867342629751","1"
"Big worries","2004","Employed","direct migration background","344","0.274543279105284","0.251612027638282","0.297474530572286","1"
"Big worries","2004","Employed","indirect migration background","130","0.220994727526921","0.186063841435969","0.255925613617872","1"
"Big worries","2004","Not Employed","no migration background","1476","0.221074298762345","0.211209808329681","0.23093878919501","1"
"No worries","2004","Employed","indirect migration background","130","0.238214421375961","0.20235123723741","0.274077605514512","3"
"No worries","2004","Not Employed","no migration background","1633","0.249426115885313","0.239140620884211","0.259711610886415","3"
"No worries","2004","Not Employed","direct migration background","281","0.264300298556817","0.237577535217722","0.291023061895912","3"
"No worries","2004","Not Employed","indirect migration background","62","0.206352603235182","0.156779411399057","0.255925795071306","3"
"No worries","2004","Employed","no migration background","2263","0.201502259492208","0.194146054567252","0.208858464417163","3"
"No worries","2004","Employed","direct migration background","350","0.240441044892851","0.218482596868639","0.262399492917064","3"
"Some worries","2004","Not Employed","direct migration background","521","0.488676413004742","0.458383513026214","0.518969312983269","2"
"Some worries","2004","Not Employed","indirect migration background","122","0.51183439976437","0.450602683830365","0.573066115698375","2"
"Some worries","2004","Employed","no migration background","6408","0.556485051702286","0.547374222702544","0.565595880702027","2"
"Some worries","2004","Employed","indirect migration background","282","0.540790851097118","0.498837333357747","0.58274436883649","2"
"Some worries","2004","Not Employed","no migration background","3689","0.529499585352342","0.517634514708448","0.541364655996235","2"
"Some worries","2004","Employed","direct migration background","761","0.485015676001865","0.459335884883944","0.510695467119785","2"
"Big worries","2005","Not Employed","direct migration background","303","0.315046627428321","0.286283761833479","0.343809493023164","1"
"Big worries","2005","Not Employed","indirect migration background","88","0.413039149308526","0.355366586340278","0.470711712276775","1"
"Big worries","2005","Employed","no migration background","3356","0.319341878174657","0.310591482140845","0.328092274208469","1"
"Big worries","2005","Employed","direct migration background","401","0.325161534604521","0.300228924643207","0.350094144565834","1"
"Big worries","2005","Employed","indirect migration background","164","0.32396102563824","0.284634924581572","0.363287126694909","1"
"Big worries","2005","Not Employed","no migration background","1892","0.282989888162038","0.27209027283002","0.293889503494056","1"
"No worries","2005","Employed","indirect migration background","112","0.209667273071681","0.175459961166924","0.243874584976438","3"
"No worries","2005","Not Employed","no migration background","1297","0.207611285258466","0.197797022267939","0.217425548248994","3"
"No worries","2005","Not Employed","direct migration background","231","0.217665186699433","0.192114354765141","0.243216018633726","3"
"No worries","2005","Not Employed","indirect migration background","58","0.160995056844994","0.117946598209299","0.20404351548069","3"
"No worries","2005","Employed","no migration background","1745","0.165950992397011","0.158968331237799","0.172933653556223","3"
"No worries","2005","Employed","direct migration background","286","0.185380306741718","0.164696641659352","0.206063971824084","3"
"Some worries","2005","Not Employed","direct migration background","468","0.467288185872245","0.436395704388386","0.498180667356105","2"
"Some worries","2005","Not Employed","indirect migration background","134","0.425965793846479","0.368046224468202","0.483885363224756","2"
"Some worries","2005","Employed","no migration background","5804","0.514707129428332","0.505326817000065","0.524087441856599","2"
"Some worries","2005","Employed","indirect migration background","268","0.466371701290079","0.424450457212044","0.508292945368114","2"
"Some worries","2005","Not Employed","no migration background","3372","0.509398826579495","0.497302421174686","0.521495231984305","2"
"Some worries","2005","Employed","direct migration background","669","0.489458158653762","0.462851416402609","0.516064900904914","2"
"Big worries","2006","Not Employed","direct migration background","277","0.267915508134175","0.240589132242164","0.295241884026186","1"
"Big worries","2006","Not Employed","indirect migration background","84","0.388222829856071","0.328171172346171","0.448274487365971","1"
"Big worries","2006","Employed","no migration background","3221","0.290768258587894","0.282458714928768","0.299077802247021","1"
"Big worries","2006","Employed","direct migration background","415","0.348517531419021","0.323108734754268","0.373926328083775","1"
"Big worries","2006","Employed","indirect migration background","156","0.284516002181428","0.24708044487659","0.321951559486265","1"
"Big worries","2006","Not Employed","no migration background","1918","0.272160523386482","0.261895741672701","0.282425305100262","1"
"No worries","2006","Employed","indirect migration background","113","0.205150898643745","0.17164586586292","0.23865593142457","3"
"No worries","2006","Not Employed","no migration background","1439","0.202929696743057","0.193654129748652","0.212205263737461","3"
"No worries","2006","Not Employed","direct migration background","228","0.230564700274166","0.20457597550441","0.256553425043922","3"
"No worries","2006","Not Employed","indirect migration background","44","0.161938334541864","0.116544104676636","0.207332564407093","3"
"No worries","2006","Employed","no migration background","1943","0.178253762302949","0.171250541667777","0.185256982938121","3"
"No worries","2006","Employed","direct migration background","295","0.212513402772111","0.19069941001315","0.234327395531071","3"
"Some worries","2006","Not Employed","direct migration background","504","0.501519791591659","0.47066870206831","0.532370881115009","2"
"Some worries","2006","Employed","indirect migration background","289","0.510333099174827","0.468856013448238","0.551810184901416","2"
"Some worries","2006","Not Employed","no migration background","3865","0.524909779870462","0.513392505143322","0.536427054597601","2"
"Some worries","2006","Not Employed","indirect migration background","125","0.449838835602065","0.388538723482543","0.511138947721587","2"
"Some worries","2006","Employed","no migration background","6309","0.530977979109157","0.521846429851158","0.540109528367156","2"
"Some worries","2006","Employed","direct migration background","641","0.438969065808868","0.412506571426547","0.465431560191189","2"
"Big worries","2007","Not Employed","direct migration background","251","0.283891122029984","0.253947492004591","0.313834752055378","1"
"Big worries","2007","Not Employed","indirect migration background","62","0.229824763813215","0.175452507005612","0.284197020620818","1"
"Big worries","2007","Employed","no migration background","2970","0.285366314463231","0.276826099001294","0.293906529925168","1"
"Big worries","2007","Employed","direct migration background","326","0.2812443760311","0.256138505295152","0.306350246767047","1"
"Big worries","2007","Employed","indirect migration background","164","0.308324068445358","0.26965952755778","0.346988609332935","1"
"Big worries","2007","Not Employed","no migration background","1776","0.260434060285079","0.250002939446878","0.270865181123281","1"
"No worries","2007","Employed","indirect migration background","122","0.231247903786317","0.195946671117141","0.266549136455493","3"
"No worries","2007","Not Employed","no migration background","1450","0.217043315211131","0.207245354129316","0.226841276292945","3"
"No worries","2007","Not Employed","direct migration background","208","0.245355673333996","0.216779226932239","0.273932119735752","3"
"No worries","2007","Not Employed","indirect migration background","54","0.219831492228088","0.166310601232548","0.273352383223629","3"
"No worries","2007","Employed","no migration background","1850","0.175812756256213","0.168613893926569","0.183011618585857","3"
"No worries","2007","Employed","direct migration background","264","0.212399526574626","0.189560768005608","0.235238285143643","3"
"Some worries","2007","Not Employed","direct migration background","412","0.47075320463602","0.437604636427651","0.503901772844389","2"
"Some worries","2007","Employed","indirect migration background","262","0.460428027768325","0.418696586957889","0.502159468578762","2"
"Some worries","2007","Not Employed","no migration background","3574","0.52252262450379","0.510650660163132","0.534394588844448","2"
"Some worries","2007","Not Employed","indirect migration background","114","0.550343743958697","0.486054027545614","0.614633460371779","2"
"Some worries","2007","Employed","no migration background","5921","0.538820929280556","0.529393728518231","0.548248130042881","2"
"Some worries","2007","Employed","direct migration background","642","0.506356097394275","0.478438525216303","0.534273669572247","2"
"Big worries","2008","Not Employed","direct migration background","216","0.267433261516498","0.23662672988526","0.298239793147735","1"
"Big worries","2008","Not Employed","indirect migration background","62","0.334282625380128","0.270019067461977","0.398546183298279","1"
"Big worries","2008","Employed","no migration background","2341","0.239568978676593","0.23128830801224","0.247849649340947","1"
"Big worries","2008","Employed","direct migration background","270","0.253467780417651","0.227819833215169","0.279115727620134","1"
"Big worries","2008","Employed","indirect migration background","136","0.233787531222182","0.198857914596671","0.268717147847693","1"
"Big worries","2008","Not Employed","no migration background","1478","0.232593957711114","0.222261801789568","0.242926113632661","1"
"No worries","2008","Employed","indirect migration background","126","0.252809643633599","0.216940501806074","0.288678785461124","3"
"No worries","2008","Not Employed","no migration background","1446","0.218134530282688","0.208034856271569","0.228234204293807","3"
"No worries","2008","Not Employed","direct migration background","182","0.234167846413749","0.204693653179517","0.26364203964798","3"
"No worries","2008","Not Employed","indirect migration background","56","0.266538986951648","0.206306359723957","0.32677161417934","3"
