"plj0047","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Some worries","2000","Mecklenburg-Western Pomerania","Employed","204","0.528163523895418","0.477366169474423","0.578960878316413"
"Some worries","2000","Saxony","Not Employed","347","0.501192259296051","0.463584109022178","0.538800409569924"
"Some worries","2000","Saxony","Employed","626","0.572952979107282","0.543601292958553","0.602304665256011"
"Some worries","2000","Saxony-Anhalt","Not Employed","226","0.536303023277566","0.488948055412902","0.583657991142229"
"Some worries","2000","Saxony-Anhalt","Employed","315","0.480011674551875","0.440843730209307","0.519179618894444"
"Some worries","2000","Thuringia","Not Employed","213","0.528117046016781","0.479195482016496","0.577038610017066"
"Some worries","2000","Thuringia","Employed","386","0.56720706273206","0.529147088127564","0.605267037336555"
"No worries","2000","Schleswig-Holstein","Not Employed","87","0.310738460708821","0.255018002146345","0.366458919271296"
"No worries","2000","Schleswig-Holstein","Employed","117","0.235523331890588","0.19587537260868","0.275171291172496"
"No worries","2000","Hamburg","Not Employed","13","","",""
"No worries","2000","Hamburg","Employed","15","","",""
"No worries","2000","Lower Saxony","Not Employed","138","0.204647837443219","0.175889054283027","0.233406620603411"
"No worries","2000","Lower Saxony","Employed","171","0.130787965376207","0.112207799561724","0.149368131190689"
"No worries","2000","Bremen","Not Employed","18","","",""
"No worries","2000","Bremen","Employed","13","","",""
"No worries","2000","North Rhine-Westphalia","Not Employed","372","0.195291954773757","0.177683288478","0.212900621069513"
"No worries","2000","North Rhine-Westphalia","Employed","402","0.129313041788023","0.11762491755089","0.141001166025156"
"No worries","2000","Hesse","Not Employed","151","0.265153092314978","0.230435541918286","0.29987064271167"
"No worries","2000","Hesse","Employed","186","0.189106959138682","0.165409821602601","0.212804096674763"
"No worries","2000","Rhineland-Palatinate,Saarland","Not Employed","161","0.299661809157068","0.262570779761575","0.336752838552561"
"No worries","2000","Rhineland-Palatinate,Saarland","Employed","177","0.209548799405961","0.182458196997831","0.236639401814091"
"No worries","2000","Baden-Württemberg","Not Employed","203","0.194120126029449","0.170035569693631","0.218204682365267"
"No worries","2000","Baden-Württemberg","Employed","350","0.172954991247035","0.155899539210623","0.190010443283448"
"No worries","2000","Bavaria","Not Employed","270","0.226940783890636","0.202930157407537","0.250951410373736"
"No worries","2000","Bavaria","Employed","418","0.196864552751958","0.180237655155612","0.213491450348304"
"No worries","2000","Berlin","Not Employed","41","0.175517469032901","0.13188522311891","0.219149714946893"
"No worries","2000","Berlin","Employed","46","0.0713490461287394","0.0493304928918873","0.0933675993655915"
"No worries","2000","Brandenburg","Not Employed","61","0.167577251105055","0.130172376320903","0.204982125889208"
"No worries","2000","Brandenburg","Employed","91","0.146799697237265","0.119120317775424","0.174479076699106"
"No worries","2000","Mecklenburg-Western Pomerania","Not Employed","27","","",""
"No worries","2000","Mecklenburg-Western Pomerania","Employed","60","0.173886415700331","0.135319594379853","0.212453237020808"
"No worries","2000","Saxony","Not Employed","113","0.174891138324245","0.146318342892254","0.203463933756237"
"No worries","2000","Saxony","Employed","157","0.159720911203061","0.137982470787076","0.181459351619047"
"No worries","2000","Saxony-Anhalt","Not Employed","91","0.22281693595072","0.183300382947416","0.262333488954024"
"No worries","2000","Saxony-Anhalt","Employed","74","0.120075611755472","0.094592165248177","0.145559058262767"
"No worries","2000","Thuringia","Not Employed","70","0.183281256212077","0.145366053419617","0.221196459004538"
"No worries","2000","Thuringia","Employed","91","0.147601485700763","0.120354133640571","0.174848837760954"
"Big worries","2001","Schleswig-Holstein","Not Employed","42","0.169462649737297","0.12097839175783","0.217946907716763"
"Big worries","2001","Schleswig-Holstein","Employed","125","0.318331943806036","0.273296571010637","0.363367316601436"
"Big worries","2001","Hamburg","Not Employed","31","0.319172811350543","0.228708059743936","0.40963756295715"
"Big worries","2001","Hamburg","Employed","80","0.442455694104521","0.367573368214413","0.517338019994629"
"Big worries","2001","Lower Saxony","Not Employed","212","0.306186078866689","0.271594520390746","0.340777637342632"
"Big worries","2001","Lower Saxony","Employed","466","0.395748822012674","0.367656336269142","0.423841307756206"
"Big worries","2001","Bremen","Not Employed","31","0.501393534365739","0.371592252690494","0.631194816040983"
"Big worries","2001","Bremen","Employed","50","0.543580737350278","0.446439995487309","0.640721479213247"
"Big worries","2001","North Rhine-Westphalia","Not Employed","618","0.328799903365307","0.306783567997821","0.350816238732792"
"Big worries","2001","North Rhine-Westphalia","Employed","1177","0.406737443746881","0.388787681237606","0.424687206256156"
"Big worries","2001","Hesse","Not Employed","194","0.374401837616192","0.332724503735013","0.416079171497371"
"Big worries","2001","Hesse","Employed","345","0.355802517998535","0.325580490655711","0.386024545341358"
"Big worries","2001","Rhineland-Palatinate,Saarland","Not Employed","149","0.260431578122712","0.223552110581923","0.297311045663501"
"Big worries","2001","Rhineland-Palatinate,Saarland","Employed","257","0.320215370933911","0.287864836545741","0.352565905322081"
"Big worries","2001","Baden-Württemberg","Not Employed","246","0.276132692286988","0.246492516855371","0.305772867718605"
"Big worries","2001","Baden-Württemberg","Employed","569","0.332213673923761","0.309856679815045","0.354570668032478"
"Big worries","2001","Bavaria","Not Employed","257","0.25758166454632","0.230612392673363","0.284550936419277"
"Big worries","2001","Bavaria","Employed","640","0.316463434441034","0.296110582600245","0.336816286281824"
"Big worries","2001","Berlin","Not Employed","134","0.466379963591737","0.40741856858043","0.525341358603044"
"Big worries","2001","Berlin","Employed","260","0.508183270614424","0.465047747331293","0.551318793897555"
"Big worries","2001","Brandenburg","Not Employed","160","0.430953314798815","0.381805428010758","0.480101201586873"
"Big worries","2001","Brandenburg","Employed","227","0.414576330134011","0.373990235304897","0.455162424963126"
"Big worries","2001","Mecklenburg-Western Pomerania","Not Employed","79","0.468392841285071","0.393601629372758","0.543184053197385"
"Big worries","2001","Mecklenburg-Western Pomerania","Employed","144","0.400736779371307","0.348800186980456","0.452673371762157"
"Big worries","2001","Saxony","Not Employed","248","0.396883895299161","0.358740288853665","0.435027501744658"
"Big worries","2001","Saxony","Employed","356","0.309223927170463","0.28064997924778","0.337797875093146"
"Big worries","2001","Saxony-Anhalt","Not Employed","139","0.334875622993448","0.289025121911434","0.380726124075462"
"Big worries","2001","Saxony-Anhalt","Employed","239","0.394452624677678","0.354915914555663","0.433989334799694"
"Big worries","2001","Thuringia","Not Employed","152","0.385535656751528","0.336534187229157","0.434537126273899"
"Big worries","2001","Thuringia","Employed","224","0.370505010790918","0.331303121731112","0.409706899850723"
"Some worries","2001","Schleswig-Holstein","Not Employed","99","0.470771626874888","0.406264028556976","0.535279225192799"
"Some worries","2001","Schleswig-Holstein","Employed","167","0.452875941458483","0.404752163846848","0.500999719070117"
"Some worries","2001","Hamburg","Not Employed","57","0.550634721035148","0.454100886418129","0.647168555652166"
"Some worries","2001","Hamburg","Employed","74","0.466010236350285","0.390801388973788","0.541219083726783"
"Some worries","2001","Lower Saxony","Not Employed","343","0.499787697157569","0.462262250619613","0.537313143695525"
"Some worries","2001","Lower Saxony","Employed","575","0.496690949097905","0.467967797254778","0.525414100941032"
"Some worries","2001","Bremen","Not Employed","20","","",""
"Some worries","2001","Bremen","Employed","44","0.397129652474363","0.301703915280051","0.492555389668675"
"Some worries","2001","North Rhine-Westphalia","Not Employed","835","0.485045420939437","0.461623157953769","0.508467683925105"
"Some worries","2001","North Rhine-Westphalia","Employed","1395","0.483853131574282","0.465592256451816","0.502114006696748"
"Some worries","2001","Hesse","Not Employed","232","0.435804482736191","0.393102909748738","0.478506055723645"
"Some worries","2001","Hesse","Employed","480","0.491951700928839","0.460392695496392","0.523510706361286"
"Some worries","2001","Rhineland-Palatinate,Saarland","Not Employed","257","0.471378133833645","0.429430649618533","0.513325618048757"
"Some worries","2001","Rhineland-Palatinate,Saarland","Employed","391","0.475024863009042","0.440398869775009","0.509650856243075"
"Some worries","2001","Baden-Württemberg","Not Employed","445","0.520569290891647","0.487448967287402","0.553689614495892"
"Some worries","2001","Baden-Württemberg","Employed","830","0.488762379934508","0.465035196543658","0.512489563325358"
"Some worries","2001","Bavaria","Not Employed","534","0.520092061189447","0.489281012266057","0.550903110112837"
"Some worries","2001","Bavaria","Employed","1044","0.516375254760881","0.49450672456022","0.538243784961543"
"Some worries","2001","Berlin","Not Employed","107","0.424724522148807","0.36630293609262","0.483146108204994"
"Some worries","2001","Berlin","Employed","222","0.433537642140185","0.390779170465925","0.476296113814444"
"Some worries","2001","Brandenburg","Not Employed","170","0.4195438128153","0.37056715219367","0.46852047343693"
"Some worries","2001","Brandenburg","Employed","276","0.481624902370209","0.44046101251116","0.522788792229258"
"Some worries","2001","Mecklenburg-Western Pomerania","Not Employed","69","0.388962321610458","0.315892541882859","0.462032101338057"
"Some worries","2001","Mecklenburg-Western Pomerania","Employed","165","0.473314069411431","0.420398240492861","0.526229898330002"
"Some worries","2001","Saxony","Not Employed","273","0.41046076206898","0.372109316943503","0.448812207194456"
"Some worries","2001","Saxony","Employed","514","0.528458521560747","0.49759606701829","0.559320976103205"
"Some worries","2001","Saxony-Anhalt","Not Employed","194","0.474412322624392","0.425900068548343","0.52292457670044"
"Some worries","2001","Saxony-Anhalt","Employed","288","0.495592791298912","0.455146177050493","0.536039405547331"
"Some worries","2001","Thuringia","Not Employed","168","0.436195582846403","0.386268826141291","0.486122339551514"
"Some worries","2001","Thuringia","Employed","296","0.499369133270998","0.458782458419854","0.539955808122142"
"No worries","2001","Schleswig-Holstein","Not Employed","89","0.359765723387816","0.297741187165058","0.421790259610573"
"No worries","2001","Schleswig-Holstein","Employed","119","0.228792114735481","0.188182072886021","0.269402156584941"
"No worries","2001","Hamburg","Not Employed","14","","",""
"No worries","2001","Hamburg","Employed","15","","",""
"No worries","2001","Lower Saxony","Not Employed","127","0.194026223975742","0.164347407704448","0.223705040247036"
"No worries","2001","Lower Saxony","Employed","123","0.107560228889422","0.0897615848397063","0.125358872939137"
"No worries","2001","Bremen","Not Employed","6","","",""
"No worries","2001","Bremen","Employed","7","","",""
"No worries","2001","North Rhine-Westphalia","Not Employed","296","0.186154675695256","0.167913152610591","0.204396198779922"
"No worries","2001","North Rhine-Westphalia","Employed","305","0.109409424678837","0.0980031303308053","0.120815719026869"
"No worries","2001","Hesse","Not Employed","92","0.189793679647617","0.156024392155091","0.223562967140143"
"No worries","2001","Hesse","Employed","139","0.152245781072626","0.129567131664509","0.174924430480744"
"No worries","2001","Rhineland-Palatinate,Saarland","Not Employed","138","0.268190288043643","0.230962327159633","0.305418248927654"
"No worries","2001","Rhineland-Palatinate,Saarland","Employed","151","0.204759766057047","0.176779864258699","0.232739667855395"
"No worries","2001","Baden-Württemberg","Not Employed","183","0.203298016821365","0.17661672242041","0.22997931122232"
"No worries","2001","Baden-Württemberg","Employed","306","0.17902394614173","0.160826656520484","0.197221235762977"
"No worries","2001","Bavaria","Not Employed","219","0.222326274264233","0.196682525561958","0.247970022966508"
"No worries","2001","Bavaria","Employed","322","0.167161310798084","0.150833387308761","0.183489234287407"
"No worries","2001","Berlin","Not Employed","34","0.108895514259456","0.0720782890452077","0.145712739473704"
"No worries","2001","Berlin","Employed","34","0.0582790872453914","0.0380656245033978","0.0784925499873851"
"No worries","2001","Brandenburg","Not Employed","60","0.149502872385885","0.114113164205164","0.184892580566606"
"No worries","2001","Brandenburg","Employed","63","0.10379876749578","0.0786718772816345","0.128925657709925"
"No worries","2001","Mecklenburg-Western Pomerania","Not Employed","23","","",""
"No worries","2001","Mecklenburg-Western Pomerania","Employed","33","0.125949151217262","0.0907849294773613","0.161113372957162"
"No worries","2001","Saxony","Not Employed","111","0.192655342631859","0.161907859756889","0.223402825506829"
"No worries","2001","Saxony","Employed","135","0.16231755126879","0.13952003631002","0.185115066227561"
"No worries","2001","Saxony-Anhalt","Not Employed","74","0.19071205438216","0.152544749468263","0.228879359296056"
"No worries","2001","Saxony-Anhalt","Employed","60","0.109954584023409","0.0846475182267599","0.135261649820059"
"No worries","2001","Thuringia","Not Employed","59","0.178268760402069","0.139735921460261","0.216801599343877"
"No worries","2001","Thuringia","Employed","63","0.130125855938084","0.102815722360858","0.157435989515311"
"Big worries","2002","Schleswig-Holstein","Not Employed","42","0.190967850539893","0.142818422971856","0.239117278107931"
"Big worries","2002","Schleswig-Holstein","Employed","100","0.263276319851068","0.223289824041058","0.303262815661079"
"Big worries","2002","Hamburg","Not Employed","23","","",""
"Big worries","2002","Hamburg","Employed","62","0.253951221191157","0.195633577374027","0.312268865008288"
"Big worries","2002","Lower Saxony","Not Employed","199","0.278453476454976","0.246158072388298","0.310748880521655"
"Big worries","2002","Lower Saxony","Employed","362","0.277902371224512","0.252958921128314","0.302845821320711"
"Big worries","2002","Bremen","Not Employed","19","","",""
"Big worries","2002","Bremen","Employed","49","0.484777033910751","0.392220367362941","0.577333700458561"
"Big worries","2002","North Rhine-Westphalia","Not Employed","485","0.278504239414374","0.257591615218722","0.299416863610026"
"Big worries","2002","North Rhine-Westphalia","Employed","941","0.300089037295555","0.283898537839915","0.316279536751194"
"Big worries","2002","Hesse","Not Employed","130","0.276072456778505","0.237867975340645","0.314276938216365"
"Big worries","2002","Hesse","Employed","276","0.254111779255301","0.228430726250322","0.27979283226028"
"Big worries","2002","Rhineland-Palatinate,Saarland","Not Employed","119","0.229345907970807","0.19358767308956","0.265104142852055"
"Big worries","2002","Rhineland-Palatinate,Saarland","Employed","227","0.269254441103242","0.239168099429069","0.299340782777415"
"Big worries","2002","Baden-Württemberg","Not Employed","251","0.292102453882851","0.26270273745667","0.321502170309033"
"Big worries","2002","Baden-Württemberg","Employed","487","0.286628580825874","0.266177423175981","0.307079738475768"
"Big worries","2002","Bavaria","Not Employed","224","0.201417159539172","0.177135650687831","0.225698668390513"
"Big worries","2002","Bavaria","Employed","596","0.260991487477101","0.242668983854712","0.27931399109949"
"Big worries","2002","Berlin","Not Employed","118","0.41045732559973","0.353446582260564","0.467468068938895"
"Big worries","2002","Berlin","Employed","210","0.37485773772636","0.333990397029913","0.415725078422808"
"Big worries","2002","Brandenburg","Not Employed","140","0.369802350142175","0.322074152011305","0.417530548273045"
"Big worries","2002","Brandenburg","Employed","165","0.279967735030725","0.243044147235762","0.316891322825687"
"Big worries","2002","Mecklenburg-Western Pomerania","Not Employed","69","0.440225743905582","0.366886583153542","0.513564904657621"
"Big worries","2002","Mecklenburg-Western Pomerania","Employed","108","0.315672359137688","0.266195905716709","0.365148812558667"
"Big worries","2002","Saxony","Not Employed","179","0.2759692664748","0.240812319717836","0.311126213231764"
"Big worries","2002","Saxony","Employed","290","0.259161645924325","0.232402233536104","0.285921058312546"
"Big worries","2002","Saxony-Anhalt","Not Employed","104","0.284923559765471","0.240466481876429","0.329380637654513"
"Big worries","2002","Saxony-Anhalt","Employed","174","0.285910776811672","0.248816905122313","0.323004648501031"
"Big worries","2002","Thuringia","Not Employed","123","0.310877802939406","0.264217756401677","0.357537849477135"
"Big worries","2002","Thuringia","Employed","171","0.286625339530386","0.250076334516526","0.323174344544246"
"Some worries","2002","Schleswig-Holstein","Not Employed","108","0.419847393772008","0.359390620656696","0.480304166887319"
"Some worries","2002","Schleswig-Holstein","Employed","227","0.500571903752244","0.455175144288463","0.545968663216026"
"Some worries","2002","Hamburg","Not Employed","70","0.606542633746246","0.51686685186229","0.696218415630203"
"Some worries","2002","Hamburg","Employed","136","0.633826873991568","0.569280810219417","0.698372937763719"
"Some worries","2002","Lower Saxony","Not Employed","404","0.539450821472922","0.50353827784968","0.575363365096163"
"Some worries","2002","Lower Saxony","Employed","708","0.566492524958708","0.538898959239832","0.594086090677583"
"Some worries","2002","Bremen","Not Employed","28","","",""
"Some worries","2002","Bremen","Employed","53","0.45056205385354","0.358416218583104","0.542707889123976"
"Some worries","2002","North Rhine-Westphalia","Not Employed","928","0.516297064087016","0.492983164287511","0.539610963886521"
"Some worries","2002","North Rhine-Westphalia","Employed","1711","0.562635560524642","0.545110920465823","0.580160200583461"
"Some worries","2002","Hesse","Not Employed","277","0.500629718378358","0.457900506861568","0.543358929895149"
"Some worries","2002","Hesse","Employed","647","0.559253555776717","0.529967401897015","0.588539709656419"
"Some worries","2002","Rhineland-Palatinate,Saarland","Not Employed","251","0.469063795992614","0.426617679892306","0.511509912092922"
"Some worries","2002","Rhineland-Palatinate,Saarland","Employed","426","0.497863482451839","0.46395011677835","0.531776848125328"
"Some worries","2002","Baden-Württemberg","Not Employed","503","0.540134522965692","0.507912210317239","0.572356835614145"
"Some worries","2002","Baden-Württemberg","Employed","1039","0.538214036421305","0.515666548084107","0.560761524758504"
"Some worries","2002","Bavaria","Not Employed","611","0.592144040432839","0.562390781804742","0.621897299060935"
"Some worries","2002","Bavaria","Employed","1246","0.569969250202879","0.549314383660893","0.590624116744864"
"Some worries","2002","Berlin","Not Employed","123","0.418066169439167","0.360901935243991","0.475230403634343"
"Some worries","2002","Berlin","Employed","268","0.517602408870284","0.475417761988466","0.559787055752103"
"Some worries","2002","Brandenburg","Not Employed","202","0.503095888301008","0.453663283588159","0.552528493013857"
"Some worries","2002","Brandenburg","Employed","347","0.604003652335965","0.563783908913822","0.644223395758108"
"Some worries","2002","Mecklenburg-Western Pomerania","Not Employed","87","0.451038999604971","0.377525084773043","0.524552914436899"
"Some worries","2002","Mecklenburg-Western Pomerania","Employed","174","0.472300763772999","0.419157184813811","0.525444342732187"
"Some worries","2002","Saxony","Not Employed","341","0.562889854804411","0.523876846085692","0.60190286352313"
"Some worries","2002","Saxony","Employed","567","0.535345004122415","0.504886283233435","0.565803725011395"
"Some worries","2002","Saxony-Anhalt","Not Employed","219","0.534454415724279","0.485325527222457","0.5835833042261"
"Some worries","2002","Saxony-Anhalt","Employed","318","0.549380795306258","0.50853453991766","0.590227050694856"
"Some worries","2002","Thuringia","Not Employed","214","0.571137382175579","0.521245305567002","0.621029458784156"
"Some worries","2002","Thuringia","Employed","335","0.559509395754443","0.519382880585445","0.599635910923441"
"No worries","2002","Schleswig-Holstein","Not Employed","106","0.389184755688099","0.329459096410904","0.448910414965294"
"No worries","2002","Schleswig-Holstein","Employed","139","0.236151776396688","0.197590244571598","0.274713308221777"
"No worries","2002","Hamburg","Not Employed","21","","",""
"No worries","2002","Hamburg","Employed","16","","",""
"No worries","2002","Lower Saxony","Not Employed","137","0.182095702072102","0.154290034644057","0.209901369500147"
"No worries","2002","Lower Saxony","Employed","169","0.15560510381678","0.135421572331425","0.175788635302135"
"No worries","2002","Bremen","Not Employed","13","","",""
"No worries","2002","Bremen","Employed","10","","",""
"No worries","2002","North Rhine-Westphalia","Not Employed","352","0.205198696498611","0.186358201003318","0.224039191993903"
"No worries","2002","North Rhine-Westphalia","Employed","426","0.137275402179804","0.125117847374506","0.149432956985101"
"No worries","2002","Hesse","Not Employed","119","0.223297824843136","0.187708092164583","0.25888755752169"
"No worries","2002","Hesse","Employed","181","0.186634664967982","0.163651886036677","0.209617443899287"
"No worries","2002","Rhineland-Palatinate,Saarland","Not Employed","161","0.301590296036579","0.262554355770564","0.340626236302593"
"No worries","2002","Rhineland-Palatinate,Saarland","Employed","182","0.232882076444919","0.204213643750225","0.261550509139613"
"No worries","2002","Baden-Württemberg","Not Employed","165","0.167763023151457","0.14360496840588","0.191921077897034"
"No worries","2002","Baden-Württemberg","Employed","352","0.17515738275282","0.15796642525976","0.192348340245881"
"No worries","2002","Bavaria","Not Employed","213","0.20643880002799","0.181933877975119","0.230943722080861"
"No worries","2002","Bavaria","Employed","365","0.16903926232002","0.153403071172004","0.184675453468036"
"No worries","2002","Berlin","Not Employed","45","0.171476504961103","0.127792766297944","0.215160243624263"
"No worries","2002","Berlin","Employed","61","0.107539853403355","0.0813861710812234","0.133693535725487"
"No worries","2002","Brandenburg","Not Employed","51","0.127101761556817","0.0941704210738309","0.160033102039802"
"No worries","2002","Brandenburg","Employed","56","0.11602861263331","0.0896910502805182","0.142366174986102"
"No worries","2002","Mecklenburg-Western Pomerania","Not Employed","20","","",""
"No worries","2002","Mecklenburg-Western Pomerania","Employed","57","0.212026877089313","0.168515843247091","0.255537910931534"
"No worries","2002","Saxony","Not Employed","101","0.161140878720789","0.132224116070561","0.190057641371018"
"No worries","2002","Saxony","Employed","173","0.20549334995326","0.180817215210927","0.230169484695593"
"No worries","2002","Saxony-Anhalt","Not Employed","73","0.180622024510251","0.142731728858751","0.21851232016175"
"No worries","2002","Saxony-Anhalt","Employed","78","0.16470842788207","0.134258404959493","0.195158450804648"
"No worries","2002","Thuringia","Not Employed","41","0.117984814885015","0.0854646094878692","0.150505020282161"
"No worries","2002","Thuringia","Employed","82","0.153865264715171","0.124701103913229","0.183029425517113"
"Big worries","2003","Schleswig-Holstein","Not Employed","32","0.127850740053803","0.0861227401323465","0.169578739975259"
"Big worries","2003","Schleswig-Holstein","Employed","75","0.164033897034752","0.128703135308679","0.199364658760826"
"Big worries","2003","Hamburg","Not Employed","16","","",""
"Big worries","2003","Hamburg","Employed","29","","",""
"Big worries","2003","Lower Saxony","Not Employed","149","0.219301783642731","0.188930300421701","0.249673266863762"
"Big worries","2003","Lower Saxony","Employed","287","0.255907218528703","0.231166121509469","0.280648315547938"
"Big worries","2003","Bremen","Not Employed","25","","",""
"Big worries","2003","Bremen","Employed","27","","",""
"Big worries","2003","North Rhine-Westphalia","Not Employed","424","0.266675783867059","0.245903296239493","0.287448271494624"
"Big worries","2003","North Rhine-Westphalia","Employed","723","0.255790464305334","0.239875176764474","0.271705751846193"
"Big worries","2003","Hesse","Not Employed","99","0.192166451167774","0.156955700795229","0.227377201540319"
"Big worries","2003","Hesse","Employed","186","0.198832753909134","0.174254618922195","0.223410888896073"
"Big worries","2003","Rhineland-Palatinate,Saarland","Not Employed","109","0.213209625376634","0.178696651626737","0.247722599126531"
"Big worries","2003","Rhineland-Palatinate,Saarland","Employed","163","0.197187494403392","0.169651063082969","0.224723925723815"
"Big worries","2003","Baden-Württemberg","Not Employed","191","0.226038601276323","0.198620947520049","0.253456255032597"
"Big worries","2003","Baden-Württemberg","Employed","341","0.215581581307765","0.196493945619207","0.234669216996322"
"Big worries","2003","Bavaria","Not Employed","196","0.180841162889437","0.157381566956217","0.204300758822657"
"Big worries","2003","Bavaria","Employed","459","0.231577920171535","0.213431836515592","0.249724003827478"
"Big worries","2003","Berlin","Not Employed","121","0.402104331343546","0.346804131751708","0.457404530935384"
"Big worries","2003","Berlin","Employed","166","0.321903953715612","0.281977201878063","0.361830705553161"
"Big worries","2003","Brandenburg","Not Employed","106","0.283146365007081","0.238884745937885","0.327407984076278"
"Big worries","2003","Brandenburg","Employed","127","0.233661425985224","0.198199829597325","0.269123022373123"
"Big worries","2003","Mecklenburg-Western Pomerania","Not Employed","48","0.257651721868318","0.194800750193569","0.320502693543066"
"Big worries","2003","Mecklenburg-Western Pomerania","Employed","87","0.246223992765816","0.200021947929211","0.292426037602421"
"Big worries","2003","Saxony","Not Employed","141","0.230899148311619","0.197781788215774","0.264016508407464"
"Big worries","2003","Saxony","Employed","185","0.168567719606995","0.14518846704356","0.191946972170429"
"Big worries","2003","Saxony-Anhalt","Not Employed","89","0.223945650339734","0.183193319910167","0.264697980769301"
"Big worries","2003","Saxony-Anhalt","Employed","134","0.231077076498845","0.195258187485456","0.266895965512234"
"Big worries","2003","Thuringia","Not Employed","122","0.336317218017948","0.288939816673864","0.383694619362033"
"Big worries","2003","Thuringia","Employed","135","0.216288071559149","0.182577563902016","0.249998579216282"
"Some worries","2003","Schleswig-Holstein","Not Employed","98","0.436263668417961","0.374292016417263","0.498235320418659"
"Some worries","2003","Schleswig-Holstein","Employed","198","0.519103466324716","0.471433521053456","0.566773411595976"
"Some worries","2003","Hamburg","Not Employed","58","0.52034071981098","0.426119972250845","0.614561467371116"
"Some worries","2003","Hamburg","Employed","112","0.593928094124293","0.523161118883228","0.664695069365358"
"Some worries","2003","Lower Saxony","Not Employed","379","0.529910196019995","0.493275307032901","0.566545085007089"
"Some worries","2003","Lower Saxony","Employed","686","0.545107101413563","0.516873931825114","0.573340271002011"
"Some worries","2003","Bremen","Not Employed","27","","",""
"Some worries","2003","Bremen","Employed","54","0.549991867763976","0.454378253216397","0.645605482311556"
"Some worries","2003","North Rhine-Westphalia","Not Employed","899","0.490782383199285","0.46729985253842","0.514264913860151"
"Some worries","2003","North Rhine-Westphalia","Employed","1620","0.561483812118865","0.543383497075237","0.579584127162492"
"Some worries","2003","Hesse","Not Employed","244","0.490195597509112","0.44552085615089","0.534870338867335"
"Some worries","2003","Hesse","Employed","605","0.590318912955506","0.560035161392375","0.620602664518638"
"Some worries","2003","Rhineland-Palatinate,Saarland","Not Employed","259","0.46494910046254","0.422920036907504","0.506978164017576"
"Some worries","2003","Rhineland-Palatinate,Saarland","Employed","433","0.535013527819096","0.500494111190421","0.56953294444777"
"Some worries","2003","Baden-Württemberg","Not Employed","504","0.57820893844365","0.545836872365577","0.610581004521723"
"Some worries","2003","Baden-Württemberg","Employed","1017","0.574535268184327","0.551586332492411","0.597484203876244"
"Some worries","2003","Bavaria","Not Employed","608","0.588822644171149","0.558831387203194","0.618813901139104"
"Some worries","2003","Bavaria","Employed","1174","0.56720234127576","0.545889277955414","0.588515404596106"
"Some worries","2003","Berlin","Not Employed","147","0.478305240763564","0.421966721767084","0.534643759760044"
"Some worries","2003","Berlin","Employed","305","0.579415408979418","0.537228576543611","0.621602241415225"
"Some worries","2003","Brandenburg","Not Employed","223","0.53401536724306","0.485007113306644","0.583023621179476"
"Some worries","2003","Brandenburg","Employed","347","0.617689023768193","0.576965274645087","0.658412772891298"
"Some worries","2003","Mecklenburg-Western Pomerania","Not Employed","109","0.587091453781806","0.516334124199942","0.65784878336367"
"Some worries","2003","Mecklenburg-Western Pomerania","Employed","203","0.597957419084665","0.545374340023981","0.65054049814535"
"Some worries","2003","Saxony","Not Employed","338","0.517321333533181","0.478051221073404","0.556591445992958"
"Some worries","2003","Saxony","Employed","608","0.624457814115828","0.594215787385768","0.654699840845887"
"Some worries","2003","Saxony-Anhalt","Not Employed","241","0.586206169403685","0.538061050621326","0.634351288186044"
"Some worries","2003","Saxony-Anhalt","Employed","306","0.557780956136679","0.515578003478499","0.599983908794859"
"Some worries","2003","Thuringia","Not Employed","207","0.516794745448927","0.466682798258863","0.566906692638991"
"Some worries","2003","Thuringia","Employed","334","0.612654254418907","0.572767573220393","0.65254093561742"
"No worries","2003","Schleswig-Holstein","Not Employed","116","0.435885591528236","0.373920029884175","0.497851153172298"
"No worries","2003","Schleswig-Holstein","Employed","149","0.316862636640531","0.272473019324602","0.361252253956461"
"No worries","2003","Hamburg","Not Employed","34","0.316886171168562","0.229138743191895","0.40463359914523"
"No worries","2003","Hamburg","Employed","44","0.261461627124454","0.198139901849478","0.32478335239943"
"No worries","2003","Lower Saxony","Not Employed","185","0.250788020337273","0.218971031454345","0.282605009220202"
"No worries","2003","Lower Saxony","Employed","222","0.198985680057734","0.176349914340621","0.221621445774847"
"No worries","2003","Bremen","Not Employed","18","","",""
"No worries","2003","Bremen","Employed","23","","",""
"No worries","2003","North Rhine-Westphalia","Not Employed","418","0.242541832933656","0.22240823648945","0.262675429377861"
"No worries","2003","North Rhine-Westphalia","Employed","544","0.182725723575802","0.168629315645179","0.196822131506424"
"No worries","2003","Hesse","Not Employed","138","0.317637951323114","0.27603260147893","0.359243301167298"
"No worries","2003","Hesse","Employed","222","0.210848333135359","0.185728966000558","0.235967700270161"
"No worries","2003","Rhineland-Palatinate,Saarland","Not Employed","173","0.321841274160826","0.282473940148084","0.361208608173567"
"No worries","2003","Rhineland-Palatinate,Saarland","Employed","206","0.267798977777512","0.237152502693101","0.298445452861924"
"No worries","2003","Baden-Württemberg","Not Employed","199","0.195752460280027","0.169743211023505","0.221761709536549"
"No worries","2003","Baden-Württemberg","Employed","425","0.209883150507908","0.190981189260333","0.228785111755483"
