"plj0047","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Some worries","1993","16-34 y.","lower secondary degree","159","0.332956145366132","0.287723626314245","0.378188664418019"
"Some worries","1993","16-34 y.","secondary school degree","48","0.326498452226078","0.243287970136055","0.409708934316101"
"Some worries","1993","16-34 y.","college entrance qualification","","","",""
"Some worries","1993","16-34 y.","Other degree","80","0.448414418774816","0.377323291087693","0.519505546461939"
"Some worries","1993","16-34 y.","no degree/no degree yet","63","0.430170914846114","0.351202677310405","0.509139152381823"
"Some worries","1993","35-65 y.","lower secondary degree","","","",""
"Some worries","1993","35-65 y.","secondary school degree","","","",""
"Some worries","1993","35-65 y.","college entrance qualification","","","",""
"Some worries","1993","35-65 y.","Other degree","285","0.421805946617687","0.383693977040645","0.459917916194728"
"Some worries","1993","35-65 y.","no degree/no degree yet","164","0.38315473838537","0.336880382790564","0.429429093980175"
"Some worries","1993","66 and older","lower secondary degree","","","",""
"Some worries","1993","66 and older","secondary school degree","","","",""
"Some worries","1993","66 and older","college entrance qualification","","","",""
"Some worries","1993","66 and older","Other degree","","","",""
"Some worries","1993","66 and older","no degree/no degree yet","","","",""
"No worries","1993","16-34 y.","lower secondary degree","44","0.0843037553791374","0.0576364434689102","0.110971067289365"
"No worries","1993","16-34 y.","secondary school degree","","","",""
"No worries","1993","16-34 y.","college entrance qualification","","","",""
"No worries","1993","16-34 y.","Other degree","","","",""
"No worries","1993","16-34 y.","no degree/no degree yet","","","",""
"No worries","1993","35-65 y.","lower secondary degree","","","",""
"No worries","1993","35-65 y.","secondary school degree","","","",""
"No worries","1993","35-65 y.","college entrance qualification","","","",""
"No worries","1993","35-65 y.","Other degree","81","0.130273792134711","0.104296849229179","0.156250735040243"
"No worries","1993","35-65 y.","no degree/no degree yet","60","0.113263125571088","0.0830978832689987","0.143428367873177"
"No worries","1993","66 and older","lower secondary degree","","","",""
"No worries","1993","66 and older","secondary school degree","","","",""
"No worries","1993","66 and older","college entrance qualification","","","",""
"No worries","1993","66 and older","Other degree","","","",""
"No worries","1993","66 and older","no degree/no degree yet","","","",""
"Big worries","1994","16-34 y.","lower secondary degree","177","0.483323845847077","0.433211500384789","0.533436191309365"
"Big worries","1994","16-34 y.","secondary school degree","56","0.52111081930636","0.429004075972793","0.613217562639928"
"Big worries","1994","16-34 y.","college entrance qualification","40","0.560785605609372","0.449207751153954","0.67236346006479"
"Big worries","1994","16-34 y.","Other degree","80","0.434042592191293","0.358187591676291","0.509897592706295"
"Big worries","1994","16-34 y.","no degree/no degree yet","72","0.588018260427471","0.507628407342927","0.668408113512015"
"Big worries","1994","35-65 y.","lower secondary degree","","","",""
"Big worries","1994","35-65 y.","secondary school degree","","","",""
"Big worries","1994","35-65 y.","college entrance qualification","","","",""
"Big worries","1994","35-65 y.","Other degree","260","0.464531415227518","0.425017785759526","0.504045044695509"
"Big worries","1994","35-65 y.","no degree/no degree yet","175","0.463734848427619","0.414556470768948","0.512913226086289"
"Big worries","1994","66 and older","lower secondary degree","","","",""
"Big worries","1994","66 and older","secondary school degree","","","",""
"Big worries","1994","66 and older","college entrance qualification","","","",""
"Big worries","1994","66 and older","Other degree","","","",""
"Big worries","1994","66 and older","no degree/no degree yet","","","",""
"Some worries","1994","16-34 y.","lower secondary degree","167","0.421929265402951","0.372404009760667","0.471454521045235"
"Some worries","1994","16-34 y.","secondary school degree","45","0.34168100328024","0.254235500360609","0.429126506199871"
"Some worries","1994","16-34 y.","college entrance qualification","30","0.380517861450321","0.27136296725863","0.489672755642013"
"Some worries","1994","16-34 y.","Other degree","67","0.453009779662139","0.376824733209955","0.529194826114324"
"Some worries","1994","16-34 y.","no degree/no degree yet","58","0.35766109059926","0.279374963562816","0.435947217635704"
"Some worries","1994","35-65 y.","lower secondary degree","","","",""
"Some worries","1994","35-65 y.","secondary school degree","","","",""
"Some worries","1994","35-65 y.","college entrance qualification","","","",""
"Some worries","1994","35-65 y.","Other degree","262","0.396520840024919","0.357765055977042","0.435276624072795"
"Some worries","1994","35-65 y.","no degree/no degree yet","174","0.448167291807348","0.399124708191447","0.497209875423249"
"Some worries","1994","66 and older","lower secondary degree","","","",""
"Some worries","1994","66 and older","secondary school degree","","","",""
"Some worries","1994","66 and older","college entrance qualification","","","",""
"Some worries","1994","66 and older","Other degree","","","",""
"Some worries","1994","66 and older","no degree/no degree yet","","","",""
"No worries","1994","16-34 y.","lower secondary degree","38","0.0947468887499717","0.0653782443028232","0.12411553319712"
"No worries","1994","16-34 y.","secondary school degree","","","",""
"No worries","1994","16-34 y.","college entrance qualification","","","",""
"No worries","1994","16-34 y.","Other degree","","","",""
"No worries","1994","16-34 y.","no degree/no degree yet","","","",""
"No worries","1994","35-65 y.","lower secondary degree","","","",""
"No worries","1994","35-65 y.","secondary school degree","","","",""
"No worries","1994","35-65 y.","college entrance qualification","","","",""
"No worries","1994","35-65 y.","Other degree","90","0.138947744747563","0.111543812487411","0.166351677007716"
"No worries","1994","35-65 y.","no degree/no degree yet","46","0.0880978597650334","0.0601462812034188","0.116049438326648"
"No worries","1994","66 and older","lower secondary degree","","","",""
"No worries","1994","66 and older","secondary school degree","","","",""
"No worries","1994","66 and older","college entrance qualification","","","",""
"No worries","1994","66 and older","Other degree","","","",""
"No worries","1994","66 and older","no degree/no degree yet","","","",""
"Big worries","1995","16-34 y.","lower secondary degree","146","0.483747727659937","0.430706769761588","0.536788685558286"
"Big worries","1995","16-34 y.","secondary school degree","44","0.404216664065664","0.313735089002901","0.494698239128427"
"Big worries","1995","16-34 y.","college entrance qualification","31","0.399268142947151","0.289161389743585","0.509374896150718"
"Big worries","1995","16-34 y.","Other degree","69","0.456752566788672","0.374532490672158","0.538972642905186"
"Big worries","1995","16-34 y.","no degree/no degree yet","51","0.491036957696514","0.400836799045043","0.581237116347985"
"Big worries","1995","35-65 y.","lower secondary degree","","","",""
"Big worries","1995","35-65 y.","secondary school degree","","","",""
"Big worries","1995","35-65 y.","college entrance qualification","","","",""
"Big worries","1995","35-65 y.","Other degree","212","0.431982322224498","0.390733920814987","0.473230723634008"
"Big worries","1995","35-65 y.","no degree/no degree yet","145","0.418600250985935","0.36771034456819","0.469490157403681"
"Big worries","1995","66 and older","lower secondary degree","","","",""
"Big worries","1995","66 and older","secondary school degree","","","",""
"Big worries","1995","66 and older","college entrance qualification","","","",""
"Big worries","1995","66 and older","Other degree","","","",""
"Big worries","1995","66 and older","no degree/no degree yet","","","",""
"Some worries","1995","16-34 y.","lower secondary degree","161","0.4345658000953","0.381953206615783","0.487178393574818"
"Some worries","1995","16-34 y.","secondary school degree","57","0.481237890886199","0.389113866780525","0.573361914991873"
"Some worries","1995","16-34 y.","college entrance qualification","33","0.440250998386154","0.328644846685647","0.551857150086661"
"Some worries","1995","16-34 y.","Other degree","53","0.395872616225078","0.315152732764358","0.476592499685798"
"Some worries","1995","16-34 y.","no degree/no degree yet","57","0.42407850134268","0.334909919221604","0.513247083463756"
"Some worries","1995","35-65 y.","lower secondary degree","","","",""
"Some worries","1995","35-65 y.","secondary school degree","","","",""
"Some worries","1995","35-65 y.","college entrance qualification","","","",""
"Some worries","1995","35-65 y.","Other degree","246","0.390652403193437","0.350024817954868","0.431279988432007"
"Some worries","1995","35-65 y.","no degree/no degree yet","166","0.45342999641341","0.402076205279656","0.504783787547165"
"Some worries","1995","66 and older","lower secondary degree","","","",""
"Some worries","1995","66 and older","secondary school degree","","","",""
"Some worries","1995","66 and older","college entrance qualification","","","",""
"Some worries","1995","66 and older","Other degree","","","",""
"Some worries","1995","66 and older","no degree/no degree yet","","","",""
"No worries","1995","16-34 y.","lower secondary degree","34","0.0816864722447623","0.0526167111290745","0.11075623336045"
"No worries","1995","16-34 y.","secondary school degree","","","",""
"No worries","1995","16-34 y.","college entrance qualification","","","",""
"No worries","1995","16-34 y.","Other degree","","","",""
"No worries","1995","16-34 y.","no degree/no degree yet","","","",""
"No worries","1995","35-65 y.","lower secondary degree","","","",""
"No worries","1995","35-65 y.","secondary school degree","","","",""
"No worries","1995","35-65 y.","college entrance qualification","","","",""
"No worries","1995","35-65 y.","Other degree","96","0.177365274582065","0.145557665477942","0.209172883686187"
"No worries","1995","35-65 y.","no degree/no degree yet","50","0.127969752600654","0.0935098591848472","0.162429646016462"
"No worries","1995","66 and older","lower secondary degree","","","",""
"No worries","1995","66 and older","secondary school degree","","","",""
"No worries","1995","66 and older","college entrance qualification","","","",""
"No worries","1995","66 and older","Other degree","","","",""
"No worries","1995","66 and older","no degree/no degree yet","","","",""
"Big worries","1996","16-34 y.","lower secondary degree","445","0.35266093050831","0.326236973416254","0.379084887600365"
"Big worries","1996","16-34 y.","secondary school degree","460","0.26867885178369","0.247284035023127","0.290073668544253"
"Big worries","1996","16-34 y.","college entrance qualification","214","0.255498479127494","0.226747746703608","0.284249211551381"
"Big worries","1996","16-34 y.","Other degree","103","0.375671701243107","0.317472366051078","0.433871036435137"
"Big worries","1996","16-34 y.","no degree/no degree yet","119","0.306682381653386","0.26074109644934","0.352623666857432"
"Big worries","1996","35-65 y.","lower secondary degree","886","0.317845463703449","0.30076819609743","0.334922731309467"
"Big worries","1996","35-65 y.","secondary school degree","398","0.242306465732869","0.221823467551189","0.26278946391455"
"Big worries","1996","35-65 y.","college entrance qualification","199","0.207263604753815","0.180648072145213","0.233879137362417"
"Big worries","1996","35-65 y.","Other degree","281","0.390470119798375","0.356123133030629","0.424817106566122"
"Big worries","1996","35-65 y.","no degree/no degree yet","148","0.427810002969507","0.377999137911299","0.477620868027715"
"Big worries","1996","66 and older","lower secondary degree","341","0.317521901924726","0.290111878051334","0.344931925798119"
"Big worries","1996","66 and older","secondary school degree","68","0.298487375937163","0.237463196995559","0.359511554878767"
"Big worries","1996","66 and older","college entrance qualification","30","0.290200115512541","0.206887183645542","0.373513047379539"
"Big worries","1996","66 and older","Other degree","","","",""
"Big worries","1996","66 and older","no degree/no degree yet","","","",""
"Some worries","1996","16-34 y.","lower secondary degree","607","0.494858765163115","0.467208435368744","0.522509094957485"
"Some worries","1996","16-34 y.","secondary school degree","927","0.564264757626861","0.540332119729215","0.588197395524508"
"Some worries","1996","16-34 y.","college entrance qualification","533","0.601193536434669","0.568915269849249","0.633471803020088"
"Some worries","1996","16-34 y.","Other degree","131","0.533124030420548","0.473169478359652","0.593078582481444"
"Some worries","1996","16-34 y.","no degree/no degree yet","202","0.529122083616337","0.479391367403584","0.578852799829091"
"Some worries","1996","35-65 y.","lower secondary degree","1494","0.518987109452495","0.500662883745508","0.537311335159481"
"Some worries","1996","35-65 y.","secondary school degree","959","0.569761093963293","0.546092880926121","0.593429307000465"
"Some worries","1996","35-65 y.","college entrance qualification","533","0.615412839436251","0.583468794656391","0.647356884216111"
"Some worries","1996","35-65 y.","Other degree","401","0.475262101777102","0.440103220511701","0.510420983042503"
"Some worries","1996","35-65 y.","no degree/no degree yet","182","0.42893060816252","0.379103412305447","0.478757804019593"
"Some worries","1996","66 and older","lower secondary degree","523","0.456241524947706","0.426913782387357","0.485569267508056"
"Some worries","1996","66 and older","secondary school degree","105","0.507566302383979","0.440894608623529","0.574237996144428"
"Some worries","1996","66 and older","college entrance qualification","61","0.527254703112362","0.435607438952923","0.618901967271801"
"Some worries","1996","66 and older","Other degree","","","",""
"Some worries","1996","66 and older","no degree/no degree yet","","","",""
"No worries","1996","16-34 y.","lower secondary degree","204","0.152480304328576","0.132599449861148","0.172361158796004"
"No worries","1996","16-34 y.","secondary school degree","262","0.167056390589449","0.149052054541953","0.185060726636944"
"No worries","1996","16-34 y.","college entrance qualification","137","0.143307984437837","0.12021024317778","0.166405725697894"
"No worries","1996","16-34 y.","Other degree","32","0.0912042683363447","0.0566065073688065","0.125802029303883"
"No worries","1996","16-34 y.","no degree/no degree yet","66","0.164195534730276","0.127287100352255","0.201103969108298"
"No worries","1996","35-65 y.","lower secondary degree","476","0.163167426844056","0.149615376383087","0.176719477305026"
"No worries","1996","35-65 y.","secondary school degree","324","0.187932440303838","0.169257415310256","0.20660746529742"
"No worries","1996","35-65 y.","college entrance qualification","159","0.177323555809934","0.152244742305813","0.202402369314055"
"No worries","1996","35-65 y.","Other degree","93","0.134267778424523","0.11026425849709","0.158271298351955"
"No worries","1996","35-65 y.","no degree/no degree yet","49","0.143259388867973","0.107988637619994","0.178530140115951"
"No worries","1996","66 and older","lower secondary degree","244","0.226236573127567","0.201600940631356","0.250872205623778"
"No worries","1996","66 and older","secondary school degree","43","0.193946321678858","0.141217997200421","0.246674646157296"
"No worries","1996","66 and older","college entrance qualification","","","",""
"No worries","1996","66 and older","Other degree","","","",""
"No worries","1996","66 and older","no degree/no degree yet","","","",""
"Big worries","1997","16-34 y.","lower secondary degree","443","0.356516206967387","0.32940511909099","0.383627294843785"
"Big worries","1997","16-34 y.","secondary school degree","471","0.311218272868607","0.288360003982194","0.334076541755021"
"Big worries","1997","16-34 y.","college entrance qualification","187","0.222107080476912","0.19478345514611","0.249430705807714"
"Big worries","1997","16-34 y.","Other degree","109","0.419150240147163","0.35592988531488","0.482370594979445"
"Big worries","1997","16-34 y.","no degree/no degree yet","107","0.243388297586319","0.201281906804252","0.285494688368385"
"Big worries","1997","35-65 y.","lower secondary degree","945","0.342723859407043","0.325077711249392","0.360370007564693"
"Big worries","1997","35-65 y.","secondary school degree","440","0.251800590716201","0.231394479101964","0.272206702330438"
"Big worries","1997","35-65 y.","college entrance qualification","187","0.216871617092624","0.190241564850672","0.243501669334576"
"Big worries","1997","35-65 y.","Other degree","249","0.371040748727581","0.335876515949609","0.406204981505554"
"Big worries","1997","35-65 y.","no degree/no degree yet","139","0.387263125354403","0.337357715127553","0.437168535581254"
"Big worries","1997","66 and older","lower secondary degree","356","0.31631512567329","0.28926071201898","0.343369539327599"
"Big worries","1997","66 and older","secondary school degree","67","0.332308595978907","0.26860013351759","0.396017058440224"
"Big worries","1997","66 and older","college entrance qualification","","","",""
"Big worries","1997","66 and older","Other degree","","","",""
"Big worries","1997","66 and older","no degree/no degree yet","","","",""
"Some worries","1997","16-34 y.","lower secondary degree","554","0.469230440470031","0.440982642894642","0.49747823804542"
"Some worries","1997","16-34 y.","secondary school degree","799","0.494187440460008","0.469503718787072","0.518871162132945"
"Some worries","1997","16-34 y.","college entrance qualification","545","0.612252446352722","0.580223916217957","0.644280976487487"
"Some worries","1997","16-34 y.","Other degree","86","0.342781409333339","0.281967389387624","0.403595429279054"
"Some worries","1997","16-34 y.","no degree/no degree yet","220","0.551948330167512","0.50315337703655","0.600743283298475"
"Some worries","1997","35-65 y.","lower secondary degree","1367","0.487507644979648","0.468923686410851","0.506091603548445"
"Some worries","1997","35-65 y.","secondary school degree","938","0.541716046784313","0.51829122040944","0.565140873159186"
"Some worries","1997","35-65 y.","college entrance qualification","566","0.603962309160465","0.572359378693432","0.635565239627498"
"Some worries","1997","35-65 y.","Other degree","375","0.479287181140059","0.442922806015648","0.51565155626447"
"Some worries","1997","35-65 y.","no degree/no degree yet","166","0.465431633314105","0.414329724269252","0.516533542358958"
"Some worries","1997","66 and older","lower secondary degree","547","0.471381293553532","0.442340559078745","0.500422028028318"
"Some worries","1997","66 and older","secondary school degree","102","0.454513744152058","0.387168976302638","0.521858512001479"
"Some worries","1997","66 and older","college entrance qualification","69","0.523671739844033","0.433558245545422","0.613785234142645"
"Some worries","1997","66 and older","Other degree","31","0.717217383716808","0.59819777886906","0.836236988564556"
"Some worries","1997","66 and older","no degree/no degree yet","","","",""
"No worries","1997","16-34 y.","lower secondary degree","202","0.174253352562581","0.152782342262344","0.195724362862819"
"No worries","1997","16-34 y.","secondary school degree","306","0.194594286671384","0.175048984904851","0.214139588437917"
"No worries","1997","16-34 y.","college entrance qualification","157","0.165640473170366","0.141202957325598","0.190077989015133"
"No worries","1997","16-34 y.","Other degree","39","0.238068350519499","0.183498972880231","0.292637728158766"
"No worries","1997","16-34 y.","no degree/no degree yet","72","0.204663372246169","0.165075952330404","0.244250792161934"
"No worries","1997","35-65 y.","lower secondary degree","467","0.169768495613309","0.15581021347703","0.183726777749589"
"No worries","1997","35-65 y.","secondary school degree","360","0.206483362499486","0.187453144848678","0.225513580150294"
"No worries","1997","35-65 y.","college entrance qualification","167","0.179166073746911","0.1543855937294","0.203946553764421"
"No worries","1997","35-65 y.","Other degree","101","0.149672070132359","0.123703819592375","0.175640320672344"
"No worries","1997","35-65 y.","no degree/no degree yet","61","0.147305241331492","0.110996311808225","0.183614170854759"
"No worries","1997","66 and older","lower secondary degree","232","0.212303580773179","0.188512824083187","0.236094337463171"
"No worries","1997","66 and older","secondary school degree","41","0.213177659869035","0.157785585403009","0.268569734335061"
"No worries","1997","66 and older","college entrance qualification","","","",""
"No worries","1997","66 and older","Other degree","","","",""
"No worries","1997","66 and older","no degree/no degree yet","","","",""
"Big worries","1998","16-34 y.","lower secondary degree","402","0.346358772292841","0.319245088117536","0.373472456468146"
"Big worries","1998","16-34 y.","secondary school degree","492","0.301696847292343","0.279570024813739","0.323823669770946"
"Big worries","1998","16-34 y.","college entrance qualification","227","0.24851013061716","0.221342699627166","0.275677561607154"
"Big worries","1998","16-34 y.","Other degree","84","0.38268202838008","0.318456121618378","0.446907935141783"
"Big worries","1998","16-34 y.","no degree/no degree yet","112","0.272545766680393","0.228964639076872","0.316126894283913"
"Big worries","1998","35-65 y.","lower secondary degree","1073","0.357944367648009","0.34107684508287","0.374811890213147"
"Big worries","1998","35-65 y.","secondary school degree","465","0.231561100676103","0.212804714582106","0.2503174867701"
"Big worries","1998","35-65 y.","college entrance qualification","218","0.200559332501897","0.176600658055393","0.224518006948401"
"Big worries","1998","35-65 y.","Other degree","256","0.392588552820734","0.356361693720706","0.428815411920761"
"Big worries","1998","35-65 y.","no degree/no degree yet","138","0.459275295324912","0.406613759792176","0.511936830857648"
"Big worries","1998","66 and older","lower secondary degree","420","0.333740844797105","0.307786220922309","0.359695468671901"
"Big worries","1998","66 and older","secondary school degree","86","0.353585478815534","0.292719209897919","0.41445174773315"
"Big worries","1998","66 and older","college entrance qualification","31","0.268637848843619","0.191242892483531","0.346032805203706"
"Big worries","1998","66 and older","Other degree","","","",""
"Big worries","1998","66 and older","no degree/no degree yet","","","",""
"Some worries","1998","16-34 y.","lower secondary degree","573","0.478122763187575","0.449657866873051","0.506587659502099"
"Some worries","1998","16-34 y.","secondary school degree","834","0.500536455912778","0.476432883274057","0.524640028551499"
"Some worries","1998","16-34 y.","college entrance qualification","564","0.585453530841292","0.554483061739026","0.616423999943559"
"Some worries","1998","16-34 y.","Other degree","97","0.380973218488119","0.316802235290509","0.445144201685729"
"Some worries","1998","16-34 y.","no degree/no degree yet","215","0.50571379965586","0.45677902982338","0.554648569488341"
"Some worries","1998","35-65 y.","lower secondary degree","1487","0.471864831626845","0.454300219964106","0.489429443289585"
"Some worries","1998","35-65 y.","secondary school degree","1068","0.569870168107524","0.547856144173008","0.59188419204204"
"Some worries","1998","35-65 y.","college entrance qualification","623","0.582145117843823","0.552634615645249","0.611655620042396"
"Some worries","1998","35-65 y.","Other degree","327","0.437542126950897","0.400739796833277","0.474344457068517"
"Some worries","1998","35-65 y.","no degree/no degree yet","142","0.355818408125526","0.305225781065555","0.406411035185497"
"Some worries","1998","66 and older","lower secondary degree","609","0.474814005047393","0.447328305640937","0.50229970445385"
"Some worries","1998","66 and older","secondary school degree","115","0.480430144539114","0.41682225068064","0.544038038397588"
"Some worries","1998","66 and older","college entrance qualification","80","0.63806736058256","0.554158087611818","0.721976633553303"
"Some worries","1998","66 and older","Other degree","35","0.526756929793683","0.406302331474346","0.64721152811302"
"Some worries","1998","66 and older","no degree/no degree yet","","","",""
"No worries","1998","16-34 y.","lower secondary degree","208","0.175518464519584","0.153841044569989","0.197195884469179"
"No worries","1998","16-34 y.","secondary school degree","327","0.19776669679488","0.178565045101028","0.216968348488731"
"No worries","1998","16-34 y.","college entrance qualification","181","0.166036338541547","0.142643113641479","0.189429563441616"
"No worries","1998","16-34 y.","Other degree","39","0.236344753131801","0.180206563487069","0.292482942776532"
"No worries","1998","16-34 y.","no degree/no degree yet","74","0.221740433663747","0.18108106930871","0.262399798018783"
"No worries","1998","35-65 y.","lower secondary degree","543","0.170190800725146","0.156968276645822","0.18341332480447"
"No worries","1998","35-65 y.","secondary school degree","410","0.198568731216373","0.180830910433958","0.216306551998789"
"No worries","1998","35-65 y.","college entrance qualification","232","0.21729554965428","0.192619675453476","0.241971423855085"
"No worries","1998","35-65 y.","Other degree","115","0.169869320228369","0.142011246304343","0.197727394152395"
"No worries","1998","35-65 y.","no degree/no degree yet","64","0.184906296549562","0.143881306063942","0.225931287035181"
"No worries","1998","66 and older","lower secondary degree","239","0.191445150155502","0.169789790950396","0.213100509360609"
"No worries","1998","66 and older","secondary school degree","36","0.165984376645352","0.11861533295957","0.213353420331134"
"No worries","1998","66 and older","college entrance qualification","","","",""
"No worries","1998","66 and older","Other degree","","","",""
"No worries","1998","66 and older","no degree/no degree yet","","","",""
"Big worries","1999","16-34 y.","lower secondary degree","341","0.310581075822539","0.283860184133813","0.337301967511265"
"Big worries","1999","16-34 y.","secondary school degree","474","0.310241769875188","0.287511134187596","0.33297240556278"
"Big worries","1999","16-34 y.","college entrance qualification","307","0.326690330548105","0.297281593444317","0.356099067651893"
"Big worries","1999","16-34 y.","Other degree","58","0.274919268239334","0.211601269596467","0.338237266882201"
"Big worries","1999","16-34 y.","no degree/no degree yet","130","0.297818732213064","0.252375008015915","0.343262456410214"
"Big worries","1999","35-65 y.","lower secondary degree","918","0.312754425814385","0.296292919541394","0.329215932087376"
"Big worries","1999","35-65 y.","secondary school degree","592","0.307777941574609","0.287698966774478","0.32785691637474"
"Big worries","1999","35-65 y.","college entrance qualification","365","0.321869418789839","0.294348000985175","0.349390836594503"
"Big worries","1999","35-65 y.","Other degree","206","0.332891205570117","0.297314343772834","0.3684680673674"
"Big worries","1999","35-65 y.","no degree/no degree yet","108","0.336547587153673","0.284935872829856","0.38815930147749"
"Big worries","1999","66 and older","lower secondary degree","327","0.233357790540581","0.210347703564465","0.256367877516698"
"Big worries","1999","66 and older","secondary school degree","64","0.288618827598684","0.230186173427667","0.347051481769702"
"Big worries","1999","66 and older","college entrance qualification","","","",""
"Big worries","1999","66 and older","Other degree","","","",""
"Big worries","1999","66 and older","no degree/no degree yet","","","",""
"Some worries","1999","16-34 y.","lower secondary degree","608","0.512850175982228","0.483986716640535","0.541713635323922"
"Some worries","1999","16-34 y.","secondary school degree","904","0.544828425754723","0.520358624248127","0.56929822726132"
"Some worries","1999","16-34 y.","college entrance qualification","561","0.564245952265626","0.533153444585171","0.595338459946082"
"Some worries","1999","16-34 y.","Other degree","96","0.509194593694217","0.438297575756512","0.580091611631922"
"Some worries","1999","16-34 y.","no degree/no degree yet","194","0.506707191033122","0.457024602344195","0.556389779722048"
"Some worries","1999","35-65 y.","lower secondary degree","1705","0.55097544224055","0.533314534090091","0.568636350391008"
"Some worries","1999","35-65 y.","secondary school degree","1192","0.566497536609248","0.544940211582794","0.588054861635703"
"Some worries","1999","35-65 y.","college entrance qualification","626","0.553865709764222","0.52458313086032","0.583148288668124"
"Some worries","1999","35-65 y.","Other degree","348","0.490320115975294","0.452579694589709","0.528060537360878"
"Some worries","1999","35-65 y.","no degree/no degree yet","145","0.468901891350034","0.414395362602939","0.523408420097128"
