"plj0047","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"No worries","1992","(2b) intermediate general qualification","West Germany","13","","",""
"No worries","1992","(2b) intermediate general qualification","East Germany","","","",""
"No worries","1992","(2a) intermediate vocational","West Germany","9","","",""
"No worries","1992","(2a) intermediate vocational","East Germany","","","",""
"No worries","1992","(2c_gen) general maturity certificate","West Germany","9","","",""
"No worries","1992","(2c_gen) general maturity certificate","East Germany","","","",""
"No worries","1992","(2c_voc) vocational maturity certificate","West Germany","12","","",""
"No worries","1992","(2c_voc) vocational maturity certificate","East Germany","","","",""
"No worries","1992","(3a) lower tertiary education","West Germany","1","","",""
"No worries","1992","(3a) lower tertiary education","East Germany","","","",""
"No worries","1992","(3b) higher tertiary education","West Germany","3","","",""
"No worries","1992","(3b) higher tertiary education","East Germany","","","",""
"Big worries","1993","(0) in school","West Germany","21","","",""
"Big worries","1993","(0) in school","East Germany","","","",""
"Big worries","1993","(1a) inadequately completed","West Germany","263","0.50768533948743","0.466204294640091","0.549166384334769"
"Big worries","1993","(1a) inadequately completed","East Germany","","","",""
"Big worries","1993","(1b) general elementary school","West Germany","355","0.532119122089429","0.495773601906312","0.568464642272545"
"Big worries","1993","(1b) general elementary school","East Germany","","","",""
"Big worries","1993","(1c) basic vocational qualification","West Germany","176","0.436995166121417","0.389948534829119","0.484041797413715"
"Big worries","1993","(1c) basic vocational qualification","East Germany","","","",""
"Big worries","1993","(2b) intermediate general qualification","West Germany","33","0.515621513792201","0.400979290852935","0.630263736731467"
"Big worries","1993","(2b) intermediate general qualification","East Germany","","","",""
"Big worries","1993","(2a) intermediate vocational","West Germany","24","","",""
"Big worries","1993","(2a) intermediate vocational","East Germany","","","",""
"Big worries","1993","(2c_gen) general maturity certificate","West Germany","56","0.531604255898395","0.436159046248535","0.627049465548256"
"Big worries","1993","(2c_gen) general maturity certificate","East Germany","","","",""
"Big worries","1993","(2c_voc) vocational maturity certificate","West Germany","44","0.438631607385397","0.33495501969844","0.542308195072354"
"Big worries","1993","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Big worries","1993","(3a) lower tertiary education","West Germany","3","","",""
"Big worries","1993","(3a) lower tertiary education","East Germany","","","",""
"Big worries","1993","(3b) higher tertiary education","West Germany","15","","",""
"Big worries","1993","(3b) higher tertiary education","East Germany","","","",""
"Some worries","1993","(0) in school","West Germany","20","","",""
"Some worries","1993","(0) in school","East Germany","","","",""
"Some worries","1993","(1a) inadequately completed","West Germany","219","0.382463892506337","0.342140469669413","0.422787315343262"
"Some worries","1993","(1a) inadequately completed","East Germany","","","",""
"Some worries","1993","(1b) general elementary school","West Germany","287","0.359263119233557","0.324314905153086","0.394211333314028"
"Some worries","1993","(1b) general elementary school","East Germany","","","",""
"Some worries","1993","(1c) basic vocational qualification","West Germany","198","0.442455662678865","0.395346136411898","0.489565188945831"
"Some worries","1993","(1c) basic vocational qualification","East Germany","","","",""
"Some worries","1993","(2b) intermediate general qualification","West Germany","30","0.360397542026059","0.250260696589681","0.470534387462437"
"Some worries","1993","(2b) intermediate general qualification","East Germany","","","",""
"Some worries","1993","(2a) intermediate vocational","West Germany","17","","",""
"Some worries","1993","(2a) intermediate vocational","East Germany","","","",""
"Some worries","1993","(2c_gen) general maturity certificate","West Germany","42","0.398981121508829","0.305316912094694","0.492645330922964"
"Some worries","1993","(2c_gen) general maturity certificate","East Germany","","","",""
"Some worries","1993","(2c_voc) vocational maturity certificate","West Germany","39","0.516506689995551","0.41209720223879","0.620916177752312"
"Some worries","1993","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Some worries","1993","(3a) lower tertiary education","West Germany","4","","",""
"Some worries","1993","(3a) lower tertiary education","East Germany","","","",""
"Some worries","1993","(3b) higher tertiary education","West Germany","16","","",""
"Some worries","1993","(3b) higher tertiary education","East Germany","","","",""
"No worries","1993","(0) in school","West Germany","","","",""
"No worries","1993","(0) in school","East Germany","","","",""
"No worries","1993","(1a) inadequately completed","West Germany","76","0.109850768006233","0.0839051541021376","0.135796381910328"
"No worries","1993","(1a) inadequately completed","East Germany","","","",""
"No worries","1993","(1b) general elementary school","West Germany","82","0.108617758677014","0.0859524720711784","0.131283045282849"
"No worries","1993","(1b) general elementary school","East Germany","","","",""
"No worries","1993","(1c) basic vocational qualification","West Germany","53","0.120549171199718","0.0896659886036482","0.151432353795789"
"No worries","1993","(1c) basic vocational qualification","East Germany","","","",""
"No worries","1993","(2b) intermediate general qualification","West Germany","10","","",""
"No worries","1993","(2b) intermediate general qualification","East Germany","","","",""
"No worries","1993","(2a) intermediate vocational","West Germany","7","","",""
"No worries","1993","(2a) intermediate vocational","East Germany","","","",""
"No worries","1993","(2c_gen) general maturity certificate","West Germany","7","","",""
"No worries","1993","(2c_gen) general maturity certificate","East Germany","","","",""
"No worries","1993","(2c_voc) vocational maturity certificate","West Germany","5","","",""
"No worries","1993","(2c_voc) vocational maturity certificate","East Germany","","","",""
"No worries","1993","(3a) lower tertiary education","West Germany","1","","",""
"No worries","1993","(3a) lower tertiary education","East Germany","","","",""
"No worries","1993","(3b) higher tertiary education","West Germany","3","","",""
"No worries","1993","(3b) higher tertiary education","East Germany","","","",""
"Big worries","1994","(0) in school","West Germany","26","","",""
"Big worries","1994","(0) in school","East Germany","","","",""
"Big worries","1994","(1a) inadequately completed","West Germany","234","0.479752163540916","0.436853590944554","0.522650736137279"
"Big worries","1994","(1a) inadequately completed","East Germany","","","",""
"Big worries","1994","(1b) general elementary school","West Germany","316","0.510901834143237","0.472822807003414","0.54898086128306"
"Big worries","1994","(1b) general elementary school","East Germany","","","",""
"Big worries","1994","(1c) basic vocational qualification","West Germany","167","0.440220369660133","0.392517441497911","0.487923297822355"
"Big worries","1994","(1c) basic vocational qualification","East Germany","","","",""
"Big worries","1994","(2b) intermediate general qualification","West Germany","32","0.586463932710544","0.463881115791277","0.709046749629812"
"Big worries","1994","(2b) intermediate general qualification","East Germany","","","",""
"Big worries","1994","(2a) intermediate vocational","West Germany","25","","",""
"Big worries","1994","(2a) intermediate vocational","East Germany","","","",""
"Big worries","1994","(2c_gen) general maturity certificate","West Germany","43","0.447736082689274","0.349285240563456","0.546186924815091"
"Big worries","1994","(2c_gen) general maturity certificate","East Germany","","","",""
"Big worries","1994","(2c_voc) vocational maturity certificate","West Germany","42","0.415979590699896","0.311197115813337","0.520762065586456"
"Big worries","1994","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Big worries","1994","(3a) lower tertiary education","West Germany","4","","",""
"Big worries","1994","(3a) lower tertiary education","East Germany","","","",""
"Big worries","1994","(3b) higher tertiary education","West Germany","9","","",""
"Big worries","1994","(3b) higher tertiary education","East Germany","","","",""
"Some worries","1994","(0) in school","West Germany","19","","",""
"Some worries","1994","(0) in school","East Germany","","","",""
"Some worries","1994","(1a) inadequately completed","West Germany","226","0.435630533711572","0.393054015794591","0.478207051628554"
"Some worries","1994","(1a) inadequately completed","East Germany","","","",""
"Some worries","1994","(1b) general elementary school","West Germany","261","0.365300192191637","0.328620284838034","0.401980099545241"
"Some worries","1994","(1b) general elementary school","East Germany","","","",""
"Some worries","1994","(1c) basic vocational qualification","West Germany","192","0.432299066519467","0.384693977812871","0.479904155226063"
"Some worries","1994","(1c) basic vocational qualification","East Germany","","","",""
"Some worries","1994","(2b) intermediate general qualification","West Germany","23","","",""
"Some worries","1994","(2b) intermediate general qualification","East Germany","","","",""
"Some worries","1994","(2a) intermediate vocational","West Germany","21","","",""
"Some worries","1994","(2a) intermediate vocational","East Germany","","","",""
"Some worries","1994","(2c_gen) general maturity certificate","West Germany","50","0.524117696976218","0.425239795071873","0.622995598880562"
"Some worries","1994","(2c_gen) general maturity certificate","East Germany","","","",""
"Some worries","1994","(2c_voc) vocational maturity certificate","West Germany","34","0.493262386044441","0.386978065887545","0.599546706201338"
"Some worries","1994","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Some worries","1994","(3a) lower tertiary education","West Germany","6","","",""
"Some worries","1994","(3a) lower tertiary education","East Germany","","","",""
"Some worries","1994","(3b) higher tertiary education","West Germany","18","","",""
"Some worries","1994","(3b) higher tertiary education","East Germany","","","",""
"No worries","1994","(0) in school","West Germany","2","","",""
"No worries","1994","(0) in school","East Germany","","","",""
"No worries","1994","(1a) inadequately completed","West Germany","61","0.0846173027475113","0.0607193791831225","0.1085152263119"
"No worries","1994","(1a) inadequately completed","East Germany","","","",""
"No worries","1994","(1b) general elementary school","West Germany","85","0.123797973665126","0.0987092833376298","0.148886663992622"
"No worries","1994","(1b) general elementary school","East Germany","","","",""
"No worries","1994","(1c) basic vocational qualification","West Germany","57","0.1274805638204","0.0954318231797471","0.159529304461053"
"No worries","1994","(1c) basic vocational qualification","East Germany","","","",""
"No worries","1994","(2b) intermediate general qualification","West Germany","7","","",""
"No worries","1994","(2b) intermediate general qualification","East Germany","","","",""
"No worries","1994","(2a) intermediate vocational","West Germany","4","","",""
"No worries","1994","(2a) intermediate vocational","East Germany","","","",""
"No worries","1994","(2c_gen) general maturity certificate","West Germany","5","","",""
"No worries","1994","(2c_gen) general maturity certificate","East Germany","","","",""
"No worries","1994","(2c_voc) vocational maturity certificate","West Germany","9","","",""
"No worries","1994","(2c_voc) vocational maturity certificate","East Germany","","","",""
"No worries","1994","(3a) lower tertiary education","West Germany","2","","",""
"No worries","1994","(3a) lower tertiary education","East Germany","","","",""
"No worries","1994","(3b) higher tertiary education","West Germany","4","","",""
"No worries","1994","(3b) higher tertiary education","East Germany","","","",""
"Big worries","1995","(0) in school","West Germany","22","","",""
"Big worries","1995","(0) in school","East Germany","","","",""
"Big worries","1995","(1a) inadequately completed","West Germany","193","0.446626511272141","0.401633703771126","0.491619318773157"
"Big worries","1995","(1a) inadequately completed","East Germany","","","",""
"Big worries","1995","(1b) general elementary school","West Germany","253","0.493756024346456","0.453448095022629","0.534063953670283"
"Big worries","1995","(1b) general elementary school","East Germany","","","",""
"Big worries","1995","(1c) basic vocational qualification","West Germany","142","0.391669720970552","0.342784405728582","0.440555036212522"
"Big worries","1995","(1c) basic vocational qualification","East Germany","","","",""
"Big worries","1995","(2b) intermediate general qualification","West Germany","20","","",""
"Big worries","1995","(2b) intermediate general qualification","East Germany","","","",""
"Big worries","1995","(2a) intermediate vocational","West Germany","23","","",""
"Big worries","1995","(2a) intermediate vocational","East Germany","","","",""
"Big worries","1995","(2c_gen) general maturity certificate","West Germany","42","0.409313084303611","0.312454752913061","0.506171415694161"
"Big worries","1995","(2c_gen) general maturity certificate","East Germany","","","",""
"Big worries","1995","(2c_voc) vocational maturity certificate","West Germany","29","","",""
"Big worries","1995","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Big worries","1995","(3a) lower tertiary education","West Germany","2","","",""
"Big worries","1995","(3a) lower tertiary education","East Germany","","","",""
"Big worries","1995","(3b) higher tertiary education","West Germany","11","","",""
"Big worries","1995","(3b) higher tertiary education","East Germany","","","",""
"Some worries","1995","(0) in school","West Germany","17","","",""
"Some worries","1995","(0) in school","East Germany","","","",""
"Some worries","1995","(1a) inadequately completed","West Germany","216","0.429678600840139","0.384877017181571","0.474480184498708"
"Some worries","1995","(1a) inadequately completed","East Germany","","","",""
"Some worries","1995","(1b) general elementary school","West Germany","259","0.385143434857652","0.345910345491207","0.424376524224097"
"Some worries","1995","(1b) general elementary school","East Germany","","","",""
"Some worries","1995","(1c) basic vocational qualification","West Germany","182","0.470007375996447","0.420022806782209","0.519991945210684"
"Some worries","1995","(1c) basic vocational qualification","East Germany","","","",""
"Some worries","1995","(2b) intermediate general qualification","West Germany","29","","",""
"Some worries","1995","(2b) intermediate general qualification","East Germany","","","",""
"Some worries","1995","(2a) intermediate vocational","West Germany","29","","",""
"Some worries","1995","(2a) intermediate vocational","East Germany","","","",""
"Some worries","1995","(2c_gen) general maturity certificate","West Germany","44","0.438784832159958","0.341033879857459","0.536535784462457"
"Some worries","1995","(2c_gen) general maturity certificate","East Germany","","","",""
"Some worries","1995","(2c_voc) vocational maturity certificate","West Germany","31","0.307928043766813","0.204141382316168","0.411714705217458"
"Some worries","1995","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Some worries","1995","(3a) lower tertiary education","West Germany","8","","",""
"Some worries","1995","(3a) lower tertiary education","East Germany","","","",""
"Some worries","1995","(3b) higher tertiary education","West Germany","14","","",""
"Some worries","1995","(3b) higher tertiary education","East Germany","","","",""
"No worries","1995","(0) in school","West Germany","3","","",""
"No worries","1995","(0) in school","East Germany","","","",""
"No worries","1995","(1a) inadequately completed","West Germany","60","0.123694887887719","0.0938983903165308","0.153491385458908"
"No worries","1995","(1a) inadequately completed","East Germany","","","",""
"No worries","1995","(1b) general elementary school","West Germany","79","0.121100540795892","0.0947980431449999","0.147403038446784"
"No worries","1995","(1b) general elementary school","East Germany","","","",""
"No worries","1995","(1c) basic vocational qualification","West Germany","59","0.138322903033002","0.103747438283922","0.172898367782081"
"No worries","1995","(1c) basic vocational qualification","East Germany","","","",""
"No worries","1995","(2b) intermediate general qualification","West Germany","8","","",""
"No worries","1995","(2b) intermediate general qualification","East Germany","","","",""
"No worries","1995","(2a) intermediate vocational","West Germany","4","","",""
"No worries","1995","(2a) intermediate vocational","East Germany","","","",""
"No worries","1995","(2c_gen) general maturity certificate","West Germany","13","","",""
"No worries","1995","(2c_gen) general maturity certificate","East Germany","","","",""
"No worries","1995","(2c_voc) vocational maturity certificate","West Germany","16","","",""
"No worries","1995","(2c_voc) vocational maturity certificate","East Germany","","","",""
"No worries","1995","(3a) lower tertiary education","West Germany","2","","",""
"No worries","1995","(3a) lower tertiary education","East Germany","","","",""
"No worries","1995","(3b) higher tertiary education","West Germany","3","","",""
"No worries","1995","(3b) higher tertiary education","East Germany","","","",""
"Big worries","1996","(0) in school","West Germany","50","0.26898837991118","0.206265444275023","0.331711315547336"
"Big worries","1996","(0) in school","East Germany","29","","",""
"Big worries","1996","(1a) inadequately completed","West Germany","208","0.452615548818206","0.40995679054912","0.495274307087292"
"Big worries","1996","(1a) inadequately completed","East Germany","10","","",""
"Big worries","1996","(1b) general elementary school","West Germany","604","0.351347861022464","0.328694473109401","0.374001248935526"
"Big worries","1996","(1b) general elementary school","East Germany","67","0.303874074367267","0.244304968894073","0.363443179840461"
"Big worries","1996","(1c) basic vocational qualification","West Germany","968","0.323208749108133","0.306503166150603","0.339914332065663"
"Big worries","1996","(1c) basic vocational qualification","East Germany","295","0.300424985005667","0.271379589708416","0.329470380302918"
"Big worries","1996","(2b) intermediate general qualification","West Germany","96","0.292825701249434","0.24319908546873","0.342452317030138"
"Big worries","1996","(2b) intermediate general qualification","East Germany","47","0.311330378495937","0.235963539152908","0.386697217838966"
"Big worries","1996","(2a) intermediate vocational","West Germany","400","0.269914864712576","0.246978855812847","0.292850873612304"
"Big worries","1996","(2a) intermediate vocational","East Germany","295","0.249800372919383","0.225027062297413","0.274573683541352"
"Big worries","1996","(2c_gen) general maturity certificate","West Germany","108","0.313200072771798","0.265223754810077","0.361176390733518"
"Big worries","1996","(2c_gen) general maturity certificate","East Germany","18","","",""
"Big worries","1996","(2c_voc) vocational maturity certificate","West Germany","144","0.280864515536128","0.241936083918538","0.319792947153718"
"Big worries","1996","(2c_voc) vocational maturity certificate","East Germany","19","","",""
"Big worries","1996","(3a) lower tertiary education","West Germany","68","0.204670993680981","0.16114059136226","0.248201395999702"
"Big worries","1996","(3a) lower tertiary education","East Germany","119","0.210949995604025","0.176475416167946","0.245424575040103"
"Big worries","1996","(3b) higher tertiary education","West Germany","123","0.205603393999842","0.172937597082775","0.238269190916909"
"Big worries","1996","(3b) higher tertiary education","East Germany","71","0.26182554974133","0.211400982230447","0.312250117252213"
"Some worries","1996","(0) in school","West Germany","110","0.572660184192725","0.502686836802553","0.642633531582897"
"Some worries","1996","(0) in school","East Germany","41","0.431752946158676","0.32767116494532","0.535834727372033"
"Some worries","1996","(1a) inadequately completed","West Germany","247","0.409379749611256","0.367237803123227","0.451521696099285"
"Some worries","1996","(1a) inadequately completed","East Germany","11","","",""
"Some worries","1996","(1b) general elementary school","West Germany","806","0.454884118328267","0.431254680884159","0.478513555772375"
"Some worries","1996","(1b) general elementary school","East Germany","106","0.446283376641022","0.381899149634278","0.510667603647767"
"Some worries","1996","(1c) basic vocational qualification","West Germany","1563","0.516753481538009","0.498904280304992","0.534602682771025"
"Some worries","1996","(1c) basic vocational qualification","East Germany","481","0.49169789928727","0.460023947536029","0.523371851038511"
"Some worries","1996","(2b) intermediate general qualification","West Germany","183","0.534799193379042","0.48040376125705","0.589194625501035"
"Some worries","1996","(2b) intermediate general qualification","East Germany","80","0.550266326805789","0.469295558248858","0.63123709536272"
"Some worries","1996","(2a) intermediate vocational","West Germany","819","0.57445727295022","0.5489115530279","0.600002992872541"
"Some worries","1996","(2a) intermediate vocational","East Germany","630","0.51993222587608","0.491341595565278","0.548522856186883"
"Some worries","1996","(2c_gen) general maturity certificate","West Germany","195","0.515145332718112","0.463447594662295","0.56684307077393"
"Some worries","1996","(2c_gen) general maturity certificate","East Germany","46","0.615175905985011","0.505787301615059","0.724564510354962"
"Some worries","1996","(2c_voc) vocational maturity certificate","West Germany","313","0.620432824486702","0.57839842785909","0.662467221114315"
"Some worries","1996","(2c_voc) vocational maturity certificate","East Germany","47","0.659258480145769","0.557902625845059","0.760614334446479"
"Some worries","1996","(3a) lower tertiary education","West Germany","194","0.595642405625015","0.542692312575593","0.648592498674436"
"Some worries","1996","(3a) lower tertiary education","East Germany","323","0.603704753477759","0.562373489925394","0.645036017030124"
"Some worries","1996","(3b) higher tertiary education","West Germany","371","0.613873293248486","0.574521573349305","0.653225013147666"
"Some worries","1996","(3b) higher tertiary education","East Germany","155","0.547909766900785","0.490824537753651","0.604994996047919"
"No worries","1996","(0) in school","West Germany","32","0.158351435896095","0.106712905618923","0.209989966173267"
"No worries","1996","(0) in school","East Germany","17","","",""
"No worries","1996","(1a) inadequately completed","West Germany","68","0.138004701570538","0.108445232023346","0.16756417111773"
"No worries","1996","(1a) inadequately completed","East Germany","6","","",""
"No worries","1996","(1b) general elementary school","West Germany","296","0.19376802064927","0.175012477769153","0.212523563529387"
"No worries","1996","(1b) general elementary school","East Germany","56","0.249842548991711","0.193771360114378","0.305913737869044"
"No worries","1996","(1c) basic vocational qualification","West Germany","480","0.160037769353858","0.146941914979217","0.1731336237285"
"No worries","1996","(1c) basic vocational qualification","East Germany","181","0.207877115707063","0.182167727422572","0.233586503991554"
"No worries","1996","(2b) intermediate general qualification","West Germany","44","0.172375105371523","0.131184243896485","0.213565966846561"
"No worries","1996","(2b) intermediate general qualification","East Germany","18","","",""
"No worries","1996","(2a) intermediate vocational","West Germany","220","0.155627862337204","0.13689827032576","0.174357454348648"
"No worries","1996","(2a) intermediate vocational","East Germany","248","0.230267401204537","0.20617471331454","0.254360089094533"
"No worries","1996","(2c_gen) general maturity certificate","West Germany","56","0.17165459451009","0.132648334020171","0.210660855000009"
"No worries","1996","(2c_gen) general maturity certificate","East Germany","12","","",""
"No worries","1996","(2c_voc) vocational maturity certificate","West Germany","55","0.0987026599771695","0.0728674745115546","0.124537845442784"
"No worries","1996","(2c_voc) vocational maturity certificate","East Germany","18","","",""
"No worries","1996","(3a) lower tertiary education","West Germany","68","0.199686600694004","0.156554994913089","0.242818206474919"
"No worries","1996","(3a) lower tertiary education","East Germany","96","0.185345250918216","0.152510442904055","0.218180058932377"
"No worries","1996","(3b) higher tertiary education","West Germany","94","0.180523312751672","0.149435198678567","0.211611426824778"
"No worries","1996","(3b) higher tertiary education","East Germany","66","0.190264683357885","0.145244496070167","0.235284870645602"
"Big worries","1997","(0) in school","West Germany","52","0.222285427058483","0.165507426463816","0.27906342765315"
"Big worries","1997","(0) in school","East Germany","23","","",""
"Big worries","1997","(1a) inadequately completed","West Germany","189","0.40821334349589","0.364871158733325","0.451555528258455"
"Big worries","1997","(1a) inadequately completed","East Germany","8","","",""
"Big worries","1997","(1b) general elementary school","West Germany","588","0.343690207406643","0.320829279760007","0.36655113505328"
"Big worries","1997","(1b) general elementary school","East Germany","68","0.285866717851456","0.225888814669374","0.345844621033538"
"Big worries","1997","(1c) basic vocational qualification","West Germany","1024","0.346388423997143","0.329191842139186","0.363585005855101"
"Big worries","1997","(1c) basic vocational qualification","East Germany","300","0.301747728732084","0.272230986852033","0.331264470612134"
"Big worries","1997","(2b) intermediate general qualification","West Germany","109","0.347671992870092","0.29690194102899","0.398442044711194"
"Big worries","1997","(2b) intermediate general qualification","East Germany","38","0.267872756267135","0.192891407367931","0.342854105166339"
"Big worries","1997","(2a) intermediate vocational","West Germany","412","0.2910526819335","0.267566496166935","0.314538867700065"
"Big worries","1997","(2a) intermediate vocational","East Germany","332","0.286332813704206","0.260296635451997","0.312368991956415"
"Big worries","1997","(2c_gen) general maturity certificate","West Germany","86","0.272020447027822","0.225333471202203","0.318707422853441"
"Big worries","1997","(2c_gen) general maturity certificate","East Germany","22","","",""
"Big worries","1997","(2c_voc) vocational maturity certificate","West Germany","149","0.323820471004781","0.282927632456787","0.364713309552775"
"Big worries","1997","(2c_voc) vocational maturity certificate","East Germany","20","","",""
"Big worries","1997","(3a) lower tertiary education","West Germany","66","0.201977149872473","0.159365369030947","0.244588930713998"
"Big worries","1997","(3a) lower tertiary education","East Germany","111","0.208761871366016","0.174128126830089","0.243395615901942"
"Big worries","1997","(3b) higher tertiary education","West Germany","118","0.193071662307151","0.161222439669043","0.224920884945259"
"Big worries","1997","(3b) higher tertiary education","East Germany","58","0.23738928984225","0.189481207479925","0.285297372204575"
"Some worries","1997","(0) in school","West Germany","116","0.554698034777357","0.486829245729276","0.622566823825438"
"Some worries","1997","(0) in school","East Germany","58","0.552918908958571","0.457819610382082","0.64801820753506"
"Some worries","1997","(1a) inadequately completed","West Germany","230","0.456355051029689","0.412431875987431","0.500278226071948"
"Some worries","1997","(1a) inadequately completed","East Germany","13","","",""
"Some worries","1997","(1b) general elementary school","West Germany","775","0.4588255702365","0.43484009827275","0.48281104220025"
"Some worries","1997","(1b) general elementary school","East Germany","99","0.501057596241159","0.434684989130949","0.567430203351368"
"Some worries","1997","(1c) basic vocational qualification","West Germany","1407","0.468952677770698","0.450917031855088","0.486988323686309"
"Some worries","1997","(1c) basic vocational qualification","East Germany","479","0.548181036415406","0.516178495216317","0.580183577614495"
"Some worries","1997","(2b) intermediate general qualification","West Germany","170","0.484317536576713","0.431039768915839","0.537595304237587"
"Some worries","1997","(2b) intermediate general qualification","East Germany","68","0.466463288279786","0.381996383427434","0.550930193132138"
"Some worries","1997","(2a) intermediate vocational","West Germany","779","0.523113945351278","0.497289846991241","0.548938043711314"
"Some worries","1997","(2a) intermediate vocational","East Germany","546","0.467305747007261","0.43856927966018","0.496042214354341"
"Some worries","1997","(2c_gen) general maturity certificate","West Germany","199","0.558895744910076","0.506803700428998","0.610987789391154"
"Some worries","1997","(2c_gen) general maturity certificate","East Germany","42","0.529497219398428","0.420799978424803","0.638194460372053"
"Some worries","1997","(2c_voc) vocational maturity certificate","West Germany","281","0.542198986261903","0.498659647994393","0.585738324529412"
"Some worries","1997","(2c_voc) vocational maturity certificate","East Germany","50","0.622518038943129","0.521236375262845","0.723799702623412"
"Some worries","1997","(3a) lower tertiary education","West Germany","212","0.613648380104949","0.561968432304211","0.665328327905687"
"Some worries","1997","(3a) lower tertiary education","East Germany","315","0.581926132845425","0.53989407083361","0.623958194857241"
"Some worries","1997","(3b) higher tertiary education","West Germany","380","0.627700458007844","0.588693277599634","0.666707638416053"
"Some worries","1997","(3b) higher tertiary education","East Germany","187","0.587187398658397","0.531751433500404","0.64262336381639"
"No worries","1997","(0) in school","West Germany","38","0.22301653816416","0.166171978935453","0.279861097392867"
"No worries","1997","(0) in school","East Germany","24","","",""
"No worries","1997","(1a) inadequately completed","West Germany","75","0.135431605474421","0.105256811911387","0.165606399037455"
"No worries","1997","(1a) inadequately completed","East Germany","5","","",""
"No worries","1997","(1b) general elementary school","West Germany","295","0.197484222356856","0.178321870086117","0.216646574627596"
"No worries","1997","(1b) general elementary school","East Germany","51","0.213075685907385","0.158718961991856","0.267432409822914"
