"plj0047","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","1992","Full Time","no migration background","1","","",""
"Big worries","1992","Full Time","direct migration background","380","0.388440046171112","0.359371873494543","0.417508218847681"
"Big worries","1992","Full Time","indirect migration background","46","0.398435469492006","0.316455469344659","0.480415469639353"
"Big worries","1992","Part Time","no migration background","","","",""
"Big worries","1992","Part Time","direct migration background","128","0.451455688767741","0.395879833422019","0.507031544113462"
"Big worries","1992","Part Time","indirect migration background","29","","",""
"Big worries","1992","Not Working","no migration background","","","",""
"Big worries","1992","Not Working","direct migration background","223","0.44787980011963","0.406283042947783","0.489476557291478"
"Big worries","1992","Not Working","indirect migration background","58","0.50064304986209","0.411919722460302","0.589366377263879"
"Some worries","1992","Full Time","no migration background","","","",""
"Some worries","1992","Full Time","direct migration background","490","0.412702911729803","0.383341028741993","0.442064794717613"
"Some worries","1992","Full Time","indirect migration background","61","0.396041146640287","0.31414534506724","0.477936948213334"
"Some worries","1992","Part Time","no migration background","","","",""
"Some worries","1992","Part Time","direct migration background","122","0.388475928249736","0.334043016319476","0.442908840179996"
"Some worries","1992","Part Time","indirect migration background","20","","",""
"Some worries","1992","Not Working","no migration background","","","",""
"Some worries","1992","Not Working","direct migration background","236","0.389482274024054","0.34869216122883","0.430272386819278"
"Some worries","1992","Not Working","indirect migration background","43","0.326469732153567","0.243261135830682","0.409678328476453"
"No worries","1992","Full Time","no migration background","","","",""
"No worries","1992","Full Time","direct migration background","210","0.198857042099085","0.175052397018909","0.222661687179262"
"No worries","1992","Full Time","indirect migration background","30","0.205523383867706","0.137859178191656","0.273187589543756"
"No worries","1992","Part Time","no migration background","","","",""
"No worries","1992","Part Time","direct migration background","58","0.160068382982524","0.119118989245139","0.201017776719909"
"No worries","1992","Part Time","indirect migration background","9","","",""
"No worries","1992","Not Working","no migration background","","","",""
"No worries","1992","Not Working","direct migration background","90","0.162637925856316","0.131768434343507","0.193507417369125"
"No worries","1992","Not Working","indirect migration background","21","","",""
"Big worries","1993","Full Time","no migration background","","","",""
"Big worries","1993","Full Time","direct migration background","431","0.447113965462501","0.416127155202509","0.478100775722493"
"Big worries","1993","Full Time","indirect migration background","60","0.505361356219106","0.421944545027172","0.588778167411039"
"Big worries","1993","Part Time","no migration background","","","",""
"Big worries","1993","Part Time","direct migration background","160","0.588940377897369","0.533811969725908","0.64406878606883"
"Big worries","1993","Part Time","indirect migration background","37","0.522015396813764","0.418816406952229","0.625214386675298"
"Big worries","1993","Not Working","no migration background","1","","",""
"Big worries","1993","Not Working","direct migration background","283","0.517224353337898","0.475688526999242","0.558760179676554"
"Big worries","1993","Not Working","indirect migration background","66","0.571489595740244","0.484035453412753","0.658943738067736"
"Some worries","1993","Full Time","no migration background","","","",""
"Some worries","1993","Full Time","direct migration background","434","0.429209736974696","0.398362021530457","0.460057452418934"
"Some worries","1993","Full Time","indirect migration background","63","0.395602145357002","0.314019210612635","0.477185080101368"
"Some worries","1993","Part Time","no migration background","","","",""
"Some worries","1993","Part Time","direct migration background","116","0.34242684556889","0.289259703290347","0.395593987847432"
"Some worries","1993","Part Time","indirect migration background","40","0.320378530699585","0.223975190013356","0.416781871385815"
"Some worries","1993","Not Working","no migration background","","","",""
"Some worries","1993","Not Working","direct migration background","212","0.372052204703954","0.331875491357616","0.412228918050292"
"Some worries","1993","Not Working","indirect migration background","46","0.361867819993587","0.276944719753115","0.446790920234059"
"No worries","1993","Full Time","no migration background","","","",""
"No worries","1993","Full Time","direct migration background","124","0.123676297562803","0.103158749369246","0.14419384575636"
"No worries","1993","Full Time","indirect migration background","15","","",""
"No worries","1993","Part Time","no migration background","","","",""
