"plj0047","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1992","16-34 y.","in school","","","",""
"Big worries","1992","16-34 y.","inadequately","40","0.40643147893784","0.309187179411017","0.503675778464663"
"Big worries","1992","16-34 y.","general elemantary","194","0.475025753907651","0.427267215965119","0.522784291850183"
"Big worries","1992","16-34 y.","middle vocational","137","0.477273620647736","0.423545707377651","0.531001533917821"
"Big worries","1992","16-34 y.","vocational + Abi","","","",""
"Big worries","1992","16-34 y.","higher vocational","","","",""
"Big worries","1992","16-34 y.","higher education","","","",""
"Big worries","1992","35-65 y.","in school","","","",""
"Big worries","1992","35-65 y.","inadequately","149","0.409829216823082","0.361753543510685","0.45790489013548"
"Big worries","1992","35-65 y.","general elemantary","132","0.376253128558191","0.328539247005035","0.423967010111346"
"Big worries","1992","35-65 y.","middle vocational","100","0.376367981950694","0.322349871483063","0.430386092418326"
"Big worries","1992","35-65 y.","vocational + Abi","","","",""
"Big worries","1992","35-65 y.","higher vocational","","","",""
"Big worries","1992","35-65 y.","higher education","","","",""
"Big worries","1992","66 and older","in school","","","",""
"Big worries","1992","66 and older","inadequately","","","",""
"Big worries","1992","66 and older","general elemantary","","","",""
"Big worries","1992","66 and older","middle vocational","","","",""
"Big worries","1992","66 and older","vocational + Abi","","","",""
"Big worries","1992","66 and older","higher vocational","","","",""
"Big worries","1992","66 and older","higher education","","","",""
"Some worries","1992","16-34 y.","in school","","","",""
"Some worries","1992","16-34 y.","inadequately","37","0.366326717871795","0.270936893607797","0.461716542135794"
"Some worries","1992","16-34 y.","general elemantary","161","0.38465884665432","0.338130321249194","0.431187372059445"
"Some worries","1992","16-34 y.","middle vocational","141","0.371888137713691","0.319900065955388","0.423876209471995"
"Some worries","1992","16-34 y.","vocational + Abi","","","",""
"Some worries","1992","16-34 y.","higher vocational","","","",""
"Some worries","1992","16-34 y.","higher education","","","",""
"Some worries","1992","35-65 y.","in school","","","",""
"Some worries","1992","35-65 y.","inadequately","165","0.39358135941632","0.345824187981963","0.441338530850677"
