"plj0047","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","1992","1-pers.-HH","West Germany","36","0.324466693088059","0.24104790992926","0.407885476246858"
"Big worries","1992","1-pers.-HH","East Germany","","","",""
"Big worries","1992","(Married) couple without C. ","West Germany","95","0.37961560713678","0.323953566152619","0.435277648120941"
"Big worries","1992","(Married) couple without C. ","East Germany","","","",""
"Big worries","1992","Single parent ","West Germany","43","0.545702679330821","0.4466171224196","0.644788236242042"
"Big worries","1992","Single parent ","East Germany","","","",""
"Big worries","1992","Couple + C. LE 16 ","West Germany","235","0.490963758123917","0.449069597147715","0.532857919100119"
"Big worries","1992","Couple + C. LE 16 ","East Germany","","","",""
"Big worries","1992","Couple + C. GT 16 ","West Germany","196","0.388466932452326","0.34708874264507","0.429845122259583"
"Big worries","1992","Couple + C. GT 16 ","East Germany","","","",""
"Big worries","1992","Couple + C. LE and GT 16","West Germany","165","0.427722855806019","0.380686024687376","0.474759686924661"
"Big worries","1992","Couple + C. LE and GT 16","East Germany","","","",""
"Some worries","1992","1-pers.-HH","West Germany","52","0.363106418555367","0.277421220505402","0.448791616605331"
"Some worries","1992","1-pers.-HH","East Germany","","","",""
"Some worries","1992","(Married) couple without C. ","West Germany","133","0.420950115613548","0.364322278850673","0.477577952376423"
"Some worries","1992","(Married) couple without C. ","East Germany","","","",""
"Some worries","1992","Single parent ","West Germany","34","0.322999273098707","0.229940448266259","0.416058097931156"
"Some worries","1992","Single parent ","East Germany","","","",""
"Some worries","1992","Couple + C. LE 16 ","West Germany","224","0.360342951407621","0.32010961593564","0.400576286879603"
"Some worries","1992","Couple + C. LE 16 ","East Germany","","","",""
"Some worries","1992","Couple + C. GT 16 ","West Germany","229","0.431324269519763","0.389278841171457","0.473369697868068"
"Some worries","1992","Couple + C. GT 16 ","East Germany","","","",""
"Some worries","1992","Couple + C. LE and GT 16","West Germany","194","0.397132201522851","0.350613003263913","0.44365139978179"
"Some worries","1992","Couple + C. LE and GT 16","East Germany","","","",""
"No worries","1992","1-pers.-HH","West Germany","33","0.312426888356574","0.229844193652653","0.395009583060495"
"No worries","1992","1-pers.-HH","East Germany","","","",""
"No worries","1992","(Married) couple without C. ","West Germany","64","0.199434277249672","0.153603727921889","0.245264826577455"
"No worries","1992","(Married) couple without C. ","East Germany","","","",""
"No worries","1992","Single parent ","West Germany","20","","",""
"No worries","1992","Single parent ","East Germany","","","",""
"No worries","1992","Couple + C. LE 16 ","West Germany","88","0.148693290468462","0.118877718705733","0.178508862231191"
"No worries","1992","Couple + C. LE 16 ","East Germany","","","",""
"No worries","1992","Couple + C. GT 16 ","West Germany","108","0.180208798027911","0.147578269514525","0.212839326541297"
"No worries","1992","Couple + C. GT 16 ","East Germany","","","",""
"No worries","1992","Couple + C. LE and GT 16","West Germany","66","0.17514494267113","0.139008845323935","0.211281040018325"
"No worries","1992","Couple + C. LE and GT 16","East Germany","","","",""
"Big worries","1993","1-pers.-HH","West Germany","48","0.414814266392595","0.327744126470966","0.501884406314224"
"Big worries","1993","1-pers.-HH","East Germany","","","",""
"Big worries","1993","(Married) couple without C. ","West Germany","134","0.495726617997822","0.438768402123752","0.552684833871891"
"Big worries","1993","(Married) couple without C. ","East Germany","","","",""
"Big worries","1993","Single parent ","West Germany","35","0.53429054228272","0.428246835462307","0.640334249103133"
"Big worries","1993","Single parent ","East Germany","","","",""
"Big worries","1993","Couple + C. LE 16 ","West Germany","264","0.52606981560033","0.48319442336279","0.568945207837871"
