"plj0047","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1992","Full Time","lower secondary degree","110","0.45149693501693","0.39320801510843","0.50978585492543"
"Big worries","1992","Full Time","secondary school degree","26","","",""
"Big worries","1992","Full Time","college entrance qualification","8","","",""
"Big worries","1992","Full Time","Other degree","181","0.359251333055385","0.318896902246808","0.399605763863962"
"Big worries","1992","Full Time","no degree/no degree yet","87","0.365473754184127","0.306251610298142","0.424695898070112"
"Big worries","1992","Part Time","lower secondary degree","50","0.543089369029818","0.442919392821349","0.643259345238287"
"Big worries","1992","Part Time","secondary school degree","11","","",""
"Big worries","1992","Part Time","college entrance qualification","9","","",""
"Big worries","1992","Part Time","Other degree","52","0.420481713766034","0.334629132063537","0.506334295468531"
"Big worries","1992","Part Time","no degree/no degree yet","31","0.488991909180504","0.383343347152811","0.594640471208197"
"Big worries","1992","Not Working","lower secondary degree","39","0.492934158624762","0.384058143736084","0.60181017351344"
"Big worries","1992","Not Working","secondary school degree","17","","",""
"Big worries","1992","Not Working","college entrance qualification","13","","",""
"Big worries","1992","Not Working","Other degree","89","0.477101376216418","0.412125933621367","0.54207681881147"
"Big worries","1992","Not Working","no degree/no degree yet","110","0.43683100668999","0.377886988863097","0.495775024516883"
"Some worries","1992","Full Time","lower secondary degree","125","0.395807259488907","0.338527827264137","0.453086691713676"
"Some worries","1992","Full Time","secondary school degree","23","","",""
"Some worries","1992","Full Time","college entrance qualification","18","","",""
"Some worries","1992","Full Time","Other degree","257","0.434093685101284","0.392405577572233","0.475781792630334"
"Some worries","1992","Full Time","no degree/no degree yet","99","0.365272009321421","0.306056801910172","0.424487216732669"
"Some worries","1992","Part Time","lower secondary degree","32","0.357652282937491","0.261268962985466","0.454035602889515"
"Some worries","1992","Part Time","secondary school degree","6","","",""
"Some worries","1992","Part Time","college entrance qualification","9","","",""
"Some worries","1992","Part Time","Other degree","46","0.379112428564811","0.294732971828346","0.463491885301275"
"Some worries","1992","Part Time","no degree/no degree yet","39","0.388990526038422","0.285953729085237","0.492027322991607"
"Some worries","1992","Not Working","lower secondary degree","35","0.373494041801339","0.268149988788702","0.478838094813977"
"Some worries","1992","Not Working","secondary school degree","6","","",""
"Some worries","1992","Not Working","college entrance qualification","10","","",""
"Some worries","1992","Not Working","Other degree","100","0.37008416956996","0.307274475506566","0.432893863633354"
"Some worries","1992","Not Working","no degree/no degree yet","112","0.388949844529068","0.331013796222451","0.446885892835685"
"No worries","1992","Full Time","lower secondary degree","45","0.152695805494163","0.110564753135289","0.194826857853037"
"No worries","1992","Full Time","secondary school degree","9","","",""
"No worries","1992","Full Time","college entrance qualification","2","","",""
"No worries","1992","Full Time","Other degree","105","0.206654981843331","0.172598313084969","0.240711650601694"
"No worries","1992","Full Time","no degree/no degree yet","68","0.269254236494453","0.214704123004298","0.323804349984607"
"No worries","1992","Part Time","lower secondary degree","13","","",""
"No worries","1992","Part Time","secondary school degree","7","","",""
"No worries","1992","Part Time","college entrance qualification","","","",""
"No worries","1992","Part Time","Other degree","29","","",""
"No worries","1992","Part Time","no degree/no degree yet","16","","",""
"No worries","1992","Not Working","lower secondary degree","7","","",""
"No worries","1992","Not Working","secondary school degree","8","","",""
"No worries","1992","Not Working","college entrance qualification","4","","",""
"No worries","1992","Not Working","Other degree","38","0.152814454213621","0.106007902381473","0.199621006045769"
"No worries","1992","Not Working","no degree/no degree yet","50","0.174219148780942","0.129143292376632","0.219295005185251"
"Big worries","1993","Full Time","lower secondary degree","133","0.499113735466626","0.440125844058612","0.558101626874639"
"Big worries","1993","Full Time","secondary school degree","31","0.562725216266803","0.440234486657717","0.68521594587589"
"Big worries","1993","Full Time","college entrance qualification","10","","",""
"Big worries","1993","Full Time","Other degree","200","0.419682395098787","0.375896782646006","0.463468007551569"
"Big worries","1993","Full Time","no degree/no degree yet","96","0.454043667971966","0.389275303887392","0.51881203205654"
"Big worries","1993","Part Time","lower secondary degree","48","0.6200116086592","0.525350305440509","0.71467291187789"
"Big worries","1993","Part Time","secondary school degree","7","","",""
"Big worries","1993","Part Time","college entrance qualification","17","","",""
"Big worries","1993","Part Time","Other degree","71","0.554060988339642","0.47201543386524","0.636106542814043"
"Big worries","1993","Part Time","no degree/no degree yet","40","0.563280282056086","0.453910280027917","0.672650284084255"
"Big worries","1993","Not Working","lower secondary degree","45","0.672130202083122","0.563697756061553","0.780562648104691"
"Big worries","1993","Not Working","secondary school degree","21","","",""
"Big worries","1993","Not Working","college entrance qualification","17","","",""
"Big worries","1993","Not Working","Other degree","105","0.465358204629362","0.400037746392346","0.530678662866377"
"Big worries","1993","Not Working","no degree/no degree yet","146","0.525285408697886","0.46761330330634","0.582957514089433"
"Some worries","1993","Full Time","lower secondary degree","119","0.430377535105608","0.371964213671163","0.488790856540053"
"Some worries","1993","Full Time","secondary school degree","23","","",""
"Some worries","1993","Full Time","college entrance qualification","13","","",""
"Some worries","1993","Full Time","Other degree","225","0.441596020553567","0.397537997293957","0.485654043813178"
"Some worries","1993","Full Time","no degree/no degree yet","94","0.403937214902845","0.340105266700834","0.467769163104856"
"Some worries","1993","Part Time","lower secondary degree","39","0.278429176430122","0.191014519451835","0.36584383340841"
"Some worries","1993","Part Time","secondary school degree","15","","",""
"Some worries","1993","Part Time","college entrance qualification","8","","",""
"Some worries","1993","Part Time","Other degree","58","0.396928754118181","0.316171949548255","0.477685558688107"
"Some worries","1993","Part Time","no degree/no degree yet","29","","",""
"Some worries","1993","Not Working","lower secondary degree","16","","",""
"Some worries","1993","Not Working","secondary school degree","11","","",""
"Some worries","1993","Not Working","college entrance qualification","10","","",""
"Some worries","1993","Not Working","Other degree","95","0.428163545220454","0.363365061296511","0.492962029144396"
"Some worries","1993","Not Working","no degree/no degree yet","114","0.404966092420584","0.348272753522105","0.461659431319063"
"No worries","1993","Full Time","lower secondary degree","24","","",""
"No worries","1993","Full Time","secondary school degree","9","","",""
"No worries","1993","Full Time","college entrance qualification","2","","",""
"No worries","1993","Full Time","Other degree","63","0.138721584347645","0.108053829569928","0.169389339125363"
"No worries","1993","Full Time","no degree/no degree yet","37","0.142019117125189","0.0966095489184995","0.187428685331879"
"No worries","1993","Part Time","lower secondary degree","14","","",""
"No worries","1993","Part Time","secondary school degree","2","","",""
"No worries","1993","Part Time","college entrance qualification","1","","",""
"No worries","1993","Part Time","Other degree","12","","",""
"No worries","1993","Part Time","no degree/no degree yet","10","","",""
"No worries","1993","Not Working","lower secondary degree","11","","",""
"No worries","1993","Not Working","secondary school degree","6","","",""
"No worries","1993","Not Working","college entrance qualification","","","",""
"No worries","1993","Not Working","Other degree","24","","",""
"No worries","1993","Not Working","no degree/no degree yet","28","","",""
"Big worries","1994","Full Time","lower secondary degree","117","0.458124121773189","0.397908149113533","0.518340094432846"
"Big worries","1994","Full Time","secondary school degree","27","","",""
"Big worries","1994","Full Time","college entrance qualification","13","","",""
"Big worries","1994","Full Time","Other degree","171","0.430033884967777","0.38318542680017","0.476882343135384"
"Big worries","1994","Full Time","no degree/no degree yet","74","0.416236841646357","0.348259996229884","0.484213687062829"
"Big worries","1994","Part Time","lower secondary degree","39","0.560289390101531","0.452196966794298","0.668381813408763"
"Big worries","1994","Part Time","secondary school degree","14","","",""
"Big worries","1994","Part Time","college entrance qualification","5","","",""
"Big worries","1994","Part Time","Other degree","71","0.553547713562916","0.471200458039126","0.635894969086707"
"Big worries","1994","Part Time","no degree/no degree yet","45","0.504765881972044","0.399705557117374","0.609826206826714"
"Big worries","1994","Not Working","lower secondary degree","36","0.534549356774335","0.423136976845115","0.645961736703554"
"Big worries","1994","Not Working","secondary school degree","17","","",""
"Big worries","1994","Not Working","college entrance qualification","24","","",""
"Big worries","1994","Not Working","Other degree","103","0.418154681999196","0.35412919044442","0.482180173553972"
"Big worries","1994","Not Working","no degree/no degree yet","138","0.542190997139894","0.4831992681565","0.601182726123288"
"Some worries","1994","Full Time","lower secondary degree","121","0.484077517592154","0.423679887214953","0.544475147969356"
"Some worries","1994","Full Time","secondary school degree","27","","",""
"Some worries","1994","Full Time","college entrance qualification","13","","",""
"Some worries","1994","Full Time","Other degree","196","0.434035668636752","0.387135253574787","0.480936083698717"
"Some worries","1994","Full Time","no degree/no degree yet","94","0.4682928716287","0.399480358184309","0.53710538507309"
"Some worries","1994","Part Time","lower secondary degree","35","0.315145059074798","0.213973107023354","0.416317011126241"
"Some worries","1994","Part Time","secondary school degree","8","","",""
"Some worries","1994","Part Time","college entrance qualification","8","","",""
"Some worries","1994","Part Time","Other degree","51","0.330239551750429","0.252335801501622","0.408143301999236"
"Some worries","1994","Part Time","no degree/no degree yet","37","0.439869931822128","0.335567353072399","0.544172510571856"
"Some worries","1994","Not Working","lower secondary degree","31","0.321560747982299","0.217235427655508","0.425886068309089"
"Some worries","1994","Not Working","secondary school degree","12","","",""
"Some worries","1994","Not Working","college entrance qualification","9","","",""
"Some worries","1994","Not Working","Other degree","93","0.440729939442374","0.376286645638237","0.50517323324651"
"Some worries","1994","Not Working","no degree/no degree yet","112","0.399425409697133","0.341432602576569","0.457418216817697"
"No worries","1994","Full Time","lower secondary degree","25","","",""
"No worries","1994","Full Time","secondary school degree","6","","",""
"No worries","1994","Full Time","college entrance qualification","4","","",""
"No worries","1994","Full Time","Other degree","62","0.135930446395471","0.103500056667483","0.168360836123459"
"No worries","1994","Full Time","no degree/no degree yet","34","0.115470286724944","0.0713981870483901","0.159542386401498"
"No worries","1994","Part Time","lower secondary degree","7","","",""
"No worries","1994","Part Time","secondary school degree","4","","",""
"No worries","1994","Part Time","college entrance qualification","","","",""
"No worries","1994","Part Time","Other degree","18","","",""
"No worries","1994","Part Time","no degree/no degree yet","5","","",""
"No worries","1994","Not Working","lower secondary degree","10","","",""
"No worries","1994","Not Working","secondary school degree","2","","",""
"No worries","1994","Not Working","college entrance qualification","3","","",""
"No worries","1994","Not Working","Other degree","32","0.14111537855843","0.0959261160768379","0.186304641040023"
"No worries","1994","Not Working","no degree/no degree yet","24","","",""
"Big worries","1995","Full Time","lower secondary degree","87","0.451958556155094","0.385740834906738","0.518176277403451"
"Big worries","1995","Full Time","secondary school degree","24","","",""
"Big worries","1995","Full Time","college entrance qualification","10","","",""
"Big worries","1995","Full Time","Other degree","138","0.40428053984975","0.354208276802373","0.454352802897127"
"Big worries","1995","Full Time","no degree/no degree yet","52","0.326127168162431","0.254159612515972","0.398094723808889"
"Big worries","1995","Part Time","lower secondary degree","35","0.480970263254196","0.372162266412781","0.589778260095611"
"Big worries","1995","Part Time","secondary school degree","10","","",""
"Big worries","1995","Part Time","college entrance qualification","8","","",""
"Big worries","1995","Part Time","Other degree","43","0.360338310779181","0.275493375101118","0.445183246457245"
