"plj0047","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1992","West Germany","865","0.423612437733492","0.403217777724838","0.444007097742147","1"
"Big worries","1992","East Germany","","","","","1"
"No worries","1992","West Germany","418","0.181990755449339","0.166065786739365","0.197915724159313","3"
"No worries","1992","East Germany","","","","","3"
"Some worries","1992","West Germany","972","0.394396806817169","0.374225427736359","0.414568185897978","2"
"Some worries","1992","East Germany","","","","","2"
"Big worries","1993","West Germany","1038","0.498887622177501","0.47800861844146","0.519766625913543","1"
"Big worries","1993","East Germany","","","","","1"
"No worries","1993","West Germany","254","0.109193992322421","0.0961703702975889","0.122217614347253","3"
"No worries","1993","East Germany","","","","","3"
"Some worries","1993","West Germany","911","0.391918385500078","0.371532968607028","0.412303802393128","2"
"Some worries","1993","East Germany","","","","","2"
"Big worries","1994","West Germany","966","0.483168794935019","0.461886967574358","0.504450622295681","1"
"Big worries","1994","East Germany","","","","","1"
"No worries","1994","West Germany","245","0.103172090471256","0.0902175865779871","0.116126594364526","3"
"No worries","1994","East Germany","","","","","3"
"Some worries","1994","West Germany","907","0.413659114593724","0.392685103112585","0.434633126074864","2"
"Some worries","1994","East Germany","","","","","2"
"Big worries","1995","West Germany","800","0.453095144924057","0.431085278475572","0.475105011372543","1"
"Big worries","1995","East Germany","","","","","1"
"No worries","1995","West Germany","265","0.130762921626549","0.115856333804246","0.145669509448851","3"
"No worries","1995","East Germany","","","","","3"
"Some worries","1995","West Germany","900","0.416141933449394","0.394347720182361","0.437936146716427","2"
"Some worries","1995","East Germany","","","","","2"
"Big worries","1996","West Germany","2884","0.304752067810297","0.295393415648433","0.314110719972161","1"
"Big worries","1996","East Germany","979","0.268523176300183","0.254139450931054","0.282906901669311","1"
"No worries","1996","West Germany","1471","0.16559794538249","0.158040321462606","0.173155569302375","3"
"No worries","1996","East Germany","729","0.209283770896196","0.196081205978996","0.222486335813396","3"
"Some worries","1996","West Germany","4938","0.529649986807213","0.519502110017152","0.539797863597273","2"
"Some worries","1996","East Germany","1939","0.522193052803621","0.505981598210233","0.538404507397009","2"
"Big worries","1997","West Germany","2906","0.316351412372489","0.306831437004959","0.325871387740018","1"
"Big worries","1997","East Germany","997","0.273766434513018","0.259235213932505","0.288297655093531","1"
"No worries","1997","West Germany","1556","0.180183919255572","0.172316166452976","0.188051672058168","3"
"No worries","1997","East Germany","741","0.20001254456922","0.186976553850616","0.213048535287825","3"
"Some worries","1997","West Germany","4705","0.503464668371939","0.493229522115439","0.513699814628439","2"
"Some worries","1997","East Germany","1879","0.526221020917762","0.509948837648883","0.542493204186642","2"
"Big worries","1998","West Germany","3222","0.315049531439688","0.306056519688737","0.324042543190638","1"
"Big worries","1998","East Germany","1049","0.285107315756824","0.270809380997139","0.29940525051651","1"
"No worries","1998","West Germany","1793","0.177643151382616","0.170243852852748","0.185042449912484","3"
"No worries","1998","East Germany","855","0.219903229521284","0.206786101785268","0.233020357257301","3"
"Some worries","1998","West Germany","5235","0.507307317177696","0.497628778771404","0.516985855583988","2"
"Some worries","1998","East Germany","1926","0.494989454721891","0.479155226476695","0.510823682967088","2"
"Big worries","1999","West Germany","2989","0.303330657161661","0.294279031293619","0.312382283029703","1"
"Big worries","1999","East Germany","1095","0.296019477719728","0.281493683300095","0.31054527213936","1"
"No worries","1999","West Germany","1543","0.158684000165512","0.151489489908563","0.16587851042246","3"
"No worries","1999","East Germany","517","0.146089132040884","0.134850468940343","0.157327795141425","3"
"Some worries","1999","West Germany","5376","0.537985342672827","0.52816858228456","0.547802103061094","2"
"Some worries","1999","East Germany","2182","0.557891390239388","0.542088419222458","0.573694361256319","2"
"Big worries","2000","West Germany","5693","0.317879082873022","0.311109892925968","0.324648272820076","1"
"Big worries","2000","East Germany","1855","0.31884231668585","0.306870471303205","0.330814162068496","1"
"No worries","2000","West Germany","3309","0.18528908375286","0.179640992222632","0.190937175283087","3"
"No worries","2000","East Germany","875","0.158212097130108","0.148837114426472","0.167587079833745","3"
"Some worries","2000","West Germany","9176","0.496831833374118","0.489563475086136","0.5041001916621","2"
"Some worries","2000","East Germany","3091","0.522945586184041","0.510114556743357","0.535776615624725","2"
"Big worries","2001","West Germany","5703","0.343524415325114","0.336255761486398","0.35079306916383","1"
"Big worries","2001","East Germany","2148","0.38812891139008","0.375152740563953","0.401105082216207","1"
"No worries","2001","West Germany","2696","0.168213139883974","0.162487792017006","0.173938487750941","3"
"No worries","2001","East Germany","704","0.144196010644897","0.134842118313562","0.153549902976232","3"
"Some worries","2001","West Germany","7998","0.488262444790912","0.480611480088479","0.495913409493346","2"
"Some worries","2001","East Germany","2566","0.467675077965023","0.454389235336093","0.480960920593953","2"
"Big worries","2002","West Germany","4781","0.275775431657462","0.269164697114085","0.28238616620084","1"
"Big worries","2002","East Germany","1662","0.302397669495415","0.290170058069994","0.314625280920835","1"
"No worries","2002","West Germany","3198","0.18437268177426","0.178636413252512","0.190108950296008","3"
"No worries","2002","East Germany","767","0.157547861337583","0.147848853229524","0.167246869445642","3"
"Some worries","2002","West Germany","9577","0.539851886568278","0.53247927353727","0.547224499599286","2"
"Some worries","2002","East Germany","2991","0.540054469167002","0.526786011853532","0.553322926480473","2"
"Big worries","2003","West Germany","3689","0.230238298453106","0.223862134424667","0.236614462481546","1"
"Big worries","2003","East Germany","1303","0.241476219782725","0.229995196677989","0.252957242887461","1"
"No worries","2003","West Germany","3840","0.225283722472139","0.218956271410599","0.231611173533679","3"
"No worries","2003","East Germany","909","0.183978247229663","0.173584003102925","0.194372491356402","3"
"Some worries","2003","West Germany","9217","0.544477979074755","0.536935095649793","0.552020862499717","2"
"Some worries","2003","East Germany","3126","0.574545532987611","0.561282355651486","0.587808710323736","2"
"Big worries","2004","West Germany","3774","0.237142907116161","0.230612991059954","0.243672823172369","1"
"Big worries","2004","East Germany","1243","0.238656240835104","0.227093839541055","0.250218642129153","1"
"No worries","2004","West Germany","3728","0.22944760071788","0.222992191423617","0.235903010012142","3"
"No worries","2004","East Germany","991","0.20772310498635","0.196719065434724","0.218727144537977","3"
"Some worries","2004","West Germany","8796","0.533409492165959","0.525750365464993","0.541068618866925","2"
"Some worries","2004","East Germany","2987","0.553620654178546","0.540136322322062","0.567104986035029","2"
"Big worries","2005","West Germany","4568","0.306171068187106","0.298941486177194","0.313400650197018","1"
"Big worries","2005","East Germany","1636","0.319061962766608","0.306187187201035","0.331936738332182","1"
"No worries","2005","West Germany","3027","0.192472939459891","0.186288956375525","0.198656922544257","3"
"No worries","2005","East Germany","702","0.154327108989644","0.144348484761825","0.164305733217463","3"
"Some worries","2005","West Germany","8018","0.501355992353004","0.493513153016658","0.509198831689349","2"
"Some worries","2005","East Germany","2697","0.526610928243748","0.512819717301409","0.540402139186086","2"
"Big worries","2006","West Germany","4623","0.289590201101461","0.282690754002192","0.29648964820073","1"
"Big worries","2006","East Germany","1448","0.283890432653288","0.271710208882785","0.29607065642379","1"
"No worries","2006","West Germany","3160","0.195050334304959","0.189022995590294","0.201077673019623","3"
"No worries","2006","East Germany","902","0.182430452137719","0.171997645183438","0.192863259092","3"
"Some worries","2006","West Germany","8819","0.51535946459358","0.507757376773848","0.522961552413312","2"
"Some worries","2006","East Germany","2914","0.533679115208993","0.520202752610745","0.547155477807241","2"
"Big worries","2007","West Germany","4147","0.274658569851293","0.267614144668744","0.281702995033841","1"
"Big worries","2007","East Germany","1402","0.284911843762593","0.272400667779066","0.29742301974612","1"
"No worries","2007","West Germany","3020","0.197290569753699","0.191009840280061","0.203571299227336","3"
"No worries","2007","East Germany","928","0.203105634683341","0.191954361561252","0.214256907805431","3"
"Some worries","2007","West Germany","8255","0.528050860395009","0.520172003393479","0.535929717396538","2"
"Some worries","2007","East Germany","2670","0.511982521554066","0.498127463666382","0.525837579441749","2"
"Big worries","2008","West Germany","3419","0.242822536183758","0.235850996055108","0.249794076312409","1"
"Big worries","2008","East Germany","1084","0.231715082052594","0.219736390638921","0.243693773466267","1"
"No worries","2008","West Germany","3143","0.213405842545531","0.206744467171885","0.220067217919178","3"
"No worries","2008","East Germany","966","0.214494420388859","0.202840992077161","0.226147848700557","3"
"Some worries","2008","West Germany","7970","0.54377162127071","0.535673489974047","0.551869752567374","2"
"Some worries","2008","East Germany","2716","0.553790497558547","0.539677696188637","0.567903298928456","2"
"Big worries","2009","West Germany","2579","0.203414480103062","0.196609556061743","0.210219404144381","1"
"Big worries","2009","East Germany","930","0.213954656829441","0.202032198352099","0.225877115306784","1"
"No worries","2009","West Germany","3275","0.230455814634826","0.223336687296436","0.237574941973216","3"
"No worries","2009","East Germany","894","0.210727665996057","0.198871197116976","0.222584134875138","3"
"Some worries","2009","West Germany","7588","0.566129705262112","0.557751440594103","0.57450796993012","2"
"Some worries","2009","East Germany","2721","0.575317677174502","0.560947335359274","0.58968801898973","2"
"Big worries","2010","West Germany","4025","0.205043130008468","0.199214795435502","0.210871464581434","1"
"Big worries","2010","East Germany","1122","0.215887171028723","0.20496690949444","0.226807432563006","1"
"No worries","2010","West Germany","4148","0.238876541943987","0.232721027073554","0.245032056814421","3"
"No worries","2010","East Germany","1149","0.207475803398398","0.196713125701265","0.218238481095531","3"
"Some worries","2010","West Germany","10260","0.556080328047545","0.548907820056679","0.56325283603841","2"
"Some worries","2010","East Germany","3182","0.576637025572879","0.563522939148081","0.589751111997676","2"
"Big worries","2011","West Germany","2941","0.188922057413423","0.182798183719902","0.195045931106944","1"
"Big worries","2011","East Germany","920","0.207324063880447","0.195916178543312","0.218731949217583","1"
"No worries","2011","West Germany","4156","0.267802902476936","0.260875423167907","0.274730381785966","3"
"No worries","2011","East Germany","1178","0.253808298988618","0.241561838934159","0.266054759043077","3"
"Some worries","2011","West Germany","8599","0.543275040109641","0.535482288286292","0.551067791932991","2"
"Some worries","2011","East Germany","2753","0.538867637130935","0.524839942409025","0.552895331852845","2"
"Big worries","2012","West Germany","3275","0.213045481263391","0.206618483359378","0.219472479167405","1"
"Big worries","2012","East Germany","921","0.204146315675899","0.192804695897735","0.215487935454063","1"
"No worries","2012","West Germany","3555","0.234152876993302","0.227505994981841","0.240799759004763","3"
"No worries","2012","East Germany","1166","0.243344240900303","0.2312703456939","0.255418136106706","3"
"Some worries","2012","West Germany","8762","0.552801641743307","0.544997377956004","0.56060590553061","2"
"Some worries","2012","East Germany","2765","0.552509443423798","0.538518419958098","0.566500466889499","2"
"Big worries","2013","West Germany","3391","0.185839346663322","0.180300870473548","0.191377822853096","1"
"Big worries","2013","East Germany","847","0.18252340618093","0.171639940159536","0.193406872202323","1"
"No worries","2013","West Germany","5966","0.27772845477067","0.271351301652259","0.284105607889081","3"
"No worries","2013","East Germany","1251","0.255622516605915","0.24333210445504","0.267912928756791","3"
"Some worries","2013","West Germany","9591","0.536432198566008","0.529331837180942","0.543532559951074","2"
"Some worries","2013","East Germany","2741","0.561854077213155","0.547874583739187","0.575833570687123","2"
"Big worries","2014","West Germany","4689","0.208432705094377","0.202995791561127","0.213869618627627","1"
"Big worries","2014","East Germany","1218","0.227372960787378","0.216380602833559","0.238365318741196","1"
"No worries","2014","West Germany","5011","0.240109826698699","0.234392329586326","0.245827323811072","3"
"No worries","2014","East Germany","1239","0.224066444933284","0.213130981801316","0.235001908065251","3"
"Some worries","2014","West Germany","11741","0.551457468206924","0.54480039398672","0.558114542427128","2"
"Some worries","2014","East Germany","3128","0.548560594279339","0.53550945156995","0.561611736988728","2"
"Big worries","2015","West Germany","6883","0.334150360852962","0.327818017223996","0.340482704481928","1"
"Big worries","2015","East Germany","1804","0.346511758257876","0.333832694054282","0.359190822461469","1"
"No worries","2015","West Germany","3788","0.160987248411028","0.156053404089583","0.165921092732472","3"
"No worries","2015","East Germany","901","0.15835008375629","0.148622965069012","0.168077202443569","3"
"Some worries","2015","West Germany","10644","0.50486239073601","0.498150345264921","0.511574436207099","2"
"Some worries","2015","East Germany","2706","0.495138157985834","0.48181648415505","0.508459831816619","2"
"Big worries","2016","West Germany","9342","0.468873004592065","0.462395361818394","0.475350647365737","1"
"Big worries","2016","East Germany","2367","0.449906833230639","0.437103781094884","0.462709885366394","1"
"No worries","2016","West Germany","4736","0.115947606767255","0.111791754619745","0.120103458914765","3"
"No worries","2016","East Germany","1114","0.129695320392012","0.121048988405764","0.138341652378259","3"
"Some worries","2016","West Germany","8721","0.41517938864068","0.408783227162101","0.421575550119259","2"
"Some worries","2016","East Germany","2319","0.420397846377349","0.407694172659684","0.433101520095014","2"
"Big worries","2017","West Germany","8909","0.413226102736503","0.40720156615685","0.419250639316156","1"
"Big worries","2017","East Germany","2338","0.414637191123945","0.402501664590093","0.426772717657797","1"
"No worries","2017","West Germany","6015","0.12089910849119","0.116910464374609","0.124887752607771","3"
"No worries","2017","East Germany","1195","0.143793391642248","0.135150268796058","0.152436514488437","3"
"Some worries","2017","West Germany","10739","0.465874788772307","0.45977168826251","0.471977889282104","2"
"Some worries","2017","East Germany","2798","0.441569417233807","0.429337457999907","0.453801376467708","2"
"Big worries","2018","West Germany","7077","0.33371880375309","0.327730728991034","0.339706878515146","1"
"Big worries","2018","East Germany","1973","0.343042177132459","0.331118296817101","0.354966057447818","1"
"No worries","2018","West Germany","5237","0.141273695793162","0.136850602161828","0.145696789424497","3"
"No worries","2018","East Germany","1214","0.163580297276777","0.154289505480039","0.172871089073515","3"
"Some worries","2018","West Germany","11507","0.525007500453748","0.518665967897608","0.531349033009888","2"
"Some worries","2018","East Germany","2902","0.493377525590764","0.480819915011626","0.505935136169901","2"
"Big worries","2019","West Germany","8050","0.372147800562849","0.365958535001062","0.378337066124636","1"
"Big worries","2019","East Germany","2120","0.355048776139833","0.34298072707255","0.367116825207115","1"
"No worries","2019","West Germany","4849","0.133011582801303","0.128663437409438","0.137359728193169","3"
"No worries","2019","East Germany","976","0.142539732958541","0.13372306278172","0.151356403135362","3"
"Some worries","2019","West Germany","10532","0.494840616635848","0.488438854094762","0.501242379176933","2"
"Some worries","2019","East Germany","2944","0.502411490901626","0.489802086456502","0.51502089534675","2"
