"plj0047","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","2011","(2c_voc) vocational maturity certificate","Female","168","0.19997926969249","0.173818348529665","0.226140190855315"
"Big worries","2011","(3a) lower tertiary education","Male","117","0.11406410567894","0.0937099100484712","0.134418301309409"
"Big worries","2011","(3a) lower tertiary education","Female","152","0.20339304838392","0.175534979650383","0.231251117117456"
"Big worries","2011","(3b) higher tertiary education","Male","225","0.145002919189224","0.127296126899386","0.162709711479062"
"Big worries","2011","(3b) higher tertiary education","Female","253","0.196439250530532","0.174883342250435","0.217995158810629"
"Some worries","2011","(0) in school","Male","79","0.466923383655225","0.389859164692215","0.543987602618235"
"Some worries","2011","(0) in school","Female","77","0.51894337287319","0.439250826569527","0.598635919176854"
"Some worries","2011","(1a) inadequately completed","Male","42","0.362880775629341","0.269568164876934","0.456193386381747"
"Some worries","2011","(1a) inadequately completed","Female","65","0.473302254297608","0.388765473023888","0.557839035571329"
"Some worries","2011","(1b) general elementary school","Male","219","0.416095250591356","0.371861243347716","0.460329257834996"
"Some worries","2011","(1b) general elementary school","Female","582","0.510453180430714","0.481636480266129","0.539269880595299"
"Some worries","2011","(1c) basic vocational qualification","Male","1509","0.525569578726078","0.507401844790836","0.54373731266132"
"Some worries","2011","(1c) basic vocational qualification","Female","1366","0.53744452665776","0.517927230223501","0.55696182309202"
"Some worries","2011","(2b) intermediate general qualification","Male","88","0.473468445810749","0.403922275820438","0.54301461580106"
"Some worries","2011","(2b) intermediate general qualification","Female","168","0.479876980198383","0.426055939588287","0.533698020808478"
"Some worries","2011","(2a) intermediate vocational","Male","1160","0.563044813332855","0.541795083769027","0.584294542896683"
"Some worries","2011","(2a) intermediate vocational","Female","1686","0.584790997547761","0.566734942010421","0.602847053085101"
"Some worries","2011","(2c_gen) general maturity certificate","Male","204","0.520042899864013","0.470960323493694","0.569125476234333"
"Some worries","2011","(2c_gen) general maturity certificate","Female","243","0.507424113668402","0.462032329096019","0.552815898240786"
"Some worries","2011","(2c_voc) vocational maturity certificate","Male","381","0.554920702391548","0.517176944557495","0.592664460225601"
"Some worries","2011","(2c_voc) vocational maturity certificate","Female","527","0.573846089077771","0.541502301579883","0.606189876575659"
"Some worries","2011","(3a) lower tertiary education","Male","564","0.608991808072813","0.577747065626743","0.640236550518882"
"Some worries","2011","(3a) lower tertiary education","Female","503","0.592465298744774","0.558457802144758","0.626472795344791"
"Some worries","2011","(3b) higher tertiary education","Male","866","0.547620725494182","0.522590746098431","0.572650704889933"
"Some worries","2011","(3b) higher tertiary education","Female","794","0.58469501275443","0.5579593408416","0.611430684667261"
"No worries","2011","(0) in school","Male","48","0.297470987364842","0.226857185836029","0.368084788893655"
"No worries","2011","(0) in school","Female","40","0.263122531117413","0.192890330715597","0.333354731519228"
"No worries","2011","(1a) inadequately completed","Male","42","0.45200666837341","0.355422028917377","0.548591307829443"
"No worries","2011","(1a) inadequately completed","Female","41","0.345277590610598","0.264775253090272","0.425779928130923"
"No worries","2011","(1b) general elementary school","Male","165","0.339330932772703","0.296840357233942","0.381821508311464"
"No worries","2011","(1b) general elementary school","Female","366","0.303628303940763","0.277121286961766","0.33013532091976"
"No worries","2011","(1c) basic vocational qualification","Male","869","0.292282138532414","0.275734706597499","0.308829570467328"
"No worries","2011","(1c) basic vocational qualification","Female","582","0.233691248752056","0.217126149540661","0.25025634796345"
"No worries","2011","(2b) intermediate general qualification","Male","68","0.323421267419672","0.258264586340102","0.388577948499241"
"No worries","2011","(2b) intermediate general qualification","Female","100","0.32158241676193","0.271263788971914","0.371901044551947"
"No worries","2011","(2a) intermediate vocational","Male","600","0.292020420611147","0.272540801822907","0.311500039399386"
"No worries","2011","(2a) intermediate vocational","Female","571","0.19998976407667","0.185332908178827","0.214646619974513"
"No worries","2011","(2c_gen) general maturity certificate","Male","112","0.277712169436523","0.233711512624008","0.321712826249037"
"No worries","2011","(2c_gen) general maturity certificate","Female","110","0.241692576498748","0.202823032816584","0.280562120180912"
"No worries","2011","(2c_voc) vocational maturity certificate","Male","173","0.256438838641028","0.223275272441693","0.289602404840364"
"No worries","2011","(2c_voc) vocational maturity certificate","Female","203","0.226174641229739","0.198812293572713","0.253536988886765"
"No worries","2011","(3a) lower tertiary education","Male","256","0.276944086248247","0.248291733798225","0.305596438698269"
"No worries","2011","(3a) lower tertiary education","Female","147","0.204141652871306","0.176245481130436","0.232037824612175"
"No worries","2011","(3b) higher tertiary education","Male","428","0.307376355316594","0.28417287719038","0.330579833442807"
"No worries","2011","(3b) higher tertiary education","Female","258","0.218865736715037","0.196432364185185","0.24129910924489"
"Big worries","2012","(0) in school","Male","27","","",""
"Big worries","2012","(0) in school","Female","33","0.179800039811101","0.117721114871411","0.241878964750791"
"Big worries","2012","(1a) inadequately completed","Male","22","","",""
"Big worries","2012","(1a) inadequately completed","Female","44","0.265822546893738","0.19264455257543","0.339000541212045"
"Big worries","2012","(1b) general elementary school","Male","99","0.24954028072221","0.211262974382618","0.287817587061801"
"Big worries","2012","(1b) general elementary school","Female","237","0.211802267050749","0.1878198169136","0.235784717187898"
"Big worries","2012","(1c) basic vocational qualification","Male","577","0.216199455870323","0.201086279881149","0.231312631859497"
"Big worries","2012","(1c) basic vocational qualification","Female","601","0.242099491937719","0.225216902040076","0.258982081835362"
"Big worries","2012","(2b) intermediate general qualification","Male","42","0.230802507926892","0.172983291881551","0.288621723972233"
"Big worries","2012","(2b) intermediate general qualification","Female","70","0.21533604770892","0.17064643097261","0.26002566444523"
"Big worries","2012","(2a) intermediate vocational","Male","348","0.172416305920934","0.156123976090998","0.18870863575087"
"Big worries","2012","(2a) intermediate vocational","Female","605","0.224383219265725","0.209048407591897","0.239718030939552"
"Big worries","2012","(2c_gen) general maturity certificate","Male","77","0.188932253196534","0.150081682280733","0.227782824112334"
"Big worries","2012","(2c_gen) general maturity certificate","Female","113","0.278990517011273","0.237689171599601","0.320291862422944"
"Big worries","2012","(2c_voc) vocational maturity certificate","Male","134","0.21680550113115","0.185742407479767","0.247868594782532"
"Big worries","2012","(2c_voc) vocational maturity certificate","Female","198","0.217974517808494","0.191266597876644","0.244682437740344"
"Big worries","2012","(3a) lower tertiary education","Male","129","0.129863440957949","0.108554772809176","0.151172109106722"
"Big worries","2012","(3a) lower tertiary education","Female","151","0.185709181378648","0.158994970778961","0.212423391978334"
"Big worries","2012","(3b) higher tertiary education","Male","257","0.15553404528817","0.137205967002101","0.17386212357424"
"Big worries","2012","(3b) higher tertiary education","Female","335","0.262944397525387","0.239581699656297","0.286307095394477"
"Some worries","2012","(0) in school","Male","66","0.534372552855535","0.450228666933405","0.618516438777664"
"Some worries","2012","(0) in school","Female","78","0.558460996054752","0.478187831587799","0.638734160521706"
"Some worries","2012","(1a) inadequately completed","Male","58","0.592850337957156","0.503056042746843","0.682644633167469"
"Some worries","2012","(1a) inadequately completed","Female","57","0.450520938141762","0.368103874553053","0.532938001730471"
"Some worries","2012","(1b) general elementary school","Male","216","0.418225801187201","0.374595321856361","0.461856280518042"
"Some worries","2012","(1b) general elementary school","Female","566","0.531523077302659","0.502233316765661","0.560812837839657"
"Some worries","2012","(1c) basic vocational qualification","Male","1510","0.515412928963605","0.497064908042152","0.533760949885059"
"Some worries","2012","(1c) basic vocational qualification","Female","1340","0.545630887719261","0.526006780553071","0.565254994885451"
"Some worries","2012","(2b) intermediate general qualification","Male","98","0.457921725516144","0.389552661789598","0.52629078924269"
"Some worries","2012","(2b) intermediate general qualification","Female","178","0.556419490570773","0.502407049517396","0.61043193162415"
"Some worries","2012","(2a) intermediate vocational","Male","1161","0.560279378827207","0.538871245606483","0.58168751204793"
"Some worries","2012","(2a) intermediate vocational","Female","1731","0.597031249809141","0.579001326595616","0.615061173022666"
"Some worries","2012","(2c_gen) general maturity certificate","Male","209","0.532903845111694","0.483388095227971","0.582419594995416"
