"plj0047","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","Couple + C. GT 16 ","general elemantary","134","0.296556887632736","0.256280258600715","0.336833516664757","1"
"Big worries","1999","Couple + C. GT 16 ","middle vocational","341","0.296311635674719","0.270257802664304","0.322365468685135","1"
"Big worries","1999","Couple + C. GT 16 ","vocational + Abi","26","","","","1"
"Big worries","1999","Couple + C. GT 16 ","higher vocational","35","0.307954538999738","0.225010490893735","0.390898587105741","1"
"Big worries","1999","Couple + C. GT 16 ","higher education","92","0.271138770778313","0.221248437247533","0.321029104309092","1"
"Big worries","1999","Couple + C. LE and GT 16","in school","41","0.315509944343345","0.23436659762676","0.396653291059929","1"
"Big worries","1999","Couple + C. LE and GT 16","inadequately","20","","","","1"
"Big worries","1999","Couple + C. LE and GT 16","general elemantary","84","0.352884694043209","0.293648747349457","0.412120640736961","1"
"Big worries","1999","Couple + C. LE and GT 16","middle vocational","135","0.320474844525328","0.278330686715315","0.36261900233534","1"
"Big worries","1999","Couple + C. LE and GT 16","vocational + Abi","11","","","","1"
"Big worries","1999","Couple + C. LE and GT 16","higher vocational","16","","","","1"
"Big worries","1999","Couple + C. LE and GT 16","higher education","47","0.439643977026515","0.356225698560047","0.523062255492982","1"
"No worries","1999","Couple + C. LE and GT 16","higher education","13","","","","3"
"No worries","1999","1-pers.-HH","in school","","","","","3"
"No worries","1999","1-pers.-HH","inadequately","4","","","","3"
"No worries","1999","1-pers.-HH","general elemantary","96","0.251689583991373","0.208507286514916","0.294871881467829","3"
"No worries","1999","1-pers.-HH","middle vocational","162","0.18811222682061","0.16199329701668","0.21423115662454","3"
"No worries","1999","1-pers.-HH","vocational + Abi","10","","","","3"
"No worries","1999","1-pers.-HH","higher vocational","11","","","","3"
"No worries","1999","1-pers.-HH","higher education","29","","","","3"
"No worries","1999","(Married) couple without C. ","in school","","","","","3"
"No worries","1999","(Married) couple without C. ","inadequately","23","","","","3"
"No worries","1999","(Married) couple without C. ","general elemantary","124","0.190996968489676","0.161098264539427","0.220895672439926","3"
"No worries","1999","(Married) couple without C. ","middle vocational","337","0.157135032902307","0.142090959298525","0.17217910650609","3"
"No worries","1999","(Married) couple without C. ","vocational + Abi","21","","","","3"
"No worries","1999","(Married) couple without C. ","higher vocational","38","0.13702208263987","0.0960053244472422","0.178038840832497","3"
"No worries","1999","(Married) couple without C. ","higher education","75","0.144591562140366","0.117719970932715","0.171463153348018","3"
"No worries","1999","Single parent ","in school","7","","","","3"
"No worries","1999","Single parent ","inadequately","6","","","","3"
"No worries","1999","Single parent ","general elemantary","31","0.18786597440826","0.130322063394995","0.245409885421524","3"
"No worries","1999","Single parent ","middle vocational","50","0.136550796084591","0.100881987192619","0.172219604976563","3"
"No worries","1999","Single parent ","vocational + Abi","1","","","","3"
"No worries","1999","Single parent ","higher vocational","2","","","","3"
"No worries","1999","Single parent ","higher education","5","","","","3"
"No worries","1999","Couple + C. LE 16 ","in school","1","","","","3"
"No worries","1999","Couple + C. LE 16 ","inadequately","12","","","","3"
"No worries","1999","Couple + C. LE 16 ","general elemantary","54","0.152087002318479","0.114678686477829","0.189495318159128","3"
"No worries","1999","Couple + C. LE 16 ","middle vocational","223","0.131156771084953","0.114698148691326","0.14761539347858","3"
"No worries","1999","Couple + C. LE 16 ","vocational + Abi","15","","","","3"
"No worries","1999","Couple + C. LE 16 ","higher vocational","24","","","","3"
"No worries","1999","Couple + C. LE 16 ","higher education","41","0.0827437459507942","0.0585718482202885","0.1069156436813","3"
"No worries","1999","Couple + C. GT 16 ","in school","17","","","","3"
"No worries","1999","Couple + C. GT 16 ","inadequately","29","","","","3"
"No worries","1999","Couple + C. GT 16 ","general elemantary","78","0.173480227015399","0.140088703747664","0.206871750283134","3"
"No worries","1999","Couple + C. GT 16 ","middle vocational","178","0.159639406791342","0.138741153938573","0.18053765964411","3"
"No worries","1999","Couple + C. GT 16 ","vocational + Abi","9","","","","3"
"No worries","1999","Couple + C. GT 16 ","higher vocational","14","","","","3"
"No worries","1999","Couple + C. GT 16 ","higher education","28","","","","3"
"No worries","1999","Couple + C. LE and GT 16","in school","25","","","","3"
"No worries","1999","Couple + C. LE and GT 16","inadequately","11","","","","3"
"No worries","1999","Couple + C. LE and GT 16","general elemantary","42","0.150719719236263","0.106370227692615","0.195069210779912","3"
"No worries","1999","Couple + C. LE and GT 16","middle vocational","64","0.139795723181597","0.10847834630078","0.171113100062414","3"
"No worries","1999","Couple + C. LE and GT 16","vocational + Abi","2","","","","3"
"No worries","1999","Couple + C. LE and GT 16","higher vocational","5","","","","3"
"Some worries","1999","1-pers.-HH","in school","1","","","","2"
"Some worries","1999","1-pers.-HH","inadequately","13","","","","2"
"Some worries","1999","1-pers.-HH","general elemantary","185","0.483527360675939","0.433803319798044","0.533251401553833","2"
"Some worries","1999","1-pers.-HH","middle vocational","445","0.51164147890191","0.478233429196732","0.545049528607089","2"
"Some worries","1999","1-pers.-HH","vocational + Abi","43","0.580791017741769","0.467600017860405","0.693982017623133","2"
"Some worries","1999","1-pers.-HH","higher vocational","52","0.589286913664461","0.483448891941949","0.695124935386973","2"
"Some worries","1999","1-pers.-HH","higher education","139","0.585840201924878","0.522862368567853","0.648818035281903","2"
"Some worries","1999","(Married) couple without C. ","in school","","","","","2"
"Some worries","1999","(Married) couple without C. ","inadequately","44","0.514988184476718","0.413414452685579","0.616561916267856","2"
"Some worries","1999","(Married) couple without C. ","general elemantary","365","0.564547251684363","0.526834804231986","0.60225969913674","2"
"Some worries","1999","(Married) couple without C. ","middle vocational","1221","0.539307368305363","0.518702314751348","0.559912421859379","2"
"Some worries","1999","(Married) couple without C. ","vocational + Abi","82","0.567466034227931","0.488445554506112","0.646486513949751","2"
"Some worries","1999","(Married) couple without C. ","higher vocational","145","0.552278149804719","0.492965232617712","0.611591066991726","2"
"Some worries","1999","(Married) couple without C. ","higher education","395","0.566053789228668","0.528184954162193","0.603922624295143","2"
"Some worries","1999","Single parent ","in school","17","","","","2"
"Some worries","1999","Single parent ","inadequately","9","","","","2"
"Some worries","1999","Single parent ","general elemantary","96","0.467698376530598","0.394192292893173","0.541204460168024","2"
"Some worries","1999","Single parent ","middle vocational","220","0.628947391363363","0.578765387825914","0.679129394900812","2"
"Some worries","1999","Single parent ","vocational + Abi","4","","","","2"
"Some worries","1999","Single parent ","higher vocational","10","","","","2"
"Some worries","1999","Single parent ","higher education","45","0.658446998114445","0.547353527291147","0.769540468937743","2"
"Some worries","1999","Couple + C. LE 16 ","in school","2","","","","2"
"Some worries","1999","Couple + C. LE 16 ","inadequately","33","0.421401232583151","0.296459041246463","0.546343423919839","2"
"Some worries","1999","Couple + C. LE 16 ","general elemantary","174","0.483754080699614","0.43169612653892","0.535812034860308","2"
"Some worries","1999","Couple + C. LE 16 ","middle vocational","919","0.555710102042794","0.53148393106506","0.579936273020528","2"
"Some worries","1999","Couple + C. LE 16 ","vocational + Abi","88","0.549148335872352","0.473226309082615","0.625070362662089","2"
"Some worries","1999","Couple + C. LE 16 ","higher vocational","144","0.590152285430151","0.528819467341111","0.651485103519191","2"
"Some worries","1999","Couple + C. LE 16 ","higher education","306","0.582726027486218","0.539460632334494","0.625991422637943","2"
"Some worries","1999","Couple + C. GT 16 ","in school","71","0.568586843946786","0.487693657908451","0.649480029985122","2"
"Some worries","1999","Couple + C. GT 16 ","inadequately","54","0.480899071990343","0.394343311133619","0.567454832847067","2"
"Some worries","1999","Couple + C. GT 16 ","general elemantary","282","0.529962885351864","0.485950650638465","0.573975120065263","2"
"Some worries","1999","Couple + C. GT 16 ","middle vocational","661","0.544048957533939","0.515631502262031","0.572466412805847","2"
"Some worries","1999","Couple + C. GT 16 ","vocational + Abi","29","","","","2"
"Some worries","1999","Couple + C. GT 16 ","higher vocational","70","0.584407099218812","0.49586161608285","0.672952582354774","2"
"Some worries","1999","Couple + C. GT 16 ","higher education","185","0.628810227443977","0.574590669739593","0.683029785148361","2"
"Some worries","1999","Couple + C. LE and GT 16","in school","60","0.499393071175592","0.412089400725844","0.586696741625341","2"
"Some worries","1999","Couple + C. LE and GT 16","inadequately","21","","","","2"
"Some worries","1999","Couple + C. LE and GT 16","general elemantary","124","0.496395586720528","0.434417693961006","0.558373479480049","2"
"Some worries","1999","Couple + C. LE and GT 16","middle vocational","272","0.539729432293076","0.494717019760683","0.584741844825468","2"
"Some worries","1999","Couple + C. LE and GT 16","vocational + Abi","20","","","","2"
"Some worries","1999","Couple + C. LE and GT 16","higher education","76","0.476931997128941","0.392988715371412","0.56087527888647","2"
"Some worries","1999","Couple + C. LE and GT 16","higher vocational","39","0.621564465637222","0.498845549905289","0.744283381369156","2"
"Big worries","2000","1-pers.-HH","in school","4","","","","1"
"Big worries","2000","1-pers.-HH","inadequately","8","","","","1"
"Big worries","2000","1-pers.-HH","general elemantary","138","0.24059533062998","0.204675947467048","0.276514713792911","1"
"Big worries","2000","1-pers.-HH","middle vocational","505","0.282295631328809","0.261242790412802","0.303348472244815","1"
"Big worries","2000","1-pers.-HH","vocational + Abi","75","0.432127603590489","0.361690307770843","0.502564899410134","1"
"Big worries","2000","1-pers.-HH","higher vocational","92","0.38271369238702","0.322098716545408","0.443328668228632","1"
"Big worries","2000","1-pers.-HH","higher education","195","0.366362186082682","0.325724677382466","0.406999694782897","1"
"Big worries","2000","(Married) couple without C. ","in school","1","","","","1"
"Big worries","2000","(Married) couple without C. ","inadequately","19","","","","1"
"Big worries","2000","(Married) couple without C. ","general elemantary","245","0.253515772379482","0.226011560359967","0.281019984398997","1"
"Big worries","2000","(Married) couple without C. ","middle vocational","1264","0.293357030944648","0.279668655836896","0.3070454060524","1"
"Big worries","2000","(Married) couple without C. ","vocational + Abi","106","0.32745515753216","0.275548889163067","0.379361425901254","1"
"Big worries","2000","(Married) couple without C. ","higher vocational","199","0.328466145367724","0.290917859294292","0.366014431441156","1"
"Big worries","2000","(Married) couple without C. ","higher education","449","0.33612722344493","0.310289166376497","0.361965280513363","1"
"Big worries","2000","Single parent ","in school","18","","","","1"
"Big worries","2000","Single parent ","inadequately","7","","","","1"
"Big worries","2000","Single parent ","general elemantary","67","0.287650765670827","0.23142599851345","0.343875532828204","1"
"Big worries","2000","Single parent ","middle vocational","169","0.293076301819503","0.256836284155275","0.329316319483731","1"
"Big worries","2000","Single parent ","vocational + Abi","19","","","","1"
"Big worries","2000","Single parent ","higher vocational","15","","","","1"
"Big worries","2000","Single parent ","higher education","55","0.403656251386613","0.322384756141889","0.484927746631336","1"
"Big worries","2000","Couple + C. LE 16 ","in school","","","","","1"
"Big worries","2000","Couple + C. LE 16 ","inadequately","26","","","","1"
"Big worries","2000","Couple + C. LE 16 ","general elemantary","141","0.363000172923923","0.317707576661756","0.408292769186089","1"
"Big worries","2000","Couple + C. LE 16 ","middle vocational","922","0.346516024162588","0.329024051340717","0.364007996984458","1"
"Big worries","2000","Couple + C. LE 16 ","vocational + Abi","126","0.392506572361252","0.340678487641386","0.444334657081118","1"
"Big worries","2000","Couple + C. LE 16 ","higher vocational","187","0.3622721245969","0.32180674608663","0.402737503107169","1"
"Big worries","2000","Couple + C. LE 16 ","higher education","343","0.362157522137722","0.332233722515784","0.39208132175966","1"
"Big worries","2000","Couple + C. GT 16 ","in school","68","0.331907686202587","0.267446535622998","0.396368836782177","1"
"Big worries","2000","Couple + C. GT 16 ","inadequately","36","0.429689240905542","0.329616179381604","0.529762302429481","1"
"Big worries","2000","Couple + C. GT 16 ","general elemantary","187","0.270785777676282","0.237725321163974","0.303846234188589","1"
"Big worries","2000","Couple + C. GT 16 ","middle vocational","610","0.318682394881454","0.298281318863383","0.339083470899525","1"
"Big worries","2000","Couple + C. GT 16 ","vocational + Abi","50","0.331010720833677","0.254939561906149","0.407081879761205","1"
"Big worries","2000","Couple + C. GT 16 ","higher vocational","78","0.332378697797159","0.274898279251462","0.389859116342855","1"
"Big worries","2000","Couple + C. GT 16 ","higher education","188","0.368285848498864","0.326546830504649","0.410024866493078","1"
"Big worries","2000","Couple + C. LE and GT 16","in school","69","0.334579345825911","0.268856978526635","0.400301713125188","1"
"Big worries","2000","Couple + C. LE and GT 16","inadequately","12","","","","1"
"Big worries","2000","Couple + C. LE and GT 16","general elemantary","121","0.301621300874115","0.257986788930386","0.345255812817845","1"
"Big worries","2000","Couple + C. LE and GT 16","middle vocational","276","0.328093169317638","0.296131905183775","0.360054433451501","1"
"Big worries","2000","Couple + C. LE and GT 16","vocational + Abi","16","","","","1"
"Big worries","2000","Couple + C. LE and GT 16","higher vocational","49","0.365680606214538","0.284134984000317","0.44722622842876","1"
"Big worries","2000","Couple + C. LE and GT 16","higher education","88","0.414383167075647","0.351666676802149","0.477099657349145","1"
"No worries","2000","Couple + C. LE and GT 16","higher education","26","","","","3"
"No worries","2000","1-pers.-HH","in school","","","","","3"
"No worries","2000","1-pers.-HH","inadequately","16","","","","3"
"No worries","2000","1-pers.-HH","general elemantary","159","0.297944455094949","0.259511654575873","0.336377255614025","3"
"No worries","2000","1-pers.-HH","middle vocational","398","0.227706269100492","0.2080923407835","0.247320197417483","3"
"No worries","2000","1-pers.-HH","vocational + Abi","28","","","","3"
"No worries","2000","1-pers.-HH","higher vocational","40","0.1490964091107","0.104676937865746","0.193515880355653","3"
"No worries","2000","1-pers.-HH","higher education","55","0.110858701408856","0.084378487078299","0.137338915739413","3"
"No worries","2000","(Married) couple without C. ","in school","","","","","3"
"No worries","2000","(Married) couple without C. ","inadequately","29","","","","3"
"No worries","2000","(Married) couple without C. ","general elemantary","223","0.237473822790436","0.210569525848531","0.264378119732341","3"
"No worries","2000","(Married) couple without C. ","middle vocational","776","0.190883247608083","0.179067991762536","0.20269850345363","3"
"No worries","2000","(Married) couple without C. ","vocational + Abi","41","0.132389947286169","0.0949036056115782","0.169876288960759","3"
"No worries","2000","(Married) couple without C. ","higher vocational","86","0.151253505359916","0.1226082580546","0.179898752665231","3"
"No worries","2000","(Married) couple without C. ","higher education","179","0.157309296335643","0.137394453892654","0.177224138778632","3"
"No worries","2000","Single parent ","in school","13","","","","3"
"No worries","2000","Single parent ","inadequately","9","","","","3"
"No worries","2000","Single parent ","general elemantary","61","0.236259714808749","0.183498339853327","0.28902108976417","3"
"No worries","2000","Single parent ","middle vocational","115","0.182277075932612","0.151538701826293","0.213015450038932","3"
"No worries","2000","Single parent ","vocational + Abi","6","","","","3"
"No worries","2000","Single parent ","higher vocational","6","","","","3"
"No worries","2000","Single parent ","higher education","16","","","","3"
"No worries","2000","Couple + C. LE 16 ","in school","2","","","","3"
"No worries","2000","Couple + C. LE 16 ","inadequately","12","","","","3"
"No worries","2000","Couple + C. LE 16 ","general elemantary","75","0.172525060432822","0.136936726100087","0.208113394765557","3"
"No worries","2000","Couple + C. LE 16 ","middle vocational","436","0.150453797777829","0.137312001215698","0.16359559433996","3"
"No worries","2000","Couple + C. LE 16 ","vocational + Abi","41","0.0990279319076441","0.0673245625960145","0.130731301219274","3"
"No worries","2000","Couple + C. LE 16 ","higher vocational","80","0.143654484482924","0.114126584875522","0.173182384090326","3"
"No worries","2000","Couple + C. LE 16 ","higher education","97","0.0997033942798105","0.0810499496663952","0.118356838893226","3"
"No worries","2000","Couple + C. GT 16 ","in school","36","0.155848560715411","0.106197018671772","0.20550010275905","3"
"No worries","2000","Couple + C. GT 16 ","inadequately","21","","","","3"
"No worries","2000","Couple + C. GT 16 ","general elemantary","166","0.231731703020893","0.200339807626178","0.263123598415608","3"
"No worries","2000","Couple + C. GT 16 ","middle vocational","341","0.164803093772266","0.148559715768244","0.181046471776289","3"
"No worries","2000","Couple + C. GT 16 ","vocational + Abi","26","","","","3"
"No worries","2000","Couple + C. GT 16 ","higher vocational","34","0.145391549561001","0.102379373772984","0.188403725349018","3"
"No worries","2000","Couple + C. GT 16 ","higher education","60","0.125204240576809","0.0965656090185074","0.15384287213511","3"
"No worries","2000","Couple + C. LE and GT 16","in school","42","0.234604418302584","0.17558070005016","0.293628136555008","3"
"No worries","2000","Couple + C. LE and GT 16","inadequately","6","","","","3"
"No worries","2000","Couple + C. LE and GT 16","general elemantary","74","0.177324406759363","0.141012237815473","0.213636575703252","3"
"No worries","2000","Couple + C. LE and GT 16","middle vocational","142","0.184540792638552","0.158133849096191","0.210947736180913","3"
"No worries","2000","Couple + C. LE and GT 16","vocational + Abi","7","","","","3"
"No worries","2000","Couple + C. LE and GT 16","higher vocational","16","","","","3"
"Some worries","2000","1-pers.-HH","in school","1","","","","2"
"Some worries","2000","1-pers.-HH","inadequately","13","","","","2"
"Some worries","2000","1-pers.-HH","general elemantary","247","0.461460214275071","0.419568834062554","0.503351594487588","2"
"Some worries","2000","1-pers.-HH","middle vocational","853","0.4899980995707","0.466616784711401","0.513379414429998","2"
"Some worries","2000","1-pers.-HH","vocational + Abi","87","0.433056389634137","0.362601125321252","0.503511653947021","2"
"Some worries","2000","1-pers.-HH","higher vocational","115","0.46818989850228","0.405961456874986","0.530418340129574","2"
"Some worries","2000","1-pers.-HH","higher education","290","0.522779112508462","0.480651189631142","0.564907035385782","2"
"Some worries","2000","(Married) couple without C. ","in school","3","","","","2"
"Some worries","2000","(Married) couple without C. ","inadequately","44","0.433535653590621","0.332272166837758","0.534799140343485","2"
"Some worries","2000","(Married) couple without C. ","general elemantary","493","0.509010404830082","0.47740321595981","0.540617593700354","2"
"Some worries","2000","(Married) couple without C. ","middle vocational","2210","0.515759721447269","0.50073495282555","0.530784490068988","2"
"Some worries","2000","(Married) couple without C. ","vocational + Abi","167","0.540154895181671","0.485029945132812","0.59527984523053","2"
"Some worries","2000","(Married) couple without C. ","higher vocational","316","0.52028034927236","0.48033894581668","0.56022175272804","2"
"Some worries","2000","(Married) couple without C. ","higher education","656","0.506563480219427","0.479217206148786","0.533909754290068","2"
"Some worries","2000","Single parent ","in school","31","0.447355104668087","0.323589055877758","0.571121153458416","2"
"Some worries","2000","Single parent ","inadequately","12","","","","2"
"Some worries","2000","Single parent ","general elemantary","121","0.476089519520424","0.414056735707916","0.538122303332932","2"
"Some worries","2000","Single parent ","middle vocational","322","0.524646622247885","0.484885968943763","0.564407275552007","2"
"Some worries","2000","Single parent ","vocational + Abi","25","","","","2"
"Some worries","2000","Single parent ","higher vocational","30","0.55646618067204","0.420119126063811","0.692813235280269","2"
"Some worries","2000","Single parent ","higher education","69","0.46771176465197","0.385061042221278","0.550362487082661","2"
"Some worries","2000","Couple + C. LE 16 ","in school","1","","","","2"
"Some worries","2000","Couple + C. LE 16 ","inadequately","23","","","","2"
"Some worries","2000","Couple + C. LE 16 ","general elemantary","217","0.464474766643255","0.417498859546056","0.511450673740455","2"
"Some worries","2000","Couple + C. LE 16 ","middle vocational","1485","0.503030178059584","0.484651186005616","0.521409170113552","2"
"Some worries","2000","Couple + C. LE 16 ","vocational + Abi","174","0.508465495731104","0.455404102403551","0.561526889058656","2"
"Some worries","2000","Couple + C. LE 16 ","higher vocational","275","0.494073390920176","0.451982517188662","0.536164264651691","2"
"Some worries","2000","Couple + C. LE 16 ","higher education","551","0.538139083582467","0.507099624974602","0.569178542190333","2"
"Some worries","2000","Couple + C. GT 16 ","in school","101","0.512243753082002","0.443819365971648","0.580668140192356","2"
"Some worries","2000","Couple + C. GT 16 ","inadequately","37","0.381485272119348","0.28328830491666","0.479682239322035","2"
"Some worries","2000","Couple + C. GT 16 ","general elemantary","341","0.497482519302825","0.460283383108422","0.534681655497228","2"
"Some worries","2000","Couple + C. GT 16 ","middle vocational","1053","0.516514511346279","0.494635272063595","0.538393750628964","2"
"Some worries","2000","Couple + C. GT 16 ","vocational + Abi","71","0.485007508234908","0.404216299967359","0.565798716502457","2"
"Some worries","2000","Couple + C. GT 16 ","higher vocational","146","0.52222975264184","0.461279067194592","0.583180438089088","2"
"Some worries","2000","Couple + C. GT 16 ","higher education","265","0.506509910924328","0.463246316384414","0.549773505464242","2"
"Some worries","2000","Couple + C. LE and GT 16","in school","87","0.430816235871504","0.361841860131649","0.49979061161136","2"
"Some worries","2000","Couple + C. LE and GT 16","inadequately","26","","","","2"
"Some worries","2000","Couple + C. LE and GT 16","general elemantary","230","0.521054292366522","0.473560345980485","0.568548238752559","2"
"Some worries","2000","Couple + C. LE and GT 16","middle vocational","411","0.48736603804381","0.453340723848269","0.521391352239351","2"
"Some worries","2000","Couple + C. LE and GT 16","vocational + Abi","28","","","","2"
"Some worries","2000","Couple + C. LE and GT 16","higher education","123","0.481941140676677","0.418326003045147","0.545556278308206","2"
"Some worries","2000","Couple + C. LE and GT 16","higher vocational","69","0.520085025719739","0.435495806329624","0.604674245109853","2"
"Big worries","2001","1-pers.-HH","inadequately","4","","","","1"
"Big worries","2001","1-pers.-HH","general elemantary","128","0.297466153292822","0.255599547137803","0.33933275944784","1"
"Big worries","2001","1-pers.-HH","middle vocational","529","0.32184179900715","0.298978829261176","0.344704768753125","1"
"Big worries","2001","1-pers.-HH","vocational + Abi","62","0.357703183749367","0.285437182176684","0.429969185322049","1"
"Big worries","2001","1-pers.-HH","higher vocational","80","0.375507245146549","0.312232603463117","0.438781886829981","1"
"Big worries","2001","1-pers.-HH","higher education","204","0.416573161862167","0.37287808512687","0.460268238597465","1"
"Big worries","2001","(Married) couple without C. ","in school","5","","","","1"
"Big worries","2001","(Married) couple without C. ","inadequately","19","","","","1"
"Big worries","2001","(Married) couple without C. ","general elemantary","252","0.302541588148475","0.271458882904505","0.333624293392444","1"
"Big worries","2001","(Married) couple without C. ","middle vocational","1263","0.314347269392553","0.299648117019825","0.32904642176528","1"
"Big worries","2001","(Married) couple without C. ","vocational + Abi","128","0.405458145743216","0.350978405827362","0.459937885659069","1"
"Big worries","2001","(Married) couple without C. ","higher vocational","225","0.40781042006686","0.366361735613675","0.449259104520046","1"
"Big worries","2001","(Married) couple without C. ","higher education","511","0.402254092852341","0.374872968444921","0.429635217259762","1"
"Big worries","2001","Single parent ","in school","33","0.372424515014283","0.26075517267366","0.484093857354906","1"
"Big worries","2001","Single parent ","inadequately","4","","","","1"
"Big worries","2001","Single parent ","general elemantary","76","0.292260760286897","0.233737839758225","0.350783680815568","1"
"Big worries","2001","Single parent ","middle vocational","194","0.373102347342811","0.33293873136327","0.413265963322352","1"
"Big worries","2001","Single parent ","vocational + Abi","18","","","","1"
"Big worries","2001","Single parent ","higher vocational","18","","","","1"
"Big worries","2001","Single parent ","higher education","38","0.277217284517433","0.200270505225471","0.354164063809395","1"
"Big worries","2001","Couple + C. LE 16 ","in school","","","","","1"
"Big worries","2001","Couple + C. LE 16 ","inadequately","15","","","","1"
"Big worries","2001","Couple + C. LE 16 ","general elemantary","137","0.340539705978735","0.293447233281399","0.387632178676071","1"
"Big worries","2001","Couple + C. LE 16 ","middle vocational","933","0.366288893619534","0.34760746119404","0.384970326045029","1"
"Big worries","2001","Couple + C. LE 16 ","vocational + Abi","151","0.419400801301924","0.366160075777321","0.472641526826526","1"
"Big worries","2001","Couple + C. LE 16 ","higher vocational","204","0.433931947938077","0.390049061463267","0.477814834412887","1"
"Big worries","2001","Couple + C. LE 16 ","higher education","347","0.396154136965193","0.364129130093643","0.428179143836744","1"
"Big worries","2001","Couple + C. GT 16 ","in school","101","0.398437411202359","0.336107805053439","0.460767017351279","1"
"Big worries","2001","Couple + C. GT 16 ","inadequately","27","","","","1"
"Big worries","2001","Couple + C. GT 16 ","general elemantary","195","0.335748676781433","0.297992829216879","0.373504524345986","1"
"Big worries","2001","Couple + C. GT 16 ","middle vocational","669","0.355340780926475","0.33343614443392","0.377245417419029","1"
"Big worries","2001","Couple + C. GT 16 ","vocational + Abi","50","0.443815149016443","0.36238397218353","0.525246325849355","1"
"Big worries","2001","Couple + C. GT 16 ","higher vocational","77","0.344294633943777","0.280335929733674","0.40825333815388","1"
"Big worries","2001","Couple + C. GT 16 ","higher education","213","0.443938452282287","0.399811246873264","0.48806565769131","1"
"Big worries","2001","Couple + C. LE and GT 16","in school","77","0.344692603957015","0.279313556427032","0.410071651486998","1"
"Big worries","2001","Couple + C. LE and GT 16","inadequately","10","","","","1"
"Big worries","2001","Couple + C. LE and GT 16","general elemantary","113","0.311272251531302","0.26310765701406","0.359436846048544","1"
"Big worries","2001","Couple + C. LE and GT 16","middle vocational","253","0.331893848462723","0.29832708022268","0.365460616702766","1"
"Big worries","2001","Couple + C. LE and GT 16","vocational + Abi","15","","","","1"
"Big worries","2001","Couple + C. LE and GT 16","higher vocational","39","0.276676927639757","0.194914871931152","0.358438983348363","1"
"Big worries","2001","Couple + C. LE and GT 16","higher education","90","0.417160587893364","0.349825633240552","0.484495542546175","1"
"Big worries","2001","1-pers.-HH","in school","1","","","","1"
"No worries","2001","Couple + C. LE and GT 16","higher education","18","","","","3"
"No worries","2001","1-pers.-HH","in school","1","","","","3"
"No worries","2001","1-pers.-HH","inadequately","8","","","","3"
"No worries","2001","1-pers.-HH","general elemantary","121","0.270995868591924","0.230289563641038","0.31170217354281","3"
"No worries","2001","1-pers.-HH","middle vocational","310","0.197617050258211","0.178129871856278","0.217104228660145","3"
"No worries","2001","1-pers.-HH","vocational + Abi","19","","","","3"
"No worries","2001","1-pers.-HH","higher vocational","26","","","","3"
"No worries","2001","1-pers.-HH","higher education","74","0.15879816931809","0.126404025068939","0.191192313567241","3"
"No worries","2001","(Married) couple without C. ","in school","","","","","3"
"No worries","2001","(Married) couple without C. ","inadequately","21","","","","3"
"No worries","2001","(Married) couple without C. ","general elemantary","180","0.217362662706952","0.1894539461564","0.245271379257503","3"
"No worries","2001","(Married) couple without C. ","middle vocational","656","0.175305690922098","0.16326698385628","0.187344397987915","3"
"No worries","2001","(Married) couple without C. ","vocational + Abi","43","0.13078378913703","0.0933717258295347","0.168195852444526","3"
"No worries","2001","(Married) couple without C. ","higher vocational","55","0.106937523684111","0.08087255582853","0.133002491539692","3"
"No worries","2001","(Married) couple without C. ","higher education","150","0.142433733772365","0.122918084203172","0.161949383341559","3"
"No worries","2001","Single parent ","in school","9","","","","3"
"No worries","2001","Single parent ","inadequately","5","","","","3"
"No worries","2001","Single parent ","general elemantary","51","0.234762399306197","0.180222225328451","0.289302573283943","3"
"No worries","2001","Single parent ","middle vocational","100","0.172389044806832","0.14102092843345","0.203757161180215","3"
"No worries","2001","Single parent ","vocational + Abi","1","","","","3"
"No worries","2001","Single parent ","higher vocational","4","","","","3"
"No worries","2001","Single parent ","higher education","16","","","","3"
"No worries","2001","Couple + C. LE 16 ","in school","","","","","3"
"No worries","2001","Couple + C. LE 16 ","inadequately","7","","","","3"
"No worries","2001","Couple + C. LE 16 ","general elemantary","63","0.135969248813495","0.101908182549943","0.170030315077046","3"
"No worries","2001","Couple + C. LE 16 ","middle vocational","357","0.144315426954916","0.130689505875754","0.157941348034079","3"
"No worries","2001","Couple + C. LE 16 ","vocational + Abi","35","0.107328170558135","0.073932213088055","0.140724128028215","3"
"No worries","2001","Couple + C. LE 16 ","higher vocational","45","0.0888905093048173","0.063692685573656","0.114088333035979","3"
"No worries","2001","Couple + C. LE 16 ","higher education","73","0.0748701366861082","0.0576375786687972","0.0921026947034191","3"
"No worries","2001","Couple + C. GT 16 ","in school","39","0.173080648949789","0.124915849863126","0.221245448036452","3"
"No worries","2001","Couple + C. GT 16 ","inadequately","13","","","","3"
"No worries","2001","Couple + C. GT 16 ","general elemantary","117","0.182076092799826","0.151223350703123","0.212928834896529","3"
"No worries","2001","Couple + C. GT 16 ","middle vocational","288","0.162905512236612","0.146004856462271","0.179806168010954","3"
"No worries","2001","Couple + C. GT 16 ","vocational + Abi","19","","","","3"
"No worries","2001","Couple + C. GT 16 ","higher vocational","17","","","","3"
"No worries","2001","Couple + C. GT 16 ","higher education","39","0.07933464473996","0.0553316211736138","0.103337668306306","3"
