"plj0047","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No worries","2004","Lower Saxony","Single parent ","20","","","","3"
"No worries","2004","Lower Saxony","Couple + C. LE 16 ","67","0.189790774738239","0.150620748044641","0.228960801431838","3"
"No worries","2004","Lower Saxony","Couple + C. GT 16 ","83","0.242227041769756","0.197149085510298","0.287304998029213","3"
"No worries","2004","Lower Saxony","Couple + C. LE and GT 16","30","0.206008372231068","0.142543093954518","0.269473650507619","3"
"No worries","2004","Bremen","1-pers.-HH","7","","","","3"
"No worries","2004","Bremen","(Married) couple without C. ","16","","","","3"
"No worries","2004","Bremen","Single parent ","","","","","3"
"No worries","2004","Bremen","Couple + C. LE 16 ","6","","","","3"
"No worries","2004","Bremen","Couple + C. GT 16 ","1","","","","3"
"No worries","2004","Bremen","Couple + C. LE and GT 16","3","","","","3"
"No worries","2004","North Rhine-Westphalia","1-pers.-HH","149","0.26945965637267","0.233320518555432","0.305598794189908","3"
"No worries","2004","North Rhine-Westphalia","(Married) couple without C. ","347","0.215489974140978","0.195267437752264","0.235712510529691","3"
"No worries","2004","North Rhine-Westphalia","Single parent ","54","0.310574482217904","0.245958263509727","0.375190700926081","3"
"No worries","2004","North Rhine-Westphalia","Couple + C. LE 16 ","152","0.162108728710927","0.137590716245296","0.186626741176558","3"
"No worries","2004","North Rhine-Westphalia","Couple + C. GT 16 ","145","0.185712236328404","0.158595104051619","0.212829368605189","3"
"No worries","2004","North Rhine-Westphalia","Couple + C. LE and GT 16","92","0.280305113705105","0.234100590039633","0.326509637370578","3"
"No worries","2004","Hesse","1-pers.-HH","51","0.234331475020315","0.172961173570017","0.295701776470613","3"
"No worries","2004","Hesse","(Married) couple without C. ","146","0.324630805559599","0.284190915626979","0.365070695492219","3"
"No worries","2004","Hesse","Single parent ","11","","","","3"
"No worries","2004","Hesse","Couple + C. LE 16 ","50","0.156606828515173","0.116150391528587","0.197063265501759","3"
"No worries","2004","Hesse","Couple + C. GT 16 ","63","0.28485320409765","0.223953523286604","0.345752884908696","3"
"No worries","2004","Hesse","Couple + C. LE and GT 16","29","","","","3"
"No worries","2004","Rhineland-Palatinate,Saarland","1-pers.-HH","62","0.392519794540303","0.321963457438824","0.463076131641783","3"
"No worries","2004","Rhineland-Palatinate,Saarland","(Married) couple without C. ","114","0.338057995918041","0.29080565781672","0.385310334019362","3"
"No worries","2004","Baden-Württemberg","Couple + C. GT 16 ","90","0.17113786366258","0.135498195761326","0.206777531563835","3"
"No worries","2004","Baden-Württemberg","Couple + C. LE and GT 16","75","0.211770263432481","0.163915191734204","0.259625335130759","3"
"No worries","2004","Bavaria","1-pers.-HH","79","0.208061548724964","0.167619398607217","0.248503698842711","3"
"No worries","2004","Bavaria","(Married) couple without C. ","225","0.2163792313194","0.190398869797962","0.242359592840838","3"
"No worries","2004","Bavaria","Single parent ","49","0.332269842184967","0.260615913801971","0.403923770567963","3"
"No worries","2004","Berlin","Couple + C. LE 16 ","19","","","","3"
"No worries","2004","Berlin","Couple + C. GT 16 ","22","","","","3"
"No worries","2004","Berlin","Couple + C. LE and GT 16","3","","","","3"
"No worries","2004","Brandenburg","1-pers.-HH","23","","","","3"
"No worries","2004","Brandenburg","(Married) couple without C. ","58","0.175767911973472","0.135835096317161","0.215700727629783","3"
"No worries","2004","Brandenburg","Single parent ","10","","","","3"
"No worries","2004","Brandenburg","Couple + C. LE 16 ","16","","","","3"
"No worries","2004","Rhineland-Palatinate,Saarland","Single parent ","18","","","","3"
"No worries","2004","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","64","0.263288356627631","0.210657971893951","0.315918741361311","3"
"No worries","2004","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","58","0.304920231098547","0.240469106530589","0.369371355666505","3"
"No worries","2004","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","29","","","","3"
"No worries","2004","Baden-Württemberg","1-pers.-HH","68","0.18496836434871","0.142226405568279","0.22771032312914","3"
"No worries","2004","Baden-Württemberg","(Married) couple without C. ","181","0.207250315696208","0.17914487880804","0.235355752584377","3"
"No worries","2004","Baden-Württemberg","Single parent ","35","0.258113417998688","0.183743668326428","0.332483167670948","3"
"No worries","2004","Baden-Württemberg","Couple + C. LE 16 ","113","0.163051966608957","0.132672077070697","0.193431856147217","3"
"No worries","2004","Bavaria","Couple + C. LE 16 ","114","0.185035706676441","0.154394732340322","0.215676681012559","3"
"No worries","2004","Bavaria","Couple + C. GT 16 ","103","0.182527403810385","0.151198708626559","0.213856098994211","3"
"No worries","2004","Bavaria","Couple + C. LE and GT 16","43","0.228296630232188","0.174858793723201","0.281734466741174","3"
"No worries","2004","Berlin","1-pers.-HH","21","","","","3"
"No worries","2004","Berlin","(Married) couple without C. ","30","0.102858335894468","0.0640196595947234","0.141697012194213","3"
"No worries","2004","Berlin","Single parent ","3","","","","3"
"No worries","2004","Brandenburg","Couple + C. GT 16 ","46","0.337253957252457","0.267407584736627","0.407100329768287","3"
"No worries","2004","Brandenburg","Couple + C. LE and GT 16","9","","","","3"
"No worries","2004","Mecklenburg-Western Pomerania","1-pers.-HH","15","","","","3"
"No worries","2004","Mecklenburg-Western Pomerania","(Married) couple without C. ","23","","","","3"
"No worries","2004","Mecklenburg-Western Pomerania","Single parent ","10","","","","3"
"No worries","2004","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","17","","","","3"
"No worries","2004","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","10","","","","3"
"No worries","2004","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","","","3"
"No worries","2004","Saxony","1-pers.-HH","41","0.208136698260537","0.152965062265784","0.263308334255289","3"
"No worries","2004","Saxony","(Married) couple without C. ","128","0.267641876818897","0.231168274356121","0.304115479281673","3"
"No worries","2004","Saxony","Single parent ","19","","","","3"
"No worries","2004","Saxony","Couple + C. LE 16 ","44","0.160932411861819","0.11302374300945","0.208841080714187","3"
"No worries","2004","Saxony","Couple + C. GT 16 ","83","0.243137732516369","0.197063237644934","0.289212227387805","3"
"No worries","2004","Saxony","Couple + C. LE and GT 16","27","","","","3"
"No worries","2004","Saxony-Anhalt","1-pers.-HH","27","","","","3"
"No worries","2004","Saxony-Anhalt","(Married) couple without C. ","56","0.203177040527347","0.158883877528773","0.247470203525922","3"
"No worries","2004","Saxony-Anhalt","Single parent ","11","","","","3"
"No worries","2004","Saxony-Anhalt","Couple + C. LE 16 ","22","","","","3"
"No worries","2004","Saxony-Anhalt","Couple + C. GT 16 ","43","0.152671811782981","0.105883172044693","0.199460451521269","3"
"No worries","2004","Saxony-Anhalt","Couple + C. LE and GT 16","5","","","","3"
"No worries","2004","Thuringia","1-pers.-HH","22","","","","3"
"No worries","2004","Thuringia","(Married) couple without C. ","51","0.19874379498524","0.153359838053575","0.244127751916905","3"
"No worries","2004","Thuringia","Single parent ","8","","","","3"
"No worries","2004","Thuringia","Couple + C. LE 16 ","33","0.30400129313677","0.228077050828418","0.379925535445122","3"
"No worries","2004","Thuringia","Couple + C. GT 16 ","41","0.161091764919939","0.113057546271626","0.209125983568252","3"
"No worries","2004","Thuringia","Couple + C. LE and GT 16","17","","","","3"
"Some worries","2004","Hesse","Single parent ","29","","","","2"
"Some worries","2004","Hesse","Couple + C. LE 16 ","185","0.627706193976085","0.573893051168087","0.681519336784083","2"
"Some worries","2004","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","66","0.734272822243393","0.647697362701628","0.820848281785158","2"
"Some worries","2004","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","21","","","","2"
"Some worries","2004","Saxony-Anhalt","Couple + C. GT 16 ","132","0.626707520613285","0.563787010369837","0.689628030856732","2"
"Some worries","2004","Saxony-Anhalt","Couple + C. LE and GT 16","49","0.63858677240509","0.527619777834494","0.749553766975685","2"
"Some worries","2004","Thuringia","1-pers.-HH","62","0.528938389611656","0.437707781151442","0.620168998071871","2"
"Some worries","2004","Thuringia","(Married) couple without C. ","167","0.546547053273232","0.489929674462037","0.603164432084428","2"
"Some worries","2004","Schleswig-Holstein","1-pers.-HH","32","0.352096982154869","0.253964327447713","0.450229636862025","2"
"Some worries","2004","Schleswig-Holstein","(Married) couple without C. ","107","0.524274933340104","0.463802838975948","0.58474702770426","2"
"Some worries","2004","Schleswig-Holstein","Single parent ","11","","","","2"
"Some worries","2004","Schleswig-Holstein","Couple + C. LE 16 ","59","0.430166691384079","0.343373553519588","0.51695982924857","2"
"Some worries","2004","Schleswig-Holstein","Couple + C. GT 16 ","45","0.360528229545975","0.263975042207655","0.457081416884296","2"
"Some worries","2004","Schleswig-Holstein","Couple + C. LE and GT 16","31","0.374321731711488","0.256672398853835","0.491971064569141","2"
"Some worries","2004","Hamburg","Single parent ","12","","","","2"
"Some worries","2004","Hamburg","Couple + C. LE 16 ","34","0.711429684315001","0.590580693114001","0.832278675516002","2"
"Some worries","2004","Hamburg","Couple + C. GT 16 ","18","","","","2"
"Some worries","2004","Hamburg","Couple + C. LE and GT 16","13","","","","2"
"Some worries","2004","Lower Saxony","1-pers.-HH","114","0.482847580053602","0.417842174421991","0.547852985685213","2"
"Some worries","2004","Lower Saxony","(Married) couple without C. ","345","0.563752950731876","0.524170735116875","0.603335166346878","2"
"Some worries","2004","Lower Saxony","Single parent ","55","0.623517123666209","0.524513524361627","0.722520722970792","2"
"Some worries","2004","Lower Saxony","Couple + C. LE 16 ","216","0.535918964609082","0.486103498317992","0.585734430900172","2"
"Some worries","2004","Lower Saxony","Couple + C. GT 16 ","174","0.510358235475569","0.457761335922785","0.562955135028354","2"
"Some worries","2004","Lower Saxony","Couple + C. LE and GT 16","88","0.457482539230368","0.379305374895896","0.53565970356484","2"
"Some worries","2004","Bremen","1-pers.-HH","13","","","","2"
"Some worries","2004","Bremen","(Married) couple without C. ","37","0.632716149551343","0.515524467191387","0.749907831911299","2"
"Some worries","2004","Bremen","Single parent ","2","","","","2"
"Some worries","2004","Bremen","Couple + C. LE 16 ","14","","","","2"
"Some worries","2004","Bremen","Couple + C. GT 16 ","17","","","","2"
"Some worries","2004","Bremen","Couple + C. LE and GT 16","8","","","","2"
"Some worries","2004","North Rhine-Westphalia","1-pers.-HH","299","0.493006785264435","0.452284107202787","0.533729463326084","2"
"Some worries","2004","North Rhine-Westphalia","(Married) couple without C. ","859","0.52141714167238","0.496847769224469","0.54598651412029","2"
"Some worries","2004","North Rhine-Westphalia","Single parent ","97","0.41898669054815","0.350088449889229","0.487884931207072","2"
"Some worries","2004","North Rhine-Westphalia","Couple + C. LE 16 ","478","0.542520206638297","0.509377944669512","0.575662468607083","2"
"Some worries","2004","North Rhine-Westphalia","Couple + C. GT 16 ","450","0.580165533819367","0.545750392891015","0.614580674747719","2"
"Some worries","2004","North Rhine-Westphalia","Couple + C. LE and GT 16","176","0.481372672194768","0.429972663458509","0.532772680931026","2"
"Some worries","2004","Hesse","1-pers.-HH","98","0.553860465319845","0.481839641590632","0.625881289049057","2"
"Some worries","2004","Hesse","(Married) couple without C. ","279","0.507202613533478","0.464023928137525","0.55038129892943","2"
"Some worries","2004","Hesse","Couple + C. GT 16 ","101","0.424537780498378","0.357845826166695","0.491229734830062","2"
"Some worries","2004","Hesse","Couple + C. LE and GT 16","50","0.487110851134691","0.391958216899009","0.582263485370373","2"
"Some worries","2004","Rhineland-Palatinate,Saarland","1-pers.-HH","83","0.433353541639784","0.361752977522419","0.504954105757149","2"
"Some worries","2004","Rhineland-Palatinate,Saarland","(Married) couple without C. ","189","0.453192169764031","0.403466998508088","0.502917341019974","2"
"Some worries","2004","Rhineland-Palatinate,Saarland","Single parent ","30","0.453535885947235","0.336912479429284","0.570159292465186","2"
"Some worries","2004","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","138","0.513731375135035","0.454003354786608","0.573459395483461","2"
"Some worries","2004","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","92","0.429521775976962","0.36022194355997","0.498821608393953","2"
"Some worries","2004","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","76","0.496152405486591","0.41085844693289","0.581446364040292","2"
"Some worries","2004","Baden-Württemberg","1-pers.-HH","174","0.593017428296446","0.538937003493669","0.647097853099222","2"
"Some worries","2004","Baden-Württemberg","(Married) couple without C. ","440","0.555153735508307","0.520696033682082","0.589611437334532","2"
"Some worries","2004","Baden-Württemberg","Couple + C. GT 16 ","239","0.577656081838939","0.530916239584712","0.624395924093166","2"
"Some worries","2004","Baden-Württemberg","Couple + C. LE and GT 16","141","0.518714925182757","0.460190838557998","0.577239011807515","2"
"Some worries","2004","Bavaria","1-pers.-HH","234","0.608449775063559","0.559820397047359","0.657079153079758","2"
"Some worries","2004","Bavaria","(Married) couple without C. ","548","0.581215259949671","0.550087464595776","0.612343055303567","2"
"Some worries","2004","Bavaria","Single parent ","89","0.456333638435591","0.380562899924185","0.532104376946996","2"
"Some worries","2004","Bavaria","Couple + C. LE 16 ","362","0.593081778187155","0.554318868575135","0.631844687799175","2"
"Some worries","2004","Bavaria","Couple + C. GT 16 ","335","0.571632875921036","0.531499256056848","0.611766495785223","2"
"Some worries","2004","Bavaria","Couple + C. LE and GT 16","125","0.541783789216583","0.478349782188789","0.605217796244377","2"
"Some worries","2004","Berlin","1-pers.-HH","108","0.571127180279992","0.501662912619462","0.640591447940523","2"
"Some worries","2004","Berlin","(Married) couple without C. ","129","0.573223739069045","0.509985994681005","0.636461483457084","2"
"Some worries","2004","Berlin","Single parent ","36","0.674505293444483","0.557873516467271","0.791137070421695","2"
"Some worries","2004","Berlin","Couple + C. LE 16 ","71","0.455711635260306","0.367336974538852","0.544086295981761","2"
"Some worries","2004","Berlin","Couple + C. GT 16 ","59","0.414245693033375","0.326836940572335","0.501654445494415","2"
"Some worries","2004","Berlin","Couple + C. LE and GT 16","21","","","","2"
"Some worries","2004","Brandenburg","1-pers.-HH","61","0.464863755387471","0.375625207553312","0.55410230322163","2"
"Some worries","2004","Brandenburg","(Married) couple without C. ","199","0.547097555175251","0.494873559461348","0.599321550889154","2"
"Some worries","2004","Brandenburg","Single parent ","30","0.486868059128366","0.353555404219484","0.620180714037248","2"
"Some worries","2004","Brandenburg","Couple + C. LE 16 ","69","0.593130947525344","0.506666042353482","0.679595852697205","2"
"Some worries","2004","Brandenburg","Couple + C. GT 16 ","91","0.453933548013958","0.380378811273318","0.527488284754597","2"
"Some worries","2004","Brandenburg","Couple + C. LE and GT 16","32","0.538322181626266","0.411114678737337","0.665529684515195","2"
"Some worries","2004","Mecklenburg-Western Pomerania","1-pers.-HH","45","0.497497457455414","0.38508722150107","0.609907693409759","2"
"Some worries","2004","Mecklenburg-Western Pomerania","(Married) couple without C. ","106","0.605014833352161","0.532170052031006","0.677859614673315","2"
"Some worries","2004","Mecklenburg-Western Pomerania","Single parent ","17","","","","2"
"Some worries","2004","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","49","0.516565785395398","0.40840429187013","0.624727278920666","2"
"Some worries","2004","Saxony","1-pers.-HH","120","0.589840761070424","0.522997125395864","0.656684396744984","2"
"Some worries","2004","Saxony","(Married) couple without C. ","321","0.551726895116959","0.510756203562671","0.592697586671246","2"
"Some worries","2004","Saxony","Single parent ","52","0.566981752853026","0.462863683928195","0.671099821777857","2"
"Some worries","2004","Saxony","Couple + C. LE 16 ","138","0.656555497531096","0.594645914780797","0.718465080281394","2"
"Some worries","2004","Saxony","Couple + C. GT 16 ","174","0.484437752026261","0.430761087773865","0.538114416278658","2"
"Some worries","2004","Saxony","Couple + C. LE and GT 16","69","0.609429848285453","0.518669116815536","0.700190579755369","2"
"Some worries","2004","Saxony-Anhalt","1-pers.-HH","60","0.522774526637636","0.429433888459281","0.61611516481599","2"
"Some worries","2004","Saxony-Anhalt","(Married) couple without C. ","191","0.571808823947045","0.517338150706507","0.626279497187583","2"
"Some worries","2004","Saxony-Anhalt","Single parent ","30","0.686379234337066","0.553736448255942","0.819022020418191","2"
"Some worries","2004","Saxony-Anhalt","Couple + C. LE 16 ","62","0.446414818502118","0.358202404915225","0.534627232089011","2"
"Some worries","2004","Thuringia","Single parent ","25","","","","2"
"Some worries","2004","Thuringia","Couple + C. LE 16 ","82","0.547735366184089","0.4655829690214","0.629887763346778","2"
"Some worries","2004","Thuringia","Couple + C. GT 16 ","138","0.634767130561736","0.571852887673053","0.697681373450419","2"
"Some worries","2004","Thuringia","Couple + C. LE and GT 16","59","0.674139262375","0.577307538141629","0.77097098660837","2"
"Some worries","2004","Hamburg","1-pers.-HH","42","0.600184019639126","0.485429087836659","0.714938951441593","2"
"Some worries","2004","Hamburg","(Married) couple without C. ","56","0.483880710188277","0.387835519845474","0.57992590053108","2"
"Some worries","2004","Baden-Württemberg","Single parent ","67","0.509827947021917","0.424869148327069","0.594786745716764","2"
"Some worries","2004","Baden-Württemberg","Couple + C. LE 16 ","329","0.601170869296684","0.560902288567947","0.641439450025421","2"
"Big worries","2005","Schleswig-Holstein","1-pers.-HH","9","","","","1"
"Big worries","2005","Schleswig-Holstein","(Married) couple without C. ","53","0.219872262654065","0.168533408743668","0.271211116564463","1"
"Big worries","2005","Schleswig-Holstein","Single parent ","6","","","","1"
"Big worries","2005","Schleswig-Holstein","Couple + C. LE 16 ","29","","","","1"
"Big worries","2005","Schleswig-Holstein","Couple + C. GT 16 ","22","","","","1"
"Big worries","2005","Schleswig-Holstein","Couple + C. LE and GT 16","15","","","","1"
"Big worries","2005","Hamburg","1-pers.-HH","14","","","","1"
"Big worries","2005","Hamburg","(Married) couple without C. ","33","0.366622774945993","0.272175586829058","0.461069963062928","1"
"Big worries","2005","Hamburg","Single parent ","1","","","","1"
"Big worries","2005","Hamburg","Couple + C. LE 16 ","6","","","","1"
"Big worries","2005","Hamburg","Couple + C. GT 16 ","16","","","","1"
"Big worries","2005","Hamburg","Couple + C. LE and GT 16","8","","","","1"
"Big worries","2005","Lower Saxony","1-pers.-HH","60","0.28048904967848","0.221919682600519","0.339058416756441","1"
"Big worries","2005","Lower Saxony","(Married) couple without C. ","167","0.255294369887561","0.220550087918203","0.290038651856918","1"
"Big worries","2005","Lower Saxony","Single parent ","31","0.343385861235215","0.247394868331846","0.439376854138583","1"
"Big worries","2005","Lower Saxony","Couple + C. LE 16 ","109","0.360185786736416","0.309158924909685","0.411212648563147","1"
"Big worries","2005","Lower Saxony","Couple + C. GT 16 ","103","0.288387147261178","0.2374633076716","0.339310986850755","1"
"Big worries","2005","Lower Saxony","Couple + C. LE and GT 16","57","0.437052130188988","0.357936857723625","0.516167402654352","1"
"Big worries","2005","Bremen","1-pers.-HH","13","","","","1"
"Big worries","2005","Bremen","(Married) couple without C. ","16","","","","1"
"Big worries","2005","Bremen","Single parent ","8","","","","1"
"Big worries","2005","Bremen","Couple + C. LE 16 ","4","","","","1"
"Big worries","2005","Bremen","Couple + C. GT 16 ","14","","","","1"
"Big worries","2005","Bremen","Couple + C. LE and GT 16","5","","","","1"
"Big worries","2005","North Rhine-Westphalia","1-pers.-HH","179","0.295167822322267","0.257886480447667","0.332449164196867","1"
"Big worries","2005","North Rhine-Westphalia","(Married) couple without C. ","501","0.324483701065298","0.301295525937048","0.347671876193549","1"
"Big worries","2005","Hesse","Couple + C. LE 16 ","86","0.323617469367159","0.268817382714885","0.378417556019434","1"
"Big worries","2005","Hesse","Couple + C. GT 16 ","52","0.355097629300309","0.284797040408257","0.425398218192361","1"
"Big worries","2005","Hesse","Couple + C. LE and GT 16","16","","","","1"
"Big worries","2005","Rhineland-Palatinate,Saarland","1-pers.-HH","45","0.264930122461172","0.200817671451631","0.329042573470713","1"
"Big worries","2005","Rhineland-Palatinate,Saarland","(Married) couple without C. ","83","0.204154118990249","0.163248098188446","0.245060139792052","1"
"Big worries","2005","Rhineland-Palatinate,Saarland","Single parent ","33","0.436035856284117","0.321492819995393","0.550578892572842","1"
"Big worries","2005","North Rhine-Westphalia","Single parent ","50","0.264068456977583","0.201713002427455","0.326423911527711","1"
"Big worries","2005","North Rhine-Westphalia","Couple + C. LE 16 ","294","0.398398467247555","0.3648285431544","0.431968391340709","1"
"Big worries","2005","North Rhine-Westphalia","Couple + C. GT 16 ","239","0.337611169604921","0.303493071504263","0.371729267705579","1"
"Big worries","2005","North Rhine-Westphalia","Couple + C. LE and GT 16","102","0.336457270793909","0.285323175622023","0.387591365965794","1"
"Big worries","2005","Hesse","1-pers.-HH","43","0.193925895855139","0.139537598925269","0.248314192785008","1"
"Big worries","2005","Hesse","(Married) couple without C. ","140","0.294579324222185","0.255398673707784","0.333759974736586","1"
"Big worries","2005","Hesse","Single parent ","15","","","","1"
"Big worries","2005","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","77","0.315382194834311","0.256958686240153","0.373805703428469","1"
"Big worries","2005","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","47","0.302689262675835","0.237191136884453","0.368187388467217","1"
"Big worries","2005","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","37","0.338615156603697","0.254982507952737","0.422247805254657","1"
"Big worries","2005","Baden-Württemberg","1-pers.-HH","87","0.273174213569841","0.225025448112275","0.321322979027407","1"
"Big worries","2005","Baden-Württemberg","(Married) couple without C. ","207","0.275712772280154","0.243879300385979","0.307546244174329","1"
"Big worries","2005","Baden-Württemberg","Single parent ","30","0.232240142591734","0.162293734322507","0.302186550860962","1"
"Big worries","2005","Baden-Württemberg","Couple + C. LE 16 ","140","0.303804147193504","0.263968151613449","0.343640142773559","1"
"Big worries","2005","Baden-Württemberg","Couple + C. GT 16 ","109","0.35170797990616","0.306203478900904","0.397212480911416","1"
"Big worries","2005","Baden-Württemberg","Couple + C. LE and GT 16","101","0.368612024847404","0.313653491038084","0.423570558656725","1"
"Big worries","2005","Bavaria","1-pers.-HH","104","0.265368046235034","0.221659709698952","0.309076382771117","1"
"Big worries","2005","Bavaria","(Married) couple without C. ","240","0.270384394959167","0.24168372425132","0.299085065667014","1"
"Big worries","2005","Bavaria","Single parent ","43","0.31326241397442","0.239037104779065","0.387487723169775","1"
"Big worries","2005","Bavaria","Couple + C. LE 16 ","161","0.299790642544382","0.262789644788948","0.336791640299816","1"
"Big worries","2005","Bavaria","Couple + C. GT 16 ","153","0.341916092941377","0.301944646449043","0.381887539433711","1"
"Big worries","2005","Bavaria","Couple + C. LE and GT 16","74","0.312795919051201","0.252615657401128","0.372976180701274","1"
"Big worries","2005","Berlin","1-pers.-HH","78","0.407147792690798","0.336159220299087","0.47813636508251","1"
"Big worries","2005","Berlin","(Married) couple without C. ","91","0.394955171986516","0.330795322181813","0.459115021791219","1"
"Big worries","2005","Berlin","Single parent ","29","","","","1"
"Big worries","2005","Berlin","Couple + C. LE 16 ","34","0.353152132631713","0.260850056294019","0.445454208969407","1"
"Big worries","2005","Berlin","Couple + C. GT 16 ","40","0.415313840451896","0.326023440334977","0.504604240568815","1"
"Big worries","2005","Berlin","Couple + C. LE and GT 16","26","","","","1"
"Big worries","2005","Brandenburg","1-pers.-HH","43","0.372533035199912","0.284927209261643","0.460138861138181","1"
"Big worries","2005","Brandenburg","(Married) couple without C. ","113","0.375616972372301","0.322389887737281","0.428844057007321","1"
"Big worries","2005","Brandenburg","Single parent ","29","","","","1"
"Big worries","2005","Brandenburg","Couple + C. LE 16 ","33","0.254218459273146","0.177887197662644","0.330549720883647","1"
"Big worries","2005","Brandenburg","Couple + C. GT 16 ","48","0.282953756891168","0.217151141848657","0.348756371933679","1"
"Big worries","2005","Brandenburg","Couple + C. LE and GT 16","29","","","","1"
"Big worries","2005","Mecklenburg-Western Pomerania","1-pers.-HH","18","","","","1"
"Big worries","2005","Mecklenburg-Western Pomerania","(Married) couple without C. ","49","0.324835929466255","0.25443792937721","0.3952339295553","1"
"Big worries","2005","Mecklenburg-Western Pomerania","Single parent ","7","","","","1"
"Big worries","2005","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","11","","","","1"
"Big worries","2005","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","33","0.332630934163611","0.238868995653677","0.426392872673545","1"
"Big worries","2005","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","7","","","","1"
"Big worries","2005","Saxony","1-pers.-HH","73","0.320927654762172","0.258957663105737","0.382897646418607","1"
"Big worries","2005","Saxony","(Married) couple without C. ","175","0.287802354155079","0.250438129302006","0.325166579008152","1"
"Big worries","2005","Saxony","Single parent ","22","","","","1"
"Big worries","2005","Saxony","Couple + C. LE 16 ","65","0.306051504078401","0.24327114479562","0.368831863361181","1"
"Big worries","2005","Saxony","Couple + C. GT 16 ","83","0.27365622925699","0.222255066068537","0.325057392445444","1"
"Big worries","2005","Saxony","Couple + C. LE and GT 16","33","0.25591150036561","0.175095700189956","0.336727300541264","1"
"Big worries","2005","Saxony-Anhalt","1-pers.-HH","41","0.355202563161494","0.269217244115627","0.441187882207362","1"
"Big worries","2005","Saxony-Anhalt","(Married) couple without C. ","111","0.321694736866728","0.270513865791657","0.372875607941799","1"
"Big worries","2005","Saxony-Anhalt","Single parent ","10","","","","1"
"Big worries","2005","Thuringia","Couple + C. LE and GT 16","20","","","","1"
"Big worries","2005","Thuringia","Couple + C. GT 16 ","61","0.351634140796849","0.285293885360231","0.417974396233468","1"
"Big worries","2005","Saxony-Anhalt","Couple + C. GT 16 ","68","0.317185697277655","0.255266356114343","0.379105038440967","1"
"Big worries","2005","Saxony-Anhalt","Couple + C. LE and GT 16","19","","","","1"
"Big worries","2005","Thuringia","1-pers.-HH","46","0.362870752612296","0.276480575581455","0.449260929643136","1"
"Big worries","2005","Saxony-Anhalt","Couple + C. LE 16 ","33","0.268012619235959","0.186706153405351","0.349319085066568","1"
"Big worries","2005","Thuringia","Single parent ","13","","","","1"
"Big worries","2005","Thuringia","Couple + C. LE 16 ","46","0.347407093936025","0.268534778840346","0.426279409031704","1"
"Big worries","2005","Thuringia","(Married) couple without C. ","109","0.341816977371041","0.286845776164896","0.396788178577186","1"
"No worries","2005","Schleswig-Holstein","1-pers.-HH","53","0.571150237014573","0.471629391687368","0.670671082341778","3"
"No worries","2005","Schleswig-Holstein","(Married) couple without C. ","100","0.280076472275437","0.224414372694852","0.335738571856022","3"
"No worries","2005","Schleswig-Holstein","Single parent ","12","","","","3"
"No worries","2005","Schleswig-Holstein","Couple + C. LE 16 ","38","0.339899799402024","0.253701344163235","0.426098254640813","3"
"No worries","2005","Schleswig-Holstein","Couple + C. GT 16 ","39","0.362476961387474","0.266812557409083","0.458141365365865","3"
"No worries","2005","Schleswig-Holstein","Couple + C. LE and GT 16","11","","","","3"
"No worries","2005","Hamburg","1-pers.-HH","11","","","","3"
"No worries","2005","Hamburg","(Married) couple without C. ","14","","","","3"
"No worries","2005","Hamburg","Single parent ","1","","","","3"
"No worries","2005","Hamburg","Couple + C. LE 16 ","2","","","","3"
"No worries","2005","Hamburg","Couple + C. GT 16 ","4","","","","3"
"No worries","2005","Hamburg","Couple + C. LE and GT 16","1","","","","3"
"No worries","2005","Lower Saxony","1-pers.-HH","48","0.248691708526255","0.192336557847009","0.305046859205501","3"
"No worries","2005","Lower Saxony","(Married) couple without C. ","130","0.224616718087994","0.191362276550207","0.257871159625781","3"
"No worries","2005","Lower Saxony","Single parent ","12","","","","3"
"No worries","2005","Lower Saxony","Couple + C. LE 16 ","49","0.142486593891926","0.105331694116593","0.17964149366726","3"
"No worries","2005","Lower Saxony","Couple + C. GT 16 ","43","0.180748780521901","0.137491667087982","0.22400589395582","3"
"No worries","2005","Lower Saxony","Couple + C. LE and GT 16","12","","","","3"
"No worries","2005","Bremen","1-pers.-HH","4","","","","3"
"No worries","2005","Bremen","(Married) couple without C. ","6","","","","3"
"No worries","2005","Bremen","Single parent ","2","","","","3"
"No worries","2005","Bremen","Couple + C. LE 16 ","3","","","","3"
