"plj0047","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1992","Full Time","in school","","","","","1"
"Big worries","1992","Full Time","inadequately","79","0.399027743897347","0.334755358662273","0.463300129132421","1"
"Big worries","1992","Full Time","general elemantary","167","0.405989549824078","0.360816996962141","0.451162102686016","1"
"Big worries","1992","Full Time","middle vocational","139","0.382163508970385","0.335128898866798","0.429198119073972","1"
"Big worries","1992","Full Time","vocational + Abi","15","","","","1"
"Big worries","1992","Full Time","higher vocational","7","","","","1"
"Big worries","1992","Full Time","higher education","9","","","","1"
"Big worries","1992","Part Time","in school","2","","","","1"
"Big worries","1992","Part Time","inadequately","29","","","","1"
"Big worries","1992","Part Time","general elemantary","68","0.45698339044315","0.378561193143989","0.535405587742311","1"
"Big worries","1992","Part Time","middle vocational","45","0.512064148874464","0.409923708203127","0.614204589545801","1"
"Big worries","1992","Part Time","vocational + Abi","3","","","","1"
"Big worries","1992","Part Time","higher vocational","1","","","","1"
"Big worries","1992","Part Time","higher education","6","","","","1"
"Big worries","1992","Not Working","in school","16","","","","1"
"Big worries","1992","Not Working","inadequately","87","0.398897128719261","0.333290750895676","0.464503506542847","1"
"Big worries","1992","Not Working","general elemantary","92","0.438893063910709","0.37209216018694","0.505693967634479","1"
"Big worries","1992","Not Working","middle vocational","54","0.458381878529407","0.377281215785254","0.539482541273561","1"
"Big worries","1992","Not Working","vocational + Abi","18","","","","1"
"Big worries","1992","Not Working","higher vocational","2","","","","1"
"Big worries","1992","Not Working","higher education","2","","","","1"
"No worries","1992","Part Time","inadequately","15","","","","3"
"No worries","1992","Not Working","middle vocational","24","","","","3"
"No worries","1992","Part Time","higher vocational","","","","","3"
"No worries","1992","Full Time","middle vocational","88","0.220936146515969","0.180777776452183","0.261094516579755","3"
"No worries","1992","Part Time","higher education","","","","","3"
"No worries","1992","Not Working","general elemantary","35","0.182982828700383","0.130935203187358","0.235030454213407","3"
"No worries","1992","Part Time","vocational + Abi","3","","","","3"
"No worries","1992","Not Working","higher education","","","","","3"
"No worries","1992","Part Time","in school","","","","","3"
"No worries","1992","Full Time","higher education","4","","","","3"
"No worries","1992","Full Time","vocational + Abi","8","","","","3"
"No worries","1992","Full Time","higher vocational","1","","","","3"
"No worries","1992","Part Time","general elemantary","31","0.150816265020226","0.0944775203136926","0.207155009726759","3"
"No worries","1992","Part Time","middle vocational","16","","","","3"
"No worries","1992","Not Working","in school","6","","","","3"
"No worries","1992","Not Working","inadequately","41","0.185219980123844","0.133171829075901","0.237268131171787","3"
"No worries","1992","Not Working","vocational + Abi","1","","","","3"
"No worries","1992","Not Working","higher vocational","","","","","3"
"No worries","1992","Full Time","in school","","","","","3"
"No worries","1992","Full Time","inadequately","57","0.244860808306549","0.188423173598087","0.301298443015012","3"
"No worries","1992","Full Time","general elemantary","74","0.156588647838005","0.123159906663323","0.190017389012686","3"
"Some worries","1992","Not Working","general elemantary","85","0.378124107388908","0.312848758060333","0.443399456717483","2"
"Some worries","1992","Not Working","inadequately","86","0.415882891156894","0.349847509070089","0.4819182732437","2"
"Some worries","1992","Full Time","higher education","17","","","","2"
"Some worries","1992","Not Working","higher education","2","","","","2"
"Some worries","1992","Full Time","higher vocational","3","","","","2"
"Some worries","1992","Not Working","higher vocational","","","","","2"
"Some worries","1992","Not Working","in school","18","","","","2"
"Some worries","1992","Full Time","in school","","","","","2"
"Some worries","1992","Full Time","inadequately","87","0.356111447796104","0.293263083535405","0.418959812056803","2"
"Some worries","1992","Full Time","general elemantary","213","0.437421802337917","0.391790609039655","0.483052995636179","2"
"Some worries","1992","Full Time","middle vocational","183","0.396900344513646","0.349542553052021","0.444258135975271","2"
"Some worries","1992","Full Time","vocational + Abi","28","","","","2"
"Some worries","1992","Not Working","middle vocational","67","0.373474032532415","0.294739757444644","0.452208307620185","2"
"Some worries","1992","Not Working","vocational + Abi","8","","","","2"
"Some worries","1992","Part Time","in school","1","","","","2"
"Some worries","1992","Part Time","inadequately","36","0.408415125370716","0.300703510506576","0.516126740234856","2"
"Some worries","1992","Part Time","general elemantary","56","0.392200344536625","0.315337500112798","0.469063188960451","2"
"Some worries","1992","Part Time","middle vocational","31","0.282712309221502","0.190694216911703","0.374730401531301","2"
"Some worries","1992","Part Time","vocational + Abi","5","","","","2"
"Some worries","1992","Part Time","higher vocational","3","","","","2"
"Some worries","1992","Part Time","higher education","3","","","","2"
"Big worries","1993","Full Time","in school","","","","","1"
"Big worries","1993","Full Time","inadequately","85","0.473936422936858","0.40456178767257","0.543311058201147","1"
"Big worries","1993","Full Time","general elemantary","190","0.470149246905915","0.422302259274478","0.517996234537351","1"
"Big worries","1993","Full Time","middle vocational","163","0.414144604288903","0.365752135816439","0.462537072761368","1"
"Big worries","1993","Full Time","vocational + Abi","21","","","","1"
"Big worries","1993","Full Time","higher vocational","5","","","","1"
"Big worries","1993","Full Time","higher education","11","","","","1"
"Big worries","1993","Part Time","in school","","","","","1"
"Big worries","1993","Part Time","inadequately","38","0.59055325680568","0.478516513526584","0.702590000084776","1"
"Big worries","1993","Part Time","general elemantary","79","0.588811511349414","0.513273958908728","0.6643490637901","1"
"Big worries","1993","Part Time","middle vocational","52","0.571825382128246","0.476266369765989","0.667384394490504","1"
"Big worries","1993","Part Time","vocational + Abi","10","","","","1"
"Big worries","1993","Part Time","higher vocational","1","","","","1"
"Big worries","1993","Part Time","higher education","5","","","","1"
"Big worries","1993","Not Working","in school","21","","","","1"
"Big worries","1993","Not Working","inadequately","116","0.532146816284991","0.467662410577916","0.596631221992066","1"
"Big worries","1993","Not Working","general elemantary","117","0.592453693189233","0.526464324157911","0.658443062220555","1"
"Big worries","1993","Not Working","middle vocational","69","0.463852353346394","0.382400882879097","0.545303823813691","1"
"Big worries","1993","Not Working","vocational + Abi","11","","","","1"
"Big worries","1993","Not Working","higher vocational","2","","","","1"
"Big worries","1993","Not Working","higher education","2","","","","1"
