"plj0047","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1992","Employed","(Married) couple without C. ","70","0.35805717651721","0.293368058675514","0.422746294358906","1"
"Big worries","1992","Employed","1-pers.-HH","30","0.330246596090625","0.238069137358833","0.422424054822417","1"
"Big worries","1992","Employed","Couple + C. GT 16 ","123","0.379121722870896","0.32829329979694","0.429950145944853","1"
"Big worries","1992","Employed","Couple + C. LE 16 ","168","0.455313406222993","0.406991220353012","0.503635592092974","1"
"Big worries","1992","Employed","Couple + C. LE and GT 16","108","0.42696676231556","0.370521951249018","0.483411573382102","1"
"Big worries","1992","Employed","Single parent ","30","0.565846232703309","0.448897762017972","0.682794703388647","1"
"Big worries","1992","Not Employed","(Married) couple without C. ","25","","","","1"
"Big worries","1992","Not Employed","1-pers.-HH","6","","","","1"
"Big worries","1992","Not Employed","Couple + C. GT 16 ","73","0.4057687641242","0.334624549301193","0.476912978947207","1"
"Big worries","1992","Not Employed","Couple + C. LE 16 ","67","0.588902245635308","0.507105721655348","0.670698769615269","1"
"Big worries","1992","Not Employed","Couple + C. LE and GT 16","57","0.429161399150264","0.344078279051219","0.514244519249309","1"
"Big worries","1992","Not Employed","Single parent ","13","","","","1"
"No worries","1992","Employed","Couple + C. LE and GT 16","49","0.176174890708829","0.132701191046397","0.219648590371261","3"
"No worries","1992","Not Employed","Couple + C. LE and GT 16","17","","","","3"
"No worries","1992","Not Employed","1-pers.-HH","5","","","","3"
"No worries","1992","Employed","(Married) couple without C. ","46","0.185229213103851","0.132811347997547","0.237647078210154","3"
"No worries","1992","Employed","1-pers.-HH","28","","","","3"
"No worries","1992","Employed","Couple + C. GT 16 ","72","0.186948259115356","0.146103731885318","0.227792786345394","3"
"No worries","1992","Employed","Couple + C. LE 16 ","71","0.165402450817008","0.12935060274853","0.201454298885486","3"
"No worries","1992","Employed","Single parent ","16","","","","3"
"No worries","1992","Not Employed","(Married) couple without C. ","18","","","","3"
"No worries","1992","Not Employed","Couple + C. GT 16 ","36","0.167731279971406","0.113598371339079","0.221864188603732","3"
"No worries","1992","Not Employed","Couple + C. LE 16 ","17","","","","3"
"No worries","1992","Not Employed","Single parent ","4","","","","3"
"Some worries","1992","Employed","Couple + C. LE and GT 16","138","0.396858346975611","0.341028748614408","0.452687945336815","2"
"Some worries","1992","Not Employed","Couple + C. LE and GT 16","56","0.39765323713709","0.313523028424821","0.481783445849359","2"
"Some worries","1992","Not Employed","1-pers.-HH","10","","","","2"
"Some worries","1992","Employed","Single parent ","23","","","","2"
"Some worries","1992","Not Employed","Couple + C. GT 16 ","74","0.426499955904394","0.354844581548438","0.498155330260351","2"
"Some worries","1992","Not Employed","Single parent ","11","","","","2"
"Some worries","1992","Employed","(Married) couple without C. ","95","0.456713610378939","0.389502162206648","0.523925058551231","2"
"Some worries","1992","Employed","1-pers.-HH","42","0.348256511146134","0.254880339537445","0.441632682754822","2"
"Some worries","1992","Employed","Couple + C. GT 16 ","155","0.433930018013748","0.382007113467215","0.48585292256028","2"
"Some worries","1992","Employed","Couple + C. LE 16 ","169","0.379284142959999","0.332203024364339","0.42636526155566","2"
"Some worries","1992","Not Employed","(Married) couple without C. ","38","0.336678276142778","0.23376409108623","0.439592461199325","2"
"Some worries","1992","Not Employed","Couple + C. LE 16 ","55","0.30830779457498","0.231538175787098","0.385077413362862","2"
"Big worries","1993","Employed","(Married) couple without C. ","104","0.53596302248657","0.469146339363763","0.602779705609377","1"
"Big worries","1993","Employed","1-pers.-HH","38","0.40576998308601","0.309042977106189","0.502496989065832","1"
"Big worries","1993","Employed","Couple + C. GT 16 ","136","0.433220594377247","0.380472130161048","0.485969058593446","1"
"Big worries","1993","Employed","Couple + C. LE 16 ","185","0.507247181125144","0.457177700797736","0.557316661452552","1"
"Big worries","1993","Employed","Couple + C. LE and GT 16","136","0.535944322626801","0.477320980289735","0.594567664963867","1"
"Big worries","1993","Employed","Single parent ","19","","","","1"
"Big worries","1993","Not Employed","(Married) couple without C. ","30","0.408505889495839","0.302112281142778","0.5148994978489","1"
"Big worries","1993","Not Employed","1-pers.-HH","10","","","","1"
"Big worries","1993","Not Employed","Couple + C. GT 16 ","93","0.460694338109451","0.390553467309606","0.530835208909296","1"
"Big worries","1993","Not Employed","Couple + C. LE 16 ","79","0.58310760986993","0.500846439095124","0.665368780644736","1"
"Big worries","1993","Not Employed","Couple + C. LE and GT 16","74","0.606396755794191","0.519347878315859","0.693445633272523","1"
"Big worries","1993","Not Employed","Single parent ","16","","","","1"
"No worries","1993","Employed","(Married) couple without C. ","27","","","","3"
"No worries","1993","Employed","Couple + C. LE 16 ","34","0.0929830790052434","0.0638987961142027","0.122067361896284","3"
"No worries","1993","Not Employed","Couple + C. LE and GT 16","12","","","","3"
"No worries","1993","Not Employed","1-pers.-HH","3","","","","3"
"No worries","1993","Employed","Couple + C. GT 16 ","53","0.132296181216659","0.0962293779874751","0.168362984445843","3"
"No worries","1993","Employed","1-pers.-HH","17","","","","3"
"No worries","1993","Employed","Couple + C. LE and GT 16","27","","","","3"
"No worries","1993","Employed","Single parent ","8","","","","3"
"No worries","1993","Not Employed","(Married) couple without C. ","7","","","","3"
"No worries","1993","Not Employed","Couple + C. GT 16 ","25","","","","3"
"No worries","1993","Not Employed","Couple + C. LE 16 ","12","","","","3"
"No worries","1993","Not Employed","Single parent ","2","","","","3"
"Some worries","1993","Employed","(Married) couple without C. ","83","0.341252683007475","0.277728560981213","0.404776805033737","2"
"Some worries","1993","Not Employed","1-pers.-HH","11","","","","2"
"Some worries","1993","Employed","Couple + C. LE 16 ","164","0.399769739869612","0.350711427299797","0.448828052439427","2"
"Some worries","1993","Employed","1-pers.-HH","44","0.417939898813014","0.320783518647239","0.515096278978788","2"
"Some worries","1993","Employed","Couple + C. GT 16 ","150","0.434483224406094","0.381716820858738","0.48724962795345","2"
"Some worries","1993","Employed","Couple + C. LE and GT 16","115","0.377651410642496","0.320662795506353","0.434640025778639","2"
"Some worries","1993","Employed","Single parent ","32","0.462771037690866","0.33554239924427","0.589999676137461","2"
"Some worries","1993","Not Employed","Couple + C. GT 16 ","76","0.427847371848297","0.358225193257569","0.497469550439024","2"
"Some worries","1993","Not Employed","Couple + C. LE and GT 16","35","0.256669156645877","0.178841612862713","0.334496700429042","2"
"Some worries","1993","Not Employed","Single parent ","8","","","","2"
"Some worries","1993","Not Employed","(Married) couple without C. ","45","0.474389916184916","0.366311061558785","0.582468770811046","2"
"Some worries","1993","Not Employed","Couple + C. LE 16 ","47","0.343640822849802","0.264403151505332","0.422878494194272","2"
"Big worries","1994","Employed","(Married) couple without C. ","104","0.51049504927957","0.446031173573159","0.57495892498598","1"
"Big worries","1994","Employed","1-pers.-HH","34","0.434692799942918","0.329923908844992","0.539461691040844","1"
"Big worries","1994","Employed","Couple + C. GT 16 ","124","0.455410835306484","0.400675131239693","0.510146539373276","1"
"Big worries","1994","Employed","Couple + C. LE 16 ","166","0.505818645398574","0.453364964199184","0.558272326597964","1"
"Big worries","1994","Employed","Couple + C. LE and GT 16","120","0.488219871748009","0.426257572872908","0.55018217062311","1"
"Big worries","1994","Employed","Single parent ","24","","","","1"
"Big worries","1994","Not Employed","(Married) couple without C. ","35","0.291107619364689","0.199758738948951","0.382456499780427","1"
"Big worries","1994","Not Employed","1-pers.-HH","12","","","","1"
"Big worries","1994","Not Employed","Couple + C. GT 16 ","95","0.494034881780152","0.42368128238275","0.564388481177554","1"
"Big worries","1994","Not Employed","Couple + C. LE 16 ","82","0.576464734737392","0.499173645859419","0.653755823615365","1"
"Big worries","1994","Not Employed","Couple + C. LE and GT 16","61","0.574460660532791","0.482893639828715","0.666027681236866","1"
"Big worries","1994","Not Employed","Single parent ","12","","","","1"
"No worries","1994","Not Employed","Couple + C. LE and GT 16","6","","","","3"
"No worries","1994","Employed","(Married) couple without C. ","26","","","","3"
"No worries","1994","Employed","Couple + C. LE 16 ","34","0.0944999394904976","0.063810045761385","0.12518983321961","3"
"No worries","1994","Employed","1-pers.-HH","14","","","","3"
"No worries","1994","Employed","Couple + C. GT 16 ","39","0.0960954874626037","0.0637027757909478","0.12848819913426","3"
"No worries","1994","Employed","Couple + C. LE and GT 16","25","","","","3"
"No worries","1994","Not Employed","1-pers.-HH","1","","","","3"
"No worries","1994","Employed","Single parent ","8","","","","3"
"No worries","1994","Not Employed","(Married) couple without C. ","19","","","","3"
"No worries","1994","Not Employed","Couple + C. GT 16 ","23","","","","3"
"No worries","1994","Not Employed","Couple + C. LE 16 ","13","","","","3"
"No worries","1994","Not Employed","Single parent ","1","","","","3"
"Some worries","1994","Employed","(Married) couple without C. ","101","0.392641344970157","0.329667135012546","0.455615554927768","2"
"Some worries","1994","Employed","1-pers.-HH","38","0.351836675400247","0.25090868029252","0.452764670507973","2"
"Some worries","1994","Employed","Couple + C. LE 16 ","149","0.399681415110929","0.348290867081913","0.451071963139944","2"
"Some worries","1994","Employed","Couple + C. LE and GT 16","105","0.440689651965887","0.379147746285275","0.502231557646499","2"
