"plj0047","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Some worries","1994","Not Employed","1-pers.-HH","12","","","","2"
"Some worries","1994","Not Employed","Couple + C. LE and GT 16","45","0.384742488718489","0.294636715696657","0.474848261740321","2"
"Some worries","1994","Not Employed","Single parent ","8","","","","2"
"Some worries","1994","Employed","Couple + C. GT 16 ","155","0.448493677230912","0.393831372197121","0.503155982264703","2"
"Some worries","1994","Employed","Single parent ","26","","","","2"
"Some worries","1994","Not Employed","Couple + C. GT 16 ","76","0.437748025509447","0.367936871266204","0.50755917975269","2"
"Some worries","1994","Not Employed","(Married) couple without C. ","41","0.506858069869832","0.406323497163887","0.607392642575776","2"
"Some worries","1994","Not Employed","Couple + C. LE 16 ","62","0.33217931360484","0.258505272796352","0.405853354413327","2"
"Big worries","1995","Employed","(Married) couple without C. ","88","0.470428992943663","0.403241366233089","0.537616619654238","1"
"Big worries","1995","Employed","1-pers.-HH","30","0.392784793229296","0.283703223028726","0.501866363429865","1"
"Big worries","1995","Employed","Couple + C. GT 16 ","101","0.374752400423007","0.319608121306622","0.429896679539393","1"
"Big worries","1995","Employed","Couple + C. LE 16 ","128","0.428102212469455","0.376264358584404","0.479940066354505","1"
"Big worries","1995","Employed","Couple + C. LE and GT 16","85","0.516127120578038","0.447040485114719","0.585213756041356","1"
"Big worries","1995","Employed","Single parent ","16","","","","1"
"Big worries","1995","Not Employed","(Married) couple without C. ","39","0.438715182464373","0.338399889975565","0.539030474953181","1"
"Big worries","1995","Not Employed","1-pers.-HH","7","","","","1"
"Big worries","1995","Not Employed","Couple + C. GT 16 ","97","0.558452231828718","0.486896555777728","0.630007907879708","1"
"Big worries","1995","Not Employed","Couple + C. LE 16 ","73","0.519615722727116","0.441712561411305","0.597518884042927","1"
"Big worries","1995","Not Employed","Couple + C. LE and GT 16","55","0.522440339236779","0.428669670994262","0.616211007479297","1"
"Big worries","1995","Not Employed","Single parent ","12","","","","1"
"No worries","1995","Employed","(Married) couple without C. ","42","0.164754023916792","0.114818987397147","0.214689060436438","3"
"No worries","1995","Employed","1-pers.-HH","15","","","","3"
"No worries","1995","Employed","Couple + C. GT 16 ","53","0.14650792818797","0.106223932150723","0.186791924225217","3"
"No worries","1995","Employed","Couple + C. LE 16 ","44","0.137955065398689","0.101826738764804","0.174083392032575","3"
"No worries","1995","Employed","Couple + C. LE and GT 16","17","","","","3"
"No worries","1995","Not Employed","1-pers.-HH","3","","","","3"
"No worries","1995","Not Employed","Couple + C. LE and GT 16","7","","","","3"
"No worries","1995","Employed","Single parent ","4","","","","3"
"No worries","1995","Not Employed","(Married) couple without C. ","16","","","","3"
"No worries","1995","Not Employed","Couple + C. GT 16 ","25","","","","3"
"No worries","1995","Not Employed","Couple + C. LE 16 ","16","","","","3"
"No worries","1995","Not Employed","Single parent ","5","","","","3"
"Some worries","1995","Employed","(Married) couple without C. ","82","0.364816983139544","0.300018159282579","0.42961580699651","2"
"Some worries","1995","Employed","1-pers.-HH","32","0.333666055793083","0.228347544637472","0.438984566948694","2"
"Some worries","1995","Employed","Couple + C. GT 16 ","142","0.478739671389022","0.421830890665272","0.535648452112773","2"
"Some worries","1995","Employed","Couple + C. LE 16 ","178","0.433942722131856","0.382019640176436","0.485865804087275","2"
"Some worries","1995","Employed","Couple + C. LE and GT 16","99","0.420118081850156","0.351883343166494","0.488352820533819","2"
"Some worries","1995","Employed","Single parent ","22","","","","2"
"Some worries","1995","Not Employed","1-pers.-HH","16","","","","2"
"Some worries","1995","Not Employed","Couple + C. GT 16 ","63","0.368707439106613","0.299186038548833","0.438228839664392","2"
"Some worries","1995","Not Employed","Couple + C. LE and GT 16","47","0.34747762386453","0.258086176719856","0.436869071009204","2"
"Some worries","1995","Not Employed","Single parent ","11","","","","2"
"Some worries","1995","Not Employed","(Married) couple without C. ","39","0.369803709593862","0.272213170491265","0.46739424869646","2"
"Some worries","1995","Not Employed","Couple + C. LE 16 ","69","0.390449514165202","0.314380667472931","0.466518360857474","2"
"Big worries","1996","Employed","(Married) couple without C. ","582","0.277464703959666","0.257707842501234","0.297221565418098","1"
"Big worries","1996","Employed","1-pers.-HH","208","0.278362581555696","0.245916589794661","0.310808573316732","1"
"Big worries","1996","Employed","Couple + C. GT 16 ","449","0.292533338962851","0.269980081615826","0.315086596309876","1"
"Big worries","1996","Employed","Couple + C. LE 16 ","617","0.253447330026268","0.235773772163145","0.271120887889391","1"
"Big worries","1996","Employed","Couple + C. LE and GT 16","269","0.291690691112022","0.261911744382711","0.321469637841333","1"
"Big worries","1996","Employed","Single parent ","121","0.300431715949096","0.256794894579568","0.344068537318624","1"
"Big worries","1996","Not Employed","(Married) couple without C. ","498","0.336724387656442","0.313151719442121","0.360297055870763","1"
"Big worries","1996","Not Employed","1-pers.-HH","219","0.310102896513136","0.276247057153775","0.343958735872496","1"
"Big worries","1996","Not Employed","Couple + C. GT 16 ","261","0.317546741466385","0.284835383120072","0.350258099812698","1"
"Big worries","1996","Not Employed","Couple + C. LE 16 ","231","0.362647982766842","0.32610789520424","0.399188070329444","1"
"Big worries","1996","Not Employed","Couple + C. LE and GT 16","106","0.293976164817472","0.246110487309578","0.341841842325367","1"
"Big worries","1996","Not Employed","Single parent ","58","0.28547141786832","0.225926723130558","0.345016112606082","1"
"No worries","1996","Not Employed","1-pers.-HH","161","0.223956649127874","0.19344164136668","0.254471656889069","3"
"No worries","1996","Not Employed","Couple + C. LE and GT 16","57","0.143672257151333","0.106819928669613","0.180524585633054","3"
"No worries","1996","Employed","(Married) couple without C. ","317","0.159717425525229","0.143552512297561","0.175882338752898","3"
"No worries","1996","Employed","1-pers.-HH","138","0.173869309623752","0.146432605069165","0.20130601417834","3"
"No worries","1996","Employed","Couple + C. GT 16 ","236","0.145171911404337","0.12770768746587","0.162636135342804","3"
"No worries","1996","Employed","Couple + C. LE 16 ","398","0.186313948716886","0.170494147572537","0.202133749861234","3"
"No worries","1996","Employed","Couple + C. LE and GT 16","150","0.160763264999374","0.136699020857129","0.184827509141618","3"
"No worries","1996","Employed","Single parent ","80","0.177538799535284","0.141166604444124","0.213910994626445","3"
"No worries","1996","Not Employed","(Married) couple without C. ","263","0.174529111491071","0.155596554936825","0.193461668045318","3"
"No worries","1996","Not Employed","Couple + C. GT 16 ","139","0.168562373111822","0.142256455941436","0.194868290282207","3"
"No worries","1996","Not Employed","Couple + C. LE 16 ","85","0.121110789202656","0.096313982762137","0.145907595643176","3"
"No worries","1996","Not Employed","Single parent ","42","0.16987019908084","0.120361267464984","0.219379130696696","3"
"Some worries","1996","Employed","(Married) couple without C. ","1074","0.562817870515104","0.540930192650166","0.584705548380043","2"
"Some worries","1996","Not Employed","1-pers.-HH","337","0.46594045435899","0.429427366380677","0.502453542337303","2"
"Some worries","1996","Employed","Couple + C. LE 16 ","1312","0.560238721256847","0.540071551507652","0.580405891006042","2"
"Some worries","1996","Not Employed","Couple + C. LE and GT 16","185","0.562351578031194","0.510229093206914","0.614474062855474","2"
"Some worries","1996","Employed","1-pers.-HH","387","0.547768108820551","0.511737212303121","0.583799005337982","2"
"Some worries","1996","Employed","Couple + C. GT 16 ","878","0.562294749632812","0.537700051630615","0.586889447635009","2"
"Some worries","1996","Employed","Couple + C. LE and GT 16","476","0.547546043888605","0.514937298405503","0.580154789371706","2"
"Some worries","1996","Employed","Single parent ","223","0.52202948451562","0.474483566983383","0.569575402047856","2"
"Some worries","1996","Not Employed","Couple + C. GT 16 ","378","0.513890885421793","0.478770390120815","0.549011380722772","2"
"Some worries","1996","Not Employed","Single parent ","121","0.54465838305084","0.479001127851631","0.610315638250049","2"
"Some worries","1996","Not Employed","(Married) couple without C. ","783","0.488746500852486","0.463812933444005","0.513680068260968","2"
"Some worries","1996","Not Employed","Couple + C. LE 16 ","349","0.516241228030502","0.478259209831229","0.554223246229775","2"
"Big worries","1997","Employed","(Married) couple without C. ","622","0.309631980318612","0.289142690593926","0.330121270043297","1"
"Big worries","1997","Employed","1-pers.-HH","199","0.27925481801048","0.246324605192087","0.312185030828874","1"
"Big worries","1997","Employed","Couple + C. GT 16 ","449","0.308874334438058","0.285939560946388","0.331809107929728","1"
"Big worries","1997","Employed","Couple + C. LE 16 ","633","0.29398936588721","0.274842844006067","0.313135887768352","1"
"Big worries","1997","Employed","Couple + C. LE and GT 16","242","0.279947332193721","0.249711168746535","0.310183495640906","1"
"Big worries","1997","Employed","Single parent ","133","0.332415783914307","0.287201681676692","0.377629886151922","1"
"Big worries","1997","Not Employed","(Married) couple without C. ","559","0.352797235098345","0.329514092351101","0.376080377845589","1"
"Big worries","1997","Not Employed","1-pers.-HH","216","0.310225812211041","0.276436894809032","0.344014729613049","1"
"Big worries","1997","Not Employed","Couple + C. GT 16 ","228","0.265545131743567","0.234904453509743","0.296185809977391","1"
"Big worries","1997","Not Employed","Couple + C. LE 16 ","223","0.333683149121761","0.297627531254085","0.369738766989437","1"
"Big worries","1997","Not Employed","Couple + C. LE and GT 16","109","0.28804894508613","0.241334337660574","0.334763552511686","1"
"Big worries","1997","Not Employed","Single parent ","62","0.301443021800226","0.239817327629943","0.36306871597051","1"
"No worries","1997","Not Employed","Couple + C. LE and GT 16","64","0.170307135010306","0.131530547280145","0.209083722740466","3"
"No worries","1997","Employed","(Married) couple without C. ","332","0.189999259416797","0.172613953868596","0.207384564964997","3"
"No worries","1997","Not Employed","1-pers.-HH","146","0.213937984942741","0.183984028189613","0.243891941695869","3"
"No worries","1997","Employed","1-pers.-HH","121","0.166677147684166","0.139321437005686","0.194032858362646","3"
"No worries","1997","Employed","Couple + C. GT 16 ","290","0.17975741290873","0.16069668003339","0.198818145784071","3"
"No worries","1997","Employed","Couple + C. LE 16 ","404","0.185434960172124","0.169101539356151","0.201768380988096","3"
"No worries","1997","Employed","Couple + C. LE and GT 16","155","0.176626088502344","0.150943880285454","0.202308296719234","3"
"No worries","1997","Employed","Single parent ","69","0.172785506681843","0.136499198358335","0.209071815005351","3"
"No worries","1997","Not Employed","(Married) couple without C. ","286","0.173978211165787","0.155506717531318","0.192449704800257","3"
"No worries","1997","Not Employed","Couple + C. GT 16 ","150","0.202111832584399","0.174249753051261","0.229973912117537","3"
"No worries","1997","Not Employed","Couple + C. LE 16 ","100","0.135657425479477","0.10947377805909","0.161841072899865","3"
"No worries","1997","Not Employed","Single parent ","43","0.201732489820049","0.147840968886705","0.255624010753393","3"
"Some worries","1997","Employed","(Married) couple without C. ","1002","0.500368760264591","0.478210607509097","0.522526913020086","2"
"Some worries","1997","Employed","1-pers.-HH","393","0.554068034305354","0.517582628904774","0.590553439705934","2"
"Some worries","1997","Employed","Couple + C. LE 16 ","1138","0.520575673940667","0.499580453997832","0.541570893883502","2"
"Some worries","1997","Employed","Couple + C. LE and GT 16","450","0.543426579303936","0.509881244040064","0.576971914567807","2"
"Some worries","1997","Not Employed","1-pers.-HH","358","0.475836202846219","0.439357104583055","0.512315301109382","2"
"Some worries","1997","Not Employed","Couple + C. LE and GT 16","188","0.541643919903565","0.490245126424351","0.593042713382778","2"
"Some worries","1997","Not Employed","Single parent ","108","0.496824488379725","0.429678582908629","0.563970393850821","2"
"Some worries","1997","Employed","Couple + C. GT 16 ","820","0.511368252653212","0.486555053870868","0.536181451435556","2"
"Some worries","1997","Employed","Single parent ","215","0.49479870940385","0.446811381426286","0.542786037381415","2"
"Some worries","1997","Not Employed","Couple + C. GT 16 ","420","0.532343035672034","0.497724703811754","0.566961367532314","2"
"Some worries","1997","Not Employed","(Married) couple without C. ","773","0.473224553735868","0.448896619709191","0.497552487762544","2"
"Some worries","1997","Not Employed","Couple + C. LE 16 ","334","0.530659425398762","0.492498631799131","0.568820218998393","2"
"Big worries","1998","Employed","(Married) couple without C. ","677","0.314136102842702","0.29455668985312","0.333715515832284","1"
"Big worries","1998","Employed","1-pers.-HH","220","0.250833313238065","0.221448239264084","0.280218387212045","1"
"Big worries","1998","Employed","Couple + C. GT 16 ","494","0.31005245178417","0.288053353961651","0.332051549606689","1"
"Big worries","1998","Employed","Couple + C. LE 16 ","680","0.297720109593904","0.279264202636949","0.316176016550858","1"
"Big worries","1998","Employed","Couple + C. LE and GT 16","243","0.291072280024481","0.260623742584773","0.321520817464189","1"
"Big worries","1998","Employed","Single parent ","145","0.348221766280771","0.303958244101555","0.392485288459988","1"
"Big worries","1998","Not Employed","(Married) couple without C. ","675","0.348817048460663","0.327620075752309","0.370014021169016","1"
"Big worries","1998","Not Employed","1-pers.-HH","246","0.29846017840536","0.268054280997317","0.328866075813403","1"
"Big worries","1998","Not Employed","Couple + C. GT 16 ","257","0.303487881438291","0.27230330362567","0.334672459250911","1"
"Big worries","1998","Not Employed","Couple + C. LE 16 ","227","0.323704334419297","0.289693017752333","0.357715651086261","1"
"Big worries","1998","Not Employed","Couple + C. LE and GT 16","112","0.288801595376716","0.243531343886807","0.334071846866625","1"
"Big worries","1998","Not Employed","Single parent ","81","0.317002601319305","0.260003363793963","0.374001838844648","1"
"No worries","1998","Employed","(Married) couple without C. ","395","0.196447753535071","0.17968858906427","0.213206918005871","3"
"No worries","1998","Not Employed","1-pers.-HH","186","0.209442362932097","0.18240355763999","0.236481168224204","3"
"No worries","1998","Not Employed","Couple + C. LE and GT 16","71","0.196481256195022","0.15679169518697","0.236170817203074","3"
"No worries","1998","Employed","1-pers.-HH","156","0.193737110598606","0.166946062949886","0.220528158247326","3"
"No worries","1998","Employed","Couple + C. GT 16 ","353","0.196483435377527","0.177584400059481","0.215382470695572","3"
"No worries","1998","Employed","Couple + C. LE 16 ","446","0.185154750314552","0.169477092215264","0.200832408413841","3"
"No worries","1998","Employed","Couple + C. LE and GT 16","164","0.175711163141581","0.15020151786199","0.201220808421171","3"
"No worries","1998","Employed","Single parent ","79","0.15761649200061","0.123761412179081","0.19147157182214","3"
"No worries","1998","Not Employed","(Married) couple without C. ","329","0.157318781032112","0.141125105918607","0.173512456145616","3"
"No worries","1998","Not Employed","Couple + C. GT 16 ","160","0.195405103189804","0.168510729133339","0.222299477246268","3"
"No worries","1998","Not Employed","Couple + C. LE 16 ","112","0.145403828291949","0.119779689521806","0.171027967062093","3"
"No worries","1998","Not Employed","Single parent ","56","0.195294954645379","0.146733467026666","0.243856442264092","3"
"Some worries","1998","Employed","(Married) couple without C. ","1087","0.489416143622227","0.468330131358392","0.510502155886063","2"
"Some worries","1998","Employed","1-pers.-HH","460","0.555429576163329","0.521745104753292","0.589114047573366","2"
"Some worries","1998","Employed","Couple + C. GT 16 ","851","0.493464112838304","0.469684096700696","0.517244128975911","2"
"Some worries","1998","Employed","Couple + C. LE 16 ","1232","0.517125140091544","0.496955817416997","0.537294462766091","2"
"Some worries","1998","Employed","Couple + C. LE and GT 16","448","0.533216556833938","0.499775917773638","0.566657195894238","2"
"Some worries","1998","Employed","Single parent ","221","0.494161741718618","0.447709306989627","0.540614176447609","2"
"Some worries","1998","Not Employed","1-pers.-HH","438","0.492097458662543","0.458877107514332","0.525317809810755","2"
"Some worries","1998","Not Employed","Couple + C. GT 16 ","418","0.501107015371906","0.467193423206375","0.535020607537437","2"
"Some worries","1998","Not Employed","Couple + C. LE and GT 16","202","0.514717148428262","0.46479428152125","0.564640015335274","2"
"Some worries","1998","Not Employed","Single parent ","119","0.487702444035316","0.426472097641087","0.548932790429545","2"
"Some worries","1998","Not Employed","(Married) couple without C. ","938","0.493864170507226","0.4716279598809","0.516100381133551","2"
"Some worries","1998","Not Employed","Couple + C. LE 16 ","388","0.530891837288754","0.494615752816608","0.5671679217609","2"
"Big worries","1999","Employed","Couple + C. GT 16 ","514","0.302219937093567","0.280599242438678","0.323840631748456","1"
"Big worries","1999","Employed","Couple + C. LE 16 ","724","0.320906154404553","0.302159182313865","0.33965312649524","1"
"Big worries","1999","Employed","Couple + C. LE and GT 16","266","0.343932867892408","0.311752104442598","0.376113631342217","1"
"Big worries","1999","Employed","Single parent ","127","0.282735871019388","0.241538285880955","0.323933456157821","1"
"Big worries","1999","Not Employed","(Married) couple without C. ","501","0.247011313850443","0.227505999882883","0.266516627818002","1"
"Big worries","1999","Not Employed","1-pers.-HH","229","0.267122900579925","0.237094223319196","0.297151577840654","1"
"Big worries","1999","Not Employed","Couple + C. GT 16 ","241","0.292510610991926","0.260358040508716","0.324663181475137","1"
"Big worries","1999","Not Employed","Couple + C. LE 16 ","210","0.348969795893908","0.312099632212036","0.385839959575779","1"
"Big worries","1999","Not Employed","Couple + C. LE and GT 16","94","0.320318757753137","0.269433654761565","0.37120386074471","1"
"Big worries","1999","Not Employed","Single parent ","68","0.277797502830138","0.22249542077744","0.333099584882836","1"
"Big worries","1999","Employed","(Married) couple without C. ","726","0.338846302799123","0.319302004331673","0.358390601266573","1"
"Big worries","1999","Employed","1-pers.-HH","252","0.319670424522463","0.288319559183083","0.351021289861842","1"
"No worries","1999","Not Employed","1-pers.-HH","182","0.21438933623999","0.186536441335112","0.242242231144869","3"
"No worries","1999","Not Employed","Couple + C. LE and GT 16","51","0.166456572613558","0.125834561595868","0.207078583631248","3"
"No worries","1999","Employed","(Married) couple without C. ","294","0.13563095145347","0.121492673908431","0.149769228998509","3"
"No worries","1999","Employed","Couple + C. GT 16 ","249","0.156190708548665","0.139098485216476","0.173282931880854","3"
"No worries","1999","Employed","Couple + C. LE 16 ","311","0.125052293227189","0.111768745172699","0.138335841281679","3"
"No worries","1999","Employed","Couple + C. LE and GT 16","118","0.141883799820652","0.118245032929437","0.165522566711868","3"
"No worries","1999","Employed","Single parent ","59","0.120178237472614","0.090430631967462","0.149925842977765","3"
"No worries","1999","Not Employed","(Married) couple without C. ","334","0.18275167672199","0.165273022080199","0.20023033136378","3"
"No worries","1999","Not Employed","Couple + C. GT 16 ","120","0.156132772211102","0.130477949541155","0.18178759488105","3"
"No worries","1999","Not Employed","Couple + C. LE 16 ","71","0.106482740978842","0.0826226738756285","0.130342808082055","3"
"No worries","1999","Not Employed","Single parent ","46","0.204958326214357","0.15511861119721","0.254798041231504","3"
"No worries","1999","Employed","1-pers.-HH","132","0.154034922894593","0.129767456135349","0.178302389653838","3"
"Some worries","1999","Not Employed","1-pers.-HH","423","0.518487763180085","0.484576967084619","0.552398559275551","2"
"Some worries","1999","Not Employed","Couple + C. LE and GT 16","178","0.513224669633305","0.458716089197273","0.567733250069337","2"
"Some worries","1999","Not Employed","Couple + C. GT 16 ","408","0.551356616796971","0.516204470256758","0.586508763337185","2"
"Some worries","1999","Not Employed","Single parent ","138","0.517244170955505","0.455547833065488","0.578940508845522","2"
"Some worries","1999","Employed","(Married) couple without C. ","1233","0.525522745747407","0.504903586488947","0.546141905005867","2"
"Some worries","1999","Employed","1-pers.-HH","466","0.526294652582944","0.492728060526958","0.55986124463893","2"
