"plj0047","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1996","no degree/no degree yet","middle vocational","26","","",""
"Big worries","1996","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","1996","no degree/no degree yet","higher vocational","3","","",""
"Big worries","1996","no degree/no degree yet","higher education","","","",""
"Some worries","1996","lower secondary degree","in school","","","",""
"Some worries","1996","lower secondary degree","inadequately","","","",""
"Some worries","1996","lower secondary degree","general elemantary","682","0.453260767094111","0.427734508336634","0.478787025851587"
"Some worries","1996","lower secondary degree","middle vocational","1717","0.509428499974683","0.492527725334815","0.52632927461455"
"Some worries","1996","lower secondary degree","vocational + Abi","4","","",""
"Some worries","1996","lower secondary degree","higher vocational","160","0.557161549710887","0.498560313192132","0.615762786229641"
"Some worries","1996","lower secondary degree","higher education","61","0.584810763376488","0.492727125098913","0.676894401654063"
"Some worries","1996","secondary school degree","in school","","","",""
"Some worries","1996","secondary school degree","inadequately","","","",""
"Some worries","1996","secondary school degree","general elemantary","261","0.537170290970352","0.491850466250328","0.582490115690376"
"Some worries","1996","secondary school degree","middle vocational","1255","0.563908279329538","0.543417900479423","0.584398658179654"
"Some worries","1996","secondary school degree","vocational + Abi","5","","",""
"Some worries","1996","secondary school degree","higher vocational","187","0.519468730065179","0.467051277661238","0.571886182469119"
"Some worries","1996","secondary school degree","higher education","283","0.58926264790568","0.545113181655885","0.633412114155475"
"Some worries","1996","college entrance qualification","in school","","","",""
"Some worries","1996","college entrance qualification","inadequately","","","",""
"Some worries","1996","college entrance qualification","general elemantary","","","",""
"Some worries","1996","college entrance qualification","middle vocational","199","0.533808663742886","0.481768860420072","0.5858484670657"
"Some worries","1996","college entrance qualification","vocational + Abi","219","0.657038475722582","0.607727772788163","0.706349178657001"
"Some worries","1996","college entrance qualification","higher vocational","71","0.590619709631977","0.502272661561648","0.678966757702307"
"Some worries","1996","college entrance qualification","higher education","638","0.602660411346017","0.573215676361791","0.632105146330242"
"Some worries","1996","Other degree","in school","","","",""
"Some worries","1996","Other degree","inadequately","12","","",""
"Some worries","1996","Other degree","general elemantary","220","0.447213531051434","0.401274904822966","0.493152157279901"
"Some worries","1996","Other degree","middle vocational","215","0.488135385717306","0.440724086888573","0.53554668454604"
"Some worries","1996","Other degree","vocational + Abi","61","0.545370688687986","0.447776781883992","0.642964595491979"
"Some worries","1996","Other degree","higher vocational","1","","",""
"Some worries","1996","Other degree","higher education","49","0.575152125142762","0.468807110756639","0.681497139528885"
"Some worries","1996","no degree/no degree yet","in school","150","0.543276234728117","0.484826418729789","0.601726050726445"
"Some worries","1996","no degree/no degree yet","inadequately","218","0.413112632294738","0.367918995797457","0.458306268792019"
"Some worries","1996","no degree/no degree yet","general elemantary","","","",""
"Some worries","1996","no degree/no degree yet","middle vocational","33","0.473853745265638","0.358519774795326","0.58918771573595"
"Some worries","1996","no degree/no degree yet","vocational + Abi","","","",""
"Some worries","1996","no degree/no degree yet","higher vocational","1","","",""
"Some worries","1996","no degree/no degree yet","higher education","1","","",""
"No worries","1996","lower secondary degree","in school","","","",""
"No worries","1996","lower secondary degree","inadequately","","","",""
"No worries","1996","lower secondary degree","general elemantary","295","0.208900489914859","0.188055184139627","0.229745795690091"
"No worries","1996","lower secondary degree","middle vocational","571","0.168551076961367","0.155895050090245","0.181207103832488"
"No worries","1996","lower secondary degree","vocational + Abi","","","",""
"No worries","1996","lower secondary degree","higher vocational","38","0.159355897060343","0.11617579096366","0.202536003157027"
"No worries","1996","lower secondary degree","higher education","20","","",""
"No worries","1996","secondary school degree","in school","","","",""
"No worries","1996","secondary school degree","inadequately","","","",""
"No worries","1996","secondary school degree","general elemantary","62","0.166877157798672","0.132986922610136","0.200767392987208"
"No worries","1996","secondary school degree","middle vocational","408","0.177223864047054","0.161445616116819","0.193002111977289"
"No worries","1996","secondary school degree","vocational + Abi","","","",""
"No worries","1996","secondary school degree","higher vocational","59","0.183847735877337","0.14320807125148","0.224487400503194"
"No worries","1996","secondary school degree","higher education","100","0.219113564658993","0.181992752196808","0.256234377121178"
"No worries","1996","college entrance qualification","in school","","","",""
"No worries","1996","college entrance qualification","inadequately","","","",""
"No worries","1996","college entrance qualification","general elemantary","","","",""
"No worries","1996","college entrance qualification","middle vocational","62","0.184726091899274","0.144242724375261","0.225209459423288"
"No worries","1996","college entrance qualification","vocational + Abi","48","0.0917171202823665","0.0617352403011255","0.121699000263607"
"No worries","1996","college entrance qualification","higher vocational","17","","",""
"No worries","1996","college entrance qualification","higher education","192","0.186926303865525","0.163468326436111","0.210384281294939"
"No worries","1996","Other degree","in school","","","",""
"No worries","1996","Other degree","inadequately","7","","",""
