"plj0047","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","2005","Full Time","(3a) lower tertiary education","256","0.298431480275746","0.267543346681658","0.329319613869833"
"Big worries","2005","Full Time","(3b) higher tertiary education","457","0.325968187645217","0.30130886380117","0.350627511489263"
"Big worries","2005","Part Time","(0) in school","31","0.314906568104506","0.223870424456342","0.405942711752671"
"Big worries","2005","Part Time","(1a) inadequately completed","8","","",""
"Big worries","2005","Part Time","(1b) general elementary school","100","0.333389668196223","0.283788096002551","0.382991240389894"
"Big worries","2005","Part Time","(1c) basic vocational qualification","351","0.347451382780778","0.319066395555259","0.375836370006296"
"Big worries","2005","Part Time","(2b) intermediate general qualification","51","0.361018854565406","0.285649507041437","0.436388202089374"
"Big worries","2005","Part Time","(2a) intermediate vocational","402","0.305567972787092","0.280632619093454","0.330503326480731"
"Big worries","2005","Part Time","(2c_gen) general maturity certificate","93","0.318741037625953","0.267281258295228","0.370200816956679"
"Big worries","2005","Part Time","(2c_voc) vocational maturity certificate","127","0.300723292000271","0.256389462687367","0.345057121313175"
"Big worries","2005","Part Time","(3a) lower tertiary education","111","0.329610290542772","0.279717826596967","0.379502754488576"
"Big worries","2005","Part Time","(3b) higher tertiary education","186","0.364973262609846","0.325994700558443","0.403951824661248"
"Big worries","2005","Not Working","(0) in school","188","0.341399979548151","0.301662799588071","0.381137159508231"
"Big worries","2005","Not Working","(1a) inadequately completed","54","0.312097761583228","0.239387705423681","0.384807817742774"
"Big worries","2005","Not Working","(1b) general elementary school","280","0.24292821746512","0.218066422110588","0.267790012819652"
"Big worries","2005","Not Working","(1c) basic vocational qualification","783","0.281318856138696","0.264699737831644","0.297937974445748"
"Big worries","2005","Not Working","(2b) intermediate general qualification","81","0.407527936425463","0.340750605744529","0.474305267106396"
"Big worries","2005","Not Working","(2a) intermediate vocational","348","0.304725246620607","0.277982290703826","0.331468202537389"
"Big worries","2005","Not Working","(2c_gen) general maturity certificate","92","0.335851608170557","0.283861019036054","0.387842197305059"
"Big worries","2005","Not Working","(2c_voc) vocational maturity certificate","108","0.286796688525729","0.241082826802951","0.332510550248507"
"Big worries","2005","Not Working","(3a) lower tertiary education","138","0.306122467084625","0.264051098146869","0.348193836022381"
"Big worries","2005","Not Working","(3b) higher tertiary education","162","0.291484858861652","0.253119763996509","0.329849953726795"
"Some worries","2005","Full Time","(0) in school","3","","",""
"Some worries","2005","Full Time","(1a) inadequately completed","25","","",""
"Some worries","2005","Full Time","(1b) general elementary school","157","0.431480489048447","0.379518155590524","0.48344282250637"
"Some worries","2005","Full Time","(1c) basic vocational qualification","916","0.511199608434461","0.488183599198157","0.534215617670766"
"Some worries","2005","Full Time","(2b) intermediate general qualification","103","0.407240620118191","0.341413331539625","0.473067908696757"
"Some worries","2005","Full Time","(2a) intermediate vocational","1242","0.515523303955109","0.495296034289023","0.535750573621194"
"Some worries","2005","Full Time","(2c_gen) general maturity certificate","80","0.575340702942714","0.498750897242653","0.651930508642775"
"Some worries","2005","Full Time","(2c_voc) vocational maturity certificate","380","0.515582337542683","0.479128899639079","0.552035775446286"
"Some worries","2005","Full Time","(3a) lower tertiary education","480","0.555793195513078","0.522251615250601","0.589334775775555"
"Some worries","2005","Full Time","(3b) higher tertiary education","725","0.506382165683295","0.480080213734552","0.532684117632037"
"Some worries","2005","Part Time","(0) in school","57","0.57616441307335","0.47930986573021","0.673018960416491"
"Some worries","2005","Part Time","(1a) inadequately completed","20","","",""
"Some worries","2005","Part Time","(1b) general elementary school","166","0.411420414926276","0.359644370315218","0.463196459537334"
"Some worries","2005","Part Time","(1c) basic vocational qualification","549","0.485052687358305","0.455259902559728","0.514845472156881"
"Some worries","2005","Part Time","(2b) intermediate general qualification","73","0.446032718642352","0.368029736230175","0.524035701054529"
"Some worries","2005","Part Time","(2a) intermediate vocational","725","0.5246680536444","0.497635469864038","0.551700637424762"
"Some worries","2005","Part Time","(2c_gen) general maturity certificate","170","0.532575516718992","0.477477097237342","0.587673936200641"
"Some worries","2005","Part Time","(2c_voc) vocational maturity certificate","227","0.577577961556271","0.529824399646941","0.6253315234656"
"Some worries","2005","Part Time","(3a) lower tertiary education","197","0.588891019110609","0.536667413950538","0.641114624270681"
"Some worries","2005","Part Time","(3b) higher tertiary education","329","0.522599312830146","0.482158002365266","0.563040623295026"
"Some worries","2005","Not Working","(0) in school","227","0.404736986509962","0.363603518770705","0.445870454249219"
"Some worries","2005","Not Working","(1a) inadequately completed","69","0.488741210719852","0.410299751224837","0.567182670214868"
"Some worries","2005","Not Working","(1b) general elementary school","555","0.493203382536414","0.464219613995441","0.522187151077388"
"Some worries","2005","Not Working","(1c) basic vocational qualification","1445","0.504545469299562","0.486065872541839","0.523025066057284"
"Some worries","2005","Not Working","(2b) intermediate general qualification","90","0.414052225170071","0.347114116125124","0.480990334215018"
"Some worries","2005","Not Working","(2a) intermediate vocational","607","0.526945425853515","0.497937585100153","0.555953266606878"
"Some worries","2005","Not Working","(2c_gen) general maturity certificate","179","0.51819713931561","0.463192331371779","0.573201947259441"
"Some worries","2005","Not Working","(2c_voc) vocational maturity certificate","198","0.53896671616423","0.488581713989132","0.589351718339328"
"Some worries","2005","Not Working","(3a) lower tertiary education","255","0.555477100836156","0.510116606641681","0.600837595030631"
"Some worries","2005","Not Working","(3b) higher tertiary education","289","0.511991188263506","0.469792516283347","0.554189860243666"
"No worries","2005","Full Time","(0) in school","","","",""
"No worries","2005","Full Time","(1a) inadequately completed","10","","",""
"No worries","2005","Full Time","(1b) general elementary school","83","0.180579219763357","0.140221859629695","0.220936579897019"
"No worries","2005","Full Time","(1c) basic vocational qualification","342","0.181434261330532","0.163690102085903","0.19917842057516"
"No worries","2005","Full Time","(2b) intermediate general qualification","46","0.239238115884661","0.182079623702946","0.296396608066377"
"No worries","2005","Full Time","(2a) intermediate vocational","431","0.185836337140147","0.17009296201881","0.201579712261483"
"No worries","2005","Full Time","(2c_gen) general maturity certificate","36","0.172534482808109","0.113987973674507","0.23108099194171"
"No worries","2005","Full Time","(2c_voc) vocational maturity certificate","119","0.138530851012267","0.113332471772726","0.163729230251809"
"No worries","2005","Full Time","(3a) lower tertiary education","107","0.145775324211176","0.121954193727995","0.169596454694358"
"No worries","2005","Full Time","(3b) higher tertiary education","206","0.167649646671489","0.147997601065956","0.187301692277022"
"No worries","2005","Part Time","(0) in school","12","","",""
"No worries","2005","Part Time","(1a) inadequately completed","10","","",""
"No worries","2005","Part Time","(1b) general elementary school","81","0.255189916877501","0.209318951248036","0.301060882506966"
"No worries","2005","Part Time","(1c) basic vocational qualification","181","0.167495929860918","0.145235653291226","0.18975620643061"
"No worries","2005","Part Time","(2b) intermediate general qualification","32","0.192948426792242","0.131024704114445","0.25487214947004"
"No worries","2005","Part Time","(2a) intermediate vocational","184","0.169763973568507","0.149441793342905","0.19008615379411"
"No worries","2005","Part Time","(2c_gen) general maturity certificate","52","0.148683445655055","0.109394564451235","0.187972326858874"
"No worries","2005","Part Time","(2c_voc) vocational maturity certificate","57","0.121698746443458","0.0900911127354362","0.153306380151481"
"No worries","2005","Part Time","(3a) lower tertiary education","33","0.081498690346619","0.0524593928193897","0.110537987873848"
"No worries","2005","Part Time","(3b) higher tertiary education","71","0.112427424560008","0.086851146110257","0.138003703009759"
"No worries","2005","Not Working","(0) in school","132","0.253863033941887","0.217390709767683","0.290335358116091"
"No worries","2005","Not Working","(1a) inadequately completed","33","0.19916102769692","0.136490901247469","0.261831154146371"
"No worries","2005","Not Working","(1b) general elementary school","308","0.263868399998465","0.238318076792933","0.289418723203998"
"No worries","2005","Not Working","(1c) basic vocational qualification","584","0.214135674561742","0.198973596337183","0.229297752786301"
"No worries","2005","Not Working","(2b) intermediate general qualification","37","0.178419838404466","0.126388743332745","0.230450933476188"
"No worries","2005","Not Working","(2a) intermediate vocational","183","0.168329327525877","0.146590678655743","0.190067976396012"
"No worries","2005","Not Working","(2c_gen) general maturity certificate","46","0.145951252513833","0.107085802279139","0.184816702748527"
"No worries","2005","Not Working","(2c_voc) vocational maturity certificate","70","0.174236595310041","0.135896633778352","0.21257655684173"
"No worries","2005","Not Working","(3a) lower tertiary education","68","0.138400432079219","0.106878045732656","0.169922818425782"
"No worries","2005","Not Working","(3b) higher tertiary education","88","0.196523952874842","0.162977398392662","0.230070507357022"
"Big worries","2006","Full Time","(0) in school","2","","",""
"Big worries","2006","Full Time","(1a) inadequately completed","16","","",""
"Big worries","2006","Full Time","(1b) general elementary school","94","0.326074350999611","0.275420268414486","0.376728433584736"
"Big worries","2006","Full Time","(1c) basic vocational qualification","584","0.327314256488301","0.306193109583312","0.348435403393289"
"Big worries","2006","Full Time","(2b) intermediate general qualification","52","0.352424996086358","0.284317395706192","0.420532596466523"
"Big worries","2006","Full Time","(2a) intermediate vocational","669","0.284150464287875","0.266188820452967","0.302112108122783"
"Big worries","2006","Full Time","(2c_gen) general maturity certificate","41","0.256142642530116","0.18628913214823","0.325996152912002"
"Big worries","2006","Full Time","(2c_voc) vocational maturity certificate","209","0.307659033362019","0.275249392927212","0.340068673796825"
"Big worries","2006","Full Time","(3a) lower tertiary education","240","0.264048286556986","0.235609335245686","0.292487237868285"
"Big worries","2006","Full Time","(3b) higher tertiary education","396","0.260544900577047","0.238376579754733","0.28271322139936"
"Big worries","2006","Part Time","(0) in school","22","","",""
"Big worries","2006","Part Time","(1a) inadequately completed","11","","",""
"Big worries","2006","Part Time","(1b) general elementary school","89","0.306844914318969","0.256858856579684","0.356830972058254"
"Big worries","2006","Part Time","(1c) basic vocational qualification","322","0.276231047328479","0.25022974236631","0.302232352290648"
"Big worries","2006","Part Time","(2b) intermediate general qualification","50","0.332182551363746","0.262990631820532","0.401374470906959"
"Big worries","2006","Part Time","(2a) intermediate vocational","428","0.311797656749218","0.287532753154181","0.336062560344256"
"Big worries","2006","Part Time","(2c_gen) general maturity certificate","88","0.290100769589827","0.239087390439519","0.341114148740135"
"Big worries","2006","Part Time","(2c_voc) vocational maturity certificate","124","0.277880299601454","0.23616650447815","0.319594094724757"
"Big worries","2006","Part Time","(3a) lower tertiary education","97","0.262160983533066","0.216602273908586","0.307719693157546"
"Big worries","2006","Part Time","(3b) higher tertiary education","184","0.31416284882839","0.277506799899674","0.350818897757106"
"Big worries","2006","Not Working","(0) in school","100","0.336139213420309","0.285553976857075","0.386724449983543"
"Big worries","2006","Not Working","(1a) inadequately completed","34","0.210698531755923","0.146290512931329","0.275106550580516"
"Big worries","2006","Not Working","(1b) general elementary school","298","0.233155025931051","0.209807600497324","0.256502451364777"
"Big worries","2006","Not Working","(1c) basic vocational qualification","825","0.276233756609574","0.260493754699263","0.291973758519885"
"Big worries","2006","Not Working","(2b) intermediate general qualification","70","0.329491493673194","0.265919959392916","0.393063027953471"
"Big worries","2006","Not Working","(2a) intermediate vocational","388","0.287521400208568","0.263187787024589","0.311855013392546"
"Big worries","2006","Not Working","(2c_gen) general maturity certificate","85","0.272564841998995","0.227437022315392","0.317692661682597"
"Big worries","2006","Not Working","(2c_voc) vocational maturity certificate","117","0.271748935550266","0.228315912562759","0.315181958537772"
"Big worries","2006","Not Working","(3a) lower tertiary education","142","0.298211017437041","0.258928949304983","0.337493085569099"
"Big worries","2006","Not Working","(3b) higher tertiary education","177","0.292052164885954","0.256906363656419","0.327197966115489"
"Some worries","2006","Full Time","(0) in school","3","","",""
"Some worries","2006","Full Time","(1a) inadequately completed","18","","",""
"Some worries","2006","Full Time","(1b) general elementary school","143","0.395908555879677","0.343064161133561","0.448752950625793"
"Some worries","2006","Full Time","(1c) basic vocational qualification","941","0.471441000739958","0.448971711476015","0.4939102900039"
"Some worries","2006","Full Time","(2b) intermediate general qualification","89","0.443612119737034","0.372783672494101","0.514440566979966"
"Some worries","2006","Full Time","(2a) intermediate vocational","1314","0.529041108278892","0.509161984780274","0.54892023177751"
"Some worries","2006","Full Time","(2c_gen) general maturity certificate","82","0.531420249432477","0.451563198238348","0.611277300626605"
"Some worries","2006","Full Time","(2c_voc) vocational maturity certificate","460","0.559092994721903","0.524227575856887","0.593958413586918"
"Some worries","2006","Full Time","(3a) lower tertiary education","536","0.579505386923966","0.547659291108298","0.611351482739635"
"Some worries","2006","Full Time","(3b) higher tertiary education","859","0.552632225166659","0.527519950271786","0.577744500061533"
"Some worries","2006","Part Time","(0) in school","31","0.416972586729002","0.297108342267773","0.536836831190231"
"Some worries","2006","Part Time","(1a) inadequately completed","19","","",""
"Some worries","2006","Part Time","(1b) general elementary school","165","0.427932173443468","0.374304933419008","0.481559413467927"
"Some worries","2006","Part Time","(1c) basic vocational qualification","607","0.550722366879574","0.521796746514621","0.579647987244527"
"Some worries","2006","Part Time","(2b) intermediate general qualification","87","0.413895546472413","0.341540141723782","0.486250951221045"
"Some worries","2006","Part Time","(2a) intermediate vocational","761","0.519209003478981","0.493037218489347","0.545380788468616"
"Some worries","2006","Part Time","(2c_gen) general maturity certificate","170","0.566902563453163","0.511202163164817","0.622602963741509"
"Some worries","2006","Part Time","(2c_voc) vocational maturity certificate","243","0.53705602777129","0.490623722885614","0.583488332656966"
"Some worries","2006","Part Time","(3a) lower tertiary education","222","0.614128288850399","0.563701931212043","0.664554646488755"
"Some worries","2006","Part Time","(3b) higher tertiary education","351","0.548785488925487","0.509489287288728","0.588081690562246"
"Some worries","2006","Not Working","(0) in school","156","0.421594668632117","0.368714919478465","0.47447441778577"
"Some worries","2006","Not Working","(1a) inadequately completed","79","0.474234091922326","0.395369814717361","0.553098369127292"
"Some worries","2006","Not Working","(1b) general elementary school","639","0.503589200040259","0.475982046347354","0.531196353733165"
"Some worries","2006","Not Working","(1c) basic vocational qualification","1674","0.533612957436247","0.516051778602758","0.551174136269737"
"Some worries","2006","Not Working","(2b) intermediate general qualification","102","0.483084083456318","0.415497614025644","0.550670552886992"
"Some worries","2006","Not Working","(2a) intermediate vocational","715","0.5378530840891","0.511048599440946","0.564657568737254"
"Some worries","2006","Not Working","(2c_gen) general maturity certificate","216","0.566395099049796","0.516170193990354","0.616620004109238"
"Some worries","2006","Not Working","(2c_voc) vocational maturity certificate","205","0.513896339452273","0.465098816639009","0.562693862265537"
"Some worries","2006","Not Working","(3a) lower tertiary education","287","0.546245145370507","0.503495386762713","0.5889949039783"
"Some worries","2006","Not Working","(3b) higher tertiary education","343","0.486972617971636","0.448339020700728","0.525606215242544"
"No worries","2006","Full Time","(0) in school","1","","",""
"No worries","2006","Full Time","(1a) inadequately completed","15","","",""
"No worries","2006","Full Time","(1b) general elementary school","92","0.278017093120712","0.229605502855487","0.326428683385938"
"No worries","2006","Full Time","(1c) basic vocational qualification","371","0.201244742771742","0.183198031869028","0.219291453674456"
"No worries","2006","Full Time","(2b) intermediate general qualification","48","0.203962884176609","0.146516933635978","0.261408834717239"
"No worries","2006","Full Time","(2a) intermediate vocational","439","0.186808427433233","0.171286141169055","0.202330713697411"
"No worries","2006","Full Time","(2c_gen) general maturity certificate","27","","",""
"No worries","2006","Full Time","(2c_voc) vocational maturity certificate","110","0.133247971916079","0.10938321037261","0.157112733459548"
"No worries","2006","Full Time","(3a) lower tertiary education","147","0.156446326519048","0.133010175599444","0.179882477438652"
"No worries","2006","Full Time","(3b) higher tertiary education","251","0.186822874256294","0.167137521274717","0.206508227237871"
"No worries","2006","Part Time","(0) in school","12","","",""
"No worries","2006","Part Time","(1a) inadequately completed","4","","",""
"No worries","2006","Part Time","(1b) general elementary school","73","0.265222912237563","0.217375601071485","0.313070223403642"
"No worries","2006","Part Time","(1c) basic vocational qualification","207","0.173046585791947","0.151048698874797","0.195044472709096"
"No worries","2006","Part Time","(2b) intermediate general qualification","41","0.253921902163841","0.189980770749004","0.317863033578678"
"No worries","2006","Part Time","(2a) intermediate vocational","211","0.1689933397718","0.149363302695129","0.188623376848472"
"No worries","2006","Part Time","(2c_gen) general maturity certificate","46","0.14299666695701","0.103644784519568","0.182348549394453"
"No worries","2006","Part Time","(2c_voc) vocational maturity certificate","76","0.185063672627257","0.148900322590205","0.221227022664309"
"No worries","2006","Part Time","(3a) lower tertiary education","39","0.123710727616535","0.0896044748897021","0.157816980343368"
"No worries","2006","Part Time","(3b) higher tertiary education","81","0.137051662246123","0.109894005999566","0.16420931849268"
"No worries","2006","Not Working","(0) in school","79","0.242266117947574","0.196385381403491","0.288146854491656"
"No worries","2006","Not Working","(1a) inadequately completed","41","0.315067376321751","0.241698245359238","0.388436507284264"
"No worries","2006","Not Working","(1b) general elementary school","323","0.26325577402869","0.238938765808182","0.287572782249199"
"No worries","2006","Not Working","(1c) basic vocational qualification","601","0.190153285954179","0.176339250267127","0.203967321641231"
"No worries","2006","Not Working","(2b) intermediate general qualification","38","0.187424422870489","0.134642717605004","0.240206128135974"
"No worries","2006","Not Working","(2a) intermediate vocational","226","0.174625515702332","0.154214483360902","0.195036548043762"
"No worries","2006","Not Working","(2c_gen) general maturity certificate","73","0.161040058951209","0.123788035936903","0.198292081965516"
"No worries","2006","Not Working","(2c_voc) vocational maturity certificate","81","0.214354724997461","0.174288783740559","0.254420666254364"
"No worries","2006","Not Working","(3a) lower tertiary education","92","0.155543837192452","0.124423507563773","0.186664166821132"
"No worries","2006","Not Working","(3b) higher tertiary education","123","0.22097521714241","0.188905876836715","0.253044557448104"
"Big worries","2007","Full Time","(0) in school","","","",""
"Big worries","2007","Full Time","(1a) inadequately completed","6","","",""
"Big worries","2007","Full Time","(1b) general elementary school","76","0.292195126458071","0.238639948740513","0.345750304175628"
"Big worries","2007","Full Time","(1c) basic vocational qualification","486","0.277736393523051","0.256606760357119","0.298866026688983"
"Big worries","2007","Full Time","(2b) intermediate general qualification","50","0.349263797260726","0.276741205354575","0.421786389166876"
"Big worries","2007","Full Time","(2a) intermediate vocational","561","0.244058393532137","0.226496793669986","0.261619993394287"
"Big worries","2007","Full Time","(2c_gen) general maturity certificate","37","0.224657947386694","0.15916517802448","0.290150716748907"
"Big worries","2007","Full Time","(2c_voc) vocational maturity certificate","207","0.29750476104085","0.264633048011224","0.330376474070475"
"Big worries","2007","Full Time","(3a) lower tertiary education","207","0.234992958389932","0.206522894984767","0.263463021795097"
"Big worries","2007","Full Time","(3b) higher tertiary education","421","0.29766638447735","0.274025902267839","0.321306866686862"
"Big worries","2007","Part Time","(0) in school","17","","",""
"Big worries","2007","Part Time","(1a) inadequately completed","10","","",""
"Big worries","2007","Part Time","(1b) general elementary school","93","0.324567666662668","0.273025578442224","0.376109754883112"
"Big worries","2007","Part Time","(1c) basic vocational qualification","302","0.326230101902753","0.297287628494637","0.355172575310869"
"Big worries","2007","Part Time","(2b) intermediate general qualification","53","0.317944084406246","0.242407554872959","0.393480613939532"
"Big worries","2007","Part Time","(2a) intermediate vocational","381","0.323385832489703","0.298055348871719","0.348716316107687"
"Big worries","2007","Part Time","(2c_gen) general maturity certificate","85","0.319425951379916","0.267523241300523","0.371328661459308"
"Big worries","2007","Part Time","(2c_voc) vocational maturity certificate","104","0.259530617679881","0.217505609843","0.301555625516762"
"Big worries","2007","Part Time","(3a) lower tertiary education","110","0.316458204636306","0.267871496386182","0.365044912886431"
"Big worries","2007","Part Time","(3b) higher tertiary education","178","0.30798421103535","0.270701054721785","0.345267367348916"
"Big worries","2007","Not Working","(0) in school","81","0.248464673968357","0.198557971852545","0.298371376084168"
"Big worries","2007","Not Working","(1a) inadequately completed","35","0.225374799991593","0.154892560540634","0.295857039442552"
"Big worries","2007","Not Working","(1b) general elementary school","259","0.236572521461702","0.211627912479658","0.261517130443745"
"Big worries","2007","Not Working","(1c) basic vocational qualification","712","0.245244142105521","0.229432176444617","0.261056107766424"
"Big worries","2007","Not Working","(2b) intermediate general qualification","68","0.342154360209091","0.277367412372608","0.406941308045573"
"Big worries","2007","Not Working","(2a) intermediate vocational","357","0.281504009902609","0.256642075324841","0.306365944480377"
"Big worries","2007","Not Working","(2c_gen) general maturity certificate","96","0.286196638395988","0.238503038716081","0.333890238075894"
"Big worries","2007","Not Working","(2c_voc) vocational maturity certificate","103","0.266890348072866","0.223268863092951","0.310511833052781"
"Big worries","2007","Not Working","(3a) lower tertiary education","150","0.299707027427998","0.259710602840924","0.339703452015072"
"Big worries","2007","Not Working","(3b) higher tertiary education","179","0.293695775339436","0.258492152758785","0.328899397920087"
"Some worries","2007","Full Time","(0) in school","","","",""
"Some worries","2007","Full Time","(1a) inadequately completed","18","","",""
"Some worries","2007","Full Time","(1b) general elementary school","125","0.435230200998143","0.376844909773849","0.493615492222437"
"Some worries","2007","Full Time","(1c) basic vocational qualification","852","0.49231534631466","0.468729775033121","0.5159009175962"
"Some worries","2007","Full Time","(2b) intermediate general qualification","72","0.373895021627464","0.300292538426427","0.4474975048285"
"Some worries","2007","Full Time","(2a) intermediate vocational","1284","0.551128999466519","0.530793235856212","0.571464763076825"
"Some worries","2007","Full Time","(2c_gen) general maturity certificate","89","0.591973714265017","0.514851218687279","0.669096209842755"
"Some worries","2007","Full Time","(2c_voc) vocational maturity certificate","431","0.574195437621726","0.538641417974058","0.609749457269394"
"Some worries","2007","Full Time","(3a) lower tertiary education","530","0.614624190290575","0.581944694792496","0.647303685788654"
"Some worries","2007","Full Time","(3b) higher tertiary education","794","0.550760963603496","0.525042795777637","0.576479131429354"
"Some worries","2007","Part Time","(0) in school","26","","",""
"Some worries","2007","Part Time","(1a) inadequately completed","21","","",""
"Some worries","2007","Part Time","(1b) general elementary school","160","0.506125440344644","0.451088298606237","0.561162582083052"
"Some worries","2007","Part Time","(1c) basic vocational qualification","535","0.497778668211663","0.466912441384633","0.528644895038693"
"Some worries","2007","Part Time","(2b) intermediate general qualification","60","0.372777939776531","0.294343386503279","0.451212493049784"
"Some worries","2007","Part Time","(2a) intermediate vocational","732","0.536352810759647","0.509348596864583","0.56335702465471"
"Some worries","2007","Part Time","(2c_gen) general maturity certificate","174","0.537583406565713","0.482081631041465","0.593085182089962"
"Some worries","2007","Part Time","(2c_voc) vocational maturity certificate","253","0.606427711460652","0.559593660351563","0.65326176256974"
"Some worries","2007","Part Time","(3a) lower tertiary education","196","0.559021312340016","0.507153283658453","0.610889341021578"
"Some worries","2007","Part Time","(3b) higher tertiary education","339","0.571690041854124","0.531727800058174","0.611652283650074"
"Some worries","2007","Not Working","(0) in school","142","0.525083695929239","0.467410415637189","0.582756976221289"
"Some worries","2007","Not Working","(1a) inadequately completed","64","0.454683777001394","0.370687479078526","0.538680074924262"
"Some worries","2007","Not Working","(1b) general elementary school","542","0.49664402122511","0.467296536930449","0.52599150551977"
"Some worries","2007","Not Working","(1c) basic vocational qualification","1494","0.529296052767511","0.510951524734558","0.547640580800465"
"Some worries","2007","Not Working","(2b) intermediate general qualification","97","0.4469252872314","0.379032467527811","0.51481810693499"
"Some worries","2007","Not Working","(2a) intermediate vocational","685","0.534367837185025","0.506792419909332","0.561943254460717"
"Some worries","2007","Not Working","(2c_gen) general maturity certificate","177","0.542093169303891","0.48952001049513","0.594666328112652"
"Some worries","2007","Not Working","(2c_voc) vocational maturity certificate","209","0.507830711786457","0.458528514060575","0.557132909512339"
"Some worries","2007","Not Working","(3a) lower tertiary education","268","0.533917493812885","0.490366176134973","0.577468811490797"
"Some worries","2007","Not Working","(3b) higher tertiary education","355","0.51342303000213","0.474790241894194","0.552055818110065"
"No worries","2007","Full Time","(0) in school","","","",""
"No worries","2007","Full Time","(1a) inadequately completed","14","","",""
"No worries","2007","Full Time","(1b) general elementary school","76","0.272574672543786","0.220136787745787","0.325012557341786"
"No worries","2007","Full Time","(1c) basic vocational qualification","388","0.229948260162289","0.210096331196891","0.249800189127687"
"No worries","2007","Full Time","(2b) intermediate general qualification","44","0.276841181111811","0.208775806810778","0.344906555412844"
"No worries","2007","Full Time","(2a) intermediate vocational","453","0.204812607001345","0.188312522639167","0.221312691363522"
"No worries","2007","Full Time","(2c_gen) general maturity certificate","30","0.183368338348289","0.12264424019596","0.244092436500619"
"No worries","2007","Full Time","(2c_voc) vocational maturity certificate","105","0.128299801337424","0.104253391289841","0.152346211385008"
"No worries","2007","Full Time","(3a) lower tertiary education","115","0.150382851319493","0.12638131254153","0.174384390097456"
"No worries","2007","Full Time","(3b) higher tertiary education","222","0.151572651919154","0.133031468037394","0.170113835800914"
"No worries","2007","Part Time","(0) in school","8","","",""
"No worries","2007","Part Time","(1a) inadequately completed","11","","",""
"No worries","2007","Part Time","(1b) general elementary school","64","0.169306892992688","0.128023433513002","0.210590352472373"
"No worries","2007","Part Time","(1c) basic vocational qualification","171","0.175991229885584","0.152482495174555","0.199499964596613"
"No worries","2007","Part Time","(2b) intermediate general qualification","33","0.309277975817223","0.234306197511533","0.384249754122912"
"No worries","2007","Part Time","(2a) intermediate vocational","197","0.14026135675065","0.121456731420813","0.159065982080488"
"No worries","2007","Part Time","(2c_gen) general maturity certificate","51","0.142990642054371","0.104022129016019","0.181959155092723"
"No worries","2007","Part Time","(2c_voc) vocational maturity certificate","61","0.134041670859467","0.10138075465411","0.166702587064824"
"No worries","2007","Part Time","(3a) lower tertiary education","46","0.124520483023678","0.090028342051103","0.159012623996252"
"No worries","2007","Part Time","(3b) higher tertiary education","72","0.120325747110526","0.0940514765660349","0.146600017655017"
"No worries","2007","Not Working","(0) in school","65","0.226451630102405","0.178114227453481","0.274789032751329"
"No worries","2007","Not Working","(1a) inadequately completed","36","0.319941423007013","0.241256847898373","0.398625998115653"
"No worries","2007","Not Working","(1b) general elementary school","314","0.266783457313189","0.240823364970967","0.29274354965541"
"No worries","2007","Not Working","(1c) basic vocational qualification","638","0.225459805126968","0.210101622100262","0.240817988153674"
"No worries","2007","Not Working","(2b) intermediate general qualification","41","0.210920352559509","0.155210225872235","0.266630479246784"
"No worries","2007","Not Working","(2a) intermediate vocational","215","0.184128152912366","0.162701638657597","0.205554667167136"
"No worries","2007","Not Working","(2c_gen) general maturity certificate","72","0.171710192300121","0.131915262820504","0.211505121779739"
"No worries","2007","Not Working","(2c_voc) vocational maturity certificate","83","0.225278940140677","0.184080334156243","0.266477546125111"
"No worries","2007","Not Working","(3a) lower tertiary education","86","0.166375478759117","0.133862053651521","0.198888903866712"
"No worries","2007","Not Working","(3b) higher tertiary education","109","0.192881194658434","0.162384253535967","0.223378135780901"
"Big worries","2008","Full Time","(0) in school","","","",""
"Big worries","2008","Full Time","(1a) inadequately completed","3","","",""
"Big worries","2008","Full Time","(1b) general elementary school","63","0.28979190575713","0.234963432715847","0.344620378798414"
"Big worries","2008","Full Time","(1c) basic vocational qualification","398","0.267398386450469","0.24578545642493","0.289011316476009"
"Big worries","2008","Full Time","(2b) intermediate general qualification","30","0.23042413502056","0.166170778235262","0.294677491805858"
"Big worries","2008","Full Time","(2a) intermediate vocational","516","0.231248065779343","0.213838030132136","0.24865810142655"
"Big worries","2008","Full Time","(2c_gen) general maturity certificate","32","0.22048757743609","0.152058274205176","0.288916880667003"
"Big worries","2008","Full Time","(2c_voc) vocational maturity certificate","150","0.204458680491133","0.17419023960672","0.234727121375546"
"Big worries","2008","Full Time","(3a) lower tertiary education","160","0.187188940658874","0.160260235861757","0.21411764545599"
"Big worries","2008","Full Time","(3b) higher tertiary education","277","0.186785773206102","0.165918289983526","0.207653256428678"
"Big worries","2008","Part Time","(0) in school","20","","",""
"Big worries","2008","Part Time","(1a) inadequately completed","7","","",""
"Big worries","2008","Part Time","(1b) general elementary school","83","0.333664222381543","0.279395389832701","0.387933054930386"
"Big worries","2008","Part Time","(1c) basic vocational qualification","276","0.292308589612404","0.263416938103752","0.321200241121057"
"Big worries","2008","Part Time","(2b) intermediate general qualification","34","0.239528891465559","0.164709633548336","0.314348149382781"
"Big worries","2008","Part Time","(2a) intermediate vocational","279","0.227796611566926","0.204252314999114","0.251340908134739"
