"plj0047","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","1998","no migration background","Female","3131","0.536725938033261","0.523892903032285","0.549558973034237"
"Some worries","1998","direct migration background","Male","580","0.462351700485586","0.43417756198211","0.490525838989061"
"Some worries","1998","direct migration background","Female","558","0.445804175447708","0.417443878230516","0.474164472664899"
"Some worries","1998","indirect migration background","Male","161","0.485457223464042","0.42973158179675","0.541182865131335"
"Some worries","1998","indirect migration background","Female","153","0.46760518859668","0.41008030645701","0.525130070736351"
"No worries","1998","no migration background","Male","1193","0.213602406028908","0.202567331022377","0.22463748103544"
"No worries","1998","no migration background","Female","984","0.164312960391435","0.154776398364178","0.173849522418692"
"No worries","1998","direct migration background","Male","199","0.16438381847793","0.143440368187421","0.185327268768439"
"No worries","1998","direct migration background","Female","188","0.18408379872942","0.161971308721768","0.206196288737073"
"No worries","1998","indirect migration background","Male","51","0.159685856396218","0.118842359886968","0.200529352905469"
"No worries","1998","indirect migration background","Female","33","0.196064383885551","0.150291406925131","0.24183736084597"
"Big worries","1999","no migration background","Male","1380","0.276167551781236","0.264013102033984","0.288322001528489"
"Big worries","1999","no migration background","Female","1762","0.313640952088706","0.301575940046655","0.325705964130758"
"Big worries","1999","direct migration background","Male","349","0.312268052325491","0.28505489875267","0.339481205898312"
"Big worries","1999","direct migration background","Female","370","0.334627733135129","0.306755758066613","0.362499708203646"
"Big worries","1999","indirect migration background","Male","110","0.363162814871941","0.309367581345168","0.416958048398714"
"Big worries","1999","indirect migration background","Female","113","0.411778857247328","0.356179831636647","0.467377882858009"
"Some worries","1999","no migration background","Male","2938","0.551660786192393","0.53814101401299","0.565180558371797"
"Some worries","1999","no migration background","Female","3219","0.551884373720628","0.53895269848226","0.564816048958997"
"Some worries","1999","direct migration background","Male","548","0.478542873701116","0.449208607707723","0.507877139694509"
"Some worries","1999","direct migration background","Female","550","0.504538900464425","0.475005970139494","0.534071830789357"
"Some worries","1999","indirect migration background","Male","152","0.46948482215735","0.413658555161567","0.525311089153133"
"Some worries","1999","indirect migration background","Female","151","0.494679200292991","0.438197175692902","0.551161224893079"
"No worries","1999","no migration background","Male","880","0.17217166202637","0.161908505940875","0.182434818111866"
"No worries","1999","no migration background","Female","700","0.134474674190665","0.125603199113531","0.1433461492678"
"No worries","1999","direct migration background","Male","217","0.209189073973393","0.185304839567376","0.23307330837941"
"No worries","1999","direct migration background","Female","181","0.160833366400445","0.139133022755528","0.182533710045362"
"No worries","1999","indirect migration background","Male","45","0.167352362970709","0.125595731690439","0.20910899425098"
"No worries","1999","indirect migration background","Female","37","0.0935419424596815","0.060646033417241","0.126437851502122"
"Big worries","2000","no migration background","Male","2737","0.296856385603603","0.287670187768687","0.306042583438519"
"Big worries","2000","no migration background","Female","3479","0.331511131180107","0.322454067827662","0.340568194532552"
"Big worries","2000","direct migration background","Male","487","0.321944628115077","0.299241929356893","0.34464732687326"
"Big worries","2000","direct migration background","Female","559","0.337947055501008","0.315274490868854","0.360619620133162"
"Big worries","2000","indirect migration background","Male","126","0.307881901920452","0.262924338809106","0.352839465031798"
"Big worries","2000","indirect migration background","Female","160","0.416050306731979","0.368627780738343","0.463472832725615"
"Some worries","2000","no migration background","Male","4980","0.513202894663315","0.503153055296948","0.523252734029683"
"Some worries","2000","no migration background","Female","5352","0.506392751674603","0.496773843863643","0.516011659485564"
"Some worries","2000","direct migration background","Male","766","0.443688553087082","0.419547710463927","0.467829395710237"
"Some worries","2000","direct migration background","Female","788","0.474878421133408","0.450942447118462","0.498814395148355"
"Some worries","2000","indirect migration background","Male","197","0.505996655542356","0.4573044611522","0.554688849932513"
"Some worries","2000","indirect migration background","Female","184","0.411857129746784","0.364505083047583","0.459209176445984"
"No worries","2000","no migration background","Male","1785","0.189940719733082","0.182053789147542","0.197827650318621"
"No worries","2000","no migration background","Female","1547","0.16209611714529","0.155005652999896","0.169186581290683"
"No worries","2000","direct migration background","Male","374","0.234366818797842","0.213783625597839","0.254950011997844"
"No worries","2000","direct migration background","Female","325","0.187174523365583","0.168478382305348","0.205870664425818"
"No worries","2000","indirect migration background","Male","82","0.186121442537192","0.14821626040999","0.224026624664393"
"No worries","2000","indirect migration background","Female","71","0.172092563521237","0.135776732518505","0.20840839452397"
"Big worries","2001","no migration background","Male","2876","0.324900043933515","0.315039003662612","0.334761084204419"
"Big worries","2001","no migration background","Female","3649","0.372420064758192","0.362680515855862","0.382159613660521"
"Big worries","2001","direct migration background","Male","478","0.346975253702483","0.322295203022319","0.371655304382646"
"Big worries","2001","direct migration background","Female","536","0.355887012679846","0.33155210491084","0.380221920448852"
"Big worries","2001","indirect migration background","Male","151","0.433215862776757","0.383196467756578","0.483235257796937"
"Big worries","2001","indirect migration background","Female","161","0.430196256945115","0.381184415476943","0.479208098413287"
"Some worries","2001","no migration background","Male","4302","0.49705295757816","0.486525432904697","0.507580482251622"
"Some worries","2001","no migration background","Female","4595","0.485907539735155","0.475838565765642","0.495976513704668"
"Some worries","2001","direct migration background","Male","670","0.452741554109785","0.426933611060983","0.478549497158586"
"Some worries","2001","direct migration background","Female","671","0.454896354051943","0.429586573584275","0.48020613451961"
"Some worries","2001","indirect migration background","Male","161","0.410599333351765","0.36094103342225","0.460257633281281"
"Some worries","2001","indirect migration background","Female","165","0.413033271456786","0.364291162252141","0.461775380661431"
"No worries","2001","no migration background","Male","1487","0.178046998488325","0.169992200948982","0.186101796027668"
"No worries","2001","no migration background","Female","1221","0.141672395506654","0.134647223848911","0.148697567164397"
"No worries","2001","direct migration background","Male","281","0.200283192187732","0.179532989613646","0.221033394761818"
"No worries","2001","direct migration background","Female","280","0.189216633268212","0.169308768707965","0.209124497828459"
"No worries","2001","indirect migration background","Male","65","0.156184803871477","0.119539318752956","0.192830288989998"
"No worries","2001","indirect migration background","Female","66","0.156770471598099","0.120778130739145","0.192762812457054"
"Big worries","2002","no migration background","Male","2436","0.260049355458598","0.251172629955717","0.26892608096148"
"Big worries","2002","no migration background","Female","3026","0.296261021160559","0.287325072078245","0.305196970242874"
"Big worries","2002","direct migration background","Male","349","0.290023293789462","0.265844330102185","0.31420225747674"
"Big worries","2002","direct migration background","Female","401","0.289972947598453","0.26648799408309","0.313457901113815"
"Big worries","2002","indirect migration background","Male","99","0.272600818351084","0.227349982804184","0.317851653897984"
"Big worries","2002","indirect migration background","Female","132","0.329408091414177","0.283690708631168","0.375125474197187"
"Some worries","2002","no migration background","Male","5134","0.539733373850542","0.529647398503883","0.549819349197201"
"Some worries","2002","no migration background","Female","5581","0.551708948464587","0.541976263332462","0.561441633596713"
"Some worries","2002","direct migration background","Male","697","0.481956004100442","0.455331212781657","0.508580795419226"
"Some worries","2002","direct migration background","Female","755","0.51642083083437","0.490556027308946","0.542285634359795"
"Some worries","2002","indirect migration background","Male","189","0.530590798166502","0.47987628306033","0.581305313272674"
"Some worries","2002","indirect migration background","Female","212","0.554714833544878","0.506371223518757","0.603058443571"
"No worries","2002","no migration background","Male","1811","0.20021727069086","0.192119596438112","0.208314944943607"
"No worries","2002","no migration background","Female","1423","0.152030030374853","0.145003311934509","0.159056748815198"
"No worries","2002","direct migration background","Male","307","0.228020702110096","0.205664956500774","0.250376447719418"
"No worries","2002","direct migration background","Female","278","0.193606221567177","0.173155588608295","0.214056854526059"
"No worries","2002","indirect migration background","Male","84","0.196808383482414","0.15640590556418","0.237210861400648"
"No worries","2002","indirect migration background","Female","62","0.115877075040945","0.0847426993056364","0.147011450776253"
"Big worries","2003","no migration background","Male","1809","0.201459815945024","0.193183916284124","0.209735715605923"
"Big worries","2003","no migration background","Female","2406","0.252371033388742","0.243715220449672","0.261026846327811"
"Big worries","2003","direct migration background","Male","274","0.252009441762077","0.227998470087477","0.276020413436678"
"Big worries","2003","direct migration background","Female","318","0.264285016163306","0.24078052702602","0.287789505300591"
"Big worries","2003","indirect migration background","Male","82","0.28873108145065","0.242617928211034","0.334844234690266"
"Big worries","2003","indirect migration background","Female","103","0.219841121351569","0.179656118593995","0.260026124109144"
"Some worries","2003","no migration background","Male","5116","0.56123699112556","0.550997915299918","0.571476066951202"
"Some worries","2003","no migration background","Female","5522","0.560843340372421","0.550953812252927","0.570732868491916"
"Some worries","2003","direct migration background","Male","624","0.478578864116722","0.450952461020505","0.506205267212939"
"Some worries","2003","direct migration background","Female","683","0.498152067993297","0.471500253397095","0.524803882589499"
"Some worries","2003","indirect migration background","Male","179","0.459352383620488","0.408642656950369","0.510062110290608"
"Some worries","2003","indirect migration background","Female","219","0.560108264294862","0.511943781477832","0.608272747111892"
"No worries","2003","no migration background","Male","2098","0.237303192929417","0.228525096096317","0.246081289762516"
"No worries","2003","no migration background","Female","1746","0.186785626238837","0.179019234386361","0.194552018091313"
"No worries","2003","direct migration background","Male","358","0.269411694121201","0.244876028125937","0.293947360116464"
"No worries","2003","direct migration background","Female","351","0.237562915843397","0.214877273819938","0.260248557866857"
"No worries","2003","indirect migration background","Male","110","0.251916534928862","0.207742761325193","0.29609030853253"
"No worries","2003","indirect migration background","Female","86","0.220050614353568","0.179851867718976","0.260249360988161"
"Big worries","2004","no migration background","Male","1857","0.21547491799511","0.206865023762072","0.224084812228148"
"Big worries","2004","no migration background","Female","2370","0.250214472139988","0.241486220429573","0.258942723850403"
"Big worries","2004","direct migration background","Male","271","0.248188376108196","0.223788923436183","0.272587828780209"
"Big worries","2004","direct migration background","Female","317","0.276601614478482","0.25225748630723","0.300945742649734"
"Big worries","2004","indirect migration background","Male","89","0.234227931354967","0.19186835763311","0.276587505076824"
"Big worries","2004","indirect migration background","Female","113","0.249602827465269","0.20791413583901","0.291291519091528"
"Some worries","2004","no migration background","Male","4784","0.535540952228604","0.525096970703786","0.545984933753423"
"Some worries","2004","no migration background","Female","5313","0.554484147425333","0.544468508233194","0.564499786617471"
"Some worries","2004","direct migration background","Male","606","0.466863956779235","0.438683434160054","0.495044479398416"
"Some worries","2004","direct migration background","Female","676","0.505145281520241","0.477935496460427","0.532355066580055"
"Some worries","2004","indirect migration background","Male","178","0.483516877801509","0.433534563052033","0.533499192550986"
"Some worries","2004","indirect migration background","Female","226","0.577456385318037","0.529874320304227","0.625038450331848"
"No worries","2004","no migration background","Male","2119","0.248984129776285","0.239928755021312","0.258039504531259"
"No worries","2004","no migration background","Female","1777","0.195301380434679","0.187312759621754","0.203290001247604"
"No worries","2004","direct migration background","Male","327","0.284947667112569","0.259450829712204","0.310444504512933"
"No worries","2004","direct migration background","Female","304","0.218253104001277","0.195773357979931","0.240732850022623"
"No worries","2004","indirect migration background","Male","117","0.282255190843524","0.237236954404319","0.327273427282728"
"No worries","2004","indirect migration background","Female","75","0.172940787216694","0.136510303473092","0.209371270960296"
"Big worries","2005","no migration background","Male","2288","0.279535569224496","0.269919711755191","0.289151426693801"
"Big worries","2005","no migration background","Female","2960","0.32851407377341","0.318863642866211","0.338164504680608"
"Big worries","2005","direct migration background","Male","321","0.301104573397795","0.274154169134194","0.328054977661397"
"Big worries","2005","direct migration background","Female","383","0.338895339311593","0.312602873198828","0.365187805424358"
"Big worries","2005","indirect migration background","Male","117","0.32059929340323","0.274805573790056","0.366393013016404"
"Big worries","2005","indirect migration background","Female","135","0.382925004632018","0.336710376432638","0.429139632831397"
"Some worries","2005","no migration background","Male","4382","0.510848915606857","0.50013789253575","0.521559938677964"
"Some worries","2005","no migration background","Female","4794","0.514184371638542","0.50391493935525","0.524453803921834"
"Some worries","2005","direct migration background","Male","526","0.483878867493205","0.454519637751806","0.513238097234605"
"Some worries","2005","direct migration background","Female","611","0.476874998072898","0.449131039293405","0.504618956852392"
"Some worries","2005","indirect migration background","Male","190","0.455078119414615","0.406216062649263","0.503940176179967"
"Some worries","2005","indirect migration background","Female","212","0.452307957350586","0.404988587152858","0.499627327548313"
"No worries","2005","no migration background","Male","1697","0.209615515168647","0.200893956186624","0.218337074150671"
"No worries","2005","no migration background","Female","1345","0.157301554588049","0.149820654367045","0.164782454809052"
"No worries","2005","direct migration background","Male","266","0.215016559109","0.19088048056893","0.239152637649069"
"No worries","2005","direct migration background","Female","251","0.184229662615508","0.162695541639917","0.2057637835911"
"No worries","2005","indirect migration background","Male","92","0.224322587182155","0.183392872389069","0.265252301975241"
"No worries","2005","indirect migration background","Female","78","0.164767038017397","0.129498081887743","0.20003599414705"
"Big worries","2006","no migration background","Male","2224","0.26009291785772","0.250999394489533","0.269186441225907"
"Big worries","2006","no migration background","Female","2915","0.305119455769575","0.295982016978531","0.314256894560618"
"Big worries","2006","direct migration background","Male","305","0.307219712889483","0.279956687460849","0.334482738318116"
"Big worries","2006","direct migration background","Female","387","0.319889555362378","0.294135088099165","0.345644022625591"
"Big worries","2006","indirect migration background","Male","112","0.286304047614072","0.241555863291311","0.331052231936833"
"Big worries","2006","indirect migration background","Female","128","0.34736642181865","0.301776410044338","0.392956433592961"
"Some worries","2006","no migration background","Male","4838","0.522700440780681","0.512346604786381","0.533054276774981"
"Some worries","2006","no migration background","Female","5336","0.534016925154051","0.524117794953424","0.543916055354679"
"Some worries","2006","direct migration background","Male","529","0.455767013528481","0.426335294836604","0.485198732220358"
"Some worries","2006","direct migration background","Female","616","0.475138586812426","0.44756487120523","0.502712302419623"
"Some worries","2006","indirect migration background","Male","193","0.507780164604885","0.458289591961631","0.557270737248138"
"Some worries","2006","indirect migration background","Female","221","0.47529561702111","0.427478836687467","0.523112397354753"
"No worries","2006","no migration background","Male","1878","0.217206641361599","0.208659134700586","0.225754148022612"
"No worries","2006","no migration background","Female","1504","0.160863619076374","0.153572744168784","0.168154493983964"
"No worries","2006","direct migration background","Male","266","0.237013273582036","0.211883037175642","0.262143509988431"
"No worries","2006","direct migration background","Female","257","0.204971857825195","0.182682313598209","0.227261402052181"
"No worries","2006","indirect migration background","Male","87","0.205915787781043","0.165886011662992","0.245945563899094"
"No worries","2006","indirect migration background","Female","70","0.17733796116024","0.140765628295072","0.213910294025408"
"Big worries","2007","no migration background","Male","2070","0.251968700078547","0.242684561143861","0.261252839013233"
"Big worries","2007","no migration background","Female","2676","0.29742948421515","0.288058435282967","0.306800533147334"
"Big worries","2007","direct migration background","Male","251","0.267578210178121","0.23981901889738","0.295337401458863"
"Big worries","2007","direct migration background","Female","326","0.295950466846003","0.269288632983656","0.322612300708351"
"Big worries","2007","indirect migration background","Male","102","0.272458554261802","0.226969880504816","0.317947228018787"
"Big worries","2007","indirect migration background","Female","124","0.298268951892597","0.25398508538978","0.342552818395413"
"Some worries","2007","no migration background","Male","4530","0.530973728946471","0.520301784655457","0.541645673237484"
"Some worries","2007","no migration background","Female","4965","0.533387845961795","0.523160785636491","0.543614906287098"
"Some worries","2007","direct migration background","Male","486","0.479038864059249","0.447714025134159","0.510363702984339"
"Some worries","2007","direct migration background","Female","568","0.502644987853774","0.473440955332176","0.531849020375373"
"Some worries","2007","indirect migration background","Male","169","0.47320420198029","0.422192521707659","0.524215882252922"
"Some worries","2007","indirect migration background","Female","207","0.500215670041333","0.45181781364621","0.548613526436455"
"No worries","2007","no migration background","Male","1800","0.217057570974982","0.2082417891879","0.225873352762064"
"No worries","2007","no migration background","Female","1500","0.169182669823055","0.161496996037405","0.176868343608705"
"No worries","2007","direct migration background","Male","240","0.25338292576263","0.22610957856687","0.280656272958389"
"No worries","2007","direct migration background","Female","232","0.201404545300222","0.177979688399504","0.22482940220094"
"No worries","2007","indirect migration background","Male","97","0.254337243757908","0.209843352621931","0.298831134893885"
"No worries","2007","indirect migration background","Female","79","0.201515378066071","0.162687510673619","0.240343245458523"
"Big worries","2008","no migration background","Male","1679","0.213398652081522","0.204393098938842","0.222404205224203"
"Big worries","2008","no migration background","Female","2140","0.25895601950694","0.249739365902249","0.268172673111631"
"Big worries","2008","direct migration background","Male","214","0.266070909575945","0.236857691439616","0.295284127712275"
"Big worries","2008","direct migration background","Female","272","0.25309257829157","0.226397322199296","0.279787834383843"
"Big worries","2008","indirect migration background","Male","93","0.237248200937532","0.193903070596221","0.280593331278843"
"Big worries","2008","indirect migration background","Female","105","0.284597905627117","0.240434062536746","0.328761748717488"
"Some worries","2008","no migration background","Male","4352","0.546706348241387","0.535764162282702","0.557648534200072"
"Some worries","2008","no migration background","Female","4987","0.56057078392685","0.550128440747125","0.571013127106575"
"Some worries","2008","direct migration background","Male","437","0.501556899349464","0.46850308736652","0.534610711332409"
"Some worries","2008","direct migration background","Female","519","0.527923916023531","0.497272350074508","0.558575481972553"
"Some worries","2008","indirect migration background","Male","177","0.451724225302213","0.401015411853872","0.502433038750554"
"Some worries","2008","indirect migration background","Female","214","0.516585973763861","0.467674940965731","0.56549700656199"
"No worries","2008","no migration background","Male","1920","0.23989499967709","0.230508911995701","0.249281087358479"
"No worries","2008","no migration background","Female","1551","0.18047319656621","0.172381749365725","0.188564643766694"
"No worries","2008","direct migration background","Male","228","0.23237219107459","0.204451826825675","0.260292555323506"
"No worries","2008","direct migration background","Female","228","0.2189835056849","0.19359151184934","0.24437549952046"
"No worries","2008","indirect migration background","Male","100","0.311027573760255","0.263859559208809","0.358195588311701"
"No worries","2008","indirect migration background","Female","82","0.198816120609023","0.159752921835109","0.237879319382936"
"Big worries","2009","no migration background","Male","1335","0.185520086490562","0.176719777306222","0.194320395674903"
"Big worries","2009","no migration background","Female","1655","0.210028412530076","0.201175337055335","0.218881488004816"
"Big worries","2009","direct migration background","Male","153","0.217451268166394","0.188007113763519","0.246895422569268"
"Big worries","2009","direct migration background","Female","194","0.238420929059559","0.210550759496264","0.266291098622855"
"Big worries","2009","indirect migration background","Male","78","0.245596294675356","0.200043624151854","0.291148965198858"
"Big worries","2009","indirect migration background","Female","94","0.298768310226397","0.251811380663369","0.345725239789426"
"Some worries","2009","no migration background","Male","4265","0.56879059129692","0.557578604220217","0.580002578373622"
"Some worries","2009","no migration background","Female","4871","0.597070283044525","0.586409802459128","0.607730763629923"
"Some worries","2009","direct migration background","Male","349","0.469948443328611","0.434324123355499","0.505572763301722"
"Some worries","2009","direct migration background","Female","466","0.506229364182868","0.473529479671653","0.538929248694083"
"Some worries","2009","indirect migration background","Male","170","0.489377549829036","0.436475438549225","0.542279661108846"
"Some worries","2009","indirect migration background","Female","188","0.517521804707792","0.466258708822221","0.568784900593364"
"No worries","2009","no migration background","Male","1895","0.245689322212518","0.235943229435557","0.255435414989479"
"No worries","2009","no migration background","Female","1606","0.192901304425399","0.184325392524106","0.201477216326692"
"No worries","2009","direct migration background","Male","252","0.312600288504996","0.279512954303031","0.34568762270696"
"No worries","2009","direct migration background","Female","238","0.255349706757573","0.226829426631143","0.283869986884002"
"No worries","2009","indirect migration background","Male","95","0.265026155495608","0.218319223460524","0.311733087530693"
"No worries","2009","indirect migration background","Female","83","0.18370988506581","0.143982480762029","0.223437289369592"
"Big worries","2010","no migration background","Male","1667","0.180241815298574","0.172335033750835","0.188148596846313"
